ds_name,att_name,sizeDistinct1,ds_name_2,att_name_2,sizeDistinct2,joinSize,trueContainment,trueQuality
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,eo_pr.csv,STATE,1,0,0.0,0.0
eo_pr.csv,STATE,1,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,eo_pr.csv,ZIP,1111,0,0.0,0.0
eo_pr.csv,ZIP,1111,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,eo_pr.csv,NTEE_CD,302,0,0.0,0.0
eo_pr.csv,NTEE_CD,302,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,eo_pr.csv,SORT_NAME,276,0,0.0,0.0
eo_pr.csv,SORT_NAME,276,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,population-by-governorate-citizenship-and-gender.csv,Governorate,7,0,0.0,0.0
population-by-governorate-citizenship-and-gender.csv,Governorate,7,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,population-by-governorate-citizenship-and-gender.csv,Citizenship,3,0,0.0,0.0
population-by-governorate-citizenship-and-gender.csv,Citizenship,3,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,population-by-governorate-citizenship-and-gender.csv,Gender,3,0,0.0,0.0
population-by-governorate-citizenship-and-gender.csv,Gender,3,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,population-by-governorate-citizenship-and-gender.csv,Governorate,7,0,0.0,0.0
population-by-governorate-citizenship-and-gender.csv,Governorate,7,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,population-by-governorate-citizenship-and-gender.csv,Citizenship,3,0,0.0,0.0
population-by-governorate-citizenship-and-gender.csv,Citizenship,3,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,population-by-governorate-citizenship-and-gender.csv,Gender,3,0,0.0,0.0
population-by-governorate-citizenship-and-gender.csv,Gender,3,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,cultural-spaces.csv,CULTURAL_SPACE_NAME,463,0,0.0,0.0
cultural-spaces.csv,CULTURAL_SPACE_NAME,463,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,cultural-spaces.csv,WEBSITE,350,0,0.0,0.0
cultural-spaces.csv,WEBSITE,350,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,cultural-spaces.csv,TYPE,8,0,0.0,0.0
cultural-spaces.csv,TYPE,8,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,cultural-spaces.csv,PRIMARY_USE,22,0,0.0,0.0
cultural-spaces.csv,PRIMARY_USE,22,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,cultural-spaces.csv,ADDRESS,373,0,0.0,0.0
cultural-spaces.csv,ADDRESS,373,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,cultural-spaces.csv,LOCAL_AREA,23,0,0.0,0.0
cultural-spaces.csv,LOCAL_AREA,23,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,cultural-spaces.csv,OWNERSHIP,7,0,0.0,0.0
cultural-spaces.csv,OWNERSHIP,7,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,cultural-spaces.csv,ACTIVE_SPACE,1,0,0.0,0.0
cultural-spaces.csv,ACTIVE_SPACE,1,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,cultural-spaces.csv,Geom,412,0,0.0,0.0
cultural-spaces.csv,Geom,412,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,cultural-spaces.csv,CULTURAL_SPACE_NAME,463,0,0.0,0.0
cultural-spaces.csv,CULTURAL_SPACE_NAME,463,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,cultural-spaces.csv,WEBSITE,350,0,0.0,0.0
cultural-spaces.csv,WEBSITE,350,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,cultural-spaces.csv,TYPE,8,0,0.0,0.0
cultural-spaces.csv,TYPE,8,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,cultural-spaces.csv,PRIMARY_USE,22,0,0.0,0.0
cultural-spaces.csv,PRIMARY_USE,22,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,cultural-spaces.csv,ADDRESS,373,0,0.0,0.0
cultural-spaces.csv,ADDRESS,373,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,cultural-spaces.csv,LOCAL_AREA,23,0,0.0,0.0
cultural-spaces.csv,LOCAL_AREA,23,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,cultural-spaces.csv,OWNERSHIP,7,0,0.0,0.0
cultural-spaces.csv,OWNERSHIP,7,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,cultural-spaces.csv,ACTIVE_SPACE,1,0,0.0,0.0
cultural-spaces.csv,ACTIVE_SPACE,1,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,cultural-spaces.csv,Geom,412,0,0.0,0.0
cultural-spaces.csv,Geom,412,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,street-intersections.csv,XSTREET,5926,0,0.0,0.0
street-intersections.csv,XSTREET,5926,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,street-intersections.csv,Geom,6100,0,0.0,0.0
street-intersections.csv,Geom,6100,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,street-intersections.csv,Geo Local Area,22,0,0.0,0.0
street-intersections.csv,Geo Local Area,22,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,street-intersections.csv,XSTREET,5926,0,0.0,0.0
street-intersections.csv,XSTREET,5926,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,street-intersections.csv,Geom,6100,0,0.0,0.0
street-intersections.csv,Geom,6100,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,street-intersections.csv,Geo Local Area,22,0,0.0,0.0
street-intersections.csv,Geo Local Area,22,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,gvrd-sewer-trunk-mains.csv,EFFLUENT_TYPE,3,0,0.0,0.0
gvrd-sewer-trunk-mains.csv,EFFLUENT_TYPE,3,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,gvrd-sewer-trunk-mains.csv,MATERIAL,18,0,0.0,0.0
gvrd-sewer-trunk-mains.csv,MATERIAL,18,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,gvrd-sewer-trunk-mains.csv,Geom,1615,0,0.0,0.0
gvrd-sewer-trunk-mains.csv,Geom,1615,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,gvrd-sewer-trunk-mains.csv,EFFLUENT_TYPE,3,0,0.0,0.0
gvrd-sewer-trunk-mains.csv,EFFLUENT_TYPE,3,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,gvrd-sewer-trunk-mains.csv,MATERIAL,18,0,0.0,0.0
gvrd-sewer-trunk-mains.csv,MATERIAL,18,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,gvrd-sewer-trunk-mains.csv,Geom,1615,0,0.0,0.0
gvrd-sewer-trunk-mains.csv,Geom,1615,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,datasets_517172_952401_train.csv,id_code,3662,0,0.0,0.0
datasets_517172_952401_train.csv,id_code,3662,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,datasets_517172_952401_train.csv,id_code,3662,0,0.0,0.0
datasets_517172_952401_train.csv,id_code,3662,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,rental-standards-current-issues.csv,BUSINESSOPERATOR,349,0,0.0,0.0
rental-standards-current-issues.csv,BUSINESSOPERATOR,349,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,rental-standards-current-issues.csv,DetailURL,399,0,0.0,0.0
rental-standards-current-issues.csv,DetailURL,399,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,rental-standards-current-issues.csv,Street,154,0,0.0,0.0
rental-standards-current-issues.csv,Street,154,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,rental-standards-current-issues.csv,Geom,394,0,0.0,0.0
rental-standards-current-issues.csv,Geom,394,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,rental-standards-current-issues.csv,Geo Local Area,21,0,0.0,0.0
rental-standards-current-issues.csv,Geo Local Area,21,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,rental-standards-current-issues.csv,BUSINESSOPERATOR,349,0,0.0,0.0
rental-standards-current-issues.csv,BUSINESSOPERATOR,349,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,rental-standards-current-issues.csv,DetailURL,399,0,0.0,0.0
rental-standards-current-issues.csv,DetailURL,399,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,rental-standards-current-issues.csv,Street,154,0,0.0,0.0
rental-standards-current-issues.csv,Street,154,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,rental-standards-current-issues.csv,Geom,394,0,0.0,0.0
rental-standards-current-issues.csv,Geom,394,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,rental-standards-current-issues.csv,Geo Local Area,21,0,0.0,0.0
rental-standards-current-issues.csv,Geo Local Area,21,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,ArtistProjectStatement,337,0,0.0,0.0
public-art.csv,ArtistProjectStatement,337,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,Type,14,0,0.0,0.0
public-art.csv,Type,14,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,Status,3,0,0.0,0.0
public-art.csv,Status,3,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,SiteName,399,0,0.0,0.0
public-art.csv,SiteName,399,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,SiteAddress,371,0,0.0,0.0
public-art.csv,SiteAddress,371,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,PrimaryMaterial,265,0,0.0,0.0
public-art.csv,PrimaryMaterial,265,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,URL,616,0,0.0,0.0
public-art.csv,URL,616,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,PhotoURL,568,0,0.0,0.0
public-art.csv,PhotoURL,568,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,Ownership,48,0,0.0,0.0
public-art.csv,Ownership,48,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,Neighbourhood,24,0,0.0,0.0
public-art.csv,Neighbourhood,24,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,LocationOnsite,416,0,0.0,0.0
public-art.csv,LocationOnsite,416,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,Geom,422,0,0.0,0.0
public-art.csv,Geom,422,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,GeoLocalArea,20,0,0.0,0.0
public-art.csv,GeoLocalArea,20,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,DescriptionOfwork,484,0,0.0,0.0
public-art.csv,DescriptionOfwork,484,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,Artists,446,0,0.0,0.0
public-art.csv,Artists,446,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,PhotoCredits,140,0,0.0,0.0
public-art.csv,PhotoCredits,140,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,public-art.csv,_c18,0,0,0.0,0.0
public-art.csv,_c18,0,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,ArtistProjectStatement,337,0,0.0,0.0
public-art.csv,ArtistProjectStatement,337,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,Type,14,0,0.0,0.0
public-art.csv,Type,14,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,Status,3,0,0.0,0.0
public-art.csv,Status,3,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,SiteName,399,0,0.0,0.0
public-art.csv,SiteName,399,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,SiteAddress,371,0,0.0,0.0
public-art.csv,SiteAddress,371,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,PrimaryMaterial,265,0,0.0,0.0
public-art.csv,PrimaryMaterial,265,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,URL,616,0,0.0,0.0
public-art.csv,URL,616,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,PhotoURL,568,0,0.0,0.0
public-art.csv,PhotoURL,568,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,Ownership,48,0,0.0,0.0
public-art.csv,Ownership,48,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,Neighbourhood,24,0,0.0,0.0
public-art.csv,Neighbourhood,24,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,LocationOnsite,416,0,0.0,0.0
public-art.csv,LocationOnsite,416,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,Geom,422,0,0.0,0.0
public-art.csv,Geom,422,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,GeoLocalArea,20,0,0.0,0.0
public-art.csv,GeoLocalArea,20,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,DescriptionOfwork,484,0,0.0,0.0
public-art.csv,DescriptionOfwork,484,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,Artists,446,0,0.0,0.0
public-art.csv,Artists,446,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,PhotoCredits,140,0,0.0,0.0
public-art.csv,PhotoCredits,140,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,public-art.csv,_c18,0,0,0.0,0.0
public-art.csv,_c18,0,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,survey_results_schema.csv,Column,154,0,0.0,0.0
survey_results_schema.csv,Column,154,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,survey_results_schema.csv,Question,149,0,0.0,0.0
survey_results_schema.csv,Question,149,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,survey_results_schema.csv,Column,154,0,0.0,0.0
survey_results_schema.csv,Column,154,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,survey_results_schema.csv,Question,149,0,0.0,0.0
survey_results_schema.csv,Question,149,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,population-census-of-botswana-2011.csv,FREQUENCY,1,0,0.0,0.0
population-census-of-botswana-2011.csv,FREQUENCY,1,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,population-census-of-botswana-2011.csv,REGION_ID,29,0,0.0,0.0
population-census-of-botswana-2011.csv,REGION_ID,29,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,population-census-of-botswana-2011.csv,REGION_NAME,29,0,0.0,0.0
population-census-of-botswana-2011.csv,REGION_NAME,29,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,population-census-of-botswana-2011.csv,REGION_REGIONID,29,0,0.0,0.0
population-census-of-botswana-2011.csv,REGION_REGIONID,29,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,population-census-of-botswana-2011.csv,SEX_ID,3,0,0.0,0.0
population-census-of-botswana-2011.csv,SEX_ID,3,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,Geom,3311,population-census-of-botswana-2011.csv,SEX_NAME,3,0,0.0,0.0
population-census-of-botswana-2011.csv,SEX_NAME,3,property-tie-lines.csv,Geom,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,population-census-of-botswana-2011.csv,FREQUENCY,1,0,0.0,0.0
population-census-of-botswana-2011.csv,FREQUENCY,1,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,population-census-of-botswana-2011.csv,REGION_ID,29,0,0.0,0.0
population-census-of-botswana-2011.csv,REGION_ID,29,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,population-census-of-botswana-2011.csv,REGION_NAME,29,0,0.0,0.0
population-census-of-botswana-2011.csv,REGION_NAME,29,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,population-census-of-botswana-2011.csv,REGION_REGIONID,29,0,0.0,0.0
population-census-of-botswana-2011.csv,REGION_REGIONID,29,property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,0,0.0,0.0
property-tie-lines.csv,P_ANNOTATION_LBL_ID,3311,population-census-of-botswana-2011.csv,SEX_ID,3,0,0.0,0.0
