frac_class_id,active_ingredient,level1,level1_description,level2,level2_description,level3,level3_description,level4,level4_description,level5,frac_code
481,FENBUCONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E9,3
482,FLUQUINCONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E10,3
483,FLUSILAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E11,3
484,FLUTRIAFOL,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E12,3
485,HEXACONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E13,3
486,IMIBENCONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E14,3
487,IPCONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E15,3
488,METCONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E16,3
489,MYCLOBUTANIL,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E17,3
490,PENCONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E18,3
491,PROPICONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E19,3
492,SIMECONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E20,3
493,TEBUCONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E21,3
494,TETRACONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E22,3
495,TRIADIMEFON,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E23,3
496,TRIADIMENOL,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E24,3
497,TRITICONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13E,TRIAZOLES,G13E25,3
498,PROTHIOCONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13F,TRIAZOLINTHIONES,G13F1,3
499,ALDIMORPH,G,STEROL BIOSYNTHESIS IN MEMBRANES,G2,"DELTA14-REDUCTASE AND (DELTA8 TO DELTA7)-ISOMERASE IN STEROL BIOSYNTHESIS (ERG24, ERG2)",G25,"AMINES (""MORPHOLINES"") (SBI: CLASS II)",G25A,MORPHOLINES,G25A1,5
500,DODEMORPH,G,STEROL BIOSYNTHESIS IN MEMBRANES,G2,"DELTA14-REDUCTASE AND (DELTA8 TO DELTA7)-ISOMERASE IN STEROL BIOSYNTHESIS (ERG24, ERG2)",G25,"AMINES (""MORPHOLINES"") (SBI: CLASS II)",G25A,MORPHOLINES,G25A2,5
501,FENPROPIMORPH,G,STEROL BIOSYNTHESIS IN MEMBRANES,G2,"DELTA14-REDUCTASE AND (DELTA8 TO DELTA7)-ISOMERASE IN STEROL BIOSYNTHESIS (ERG24, ERG2)",G25,"AMINES (""MORPHOLINES"") (SBI: CLASS II)",G25A,MORPHOLINES,G25A3,5
502,TRIDEMORPH,G,STEROL BIOSYNTHESIS IN MEMBRANES,G2,"DELTA14-REDUCTASE AND (DELTA8 TO DELTA7)-ISOMERASE IN STEROL BIOSYNTHESIS (ERG24, ERG2)",G25,"AMINES (""MORPHOLINES"") (SBI: CLASS II)",G25A,MORPHOLINES,G25A4,5
503,FENPROPIDIN,G,STEROL BIOSYNTHESIS IN MEMBRANES,G2,"DELTA14-REDUCTASE AND (DELTA8 TO DELTA7)-ISOMERASE IN STEROL BIOSYNTHESIS (ERG24, ERG2)",G25,"AMINES (""MORPHOLINES"") (SBI: CLASS II)",G25B,PIPERIDINES,G25B1,5
504,PIPERALIN,G,STEROL BIOSYNTHESIS IN MEMBRANES,G2,"DELTA14-REDUCTASE AND (DELTA8 TO DELTA7)-ISOMERASE IN STEROL BIOSYNTHESIS (ERG24, ERG2)",G25,"AMINES (""MORPHOLINES"") (SBI: CLASS II)",G25B,PIPERIDINES,G25B2,5
505,SPIROXAMINE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G2,"DELTA14-REDUCTASE AND (DELTA8 TO DELTA7)-ISOMERASE IN STEROL BIOSYNTHESIS (ERG24, ERG2)",G25,"AMINES (""MORPHOLINES"") (SBI: CLASS II)",G25C,SPIROKETAL-AMINES,G25C1,5
506,FENHEXAMID,G,STEROL BIOSYNTHESIS IN MEMBRANES,G3,"3-KETO REDUCTASE, C4-DEMETHYLATION (ERG27)",G317,(SBI: CLASS III),G317A,HYDROXYANILIDES,G317A1,17
507,FENPYRAZAMINE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G3,"3-KETO REDUCTASE, C4-DEMETHYLATION (ERG27)",G317,(SBI: CLASS III),G317B,AMINO-PYRAZOLINONE,G317B1,17
508,PYRIBUTICARB,G,STEROL BIOSYNTHESIS IN MEMBRANES,G4,SQUALENE-EPOXIDASE IN STEROL BIOSYNTHESIS (ERG1),G418,(SBI CLASS IV),G418A,THIOCARBAMATES,G418A1,18
509,NAFTIFINE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G4,SQUALENE-EPOXIDASE IN STEROL BIOSYNTHESIS (ERG1),G418,(SBI CLASS IV),G418B,ALLYLAMINES,G418B1,18
510,TERBINAFINE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G4,SQUALENE-EPOXIDASE IN STEROL BIOSYNTHESIS (ERG1),G418,(SBI CLASS IV),G418B,ALLYLAMINES,G418B2,18
511,VALIDAMYCIN,H,CELL WALL BIOSYNTHESIS,H3,TREHALASE AND INOSITOL-BIOSYNTHESIS,H326,GLUCOPYRANOSYL ANTIBIOTIC,H326A,GLUCOPYRANOSYL ANTIBIOTIC,H326A1,26
512,POLYOXIN,H,CELL WALL BIOSYNTHESIS,H4,CHITIN SYNTHASE,H419,POLYOXINS,H419A,PEPTIDYL PYRIMIDINE NUCLEOSIDE,H419A1,19
513,DIMETHOMORPH,H,CELL WALL BIOSYNTHESIS,H5,CELLULOSE SYNTHASE,H540,CAA-FUNGICIDES (CARBOXYLIC ACID AMIDES),H540A,CINNAMIC ACID AMIDES,H540A1,40
514,FLUMORPH,H,CELL WALL BIOSYNTHESIS,H5,CELLULOSE SYNTHASE,H540,CAA-FUNGICIDES (CARBOXYLIC ACID AMIDES),H540A,CINNAMIC ACID AMIDES,H540A2,40
515,PYRIMORPH,H,CELL WALL BIOSYNTHESIS,H5,CELLULOSE SYNTHASE,H540,CAA-FUNGICIDES (CARBOXYLIC ACID AMIDES),H540A,CINNAMIC ACID AMIDES,H540A3,40
516,BENTHIAVALICARB,H,CELL WALL BIOSYNTHESIS,H5,CELLULOSE SYNTHASE,H540,CAA-FUNGICIDES (CARBOXYLIC ACID AMIDES),H540B,VALINAMIDE CARBAMATES,H540B1,40
517,IPROVALICARB,H,CELL WALL BIOSYNTHESIS,H5,CELLULOSE SYNTHASE,H540,CAA-FUNGICIDES (CARBOXYLIC ACID AMIDES),H540B,VALINAMIDE CARBAMATES,H540B2,40
518,VALIFENALATE,H,CELL WALL BIOSYNTHESIS,H5,CELLULOSE SYNTHASE,H540,CAA-FUNGICIDES (CARBOXYLIC ACID AMIDES),H540B,VALINAMIDE CARBAMATES,H540B3,40
519,MANDIPROPAMID,H,CELL WALL BIOSYNTHESIS,H5,CELLULOSE SYNTHASE,H540,CAA-FUNGICIDES (CARBOXYLIC ACID AMIDES),H540C,MANDELIC ACID AMIDES,H540C1,40
520,BENALAXYL,A,NUCLEIC ACID SYNTHESIS,A1,RNA POLYMERASE I,A14,PA - FUNGICIDES (PHENYLAMIDES),A14A,ACYLALANINES,A14A1,4
521,BENALAXYL-M,A,NUCLEIC ACID SYNTHESIS,A1,RNA POLYMERASE I,A14,PA - FUNGICIDES (PHENYLAMIDES),A14A,ACYLALANINES,A14A2,4
522,FURALAXYL,A,NUCLEIC ACID SYNTHESIS,A1,RNA POLYMERASE I,A14,PA - FUNGICIDES (PHENYLAMIDES),A14A,ACYLALANINES,A14A3,4
523,METALAXYL,A,NUCLEIC ACID SYNTHESIS,A1,RNA POLYMERASE I,A14,PA - FUNGICIDES (PHENYLAMIDES),A14A,ACYLALANINES,A14A4,4
524,METALAXYL-M,A,NUCLEIC ACID SYNTHESIS,A1,RNA POLYMERASE I,A14,PA - FUNGICIDES (PHENYLAMIDES),A14A,ACYLALANINES,A14A5,4
525,OXADIXYL,A,NUCLEIC ACID SYNTHESIS,A1,RNA POLYMERASE I,A14,PA - FUNGICIDES (PHENYLAMIDES),A14B,OXAZOLIDINONES,A14B1,4
526,OFURACE,A,NUCLEIC ACID SYNTHESIS,A1,RNA POLYMERASE I,A14,PA - FUNGICIDES (PHENYLAMIDES),A14C,BUTYROLACTONES,A14C1,4
527,BUPIRIMATE,A,NUCLEIC ACID SYNTHESIS,A2,ADENOSIN-DEAMINASE,A28,HYDROXY-(2-AMINO-)PYRIMIDINES,A28A,HYDROXY-(2-AMINO-)PYRIMIDINES,A28A1,8
528,DIMETHIRIMOL,A,NUCLEIC ACID SYNTHESIS,A2,ADENOSIN-DEAMINASE,A28,HYDROXY-(2-AMINO-)PYRIMIDINES,A28A,HYDROXY-(2-AMINO-)PYRIMIDINES,A28A2,8
529,ETHIRIMOL,A,NUCLEIC ACID SYNTHESIS,A2,ADENOSIN-DEAMINASE,A28,HYDROXY-(2-AMINO-)PYRIMIDINES,A28A,HYDROXY-(2-AMINO-)PYRIMIDINES,A28A3,8
530,HYMEXAZOLE,A,NUCLEIC ACID SYNTHESIS,A3,DNA/RNA SYNTHESIS (PROPOSED),A332,HETEROAROMATICS,A332A,ISOXAZOLES,A332A1,32
531,OCTHILINONE,A,NUCLEIC ACID SYNTHESIS,A3,DNA/RNA SYNTHESIS (PROPOSED),A332,HETEROAROMATICS,A332B,ISOTHIAZOLONES,A332B1,32
532,OXOLINIC ACID,A,NUCLEIC ACID SYNTHESIS,A4,DNA TOPOISOMERASE TYPE II (GYRASE),A431,CARBOXYLIC ACIDS,A431A,CARBOXYLIC ACIDS,A431A1,31
533,BENOMYL,B,MITOSIS AND CELL DIVISION,B1,BETA-TUBULINE ASSEMBLY IN MITOSIS,B11,MBC - FUNGICIDES (METHYL BENZIMIDAZOLE CARBAMATES),B11A,BENZIMIDAZOLES,B11A1,1
534,CARBENDAZIM,B,MITOSIS AND CELL DIVISION,B1,BETA-TUBULINE ASSEMBLY IN MITOSIS,B11,MBC - FUNGICIDES (METHYL BENZIMIDAZOLE CARBAMATES),B11A,BENZIMIDAZOLES,B11A2,1
535,FUBERIDAZOLE,B,MITOSIS AND CELL DIVISION,B1,BETA-TUBULINE ASSEMBLY IN MITOSIS,B11,MBC - FUNGICIDES (METHYL BENZIMIDAZOLE CARBAMATES),B11A,BENZIMIDAZOLES,B11A3,1
536,THIABENDAZOLE,B,MITOSIS AND CELL DIVISION,B1,BETA-TUBULINE ASSEMBLY IN MITOSIS,B11,MBC - FUNGICIDES (METHYL BENZIMIDAZOLE CARBAMATES),B11A,BENZIMIDAZOLES,B11A4,1
537,THIOPHANATE,B,MITOSIS AND CELL DIVISION,B1,BETA-TUBULINE ASSEMBLY IN MITOSIS,B11,MBC - FUNGICIDES (METHYL BENZIMIDAZOLE CARBAMATES),B11B,THIOPHANATES,B11B1,1
538,THIOPHANATE-METHYL,B,MITOSIS AND CELL DIVISION,B1,BETA-TUBULINE ASSEMBLY IN MITOSIS,B11,MBC - FUNGICIDES (METHYL BENZIMIDAZOLE CARBAMATES),B11B,THIOPHANATES,B11B2,1
539,DIETHOFENCARB,B,MITOSIS AND CELL DIVISION,B2,BETA-TUBULINE ASSEMBLY IN MITOSIS,B210,N-PHENYL CARBAMATES,B210A,N-PHENYL CARBAMATES,B210A1,10
540,ZOXAMIDE,B,MITOSIS AND CELL DIVISION,B3,BETA-TUBULINE ASSEMBLY IN MITOSIS,B322,BENZAMIDES,B322A,TOLUAMIDES,B322A1,22
541,ETHABOXAM,B,MITOSIS AND CELL DIVISION,B3,BETA-TUBULINE ASSEMBLY IN MITOSIS,B322,THIAZOLE CARBOXAMIDE,B322B,ETHYLAMINO-THIAZOLE CARBOXAMIDE,B322B1,22
542,PENCYCURON,B,MITOSIS AND CELL DIVISION,B4,CELL DIVISION (PROPOSED),B420,PHENYLUREAS,B420A,PHENYLUREAS,B420A1,20
543,FLUOPICOLIDE,B,MITOSIS AND CELL DIVISION,B5,DELOCALISATION OF SPECTRIN-LIKE PROTEINS,B543,BENZAMIDES,B543A,PYRIDINYLMETHYL-BENZAMIDES,B543A1,43
544,DIFLUMETORIM,C,RESPIRATION,C1,COMPLEX I NADH OXIDO-REDUCTASE,C139,PYRIMIDINAMINES,C139A,PYRIMIDINAMINES,C139A1,39
545,TOLFENPYRAD,C,RESPIRATION,C1,COMPLEX I NADH OXIDO-REDUCTASE,C139,PYRAZOLE-MET1,C139B,PYRAZOLE-5-CARBOXAMIDES,C139B1,39
546,BENODANIL,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27A,PHENYL-BENZAMIDES,C27A1,7
547,FLUTOLANIL,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27A,PHENYL-BENZAMIDES,C27A2,7
548,MEPRONIL,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27A,PHENYL-BENZAMIDES,C27A3,7
549,ISOFETAMID,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27B,PHENYL-OXO-ETHYL THIOPHENE AMIDE,C27B1,7
550,FLUOPYRAM,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27C,PYRIDINYL-ETHYL-BENZAMIDES,C27C1,7
551,FENFURAM,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27D,FURAN- CARBOXAMIDES,C27D1,7
552,CARBOXIN,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27E,OXATHIIN- CARBOXAMIDES,C27E1,7
553,OXYCARBOXIN,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27E,OXATHIIN- CARBOXAMIDES,C27E2,7
554,THIFLUZAMIDE,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27F,THIAZOLE- CARBOXAMIDES,C27F1,7
555,BENZOVINDIFLUPYR,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27G,PYRAZOLE-4- CARBOXAMIDES,C27G1,7
556,BIXAFEN,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27G,PYRAZOLE-4- CARBOXAMIDES,C27G2,7
557,FLUXAPYROXAD,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27G,PYRAZOLE-4- CARBOXAMIDES,C27G3,7
558,FURAMETPYR,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27G,PYRAZOLE-4- CARBOXAMIDES,C27G4,7
559,ISOPYRAZAM,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27G,PYRAZOLE-4- CARBOXAMIDES,C27G5,7
560,PENFLUFEN,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27G,PYRAZOLE-4- CARBOXAMIDES,C27G6,7
561,PENTHIOPYRAD,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27G,PYRAZOLE-4- CARBOXAMIDES,C27G7,7
562,SEDAXANE,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27G,PYRAZOLE-4- CARBOXAMIDES,C27G8,7
563,BOSCALID,C,RESPIRATION,C2,COMPLEX II: SUCCINATE-DEHYDROGENASE,C27,SDHI (SUCCINATE DEHYDROGENASE INHIBITORS),C27H,PYRIDINE- CARBOXAMIDES,C27H1,7
564,AZOXYSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311A,METHOXY-ACRYLATES,C311A1,11
565,COUMOXYSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311A,METHOXY-ACRYLATES,C311A2,11
566,ENOXASTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311A,METHOXY-ACRYLATES,C311A3,11
567,FLUFENOXYSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311A,METHOXY-ACRYLATES,C311A4,11
568,PICOXYSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311A,METHOXY-ACRYLATES,C311A5,11
569,PYRAOXYSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311A,METHOXY-ACRYLATES,C311A6,11
570,PYRACLOSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311B,METHOXY-CARBAMATES,C311B1,11
571,PYRAMETOSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311B,METHOXY-CARBAMATES,C311B2,11
572,TRICLOPYRICARB,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311B,METHOXY-CARBAMATES,C311B3,11
573,KRESOXIM-METHYL,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311C,OXIMINO ACETATES,C311C1,11
574,TRIFLOXYSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311C,OXIMINO ACETATES,C311C2,11
575,DIMOXYSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311D,OXIMINO-ACETAMIDES,C311D1,11
576,FENAMINSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311D,OXIMINO-ACETAMIDES,C311D2,11
577,METOMINOSTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311D,OXIMINO-ACETAMIDES,C311D3,11
