metref_id,met_id,ref_type,ref_id,ref_url
56,135,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf
57,136,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf
58,137,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf
59,138,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf
60,138,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf
61,139,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf
62,139,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf
63,140,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf
64,140,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf
65,141,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf
66,142,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf
67,142,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf
68,143,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf
69,143,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf
70,144,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf
71,145,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf
72,145,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf
73,146,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf
74,146,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf
75,147,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf
76,148,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf
77,149,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf
78,149,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf
79,150,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf
80,151,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P2.pdf
81,151,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_ClinPharmR_P3.pdf
82,152,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf
83,153,OTHER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021985s000_PharmR_P2.pdf
9884,1156,FDA,label/2014/020541s029lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020541s029lbl.pdf
9885,1156,PMID,21175441,http://europepmc.org/abstract/MED/21175441
9886,1157,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9887,1157,FDA,label/2014/020541s029lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020541s029lbl.pdf
9888,1157,PMID,21175441,http://europepmc.org/abstract/MED/21175441
9889,1158,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9890,1158,FDA,label/2014/020541s029lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020541s029lbl.pdf
9891,1158,PMID,21175441,http://europepmc.org/abstract/MED/21175441
9892,1159,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9893,1159,FDA,label/2014/020541s029lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020541s029lbl.pdf
9894,1159,PMID,21175441,http://europepmc.org/abstract/MED/21175441
9895,1160,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9896,1161,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9897,1161,DAILYMED,d7b4d497-0b70-49e8-b17b-643fa82a0d8c,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d7b4d497-0b70-49e8-b17b-643fa82a0d8c
9898,1161,PMID,23270,http://europepmc.org/abstract/MED/23270
9899,1162,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9900,1162,PMID,23270,http://europepmc.org/abstract/MED/23270
9901,1163,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9902,1165,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9903,1165,FDA,label/2011/017557s033s039s040s041s042lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/017557s033s039s040s041s042lbl.pdf
9904,1165,PMID,7074843,http://europepmc.org/abstract/MED/7074843
9905,1165,PMID,403283,http://europepmc.org/abstract/MED/403283
9906,1166,PMID,7074843,http://europepmc.org/abstract/MED/7074843
9907,1166,PMID,403283,http://europepmc.org/abstract/MED/403283
9908,1167,PMID,403283,http://europepmc.org/abstract/MED/403283
9909,1168,PMID,403283,http://europepmc.org/abstract/MED/403283
9910,1169,PMID,4654664,http://europepmc.org/abstract/MED/4654664
9911,1170,PMID,4654664,http://europepmc.org/abstract/MED/4654664
9912,1171,PMID,4654664,http://europepmc.org/abstract/MED/4654664
9913,1172,PMID,4654664,http://europepmc.org/abstract/MED/4654664
9914,1173,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9915,1174,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9916,1174,PMID,15931663,http://europepmc.org/abstract/MED/15931663
9917,1174,PMID,12637244,http://europepmc.org/abstract/MED/12637244
9918,1175,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9919,1175,PMID,15931663,http://europepmc.org/abstract/MED/15931663
9920,1175,PMID,12637244,http://europepmc.org/abstract/MED/12637244
9921,1176,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9922,1177,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9923,1177,PMID,15931663,http://europepmc.org/abstract/MED/15931663
9924,1177,PMID,12637244,http://europepmc.org/abstract/MED/12637244
9925,1178,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9926,1178,PMID,15931663,http://europepmc.org/abstract/MED/15931663
9927,1178,PMID,12637244,http://europepmc.org/abstract/MED/12637244
9928,1179,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9929,1179,PMID,12637244,http://europepmc.org/abstract/MED/12637244
9930,1180,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9931,1180,PMID,12637244,http://europepmc.org/abstract/MED/12637244
9932,1181,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9933,1181,PMID,15931663,http://europepmc.org/abstract/MED/15931663
9934,1181,PMID,12637244,http://europepmc.org/abstract/MED/12637244
9935,1182,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9936,1182,PMID,15931663,http://europepmc.org/abstract/MED/15931663
9937,1182,PMID,12637244,http://europepmc.org/abstract/MED/12637244
9938,1183,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9939,1183,FDA,"label/2006/018922s022,020584s009lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/018922s022,020584s009lbl.pdf"
9940,1183,PMID,15370961,http://europepmc.org/abstract/MED/15370961
9941,1184,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9942,1184,FDA,"label/2006/018922s022,020584s009lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/018922s022,020584s009lbl.pdf"
9943,1184,PMID,15370961,http://europepmc.org/abstract/MED/15370961
9944,1185,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9945,1185,FDA,"label/2006/018922s022,020584s009lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/018922s022,020584s009lbl.pdf"
9946,1185,PMID,15370961,http://europepmc.org/abstract/MED/15370961
9947,1186,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9948,1186,FDA,"label/2006/018922s022,020584s009lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/018922s022,020584s009lbl.pdf"
9949,1186,PMID,15370961,http://europepmc.org/abstract/MED/15370961
9950,1187,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9951,1188,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9952,1189,FDA,label/2013/021695s009lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021695s009lbl.pdf
9953,1189,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9954,1189,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
9955,1190,FDA,label/2013/021695s009lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021695s009lbl.pdf
9956,1190,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9957,1191,FDA,label/2013/021695s009lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021695s009lbl.pdf
9958,1191,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9959,1192,DAILYMED,c8edabc1-67cd-421b-a147-7c1f19f05b8e,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c8edabc1-67cd-421b-a147-7c1f19f05b8e
9960,1192,PMID,21450537,http://europepmc.org/abstract/MED/21450537
9961,1194,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
9962,1194,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9963,1194,PMID,19812350,http://europepmc.org/abstract/MED/19812350
9964,1194,PMID,8342297,http://europepmc.org/abstract/MED/8342297
9965,1195,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9966,1195,PMID,8342297,http://europepmc.org/abstract/MED/8342297
9967,1196,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9968,1196,PMID,8342297,http://europepmc.org/abstract/MED/8342297
9969,1197,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9970,1198,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9971,1198,PMID,19812350,http://europepmc.org/abstract/MED/19812350
9972,1198,PMID,8342297,http://europepmc.org/abstract/MED/8342297
9973,1199,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9974,1199,PMID,19812350,http://europepmc.org/abstract/MED/19812350
9975,1199,PMID,8342297,http://europepmc.org/abstract/MED/8342297
9976,1200,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9977,1200,PMID,8342297,http://europepmc.org/abstract/MED/8342297
9978,1201,PMID,19812350,http://europepmc.org/abstract/MED/19812350
9979,1201,PMID,1912294,http://europepmc.org/abstract/MED/1912294
9980,1202,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
9981,1202,PMID,19812350,http://europepmc.org/abstract/MED/19812350
9982,1202,PMID,8342297,http://europepmc.org/abstract/MED/8342297
9983,1202,PMID,1912294,http://europepmc.org/abstract/MED/1912294
9984,1203,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
9985,1203,FDA,label/2003/021588s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021588s001lbl.pdf
9986,1203,PMID,16470567,http://europepmc.org/abstract/MED/16470567
9987,1204,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
9988,1204,FDA,label/2003/021588s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021588s001lbl.pdf
9989,1204,PMID,16470567,http://europepmc.org/abstract/MED/16470567
9990,1205,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
9991,1205,FDA,label/2003/021588s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021588s001lbl.pdf
9992,1205,PMID,16470567,http://europepmc.org/abstract/MED/16470567
9993,1206,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
9994,1206,FDA,label/2003/021588s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021588s001lbl.pdf
9995,1206,PMID,16470567,http://europepmc.org/abstract/MED/16470567
9996,1207,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
9997,1207,FDA,label/2003/021588s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021588s001lbl.pdf
9998,1207,PMID,16470567,http://europepmc.org/abstract/MED/16470567
9999,1208,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
10000,1208,FDA,label/2003/021588s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021588s001lbl.pdf
10001,1208,PMID,16470567,http://europepmc.org/abstract/MED/16470567
10002,1209,PMID,16470567,http://europepmc.org/abstract/MED/16470567
10003,1209,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
10004,1210,PMID,16470567,http://europepmc.org/abstract/MED/16470567
10005,1210,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
10006,1211,PMID,16470567,http://europepmc.org/abstract/MED/16470567
10007,1211,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
10008,1212,PMID,16470567,http://europepmc.org/abstract/MED/16470567
10009,1212,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
10010,1213,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10011,1213,FDA,"label/2007/016059s097,017814s040,018332s030lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/016059s097,017814s040,018332s030lbl.pdf"
10012,1213,PMID,9492390,http://europepmc.org/abstract/MED/9492390
10013,1214,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10014,1214,FDA,label/2012/016812s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/016812s039lbl.pdf
10015,1214,PMID,20609441,http://europepmc.org/abstract/MED/20609441
10016,1214,PMID,12065445,http://europepmc.org/abstract/MED/12065445
10017,1215,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10018,1215,FDA,label/2012/016812s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/016812s039lbl.pdf
10019,1215,PMID,20609441,http://europepmc.org/abstract/MED/20609441
10020,1215,PMID,12065445,http://europepmc.org/abstract/MED/12065445
10021,1216,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10022,1216,FDA,label/2012/016812s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/016812s039lbl.pdf
10023,1216,PMID,20609441,http://europepmc.org/abstract/MED/20609441
10024,1216,PMID,12065445,http://europepmc.org/abstract/MED/12065445
10025,1217,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10026,1217,FDA,label/2012/016812s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/016812s039lbl.pdf
10027,1217,PMID,20609441,http://europepmc.org/abstract/MED/20609441
10028,1217,PMID,12065445,http://europepmc.org/abstract/MED/12065445
10029,1218,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10030,1218,FDA,label/2012/016812s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/016812s039lbl.pdf
10031,1218,PMID,20609441,http://europepmc.org/abstract/MED/20609441
10032,1218,PMID,12065445,http://europepmc.org/abstract/MED/12065445
10033,1219,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10034,1219,FDA,label/2012/016812s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/016812s039lbl.pdf
10035,1219,PMID,20609441,http://europepmc.org/abstract/MED/20609441
10036,1219,PMID,12065445,http://europepmc.org/abstract/MED/12065445
10037,1220,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10038,1220,FDA,label/2012/016812s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/016812s039lbl.pdf
10039,1220,PMID,20609441,http://europepmc.org/abstract/MED/20609441
10040,1220,PMID,12065445,http://europepmc.org/abstract/MED/12065445
10041,1221,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10042,1221,FDA,label/2012/016812s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/016812s039lbl.pdf
10043,1221,PMID,20609441,http://europepmc.org/abstract/MED/20609441
10044,1222,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10045,1222,FDA,label/2012/016812s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/016812s039lbl.pdf
10046,1222,PMID,20609441,http://europepmc.org/abstract/MED/20609441
10047,1223,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10048,1224,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10049,1225,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10050,1226,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10051,1227,PMID,17992535,http://europepmc.org/abstract/MED/17992535
10052,1228,PMID,17992535,http://europepmc.org/abstract/MED/17992535
10053,1228,DAILYMED,e454fe56-0896-4d40-862c-95ef0fc0bc82,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e454fe56-0896-4d40-862c-95ef0fc0bc82
10054,1229,PMID,17992535,http://europepmc.org/abstract/MED/17992535
10055,1230,PMID,17992535,http://europepmc.org/abstract/MED/17992535
10056,1230,DAILYMED,e454fe56-0896-4d40-862c-95ef0fc0bc82,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e454fe56-0896-4d40-862c-95ef0fc0bc82
10057,1231,PMID,9193876,http://europepmc.org/abstract/MED/9193876
10058,1231,DOI,10.1007/BF00564899,http://doi.org/10.1007/BF00564899
10059,1231,PMID,17992535,http://europepmc.org/abstract/MED/17992535
10060,1232,PMID,9193876,http://europepmc.org/abstract/MED/9193876
10061,1251,PMID,23584048,http://europepmc.org/abstract/MED/23584048
10062,1252,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10063,1252,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
10064,1252,FDA,label/2006/019583s025lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/019583s025lbl.pdf
10065,1252,PMID,23584048,http://europepmc.org/abstract/MED/23584048
10066,1253,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10067,1253,PMID,6529535,http://europepmc.org/abstract/MED/6529535
10068,1253,PMID,2519350,http://europepmc.org/abstract/MED/2519350
10069,1253,PMID,3514607,http://europepmc.org/abstract/MED/3514607
10070,1253,FDA,label/2011/020198s023lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020198s023lbl.pdf
10071,1253,PMID,2492107,http://europepmc.org/abstract/MED/2492107
10072,1254,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10073,1254,PMID,2519350,http://europepmc.org/abstract/MED/2519350
10074,1255,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10075,1255,PMID,2519350,http://europepmc.org/abstract/MED/2519350
10076,1256,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10077,1256,PMID,2519350,http://europepmc.org/abstract/MED/2519350
10078,1257,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10079,1257,DAILYMED,00d506a4-74d6-4838-b008-3f9e7c017e08,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=00d506a4-74d6-4838-b008-3f9e7c017e08
10080,1258,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10081,1259,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10082,1259,PMID,23462933,http://europepmc.org/abstract/MED/23462933
10083,1260,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10084,1260,PMID,23462933,http://europepmc.org/abstract/MED/23462933
10085,1261,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10086,1261,PMID,23462933,http://europepmc.org/abstract/MED/23462933
10087,1262,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10088,1262,PMID,23462933,http://europepmc.org/abstract/MED/23462933
10089,1263,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10090,1263,FDA,label/2013/012151s071lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/012151s071lbl.pdf
10091,1263,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
10092,1264,ISBN,0443051488,http://www.isbnsearch.org/isbn/0443051488
10093,1264,FDA,label/2013/012151s071lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/012151s071lbl.pdf
10094,1264,ISBN,9780071624428,http://www.isbnsearch.org/isbn/9780071624428
