co_stem_id,res_stem_id,company,country,previous_company
111,359,Knoll,Germany,
112,513,Knoll,Germany,
113,360,Luitpold Pharma,Germany,
114,51,Merck-Serono,Germany,
115,206,Merck-Serono,Germany,
116,207,Merck-Serono,Germany,
117,208,Merck-Serono,Germany,
118,345,Merck-Serono,Germany,
119,354,Merck-Serono,Germany,
120,356,Merck-Serono,Germany,
121,615,Merck-Serono,Germany,
122,388,Merckle,Germany,
123,402,Micromet,Germany,
124,393,Morphosys,Germany,
125,589,TeGenero,Germany,
126,642,Wilex,Germany,
127,199,EGIS,Hungary,
128,200,EGIS,Hungary,
129,503,Gedeon Richter,Hungary,
130,179,Decode Genetics,Iceland,
131,120,Central Drug Research Inst.,India,
132,254,Glenmark,India,
133,311,Jubilant Innovation,India,
134,99,BioResearch Ireland,Ireland,
135,39,Elan Corp.,Ireland,
136,203,Elan Corp.,Ireland,
137,128,Compugen,Israel,
138,162,Cure Tech,Israel,
139,488,Predix,Israel,
140,613,Teva Pharm.,Israel,
141,7,Abiogen,Italy,
142,341,Alfa Wassermann,Italy,
143,22,Angelini Group,Italy,
144,304,Biomedica Foscama,italy,
145,70,Bracco,Italy,
146,133,Chiesi,italy,
147,178,Dompe Farmaceutici,italy,
148,232,Fidia,Italy,
149,306,ISF,Italy,
150,355,Istituto Lusofarmaco D'Italia,Italy,
151,308,Italfarmaco,Italy,
152,349,Lab. Guidotti,Italy,
153,399,Medea Research,Italy,
154,379,Mediolanum Farmaceutici,Italy,
155,354,Menarini,Italy,
156,378,Menarini,Italy,
157,424,Nerviano Medical Sciences,Italy,
158,464,Poli Group,Italy,
159,483,Polifarma,Italy,
160,516,Recordati,Italy,
161,155,Rotta Farmaceutici,Italy,
162,564,Sigma Tau,Italy,
163,556,Societa Prodotti Antibiotici,Italy,
164,661,Zambon Group,Italy,
165,11,Ajinomoto,Japan,
166,52,Astellas,Japan,
167,89,Biowa,Japan,
168,5,Dainippon,Japan,
169,17,Dainippon,Japan,
170,193,Eisai,Japan,
171,224,Fujirebio,Japan,
172,275,Hokuriku Seiyaku,Japan,
173,402,Ishihara Sangyo,Japan,
174,316,Japan Tobacco,Japan,
175,317,Japan Tobacco,Japan,
176,602,Japan Tobacco,Japan,
177,331,Kaken,Japan,
178,518,Kaken,Japan,
179,321,Kanebo,Japan,
180,333,Kirin Brewery,Japan,
181,338,Kissei,Japan,
182,318,Kowa Company,Japan,
183,332,Kureha,Japan,
184,34,Kyorin,Japan,
185,334,Kyorin,Japan,
186,337,Kyorin,Japan,
187,175,Kyowa Hakko Kogyo,Japan,
188,202,Kyowa Hakko Kogyo,Japan,
189,323,Kyowa Hakko Kogyo,Japan,
190,324,Kyowa Hakko Kogyo,Japan,
191,336,Kyowa Hakko Kogyo,Japan,
192,339,Kyowa Hakko Kogyo,Japan,
193,620,Kyowa Hakko Kogyo,Japan,
194,647,Kyowa Hakko Kogyo,Japan,
195,73,Maruko Seiyaku,Japan,
196,374,Meiji Seika Kaisha,Japan,
197,534,Meiji Seika Kaisha,Japan,
198,369,Mitsubishi Kasei,Japan,
199,404,Mitsubishi Kasei,Japan,
200,657,Mitsubishi Tanabe Pharmaceuticals,Japan,
201,387,Mitsubishi-Tokyo,Japan,
202,400,Mitsui Pharm,Japan,
203,363,Mochida Pharmaceuticals,Japan,
204,418,Nikken Chemical Co.,Japan,
205,410,Nippon Chemiphar Co.,Japan,
206,407,Nippon Kayaku Co.,Japan,
207,421,Nippon Kayaku Co.,Japan,
208,436,Nippon Shinyaku Co.,Japan,
209,437,Nippon Shinyaku Co.,Japan,
210,413,Nippon Soda Co.,Japan,
211,431,Nippon Soda Co.,Japan,
212,438,Nippon Soda Co.,Japan,
213,445,Nippon Zoki Pharmaceutical,Japan,
214,419,Nissan Chemical Ind.,Japan,
215,406,Nisshin Flour Milling Co,Japan,
216,450,Ono,Japan,
217,451,Ono,Japan,
218,453,Otsuka,Japan,
219,177,Santen,Japan,
220,519,Santen,Japan,
221,529,Santen,Japan,
222,542,Sanwa,Japan,
223,518,Shionogi,Japan,
224,554,Sosei,Japan,
225,518,Sumitomo,Japan,
226,548,Sumitomo,Japan,
227,569,Suntory,Japan,
228,573,Taiho,Japan,
229,580,Taiho,Japan,
230,587,Taiho,Japan,
231,612,Taiho,Japan,
232,660,Taiho,Japan,
233,611,Taisho Seiyaku,Japan,
234,599,Taiyo Pharm,Japan,
235,4,Takeda,Japan,
236,35,Takeda,Japan,
237,116,Takeda,Japan,
238,145,Takeda,Japan,
239,166,Takeda,Japan,
240,525,Takeda,Japan,
241,575,Takeda,Japan,
242,578,Takeda,Japan,
243,585,Takeda,Japan,
244,575,Tanabe Seiyaku,Japan,
245,576,Tanabe Seiyaku,Japan,
246,597,Tanabe Seiyaku,Japan,
247,586,Teijin,Japan,
248,591,Teijin,Japan,
249,596,Teijin,Japan,
250,617,Teikoku Hormone Mfg. Co.,Japan,
251,598,Terumo Corp.,Japan,
252,616,Toa Etyo,Japan,
253,607,Toray Industries,Japan,
254,239,Torii & Co.,Japan,
255,575,Toyama,Japan,
256,593,Tsumura Corp.,Japan,
257,594,Tsumura Corp.,Japan,
258,657,Welfide Corp.,Japan,
259,661,Zeria Pharm,Japan,
260,141,Chong Kun Dang,Korea,
261,174,Dong A,Korea,
262,658,SK Biopharm,Korea,
263,427,Neuren Pharmaceuticals,New Zealand,
264,271,Nycomed Pharma,Norway,
265,444,Nycomed Pharma,Norway,
266,522,S*Bio,Singapore,
267,352,Lek Pharmaceuticals,Slovenia,
268,572,Sylentis,Spain,
269,343,Almirall,Spain,
270,473,Almirall,Spain,
271,193,Esteve,Spain,
272,231,Ferrer,Spain,
273,623,Grupo Uriach,Spain,
274,431,Noscira,Spain,
275,65,Axcentura,Sweden,
276,230,AB Ferrosan,Sweden,
277,8,Active BIotech,Sweden,
278,64,Axelar,Sweden,
279,105,Biovitrum,Sweden,
280,224,Ferring,Sweden,
281,321,KaroBio,Sweden,
282,462,Orexo,Sweden,
283,20,Addex,Switzerland,
284,72,Basilea,Switzerland,
285,156,Cermol,Switzerland,
286,62,Novartis,Switzerland,
287,80,Novartis,Switzerland,
288,109,Novartis,Switzerland,
289,241,Novartis,Switzerland,
290,251,Novartis,Switzerland,
291,256,Novartis,Switzerland,
292,263,Novartis,Switzerland,
293,442,Novartis,Switzerland,
294,481,Novartis,Switzerland,
295,574,Novartis,Switzerland,
296,549,Novartis,Switzerland,
297,550,Novartis,Switzerland,
298,416,NovImmune,Switzerland,
299,448,OM Pharma,Switzerland,
300,78,Roche,Switzerland,
301,92,Roche,Switzerland,
302,498,Roche,Switzerland,
303,517,Roche,Switzerland,
304,510,Roche,Switzerland,
305,645,Roche,Switzerland,
306,536,Siegfried Pharma,Switzerland,
307,484,Syngenta,Switzerland,
308,507,Renovo,UK,
309,198,Ark Therapetuics,UK,
310,320,Karus,UK,
311,546,Solace,UK,
312,571,Syntaxin,UK,
313,488,Proximagen,UK,
314,69,Alizyme,UK,
315,51,Antisoma,UK,
316,55,Astex Therapeutics,UK,
317,68,AstraZeneca,UK,
318,262,AstraZeneca,UK,
319,340,AstraZeneca,UK,
320,363,AstraZeneca,UK,
321,663,AstraZeneca,UK,
322,665,AstraZeneca,UK,
323,90,Biogglan Labs,UK,
324,107,Biorex Laboratories,UK,
325,135,Chroma Therapeutics,UK,
326,171,Cyclacel,UK,
327,197,Efamol,UK,
328,209,Essential Nutrition,UK,
329,172,EUSA,UK,
330,217,Evolutec,UK,
331,100,GlaxoSmithKline,UK,
332,127,GlaxoSmithKline,UK,
333,246,GlaxoSmithKline,UK,
334,253,GlaxoSmithKline,UK,
335,257,GlaxoSmithKline,UK,
336,259,GlaxoSmithKline,UK,
337,550,GlaxoSmithKline,UK,
338,410,Nycomed Amersham,UK,
339,515,Reckitt & Colman,UK,
340,523,Scotia Pharmaceuticals,UK,
341,624,Vernalis,UK,
342,193,Elorac,USA,
343,211,Epicept,USA,
344,309,InterMune,USA,
345,326,Kalypsis,USA,
346,479,Palatin Technologies,USA,
347,139,Pfizer,USA,
348,14,Achilion Pharmaceuticals,USA,
349,31,Alkermes,USA,
350,55,Amicus Therapeutics,USA,
351,40,Anadys,USA,
352,24,Antigenics,USA,
353,93,BioMarin Pharmaceuticals,USA,
354,82,BrainCells,USA,
355,155,Cara Therapeutics,USA,
356,169,Cardioxyl Pharmaceuticals,USA,
357,124,Cerenis,USA,
358,115,Cleveland Biolabs,USA,
359,158,CombinatoRx,USA,
360,114,Cubist,USA,
361,191,Dyax,USA,
362,205,Elan Corp.,Ireland,
363,195,Endocyte,USA,
364,246,GlobeImmune,USA,
365,277,Horizon Pharma,USA,
366,285,Idenix,USA,
367,291,Idera,USA,
368,302,infinity,USA,
369,328,Knopp Neuroscience,USA,
370,361,Lexicon,USA,
371,422,Nektar,USA,
372,443,NephRx,USA,
373,441,NovaBay,USA,
374,429,Novelos,USA,
375,431,NuPathe,USA,
376,452,Onyx,USA,
377,487,Proteon,USA,
378,497,Quark Pharmaceuticals,USA,
379,515,Rib-X,USA,
380,584,Targacept,USA,
381,595,TetraLogic Pharmaceuticals,USA,
382,618,Tranzyme Pharma,USA,
383,609,Trevana,USA,
384,608,Trubion,USA,
385,632,Versatis,USA,
386,662,ZyStor Therapeutics,USA,
387,47,Aradigm,USA,
388,367,Metabolex,USA,
389,560,SRI International,USA,
390,366,3M Pharmaceuticals,USA,
391,498,3M Pharmaceuticals,USA,
392,518,3M Pharmaceuticals,USA,
393,3,Abbott Laboratories,USA,
394,9,Abbott Laboratories,USA,
395,6,Abraxis,USA,
396,15,Acadia,USA,
397,39,Access,USA,
398,18,Adolor,USA,
399,38,Advanced Magnetics Inc.,USA,
400,30,Alcon Labs.,USA,
401,33,Alexion,USA,
402,26,Allergan,USA,
403,55,Althea,USA,
404,11,Ambit Biosciences,USA,
405,37,Amgen,USA,
406,11,Amylin Pharmaceuticals,USA,
407,39,Anacor,USA,
408,36,Applied Molecular Evolution,USA,
409,46,Archemix,USA,
410,500,Ardea Biosciences,USA,
411,42,Arena,USA,
412,41,Ariad,USA,
413,45,Arno Therapeutics,USA,
414,49,Arqule,USA,
415,50,Array BioPharma,USA,
416,25,Athergenics,USA,
417,58,Aveo Pharma,USA,
418,75,Baxter Healthcare Corp.,USA,
419,83,BioCryst Pharmaceuticals,USA,
420,88,Biogen IDEC,USA,
421,91,Biolex,USA,
422,92,BioMarin Pharmaceuticals,USA,
423,101,BioStratum,USA,
424,79,Bolder BioTechnology,USA,
425,77,Bristol-Myers Squibb,USA,
426,90,Bristol-Myers Squibb,USA,
427,94,Bristol-Myers Squibb,USA,
428,95,Bristol-Myers Squibb,USA,
429,104,Bristol-Myers Squibb,USA,
430,384,Bristol-Myers Squibb,USA,
431,559,Bristol-Myers Squibb,USA,
432,110,Callistoga,USA,
433,143,Calyx Therapeutics,USA,
434,635,Carter-Wallace,USA,
435,117,Celgene,USA,
436,162,Cell Therapeutics,USA,
437,150,Centocor,USA,
438,123,Cephalon,USA,
439,125,Ceregene,USA,
440,136,Chemex Pharmaceuticals Inc.,USA,
441,154,Clarion Pharmaceuticals,USA,
442,151,Collagenex,USA,
443,164,CoMentis,USA,
444,152,Cortech Inc.,USA,
445,168,Cortex Pharmaceuticals,USA,
446,165,Curis,USA,
447,167,CV Therapeutics,USA,
448,168,Cylene,USA,
449,148,Cytokine PharmaSciences,USA,
450,176,Deciphera,USA,
451,181,Diobex,USA,
452,203,Dow AgroSciences,USA,
453,12,DuPont,USA,
454,53,DuPont,USA,
455,184,DuPont,USA,
456,186,DuPont,USA,
457,192,DuPont,USA,
458,221,DuPont,USA,
459,531,DuPont,USA,
460,187,DuPont Crop Protection,USA,
461,3,Eli Lilly,USA,
462,84,Eli Lilly,USA,
463,362,Eli Lilly,USA,
464,214,Elusys,USA,
465,210,Entremed,USA,
466,222,Enzon,USA,
467,170,Epimmune,USA,
468,212,Ergo Science,USA,
469,648,Exelixis,USA,
470,236,FMC,USA,
471,252,Gem Pharmaceuticals,USA,
472,247,Genelabs Technologies,USA,
473,241,Genentech,USA,
474,242,Genentech,USA,
475,241,Genta Inc,USA,
476,244,Genzyme,USA,
477,256,Gilead Sciences,USA,
478,258,Gliatech,USA,
479,548,Greenwich Pharmaceuticals,USA,
480,266,H. G. Pars Labs.,USA,
481,11,Hercules,USA,
482,265,Hollis-Eden Pharmaceuticals,USA,
483,267,Human Genome Science,USA,
484,280,Icagen,USA,
485,282,ICN Pharmaceuticals,USA,
486,518,ICN Pharmaceuticals,USA,
487,287,ImClone Systems,USA,
488,288,Immunogen,USA,
489,290,Immunomedics,USA,
490,292,Incyte,USA,
491,294,Inhibitex,USA,
492,296,Innovive Pharmaceuticals,USA,
493,299,Insmed,USA,
494,293,Introgen,USA,
495,307,ISIS Pharmaceuticals,USA,
496,313,Johnson & Johnson,USA,
497,405,Johnson & Johnson,USA,McNeil
498,456,Johnson & Johnson,USA,
499,498,Johnson & Johnson,USA,
500,514,Johnson & Johnson,USA,
501,312,Johnson Matthey,USA,
502,319,KAI Pharmaceuticals,USA,
503,322,Kemia,USA,
504,335,Keryx Biopharmaceuticals,USA,
505,325,Kos,USA,
506,330,Kosan,USA,
507,249,Ligand Pharmaceuticals,USA,
508,349,Ligand Pharmaceuticals,USA,
509,350,Ligand Pharmaceuticals,USA,
510,540,Lilly,USA,Structural Genomix
511,356,Lymphosign,USA,
512,381,MacroGenics,USA,
513,401,Magainin Pharmaceuticals,USA,
514,395,Mallinckrodt,USA,
515,397,Matrix Pharmaceutical,USA,
516,373,Medarex,USA,
517,376,Medco,USA,
518,375,MedImmune,USA,
519,430,Medinox,USA,
520,377,Memory Pharmaceuticals,USA,
521,126,Merck,USA,
522,341,Merck,USA,
523,386,Merck,USA,
524,391,Merrimack Pharmaceuticals,USA,
525,365,MetaBasis,USA,
526,382,MethylGene,USA,
527,383,MGI Pharma,USA,
528,403,Miravant,USA,
529,395,Mitsubishi Pharma,USA,
530,627,Mobil Chemical Co.,USA,
531,371,Molecular Design International,USA,
532,152,Monsanto,USA,
533,392,Monsanto,USA,
534,394,Morphotek,USA,
535,396,Myriad,USA,
536,431,Nascent,USA,
537,417,National Institutes of Health,USA,
538,437,National Institutes of Health,USA,
539,406,Nelson Res. & Dev.,USA,
540,27,Astellas,Japan,Agensys
541,149,Vernalis,UK,Cita NeuroPharmaceuticals
542,185,Euthymics Biociences,USA,DOV Pharmaceuticals
543,507,Pfizer,USA,Rinat
544,561,GlaxoSmithKline,USA,Sirtris
545,547,Abbott Laboratories,USA,Solvay
546,597,Johnson & Johnson,USA,Tibotec
547,2,4SC,Germany,
548,11,Acologix,USA,
549,13,Acceleron,USA,
550,16,Actelion,Switzerland,
551,23,Affinium,USA,
552,45,Aerie Pharmaceuticals,USA,
553,48,Aragon Pharmaceuticals,USA,
554,54,Astellas Pharma,Japan,
555,55,Ascenta Therapeutics,USA,
556,60,AVI Biopharma,USA,
557,61,Avila Therapeutics,USA,
558,67,Alexza,USA,
559,90,BioLiine Rx,USA,
560,97,Bionomics,Australia,
561,111,Calanda Pharmaceuticals,USA,
562,118,Centre of Cancer Therapeutics,UK,
563,122,CEMPRA Pharmaceuticals,USA,
564,140,Cytokinetics,USA,
565,146,Chimerix,USA,
566,153,Catalyst Pharmaceutical Partners,USA,
567,168,CeNeRx,USA,
568,190,Daewoong Pharmaceutical Co.,Korea,
569,194,Euthymics Biosciences,USA,
570,201,ExonHit Therapeutics,France,
571,216,Eurand Pharmaceuticals,USA,
572,218,EnVivo Pharmaceuticals,USA,
573,220,Elixir Pharmaceuticals,USA,
574,223,Enzon,USA,
575,224,Forest,USA,
576,230,FibroGen,USA,
577,250,Genomics Research Institute Novartis Foundation,USA,
578,255,Geron,USA,
579,264,Hanwha Chemical,Korea,
580,268,Hanmi Pharmaceuticals,Korea,
581,276,Hypnion,USA,
582,283,Institute Diabetes Discovery,USA,
583,291,Idera Pharmaceuticals,USA,
584,295,IntelliKine,USA,
585,298,Inspire,USA,
586,305,Isotechnika,Canada,
587,357,Laboratoires Thea,France,
588,358,Lytix Pharma,Norway,
589,368,Medicure,Canada,
590,390,Melior Discovery,USA,
591,406,N30 Pharmaceuticals,USA,
592,415,Torrey Pines Therapeutics,USA,
593,434,NeoRx,USA,
594,412,Neose Technologies,USA,
595,410,Neurochem,USA,
596,409,Neurocrine Biosciences,USA,
597,414,Neurogen Corporation,USA,
598,408,NewBiotics,USA,
599,423,NitroMed,USA,
600,433,NPS Pharmaceuticals,USA,
601,3,Ohmeda Pharm. Prods.,USA,
602,278,Ohmeda Pharm. Prods.,USA,
603,450,Onconova,USA,
604,459,OSI,USA,
605,460,Othera,USA,
606,466,Pacific,USA,
607,492,Pain Therapeutics,USA,
608,491,Palatin Technologies,USA,
609,471,PDL Biopharma,USA,
610,495,Penwest,USA,
611,19,Pfizer,USA,
612,29,Pfizer,USA,
613,66,Pfizer,USA,Ayerst Laboratories
614,137,Pfizer,USA,
615,142,Pfizer,USA,
616,152,Pfizer,USA,
617,229,Pfizer,USA,
618,289,Pfizer,USA,
619,318,Pfizer,USA,
620,351,Pfizer,USA,
621,354,Pfizer,USA,
622,464,Pfizer,USA,
623,465,Pfizer,USA,
624,473,Pfizer,USA,
625,529,Pfizer,USA,
626,622,Pfizer,USA,
627,635,Pfizer,USA,Warner-Lambert
628,489,Pharmacopeia,USA,
629,469,Pharmacyclics,USA,
630,473,Pharmos Corporation,USA,
631,477,Phenomix,USA,
632,480,Plexxicon,USA,
633,215,Procter & Gamble,USA,
634,225,Procter & Gamble,USA,
635,412,Procter & Gamble,USA,
636,474,Procter & Gamble,USA,
637,468,ProCyte Corporation,USA,
638,486,Progenics,USA,
639,493,Provectus,USA,
640,501,Repligen,USA,
641,498,Rigel Pharmaceuticals,USA,
642,240,Rohm & Haas,USA,
643,505,Rohm & Haas,USA,
644,432,Scios,USA,
645,527,Scios,USA,
646,538,Seattle Genetics,USA,
647,534,Semafore,USA,
648,533,Sepracor,USA,
649,555,Shaman,USA,
650,529,Shell Oil,USA,
651,147,Pfizer,USA,Parke Davis
652,555,Signal Pharmaceuticals,USA,
653,557,Sphinx,USA,
654,566,Stromedix,USA,
655,551,Sunesis,USA,
656,537,SuperGen,USA,
657,565,Synta,USA,
658,577,Takeda,USA,
659,601,Tanox,USA,
660,579,TAP Pharmaceuticals,USA,
661,600,TAP Pharmaceuticals,USA,
662,588,Targegen,USA,
663,595,Thallion,USA,
664,581,Thrombogenics,USA,
665,603,Tolera Therapeutics,USA,
666,610,TolerRx,USA,
667,606,Tracon Pharmaceuticals,USA,
668,588,Tragara,USA,
669,620,Uniroyal Chemical,USA,
670,628,Velsicol Chemical,USA,
671,634,Vertex,USA,
672,631,Vioquest,USA,
673,626,Viventia,USA,
674,641,Walter Reed Army Institute of Research,USA,
675,649,Xoma,USA,
676,650,Xoma,USA,
677,655,XTL Bio,USA,
678,666,Zycos,USA,
679,10,Amgen,USA,AbGenix
680,24,Pfizer,USA,Agouron
681,28,GlaxoSmithKline,UK,Allen & Hanburys
682,32,Althea,USA,Altus
683,3,AstraZeneca,UK,Astra
684,56,CoMentis,USA,Athenagen
685,57,Silence Therapeutics,Germany,Atugen
686,59,SanofiAventis,France,Aventis
687,106,GlaxoSmithKline,UK,Borroughs Wellcome
688,77,Vernalis,UK,British Biotech
689,70,Altana,Germany,Byk Gulden Lomberg Chemische Fabrik
690,108,Altana,Germany,Byk Gulden Lomberg Chemische Fabrik
691,113,AstraZeneca,UK,CAT
692,132,SanofiAventis,France,Chinoin Pharm.
693,234,SanofiAventis,France,Chinoin Pharm.
694,134,Novartis,Switzerland,Chiron
695,322,Roche,Japan,Chugai
696,535,Roche,Japan,Chugai
697,138,Novartis,Switzerland,Ciba-Geigy
698,127,Novartis,Switzerland,Ciba-Geigy
699,129,Novartis,Switzerland,Ciba-Geigy
700,130,Novartis,Switzerland,Ciba-Geigy
701,131,Anesiva,USA,Corgentech
702,173,DaiichiSankyo,Japan,Daiichi
703,182,DaiichiSankyo,Japan,Daiichi
704,188,DaiichiSankyo,Japan,Daiichi
705,196,Thallion,USA,Ecopia
706,233,Astellas,Japan,Fujisawa
707,238,Astellas,Japan,Fujisawa
708,638,Astellas,Japan,Fujisawa
709,272,SanofiAventis,France,Hoescht
710,270,SanofiAventis,France,Hoescht Marrion Roussell
711,279,Eli Lilly,USA,ICOS
712,284,Biogen IDEC,USA,IDEC
713,286,Aphton,Austria,Igeneon
714,281,AstraZeneca,UK,Imperial Chemical Industries
715,337,AstraZeneca,UK,Kudos
716,341,Pfizer,USA,Lederle
717,353,Pfizer,USA,Lederle
718,364,SanofiAventis,France,May & Baker
719,112,AstraZeneca,UK,Medimmune
720,389,Takeda,Japan,Millennium
721,321,Merck,USA,Organon
722,457,Merck,USA,Organon
723,447,AstraZeneca,UK,Oxford GlycoSciences
724,470,Pfizer,USA,Parke-Davis
725,475,Pfizer,USA,Pharmacia
726,476,Pfizer,USA,Pharmacia
727,482,Pfizer,USA,Pharmacia and Upjohn
728,478,Roche,UK,Piramed
729,499,Macrogenics,USA,Raven
730,508,SanofiAventis,France,Rhone-Poulenc
731,509,SanofiAventis,France,Rhone-Poulenc-Rohrer
732,512,SanofiAventis,France,Rousell-Uclaf
733,539,Lundbeck,Denmark,Saegis
734,520,Novartis,Switzerland,Sandoz
735,530,Novartis,Switzerland,Sandoz
736,159,DaiichiSankyo,Japan,Sankyo
737,213,DaiichiSankyo,Japan,Sankyo
738,224,DaiichiSankyo,Japan,Sankyo
739,498,DaiichiSankyo,Japan,Sankyo
740,510,DaiichiSankyo,Japan,Sankyo
741,605,DaiichiSankyo,Japan,Sankyo
742,560,SanofiAventis,France,Sanofi Research
743,664,Bayer-Schering,Germany,Schering
744,526,Merck,USA,Schering-Plough
745,523,Pfizer,USA,Searle
746,522,GlaxoSmithKline,UK,SmithKlineBeecham
747,543,GlaxoSmithKline,UK,SmithKlineFrench
748,544,GlaxoSmithKline,UK,SmithKlineFrench
749,189,Abbott Laboratories,USA,Solvay
750,322,Abbott Laboratories,USA,Solvay
751,567,Ipsen,France,Sterix
752,568,Pfizer,USA,Sugen
753,582,Encysive,USA,Texas Biotechnology Corp
754,575,Amgen,USA,Tularik
755,619,Pfizer,USA,Upjohn
756,640,Bayer-Schering,Germany,Winthrop
757,636,Pfizer,USA,Wyeth
758,643,Pfizer,USA,Wyeth
759,644,Pfizer,USA,Wyeth
760,653,UCB,UK,Xenova
761,657,Astellas,Japan,Yamanouchi
762,659,Astellas,Japan,Yamanouchi
763,420,Novartis Institute Tropical Disease,Singapore,
764,435,Norgine,Netherlands,
765,446,Oxagen,UK,
766,449,OncoMed Pharma,USA,
767,455,Ore Pharmaceuticals,USA,
768,458,Orion Pharma,Finland,
769,461,Otonomy,USA,
770,463,Oxygenics,Japan,
771,465,Panacos,USA,
772,467,Prana biotechnology,Australia,
773,470,Phase 2 Discovery,USA,
774,472,Pevion Biotech,Switzerland,
775,485,Prescient,USA,
776,488,Protox,USA,
777,490,Psylin Neuroscience,USA,
778,494,Pervasis Pharmaceuticals,USA,
779,504,RegeneRx,USA,
780,508,Remedy Pharmaceuticals,USA,
781,511,Quark Pharmaceuticals,USA,
782,515,Rexahn,USA,
783,522,Sangamo Biosciences,USA,
784,524,SynCore Biotechnology,China,
785,528,Scynexis,USA,
786,532,Siena Biotech,Italy,
787,553,Sosei,Japan,
788,555,Samaritan Pharmaceuticals,USA,
789,558,Shire Pharmaceuticals,USA,
790,562,Synstar Japan,Japan,
791,570,Switch Biotech,USA,
792,583,Tobira Therapeutics,USA,
793,588,Transgene,France,
794,590,Threshold,USA,
795,592,Tikvah Pharmaceuticals,USA,
796,604,Trius,USA,
797,629,Vanda,USA,
798,633,VIRxSYS,USA,
799,651,XenoPort,USA,
800,652,Xenon Pharmaceuticals,USA,
801,656,Xytis,USA,
802,160,Philips Roxane Laboratories,Netherlands,
803,220,Lakeside Laboratories,USA,
804,237,AstraZeneca,UK,Fisons
805,385,Mead Johnson,USA,Mead Johnson
806,410,Pfizer,USA,Warner-Lambert
807,344,Novartis,Switzerland,
808,667,GlaxoSmithKline,Spain,
