met_id,drug_record_id,substrate_record_id,metabolite_record_id,pathway_id,pathway_key,enzyme_name,enzyme_tid,met_conversion,organism,tax_id,met_comment
309,2469548,2469548,2470365,1,fig 6,,,,Homo sapiens,9606,
310,2469548,2469548,2470598,1,fig 6,,,,Homo sapiens,9606,
311,2469548,2469548,2469333,1,fig 6,,,,Homo sapiens,9606,
312,2469548,2469548,2470367,1,fig 6,,,,Homo sapiens,9606,
313,2469548,2469548,2469332,1,fig 6,,,,Homo sapiens,9606,
314,2469517,2470340,2470822,1,fig 6,,,,Homo sapiens,9606,
315,2469517,2470628,2469348,1,fig 6,,,,Homo sapiens,9606,
316,2469517,2470340,2470628,1,fig 6,,,,Homo sapiens,9606,
317,2469517,2470822,2469351,1,fig 6,,,,Homo sapiens,9606,
318,2469517,2469179,2470822,1,fig 6,,,,Homo sapiens,9606,
319,2469517,2470341,2470342,1,fig 6,,,,Homo sapiens,9606,
320,2469517,2470339,2470340,1,fig 6,,,,Homo sapiens,9606,
321,2469517,2470339,2469179,1,fig 6,,,,Homo sapiens,9606,
322,2469517,2470339,2470341,1,fig 6,,,,Homo sapiens,9606,
323,2469517,2470339,2469353,1,fig 6,,,,Homo sapiens,9606,
324,2469517,2469517,2470363,1,fig 6,,,,Homo sapiens,9606,
325,2469517,2469517,2469178,1,fig 6,,,,Homo sapiens,9606,
326,2469517,2469517,2470339,1,fig 6,,,,Homo sapiens,9606,
327,2470351,2470351,2470071,1,fig 4,UDP-glucuronosyltransferases,22226,,,,"Species:Homo sapiens, Mus musculus|Conditions:Liver microsomes"
328,2469782,2469782,2468362,1,fig 1,,,,,,"Species:Homo sapiens, Mus musculus"
329,2469782,2469782,2468361,1,fig 1,,,,,,"Species:Homo sapiens, Mus musculus"
330,2469603,2469603,2468272,1,Fig5,CYP2B4,104093,,,,"Species:Homo sapiens 2B6,Oryctolagus cuniculus 2B4"
331,2469603,2469603,2468274,1,Fig5,CYP2B4,104093,,,,"Species:Homo sapiens 2B6,Oryctolagus cuniculus 2B4"
332,2469603,2469603,2468273,1,Fig5,CYP2B4,104093,,,,"Species:Homo sapiens 2B6,Oryctolagus cuniculus 2B4"
333,2469603,2469603,2469835,1,Fig5,CYP2B4,104093,,,,"Species:Homo sapiens 2B6,Oryctolagus cuniculus 2B4"
334,2469603,2469603,2470355,1,Fig5,CYP2B4,104093,,,,"Species:Homo sapiens 2B6,Oryctolagus cuniculus 2B4"
335,2469603,2468274,2468275,1,Fig5,CYP2B4,104093,,,,"Species:Homo sapiens 2B6,Oryctolagus cuniculus 2B4"
336,2469603,2470355,2469915,1,Fig5,CYP2B4,104093,,,,"Species:Homo sapiens 2B6,Oryctolagus cuniculus 2B4"
337,2469545,2469764,2469088,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
338,2469545,2469764,2469987,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
339,2469545,2469763,2469764,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
340,2469545,2469987,2470347,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
341,2469545,2469763,2469988,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
342,2469545,2469988,2469959,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
343,2469545,2469959,2468214,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
344,2469545,2468434,2469224,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
345,2469545,2469224,2471047,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
346,2469545,2468434,2469765,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
347,2469545,2469765,2469664,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
348,2469545,2468434,2468249,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
349,2469545,2468249,2471046,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
350,2469545,2471046,2469036,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
351,2469545,2468434,2469960,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
352,2469545,2469237,2469764,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
353,2469545,2469452,2469237,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
354,2469545,2469263,2469262,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
355,2469545,2469545,2469986,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
356,2469545,2469545,2468434,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
357,2469545,2469545,2469763,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
358,2469545,2469545,2469452,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
359,2469545,2469545,2469263,1,fig 8,,,,,,"Species: Rattus norvegicus,Macaca fascicularis"
360,2470992,2468333,2468986,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
361,2470992,2468985,2468986,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
362,2470992,2468973,2468985,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
363,2470992,2468973,2468333,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
364,2470992,2468973,2468321,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
365,2470992,2468973,2468987,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
366,2470992,2468787,2470640,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
367,2470992,2468322,2470640,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
368,2470992,2468972,2468322,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
369,2470992,2468972,2468787,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
370,2470992,2470992,2468973,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
371,2470992,2470992,2470974,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
372,2470992,2470992,2468581,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
373,2470992,2470992,2468972,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
374,2470992,2470992,2470973,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
375,2470992,2470992,2470975,1,fig 5,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
376,2469248,2469248,2470166,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
377,2469248,2469248,2469766,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
378,2469248,2469248,2470174,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
379,2469248,2469248,2470349,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
380,2469248,2469248,2468686,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
381,2469248,2469248,2468921,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
382,2469248,2469248,2468698,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
383,2469248,2469248,2470175,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
384,2469248,2469248,2470348,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
385,2469248,2469248,2469249,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
386,2469248,2469248,2468525,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
387,2469248,2469248,2470173,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
388,2469248,2469248,2470304,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
389,2469248,2469248,2470303,1,fig 9,,,,,,"Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis"
390,2468884,2470350,2469667,1,fig 1,,,,,,"Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris"
391,2468884,2469096,2469361,1,fig 1,,,,,,"Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris"
392,2468884,2468884,2469074,1,fig 1,,,,,,"Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris"
393,2468884,2468884,2468885,1,fig 1,,,,,,"Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris"
394,2468884,2468884,2469668,1,fig 1,,,,,,"Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris"
395,2468884,2468884,2469096,1,fig 1,,,,,,"Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris"
396,2468884,2468884,2469361,1,fig 1,,,,,,"Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris"
397,2468884,2469668,2469667,1,fig 1,,,,,,"Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris"
398,2468884,2469668,2470350,1,fig 1,,,,,,"Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris"
399,2468884,2469096,2470350,1,fig 1,,,,,,"Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris"
400,2469133,2469142,2469522,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
401,2469133,2469142,2469527,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
402,2469133,2469142,2469304,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
403,2469133,2469304,2469525,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
404,2469133,2469143,2469524,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
405,2469133,2469141,2469518,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
406,2469133,2469133,2469141,2,Fig3,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
407,2469133,2469133,2470343,2,Fig3,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
408,2469133,2470343,2470344,2,Fig3,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
409,2469133,2470343,2470353,2,Fig3,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
410,2469133,2470353,2470354,2,Fig3,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
411,2469133,2470343,2470345,2,Fig3,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
412,2469133,2470345,2470346,2,Fig3,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
413,2469133,2469133,2469142,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
414,2469133,2469133,2469521,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
415,2469133,2469133,2469520,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
416,2469133,2469133,2469519,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
417,2469133,2469133,2469141,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
418,2469133,2469133,2470343,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
419,2469133,2469133,2469508,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
420,2469133,2469133,2469526,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
421,2469133,2469133,2469306,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
422,2469133,2469133,2469305,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
423,2469133,2469142,2469143,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
424,2469133,2469142,2469523,1,Fig2,,,,,,"Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo"
425,2470246,2469781,2470076,1,fig 8,,,,,,
426,2470246,2470246,2469781,1,fig 8,,,,,,
427,2469654,2469654,2469921,1,fig 1,Cytochrome P450s,22226,,,,
428,2469654,2469921,2470070,1,fig 1,Cytochrome P450s,22226,,,,
429,2469654,2469921,2469767,1,fig 1,Cytochrome P450s,22226,,,,
430,2469760,2469760,2469762,1,fig 7,NAD(P)+ dependent oxidoreductase,22226,,,,
431,2469760,2469762,2470203,1,fig 7,FMO5,109628,,,,
432,2469760,2470203,2469761,1,fig 7,Carboxylesterases,22226,,,,
623,2472152,2472152,2471934,1,,Esterases,22226,"Ester hydrolysis, leaving a hydroxyl group substituent on the aromatic ring.",,,"Organ: Plasma and Liver|Comment: Active metabolite with its own anti-inflammatory properties  is the cause of toxicity in aspirin by causing increased O2 consumption and CO2 production leading to hyperventilation by direct interaction with the medulla, and also increases the predisposition of ulceration by inhibiting the synthesis of vasodilators and cytoprotective prostaglandins."
624,2472152,2471934,2471936,1,,UGT1A6,104084,O-glucuronide conjugation to the hydroxyl group forming an ether,,,"Organ: Plasma and Liver|Comment: A glucuronide conjugate metabolite, these metabolites make up a significant percentage of the final product."
625,2472152,2471934,2471937,1,,UGT1A6,104084,Glycine conjugation to the carboxylic acid group,,,Organ: Liver|Comment: Glycine conjugate which id the major metabolite.
626,2472152,2471937,2471938,1,,Cytochrome P450s,22226,Ring hydroxylation para to the other hydroxyl group,,,Organ: Plasma and Liver
627,2472152,2471934,2471939,1,,Cytochrome P450s,22226,Ring hydroxylation para to the other hydroxyl,,,Organ: Plasma and Liver
628,2472152,2471939,2471938,1,,UGT1A6,104084,Glycine conjugation to the carboxylic acid group,,,Organ: Plasma and Liver
629,2472152,2471934,2471940,1,,Cytochrome P450s,22226,Ring hydroxylation ortho to the other hydroxyl,,,Organ: Plasma and Liver
630,2472152,2471940,2471984,1,,Cytochrome P450s,22226,Ring hydroxylation para to one of the hydroxyls and meta to the other hydroxyl,,,Organ: Plasma and Liver
631,2472152,2471939,2471984,1,,Cytochrome P450s,22226,Ring hydroxylation ortho to one of the hydroxyl groups and meta to the other hydroxyl group,,,Organ: Plasma and Liver
632,2472153,2472153,2471985,1,,CYP2C9,12911,hydroxylation,,,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.
633,2472153,2472153,2471985,1,,CYP2B6,20085,hydroxylation,,,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.
634,2472153,2472153,2471985,1,,CYP3A5,12739,hydroxylation,,,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.
635,2472153,2472153,2471985,1,,CYP3A4,17045,hydroxylation,,,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.
636,2472153,2472153,2471985,1,,CYP2C19,12912,hydroxylation,,,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.
637,2472153,2472153,2471985,1,,CYP2C18,11186,hydroxylation,,,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.
638,2472153,2472153,2471985,1,,CYP2A6,20073,hydroxylation,,,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.
639,2472153,2471985,2471986,1,,"aldehyde dehydrogenases, don't know which one specifically",109700,Oxidation of the hydroxyl at position 4' to a ketone,,,"Organ: Liver|Comment: inactive, the ring tautomer of 4-hydroxycyclophosphamide (which it is in equilibrium with) undergoes similar oxidation."
640,2472153,2471985,2471987,1,,,22226,Ring-opening tautomerisation (a process which is in equilibrium),,,Organ: Liver|Comment: In equilibrium with its tautomer 4-hydroxycyclophosphamide. It is further metabolised to produce metabolites which are responsible for the parent drug's therapeutic effects and its toxicity.
641,2472153,2471987,2471988,1,,"aldehyde dehydrogenases, don't know which one specifically",109700,aldehyde is oxidised to a carboxylic acid,,,"Organ: Liver|Comment: Inactive, produced in a very similar way as 4-ketophosphamide."
642,2472153,2471987,2471990,1,,Serum albumin (non-enzymatic process),10697,beta-elimination,,,Organ: Liver|Comment: Produced alongside Phosphoramide Mustard. Is responsible for bladder toxicity caused by the drug.
643,2472153,2471989,2471991,1,,,22226,"Cleavage of a P-N  single bond, leaving the mustard",,,Organ: Liver|Comment: Another minor active alkylating agent.
644,2472571,2472041,2472042,1,,,22226,Ring-opening amide hydrolysis,,,Organ: Liver
645,2472571,2472571,2472044,1,,Thymidine phosphorylase,11723,N-conjugation of deoxyuridine group,,,Organ: Liver
646,2472571,2472044,2472045,1,,,22226,Conjugation of phosphate groups via an alcohol substituent on the deoxyuridine ring,,,Organ: Liver|Comment: active metabolite that inhibits thymidyline kinase
647,2472571,2472571,2472481,1,,UPP1,10834,conjugation of uridine group,,,Organ: Liver
648,2472571,2472571,2472482,1,,UMPS,101114,conjugation of a uridine group followed by the addition of a phosphate group,,,Organ: Liver
649,2472571,2472483,2472517,1,,NME2,10050,addition of a phosphate group,,,Organ: Liver|Comment: Can be incorporated into RNA strand resulting in RNA damage
650,2472571,2472483,2472517,1,,NME1,10049,addition of a phosphate group,,,Organ: Liver|Comment: Can be incorporated into RNA strand resulting in RNA damage
651,2472239,2472239,2472037,1,,CYP2B6,20085,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
652,2472239,2472239,2472037,1,,CYP2C8,10163,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
653,2472239,2472239,2472037,1,,CYP3A4,17045,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
654,2472239,2472239,2472037,1,,CYP2C18,11186,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
655,2472239,2472239,2472037,1,,CYP2C19,12912,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
656,2472239,2472239,2472040,1,,CYP2C9,12911,hydroxylation and methoxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
657,2472204,2472477,2472606,1,,,,Glucuronidation (Phase 2 metabolism),,,Organ: Liver
660,2472204,2472204,2471876,1,,,,aromatic hydroxylation,,,Organ: Liver
662,2472204,2471877,2471878,1,,,,,,,Organ: Liver
664,2472204,2472204,2471928,1,,,,Glucuronidation (Phase 2 metabolism),,,Organ: Liver
666,2472204,2471929,2471930,1,,,,Amide hydrolysis,,,Organ: Liver
667,2472155,2472155,2472519,1,,,22226,microsomal oxidation,,,Organ: Liver|Comment: 6'-hydroxysimvastatin undergoes subsequent metabolism
668,2472155,2472519,2472552,1,,,22226,"allylic rearrangement as 6'-OH group moves to the 3' position, and double bond rearrangement",,,Organ: Liver|Comment: one of the major metabolites present in human bile after taking Simvastatin
669,2472155,2472212,2472213,1,,,22226,methylation of the hydroxyl at the 6' position,,,Organ: Liver|Comment: one of the major metabolites present in human bile after taking Simvastatin
670,2472155,2472212,2472245,1,,,22226,oxidation of the hydroxyl at the 6' position to form a carboxylic acid functional group,,,Organ: Liver
671,2472070,2472239,2472037,1,,CYP2C19,12912,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
672,2472070,2472239,2472037,1,,CYP2C8,10163,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
673,2472070,2472239,2472037,1,,CYP2C18,11186,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
674,2472070,2472239,2472037,1,,CYP2B6,20085,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
