product_id,ingredient,strength,record_id,molregno,formulation_id
PRODUCT_020924_001,BIOTIN,60UGM/VIAL,1344281,65798,10629
PRODUCT_020924_001,CHOLECALCIFEROL,200 IU/VIAL,1343065,125294,10630
PRODUCT_020924_001,CYANOCOBALAMIN,5.5MG/VIAL,1344800,1383003,10631
PRODUCT_020924_001,FOLIC ACID,414UGM/VIAL,1343814,469217,10632
PRODUCT_020924_001,NIACINAMIDE,46MG/VIAL,1343553,175447,10633
PRODUCT_020924_001,PANTOTHENIC ACID,17.25MG/VIAL,1343906,454250,10634
PRODUCT_020924_001,PYRIDOXINE,4.53MG/VIAL,1344131,308201,10635
PRODUCT_020924_001,RIBOFLAVIN,4.14MG/VIAL,1344876,429204,10636
PRODUCT_020924_001,THIAMINE,3.51MG/VIAL,1343366,453914,10637
PRODUCT_020924_001,VITAMIN A,"3,500 IU/VIAL",1343894,104574,10638
PRODUCT_088346_001,HEPARIN SODIUM,10 UNITS/ML,1344062,675515,11273
PRODUCT_071090_001,THIOTHIXENE,1MG,1343298,209829,12003
PRODUCT_071091_001,THIOTHIXENE,2MG,1343298,209829,12004
PRODUCT_071092_001,THIOTHIXENE,5MG,1343298,209829,12005
PRODUCT_021062_003,GATIFLOXACIN,EQ 10MG /ML(200MG),1343077,1712,12006
PRODUCT_011355_001,EDETATE DISODIUM,150MG/ML,1344861,2197378,12209
PRODUCT_070919_001,TEMAZEPAM,15MG,1343368,95909,12494
PRODUCT_021930_001,FLUOCINOLONE ACETONIDE,0.01%,1343120,105252,13388
PRODUCT_060058_002,CHLORAMPHENICOL,250MG,1344855,27340,14040
PRODUCT_062247_001,CHLORAMPHENICOL,250MG,1344855,27340,14041
PRODUCT_019386_002,ESMOLOL HYDROCHLORIDE,250MG/ML,1344658,675066,14784
PRODUCT_077902_001,CIPROFLOXACIN,212.6MG,1343960,241,14788
PRODUCT_077902_001,CIPROFLOXACIN HYDROCHLORIDE,212.6MG,1344441,210388,14789
PRODUCT_089801_001,FLUPHENAZINE HYDROCHLORIDE,1MG,1343808,872071,15026
PRODUCT_089802_001,FLUPHENAZINE HYDROCHLORIDE,2.5MG,1343808,872071,15027
PRODUCT_089803_001,FLUPHENAZINE HYDROCHLORIDE,5MG,1343808,872071,15028
PRODUCT_060591_002,CHLORAMPHENICOL,250MG,1344855,27340,15125
PRODUCT_060851_001,CHLORAMPHENICOL,250MG,1344855,27340,15127
PRODUCT_079043_001,FEXOFENADINE HYDROCHLORIDE,180MG,1344469,674569,15838
PRODUCT_079043_001,PSEUDOEPHEDRINE HYDROCHLORIDE,180MG,1343843,674675,15839
PRODUCT_072573_001,PRAZOSIN HYDROCHLORIDE,EQ 1MG BASE,1343592,444191,17001
PRODUCT_072574_001,PRAZOSIN HYDROCHLORIDE,EQ 2MG BASE,1343592,444191,17002
PRODUCT_071488_001,VERAPAMIL HYDROCHLORIDE,80MG,1344407,250508,18069
PRODUCT_200670_002,LEVONORGESTREL,1.5MG,1343084,328164,18258
PRODUCT_077378_001,CARVEDILOL,3.125MG,1344102,36662,18362
PRODUCT_071365_002,ACETYLCYSTEINE,10%,1343938,20881,18388
PRODUCT_071364_002,ACETYLCYSTEINE,20%,1343938,20881,18389
PRODUCT_072284_001,MAPROTILINE HYDROCHLORIDE,25MG,1343434,699486,18390
PRODUCT_072286_001,MAPROTILINE HYDROCHLORIDE,75MG,1343434,699486,18391
PRODUCT_073185_001,DILTIAZEM HYDROCHLORIDE,30MG,1344188,545509,18894
PRODUCT_073186_001,DILTIAZEM HYDROCHLORIDE,60MG,1344188,545509,18895
PRODUCT_072837_001,DILTIAZEM HYDROCHLORIDE,90MG,1344188,545509,18896
PRODUCT_084356_001,EDETATE DISODIUM,150MG/ML,1344861,2197378,19285
PRODUCT_080391_001,EDETATE DISODIUM,150MG/ML,1344861,2197378,19286
PRODUCT_010573_001,EDETATE DISODIUM,200MG/ML,1344861,2197378,19287
PRODUCT_070315_001,CLONIDINE HYDROCHLORIDE,0.1MG,1343614,548124,19537
PRODUCT_074611_001,NICOTINE,14MG/24HR,1343518,115,19957
PRODUCT_074645_001,NICOTINE,7MG/24HR,1343518,115,19959
PRODUCT_076446_001,OXYCODONE HYDROCHLORIDE,10MG,1343646,674841,20126
PRODUCT_076446_002,OXYCODONE HYDROCHLORIDE,20MG,1343646,674841,20127
PRODUCT_076446_003,OXYCODONE HYDROCHLORIDE,40MG,1343646,674841,20128
PRODUCT_076610_001,OXYCODONE HYDROCHLORIDE,10MG,1343646,674841,20129
PRODUCT_076610_002,OXYCODONE HYDROCHLORIDE,20MG,1343646,674841,20130
PRODUCT_076610_003,OXYCODONE HYDROCHLORIDE,40MG,1343646,674841,20131
PRODUCT_076168_001,OXYCODONE HYDROCHLORIDE,80MG,1343646,674841,20132
PRODUCT_021551_001,BISACODYL,"5MG,N/A",1344664,88841,20449
PRODUCT_021551_001,POLYETHYLENE GLYCOL 3350,"N/A,210GM",1344370,675520,20450
PRODUCT_021551_001,POTASSIUM CHLORIDE,"N/A,0.74GM",1344788,674682,20451
PRODUCT_021551_001,SODIUM BICARBONATE,"N/A,2.86GM",1343295,304381,20452
PRODUCT_021551_001,SODIUM CHLORIDE,"N/A,5.6GM",1344787,674525,20453
PRODUCT_077891_001,ZONISAMIDE,25MG,1343404,39857,21320
PRODUCT_077891_002,ZONISAMIDE,50MG,1343404,39857,21321
PRODUCT_021909_001,FEXOFENADINE HYDROCHLORIDE,30MG,1344469,674569,21454
PRODUCT_020872_004,FEXOFENADINE HYDROCHLORIDE,180MG,1344469,674569,21455
PRODUCT_020872_001,FEXOFENADINE HYDROCHLORIDE,30MG,1344469,674569,21456
PRODUCT_020872_002,FEXOFENADINE HYDROCHLORIDE,60MG,1344469,674569,21457
PRODUCT_021704_001,FEXOFENADINE HYDROCHLORIDE,180MG,1344469,674569,21470
PRODUCT_021704_001,PSEUDOEPHEDRINE HYDROCHLORIDE,180MG,1343843,674675,21471
PRODUCT_020786_001,FEXOFENADINE HYDROCHLORIDE,60MG,1344469,674569,21472
PRODUCT_020786_001,PSEUDOEPHEDRINE HYDROCHLORIDE,60MG,1343843,674675,21473
PRODUCT_021361_002,RIFAXIMIN,550MG,1343675,466768,22482
PRODUCT_060707_002,NEOMYCIN SULFATE,EQ 800MG BASE/20ML,1343058,2197640,23105
PRODUCT_060707_002,POLYMYXIN B SULFATE,"4,000,000 UNITS/20ML (EQ 40MG BASE/ML",1343287,2197585,23106
PRODUCT_076559_001,ONDANSETRON HYDROCHLORIDE,EQ 16MG BASE,1343173,1675783,23384
PRODUCT_089431_001,THIORIDAZINE HYDROCHLORIDE,10MG,1343417,674867,23497
PRODUCT_089432_001,THIORIDAZINE HYDROCHLORIDE,25MG,1343417,674867,23502
PRODUCT_089433_001,THIORIDAZINE HYDROCHLORIDE,50MG,1343417,674867,23503
PRODUCT_088001_001,THIORIDAZINE HYDROCHLORIDE,10MG,1343417,674867,23512
PRODUCT_088002_001,THIORIDAZINE HYDROCHLORIDE,25MG,1343417,674867,23513
PRODUCT_050339_001,NOVOBIOCIN SODIUM,EQ 250MG BASE,1343524,1672744,23518
PRODUCT_078693_001,OMEPRAZOLE,10MG,1344014,419601,23614
PRODUCT_078693_002,OMEPRAZOLE,20MG,1344014,419601,23616
PRODUCT_070344_001,FLURAZEPAM HYDROCHLORIDE,15MG,1344304,2197595,24599
PRODUCT_021062_004,GATIFLOXACIN,400MG/40ML(10MG/ML),1343077,1712,24801
PRODUCT_021062_001,GATIFLOXACIN,200MG/100ML(2MG/ML),1343077,1712,24802
PRODUCT_021062_002,GATIFLOXACIN,400MG/200ML(2MG/ML),1343077,1712,24803
PRODUCT_021678_001,GATIFLOXACIN,200MG/5ML,1343077,1712,24804
PRODUCT_021061_001,GATIFLOXACIN,200MG,1343077,1712,24805
PRODUCT_021061_002,GATIFLOXACIN,400MG,1343077,1712,24806
PRODUCT_078425_001,SIMVASTATIN,5MG,1343830,138562,24864
PRODUCT_040437_001,EDETATE DISODIUM,150MG/ML,1344861,2197378,24891
PRODUCT_088003_001,THIORIDAZINE HYDROCHLORIDE,50MG,1343417,674867,25109
PRODUCT_078615_002,CETIRIZINE HYDROCHLORIDE,10MG,1344862,1031157,26154
PRODUCT_078615_001,CETIRIZINE HYDROCHLORIDE,5MG,1344862,1031157,26155
PRODUCT_078317_004,CETIRIZINE HYDROCHLORIDE,10MG,1344862,1031157,26156
PRODUCT_078317_003,CETIRIZINE HYDROCHLORIDE,5MG,1344862,1031157,26157
PRODUCT_076047_004,CETIRIZINE HYDROCHLORIDE,10MG,1344862,1031157,26158
PRODUCT_076047_003,CETIRIZINE HYDROCHLORIDE,5MG,1344862,1031157,26159
PRODUCT_077946_004,CETIRIZINE HYDROCHLORIDE,10MG,1344862,1031157,26160
PRODUCT_077946_003,CETIRIZINE HYDROCHLORIDE,5MG,1344862,1031157,26161
PRODUCT_078427_002,CETIRIZINE HYDROCHLORIDE,10MG,1344862,1031157,26162
PRODUCT_078427_001,CETIRIZINE HYDROCHLORIDE,5MG,1344862,1031157,26163
PRODUCT_076399_001,TIZANIDINE HYDROCHLORIDE,EQ 2MG BASE,1343905,674280,26341
PRODUCT_086243_001,HYDRALAZINE HYDROCHLORIDE,25MG,1344309,543263,26552
PRODUCT_077384_001,LEVETIRACETAM,250MG,1344085,252155,26756
PRODUCT_077384_002,LEVETIRACETAM,500MG,1344085,252155,26757
PRODUCT_077384_003,LEVETIRACETAM,750MG,1344085,252155,26758
PRODUCT_078293_001,OXYBUTYNIN CHLORIDE,15MG,1343474,170395,27158
PRODUCT_077822_001,OXYCODONE HYDROCHLORIDE,10MG,1343646,674841,27167
PRODUCT_077822_002,OXYCODONE HYDROCHLORIDE,20MG,1343646,674841,27168
PRODUCT_077822_003,OXYCODONE HYDROCHLORIDE,40MG,1343646,674841,27169
PRODUCT_077822_004,OXYCODONE HYDROCHLORIDE,80MG,1343646,674841,27170
PRODUCT_020553_005,OXYCODONE HYDROCHLORIDE,160MG,1343646,674841,27173
PRODUCT_087180_001,CHLORTHALIDONE,25MG,1343337,134333,27260
PRODUCT_040376_001,EDETATE DISODIUM,150MG/ML,1344861,2197378,27732
PRODUCT_070211_001,PROPRANOLOL HYDROCHLORIDE,10MG,1343430,505776,27915
PRODUCT_070212_001,PROPRANOLOL HYDROCHLORIDE,20MG,1343430,505776,27916
PRODUCT_070214_001,PROPRANOLOL HYDROCHLORIDE,80MG,1343430,505776,27917
PRODUCT_073138_001,TRAZODONE HYDROCHLORIDE,150MG,1343377,674749,27918
PRODUCT_073136_001,TRAZODONE HYDROCHLORIDE,50MG,1343377,674749,27919
PRODUCT_070316_001,CLONIDINE HYDROCHLORIDE,0.2MG,1343614,548124,28838
PRODUCT_070957_001,OXAZEPAM,10MG,1344820,16506,29222
PRODUCT_071025_001,OXAZEPAM,15MG,1344820,16506,29223
PRODUCT_071080_001,MECLOFENAMATE SODIUM,EQ 50MG BASE,1344052,986494,30108
PRODUCT_070276_001,HALOPERIDOL,0.5MG,1344273,3859,30109
PRODUCT_070277_001,HALOPERIDOL,1MG,1344273,3859,30110
PRODUCT_070279_001,HALOPERIDOL,5MG,1344273,3859,30111
PRODUCT_070913_001,TOLAZAMIDE,500MG,1344544,56131,30628
PRODUCT_040470_001,AMPHETAMINE ASPARTATE,1.25MG,1344287,674328,31359
PRODUCT_040470_001,AMPHETAMINE SULFATE,1.25MG,1344804,8838,31360
PRODUCT_040470_001,DEXTROAMPHETAMINE SACCHARATE,1.25MG,1343558,2197715,31361
PRODUCT_040470_001,DEXTROAMPHETAMINE SULFATE,1.25MG,1343296,1926820,31362
PRODUCT_078206_001,OXYCODONE HYDROCHLORIDE,5MG,1343646,674841,32250
PRODUCT_202439_001,RIVAROXABAN,15MG,1392858,328601,32512
PRODUCT_202439_002,RIVAROXABAN,20MG,1392858,328601,32513
PRODUCT_076318_001,OXYCODONE HYDROCHLORIDE,80MG,1343646,674841,32728
PRODUCT_020553_001,OXYCODONE HYDROCHLORIDE,10MG,1343646,674841,33379
PRODUCT_020553_006,OXYCODONE HYDROCHLORIDE,15MG,1343646,674841,33381
PRODUCT_020553_002,OXYCODONE HYDROCHLORIDE,20MG,1343646,674841,33383
PRODUCT_020553_007,OXYCODONE HYDROCHLORIDE,30MG,1343646,674841,33385
PRODUCT_020553_003,OXYCODONE HYDROCHLORIDE,40MG,1343646,674841,33387
PRODUCT_020553_008,OXYCODONE HYDROCHLORIDE,60MG,1343646,674841,33389
PRODUCT_020553_004,OXYCODONE HYDROCHLORIDE,80MG,1343646,674841,33391
PRODUCT_088681_001,CHLORPHENIRAMINE MALEATE,12MG,1344818,496910,44311
PRODUCT_088681_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,12MG,1344552,674646,44312
PRODUCT_088940_001,CHLORPHENIRAMINE MALEATE,12MG,1344818,496910,44314
PRODUCT_088940_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,12MG,1344552,674646,44315
PRODUCT_090738_001,CYCLOBENZAPRINE HYDROCHLORIDE,15MG,1344662,674587,44338
PRODUCT_090738_002,CYCLOBENZAPRINE HYDROCHLORIDE,30MG,1344662,674587,44339
PRODUCT_088359_001,CHLORPHENIRAMINE MALEATE,12MG,1344818,496910,44478
PRODUCT_088359_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,12MG,1344552,674646,44479
PRODUCT_018809_001,CHLORPHENIRAMINE MALEATE,8MG,1344818,496910,44652
PRODUCT_018809_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,8MG,1344552,674646,44653
PRODUCT_078214_001,DANAZOL,50MG,1344474,405364,45622
PRODUCT_078214_002,DANAZOL,100MG,1344474,405364,45623
PRODUCT_090855_001,DOXYCYCLINE,40MG,1344207,674650,45840
PRODUCT_070899_001,INDOMETHACIN,25MG,1343317,173,46366
PRODUCT_071994_001,PRAZOSIN HYDROCHLORIDE,EQ 1MG BASE,1343592,444191,47062
PRODUCT_071995_001,PRAZOSIN HYDROCHLORIDE,EQ 2MG BASE,1343592,444191,47072
PRODUCT_091040_001,PREGABALIN,25MG,1343561,136161,47077
PRODUCT_091040_002,PREGABALIN,50MG,1343561,136161,47078
PRODUCT_091040_003,PREGABALIN,75MG,1343561,136161,47079
PRODUCT_091040_004,PREGABALIN,100MG,1343561,136161,47080
PRODUCT_091040_005,PREGABALIN,150MG,1343561,136161,47081
PRODUCT_091040_006,PREGABALIN,200MG,1343561,136161,47082
PRODUCT_091040_007,PREGABALIN,225MG,1343561,136161,47083
PRODUCT_091040_008,PREGABALIN,300MG,1343561,136161,47084
PRODUCT_091219_001,PREGABALIN,25MG,1343561,136161,47085
PRODUCT_091219_002,PREGABALIN,50MG,1343561,136161,47086
PRODUCT_091224_001,PREGABALIN,75MG,1343561,136161,47087
PRODUCT_091224_002,PREGABALIN,100MG,1343561,136161,47088
PRODUCT_091224_003,PREGABALIN,150MG,1343561,136161,47089
PRODUCT_091224_004,PREGABALIN,200MG,1343561,136161,47090
PRODUCT_091224_005,PREGABALIN,225MG,1343561,136161,47091
PRODUCT_091224_006,PREGABALIN,300MG,1343561,136161,47092
PRODUCT_091221_001,PREGABALIN,25MG,1343561,136161,47093
PRODUCT_091221_002,PREGABALIN,50MG,1343561,136161,47094
PRODUCT_091221_003,PREGABALIN,75MG,1343561,136161,47095
PRODUCT_091221_004,PREGABALIN,100MG,1343561,136161,47096
PRODUCT_091221_005,PREGABALIN,150MG,1343561,136161,47097
PRODUCT_091221_006,PREGABALIN,200MG,1343561,136161,47098
PRODUCT_091221_007,PREGABALIN,225MG,1343561,136161,47099
PRODUCT_091221_008,PREGABALIN,300MG,1343561,136161,47100
PRODUCT_088687_001,BROMPHENIRAMINE MALEATE,4MG/5ML,1343557,674912,48713
PRODUCT_088687_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,4MG/5ML,1344552,674646,48714
PRODUCT_088688_001,BROMPHENIRAMINE MALEATE,4MG/5ML,1343557,674912,48715
PRODUCT_088688_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,4MG/5ML,1344552,674646,48716
PRODUCT_013087_003,BROMPHENIRAMINE MALEATE,2MG/5ML,1343557,674912,48735
PRODUCT_013087_003,PHENYLPROPANOLAMINE HYDROCHLORIDE,2MG/5ML,1344552,674646,48736
PRODUCT_021551_002,BISACODYL,"5MG,N/A",1344664,88841,48986
PRODUCT_021551_002,POLYETHYLENE GLYCOL 3350,"5MG,N/A",1344370,675520,48987
PRODUCT_021551_002,POTASSIUM CHLORIDE,"5MG,N/A",1344788,674682,48988
PRODUCT_021551_002,SODIUM BICARBONATE,"5MG,N/A",1343295,304381,48989
PRODUCT_021551_002,SODIUM CHLORIDE,"5MG,N/A",1344787,674525,48990
PRODUCT_020380_001,ADAPALENE,0.1%,1343400,244450,49732
PRODUCT_074894_002,DILTIAZEM HYDROCHLORIDE,10MG/ML,1344188,545509,52131
PRODUCT_077348_001,ONDANSETRON HYDROCHLORIDE,EQ 0.64MG BASE/ML,1343173,1675783,55008
PRODUCT_077480_001,ONDANSETRON HYDROCHLORIDE,EQ 0.64MG BASE/ML,1343173,1675783,55009
PRODUCT_021915_002,ONDANSETRON HYDROCHLORIDE,EQ 0.64MG BASE/ML,1343173,1675783,55010
PRODUCT_022371_001,AZELASTINE HYDROCHLORIDE,EQ 0.1876MG BASE/SPRAY,1344644,674760,60462
PRODUCT_020468_001,TRIAMCINOLONE ACETONIDE,0.055MG/SPRAY,1343594,419622,60507
PRODUCT_022051_001,FLUTICASONE FUROATE,0.0275MG/INH,1344879,508532,60527
PRODUCT_018050_001,CHLORPHENIRAMINE POLISTIREX,EQ 4MG MALEATE/5ML,1344819,675544,60654
PRODUCT_018050_001,PHENYLPROPANOLAMINE POLISTIREX,EQ 4MG MALEATE/5ML,1344553,675476,60655
PRODUCT_088723_001,BROMPHENIRAMINE MALEATE,2MG/5ML,1343557,674912,61149
PRODUCT_088723_001,CODEINE PHOSPHATE,2MG/5ML,1344298,675050,61150
PRODUCT_088723_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,2MG/5ML,1344552,674646,61151
PRODUCT_011694_006,BROMPHENIRAMINE MALEATE,2MG/5ML,1343557,674912,61238
PRODUCT_011694_006,CODEINE PHOSPHATE,2MG/5ML,1344298,675050,61239
PRODUCT_011694_006,PHENYLPROPANOLAMINE HYDROCHLORIDE,2MG/5ML,1344552,674646,61240
PRODUCT_019410_001,HYDROCODONE BITARTRATE,5MG/5ML,1343573,2197548,61261
PRODUCT_019410_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,5MG/5ML,1344552,674646,61262
PRODUCT_019411_001,HYDROCODONE BITARTRATE,2.5MG/5ML,1343573,2197548,61263
PRODUCT_019411_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,2.5MG/5ML,1344552,674646,61264
PRODUCT_088904_001,BROMPHENIRAMINE MALEATE,2MG/5ML,1343557,674912,61317
PRODUCT_088904_001,CODEINE PHOSPHATE,2MG/5ML,1344298,675050,61318
PRODUCT_088904_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,2MG/5ML,1344552,674646,61319
PRODUCT_021249_003,LOVASTATIN,20MG,1344871,9495,61945
PRODUCT_021249_003,NIACIN,20MG,1343570,16656,61946
PRODUCT_021249_001,LOVASTATIN,20MG,1344871,9495,61947
PRODUCT_021249_001,NIACIN,20MG,1343570,16656,61948
PRODUCT_021249_002,LOVASTATIN,20MG,1344871,9495,61949
PRODUCT_021249_002,NIACIN,20MG,1343570,16656,61950
PRODUCT_021249_004,LOVASTATIN,40MG,1344871,9495,61951
PRODUCT_021249_004,NIACIN,40MG,1343570,16656,61952
PRODUCT_071099_001,BROMPHENIRAMINE MALEATE,12MG,1343557,674912,62044
PRODUCT_071099_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,12MG,1344552,674646,62045
PRODUCT_019613_001,CHLORPHENIRAMINE MALEATE,12MG,1344818,496910,62185
PRODUCT_019613_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,12MG,1344552,674646,62186
PRODUCT_018556_001,CHLORPHENIRAMINE MALEATE,4MG,1344818,496910,62192
PRODUCT_018556_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,4MG,1344552,674646,62193
PRODUCT_012436_003,BROMPHENIRAMINE MALEATE,12MG,1343557,674912,62218
PRODUCT_012436_003,PHENYLPROPANOLAMINE HYDROCHLORIDE,12MG,1344552,674646,62219
PRODUCT_022078_003,NIACIN,1GM,1343570,16656,62914
PRODUCT_022078_003,SIMVASTATIN,1GM,1343830,138562,62915
PRODUCT_022078_005,NIACIN,1GM,1343570,16656,62916
PRODUCT_022078_005,SIMVASTATIN,1GM,1343830,138562,62917
PRODUCT_022078_001,NIACIN,500MG,1343570,16656,62918
PRODUCT_022078_001,SIMVASTATIN,500MG,1343830,138562,62919
PRODUCT_022078_004,NIACIN,500MG,1343570,16656,62920
PRODUCT_022078_004,SIMVASTATIN,500MG,1343830,138562,62921
PRODUCT_022078_002,NIACIN,750MG,1343570,16656,62922
PRODUCT_022078_002,SIMVASTATIN,750MG,1343830,138562,62923
PRODUCT_018298_001,CLEMASTINE FUMARATE,EQ 1MG BASE,1344318,674746,62958
PRODUCT_018298_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,EQ 1MG BASE,1344552,674646,62959
PRODUCT_018298_002,CLEMASTINE FUMARATE,1.34MG,1344318,674746,62960
PRODUCT_018298_002,PHENYLPROPANOLAMINE HYDROCHLORIDE,1.34MG,1344552,674646,62961
PRODUCT_020640_001,CLEMASTINE FUMARATE,1.34MG,1344318,674746,62962
PRODUCT_020640_001,PHENYLPROPANOLAMINE HYDROCHLORIDE,1.34MG,1344552,674646,62963
PRODUCT_072859_001,ALBUTEROL SULFATE,EQ 2MG BASE,1343607,864943,63820
PRODUCT_079109_001,ALENDRONATE SODIUM,EQ 5MG BASE,1344203,28699,63886
PRODUCT_079109_002,ALENDRONATE SODIUM,EQ 10MG BASE,1344203,28699,63887
PRODUCT_089398_001,AMITRIPTYLINE HYDROCHLORIDE,10MG,1343143,674915,64134
PRODUCT_089400_001,AMITRIPTYLINE HYDROCHLORIDE,50MG,1343143,674915,64138
PRODUCT_089401_001,AMITRIPTYLINE HYDROCHLORIDE,75MG,1343143,674915,64140
PRODUCT_089402_001,AMITRIPTYLINE HYDROCHLORIDE,100MG,1343143,674915,64142
PRODUCT_089403_001,AMITRIPTYLINE HYDROCHLORIDE,150MG,1343143,674915,64143
PRODUCT_090144_001,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,64337
PRODUCT_090144_001,VALSARTAN,EQ 5MG BASE,1344355,139045,64338
PRODUCT_073456_001,ATENOLOL,50MG,1344114,1279,64569
PRODUCT_078146_001,BACLOFEN,10MG,1343184,32869,64768
PRODUCT_078220_001,BACLOFEN,10MG,1343184,32869,64772
PRODUCT_078504_001,BACLOFEN,10MG,1343184,32869,64778
PRODUCT_040738_001,BENZTROPINE MESYLATE,0.5MG,1343428,674334,64965
