activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value
31873,5080,6570,297580,253199,=,58.000000000000000000000000000000,%,0,% remaining,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,% remaining,=,58.000000000000000000000000000000,%,,
31874,51352,6570,297580,253199,=,6000.000000000000000000000000000000,nM,1,IC50,,,0,5.22,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,6.000000000000000000000000000000,uM,,
31875,51895,6570,297580,253199,=,37000.000000000000000000000000000000,nM,1,IC50,,,0,4.43,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,37.000000000000000000000000000000,uM,,
31876,51528,6570,297580,253199,=,24000.000000000000000000000000000000,nM,1,IC50,,,0,4.62,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,24.000000000000000000000000000000,uM,,
31877,75846,6570,297580,253199,=,3.000000000000000000000000000000,ms,0,Delta S-H,,,0,,BAO_0000179,UO_0000028,http://qudt.org/vocab/unit#MilliSecond,,,,1,Delta S-H,=,3.000000000000000000000000000000,ms,,
31878,75844,6570,297580,253199,=,0E-30,ms,0,Delta H-V,,,0,,BAO_0000179,UO_0000028,http://qudt.org/vocab/unit#MilliSecond,,,,1,Delta H-V,=,0E-30,ms,,
31879,75842,6570,297580,253199,=,-4.300000000000000000000000000000,mmHg,0,Delta CPP,,,0,,BAO_0000179,UO_0000272,,,,,1,Delta CPP,=,-4.300000000000000000000000000000,mmHg,,
31880,43319,6695,350589,295513,<,63.600000000000000000000000000000,nM,1,EC50,,,0,,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,<,0.063600000000000000000000000000,uM,,
31881,42997,6695,350589,295513,>,1000000.000000000000000000000000000000,nM,1,CC50,,,0,,BAO_0000187,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,CC50,>,1000.000000000000000000000000000000,uM,,
31882,230096,6695,350589,295513,>,15723.000000000000000000000000000000,uM,0,Selectivity index,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,Selectivity index,>,15723.000000000000000000000000000000,uM,,
31883,140680,6695,350589,295513,,,,0,Inhibition,Not Determined,,0,,BAO_0000376,,,,,,1,Inhibition,,,,,
31884,5294,6695,350589,295513,=,0.333300000000000000000000000000,hr,1,T1/2,,,0,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,,,,1,T1/2,=,20.000000000000000000000000000000,min,,
31885,217777,6703,49353,44836,=,47.000000000000000000000000000000,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,47.000000000000000000000000000000,%,,
31886,226112,6703,49353,44836,>=,200000.000000000000000000000000000000,nM,1,MIC,,,0,,BAO_0002146,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,MIC,>=,200.000000000000000000000000000000,uM,,
31887,217777,6703,49354,44837,=,38.000000000000000000000000000000,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,38.000000000000000000000000000000,%,,
31888,226112,6703,49354,44837,>=,200000.000000000000000000000000000000,nM,1,MIC,,,0,,BAO_0002146,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,MIC,>=,200.000000000000000000000000000000,uM,,
31889,47523,6511,235484,976,=,6000.000000000000000000000000000000,nM,1,Ki,,,1,5.22,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,6000.000000000000000000000000000000,nM,,
31890,45233,6511,235484,976,=,70.000000000000000000000000000000,nM,1,Ki,,,1,7.16,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,70.000000000000000000000000000000,nM,,
31891,45446,6511,235484,976,=,285.000000000000000000000000000000,nM,1,Ki,,,1,6.54,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,285.000000000000000000000000000000,nM,,
31892,45453,6511,235484,976,=,50.000000000000000000000000000000,nM,1,Ki,,,1,7.30,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,50.000000000000000000000000000000,nM,,
31893,47523,6511,235480,933,=,6.000000000000000000000000000000,nM,1,Ki,,,1,8.22,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,6.000000000000000000000000000000,nM,,
31894,45233,6511,235480,933,=,2.000000000000000000000000000000,nM,1,Ki,,,1,8.70,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,2.000000000000000000000000000000,nM,,
31895,45446,6511,235480,933,=,38.000000000000000000000000000000,nM,1,Ki,,,1,7.42,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,38.000000000000000000000000000000,nM,,
31896,45453,6511,235480,933,=,2.000000000000000000000000000000,nM,1,Ki,,,0,8.70,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,2.000000000000000000000000000000,nM,,
31897,29589,6518,237264,606480,=,913.000000000000000000000000000000,nM,0,Ki low,,,0,,BAO_0000179,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki low,=,913.000000000000000000000000000000,nM,,
31898,70500,6518,237264,606480,=,89.000000000000000000000000000000,%,0,CPA,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,CPA,=,89.000000000000000000000000000000,%,,
31899,29428,6518,237241,607062,=,102.000000000000000000000000000000,nM,0,Ki high,,,0,,BAO_0000179,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki high,=,102.000000000000000000000000000000,nM,,
31900,29585,6518,237241,607062,=,614.000000000000000000000000000000,nM,0,Ki low,,,0,,BAO_0000179,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki low,=,614.000000000000000000000000000000,nM,,
31901,70500,6518,237241,607062,=,89.000000000000000000000000000000,%,0,CPA,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,CPA,=,89.000000000000000000000000000000,%,,
31902,157315,6744,76153,69076,=,13000.000000000000000000000000000000,nM,1,EC50,,,0,4.89,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,0.000013000000000000000000000000,M,,
31903,69217,6744,76153,69076,=,90.000000000000000000000000000000,M,0,EC10,,,0,,BAO_0000179,UO_0000062,http://www.openphacts.org/units/Molar,,,,1,EC10,=,90.000000000000000000000000000000,M,,
31904,230384,6744,76153,69076,>,1.800000000000000000000000000000,,0,Selective toxicity,,,0,,BAO_0000179,,,,,,1,Selective toxicity,>,1.800000000000000000000000000000,,,
31905,183072,8059,166102,147570,=,77.000000000000000000000000000000,%,0,Inhibitory response,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibitory response,=,77.000000000000000000000000000000,%,,
31906,184900,8059,166102,147570,=,0.180000000000000000000000000000,,0,Relative potency,,,0,,BAO_0000179,,,,,,1,Relative potency,=,0.180000000000000000000000000000,,,
31907,183072,8059,166050,147020,=,94.000000000000000000000000000000,%,0,Inhibitory response,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibitory response,=,94.000000000000000000000000000000,%,,
31908,184900,8059,166050,147020,=,0.340000000000000000000000000000,,0,Relative potency,,,0,,BAO_0000179,,,,,,1,Relative potency,=,0.340000000000000000000000000000,,,
31909,54524,8175,91168,82960,=,19010.780000000000000000000000000000,nM,1,Ki,,,0,4.72,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log 1/Ki,=,4.721000000000000000000000000000,,,
31910,54525,8175,91168,82960,=,158124.800000000000000000000000000000,nM,1,Ki,,Outside typical range,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log 1/Ki,=,3.801000000000000000000000000000,,,
31911,50861,8270,321019,217341,=,50.100000000000000000000000000000,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,50.100000000000000000000000000000,%,,
31912,50862,8270,321019,217341,=,81.600000000000000000000000000000,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,81.600000000000000000000000000000,%,,
31913,134102,7929,263388,547533,=,11.000000000000000000000000000000,%,0,T/C,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,T/C,=,11.000000000000000000000000000000,%,,
31914,136960,7929,263388,547533,=,0.170000000000000000000000000000,,0,Average lesion score,,,0,,BAO_0000179,,,,,,1,Average lesion score,=,0.170000000000000000000000000000,,,
31915,134012,7929,263388,547533,=,94.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,94.000000000000000000000000000000,%,,
31916,136965,7929,263388,547533,=,0.330000000000000000000000000000,,0,Average lesion score,,,0,,BAO_0000179,,,,,,1,Average lesion score,=,0.330000000000000000000000000000,,,
31917,136964,7929,263388,547533,=,0.550000000000000000000000000000,,0,Average lesion score,,,0,,BAO_0000179,,,,,,1,Average lesion score,=,0.550000000000000000000000000000,,,
31918,136963,7929,263388,547533,=,0.830000000000000000000000000000,,0,Average lesion score,,,0,,BAO_0000179,,,,,,1,Average lesion score,=,0.830000000000000000000000000000,,,
31919,136962,7929,263388,547533,=,0.830000000000000000000000000000,,0,Average lesion score,,,0,,BAO_0000179,,,,,,1,Average lesion score,=,0.830000000000000000000000000000,,,
31920,134022,7929,263388,547533,=,87.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,87.000000000000000000000000000000,%,,
31921,134021,7929,263388,547533,=,80.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,80.000000000000000000000000000000,%,,
31922,134020,7929,263388,547533,=,67.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,67.000000000000000000000000000000,%,,
31923,134019,7929,263388,547533,=,67.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,67.000000000000000000000000000000,%,,
31924,134017,7929,263388,547533,=,85.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,85.000000000000000000000000000000,%,,
31925,134016,7929,263388,547533,=,78.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,78.000000000000000000000000000000,%,,
31926,134015,7929,263388,547533,=,78.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,78.000000000000000000000000000000,%,,
31927,134014,7929,263388,547533,=,70.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,70.000000000000000000000000000000,%,,
31928,74791,7596,115911,102218,=,27.000000000000000000000000000000,nM,1,Kb,,,0,,BAO_0000587,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,KB,=,0.027000000000000000000000000000,uM,,
31929,175180,7596,115911,102218,=,0.075000000000000000000000000000,umol.kg-1,1,ED50,,,0,,BAO_0003036,,,,,,1,ED50,=,0.075000000000000000000000000000,uM kg-1,,
31930,228606,7596,115911,102218,=,116.000000000000000000000000000000,,0,Ratio,,,0,,BAO_0000179,,,,,,1,Ratio,=,116.000000000000000000000000000000,,,
31931,85333,7596,115911,102218,=,25.120000000000000000000000000000,nM,1,Kd,,,0,7.60,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,7.600000000000000000000000000000,,,
31932,84075,7596,115911,102218,=,125892.540000000000000000000000000000,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,3.900000000000000000000000000000,,,
31933,217037,7596,115911,102218,=,398107.170000000000000000000000000000,nM,1,Kd,,Outside typical range,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,3.400000000000000000000000000000,,,
31934,39014,7596,115911,102218,=,50118.720000000000000000000000000000,nM,1,Kd,,,0,4.30,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,4.300000000000000000000000000000,,,
31935,187698,7688,321246,272700,<,0.200000000000000000000000000000,u equiv,0,Saluretic potency,,,0,,BAO_0000179,,,,,,1,Saluretic potency,<,0.200000000000000000000000000000,u equiv,,
31936,187699,7688,321246,272700,<,0.300000000000000000000000000000,u equiv,0,Saluretic potency,,,0,,BAO_0000179,,,,,,1,Saluretic potency,<,0.300000000000000000000000000000,u equiv,,
31937,59371,7688,321246,272700,=,100.000000000000000000000000000000,u equiv min-1,0,Saluretic potency,,,0,,BAO_0000179,,,,,,1,Saluretic potency,=,100.000000000000000000000000000000,u equiv min-1,,
31938,230695,7362,302448,257829,,,,0,Log SP,Sweet,,0,,BAO_0000179,,,,,,1,Log SP,,,,,
31939,230696,7362,302636,256834,,,,0,Log SP,Tasteless,,0,,BAO_0000179,,,,,,1,Log SP,,,,,
31940,230692,7362,302623,257258,=,1.610000000000000000000000000000,,0,Log SP,,,0,,BAO_0000179,,,,,,1,Log SP,=,1.610000000000000000000000000000,,,
31941,230692,7362,302611,257740,=,2.240000000000000000000000000000,,0,Log SP,,,0,,BAO_0000179,,,,,,1,Log SP,=,2.240000000000000000000000000000,,,
31942,230694,7362,302580,257102,,,,0,Log SP,Not sweet,,0,,BAO_0000179,,,,,,1,Log SP,,,,,
31943,230692,7362,302525,1799334,=,1.440000000000000000000000000000,,0,Log SP,,,0,,BAO_0000179,,,,,,1,Log SP,=,1.440000000000000000000000000000,,,
31944,230692,7362,302519,257774,=,1.200000000000000000000000000000,,0,Log SP,,,0,,BAO_0000179,,,,,,1,Log SP,=,1.200000000000000000000000000000,,,
31945,230692,7362,302480,1544453,=,0.710000000000000000000000000000,,0,Log SP,,,0,,BAO_0000179,,,,,,1,Log SP,=,0.710000000000000000000000000000,,,
31946,198853,6918,310535,263645,=,0.009000000000000000000000000000,ug.mL-1,1,IC50,,,0,,BAO_0000190,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,I50,=,9.000000000000000000000000000000,ng ml-1,,
31947,198854,6918,310535,263645,>,0.200000000000000000000000000000,ug.mL-1,1,IC50,,,0,,BAO_0000190,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,I50,>,200.000000000000000000000000000000,ng ml-1,,
31948,92965,6918,310535,263645,=,0.056000000000000000000000000000,ug.mL-1,1,IC50,,,0,,BAO_0000190,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,I50,=,56.000000000000000000000000000000,ng ml-1,,
31949,92966,6918,310535,263645,=,0.064000000000000000000000000000,ug.mL-1,1,IC50,,,0,,BAO_0000190,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,I50,=,64.000000000000000000000000000000,ng ml-1,,
31950,75460,6955,22496,21892,=,2.900000000000000000000000000000,ug.mL-1,1,IC50,,,0,,BAO_0000190,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC50,=,2.900000000000000000000000000000,ug ml-1,,
31951,174407,6955,22496,21892,=,8.800000000000000000000000000000,mg.kg-1,1,ED50,,,0,,BAO_0003036,UO_0000308,,,,,1,ED50,=,8.800000000000000000000000000000,mg kg-1,,
31952,175381,6955,22496,21892,,,,0,ED50,Not Active,,0,,BAO_0003036,,,,,,1,ED50,,,mg kg-1,,
31953,171186,7018,110557,99368,=,20.000000000000000000000000000000,mg kg-1 day-1,0,Dose,,Non standard unit for type,0,,BAO_0000179,UO_0000311,,,,,1,Dose,=,20.000000000000000000000000000000,mg kg-1 day-1,,
31954,81863,7018,110557,99368,=,100.000000000000000000000000000000,mg kg-1 day-1,0,Dose,,Non standard unit for type,0,,BAO_0000179,UO_0000311,,,,,1,Dose,=,100.000000000000000000000000000000,mg kg-1 day-1,,
31955,76690,8017,12560,11976,=,7.943000000000000000000000000000,nM,1,Kd,,,0,8.10,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,8.100000000000000000000000000000,,,
31956,77802,8017,12560,11976,=,199.530000000000000000000000000000,nM,1,Kd,,,0,6.70,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,6.700000000000000000000000000000,,,
31957,230413,8017,12560,11976,=,25.100000000000000000000000000000,,0,Selectivity,,,0,,BAO_0000179,,,,,,1,Selectivity,=,25.100000000000000000000000000000,,,
31958,73218,8017,12560,11976,>,60.000000000000000000000000000000,min,0,Duration,,,0,,BAO_0000179,UO_0000031,http://qudt.org/vocab/unit#MinuteTime,,,,1,Duration,>,60.000000000000000000000000000000,min,,
31959,183072,8059,166067,147493,=,8.000000000000000000000000000000,%,0,Inhibitory response,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibitory response,=,8.000000000000000000000000000000,%,,
31960,183072,8059,166065,546102,=,2.000000000000000000000000000000,%,0,Inhibitory response,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibitory response,=,2.000000000000000000000000000000,%,,
31961,183072,8059,166055,146563,=,9.000000000000000000000000000000,%,0,Inhibitory response,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibitory response,=,9.000000000000000000000000000000,%,,
31962,39347,7725,342567,100708,=,37.150000000000000000000000000000,nM,1,Kd,,,0,7.43,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,7.430000000000000000000000000000,,,
31963,38000,7725,342567,100708,=,16.980000000000000000000000000000,nM,1,Kd,,,0,7.77,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,7.770000000000000000000000000000,,,
31964,39161,7725,342567,100708,=,29.400000000000000000000000000000,nM,1,IC50,,,0,7.53,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,29.400000000000000000000000000000,nM,,
31965,37821,7725,342567,100708,=,30.800000000000000000000000000000,nM,1,IC50,,,0,7.51,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,30.800000000000000000000000000000,nM,,
31966,37991,7725,342567,100708,=,1.050000000000000000000000000000,,0,Ratio,,,0,,BAO_0000179,,,,,,1,Ratio,=,1.050000000000000000000000000000,,,
31967,114790,7272,55684,51923,=,100.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,100.000000000000000000000000000000,%,,
31968,114938,7272,55684,51923,=,80.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,80.000000000000000000000000000000,%,,
31969,114937,7272,55684,51923,=,20.000000000000000000000000000000,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,20.000000000000000000000000000000,%,,
31970,114936,7272,55684,51923,=,0E-30,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,0E-30,%,,
31971,114939,7272,55684,51923,=,0E-30,%,0,Reduction,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Reduction,=,0E-30,%,,
31972,203102,7273,56233,378124,=,7.800000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,7.800000000000000000000000000000,ug ml-1,,
31973,206743,7273,56233,378124,=,15.600000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,15.600000000000000000000000000000,ug ml-1,,
31974,206526,7273,56233,378124,=,250.000000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,250.000000000000000000000000000000,ug ml-1,,
31975,207507,7273,56233,378124,=,125.000000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,125.000000000000000000000000000000,ug ml-1,,
31976,67751,7273,56233,378124,=,3.900000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,3.900000000000000000000000000000,ug ml-1,,
31977,93426,7273,56233,378124,<,1.000000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,<,1.000000000000000000000000000000,ug ml-1,,
31978,197796,7273,56233,378124,=,2.000000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,2.000000000000000000000000000000,ug ml-1,,
31979,161992,7273,56233,378124,=,62.500000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,62.500000000000000000000000000000,ug ml-1,,
31980,160493,7273,56233,378124,=,15.600000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,15.600000000000000000000000000000,ug ml-1,,
31981,160005,7273,56233,378124,=,62.500000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,62.500000000000000000000000000000,ug ml-1,,
31982,202673,7273,56233,378124,=,7.800000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,7.800000000000000000000000000000,ug ml-1,,
31983,197786,7273,56233,378124,=,15.600000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,15.600000000000000000000000000000,ug ml-1,,
31984,161986,7273,56233,378124,=,15.600000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,15.600000000000000000000000000000,ug ml-1,,
31985,161990,7273,56233,378124,=,15.600000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,15.600000000000000000000000000000,ug ml-1,,
31986,161987,7273,56233,378124,=,31.200000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,31.200000000000000000000000000000,ug ml-1,,
31987,161992,7273,56233,378124,=,31.200000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,31.200000000000000000000000000000,ug ml-1,,
31988,161989,7273,56233,378124,=,62.500000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,62.500000000000000000000000000000,ug ml-1,,
31989,161988,7273,56233,378124,=,15.600000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,15.600000000000000000000000000000,ug ml-1,,
31990,161991,7273,56233,378124,>,125.000000000000000000000000000000,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,>,125.000000000000000000000000000000,ug ml-1,,
31991,123822,7481,308445,261936,=,1584.890000000000000000000000000000,nM,1,IC50,,,0,5.80,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pI50,=,5.800000000000000000000000000000,,,
31992,52263,7481,308445,261936,,,,0,pI50,Not Active,,0,,BAO_0000179,,,,,,1,pI50,,,,,
