ArtistID;FirstName;LastName;ArtistURL;Biography;Country;Photo;PhotoCredit;Website
391;Douglas;Coupland;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=391;;;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=391&ImageId=550;November 28, 2012;
394;Rafael;Lozano-Hemmer;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=394;;Canada;;;
395;Germaine;Koh;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=395;Germaine Koh is a Canadian visual artist based in Vancouver. Her work is concerned with the significance of everyday actions, familiar objects and common places. Her projects in public space seek to create moments of real connection between people and with teh environment around them.Koh has shown extensively across Canada, and at international venuse such as BALTIC (Newcastle), De Appel (Amsterdam), Para/Site Art Space (Hong Kong), Frankfurter Kunstverein, Seoul Museum of Art, ArtSpace (Sydney), The British Museum (London), and the Sydney and Liverpool Biennials. She was a recipient of the 2010 Shadbolt Foundation VIVA Award and a finalist for the 2004 Sobey Art Award. Formerly an Assistant Curator of Contemporary Art at the National Gallery of Canada, she is also an independent curator, cofounder of the independent record label weewerk, an sessional faculty at Emily Carr University of Art + Design.From 2012 to 2015 Koh was Artist in Residence at the Elm Park Field House within the Vancouver Park Board Field House Residency Program, where she realized the project League, which gathers members of the community to play invented games and sports as a practice of creative problem-solving in public space. In 2018-19, she was the City of Vancouver's Engineering Artist in Residence.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=395&ImageId=1452;;https://germainekoh.com
396;Sonny;Assu;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=396;Sonny Assu grew up in North Delta, BC, away from his ancestral home in Cape Mudge and Kwakwaka'wakw culture. He graduated from Emily Carr University in 2002. In an exploration of his mixed ancestry, he works across disciplines and appropriates and transforms items of consumer and popular culture and First Nations iconography.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=396&ImageId=551;Sonny Assu;http://sonnyassu.com/
400;Yvonne;Lammerich;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=400;Lammerich's work has been exhibited throughout Canada and Europe. Her work examines the experience of lived and virtual space from a multi-sensory standpoint.;Canada;;;http://yvonnelammerich.com/
401;Ian;Carr-Harris;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=401;;;;;
402;MadeIn;Company;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=402;"""MadeIn Company is an artist collective established by Chinese artist and provocateur Xu Zhen in 2009. The Shanghai-based group satirically portrays itself as a contemporary art corporation focused on the production of creativity, with up to thirty artists working on any given project. Aside from this practice, MadeIn Company curates exhibitions and supports others’ art projects, including the online Chinese contemporary art forum Art Ba-Ba. The group has participated in both national and international exhibitions at such institutions as ShanghART Gallery, Shanghai; Long March Space, Beijing; S.M.A.K., Gent; IKON Gallery, Birmingham; Kunsthalle Bern; Hayward Gallery, London; and Rijskakademie, Amsterdam and has also participated in the 8th Shanghai Biennale; 7th Busan Biennale and 1st Kiev Biennale."" - Vancouver Art Gallery";;;;
406;Graham;Warrington;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=406;"Graham Warrington was born and raised in England. After the Second World War he studied photography at the Institute of British Photographers. In 1948 he took up permanent residence in Vancouver where he quickly became one of Canada's foremost architectural photographers, photographing the work of architects such as Arthur Erickson, Ron Thom, and Ned Pratt, as well as much of the record of urban Vancouver in the 1950s and 1960s. The modernist sensibility of his photography advanced Vancouver's new rational and functionalist ideals of architecture and put Canadian architecture on an international footing. In 1998 the Vancouver Art Gallery had an exhibition entitled, ""The New Spirit: Modern Architecture in Vancouver, 1938-1963"". Warrington's photographs were prominently featured amongst the blueprints and models.";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=406&ImageId=552;Photo Courtesy of Justine Warrington/2013;
407;Knut Whee Mul;Uck (Francis Horne Sr.);https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=407;;;;;
411;Erica;Stocking;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=411;Erica Stocking lives and works in Toronto. Her art explores the notion of public and private spheres in site-specific installations, such as her creation of a storefront for Artspeak Gallery or an apartment set for the windows of the Richmond Art Gallery. She has also participated in a number of exhibitions, including How Soon is Now at the Vancouver Art Gallery. In 2009, she completed Yellow Fence, a public artwork created for UniverCity on Burnaby Mountain. That same year she received a Mayor’s Arts Award in the Public Art – Emerging Artist category. Stocking is a founding member of the art collective NORMA, whose projects have been presented by LIVE Biennial of Performance Art, grunt gallery and Access.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=411&ImageId=553;photo courtesy of the artist;
419;Bracken Hanuse;Corlett;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=419;Bracken Hanuse Corlett is a multimedia artist hailing from the Wuikinuxv and Klahoose Nations. Some of his notable exhibitions have been at Grunt Gallery, Gallery Gachet, Unit Pitt, Three Walls Gallery (Chicago), and SAW Gallery (Ottawa).;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=419&ImageId=558;Nadya Kwandibens - Redworks Studio;http://www.wuulhu.blogspot.ca/
420;Brian;Liu;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=420;Brian Liu was born and raised in Hong Kong until immigrating to Vancouver, BC in 1993. He graduated from Emily Carr University in 2009. His work in both art and design shows strong influence from street art, Chinese cultural artwork, and modern graphic design. Much of his paintings show strong elements of design structure and methodology, and his design work shows clear influence from his painting practices.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=420&ImageId=559;;http://bliucreative.com
427;Reena Saini;Kallat;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=427;;;;;http://www.reenakallat.com/
428;Darren;Yelton;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=428;;;;;
433;Elizabeth;Zvonar;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=433;"Zvonar's collage works are composed of source materials drawn from art history, contemporary advertising and popular culture. They question existing social and cultural systems through the use of humour and irony. Her work often speaks to the ethos and aspirations of those on the periphery of mainstream society, drawing inspiration from counterculture movements that challenge the status quo. Zvonar treats imagery as metaphor, establishing a referential context that calls into question popular conceptions and historical canons to address cultural constructions of power. She often uses a feminist perspective to illustrate how rules of engagement were unbalanced in the past and remain so today. Zvonar has exhibited in solo and group exhibitions throughout Canada and in New York, Australia, Japan and Belgium. In 2008, Zvonar was the inaugural artist at the Malaspina Print Research Residency and was an artist in residence at the Banff Centre for the Arts for the thematic residency Cosmic Ray Research. She received the 2009 City of Vancouver Mayor's Arts Award for Emerging Visual Artist; was presented with the 2011 Emily Award for outstanding achievement by an Emily Carr University alum; and was the 2015 recipient of the Shadbolt Foundation's VIVA Award.";Canada;;;
435;Donald;Chrétien;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=435;The unique style and impact of Aboriginal fine artist Donald Chrétien springs from his combined passion for colour and woodland-style expression. His ongoing exploration of his heritage has him concentrating on distinct features of Ojibwe clans acrylic on canvas.;Canada;;;http://donaldchretien.com
437;Ryan;Peter;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=437;"Ryan Peter is an artist based in Vancouver, Canada. Peter graduated in 2008 with a Masters of Fine Arts from the University of British Columbia. He was a semi-finalist in the 11th Annual RBC Painting Competition in 2009, and has since been featured in numerous exhibitions across Canada and the United States. Recent shows include Presentation House Gallery (Satellite Gallery), Vancouver; Susan Hobbs, Toronto; The Or Gallery, Vancouver; and the solo exhibition ""SEDIMENT"" (2014), Republic Gallery, Vancouver, where Peter is represented.";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=437&ImageId=564;photo credit: Amy Nugent;http://www.ryanpeter.com
448;Sally;Lee;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=448;;;;;http://www.oboro.net/oboro/index_e.html
450;Naufús;Ramirez-Figueroa;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=450;;;;;http://www.naufus.com
452;Jesse;Birch;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=452;;;;;http://www.projectrainbow.typepad.com/
455;Keith;Snyder;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=455;;;;;http://www.urasenke.or.jp/texte/index.html
468;Melanie;Schambach;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=468;Melanie facilitates participatory painting processes that encourage participants to nurture their voices, open dialogue, and think critically on social justice issues relevant to their communities. The collective outcomes are large-scale paintings/murals that communicate stories and messages provoking public reflection and awareness.;Canada;;;http://www.MelanieSchambach.com
470;Tony;Hunt;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=470;;;;;
554;Graeme;McCormack;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=554;;Canada;;;
477;;Urban Visuals;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=477;Urban Visuals' team of Nathan Whitford and Konstantinos Mavromichalis are multi-disciplinary artists specializing in responsive lighting and digital media. By combining technology and architecture, Urban Visuals' goal is to create environments and experiences that both inform and engage. Urban Visuals operates out of Vancouver, Toronto and London, England.;Canada;;;
480;Ali;Bruce;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=480;;Canada;;;
482;Barry;Doupé;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=482;"Barry Doupé (b. 1982 Victoria, BC) is a filmmaker living in Vancouver.  He holds a Bachelor of Media Arts Degree from Emily Carr Institute of Art & Design (2004). 
He is also a member of The Lions collaborative drawing group, Jarry and Crazy Weapon.
His films have been screened throughout Canada and Internationally including the Ann Arbor Film Festival, Anthology Film Archives, Lyon Contemporary Art Museum, Pleasure Dome and the Tate Modern.";Canada;;;http://www.barrydoupe.ca
488;Elisa;Yon;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=488;Elisa Yon is a Vancouver based artist whose practice is rooted in architecture and design. After completing a Master of Applied Arts from Emily Carr University of Art + Design in 2012, she continues to develop a social practice, and combines notions of public space, community based art practices, and public art.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=488&ImageId=573;photo courtesy of the artist;http://elisayon.com
489;lisa g;nielsen;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=489;Nielsen is a community artist and filmmaker. She is interested in work that has historical reference, social relevance and where possible, comedic sensibilities. Nielsen has been working with film and digital technology since 1999 and leading filmmaking workshops since 2007. Nielsen is also a member of the Iris Film Collective, which promotes the creation and sharing of analog film.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=489&ImageId=574;Photo courtesy of the artist;
491;Chrystal;Sparrow;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=491;"Chrystal Sparrow is a descendant of the Musqueam First Nation peoples, located in Vancouver, BC on Coast Salish territory. At an early age, her father Irving Sparrow, a master carver taught the importance of Coast Salish art in designing and carving techniques as preparation in passing down the traditions art. In her early twenties Sparrow began designing a unique feminine Salish art style and carving two dimensional cedar panels, sculptures and silver jewellery. 
In 2008, Sparrow was the first female to complete the Northwest Coast Jewellery Arts program at the Native Education College. Sparrow has worked as an art facilitator in schools, a speaker for Coast Salish history and art consultation.
Since 2013, Chrystal has been working as the Cultural Coordinator at the Downtown Eastside Women’s Centre to support women in exploring the arts. 
 “For me, Coast Salish Art is a part of my living identity that allows me to express my role as a woman, an artist, a survivor, and a storyteller”.";Canada;;;
492;Rebecca;Bayer;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=492;Rebecca Bayer is a Vancouver-based artist and architectural designer concerned withrelationships between people, material, and atmospheric conditions within lived space. Bayerpursues this theme through public art, architecture, urban design, as well as research andteaching. She has recently worked on projects with 221A Artist Run Centre, City of Burnaby, Cityof Richmond, and the City of North Vancouver. Rebecca is co-director of spacemakeplacedesign, an art and design studio based in Vancouver. Bayer holds a Masters of Architecture fromthe University of British Columbia and a Masters of Fine Art from Central Saint Martins Collegeof Art and Design, UK. Bayer teaches at Emily Carr University of Art + Design.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=492&ImageId=901;;http://www.spacemakeplace.com
495;;Bobo;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=495;;Canada;;;
498;Julia;Iredale;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=498;;;;;
499;Sandy;Pell;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=499;;;;;
507;Donna;Szoke;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=507;"Donna Szoke is a Canadian artist whose practice includes video, animation, writing, installation, and collaboration. Her work has been exhibited in Canada, US, France, Germany, and Turkey. She has received numerous research awards and grants for her research from funders including SSHRC, Canada Council Media Arts Commissions, BC Arts Council Media Arts, and Ontario Arts Council. She holds a BA, BFA, Sculpture Diploma (Foundry) and an Interdisciplinary MFA.
\tSzoke’s art practice began in Winnipeg MB, designing for Guy Maddin’s early feature films, engaging in performance art and making conceptually based drawings. After moving to Vancouver, her practice shifted into digital video, collaboration and installation. She creates post-conceptual work that is heavily informed by critical studies with repeating themes of immanence, embodied perception, the fluidity of lived experience and a critique of commodity culture.

Art works outside Vancouver: Video Public Art (Temporary): Toronto, ON; St. Catharines, ON";Canada;;;http://www.donnaszoke.com
512;Tim;Barnard;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=512;;Canada;;;
516;Tamar;Frank;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=516;"2011 - ""A thin line between space and matter"" - Lost in Lace Birmingham Museum, UK; KLPD Assen traffic police headquarters commissioned by Atelier Rijksbouwmeester Eindhoven, NL; Kulturhus Dreiume commissioned by Zutphen municipality, NL";;;;http://www.lightspace.org
519;Heather;Morison;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=519;;;;;http://www.morison.info
520;Ivan;Morison;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=520;;;;;http://www.morison.info
522;Shallom (Indigo);Johnson;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=522;Indigo is an artist, writer and dancer based in Vancouver, BC. She works in many mediums including stencils, posters, acrylics, oils, photography, and printmaking. Her artwork is an exploration of human relationship, personal story and the weight of memory. Her work often carries a poetic sense of emotion, thoughtfulness and quiet strength. From her lifetime of dance training courses comes a deep-rooted knowledge and understanding of the human figure, of movement and stillness and the brief eternity that lies between. Indigo's work has been shown at galleries and art festivals in Canada, the United States, the UK and across Europe.;Canada;;;
525;Drew;Young;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=525;;Canada;;;
526;Jay;Senetchko;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=526;;Canada;;;
527;Tim;Mack;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=527;;;;;
529;Damian;Moppett;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=529;;Canada;;;
530;Babak;Golkar;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=530;;Canada;;;
531;Heather;Mitchell;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=531;;Canada;;;http://www.mitch.vancouver.com
532;Michael;Lin;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=532;Michael Lin is an artist living and working in Taipei. Lin turns away from painting as an object of contemplation towards one of painting as a bounded, physical space, one we can settle into and inhabit. Lin orchestrates monumental painting installations that re-conceptualize and reconfigure public spaces. Using patterns and designs appropriated from traditional textiles his works have been exhibited in major institutions and international Biennials around the world: The Venice Biennial, PS1, New York, The Palais de Tokyo, Paris, The Vancouver Art Gallery, Museum of Contemporary Art, Tokyo, The Rockbund Art Museum, Shanghai. Transforming the institutional architecture of the public museum, his unconventional paintings invite visitors to reconsider their usual perception of those spaces, and to become an integral part of the work, giving meaning to its potential as an area for interaction, encounter, and re-creation.;Taiwan;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=532&ImageId=1266;;http://www.ateliermichaellin.com
533;Marina;Roy;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=533;"Marina Roy is a visual artist, educator and writer based in Vancouver. Her practice
crosses disciplines with a focus on drawing, painting and animation. Her work investigates material intelligence in a post-humanist perspective. The evolution of her practice draws upon Sigmund Freud and Georges Bataille, demonstrating modes of fantasy, eroticism, and compulsion by way of changed symbols and recognized icons. She has shown nationally and internationally. She is an Associate Professor at the University of British Columbia, Department of Art History, Visual Art and Theory.";Canada;;;
537;Jim;Breukelman;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=537;"Jim Breukelman was born in Trinidad in 1941. His father was British and his mother a Canadian. Before moving to Canada, he lived with his family in Bogotá, Columbia, New York, N.Y. and White Plains, N.Y., U.S.A., and Geneva, Switzerland. He earned his BFA at the Rhode Island School of Design, studying under Harry Callahan and Dieter Roth. 

In 1967 he was hired by the Vancouver School of Art (now Emily Carr University of Art and Design) to plan and implement a four year program in Fine Art Photography, an endeavour that was conceived as the first photography program in Canada to have a strong interdisciplinary focus. From 1967 to 2000, in his various roles as Photography Instructor, Department Head of Photography, and Dean of Media Arts, Jim Breukelman has had a significant influence on the development of artists and photographic art in Vancouver.  Since leaving ECUAD in 2000, he has given his full attention to developing his ideas and themes in photography and exhibiting the resulting work. 

In 2013, Canada Post inaugurated a new stamp series, ‘150 Years of Photography’, which is a historical survey and “a salute to the creativity and accomplishments of our most notable and most extraordinary photographers.” The series will run for five years, with seven new photographers featured in each successive year. Breukelman is one of the photographers featured in the 2013 Issue. This first issue also features Thomas Coffin Doane, Margaret Watkins, Geraldine Moodle, Arnaud Maggs, Rodney Graham, and Gabor Szilasi.";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=537&ImageId=577;;http://www.republicgallery.com/breukelman01.html
540;Warren;Langley;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=540;;;;;http://www.warrenlangley.com.au
