RegistryID;ArtistProjectStatement;Type;Status;SiteName;SiteAddress;PrimaryMaterial;URL;PhotoURL;Ownership;Neighbourhood;LocationOnsite;Geom;GeoLocalArea;DescriptionOfwork;Artists;PhotoCredits;YearOfInstallation;
109;;Sculpture;In place;Vanier Park;1100 Chestnut Street;Bronze;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=109;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/3ecc02283b50b959805ede8bac1773a5;City of Vancouver;Kitsilano;N.E. side of the Museum of Vancouver;"{""type"": ""Point"", ""coordinates"": [-123.143789, 49.276484]}";Kitsilano;;195;;1969
113;Architect Bing Thom commissioned this work for the building. The work was funded by the Pacific Continental Investment Company.;Site-integrated work;In place;;983 Howe Street;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=113;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/b077d890908f275af11efcbf6997e56a;university;Downtown;Balcony at top of building;"{""type"": ""Point"", ""coordinates"": [-123.123447, 49.280618]}";Downtown;This sky-scraper's head is always in the clouds, in this instance, cut-out shapes by artist Alan Chung Hung.;77;Barbara Cole;1991
127;;Mural;In place;Brock Hall Annex;;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=127;;university;;Main entrance;"{""type"": ""Point"", ""coordinates"": [-123.252618, 49.269046]}";;The wandering association of rectangular enamel tiles represents the various departments of the university.;"144;145";;1958
139;;Sculpture;Under review;Granville Island Pathway;Granville Island;Corrosion-resistant weathering steel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=139;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/872e91115a5936ba8da0b7fc3af87096;Government of Canada;Fairview;behind covered parking, along path S.E. of Community Centre;"{""type"": ""Point"", ""coordinates"": [-123.134231, 49.268934]}";Fairview;;615;;1982
143;;Mural;Removed;Oceanic Plaza Building (Downtown);1066 West Hastings Street (Downtown);Aluminum;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=143;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/b34220c227f20d671a0f8d23f8d8f88e;private;Downtown;Interior, front lobby;"{""type"": ""Point"", ""coordinates"": [-123.118872, 49.287363]}";Downtown;A dark and highly detailed cast aluminum wall relief in which the central figure stands for human inspiration and creativity.;18;Barbara Cole;1977
154;;Relief;In place;Postal Station D;2405 Pine Street;Concrete;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=154;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/3349749b4305bdafd4db7221e7ec6d2b;Government of Canada;Kitsilano;Exterior, NE corner, above entrance;"{""type"": ""Point"", ""coordinates"": [-123.143186, 49.264775]}";Fairview;The artist created a concrete frieze of an abstract design, 95' long x 5' high.;264;;1967
167;;Fountain or water feature;In place;Broadway Plaza;601 West Broadway;Concrete;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=167;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/20fce3c455dfc0e576186738a29bef6d;private;Fairview;;"{""type"": ""Point"", ""coordinates"": [-123.090612, 49.262779]}";Mount Pleasant;;30;;1980
171;;Sculpture;In place;Discovery Park;Burrard & Dunsmuir Street;Granite;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=171;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/d85a3798ed34a29765068605622570e6;Province of British Columbia;Downtown;Right of escalators;"{""type"": ""Point"", ""coordinates"": [-123.120043, 49.285603]}";Downtown;The sculpture is made of abstract geometric forms and constructed to suggest a ship. It sits on the grass outside the downtown skytrain station.;152;Tamara Tosoff;1986
182;;Sculpture;In place;Pacific National Exhibition Grounds;3100 E. Hastings Street;Bronze;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=182;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/6956cfff02f288fd0cae4c085a4f1cde;City of Vancouver;Hastings-Sunrise;Corner of Renfrew;"{""type"": ""Point"", ""coordinates"": [-123.043716, 49.281365]}";Hastings-Sunrise;;241;Barbara Cole;1967
186;"""Shin (neutral), Soi (sunny) and Tai (shady) are three essential components to Ikebana (Japanese Flower arranging).  The red forms are romantic, the blue calm and stoic, the yellow energetic"" (Excerpt from artist statement)";Sculpture;In place;Median;Kingsway & King Edward Ave;Steel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=186;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/1009fa7a6bb38da4a0b586200bb8e27b;City of Vancouver;Kensington-Cedar Cottage;Centre of green space;"{""type"": ""Point"", ""coordinates"": [-123.073144, 49.248619]}";Kensington-Cedar Cottage;Three steel vertical poles hold silhouettes of stylized flower forms enamelled in different primary colours.;47;Sam Carter;1980
192;;Sculpture;In place;VanDusen Botanical Garden;5251 Oak Street;Marble;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=192;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/805f614b073ad3392d3a7d17e7feaa14;City of Vancouver;Shaughnessy;West of display gardens;"{""type"": ""Point"", ""coordinates"": [-123.134604, 49.239068]}";Shaughnessy;Fluted column with curl;"88;171";Heide Dobler;1975
193;;Sculpture;In place;VanDusen Botanical Garden;5251 Oak Street;Travertine;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=193;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/b3d7d08004088fabb0bfcb7158a4af25;City of Vancouver;Shaughnessy;West of display gardens;"{""type"": ""Point"", ""coordinates"": [-123.132934, 49.238962]}";Shaughnessy;Double abstract geometric form;235;Heide Dobler;1975
199;;Sculpture;In place;VanDusen Botanical Garden;5251 Oak Street;Travertine;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=199;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/c0686a7389d883910c8ccfc919689faf;City of Vancouver;Shaughnessy;South central area, NE of hydrangeas;"{""type"": ""Point"", ""coordinates"": [-123.131514, 49.238951]}";Shaughnessy;Abstract form;40;Heide Dobler;1975
205;"""In reference to the library, the theme can be read as fragments which fit together like a jigsaw puzzle to form a larger picture much as one accesses the library in quest of materials to fit in gaps of knowledge or time.
The birth of the mechanical clock circa 1,000 AD was a technological innovation that, as Lewis Mumford pointed out in ""Technics and Civilization"" made possible the mechanical clock as a simile for his paradigm of the workings of nature, a paradigm cited in recent years as contributing to the world's current ecological state: hence the ""ruins"" of a clock face. 
Yet what is watered grows; thus even an ancient ruins can initiate new life, as the unearthing of sculpture from an ancient Greece was seminal in issuing forth that springtime in Italy known as the Renaissance. This is not a fountain of youth but of time, old time reborn in the ever flowing spring of records of human endeavour.
With the advent of the millenium at hand, reflections on the passing of time increase. The numbers observable in Fountain of Time (five, six, seven) reflect a countdown to the millenium: '95, '96 '97. In this context the fountain is a portrait of a certain reality of our time. Yet this particular reality (that of the twentieth century drawing to a close, and what that brings to mind), is only one of many many realities, relevent to those following the Gregorian calendar rather than for example the Islamic, Tibetan or Mayan calendars. This notion of ""mutable reality"" is a familiar theme in my work, which seeks to explore the boundaries of realism and representation:  Time... History... Motion... Imagination... Reflection…";Fountain or water feature;In place;Vancouver Public Library;350 West Georgia Street;Stone mosaic;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=205;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/0d75a1f9181f066389bcac5d8e068833;City of Vancouver;Downtown;Front plaza;"{""type"": ""Point"", ""coordinates"": [-123.115277, 49.279912]}";Downtown;Water cascades down a curved 3m high x 15m long wall of semi-circular tiles in a fish scale pattern into a tiled pool with designs related to time: a clock face and ruins.;107;Maxime Cyr-Morton;1995
209;"""An aspect of the work is meant to produce a light and shadow play… The bronze panels cast shadows of the captured (historical) images… References in the work are hybrids[influenced by]: historic railway trestles, the Roundhouse turntable, a railway hand-car, billboard-like sign supports which were on the south shore of False Creek until the 1950's, drive-in movie theatre screens..."" (From press release)  Some of the residents in the condominiums next to the art work started a campaign against the piece when it was installed, calling it a ""malignant monstrosity."" The piece had its supporters and detractors and in the end City Council supported the public art selection process and the work has survived the tests of time.";Sculpture;In place;Marinaside Crescent;Davie Circle at False Creek;Bronze, glass;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=209;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/330a072e02f15d82c12e1005e8c46ee0;City of Vancouver;Downtown;S.W. of circle;"{""type"": ""Point"", ""coordinates"": [-123.119515, 49.272805]}";Downtown;"Six 12-metre high bronze I-beam towers each hold up an image from the history of the area cut into a metal plate. The plates cast the shadow of the image onto the street. Texts etched in the limestone bases refer to the events relevant to the site. The positioning of the panels has been carefully calculated so that their optimum contrast and focus on the street is the month, date, and time that the event ocurred. For example, if the sun is shining just before noon on June 17,  the projected image of Vancouver's ""Great Fire"" will be visible on the promenade below.";"147;177";Barbara Cole;1997
222;;Site-integrated work;In place;Woodland Drive Bridge;Over Grandview Cut;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=222;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/7061bf191956346eff7061bdc047d9ac;City of Vancouver;Grandview-Woodland;Bridge railings;"{""type"": ""Point"", ""coordinates"": [-123.0735, 49.26461]}";Grandview-Woodland;Four galvanized bird feeders sited on railing posts.;169;Skai Fowler;1996
230;;Sculpture;In place;Ridgeway Greenway;37th & Oak;Steel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=230;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/43774c18119f35b3b8206bde59604094;City of Vancouver;Shaughnessy;Corner;"{""type"": ""Point"", ""coordinates"": [-123.127791, 49.237762]}";South Cambie;"""Garden rake"" sculptures mounted atop two cyclist-activated signal poles acknowledging the local gardening activities in the area, including Van Dusen Gardens.";174;Barbara Cole;1997
233;"""The Leshgold family commissioned the fountain as a memorial to the late Samuel Leshgold, a Gastown enthusiast.  One of Samuel's greatest interests was salmon fishing.  Artist, Sam Carter, created the four bronze salmon heads as a symmetrical fountian for use by the many visitors to Gastown.  The cast bronze and Quadra Island granite provides refreshing water for people and, as it turns out, for filling buckets with water for ""Gastown horses"" so popular with tourists during the summer."" (provided by the artist)";Fountain or water feature;Removed;Gastown;NW corner of Abbott and Water Streets;Bronze;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=233;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/b0e8ebd47a42edc12c047b812f8206ed;City of Vancouver;Downtown;;"{""type"": ""Point"", ""coordinates"": [-123.106393, 49.284039]}";Downtown;A bronze and granite commemorative fountain that is an homage to the salmon, a creature that is inextricably bound to Vancouver's culture and lifestyle. Four cast salmon heads spout water through their mouths into small troughs that radiate in four directions from the centre rectanglular post. The fish tails sprout from the top of the post.  The water spouts act as drinking fountains - by blocking the spout at the salmon's mouth, the water is diverted through the head for easy drnking access.;47;Barbara Cole;1987
245;;Two-dimensional artwork;Removed;Broadway (Mount Pleasant);East Broadway from Guelph Street to Victoria Dr. (Mount Pleasant);;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=245;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/f32a22881f93fbb1e393cbb3f4c84f0b;City of Vancouver;;Light poles on side of street;;;A banner project using children's drawings and other community source material. Each banner has 3 sections, one fore each of the three themes. These are identified by their background colour: orange for Health, yellow for Safety and pink for Community. Nine of the 44 banners announce our theme in a variety of languages: Chinese, English, Polish, Russian, Somali, Spanish, Tagalog, Ukrainian and Vietnamese.;220;Lorenz von Fersen;1997
251;;Site-integrated work;In place;Southeast Vancouver;Various;Stainless steel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=251;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/197a35a4518b1109bf6a49d5b3243e05;City of Vancouver;Victoria-Fraserview;;;;"6"" x 8"" engraved stainless steel plaques which mark historical events in the community are secured to lamp posts throughout S.E. Vancouver.  A Guide to the Community Markers was also produced. This is a compendium of personal stories, photos, and background information which was collected with the help of students from Killarny High School.";123;Celine Rich;1997
262;Each Queen Victoria student created a design from which two tiles were made.... The scattered second set of tiles acts as a link between the community and the school, and as a game to find the match with the one at the school.;Mural;In place;Queen Victoria School Annex;1850 East 3rd;Ceramic tiles;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=262;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/220c3bc328341bf3092ef772ac956e9a;Queen Victoria School;Grandview-Woodland;Playground, 3rd Avenue & Victoria Drive;"{""type"": ""Point"", ""coordinates"": [-123.066927, 49.267238]}";Grandview-Woodland;A ceramic tile mural of children's drawings is installed on the south wall of the Annex and matching tiles are placed out in the community on private houses, steps, retail storefronts, parks, etc.  Tile images are based on games children play, across generations and in their countries of origin.;185;;1999
265;Walls of Change was a six-month project designed to give the community an opportunity to express its uniqueness and concerns.;Mural;Removed;Hastings Street;Along Hastings Street between Cambie & Gore;Latex paint, spraypaint;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=265;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/9c67bfc3177cb7b5d5971ea78ba04696;City of Vancouver;DowntownEastside;Various locations;;;The works consist of 28 canvas and plywood murals designed by artists and community groups and intended to give expression to the many facets of the Downtown Eastside community.;"148;218";;1998
276;The school desired a mural with representations of community and school playground  activities. The inspiration was taken from depictions done by grade 2&3 students. There were 8 classes involved. These were enlarged, adapted into compositions and sketched on the wall, then painted.;Mural;In place;L'Ecole Bilingue;1166 West 14th Avenue;Bapco Professional Quality Paint;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=276;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/87499b07b306f8c990a662c383d45d3a;L'Ecole Bilingue;Fairview;South side wall;"{""type"": ""Point"", ""coordinates"": [-123.130626, 49.257971]}";Fairview;The colourful figures on the mural depict the children who use the playground.;183;;1997
279;"Automata is based on the non-literary tool of flipping pages to make a moving picture.  A non-textual approach can be ""read"" by many different cultures and from a moving vehicle....This visual, tactile, and playful solution is accessible to all and can address the safety issues as well as community identity.";Site-integrated work;Removed;Queen Alexandra School (Kensington-Cedar Cottage);Clark & Broadway  (Kensington-Cedar Cottage);vinyl;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=279;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/251b3fb2a8591dedff9245e71bf28cad;City of Vancouver;;Southeast corner and converging streets;;;"Thirteen street light poles w/3 rotating banners each will line the streets around the intersection.  Four poles affixed to the retaining wall at the school corner celebrate the ""children's kingdom. "" Images of foot steps to guide children along safe paths and words of caution in several languages are sand-blasted into the sidewalk.";"202;259";artists;1998
282;Rocks are objects and obstructions.  They are 'super nature' and their scale and siting are what raises them beyond being just rocks....  The context around them may be what appears strange.;Site-integrated work;In place;Traffic Circles;Garden Dr. at Oxford, Cambridge and Eton Sts.;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=282;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/59f53d15e25551e0279ca010dc19d977;City of Vancouver;Grandview-Woodland;;"{""type"": ""Point"", ""coordinates"": [-123.057708, 49.286618]}";Grandview-Woodland;Large boulders are installed as traffic circles in three intersections.  Reflectors are distributed on a 6'x6' grid throughout the intersection.;204;Barbara Cole;1997
289;;Mural;Removed;Dr. Stanley Ho Building;606 Chilco Street;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=289;;;West End;East side of building facing empty lot;"{""type"": ""Point"", ""coordinates"": [-123.136859, 49.294127]}";West End;The architect designed the block for two owners, but to date, only one has chosen to build. Until the missing part of the equation is filled, a romanticized version of the lost view to the lagoon fills the wall.;228;;1996
302;"""The artist has combined wood, metal and glass in a sculpture that evokes a feeling of timelessness by its eroded forms and hauntingly beautiful bells and chimes.  It could have been washed ashore, like some mysterious archaeological fragment - perhaps a clue or cipher to decode the secrets of a forgotten civilization.""  (From pamphlet: Downtown Vancouver Architecture and Public Art published by Downtown Vancouver Association, c 1998)";Sculpture;In place;Cathedral Place;925 West Georgia;glass, steel, lights;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=302;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/5ae984033de717284f1f54cdac77dd51;private;Downtown;in lobby;"{""type"": ""Point"", ""coordinates"": [-123.120009, 49.284181]}";Downtown;glass and found metal wall sculpture;250;;1991
306;As design consultant for the hastings community spray park itself,  the project allowed the opportunity for me to be the artist responsible for its decorative details as well - an abstract series of tile mosaics incorporating the creative contributions of over 700 local children, this community public art project provided a custom finish to a custom spray park. Hastings Park is at the base of the Hastings Street slope and in the middle of the Hastings community.  A grass slope provides a natural sunny amphitheater from which parents and supervisors can oversee the activities in the water park.  It was proposed that the slope be modified slightly and retained by a low 2' high concrete wall.  The surface treatment of the face of this retaining wall provided a prime opportunity for the integration of a community public art piece.  Water will be flowing out of the wall while the park is operating.  The artwork will add interest and animation to the play area during both on and off season months.  The artwork takes the form of a colourful file mosaic applied to the surface of the wall and could also incorporate metal inlays (eg. Brass, bronze, or copper to compliment and coordinate with the water spray heads).  The design of the artwork and the design of the waterplay area happened simultaneously to ensure the production an appropriate piece, unique to this particular site. - Park Board web site;Mosaic;In place;Hastings Community Park;3096 East Hastings;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=306;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/ab0c8c3faaddba023c660861e8a8bc67;City of Vancouver;DowntownEastside;Water park;"{""type"": ""Point"", ""coordinates"": [-123.03489, 49.280674]}";Hastings-Sunrise;The project includes a long winding retaining wall as well as a bench and a drinking fountain covered in colourful mosaics.;253;Nicole May;2001
331;"The Mainly for the Birds project celebrates the presence of the birds in the neighbourhood. Part of the project included studying the local birds, doing bird counts, and creating plantings and bird houses to increase the bird supportive habitat along the busy corridor from Broadway to 37th Avenue, including Main Street and four blocks on either side. About 20 trees and two planters were added  to the school ground, with more planned, in an effort to create a ""bird-friendly corridor.""";Mural;In place;Simon Fraser Elementary School;100 West 15th Avenue;Wood, paint;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=331;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/12805218607b1a3c67f552427bd8b253;Vancouver School Board;Mount Pleasant;South and east faces of the school;"{""type"": ""Point"", ""coordinates"": [-123.108382, 49.257173]}";Mount Pleasant;"This project involved many ""bird-friendly"" education activities and resulted in a mural of painted wood panels with images of wild birds that inhabit the city in this area.";219;jil p. weaving;1999
339;"""Weave is intended as a visual narrative of the history and transformation of Coal Harbour and it's surrounding environment.""  Along the walkway, a series of cast bronze pavers depict the growth rings of an ancient Douglas Fir.  Text cut into steel benches quote ""First Nations, Spanish, and English phrases, person names, industries, flora and aquatic life that have been and are connected to this area"".  A series of tree grates support images from hydrographic survey maps and references ""the aviation industry that flourished in Coal Harbour"".  Seven columns support bronze annular rings of a tree connecting visually with the inscribed pavers.  ""The image in part reflects the lumber industry that also existed in the harbour.  Another reference is to time, as in counting the rings of a tree to determine the tree's age"".  (From Artist Statement)";Site-integrated work;In place;The Escala;323 Jervis Street;Bronze, stainless steel, cast aluminum;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=339;;City of Vancouver;Downtown;On the northwest side of the building adjacent to the seawall;"{""type"": ""Point"", ""coordinates"": [-123.124115, 49.29068]}";Downtown;The work addresses the history of Coal Harbour and is comprised of four parts:  1) Three 8' diameter rings and one half ring 15' in diameter in cast bronze paving stones with a Douglas Fir bark pattern. The size of the rings represents the size of old-growth trees.  2) Three steel benches with waterjet texts cut in the seats.  The texts are in Spanish, English and First Nations languages and include names of people, industries, plants and aquatic life relevant to the area. 3) Seven cast aluminum tree grates that depict hydrographic maps and the aviation history of Coal Harbour.  4) Bronze panels depicting annual growth patterns of trees installed on 7 columns.;131;;2002
360;"""Part of the reason we are so attracted to the simple earthiness of pebble mosaics is that we wander through largely de-natured landscapes, depersonalized environments where the origins of materials is unknown. Eventually we stop wondering, and we lose emotional connections with the spirit of this place. These mosaics are conversation starters. Conversations can lead to discussions, debates, revolutions or simply new acquaintances. Mosaics are like communities; each individual piece is essential to the larger picture."" -from Parks Board web site";Mosaic;In place;West Point Grey Community Centre;4397 West 2nd Avenue;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=360;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/7e4be0052722e83408292eb9f057e974;City of Vancouver;West Point Grey;Various;"{""type"": ""Point"", ""coordinates"": [-123.204533, 49.271797]}";West Point Grey;The artist worked with community members to create mosaics made of pebbles that are implanted at ground level. The mosaics can be found around the community centre and in other sites throughout the neighbourhood.;260;;1997
