text,parent_key
"b(0,+)-type amino acid transport protein",BE0001130
D2h,BE0001130
NBAT,BE0001130
RBAT,BE0001130
Solute carrier family 3 member 1,BE0001130
hOAT3,BE0003645
OAT3,BE0003645
Organic anion transporter 3,BE0003645
DIC,BE0002261
Solute carrier family 25 member 10,BE0002261
hNaSi-1,BE0000022
Na(+)/sulfate cotransporter,BE0000022
NAS1,BE0000022
NASI1,BE0000022
Renal sodium/sulfate cotransporter,BE0000022
Na(+)/dicarboxylate cotransporter 1,BE0000447
NaDC-1,BE0000447
NADC1,BE0000447
Renal sodium/dicarboxylate cotransporter,BE0000447
SDCT1,BE0000447
hNaDC3,BE0000611
Na(+)/dicarboxylate cotransporter 3,BE0000611
NaDC-3,BE0000611
NADC3,BE0000611
SDCT2,BE0000611
Sodium-dependent high-affinity dicarboxylate transporter 2,BE0000611
GC-2,BE0002275
GC2,BE0002275
Glutamate/H(+) symporter 2,BE0002275
Solute carrier family 25 member 18,BE0002275
GC-1,BE0002276
GC1,BE0002276
Glutamate/H(+) symporter 1,BE0002276
Solute carrier family 25 member 22,BE0002276
ATP-binding cassette sub-family C member 3,BE0001061
CMOAT2,BE0001061
MLP2,BE0001061
MOAT-D,BE0001061
MRP3,BE0001061
Multi-specific organic anion transporter D,BE0001061
Multidrug resistance-associated protein 3,BE0001061
ATP-binding cassette sub-family C member 4,BE0001188
MOAT-B,BE0001188
MRP/cMOAT-related ABC transporter,BE0001188
MRP4,BE0001188
Multi-specific organic anion transporter B,BE0001188
ATP-binding cassette sub-family C member 5,BE0003639
MOAT-C,BE0003639
MRP5,BE0003639
Multi-specific organic anion transporter C,BE0003639
pABC11,BE0003639
SMRP,BE0003639
PAT1,BE0000536
Proton/amino acid transporter 1,BE0000536
Solute carrier family 36 member 1,BE0000536
GABA and glycine transporter,BE0002308
hVIAAT,BE0002308
Solute carrier family 32 member 1,BE0002308
Vesicular GABA transporter,BE0002308
VGAT,BE0002308
VIAAT,BE0002308
GlyT-2,BE0002310
GLYT2,BE0002310
NET1,BE0002310
Solute carrier family 6 member 5,BE0002310
GlyT-1,BE0000940
Solute carrier family 6 member 9,BE0000940
Solute carrier family 19 member 2,BE0003530
TC1,BE0003530
Thiamine carrier 1,BE0003530
THT1,BE0003530
ThTr-1,BE0003530
TRMA,BE0003530
Solute carrier family 19 member 3,BE0000963
ThTr-2,BE0000963
MRP8,BE0003658
Multidrug resistance-associated protein 8,BE0003658
G21,BE0001048
HCP1,BE0001048
Heme carrier protein 1,BE0001048
PCFT,BE0001048
PCFT/HCP1,BE0001048
Solute carrier family 46 member 1,BE0001048
MFT,BE0000730
MFTC,BE0000730
Solute carrier family 25 member 32,BE0000730
Retinol-binding protein receptor STRA6,BE0009879
Stimulated by retinoic acid gene 6 protein homolog,BE0009879
CD36 and LIMPII analogous 1,BE0000189
CD36 antigen-like 1,BE0000189
CD36L1,BE0000189
CLA-1,BE0000189
CLA1,BE0000189
"Collagen type I receptor, thrombospondin receptor-like 1",BE0000189
SR-BI,BE0000189
SRB1,BE0000189
ABC-1,BE0000119
ABC1,BE0000119
ATP-binding cassette 1,BE0000119
ATP-binding cassette transporter 1,BE0000119
CERP,BE0000119
Cholesterol efflux regulatory protein,BE0000119
Niemann-Pick C1-like protein 1 precursor,BE0000802
ABC8,BE0001168
ATP-binding cassette transporter 8,BE0001168
White protein homolog,BE0001168
WHT1,BE0001168
3.1.3.1,BE0003546
Alkaline phosphatase liver/bone/kidney isozyme,BE0003546
AP-TNAP,BE0003546
OAT4,BE0000879
Organic anion transporter 4,BE0000879
KIAA0880,BE0001042
OATP-B,BE0001042
OATP-RP2,BE0001042
OATP2B1,BE0001042
OATPB,BE0001042
OATPRP2,BE0001042
Organic anion transporter B,BE0001042
Organic anion transporter polypeptide-related protein 2,BE0001042
SLC21A9,BE0001042
Solute carrier family 21 member 9,BE0001042
OATP,BE0003642
OATP-1,BE0003642
OATP-A,BE0003642
OATP1,BE0003642
OATP1A2,BE0003642
Organic anion-transporting polypeptide 1,BE0003642
SLC21A3,BE0003642
Sodium-independent organic anion transporter,BE0003642
Solute carrier family 21 member 3,BE0003642
hOAT2,BE0003646
NLT,BE0003646
Novel liver transporter,BE0003646
OAT2,BE0003646
Organic anion transporter 2,BE0003646
Intestinal H(+)/peptide cotransporter,BE0001018
"Oligopeptide transporter, small intestine isoform",BE0001018
PEPT1,BE0001018
Peptide transporter 1,BE0001018
Kidney H(+)/peptide cotransporter,BE0001134
"Oligopeptide transporter, kidney isoform",BE0001134
PEPT2,BE0001134
Peptide transporter 2,BE0001134
MATE-1,BE0003657
MATE1,BE0003657
Solute carrier family 47 member 1,BE0003657
Kidney-specific H(+)/organic cation antiporter,BE0004752
MATE-2,BE0004752
MATE2,BE0004752
Solute carrier family 47 member 2,BE0004752
EAAC1,BE0001054
EAAT3,BE0001054
Excitatory amino-acid carrier 1,BE0001054
Neuronal and epithelial glutamate transporter,BE0001054
Sodium-dependent glutamate/aspartate transporter 3,BE0001054
Solute carrier family 1 member 1,BE0001054
CNT 3,BE0003672
CNT3,BE0003672
Concentrative Na(+)-nucleoside cotransporter 3,BE0003672
hCNT3,BE0003672
OAT-RP-5,BE0003660
OATP-14,BE0003660
OATP-F,BE0003660
OATP14,BE0003660
OATP1C1,BE0003660
OATPF,BE0003660
OATPRP5,BE0003660
Organic anion transporter F,BE0003660
Organic anion transporter polypeptide-related protein 5,BE0003660
Organic anion-transporting polypeptide 14,BE0003660
SLC21A14,BE0003660
Solute carrier family 21 member 14,BE0003660
Thyroxine transporter,BE0003660
ABCB5 P-gp,BE0002369
P-glycoprotein ABCB5,BE0002369
PAT2,BE0004704
Proton/amino acid transporter 2,BE0004704
Solute carrier family 36 member 2,BE0004704
TRAMD1,BE0004704
Tramdorin-1,BE0004704
2.7.11.1,BE0004907
ACACA kinase,BE0004907
Acetyl-CoA carboxylase kinase,BE0004907
AMPK subunit alpha-1,BE0004907
AMPK1,BE0004907
HMGCR kinase,BE0004907
Hydroxymethylglutaryl-CoA reductase kinase,BE0004907
Tau-protein kinase PRKAA1,BE0004907
OATP-H,BE0003653
OATP-M1,BE0003653
OATP4C1,BE0003653
OATPX,BE0003653
Organic anion transporter M1,BE0003653
SLC21A20,BE0003653
Solute carrier family 21 member 20,BE0003653
Colon organic anion transporter,BE0003656
OATP-E,BE0003656
OATP-RP1,BE0003656
OATP1,BE0003656
OATP4A1,BE0003656
OATPE,BE0003656
OATPRP1,BE0003656
Organic anion transporter polypeptide-related protein 1,BE0003656
Organic anion-transporting polypeptide E,BE0003656
POAT,BE0003656
SLC21A12,BE0003656
Sodium-independent organic anion transporter E,BE0003656
Solute carrier family 21 member 12,BE0003656
OAT5,BE0003652
Organic anion transporter 5,BE0003652
OST-alpha,BE0003667
OSTA,BE0003667
Solute carrier family 51 subunit alpha,BE0003667
OST-beta,BE0003668
OSTB,BE0003668
Solute carrier family 51 subunit beta,BE0003668
OATP-D,BE0003661
OATP-RP3,BE0003661
OATP3A1,BE0003661
OATPD,BE0003661
OATPRP3,BE0003661
Organic anion transporter polypeptide-related protein 3,BE0003661
Organic anion-transporting polypeptide D,BE0003661
PGE1 transporter,BE0003661
SLC21A11,BE0003661
Sodium-independent organic anion transporter D,BE0003661
Solute carrier family 21 member 11,BE0003661
Anthracycline resistance-associated protein,BE0003640
ARA,BE0003640
ATP-binding cassette sub-family C member 6,BE0003640
MOAT-E,BE0003640
MRP6,BE0003640
Multi-specific organic anion transporter E,BE0003640
ENT4,BE0004775
hENT4,BE0004775
Plasma membrane monoamine transporter,BE0004775
PMAT,BE0004775
Solute carrier family 29 member 4,BE0004775
GABATR,BE0000249
GABT1,BE0000249
GAT-1,BE0000249
GAT1,BE0000249
Solute carrier family 6 member 1,BE0000249
GABT3,BE0004733
GAT-3,BE0004733
GAT3,BE0004733
Solute carrier family 6 member 11,BE0004733
NAT1,BE0000486
NET,BE0000486
NET1,BE0000486
Norepinephrine transporter,BE0000486
SLC6A5,BE0000486
Solute carrier family 6 member 2,BE0000486
Oct-3,BE0003665
Oct-4,BE0003665
OCT3,BE0003665
OCT4,BE0003665
Octamer-binding protein 3,BE0003665
Octamer-binding protein 4,BE0003665
Octamer-binding transcription factor 3,BE0003665
OTF-3,BE0003665
OTF3,BE0003665
5HT transporter,BE0000749
5HTT,BE0000749
HTT,BE0000749
SERT,BE0000749
Solute carrier family 6 member 4,BE0000749
76 kDa Ral-interacting protein,BE0004770
Dinitrophenyl S-glutathione ATPase,BE0004770
DNP-SG ATPase,BE0004770
Ral-interacting protein 1,BE0004770
RalBP1,BE0004770
RLIP1,BE0004770
RLIP76,BE0004770
CNT 1,BE0004705
CNT1,BE0004705
Concentrative nucleoside transporter 1,BE0004705
hCNT1,BE0004705
Na(+)/nucleoside cotransporter 1,BE0004705
Sodium-coupled nucleoside transporter 1,BE0004705
Solute carrier family 28 member 1,BE0004705
ENT1,BE0001204
Equilibrative NBMPR-sensitive nucleoside transporter,BE0001204
Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter,BE0001204
"Nucleoside transporter, es-type",BE0001204
Solute carrier family 29 member 1,BE0001204
36 kDa nucleolar protein HNP36,BE0004706
Delayed-early response protein 12,BE0004706
DER12,BE0004706
ENT2,BE0004706
Equilibrative NBMPR-insensitive nucleoside transporter,BE0004706
Equilibrative nitrobenzylmercaptopurine riboside-insensitive nucleoside transporter,BE0004706
HNP36,BE0004706
"Hydrophobic nucleolar protein, 36 kDa",BE0004706
"Nucleoside transporter, ei-type",BE0004706
Solute carrier family 29 member 2,BE0004706
Copper transporter 1,BE0003649
COPT1,BE0003649
CTR1,BE0003649
hCTR1,BE0003649
Solute carrier family 31 member 1,BE0003649
Copper transporter 2,BE0003662
COPT2,BE0003662
CTR2,BE0003662
hCTR2,BE0003662
Solute carrier family 31 member 2,BE0003662
3.6.3.54,BE0003664
Copper pump 2,BE0003664
PWD,BE0003664
WC1,BE0003664
Wilson disease-associated protein,BE0003664
WND,BE0003664
3.6.3.54,BE0003666
Copper pump 1,BE0003666
MC1,BE0003666
Menkes disease-associated protein,BE0003666
MNK,BE0003666
FLOT1,BE0004711
FOLT,BE0004711
IFC-1,BE0004711
Intestinal folate carrier 1,BE0004711
Placental folate transporter,BE0004711
Reduced folate carrier protein,BE0004711
RFC,BE0004711
RFC1,BE0004711
Solute carrier family 19 member 1,BE0004711
Adult folate-binding protein,BE0003405
FBP,BE0003405
Folate receptor 1,BE0003405
"Folate receptor, adult",BE0003405
FOLR,BE0003405
FR-alpha,BE0003405
KB cells FBP,BE0003405
Ovarian tumor-associated antigen MOv18,BE0003405
FBP,BE0000271
Folate receptor 2,BE0000271
"Folate receptor, fetal/placental",BE0000271
FR-beta,BE0000271
Placental folate-binding protein,BE0000271
Carnitine transporter 2,BE0003669
CT2,BE0003669
Flipt 2,BE0003669
FLIPT2,BE0003669
Fly-like putative transporter 2,BE0003669
OCT6,BE0003669
Organic cation transporter OKB1,BE0003669
Organic cation/carnitine transporter 6,BE0003669
SkM1,BE0002083
Sodium channel protein skeletal muscle subunit alpha,BE0002083
Sodium channel protein type IV subunit alpha,BE0002083
Voltage-gated sodium channel subunit alpha Nav1.4,BE0002083
ACCN2,BE0000353
"Amiloride-sensitive cation channel 2, neuronal",BE0000353
ASIC1,BE0000353
BNAC2,BE0000353
Brain sodium channel 2,BE0000353
KQT-like 2,BE0000897
Neuroblastoma-specific potassium channel subunit alpha KvLQT2,BE0000897
Voltage-gated potassium channel subunit Kv7.2,BE0000897
KQT-like 3,BE0002398
Potassium channel subunit alpha KvLQT3,BE0002398
Voltage-gated potassium channel subunit Kv7.3,BE0002398
ABC-C transporter,BE0003671
ABC3,BE0003671
ATP-binding cassette 3,BE0003671
ATP-binding cassette transporter 3,BE0003671
OATL4,BE0004782
Organic anion transporter 4-like protein,BE0004782
Renal-specific transporter,BE0004782
RST,BE0004782
URAT1,BE0004782
Urate anion exchanger 1,BE0004782
Glucose transporter type 9,BE0004783
GLUT-9,BE0004783
GLUT9,BE0004783
Monoamine transporter,BE0000118
Solute carrier family 18 member 2,BE0000118
SVMT,BE0000118
VAT2,BE0000118
Vesicular amine transporter 2,BE0000118
VMAT2,BE0000118
DA transporter,BE0000647
DAT1,BE0000647
Solute carrier family 6 member 3,BE0000647
Cellular retinoic acid-binding protein I,BE0000508
CRABP-I,BE0000508
RBP5,BE0000508
Cellular retinoic acid-binding protein II,BE0000782
CRABP-II,BE0000782
Basolateral Na-K-Cl symporter,BE0000281
Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 1,BE0000281
NKCC1,BE0000281
Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2,BE0000502
Kidney-specific Na-K-Cl symporter,BE0000502
NKCC2,BE0000502
Electroneutral potassium-chloride cotransporter 2,BE0000047
hKCC2,BE0000047
K-Cl cotransporter 2,BE0000047
KCC2,BE0000047
KIAA1176,BE0000047
Neuronal K-Cl cotransporter,BE0000047
Electroneutral potassium-chloride cotransporter 3,BE0000140
K-Cl cotransporter 3,BE0000140
KCC3,BE0000140
Electroneutral potassium-chloride cotransporter 4,BE0000276
K-Cl cotransporter 4,BE0000276
KCC4,BE0000276
Electroneutral potassium-chloride cotransporter 1,BE0000601
Erythroid K-Cl cotransporter 1,BE0000601
hKCC1,BE0000601
KCC1,BE0000601
High affinity sodium-glucose cotransporter,BE0004754
Na(+)/glucose cotransporter 1,BE0004754
NAGT,BE0004754
SGLT1,BE0004754
Solute carrier family 5 member 1,BE0004754
KIAA1616,BE0009808
Long transient receptor potential channel 3,BE0009808
LTrpC-3,BE0009808
LTRPC3,BE0009808
Melastatin-2,BE0009808
MLSN2,BE0009808
Multidrug resistance protein 2,BE0009791
KIAA1888,BE0003670
Protein FOAP-13,BE0009810
M-ABC1,BE0003673
MABC1,BE0003673
Mitochondrial ATP-binding cassette 1,BE0003673
cmlB,BE0001570
coa,BE0001570
cry,BE0001570
Outer membrane protein 1A,BE0001570
Outer membrane protein B,BE0001570
Outer membrane protein IA,BE0001570
Porin OmpF,BE0001570
tolF,BE0001570
meoA,BE0009852
Outer membrane protein 1B,BE0009852
Outer membrane protein C,BE0009852
par,BE0009852
Porin OmpC,BE0009852
CNT 2,BE0004781
CNT2,BE0004781
Concentrative nucleoside transporter 2,BE0004781
hCNT2,BE0004781
Na(+)/nucleoside cotransporter 2,BE0004781
Sodium-coupled nucleoside transporter 2,BE0004781
Sodium/purine nucleoside co-transporter,BE0004781
Solute carrier family 28 member 2,BE0004781
SPNT,BE0004781
APNH,BE0000752
APNH1,BE0000752
"Na(+)/H(+) antiporter, amiloride-sensitive",BE0000752
Na(+)/H(+) exchanger 1,BE0000752
NHE-1,BE0000752
NHE1,BE0000752
Solute carrier family 9 member 1,BE0000752
Amino acid transport system xc-,BE0000030
Calcium channel blocker resistance protein CCBR1,BE0000030
Solute carrier family 7 member 11,BE0000030
xCT,BE0000030
DA transporter,BE0009676
Dat,BE0009676
Dat1,BE0009676
Solute carrier family 6 member 3,BE0009676
Monoamine transporter,BE0009675
Solute carrier family 18 member 2,BE0009675
VAT2,BE0009675
Vesicular amine transporter 2,BE0009675
Vmat2,BE0009675
NF-A1,BE0009712
Oct-1,BE0009712
OCT1,BE0009712
Octamer-binding protein 1,BE0009712
Octamer-binding transcription factor 1,BE0009712
OTF-1,BE0009712
OTF1,BE0009712
Lymphoid-restricted immunoglobulin octamer-binding protein NF-A2,BE0004865
Oct-2,BE0004865
OCT2,BE0004865
Octamer-binding protein 2,BE0004865
Octamer-binding transcription factor 2,BE0004865
OTF-2,BE0004865
OTF2,BE0004865
Electroneutral potassium-chloride cotransporter 2,BE0009674
K-Cl cotransporter 2,BE0009674
Kcc2,BE0009674
Kiaa1176,BE0009674
mKCC2,BE0009674
Neuronal K-Cl cotransporter,BE0009674
ABCB2,BE0003109
APT1,BE0003109
ATP-binding cassette sub-family B member 2,BE0003109
Peptide supply factor 1,BE0003109
Peptide transporter involved in antigen processing 1,BE0003109
Peptide transporter PSF1,BE0003109
Peptide transporter TAP1,BE0003109
PSF-1,BE0003109
PSF1,BE0003109
Really interesting new gene 4 protein,BE0003109
RING4,BE0003109
Y3,BE0003109
kNBC1,BE0004675
Na(+)/HCO3(-) cotransporter,BE0004675
NBC,BE0004675
NBC1,BE0004675
NBCE1,BE0004675
Sodium bicarbonate cotransporter,BE0004675
Solute carrier family 4 member 4,BE0004675
Bicarbonate transporter,BE0004676
BT,BE0004676
Electroneutral Na/HCO(3) cotransporter,BE0004676
NBC2,BE0004676
NBC2B,BE0004676
NBC3,BE0004676
NBCn1,BE0004676
SBC2,BE0004676
SLC4A6,BE0004676
Sodium bicarbonate cotransporter 2,BE0004676
Sodium bicarbonate cotransporter 2b,BE0004676
Solute carrier family 4 member 7,BE0004676
Electroneutral Na(+)-driven Cl-HCO3 exchanger,BE0004680
k-NBC3,BE0004680
KIAA0739,BE0004680
NBC,BE0004680
NBC3,BE0004680
NDCBE1,BE0004680
Solute carrier family 4 member 8,BE0004680
NBC4,BE0004677
NBCe2,BE0004677
Solute carrier family 4 member 5,BE0004677
NCBE,BE0004683
Solute carrier family 4 member 10,BE0004683
"Glucose transporter type 2, liver",BE0001045
GLUT-2,BE0001045
GLUT2,BE0001045
Fructose transporter,BE0005216
"Glucose transporter type 5, small intestine",BE0005216
GLUT-5,BE0005216
GLUT5,BE0005216
Glucose transporter type 6,BE0005217
Glucose transporter type 9,BE0005217
GLUT-6,BE0005217
GLUT-9,BE0005217
GLUT9,BE0005217
Glucose transporter type 7,BE0005218
GLUT-7,BE0005218
GLUT7,BE0005218
Glucose transporter type 8,BE0005219
Glucose transporter type X1,BE0005219
GLUT-8,BE0005219
GLUT8,BE0005219
GLUTX1,BE0005219
Glucose transporter type 10,BE0005220
GLUT-10,BE0005220
GLUT10,BE0005220
Glucose transporter type 10,BE0005221
Glucose transporter type 11,BE0005221
GLUT-10,BE0005221
GLUT-11,BE0005221
GLUT10,BE0005221
GLUT11,BE0005221
Glucose transporter type 12,BE0005222
GLUT-12,BE0005222
GLUT12,BE0005222
GLUT8,BE0005222
Low affinity sodium-glucose cotransporter,BE0004753
Na(+)/glucose cotransporter 2,BE0004753
SGLT2,BE0004753
Solute carrier family 5 member 2,BE0004753
Solute carrier family 6 member 6,BE0009148
SOAT,BE0004710
Sodium-dependent organic anion transporter,BE0004710
HUT2,BE0004691
Solute carrier family 14 member 2,BE0004691
"Urea transporter, kidney",BE0004691
UT2,BE0004691
HUT11,BE0004692
JK,BE0004692
RACH1,BE0004692
Solute carrier family 14 member 1,BE0004692
"Urea transporter, erythrocyte",BE0004692
UT1,BE0004692
UTE,BE0004692
2.4.1.17,BE0003541
Bilirubin-specific UDPGT isozyme 1,BE0003541
GNT1,BE0003541
hUG-BR1,BE0003541
UDP-glucuronosyltransferase 1-A,BE0003541
UDP-glucuronosyltransferase 1A1,BE0003541
UDPGT 1-1,BE0003541
UGT-1A,BE0003541
UGT1,BE0003541
UGT1A,BE0003541
p90,BE0004850
T9,BE0004850
TR,BE0004850
Na(+)/I(-) cotransporter,BE0009346
Na(+)/I(-) symporter,BE0009346
NIS,BE0009346
Sodium-iodide symporter,BE0009346
Solute carrier family 5 member 5,BE0009346
PDS,BE0009874
