id,name,organism,known_action,position,parent_key
BE0000106,Solute carrier family 22 member 5,Humans,unknown,5,DB00182
BE0003647,Solute carrier family 22 member 2,Humans,unknown,12,DB00184
BE0003648,Solute carrier family 22 member 1,Humans,unknown,13,DB00184
BE0003650,Solute carrier family 22 member 3,Humans,unknown,14,DB00184
BE0000106,Solute carrier family 22 member 5,Humans,unknown,15,DB00184
BE0000757,Solute carrier family 22 member 4,Humans,unknown,16,DB00184
BE0001032,P-glycoprotein 1,Humans,no,8,DB00188
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,no,9,DB00188
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00196
BE0000703,Bile salt export pump,Humans,unknown,1,DB00197
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,2,DB00197
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,4,DB00198
BE0001018,Solute carrier family 15 member 1,Humans,unknown,5,DB00198
BE0003645,Solute carrier family 22 member 8,Humans,unknown,6,DB00198
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,1,DB00199
BE0000703,Bile salt export pump,Humans,no,1,DB00199
BE0001032,P-glycoprotein 1,Humans,no,1,DB00199
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,no,1,DB00199
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,2,DB00199
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,3,DB00199
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,20,DB00201
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,3,DB00203
BE0003639,Multidrug resistance-associated protein 5,Humans,unknown,4,DB00203
BE0003651,Multidrug resistance-associated protein 7,Humans,unknown,5,DB00203
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,8,DB00203
BE0001032,P-glycoprotein 1,Humans,unknown,9,DB00203
BE0003647,Solute carrier family 22 member 2,Humans,no,4,DB00204
BE0003657,Multidrug and toxin extrusion protein 1,Humans,no,5,DB00205
BE0004752,Multidrug and toxin extrusion protein 2,Humans,no,6,DB00205
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00206
BE0003648,Solute carrier family 22 member 1,Humans,unknown,2,DB00206
BE0000703,Bile salt export pump,Humans,unknown,3,DB00206
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,4,DB00206
BE0003647,Solute carrier family 22 member 2,Humans,unknown,5,DB00206
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,9,DB00206
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,10,DB00206
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00207
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,3,DB00207
BE0001018,Solute carrier family 15 member 1,Humans,unknown,3,DB00211
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00213
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,2,DB00213
BE0003645,Solute carrier family 22 member 8,Humans,unknown,3,DB00213
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,no,1,DB00214
BE0001032,P-glycoprotein 1,Humans,unknown,0,DB00215
BE0001032,P-glycoprotein 1,Humans,unknown,5,DB00216
BE0001032,P-glycoprotein 1,Humans,unknown,4,DB00220
BE0003648,Solute carrier family 22 member 1,Humans,unknown,10,DB00220
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,10,DB00220
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,11,DB00220
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,12,DB00220
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,14,DB00220
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,15,DB00220
BE0000703,Bile salt export pump,Humans,no,16,DB00220
BE0000703,Bile salt export pump,Humans,no,4,DB00222
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00224
BE0003648,Solute carrier family 22 member 1,Humans,unknown,2,DB00224
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,3,DB00224
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,4,DB00224
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,5,DB00224
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,6,DB00224
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,9,DB00224
BE0000703,Bile salt export pump,Humans,no,10,DB00224
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00227
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,3,DB00227
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,4,DB00227
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,7,DB00227
BE0000703,Bile salt export pump,Humans,no,8,DB00227
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,11,DB00227
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,12,DB00227
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00229
BE0003645,Solute carrier family 22 member 8,Humans,unknown,2,DB00229
BE0001054,Excitatory amino acid transporter 3,Humans,unknown,1,DB00230
BE0000222,Large neutral amino acids transporter small subunit 1,Humans,yes,3,DB00230
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00234
BE0001057,"Solute carrier family 2, facilitated glucose transporter member 1",Humans,unknown,8,DB00237
BE0003648,Solute carrier family 22 member 1,Humans,unknown,5,DB00238
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,11,DB00242
BE0003672,Solute carrier family 28 member 3,Humans,unknown,12,DB00242
BE0000703,Bile salt export pump,Humans,no,1,DB00243
BE0001032,P-glycoprotein 1,Humans,no,2,DB00243
BE0003657,Multidrug and toxin extrusion protein 1,Humans,unknown,10,DB00243
BE0004752,Multidrug and toxin extrusion protein 2,Humans,unknown,11,DB00243
BE0001032,P-glycoprotein 1,Humans,unknown,25,DB00246
BE0001032,P-glycoprotein 1,Humans,no,21,DB00248
BE0003660,Solute carrier organic anion transporter family member 1C1,Humans,unknown,6,DB00252
BE0001032,P-glycoprotein 1,Humans,unknown,7,DB00252
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,8,DB00252
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,4,DB00253
BE0001032,P-glycoprotein 1,Humans,unknown,5,DB00253
BE0003645,Solute carrier family 22 member 8,Humans,unknown,6,DB00253
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00254
BE0002369,ATP-binding cassette sub-family B member 5,Humans,unknown,2,DB00254
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,1,DB00255
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00255
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,14,DB00255
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,15,DB00255
BE0000703,Bile salt export pump,Humans,no,16,DB00255
BE0001032,P-glycoprotein 1,Humans,unknown,4,DB00257
BE0000703,Bile salt export pump,Humans,unknown,11,DB00257
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,12,DB00257
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,13,DB00257
BE0004704,Proton-coupled amino acid transporter 2,Humans,unknown,2,DB00260
BE0003647,Solute carrier family 22 member 2,Humans,unknown,2,DB00264
BE0000703,Bile salt export pump,Humans,no,8,DB00270
BE0001032,P-glycoprotein 1,Humans,unknown,12,DB00273
BE0004907,5'-AMP-activated protein kinase,Humans,unknown,13,DB00273
BE0001018,Solute carrier family 15 member 1,Humans,unknown,3,DB00274
BE0001134,Solute carrier family 15 member 2,Humans,unknown,4,DB00274
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,1,DB00275
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,2,DB00275
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,3,DB00275
BE0000703,Bile salt export pump,Humans,no,4,DB00275
BE0001032,P-glycoprotein 1,Humans,unknown,4,DB00276
BE0003646,Solute carrier family 22 member 7,Humans,unknown,1,DB00277
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,1,DB00279
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,2,DB00279
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,3,DB00279
BE0003653,Solute carrier organic anion transporter family member 4C1,Humans,unknown,4,DB00279
BE0003644,Sodium/bile acid cotransporter,Humans,unknown,5,DB00279
BE0003660,Solute carrier organic anion transporter family member 1C1,Humans,unknown,6,DB00279
BE0003656,Solute carrier organic anion transporter family member 4A1,Humans,unknown,7,DB00279
BE0003645,Solute carrier family 22 member 8,Humans,unknown,8,DB00279
BE0003654,Monocarboxylate transporter 10,Humans,unknown,9,DB00279
BE0001032,P-glycoprotein 1,Humans,unknown,10,DB00279
BE0000222,Large neutral amino acids transporter small subunit 1,Humans,unknown,11,DB00279
BE0003648,Solute carrier family 22 member 1,Humans,unknown,1,DB00280
BE0003647,Solute carrier family 22 member 2,Humans,unknown,2,DB00280
BE0000106,Solute carrier family 22 member 5,Humans,unknown,1,DB00281
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00281
BE0001032,P-glycoprotein 1,Humans,unknown,4,DB00285
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,5,DB00285
BE0001061,Canalicular multispecific organic anion transporter 2,Humans,unknown,1,DB00286
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,2,DB00286
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,3,DB00286
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,4,DB00286
BE0003644,Sodium/bile acid cotransporter,Humans,unknown,5,DB00286
BE0003652,Solute carrier family 22 member 10,Humans,unknown,6,DB00286
BE0003645,Solute carrier family 22 member 8,Humans,unknown,7,DB00286
BE0003660,Solute carrier organic anion transporter family member 1C1,Humans,unknown,8,DB00286
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,9,DB00286
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,10,DB00286
BE0001032,P-glycoprotein 1,Humans,unknown,11,DB00286
BE0001066,Solute carrier family 22 member 6,Humans,unknown,12,DB00286
BE0003667,Organic solute transporter subunit alpha,Humans,unknown,13,DB00286
BE0003668,Organic solute transporter subunit beta,Humans,unknown,14,DB00286
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,15,DB00286
BE0003656,Solute carrier organic anion transporter family member 4A1,Humans,unknown,16,DB00286
BE0003658,ATP-binding cassette sub-family C member 11,Humans,unknown,17,DB00286
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,18,DB00286
BE0000879,Solute carrier family 22 member 11,Humans,unknown,19,DB00286
BE0003661,Solute carrier organic anion transporter family member 3A1,Humans,unknown,20,DB00286
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,21,DB00286
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,2,DB00291
BE0001032,P-glycoprotein 1,Humans,no,4,DB00295
BE0001066,Solute carrier family 22 member 6,Humans,unknown,2,DB00300
BE0003645,Solute carrier family 22 member 8,Humans,unknown,3,DB00300
BE0003651,Multidrug resistance-associated protein 7,Humans,unknown,4,DB00300
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,5,DB00300
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,6,DB00300
BE0001032,P-glycoprotein 1,Humans,unknown,9,DB00300
BE0000703,Bile salt export pump,Humans,no,2,DB00301
BE0001134,Solute carrier family 15 member 2,Humans,unknown,2,DB00302
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00311
BE0001066,Solute carrier family 22 member 6,Humans,unknown,0,DB00313
BE0003645,Solute carrier family 22 member 8,Humans,unknown,0,DB00313
BE0000106,Solute carrier family 22 member 5,Humans,unknown,1,DB00313
BE0000669,Monocarboxylate transporter 1,Humans,unknown,8,DB00313
BE0003646,Solute carrier family 22 member 7,Humans,unknown,16,DB00313
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,27,DB00313
BE0001032,P-glycoprotein 1,Humans,no,5,DB00315
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00316
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00317
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,2,DB00317
BE0003648,Solute carrier family 22 member 1,Humans,unknown,3,DB00318
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00319
BE0003645,Solute carrier family 22 member 8,Humans,unknown,6,DB00319
BE0001032,P-glycoprotein 1,Humans,unknown,5,DB00320
BE0001032,P-glycoprotein 1,Humans,unknown,34,DB00321
BE0001061,Canalicular multispecific organic anion transporter 2,Humans,unknown,9,DB00328
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,10,DB00328
BE0003640,Multidrug resistance-associated protein 6,Humans,unknown,11,DB00328
BE0001032,P-glycoprotein 1,Humans,unknown,12,DB00328
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,13,DB00328
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,14,DB00328
BE0001066,Solute carrier family 22 member 6,Humans,unknown,15,DB00328
BE0003645,Solute carrier family 22 member 8,Humans,unknown,16,DB00328
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,17,DB00328
BE0003658,ATP-binding cassette sub-family C member 11,Humans,unknown,18,DB00328
BE0000879,Solute carrier family 22 member 11,Humans,unknown,19,DB00328
BE0003644,Sodium/bile acid cotransporter,Humans,unknown,20,DB00328
BE0003646,Solute carrier family 22 member 7,Humans,unknown,21,DB00328
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,24,DB00328
BE0000703,Bile salt export pump,Humans,no,25,DB00328
BE0003648,Solute carrier family 22 member 1,Humans,unknown,1,DB00331
BE0003647,Solute carrier family 22 member 2,Humans,unknown,2,DB00331
BE0003650,Solute carrier family 22 member 3,Humans,unknown,3,DB00331
BE0003657,Multidrug and toxin extrusion protein 1,Humans,unknown,4,DB00331
BE0004775,Equilibrative nucleoside transporter 4,Humans,unknown,5,DB00331
BE0004752,Multidrug and toxin extrusion protein 2,Humans,unknown,6,DB00331
BE0000106,Solute carrier family 22 member 5,Humans,unknown,2,DB00332
BE0000757,Solute carrier family 22 member 4,Humans,unknown,3,DB00332
BE0001032,P-glycoprotein 1,Humans,unknown,3,DB00333
BE0001032,P-glycoprotein 1,Humans,no,17,DB00334
BE0000703,Bile salt export pump,Humans,no,3,DB00335
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,9,DB00338
BE0001061,Canalicular multispecific organic anion transporter 2,Humans,unknown,9,DB00338
BE0001032,P-glycoprotein 1,Humans,unknown,9,DB00338
BE0001032,P-glycoprotein 1,Humans,yes,1,DB00341
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00342
BE0000703,Bile salt export pump,Humans,no,11,DB00342
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00343
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00344
BE0003647,Solute carrier family 22 member 2,Humans,unknown,1,DB00345
BE0000106,Solute carrier family 22 member 5,Humans,unknown,2,DB00345
BE0001066,Solute carrier family 22 member 6,Humans,unknown,3,DB00345
BE0003645,Solute carrier family 22 member 8,Humans,unknown,4,DB00345
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,5,DB00345
BE0000757,Solute carrier family 22 member 4,Humans,unknown,6,DB00345
BE0000879,Solute carrier family 22 member 11,Humans,unknown,7,DB00345
BE0003661,Solute carrier organic anion transporter family member 3A1,Humans,unknown,8,DB00345
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,9,DB00345
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,10,DB00345
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,11,DB00345
BE0000669,Monocarboxylate transporter 1,Humans,unknown,12,DB00345
BE0003646,Solute carrier family 22 member 7,Humans,unknown,13,DB00345
BE0000249,Sodium- and chloride-dependent GABA transporter 1,Humans,yes,1,DB00349
BE0004733,Sodium- and chloride-dependent GABA transporter 3,Humans,yes,2,DB00349
BE0001032,P-glycoprotein 1,Humans,unknown,3,DB00349
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00351
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,1,DB00352
BE0001032,P-glycoprotein 1,Humans,unknown,3,DB00358
BE0001032,P-glycoprotein 1,Humans,unknown,25,DB00363
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00365
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,2,DB00365
BE0001066,Solute carrier family 22 member 6,Humans,unknown,3,DB00365
BE0003647,Solute carrier family 22 member 2,Humans,unknown,4,DB00365
BE0000106,Solute carrier family 22 member 5,Humans,unknown,5,DB00365
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,6,DB00365
BE0000486,Sodium-dependent noradrenaline transporter,Humans,unknown,1,DB00368
BE0003647,Solute carrier family 22 member 2,Humans,unknown,2,DB00368
BE0003650,Solute carrier family 22 member 3,Humans,unknown,3,DB00368
