category,description,parent_key
function,protein homodimerization activity,BE0000936
function,receptor activity,BE0000936
function,transporter activity,BE0000936
process,cholesterol metabolic process,BE0000936
process,cobalamin metabolic process,BE0000936
process,cobalamin transport,BE0000936
process,lipoprotein metabolic process,BE0000936
process,lipoprotein transport,BE0000936
process,receptor-mediated endocytosis,BE0000936
process,small molecule metabolic process,BE0000936
process,steroid metabolic process,BE0000936
process,tissue homeostasis,BE0000936
process,vitamin D metabolic process,BE0000936
process,vitamin metabolic process,BE0000936
process,water-soluble vitamin metabolic process,BE0000936
component,apical plasma membrane,BE0000942
component,brush border membrane,BE0000942
component,coated pit,BE0000942
component,endocytic vesicle,BE0000942
component,endoplasmic reticulum,BE0000942
component,endosome,BE0000942
component,extracellular exosome,BE0000942
component,Golgi apparatus,BE0000942
component,integral component of membrane,BE0000942
component,lysosomal membrane,BE0000942
component,lysosome,BE0000942
component,plasma membrane,BE0000942
component,receptor complex,BE0000942
function,calcium ion binding,BE0000942
process,cell proliferation,BE0000942
process,endocytosis,BE0000942
process,forebrain development,BE0000942
process,lipid metabolic process,BE0000942
process,"phototransduction, visible light",BE0000942
process,protein glycosylation,BE0000942
process,receptor-mediated endocytosis,BE0000942
process,retinoid metabolic process,BE0000942
process,small molecule metabolic process,BE0000942
process,steroid metabolic process,BE0000942
process,vitamin D metabolic process,BE0000942
component,basolateral plasma membrane,BE0000785
component,extracellular exosome,BE0000785
component,integral component of plasma membrane,BE0000785
component,membrane,BE0000785
component,plasma membrane,BE0000785
function,ATP binding,BE0000785
function,ATPase activity,BE0000785
function,"ATPase activity, coupled to transmembrane movement of substances",BE0000785
function,transporter activity,BE0000785
process,arachidonic acid metabolic process,BE0000785
process,cobalamin metabolic process,BE0000785
process,leukotriene metabolic process,BE0000785
process,response to drug,BE0000785
process,small molecule metabolic process,BE0000785
process,transmembrane transport,BE0000785
process,transport,BE0000785
process,vitamin metabolic process,BE0000785
process,water-soluble vitamin metabolic process,BE0000785
component,basolateral plasma membrane,BE0003654
component,integral component of membrane,BE0003654
component,integral component of plasma membrane,BE0003654
component,plasma membrane,BE0003654
function,aromatic amino acid transmembrane transporter activity,BE0003654
function,thyroid hormone transmembrane transporter activity,BE0003654
function,transporter activity,BE0003654
process,amino acid transport,BE0003654
process,aromatic amino acid transport,BE0003654
process,ion transmembrane transport,BE0003654
process,ion transport,BE0003654
process,transmembrane transport,BE0003654
component,cytoplasm,BE0000440
component,integral component of plasma membrane,BE0000440
component,plasma membrane,BE0000440
function,lactate transmembrane transporter activity,BE0000440
function,pyruvate secondary active transmembrane transporter activity,BE0000440
function,pyruvate transmembrane transporter activity,BE0000440
function,symporter activity,BE0000440
process,lactate transmembrane transport,BE0000440
process,plasma membrane lactate transport,BE0000440
process,pyruvate transmembrane transport,BE0000440
process,transmembrane transport,BE0000440
component,centrosome,BE0000669
component,extracellular exosome,BE0000669
component,integral component of membrane,BE0000669
component,integral component of plasma membrane,BE0000669
component,membrane,BE0000669
component,mitochondrion,BE0000669
component,plasma membrane,BE0000669
function,lactate transmembrane transporter activity,BE0000669
function,mevalonate transmembrane transporter activity,BE0000669
function,monocarboxylic acid transmembrane transporter activity,BE0000669
function,organic cyclic compound binding,BE0000669
function,symporter activity,BE0000669
process,behavioral response to nutrient,BE0000669
process,blood coagulation,BE0000669
process,cellular metabolic process,BE0000669
process,cellular response to organic cyclic compound,BE0000669
process,centrosome organization,BE0000669
process,glucose homeostasis,BE0000669
process,leukocyte migration,BE0000669
process,lipid metabolic process,BE0000669
process,mevalonate transport,BE0000669
process,monocarboxylic acid transport,BE0000669
process,plasma membrane lactate transport,BE0000669
process,pyruvate metabolic process,BE0000669
process,regulation of insulin secretion,BE0000669
process,response to food,BE0000669
process,small molecule metabolic process,BE0000669
process,transmembrane transport,BE0000669
component,integral component of plasma membrane,BE0003655
component,membrane,BE0003655
component,plasma membrane,BE0003655
function,lipid transporter activity,BE0003655
function,prostaglandin transmembrane transporter activity,BE0003655
function,sodium-independent organic anion transmembrane transporter activity,BE0003655
process,anion transmembrane transport,BE0003655
process,lipid transport,BE0003655
process,prostaglandin transport,BE0003655
process,sodium-independent organic anion transport,BE0003655
process,transmembrane transport,BE0003655
component,actin cytoskeleton,BE0000449
component,integral component of plasma membrane,BE0000449
component,membrane,BE0000449
component,nuclear membrane,BE0000449
component,plasma membrane,BE0000449
function,lactate transmembrane transporter activity,BE0000449
function,monocarboxylic acid transmembrane transporter activity,BE0000449
function,poly(A) RNA binding,BE0000449
function,symporter activity,BE0000449
process,blood coagulation,BE0000449
process,cellular metabolic process,BE0000449
process,leukocyte migration,BE0000449
process,monocarboxylic acid transport,BE0000449
process,plasma membrane lactate transport,BE0000449
process,pyruvate metabolic process,BE0000449
process,small molecule metabolic process,BE0000449
process,transmembrane transport,BE0000449
component,brush border membrane,BE0000094
component,integral component of plasma membrane,BE0000094
component,membrane,BE0000094
component,plasma membrane,BE0000094
component,vesicle membrane,BE0000094
function,sodium-dependent multivitamin transmembrane transporter activity,BE0000094
process,biotin metabolic process,BE0000094
process,biotin transport,BE0000094
process,pantothenate metabolic process,BE0000094
process,pantothenate transmembrane transport,BE0000094
process,small molecule metabolic process,BE0000094
process,transmembrane transport,BE0000094
process,transport,BE0000094
process,vitamin metabolic process,BE0000094
process,water-soluble vitamin metabolic process,BE0000094
component,apical plasma membrane,BE0004708
component,extracellular exosome,BE0004708
component,integral component of membrane,BE0004708
component,plasma membrane,BE0004708
function,symporter activity,BE0004708
process,apoptotic process,BE0004708
process,ion transport,BE0004708
process,sodium ion transport,BE0004708
process,transmembrane transport,BE0004708
component,extracellular exosome,BE0003647
component,integral component of plasma membrane,BE0003647
component,membrane,BE0003647
component,plasma membrane,BE0003647
function,choline transmembrane transporter activity,BE0003647
function,dopamine transmembrane transporter activity,BE0003647
function,organic cation transmembrane transporter activity,BE0003647
function,quaternary ammonium group transmembrane transporter activity,BE0003647
process,ammonium transmembrane transport,BE0003647
process,body fluid secretion,BE0003647
process,choline transport,BE0003647
process,dopamine transport,BE0003647
process,drug transmembrane transport,BE0003647
process,neurotransmitter biosynthetic process,BE0003647
process,neurotransmitter secretion,BE0003647
process,organic cation transport,BE0003647
process,quaternary ammonium group transport,BE0003647
process,small molecule metabolic process,BE0003647
process,synaptic transmission,BE0003647
process,transmembrane transport,BE0003647
component,basolateral plasma membrane,BE0003648
component,integral component of plasma membrane,BE0003648
component,membrane,BE0003648
component,plasma membrane,BE0003648
function,acetylcholine transmembrane transporter activity,BE0003648
function,dopamine transmembrane transporter activity,BE0003648
function,norepinephrine transmembrane transporter activity,BE0003648
function,organic cation transmembrane transporter activity,BE0003648
function,quaternary ammonium group transmembrane transporter activity,BE0003648
function,secondary active organic cation transmembrane transporter activity,BE0003648
process,ammonium transmembrane transport,BE0003648
process,dopamine transport,BE0003648
process,drug transmembrane transport,BE0003648
process,epinephrine transport,BE0003648
process,establishment or maintenance of transmembrane electrochemical gradient,BE0003648
process,neurotransmitter transport,BE0003648
process,norepinephrine transport,BE0003648
process,organic cation transport,BE0003648
process,protein homooligomerization,BE0003648
process,quaternary ammonium group transport,BE0003648
process,small molecule metabolic process,BE0003648
process,transmembrane transport,BE0003648
component,integral component of plasma membrane,BE0003650
component,membrane,BE0003650
component,plasma membrane,BE0003650
function,dopamine transmembrane transporter activity,BE0003650
function,organic cation transmembrane transporter activity,BE0003650
function,quaternary ammonium group transmembrane transporter activity,BE0003650
function,toxin transporter activity,BE0003650
process,ammonium transmembrane transport,BE0003650
process,dopamine transport,BE0003650
process,drug transmembrane transport,BE0003650
process,histamine uptake,BE0003650
process,mitophagy in response to mitochondrial depolarization,BE0003650
process,organic cation transport,BE0003650
process,quaternary ammonium group transport,BE0003650
process,regulation of appetite,BE0003650
process,small molecule metabolic process,BE0003650
process,transmembrane transport,BE0003650
component,apical plasma membrane,BE0000106
component,brush border membrane,BE0000106
component,extracellular exosome,BE0000106
component,integral component of plasma membrane,BE0000106
component,plasma membrane,BE0000106
function,ATP binding,BE0000106
function,carnitine transmembrane transporter activity,BE0000106
function,cation,BE0000106
function,drug transmembrane transporter activity,BE0000106
function,PDZ domain binding,BE0000106
function,quaternary ammonium group transmembrane transporter activity,BE0000106
function,symporter activity,BE0000106
process,carnitine metabolic process,BE0000106
process,carnitine transmembrane transport,BE0000106
process,carnitine transport,BE0000106
process,drug transmembrane transport,BE0000106
process,drug transport,BE0000106
process,modified amino acid transport,BE0000106
process,positive regulation of intestinal epithelial structure maintenance,BE0000106
process,quaternary ammonium group transport,BE0000106
process,quorum sensing involved in interaction with host,BE0000106
process,sodium ion transport,BE0000106
process,sodium-dependent organic cation transport,BE0000106
process,transmembrane transport,BE0000106
component,apical plasma membrane,BE0000757
component,integral component of plasma membrane,BE0000757
component,mitochondrion,BE0000757
component,plasma membrane,BE0000757
function,ATP binding,BE0000757
function,carnitine transmembrane transporter activity,BE0000757
function,cation,BE0000757
function,nucleotide binding,BE0000757
function,PDZ domain binding,BE0000757
function,quaternary ammonium group transmembrane transporter activity,BE0000757
function,secondary active organic cation transmembrane transporter activity,BE0000757
function,symporter activity,BE0000757
process,body fluid secretion,BE0000757
process,carnitine metabolic process,BE0000757
process,carnitine transmembrane transport,BE0000757
process,carnitine transport,BE0000757
process,modified amino acid transport,BE0000757
process,organic cation transport,BE0000757
process,quaternary ammonium group transport,BE0000757
process,sodium ion transport,BE0000757
process,transmembrane transport,BE0000757
process,triglyceride metabolic process,BE0000757
component,extracellular exosome,BE0001059
component,integral component of membrane,BE0001059
component,membrane,BE0001059
component,mitochondrial outer membrane,BE0001059
component,mitochondrion,BE0001059
component,nucleoplasm,BE0001059
component,plasma membrane,BE0001059
function,choline transmembrane transporter activity,BE0001059
process,choline transport,BE0001059
process,glycerophospholipid biosynthetic process,BE0001059
process,phosphatidylcholine biosynthetic process,BE0001059
process,phospholipid metabolic process,BE0001059
process,small molecule metabolic process,BE0001059
process,transmembrane transport,BE0001059
component,extracellular exosome,BE0002182
component,integral component of membrane,BE0002182
component,plasma membrane,BE0002182
process,acetylcholine biosynthetic process,BE0002182
process,acetylcholine secretion,BE0002182
process,glycerophospholipid biosynthetic process,BE0002182
process,phosphatidylcholine biosynthetic process,BE0002182
process,phospholipid metabolic process,BE0002182
process,positive regulation of cell growth,BE0002182
process,small molecule metabolic process,BE0002182
process,transmembrane transport,BE0002182
component,extracellular exosome,BE0002183
component,integral component of membrane,BE0002183
component,lysosomal membrane,BE0002183
component,plasma membrane,BE0002183
function,choline transmembrane transporter activity,BE0002183
function,signal transducer activity,BE0002183
process,choline transport,BE0002183
process,glycerophospholipid biosynthetic process,BE0002183
process,phosphatidylcholine biosynthetic process,BE0002183
process,phospholipid metabolic process,BE0002183
process,positive regulation of I-kappaB kinase/NF-kappaB signaling,BE0002183
process,signal transduction,BE0002183
process,small molecule metabolic process,BE0002183
process,transmembrane transport,BE0002183
component,integral component of membrane,BE0002184
component,plasma membrane,BE0002184
process,glycerophospholipid biosynthetic process,BE0002184
process,phosphatidylcholine biosynthetic process,BE0002184
process,phospholipid metabolic process,BE0002184
process,small molecule metabolic process,BE0002184
process,transmembrane transport,BE0002184
component,integral component of membrane,BE0000696
component,neuronal cell body,BE0000696
component,plasma membrane,BE0000696
function,choline,BE0000696
function,choline binding,BE0000696
function,choline transmembrane transporter activity,BE0000696
process,acetylcholine biosynthetic process,BE0000696
process,neuromuscular synaptic transmission,BE0000696
process,neurotransmitter secretion,BE0000696
process,synaptic transmission,BE0000696
process,"synaptic transmission, cholinergic",BE0000696
process,transmembrane transport,BE0000696
component,apical plasma membrane,BE0000168
component,basal plasma membrane,BE0000168
component,cytoplasm,BE0000168
component,extracellular exosome,BE0000168
component,integral component of plasma membrane,BE0000168
component,intracellular organelle,BE0000168
component,membrane,BE0000168
component,plasma membrane,BE0000168
function,dehydroascorbic acid transporter activity,BE0000168
function,L-ascorbate,BE0000168
function,L-ascorbic acid transporter activity,BE0000168
function,nucleobase transmembrane transporter activity,BE0000168
function,sodium ion transmembrane transporter activity,BE0000168
function,sodium-dependent L-ascorbate transmembrane transporter activity,BE0000168
process,brain development,BE0000168
process,dehydroascorbic acid transport,BE0000168
process,L-ascorbic acid metabolic process,BE0000168
process,L-ascorbic acid transport,BE0000168
process,lung development,BE0000168
process,nucleobase transport,BE0000168
process,nucleobase-containing compound metabolic process,BE0000168
process,response to toxic substance,BE0000168
process,small molecule metabolic process,BE0000168
process,sodium ion transmembrane transport,BE0000168
process,sodium ion transport,BE0000168
process,transepithelial L-ascorbic acid transport,BE0000168
process,vitamin metabolic process,BE0000168
process,vitamin transmembrane transport,BE0000168
process,water-soluble vitamin metabolic process,BE0000168
component,apical plasma membrane,BE0009869
component,basal plasma membrane,BE0009869
component,basolateral plasma membrane,BE0009869
component,cytoplasm,BE0009869
component,integral component of membrane,BE0009869
component,integral component of plasma membrane,BE0009869
component,membrane,BE0009869
component,plasma membrane,BE0009869
function,L-ascorbic acid transmembrane transporter activity,BE0009869
function,nucleobase transmembrane transporter activity,BE0009869
function,sodium-dependent L-ascorbate transmembrane transporter activity,BE0009869
process,L-ascorbic acid metabolic process,BE0009869
process,L-ascorbic acid transmembrane transport,BE0009869
process,nucleobase transport,BE0009869
process,nucleobase-containing compound metabolic process,BE0009869
process,response to oxidative stress,BE0009869
process,transepithelial L-ascorbic acid transport,BE0009869
component,basolateral plasma membrane,BE0001057
component,blood microparticle,BE0001057
component,caveola,BE0001057
component,cell-cell junction,BE0001057
component,cortical actin cytoskeleton,BE0001057
component,cytosol,BE0001057
component,extracellular exosome,BE0001057
component,female pronucleus,BE0001057
component,Golgi membrane,BE0001057
component,integral component of plasma membrane,BE0001057
component,melanosome,BE0001057
component,membrane,BE0001057
component,midbody,BE0001057
component,plasma membrane,BE0001057
function,D-glucose transmembrane transporter activity,BE0001057
function,dehydroascorbic acid transporter activity,BE0001057
function,glucose transmembrane transporter activity,BE0001057
function,identical protein binding,BE0001057
function,protein self-association,BE0001057
function,xenobiotic transporter activity,BE0001057
process,carbohydrate metabolic process,BE0001057
process,cellular response to glucose starvation,BE0001057
process,energy reserve metabolic process,BE0001057
process,glucose transmembrane transport,BE0001057
process,glucose transport,BE0001057
process,hexose transport,BE0001057
process,L-ascorbic acid metabolic process,BE0001057
process,lactose biosynthetic process,BE0001057
process,protein complex assembly,BE0001057
process,regulation of insulin secretion,BE0001057
process,response to osmotic stress,BE0001057
process,small molecule metabolic process,BE0001057
process,transmembrane transport,BE0001057
process,vitamin metabolic process,BE0001057
process,water-soluble vitamin metabolic process,BE0001057
component,extracellular exosome,BE0004707
component,integral component of membrane,BE0004707
component,integral component of plasma membrane,BE0004707
component,plasma membrane,BE0004707
function,glucose binding,BE0004707
function,glucose transmembrane transporter activity,BE0004707
process,carbohydrate metabolic process,BE0004707
process,glucose transmembrane transport,BE0004707
process,glucose transport,BE0004707
process,hexose transport,BE0004707
process,L-ascorbic acid metabolic process,BE0004707
process,small molecule metabolic process,BE0004707
process,transmembrane transport,BE0004707
process,vitamin metabolic process,BE0004707
process,water-soluble vitamin metabolic process,BE0004707
component,clathrin-coated vesicle,BE0000893
component,coated pit,BE0000893
component,cytosol,BE0000893
component,endomembrane system,BE0000893
component,external side of plasma membrane,BE0000893
component,extracellular exosome,BE0000893
component,insulin-responsive compartment,BE0000893
component,integral component of plasma membrane,BE0000893
component,membrane,BE0000893
component,membrane raft,BE0000893
component,multivesicular body,BE0000893
component,perinuclear region of cytoplasm,BE0000893
component,plasma membrane,BE0000893
component,T-tubule,BE0000893
component,trans-Golgi network transport vesicle,BE0000893
component,vesicle membrane,BE0000893
function,D-glucose transmembrane transporter activity,BE0000893
function,glucose transmembrane transporter activity,BE0000893
process,amylopectin biosynthetic process,BE0000893
process,brown fat cell differentiation,BE0000893
process,carbohydrate metabolic process,BE0000893
process,cellular response to hypoxia,BE0000893
process,cellular response to insulin stimulus,BE0000893
process,cellular response to osmotic stress,BE0000893
process,glucose homeostasis,BE0000893
process,glucose import,BE0000893
process,glucose transmembrane transport,BE0000893
process,glucose transport,BE0000893
process,hexose transport,BE0000893
process,membrane organization,BE0000893
process,response to ethanol,BE0000893
process,small molecule metabolic process,BE0000893
process,transmembrane transport,BE0000893
component,extracellular exosome,BE0009870
component,integral component of membrane,BE0009870
component,integral component of plasma membrane,BE0009870
component,plasma membrane,BE0009870
function,amino acid,BE0009870
function,amino acid transmembrane transporter activity,BE0009870
function,L-amino acid transmembrane transporter activity,BE0009870
function,neutral amino acid transmembrane transporter activity,BE0009870
process,amino acid transmembrane transport,BE0009870
process,amino acid transport,BE0009870
process,neurotransmitter uptake,BE0009870
process,neutral amino acid transport,BE0009870
component,axon,BE0009871
component,brush border,BE0009871
component,dendrite,BE0009871
component,integral component of plasma membrane,BE0009871
component,neuronal cell body,BE0009871
component,plasma membrane,BE0009871
component,sarcolemma,BE0009871
function,amino acid transmembrane transporter activity,BE0009871
function,L-glutamine transmembrane transporter activity,BE0009871
function,symporter activity,BE0009871
process,alanine transport,BE0009871
process,amino acid transmembrane transport,BE0009871
process,amino acid transport,BE0009871
process,cellular response to amino acid starvation,BE0009871
process,cellular response to mechanical stimulus,BE0009871
process,cerebral cortex development,BE0009871
process,female pregnancy,BE0009871
process,glutamate secretion,BE0009871
process,glycine betaine transport,BE0009871
process,sodium ion transport,BE0009871
component,integral component of plasma membrane,BE0000285
component,plasma membrane,BE0000285
function,antiporter activity,BE0000285
function,L-alanine transmembrane transporter activity,BE0000285
function,L-asparagine transmembrane transporter activity,BE0000285
function,L-glutamine transmembrane transporter activity,BE0000285
function,L-histidine transmembrane transporter activity,BE0000285
function,symporter activity,BE0000285
process,amino acid transport,BE0000285
process,asparagine transport,BE0000285
process,cellular response to potassium ion starvation,BE0000285
process,glutamine transport,BE0000285
process,histidine transport,BE0000285
process,ion transport,BE0000285
process,L-alanine transport,BE0000285
process,L-histidine transmembrane transport,BE0000285
process,positive regulation of transcription from RNA polymerase II promoter in response to acidic pH,BE0000285
process,sodium ion transport,BE0000285
process,transmembrane transport,BE0000285
component,extracellular exosome,BE0000236
component,Golgi apparatus,BE0000236
component,integral component of plasma membrane,BE0000236
component,melanosome,BE0000236
component,membrane,BE0000236
component,plasma membrane,BE0000236
function,L-glutamine transmembrane transporter activity,BE0000236
function,neutral amino acid transmembrane transporter activity,BE0000236
function,receptor activity,BE0000236
function,sodium,BE0000236
function,virus receptor activity,BE0000236
process,amino acid transport,BE0000236
process,glutamine transport,BE0000236
process,ion transport,BE0000236
process,neutral amino acid transport,BE0000236
process,transmembrane transport,BE0000236
component,brush border membrane,BE0000423
component,extracellular exosome,BE0000423
component,integral component of membrane,BE0000423
component,integral component of plasma membrane,BE0000423
component,plasma membrane,BE0000423
component,vesicle,BE0000423
function,amino acid transmembrane transporter activity,BE0000423
function,neurotransmitter,BE0000423
process,amino acid transmembrane transport,BE0000423
process,amino acid transport,BE0000423
process,cellular amino acid metabolic process,BE0000423
process,ion transport,BE0000423
process,response to toxic substance,BE0000423
process,transmembrane transport,BE0000423
process,transport,BE0000423
component,basolateral plasma membrane,BE0004769
component,integral component of plasma membrane,BE0004769
component,plasma membrane,BE0004769
function,antiporter activity,BE0004769
function,basic amino acid transmembrane transporter activity,BE0004769
function,L-amino acid transmembrane transporter activity,BE0004769
process,amino acid transmembrane transport,BE0004769
process,amino acid transport,BE0004769
process,basic amino acid transmembrane transport,BE0004769
process,blood coagulation,BE0004769
process,cellular amino acid metabolic process,BE0004769
process,ion transport,BE0004769
process,L-alpha-amino acid transmembrane transport,BE0004769
process,L-amino acid transport,BE0004769
process,leukocyte migration,BE0004769
process,protein complex assembly,BE0004769
process,regulation of arginine metabolic process,BE0004769
process,transmembrane transport,BE0004769
process,transport,BE0004769
component,basolateral plasma membrane,BE0009872
component,integral component of plasma membrane,BE0009872
component,intracellular membrane-bounded organelle,BE0009872
component,plasma membrane,BE0009872
function,amino acid transmembrane transporter activity,BE0009872
function,antiporter activity,BE0009872
function,L-amino acid transmembrane transporter activity,BE0009872
process,amino acid transmembrane transport,BE0009872
process,amino acid transport,BE0009872
process,leukocyte migration,BE0009872
component,apical plasma membrane,BE0000222
component,cytoplasm,BE0000222
component,cytosol,BE0000222
component,extracellular exosome,BE0000222
component,integral component of plasma membrane,BE0000222
component,intracellular membrane-bounded organelle,BE0000222
component,membrane,BE0000222
component,plasma membrane,BE0000222
function,amino acid transmembrane transporter activity,BE0000222
function,antiporter activity,BE0000222
function,L-leucine transmembrane transporter activity,BE0000222
