id,name,organism,known_action,position,parent_key,inhibition-strength,induction-strength
BE0001273,Protein-glutamine gamma-glutamyltransferase E,Humans,unknown,20,DB00130,,
BE0002245,Protein-glutamine gamma-glutamyltransferase Z,Humans,unknown,21,DB00130,,
BE0000321,GMP synthase [glutamine-hydrolyzing],Humans,unknown,22,DB00130,,
BE0000219,Asparagine synthetase [glutamine-hydrolyzing],Humans,unknown,23,DB00130,,
BE0000273,Kynurenine--oxoglutarate transaminase 1,Humans,unknown,24,DB00130,,
BE0002235,Phosphoribosylformylglycinamidine synthase,Humans,unknown,25,DB00130,,
BE0002237,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",Humans,unknown,26,DB00130,,
BE0002238,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,Humans,unknown,27,DB00130,,
BE0002227,CAD protein,Humans,unknown,28,DB00130,,
BE0002242,Glutamine--tRNA ligase,Humans,unknown,29,DB00130,,
BE0002244,Glutamine-dependent NAD(+) synthetase,Humans,unknown,30,DB00130,,
BE0000352,AMP deaminase 1,Humans,unknown,1,DB00131,,
BE0000115,Adenine phosphoribosyltransferase,Humans,unknown,2,DB00131,,
BE0002240,Glutamine synthetase,Humans,unknown,,DB00134,unknown,
BE0002176,Methylenetetrahydrofolate reductase,Humans,unknown,,DB00134,unknown,
BE0000304,S-adenosylmethionine synthase isoform type-2,Humans,unknown,2,DB00134,,
BE0000432,"Methionine-R-sulfoxide reductase B2, mitochondrial",Humans,unknown,3,DB00134,,
BE0000407,S-adenosylmethionine synthase isoform type-1,Humans,unknown,4,DB00134,,
BE0000288,Methionine-R-sulfoxide reductase B1,Humans,unknown,5,DB00134,,
BE0000170,Mitochondrial peptide methionine sulfoxide reductase,Humans,unknown,6,DB00134,,
BE0000543,"Methionine--tRNA ligase, cytoplasmic",Humans,unknown,7,DB00134,,
BE0002248,"Methionine--tRNA ligase, mitochondrial",Humans,unknown,8,DB00134,,
BE0002178,Methionine adenosyltransferase 2 subunit beta,Humans,unknown,9,DB00134,,
BE0002249,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Humans,unknown,10,DB00134,,
BE0002250,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Humans,unknown,,DB00136,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00136,,unknown
BE0002257,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",Humans,unknown,1,DB00139,,
BE0000176,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Humans,unknown,2,DB00139,,
BE0000355,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",Humans,unknown,4,DB00139,,
BE0009980,Prolyl 4-hydroxylase,Humans,unknown,6,DB00139,,
BE0002195,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",Humans,unknown,7,DB00139,,
BE0002202,Prolyl 3-hydroxylase 1,Humans,unknown,11,DB00139,,
BE0002206,Prolyl 3-hydroxylase 2,Humans,unknown,12,DB00139,,
BE0002208,Prolyl 3-hydroxylase 3,Humans,unknown,13,DB00139,,
BE0002256,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",Humans,unknown,14,DB00139,,
BE0000528,Aspartyl/asparaginyl beta-hydroxylase,Humans,unknown,15,DB00139,,
BE0002198,Amine oxidase [flavin-containing] A,Humans,unknown,,DB00140,,
BE0002176,Methylenetetrahydrofolate reductase,Humans,unknown,,DB00140,,
BE0002189,Glutathione S-transferase A2,Humans,unknown,,DB00143,,
BE0002281,Glutathione S-transferase A1,Humans,unknown,,DB00143,,
BE0000010,"Aminomethyltransferase, mitochondrial",Humans,unknown,31,DB00145,,
BE0000618,"Glycine dehydrogenase [decarboxylating], mitochondrial",Humans,unknown,32,DB00145,,
BE0000737,"Dihydrolipoyl dehydrogenase, mitochondrial",Humans,unknown,33,DB00145,,
BE0002302,"Glycine cleavage system H protein, mitochondrial",Humans,unknown,34,DB00145,,
BE0000443,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Humans,unknown,1,DB00146,,
BE0002250,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Humans,unknown,2,DB00146,,
BE0003532,"Tryptophan 2,3-dioxygenase",Humans,unknown,,DB00150,,
BE0002151,Aromatic-L-amino-acid decarboxylase,Humans,unknown,,DB00150,,
BE0001343,Tryptophan--tRNA ligase,Geobacillus stearothermophilus,unknown,3,DB00150,unknown,
BE0002311,"Tryptophan--tRNA ligase, mitochondrial",Humans,unknown,4,DB00150,unknown,
BE0000121,Tryptophan 5-hydroxylase 1,Humans,unknown,5,DB00150,,
BE0000080,Tryptophan 5-hydroxylase 2,Humans,unknown,6,DB00150,,
BE0000228,"Tryptophan--tRNA ligase, cytoplasmic",Humans,unknown,7,DB00150,unknown,
BE0000693,"Indoleamine 2,3-dioxygenase 1",Humans,unknown,8,DB00150,,
BE0004673,Cytochrome P450 4B1,Humans,unknown,4,DB00152,,unknown
BE0000157,Thiamin pyrophosphokinase 1,Humans,unknown,7,DB00152,,
BE0009876,Ectonucleoside triphosphate diphosphohydrolase 5,Humans,unknown,8,DB00152,,
BE0009877,Thiamine-triphosphatase,Humans,unknown,9,DB00152,,
BE0002250,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Humans,no,,DB00153,,
BE0000443,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Humans,no,,DB00153,,
BE0000549,"Sterol 26-hydroxylase, mitochondrial",Humans,unknown,,DB00153,,
BE0000524,Vitamin D 25-hydroxylase,Humans,no,,DB00153,,
BE0009671,Ribulose-phosphate 3-epimerase,Humans,no,3,DB00153,,
BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",Humans,no,4,DB00153,,
BE0002204,Xanthine dehydrogenase/oxidase,Humans,unknown,,DB00157,,
BE0003539,Aldehyde oxidase,Humans,unknown,,DB00157,,
BE0003545,Alcohol dehydrogenase 6,Humans,unknown,,DB00157,,
BE0004352,Alcohol dehydrogenase [NADP(+)],Humans,unknown,1,DB00157,,
BE0000227,Alcohol dehydrogenase 1A,Humans,unknown,2,DB00157,,
BE0000400,Alcohol dehydrogenase 1B,Humans,unknown,3,DB00157,,
BE0000360,Alcohol dehydrogenase 4,Humans,unknown,4,DB00157,,
BE0000009,Alcohol dehydrogenase class-3,Humans,unknown,5,DB00157,,
BE0000522,Alcohol dehydrogenase class 4 mu/sigma chain,Humans,unknown,6,DB00157,,
BE0000265,Gamma-glutamyl hydrolase,Humans,unknown,1,DB00158,,
BE0002176,Methylenetetrahydrofolate reductase,Humans,unknown,2,DB00158,,
BE0000330,Dihydrofolate reductase,Humans,no,4,DB00158,,
BE0000223,Valine--tRNA ligase,Humans,unknown,2,DB00161,,
BE0000544,"Propionyl-CoA carboxylase beta chain, mitochondrial",Humans,unknown,3,DB00161,,
BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",Humans,unknown,4,DB00161,,
BE0003480,Cytochrome P450 26A1,Humans,unknown,1,DB00162,,unknown
BE0002189,Glutathione S-transferase A2,Humans,unknown,,DB00163,,unknown
BE0000814,Glutathione S-transferase P,Humans,unknown,1,DB00163,unknown,
BE0000815,Glutathione S-transferase omega-1,Humans,unknown,2,DB00163,unknown,
BE0000810,Glutathione S-transferase Mu 3,Humans,unknown,3,DB00163,,unknown
BE0000166,Glutamate--cysteine ligase catalytic subunit,Humans,unknown,4,DB00163,,unknown
BE0001184,NAD(P)H dehydrogenase [quinone] 1,Humans,unknown,5,DB00163,,unknown
BE0000735,Heme oxygenase 1,Humans,unknown,6,DB00163,,unknown
BE0002390,Superoxide dismutase [Cu-Zn],Humans,unknown,7,DB00163,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,15,DB00163,,unknown
BE0003543,Cytochrome P450 1A1,Humans,no,2,DB00165,unknown,
BE0000042,Pyridoxal kinase,Humans,yes,4,DB00165,,
BE0000278,Pyridoxal phosphate phosphatase,Humans,unknown,5,DB00165,,
BE0003546,"Alkaline phosphatase, tissue-nonspecific isozyme",Humans,unknown,7,DB00165,,
BE0002364,NADPH--cytochrome P450 reductase,Humans,unknown,,DB00166,unknown,
BE0000524,Vitamin D 25-hydroxylase,Humans,unknown,1,DB00169,,
BE0000549,"Sterol 26-hydroxylase, mitochondrial",Humans,unknown,2,DB00169,,
BE0003683,Cytochrome P450 2J2,Humans,unknown,3,DB00169,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,4,DB00169,,
BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",Humans,unknown,5,DB00169,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,6,DB00169,unknown,
BE0002887,Cytochrome P450 2C8,Humans,unknown,7,DB00169,unknown,
BE0002204,Xanthine dehydrogenase/oxidase,Humans,unknown,,DB00170,,
BE0003539,Aldehyde oxidase,Humans,unknown,,DB00170,unknown,
BE0002176,Methylenetetrahydrofolate reductase,Humans,unknown,,DB00170,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,,DB00170,unknown,unknown
BE0002433,Cytochrome P450 1A2,Humans,unknown,11,DB00170,,unknown
BE0003336,Cytochrome P450 2A6,Humans,unknown,12,DB00170,unknown,
BE0003540,Adenosine kinase,Humans,unknown,,DB00171,,
BE0002330,"Proline dehydrogenase 1, mitochondrial",Humans,unknown,,DB00172,,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,unknown,,DB00173,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB00176,moderate,
BE0002433,Cytochrome P450 1A2,Humans,unknown,2,DB00176,strong,
BE0003543,Cytochrome P450 1A1,Humans,unknown,3,DB00176,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,4,DB00176,unknown,
BE0004866,Cytochrome P450 3A Subfamily,Humans,unknown,5,DB00176,moderate,
BE0002793,Cytochrome P450 2C9,Humans,no,6,DB00176,moderate,
BE0003536,Cytochrome P450 2C19,Humans,no,7,DB00176,strong,
BE0003549,Cytochrome P450 2B6,Humans,unknown,8,DB00176,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00177,,
BE0002180,Cholinesterase,Humans,unknown,3,DB00178,unknown,
BE0000248,Arachidonate 5-lipoxygenase,Humans,yes,2,DB00179,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00180,,unknown
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB00182,,
BE0003336,Cytochrome P450 2A6,Humans,unknown,6,DB00182,weak,
BE0002180,Cholinesterase,Humans,unknown,1,DB00183,,unknown
BE0003336,Cytochrome P450 2A6,Humans,unknown,,DB00184,unknown,
BE0003533,Cytochrome P450 2E1,Humans,unknown,,DB00184,unknown,unknown
BE0003534,Cytochrome P450 2A13,Humans,unknown,,DB00184,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,,DB00184,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,17,DB00184,,unknown
BE0002433,Cytochrome P450 1A2,Humans,unknown,18,DB00184,,unknown
BE0003536,Cytochrome P450 2C19,Humans,unknown,19,DB00184,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,20,DB00184,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,21,DB00184,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,22,DB00184,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,23,DB00184,,
BE0002198,Amine oxidase [flavin-containing] A,Humans,unknown,24,DB00184,unknown,
BE0002196,Amine oxidase [flavin-containing] B,Humans,unknown,25,DB00184,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB00185,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB00185,,
BE0003609,Dimethylaniline monooxygenase [N-oxide-forming] 1,Humans,unknown,3,DB00185,,
BE0004696,UDP-glucuronosyltransferase 2B15,Humans,unknown,2,DB00186,,
BE0002638,Cytochrome P450 3A4,Humans,no,3,DB00186,,
BE0002363,Cytochrome P450 2D6,Humans,no,1,DB00187,,
BE0002638,Cytochrome P450 3A4,Humans,no,1,DB00188,,
BE0003536,Cytochrome P450 2C19,Humans,no,2,DB00188,weak,
BE0002363,Cytochrome P450 2D6,Humans,unknown,3,DB00188,,
BE0002433,Cytochrome P450 1A2,Humans,no,4,DB00188,unknown,
BE0002793,Cytochrome P450 2C9,Humans,no,5,DB00188,unknown,
BE0002638,Cytochrome P450 3A4,Humans,no,7,DB00191,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB00193,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00193,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,7,DB00193,,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,10,DB00193,,
BE0002214,Adenosine deaminase,Humans,unknown,,DB00194,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB00195,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,2,DB00195,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00196,moderate,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00196,strong,
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB00196,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,3,DB00196,weak,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00197,,unknown
BE0002887,Cytochrome P450 2C8,Humans,unknown,,DB00197,moderate,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,unknown,,DB00197,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB00197,unknown,
BE0002090,Cytochrome P450 19A1,Humans,unknown,5,DB00197,unknown,
BE0003543,Cytochrome P450 1A1,Humans,unknown,6,DB00197,,unknown
BE0003549,Cytochrome P450 2B6,Humans,unknown,7,DB00197,,unknown
BE0002793,Cytochrome P450 2C9,Humans,unknown,8,DB00197,moderate,
BE0002362,Cytochrome P450 3A5,Humans,unknown,9,DB00197,unknown,
BE0003612,Cytochrome P450 3A7,Humans,unknown,10,DB00197,unknown,
BE0003677,UDP-glucuronosyltransferase 1-3,Humans,unknown,11,DB00197,,
BE0003544,UDP-glucuronosyltransferase 1-4,Humans,unknown,12,DB00197,,
BE0004694,UDP-glucuronosyltransferase 1-6,Humans,unknown,13,DB00197,unknown,
BE0004695,UDP-glucuronosyltransferase 1-7,Humans,unknown,14,DB00197,,
BE0003682,UDP-glucuronosyltransferase 1-8,Humans,unknown,15,DB00197,,
BE0003538,UDP-glucuronosyltransferase 1-9,Humans,unknown,16,DB00197,,
BE0003678,UDP-glucuronosyltransferase 1-10,Humans,unknown,17,DB00197,,
BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown,18,DB00197,,
BE0004696,UDP-glucuronosyltransferase 2B15,Humans,unknown,19,DB00197,,
BE0002705,Liver carboxylesterase 1,Humans,yes,7,DB00198,,
BE0002638,Cytochrome P450 3A4,Humans,no,,DB00199,moderate,
BE0003612,Cytochrome P450 3A7,Humans,no,,DB00199,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,1,DB00199,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,1,DB00201,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB00201,,
BE0003533,Cytochrome P450 2E1,Humans,no,4,DB00201,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,5,DB00201,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,6,DB00201,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,7,DB00201,unknown,
BE0001111,Cytochrome P450 1B1,Humans,unknown,8,DB00201,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,9,DB00201,,
BE0002180,Cholinesterase,Humans,unknown,,DB00202,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00203,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,2,DB00203,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,3,DB00203,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB00203,weak,
BE0003536,Cytochrome P450 2C19,Humans,unknown,5,DB00203,weak,
BE0002363,Cytochrome P450 2D6,Humans,unknown,6,DB00203,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,7,DB00203,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00204,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,3,DB00205,weak,
BE0002362,Cytochrome P450 3A5,Humans,unknown,6,DB00206,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB00207,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,1,DB00208,moderate,
BE0002363,Cytochrome P450 2D6,Humans,unknown,2,DB00208,unknown,
BE0001075,Myeloperoxidase,Humans,unknown,3,DB00208,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB00208,weak,
BE0002887,Cytochrome P450 2C8,Humans,unknown,5,DB00208,weak,
BE0002433,Cytochrome P450 1A2,Humans,unknown,6,DB00208,unknown,
BE0003549,Cytochrome P450 2B6,Humans,unknown,7,DB00208,moderate,
BE0003533,Cytochrome P450 2E1,Humans,unknown,8,DB00208,weak,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB00209,weak,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB00211,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB00213,weak,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00213,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,,DB00214,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00214,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,0,DB00215,weak,
BE0003536,Cytochrome P450 2C19,Humans,unknown,3,DB00215,weak,
BE0002363,Cytochrome P450 2D6,Humans,unknown,3,DB00215,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,3,DB00215,weak,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00216,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB00216,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,2,DB00216,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,3,DB00216,,
BE0003336,Cytochrome P450 2A6,Humans,unknown,4,DB00216,,unknown
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,4,DB00216,,
BE0002433,Cytochrome P450 1A2,Humans,no,1,DB00218,moderate,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00220,strong,
BE0003612,Cytochrome P450 3A7,Humans,unknown,2,DB00220,strong,
BE0002362,Cytochrome P450 3A5,Humans,unknown,3,DB00220,strong,
BE0003549,Cytochrome P450 2B6,Humans,unknown,5,DB00220,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,6,DB00220,,unknown
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,7,DB00220,,unknown
BE0002793,Cytochrome P450 2C9,Humans,no,8,DB00220,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,9,DB00220,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00222,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00224,strong,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB00224,weak,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB00224,weak,
BE0002363,Cytochrome P450 2D6,Humans,unknown,7,DB00224,unknown,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,unknown,8,DB00224,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00227,moderate,
BE0003562,Serum paraoxonase/lactonase 3,Humans,unknown,2,DB00227,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,3,DB00227,,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,4,DB00227,,
BE0003677,UDP-glucuronosyltransferase 1-3,Humans,unknown,5,DB00227,,
BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown,6,DB00227,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,10,DB00227,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,,DB00228,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00231,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,2,DB00231,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,3,DB00231,,
BE0001075,Myeloperoxidase,Humans,unknown,5,DB00233,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00234,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB00234,weak,
BE0003549,Cytochrome P450 2B6,Humans,unknown,,DB00238,,strong
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00238,,weak
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB00238,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00238,,unknown
BE0003336,Cytochrome P450 2A6,Humans,unknown,,DB00238,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB00238,weak,
BE0002433,Cytochrome P450 1A2,Humans,unknown,4,DB00238,weak,
BE0003612,Cytochrome P450 3A7,Humans,unknown,6,DB00238,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,3,DB00239,,unknown
BE0003536,Cytochrome P450 2C19,Humans,unknown,4,DB00239,,
BE0002638,Cytochrome P450 3A4,Humans,no,2,DB00240,,
BE0002804,Deoxycytidine kinase,Humans,unknown,,DB00242,,
BE0002638,Cytochrome P450 3A4,Humans,no,,DB00243,weak,
BE0002363,Cytochrome P450 2D6,Humans,no,,DB00243,weak,
BE0003608,Arylamine N-acetyltransferase 1,Humans,unknown,9,DB00244,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00246,,
BE0003539,Aldehyde oxidase,Humans,yes,23,DB00246,,
BE0002638,Cytochrome P450 3A4,Humans,no,9,DB00247,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00248,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB00250,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00250,,
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,Humans,unknown,,DB00250,,
