id,name,organism,known_action,position,parent_key
BE0010008,Somatostatin receptor,Humans,yes,3,DB00104
BE0000385,Interferon alpha/beta receptor 2,Humans,yes,,DB00105
BE0000661,Interferon alpha/beta receptor 1,Humans,yes,,DB00105
BE0000203,Gonadotropin-releasing hormone receptor,Humans,yes,,DB00106
BE0000844,Oxytocin receptor,Humans,yes,1,DB00107
BE0000751,Oxytocin-neurophysin 1,Humans,unknown,2,DB00107
BE0000590,Integrin alpha-4,Humans,yes,1,DB00108
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,Humans,unknown,2,DB00108
BE0001085,Intercellular adhesion molecule 1,Humans,unknown,3,DB00108
BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown,4,DB00108
BE0000398,Envelope glycoprotein,Human immunodeficiency virus 1,yes,,DB00109
BE0000686,Fusion glycoprotein F0,Human respiratory syncytial virus B (strain 18537),yes,,DB00110
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,Humans,unknown,,DB00110
BE0002093,Complement C1r subcomponent,Humans,unknown,,DB00110
BE0002094,Complement C1q subcomponent subunit A,Humans,unknown,,DB00110
BE0002095,Complement C1q subcomponent subunit B,Humans,unknown,,DB00110
BE0002096,Complement C1q subcomponent subunit C,Humans,unknown,,DB00110
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,Humans,unknown,,DB00110
BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown,,DB00110
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,Humans,unknown,,DB00110
BE0000658,Interleukin-2 receptor subunit alpha,Humans,yes,1,DB00111
BE0000651,Interleukin-2 receptor subunit beta,Humans,yes,2,DB00111
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,Humans,unknown,3,DB00111
BE0002093,Complement C1r subcomponent,Humans,unknown,4,DB00111
BE0002094,Complement C1q subcomponent subunit A,Humans,unknown,5,DB00111
BE0002095,Complement C1q subcomponent subunit B,Humans,unknown,6,DB00111
BE0002096,Complement C1q subcomponent subunit C,Humans,unknown,7,DB00111
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,Humans,unknown,8,DB00111
BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown,9,DB00111
BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,Humans,unknown,10,DB00111
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,Humans,unknown,11,DB00111
BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,Humans,unknown,12,DB00111
BE0000163,Vascular endothelial growth factor A,Humans,yes,1,DB00112
BE0002094,Complement C1q subcomponent subunit A,Humans,unknown,2,DB00112
BE0002095,Complement C1q subcomponent subunit B,Humans,unknown,3,DB00112
BE0002096,Complement C1q subcomponent subunit C,Humans,unknown,4,DB00112
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,Humans,unknown,5,DB00112
BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown,6,DB00112
BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,Humans,unknown,7,DB00112
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,Humans,unknown,8,DB00112
BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,Humans,unknown,9,DB00112
BE0000107,Carcinoembryonic antigen-related cell adhesion molecule 1,Humans,unknown,,DB00113
BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",Humans,unknown,1,DB00114
BE0000378,Glutamate decarboxylase 1,Humans,unknown,2,DB00114
BE0000323,Cystathionine beta-synthase,Humans,unknown,3,DB00114
BE0000392,Kynureninase,Humans,unknown,4,DB00114
BE0000331,"Serine hydroxymethyltransferase, cytosolic",Humans,unknown,5,DB00114
BE0000151,"Cysteine desulfurase, mitochondrial",Humans,unknown,6,DB00114
BE0000529,"Aspartate aminotransferase, cytoplasmic",Humans,unknown,7,DB00114
BE0000424,"Ornithine aminotransferase, mitochondrial",Humans,unknown,8,DB00114
BE0000404,Ornithine decarboxylase,Humans,unknown,9,DB00114
BE0000727,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Humans,unknown,10,DB00114
BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",Humans,unknown,11,DB00114
BE0000181,Pyridoxine-5'-phosphate oxidase,Humans,unknown,12,DB00114
BE0000778,Sphingosine-1-phosphate lyase 1,Humans,unknown,13,DB00114
BE0000692,Tyrosine aminotransferase,Humans,unknown,14,DB00114
BE0000273,Kynurenine--oxoglutarate transaminase 1,Humans,unknown,15,DB00114
BE0000007,"Glycogen phosphorylase, liver form",Humans,unknown,16,DB00114
BE0000660,Serine palmitoyltransferase 2,Humans,unknown,17,DB00114
BE0000079,Cysteine sulfinic acid decarboxylase,Humans,unknown,18,DB00114
BE0000002,Histidine decarboxylase,Humans,unknown,19,DB00114
BE0000448,Arginine decarboxylase,Humans,unknown,20,DB00114
BE0000164,L-serine dehydratase/L-threonine deaminase,Humans,unknown,21,DB00114
BE0000518,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",Humans,unknown,22,DB00114
BE0000618,"Glycine dehydrogenase [decarboxylating], mitochondrial",Humans,unknown,23,DB00114
BE0000667,Alanine aminotransferase 1,Humans,unknown,24,DB00114
BE0000603,Phosphoserine aminotransferase,Humans,unknown,25,DB00114
BE0000409,"5-aminolevulinate synthase, nonspecific, mitochondrial",Humans,unknown,26,DB00114
BE0000316,Serine--pyruvate aminotransferase,Humans,unknown,27,DB00114
BE0000278,Pyridoxal phosphate phosphatase,Humans,unknown,28,DB00114
BE0000441,Serine palmitoyltransferase 1,Humans,unknown,29,DB00114
BE0000791,Cystathionine gamma-lyase,Humans,unknown,30,DB00114
BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",Humans,unknown,31,DB00114
BE0000721,"Branched-chain-amino-acid aminotransferase, mitochondrial",Humans,unknown,32,DB00114
BE0002149,Proline synthase co-transcribed bacterial homolog protein,Humans,unknown,33,DB00114
BE0000383,"Aspartate aminotransferase, mitochondrial",Humans,unknown,34,DB00114
BE0002150,"Glycogen phosphorylase, brain form",Humans,unknown,35,DB00114
BE0000916,"Glycogen phosphorylase, muscle form",Humans,unknown,36,DB00114
BE0002151,Aromatic-L-amino-acid decarboxylase,Humans,unknown,37,DB00114
BE0002152,Aspartate aminotransferase,Humans,unknown,39,DB00114
BE0002154,Serine hydroxymethyltransferase,Humans,unknown,40,DB00114
BE0002155,Selenocysteine lyase variant,Humans,unknown,41,DB00114
BE0002156,Phosphorylase,Humans,unknown,42,DB00114
BE0002158,5-aminolevulinate synthase,Humans,unknown,43,DB00114
BE0002159,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",Humans,unknown,44,DB00114
BE0002160,DDC protein,Humans,unknown,45,DB00114
BE0002162,Kynurenine--oxoglutarate transaminase 3,Humans,unknown,46,DB00114
BE0002163,Glutamate decarboxylase-like protein 1,Humans,unknown,47,DB00114
BE0004605,Selenocysteine lyase,Humans,unknown,48,DB00114
BE0004612,Immunoglobulin superfamily member 10,Humans,unknown,49,DB00114
BE0002164,5-phosphohydroxy-L-lysine phospho-lyase,Humans,unknown,50,DB00114
BE0002165,"Glutamate decarboxylase 1 (Brain, 67kDa)",Humans,unknown,51,DB00114
BE0000292,"Serine hydroxymethyltransferase, mitochondrial",Humans,unknown,52,DB00114
BE0000898,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",Humans,unknown,53,DB00114
BE0002166,Alanine aminotransferase 2,Humans,unknown,54,DB00114
BE0002167,Molybdenum cofactor sulfurase,Humans,unknown,55,DB00114
BE0002168,Serine dehydratase-like,Humans,unknown,56,DB00114
BE0002170,Hepatic peroxysomal alanine:glyoxylate aminotransferase,Humans,unknown,57,DB00114
BE0000388,Serine racemase,Humans,unknown,58,DB00114
BE0002171,O-phosphoseryl-tRNA(Sec) selenium transferase,Humans,unknown,59,DB00114
BE0002172,Serine palmitoyltransferase 3,Humans,unknown,60,DB00114
BE0002173,Glutamic acid decarboxylase,Humans,unknown,61,DB00114
BE0002174,Alanine-glyoxylate aminotransferase homolog,Humans,unknown,62,DB00114
BE0000734,Methionine synthase,Humans,yes,1,DB00115
BE0000777,"Methylmalonyl-CoA mutase, mitochondrial",Humans,yes,2,DB00115
BE0000763,Methionine synthase reductase,Humans,unknown,3,DB00115
BE0000320,"Methylmalonic aciduria type A protein, mitochondrial",Humans,unknown,4,DB00115
BE0002175,Methylmalonic aciduria and homocystinuria type C protein,Humans,unknown,5,DB00115
BE0002176,Methylenetetrahydrofolate reductase,Humans,unknown,8,DB00115
BE0000617,"C-1-tetrahydrofolate synthase, cytoplasmic",Humans,unknown,,DB00116
