resource,url,parent_key
Drugs.com,http://www.drugs.com/cdi/coagulation-factor-viia-recombinant.html,DB00036
RxList,http://www.rxlist.com/cgi/generic3/oprelvek.htm,DB00038
Drugs.com,http://www.drugs.com/cdi/oprelvekin.html,DB00038
RxList,http://www.rxlist.com/cgi/generic/kepivance.htm,DB00039
Drugs.com,http://www.drugs.com/cdi/palifermin.html,DB00039
RxList,http://www.rxlist.com/cgi/generic2/gluca.htm,DB00040
Drugs.com,http://www.drugs.com/cdi/glucagon.html,DB00040
RxList,http://www.rxlist.com/cgi/generic2/aldesleukin.htm,DB00041
Drugs.com,http://www.drugs.com/cdi/aldesleukin.html,DB00041
RxList,http://www.rxlist.com/cgi/generic/botulinumtoxin.htm,DB00042
Drugs.com,http://www.drugs.com/cdi/botulinum-toxin-type-b.html,DB00042
RxList,http://www.rxlist.com/cgi/generic/xolair.htm,DB00043
Drugs.com,http://www.drugs.com/cdi/omalizumab.html,DB00043
Drugs.com,http://www.drugs.com/cdi/lutropin-alfa.html,DB00044
RxList,http://www.rxlist.com/cgi/generic/insulinlispro.htm,DB00046
Drugs.com,http://www.drugs.com/mtm/insulin-lispro.html,DB00046
RxList,http://www.rxlist.com/cgi/generic2/lantus.htm,DB00047
Drugs.com,http://www.drugs.com/cdi/insulin-glargine-cartridge-systems.html,DB00047
RxList,http://www.rxlist.com/cgi/generic3/collagenase.htm,DB00048
Drugs.com,http://www.drugs.com/cdi/collagenase-ointment.html,DB00048
RxList,http://www.rxlist.com/cgi/generic3/elitek.htm,DB00049
Drugs.com,http://www.drugs.com/cdi/rasburicase.html,DB00049
RxList,http://www.rxlist.com/cgi/generic2/cetrorelix.htm,DB00050
Drugs.com,http://www.drugs.com/cdi/cetrorelix-acetate.html,DB00050
RxList,http://www.rxlist.com/cgi/generic3/humira.htm,DB00051
Drugs.com,http://www.drugs.com/cdi/adalimumab.html,DB00051
RxList,http://www.rxlist.com/cgi/generic3/nutropin.htm,DB00052
Drugs.com,http://www.drugs.com/cdi/somatropin-rdna-origin-nonrefrigerated.html,DB00052
RxList,http://www.rxlist.com/cgi/generic2/imiglucerase.htm,DB00053
Drugs.com,http://www.drugs.com/cdi/imiglucerase.html,DB00053
RxList,http://www.rxlist.com/reopro-drug.htm,DB00054
Drugs.com,http://www.drugs.com/cdi/abciximab.html,DB00054
RxList,http://www.rxlist.com/cgi/generic/drotrecogin.htm,DB00055
Drugs.com,http://www.drugs.com/cdi/drotrecogin-alfa.html,DB00055
RxList,http://www.rxlist.com/cgi/generic2/gemtuzumab.htm,DB00056
Drugs.com,http://www.drugs.com/cdi/gemtuzumab-ozogamicin.html,DB00056
RxList,http://www.rxlist.com/cgi/generic3/zemaira.htm,DB00058
RxList,http://www.rxlist.com/cgi/generic2/pegaspargase.htm,DB00059
Drugs.com,http://www.drugs.com/cdi/pegaspargase.html,DB00059
RxList,http://www.rxlist.com/cgi/generic3/rebif.htm,DB00060
Drugs.com,http://www.drugs.com/cdi/interferon-beta-1a.html,DB00060
RxList,http://www.rxlist.com/cgi/generic2/pegademase.htm,DB00061
Drugs.com,http://www.drugs.com/cdi/pegademase-bovine.html,DB00061
RxList,http://www.rxlist.com/cgi/generic3/albumin.htm,DB00062
RxList,http://www.rxlist.com/cgi/generic/eptifibatide.htm,DB00063
Drugs.com,http://www.drugs.com/cdi/eptifibatide.html,DB00063
RxList,http://www.rxlist.com/cgi/generic3/infliximab.htm,DB00065
Drugs.com,http://www.drugs.com/cdi/infliximab.html,DB00065
RxList,http://www.rxlist.com/cgi/generic3/follitrop.htm,DB00066
Drugs.com,http://www.drugs.com/cdi/follitropin-alfa-powder.html,DB00066
RxList,http://www.rxlist.com/cgi/generic3/vasopressin.htm,DB00067
Drugs.com,http://www.drugs.com/mtm/vasopressin.html,DB00067
RxList,http://www.rxlist.com/cgi/generic/interferon_beta.htm,DB00068
Drugs.com,http://www.drugs.com/cdi/interferon-beta-1b-solution.html,DB00068
RxList,http://www.rxlist.com/cgi/generic2/infergen.htm,DB00069
Drugs.com,http://www.drugs.com/cdi/interferon-alfacon-1.html,DB00069
RxList,http://www.rxlist.com/cgi/generic/hylenex.htm,DB00070
Drugs.com,http://www.drugs.com/cdi/hyaluronidase.html,DB00070
RxList,http://www.rxlist.com/cgi/generic/trastuz.htm,DB00072
Drugs.com,http://www.drugs.com/cdi/trastuzumab.html,DB00072
RxList,http://www.rxlist.com/cgi/generic/ritux.htm,DB00073
Drugs.com,http://www.drugs.com/cdi/rituximab.html,DB00073
RxList,http://www.rxlist.com/cgi/generic2/basiliximab.htm,DB00074
Drugs.com,http://www.drugs.com/cdi/basiliximab.html,DB00074
RxList,http://www.rxlist.com/cgi/generic3/digoxinfab.htm,DB00076
Drugs.com,http://www.drugs.com/cdi/digoxin-immune-fab.html,DB00076
RxList,http://www.rxlist.com/cgi/generic3/zevalin.htm,DB00078
Drugs.com,http://www.drugs.com/cdi/ibritumomab-tiuxetan-with-indium-111.html,DB00078
RxList,http://www.rxlist.com/cgi/generic3/cubicin.htm,DB00080
Drugs.com,http://www.drugs.com/cdi/daptomycin.html,DB00080
RxList,http://www.rxlist.com/cgi/generic3/bexxar.htm,DB00081
Drugs.com,http://www.drugs.com/cdi/iodine-i-131-tositumomab.html,DB00081
RxList,http://www.rxlist.com/cgi/generic3/somavert.htm,DB00082
Drugs.com,http://www.drugs.com/cdi/pegvisomant.html,DB00082
RxList,http://www.rxlist.com/cgi/generic/botox.htm,DB00083
RxList,http://www.rxlist.com/cgi/generic2/pancrel.htm,DB00085
Drugs.com,http://www.drugs.com/cdi/amylase-lipase-protease.html,DB00085
RxList,http://www.rxlist.com/cgi/generic2/streptokinase.htm,DB00086
Drugs.com,http://www.drugs.com/cons/streptokinase-intravenous-intracoronary.html,DB00086
RxList,http://www.rxlist.com/cgi/generic/campath.htm,DB00087
Drugs.com,http://www.drugs.com/cdi/alemtuzumab.html,DB00087
RxList,http://www.rxlist.com/cgi/generic3/ceredase.htm,DB00088
Drugs.com,http://www.drugs.com/cdi/alglucerase.html,DB00088
RxList,http://www.rxlist.com/cgi/generic3/aldurazyme.htm,DB00090
Drugs.com,http://www.drugs.com/cdi/laronidase.html,DB00090
RxList,http://www.rxlist.com/cgi/generic/cyclosporine.htm,DB00091
Drugs.com,http://www.drugs.com/cdi/cyclosporine-drops.html,DB00091
RxList,http://www.rxlist.com/cgi/generic3/amevive.htm,DB00092
Drugs.com,http://www.drugs.com/cdi/alefacept.html,DB00092
RxList,http://www.rxlist.com/cgi/generic3/urofollitropin.htm,DB00094
Drugs.com,http://www.drugs.com/cdi/urofollitropin-purified.html,DB00094
RxList,http://www.rxlist.com/cgi/generic3/raptiva.htm,DB00095
Drugs.com,http://www.drugs.com/cdi/efalizumab.html,DB00095
RxList,http://www.rxlist.com/cgi/generic/ovidrel.htm,DB00097
Drugs.com,http://www.drugs.com/cdi/choriogonadotropin-alfa.html,DB00097
RxList,http://www.rxlist.com/cgi/generic/filgrastim.htm,DB00099
Drugs.com,http://www.drugs.com/cdi/filgrastim.html,DB00099
RxList,http://www.rxlist.com/cgi/generic2/factorix.htm,DB00100
Drugs.com,http://www.drugs.com/cdi/coagulation-factor-ix-injection-human.html,DB00100
RxList,http://www.rxlist.com/cgi/generic2/becapler.htm,DB00102
Drugs.com,http://www.drugs.com/cdi/becaplermin.html,DB00102
RxList,http://www.rxlist.com/cgi/generic3/fabrazyme.htm,DB00103
Drugs.com,http://www.drugs.com/cdi/agalsidase-beta.html,DB00103
RxList,http://www.rxlist.com/cgi/generic/octreotide.htm,DB00104
Drugs.com,http://www.drugs.com/cdi/octreotide.html,DB00104
RxList,http://www.rxlist.com/cgi/generic/introna.htm,DB00105
RxList,http://www.rxlist.com/cgi/generic/plenaxis.htm,DB00106
Drugs.com,http://www.drugs.com/cdi/abarelix.html,DB00106
RxList,http://www.rxlist.com/cgi/generic3/oxytocin.htm,DB00107
Drugs.com,http://www.drugs.com/cdi/oxytocin.html,DB00107
RxList,http://www.rxlist.com/cgi/generic/tysabri.htm,DB00108
Drugs.com,http://www.drugs.com/cdi/natalizumab.html,DB00108
RxList,http://www.rxlist.com/cgi/generic3/fuzeon.htm,DB00109
Drugs.com,http://www.drugs.com/cdi/enfuvirtide.html,DB00109
RxList,http://www.rxlist.com/cgi/generic2/palivizumab.htm,DB00110
Drugs.com,http://www.drugs.com/cdi/palivizumab.html,DB00110
RxList,http://www.rxlist.com/cgi/generic3/zenapax.htm,DB00111
Drugs.com,http://www.drugs.com/cdi/daclizumab.html,DB00111
RxList,http://www.rxlist.com/cgi/generic3/avastin.htm,DB00112
Drugs.com,http://www.drugs.com/cdi/bevacizumab-solution.html,DB00112
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0215.shtml,DB00114
RxList,http://www.rxlist.com/cgi/generic/b12inj.htm,DB00115
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0262.shtml,DB00115
Drugs.com,http://www.drugs.com/cdi/cyanocobalamin-b12.html,DB00115
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lhi_0137.shtml,DB00117
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/sad_0231.shtml,DB00118
Drugs.com,http://www.drugs.com/cdi/s-adenosylmethionine.html,DB00118
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/pyr_0218.shtml,DB00119
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lph_0201.shtml,DB00120
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bio_0035.shtml,DB00121
Drugs.com,http://www.drugs.com/cons/biotin.html,DB00121
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/cho_0283.shtml,DB00122
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lly_0166.shtml,DB00123
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lar_0024.shtml,DB00125
Drugs.com,http://www.drugs.com/npc/l-arginine.html,DB00125
RxList,http://www.rxlist.com/cgi/generic3/vitamc.htm,DB00126
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0264.shtml,DB00126
Drugs.com,http://www.drugs.com/cdi/ascorbic-acid.html,DB00126
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/las_0028.shtml,DB00128
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lor_0190.shtml,DB00129
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lgl_0125.shtml,DB00130
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lme_0173.shtml,DB00134
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lty_0256.shtml,DB00135
RxList,http://www.rxlist.com/cgi/generic2/calcitri.htm,DB00136
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,DB00136
Drugs.com,http://www.drugs.com/cdi/calcitriol.html,DB00136
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lut_0164.shtml,DB00137
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lcy_0088.shtml,DB00138
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/rib_0263.shtml,DB00140
Drugs.com,http://www.drugs.com/mtm/riboflavin.html,DB00140
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/glu_0122.shtml,DB00141
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/glu_0126.shtml,DB00143
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/pho_0202.shtml,DB00144
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/gly_0127.shtml,DB00145
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,DB00146
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/cre_0086.shtml,DB00148
Drugs.com,http://www.drugs.com/creatine.html,DB00148
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml,DB00149
Drugs.com,http://www.drugs.com/cdi/thiamine.html,DB00152
RxList,http://www.rxlist.com/cgi/generic/ergocalciferol.htm,DB00153
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,DB00153
Drugs.com,http://www.drugs.com/cdi/ergocalciferol.html,DB00153
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/gam_0120.shtml,DB00154
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/nad_0179.shtml,DB00157
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/fol_0110.shtml,DB00158
Drugs.com,http://www.drugs.com/folic_acid.html,DB00158
RxList,http://www.rxlist.com/epa_eicosapentaenoic_acid/supplements.htm,DB00159
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/eic_0104.shtml,DB00159
Drugs.com,http://www.drugs.com/mtm/epa-fish-oil.html,DB00159
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml,DB00161
RxList,http://www.rxlist.com/cgi/generic2/aquasola.htm,DB00162
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0260.shtml,DB00162
Drugs.com,http://www.drugs.com/mtm/vitamin-a.html,DB00162
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0266.shtml,DB00163
Drugs.com,http://www.drugs.com/vitamin_e.html,DB00163
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0215.shtml,DB00165
Drugs.com,http://www.drugs.com/cdi/pyridoxine-vitamin-b6-extended-release-tablets.html,DB00165
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml,DB00167
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,DB00169
Drugs.com,http://www.drugs.com/mtm/cholecalciferol.html,DB00169
PDRhealth,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0267.shtml,DB00170
RxList,http://www.rxlist.com/cgi/generic/pravast.htm,DB00175
Drugs.com,http://www.drugs.com/cdi/pravastatin.html,DB00175
RxList,http://www.rxlist.com/cgi/generic/fluvox.htm,DB00176
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/flu1660.shtml,DB00176
Drugs.com,http://www.drugs.com/cdi/fluvoxamine.html,DB00176
RxList,http://www.rxlist.com/cgi/generic/valsartan.htm,DB00177
Drugs.com,http://www.drugs.com/cdi/valsartan.html,DB00177
RxList,http://www.rxlist.com/cgi/generic/ramipril.htm,DB00178
PDRhealth,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=alt1014.html&contentName=Altace&contentId=44,DB00178
Drugs.com,http://www.drugs.com/ramipril.html,DB00178
RxList,http://www.rxlist.com/cgi/generic/flunisolide.htm,DB00180
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/aer1009.shtml,DB00180
Drugs.com,http://www.drugs.com/cdi/flunisolide-spray.html,DB00180
RxList,http://www.rxlist.com/cgi/generic/baclofen.htm,DB00181
Drugs.com,http://www.drugs.com/baclofen.html,DB00181
RxList,http://www.rxlist.com/cgi/generic/adderallxr.htm,DB00182
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/add1008.shtml,DB00182
Drugs.com,http://www.drugs.com/amphetamine.html,DB00182
RxList,http://www.rxlist.com/cgi/generic2/nicotini.htm,DB00184
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/nic1292.shtml,DB00184
Drugs.com,http://www.drugs.com/nicotine.html,DB00184
RxList,http://www.rxlist.com/cgi/generic/cevimeline.htm,DB00185
Drugs.com,http://www.drugs.com/cdi/cevimeline.html,DB00185
RxList,http://www.rxlist.com/cgi/generic/loraz.htm,DB00186
Drugs.com,http://www.drugs.com/lorazepam.html,DB00186
RxList,http://www.rxlist.com/cgi/generic3/esmolol.htm,DB00187
Drugs.com,http://www.drugs.com/cdi/esmolol.html,DB00187
RxList,http://www.rxlist.com/cgi/generic3/velcade.htm,DB00188
Drugs.com,http://www.drugs.com/cdi/bortezomib.html,DB00188
Drugs.com,http://www.drugs.com/cons/ethchlorvynol.html,DB00189
RxList,http://www.rxlist.com/cgi/generic/sinemet.htm,DB00190
Drugs.com,http://www.drugs.com/cdi/carbidopa.html,DB00190
RxList,http://www.rxlist.com/cgi/generic/phenterm.htm,DB00191
Drugs.com,http://www.drugs.com/phentermine.html,DB00191
RxList,http://www.rxlist.com/cgi/generic/tramadol.htm,DB00193
Drugs.com,http://www.drugs.com/tramadol.html,DB00193
RxList,http://www.rxlist.com/cgi/generic3/vidarabine.htm,DB00194
Drugs.com,http://www.drugs.com/mtm/vidarabine-ophthalmic.html,DB00194
RxList,http://www.rxlist.com/cgi/generic3/betaxolol.htm,DB00195
Drugs.com,http://www.drugs.com/cdi/betaxolol-drops.html,DB00195
RxList,http://www.rxlist.com/cgi/generic/flucon.htm,DB00196
Drugs.com,http://www.drugs.com/cdi/fluconazole.html,DB00196
RxList,http://www.rxlist.com/cgi/generic/troglitazone.htm,DB00197
Drugs.com,http://www.drugs.com/mtm/troglitazone.html,DB00197
RxList,http://www.rxlist.com/cgi/generic3/oseltamiv.htm,DB00198
Drugs.com,http://www.drugs.com/oseltamivir.html,DB00198
RxList,http://www.rxlist.com/cgi/generic/erithrom.htm,DB00199
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ery1163.shtml,DB00199
Drugs.com,http://www.drugs.com/cdi/erythromycin-ointment.html,DB00199
RxList,http://www.rxlist.com/cgi/generic/cyanokit.htm,DB00200
Drugs.com,http://www.drugs.com/cdi/hydroxocobalamin.html,DB00200
RxList,http://www.rxlist.com/cgi/generic3/caffeine.htm,DB00201
Drugs.com,http://www.drugs.com/caffeine.html,DB00201
RxList,http://www.rxlist.com/cgi/generic2/succinyl.htm,DB00202
Drugs.com,http://www.drugs.com/cdi/succinylcholine.html,DB00202
RxList,http://www.rxlist.com/cgi/generic/viagra.htm,DB00203
PDRhealth,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=via1479.html&contentName=Viagra&contentId=818,DB00203
Drugs.com,http://www.drugs.com/cdi/sildenafil.html,DB00203
RxList,http://www.rxlist.com/cgi/generic2/dofetilide.htm,DB00204
Drugs.com,http://www.drugs.com/cdi/dofetilide.html,DB00204
RxList,http://www.rxlist.com/cgi/generic/pyrime.htm,DB00205
Drugs.com,http://www.drugs.com/cdi/pyrimethamine.html,DB00205
Drugs.com,http://www.drugs.com/cdi/reserpine.html,DB00206
RxList,http://www.rxlist.com/cgi/generic/zithromax.htm,DB00207
Drugs.com,http://www.drugs.com/cdi/azithromycin-drops.html,DB00207
RxList,http://www.rxlist.com/cgi/generic/ticlop.htm,DB00208
Drugs.com,http://www.drugs.com/cdi/ticlopidine.html,DB00208
RxList,http://www.rxlist.com/cgi/generic/sanctura.htm,DB00209
Drugs.com,http://www.drugs.com/cdi/trospium.html,DB00209
RxList,http://www.rxlist.com/cgi/generic3/adapalene.htm,DB00210
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dif1134.shtml,DB00210
Drugs.com,http://www.drugs.com/cdi/adapalene-cream.html,DB00210
RxList,http://www.rxlist.com/cgi/generic3/midodrine.htm,DB00211
Drugs.com,http://www.drugs.com/cdi/midodrine.html,DB00211
RxList,http://www.rxlist.com/cgi/generic3/protonix.htm,DB00213
Drugs.com,http://www.drugs.com/cdi/pantoprazole.html,DB00213
RxList,http://www.rxlist.com/cgi/generic/demadex.htm,DB00214
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dem1634.shtml,DB00214
RxList,http://www.rxlist.com/cgi/generic/citalo.htm,DB00215
Drugs.com,http://www.drugs.com/citalopram.html,DB00215
RxList,http://www.rxlist.com/cgi/generic3/relpax.htm,DB00216
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/rel1663.shtml,DB00216
Drugs.com,http://www.drugs.com/cdi/eletriptan.html,DB00216
RxList,http://www.rxlist.com/cgi/generic3/vigamox.htm,DB00218
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ave1540.shtml,DB00218
Drugs.com,http://www.drugs.com/cdi/moxifloxacin-drops.html,DB00218
RxList,http://www.rxlist.com/cgi/generic2/nelfin.htm,DB00220
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/vir1483.shtml,DB00220
Drugs.com,http://www.drugs.com/cdi/nelfinavir.html,DB00220
Drugs.com,http://www.drugs.com/mtm/isoetharine-inhalation.html,DB00221
RxList,http://www.rxlist.com/cgi/generic/glimepiride.htm,DB00222
Drugs.com,http://www.drugs.com/cdi/glimepiride.html,DB00222
RxList,http://www.rxlist.com/cgi/generic/diflorasone.htm,DB00223
Drugs.com,http://www.drugs.com/cdi/diflorasone-diacetate-cream.html,DB00223
RxList,http://www.rxlist.com/cgi/generic2/indinav.htm,DB00224
Drugs.com,http://www.drugs.com/cdi/indinavir.html,DB00224
RxList,http://www.rxlist.com/cgi/generic3/omniscan.htm,DB00225
Drugs.com,http://www.drugs.com/mtm/guanadrel.html,DB00226
RxList,http://www.rxlist.com/cgi/generic3/altocor.htm,DB00227
Drugs.com,http://www.drugs.com/cdi/lovastatin.html,DB00227
RxList,http://www.rxlist.com/cgi/generic/lyrica.htm,DB00230
Drugs.com,http://www.drugs.com/cdi/pregabalin.html,DB00230
RxList,http://www.rxlist.com/cgi/generic/temaz.htm,DB00231
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/res1373.shtml,DB00231
Drugs.com,http://www.drugs.com/temazepam.html,DB00231
RxList,http://www.rxlist.com/cgi/generic3/methyclothiazide.htm,DB00232
Drugs.com,http://www.drugs.com/cdi/methyclothiazide.html,DB00232
RxList,http://www.rxlist.com/cgi/generic2/paser.htm,DB00233
Drugs.com,http://www.drugs.com/cdi/aminosalicylic-acid-controlled-release-granules-packet.html,DB00233
RxList,http://www.rxlist.com/cgi/generic3/milrin.htm,DB00235
Drugs.com,http://www.drugs.com/cdi/milrinone.html,DB00235
Drugs.com,http://www.drugs.com/cdi/butabarbital.html,DB00237
RxList,http://www.rxlist.com/cgi/generic2/nevira.htm,DB00238
Drugs.com,http://www.drugs.com/cdi/nevirapine.html,DB00238
RxList,http://www.rxlist.com/cgi/generic3/oxico.htm,DB00239
PDRhealth,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/oxi1314.shtml,DB00239
