smpdb_id,name,category,parent_key
SMP0000348,Globoid Cell Leukodystrophy,disease,DB00114
SMP0000360,Hyperprolinemia Type II,disease,DB00114
SMP0000361,Hyperprolinemia Type I,disease,DB00114
SMP0000370,Tyrosinemia Type 3 (TYRO3),disease,DB00114
SMP0000429,Disulfiram Action Pathway,drug_action,DB00114
SMP0000465,Carnitine Synthesis,metabolic,DB00114
SMP0000033,Methionine Metabolism,metabolic,DB00116
SMP0000144,Adenosine Deaminase Deficiency,disease,DB00116
SMP0000168,AICA-Ribosiduria,disease,DB00116
SMP0000203,Molybdenum Cofactor Deficiency,disease,DB00116
SMP0000221,Methionine Adenosyltransferase Deficiency,disease,DB00116
SMP0000223,Non-Ketotic Hyperglycinemia,disease,DB00116
SMP0000244,Sarcosinemia,disease,DB00116
SMP0000427,Azathioprine Action Pathway,drug_action,DB00116
SMP0000430,Thioguanine Action Pathway,drug_action,DB00116
SMP0000432,Methotrexate Action Pathway,drug_action,DB00116
SMP0000513,Xanthinuria Type II,disease,DB00116
SMP0000724,"Folate Malabsorption, Hereditary",disease,DB00116
SMP0000004,Glycine and Serine Metabolism,metabolic,DB00116
SMP0000009,Ammonia Recycling,metabolic,DB00116
SMP0000044,Histidine Metabolism,metabolic,DB00116
SMP0000050,Purine Metabolism,metabolic,DB00116
SMP0000123,Betaine Metabolism,metabolic,DB00116
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,DB00116
SMP0000191,Histidinemia,disease,DB00116
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,DB00116
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,DB00116
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,DB00116
SMP0000428,Mercaptopurine Action Pathway,drug_action,DB00116
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,DB00116
SMP0000543,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,DB00116
SMP0002313,Sarcosine Oncometabolite Pathway,disease,DB00116
SMP0000053,Folate Metabolism,metabolic,DB00116
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,DB00116
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,DB00116
SMP0000214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,DB00116
SMP0000247,Azithromycin Action Pathway,drug_action,DB00117
SMP0000249,Clindamycin Action Pathway,drug_action,DB00117
SMP0000250,Erythromycin Action Pathway,drug_action,DB00117
SMP0000255,Kanamycin Action Pathway,drug_action,DB00117
SMP0000256,Neomycin Action Pathway,drug_action,DB00117
SMP0000257,Netilmicin Action Pathway,drug_action,DB00117
SMP0000259,Streptomycin Action Pathway,drug_action,DB00117
SMP0000262,Clomocycline Action Pathway,drug_action,DB00117
SMP0000493,"Carnosinuria, Carnosinemia",disease,DB00117
SMP0000711,Tobramycin Action Pathway,drug_action,DB00117
SMP0000726,Rolitetracycline Action Pathway,drug_action,DB00117
SMP0000009,Ammonia Recycling,metabolic,DB00117
SMP0000044,Histidine Metabolism,metabolic,DB00117
SMP0000191,Histidinemia,disease,DB00117
SMP0000248,Clarithromycin Action Pathway,drug_action,DB00117
SMP0000251,Roxithromycin Action Pathway,drug_action,DB00117
SMP0000254,Gentamicin Action Pathway,drug_action,DB00117
SMP0000293,Oxytetracycline Action Pathway,drug_action,DB00117
SMP0000294,Tetracycline Action Pathway,drug_action,DB00117
SMP0000713,Arbekacin Action Pathway,drug_action,DB00117
SMP0000715,Methylhistidine Metabolism,metabolic,DB00117
SMP0000730,Troleandomycin Action Pathway,drug_action,DB00117
SMP0000731,Josamycin Action Pathway,drug_action,DB00117
SMP0000007,beta-Alanine Metabolism,metabolic,DB00117
SMP0000252,Telithromycin Action Pathway,drug_action,DB00117
SMP0000253,Amikacin Action Pathway,drug_action,DB00117
SMP0000258,Spectinomycin Action Pathway,drug_action,DB00117
SMP0000290,Demeclocycline Action Pathway,drug_action,DB00117
SMP0000291,Doxycycline Action Pathway,drug_action,DB00117
SMP0000292,Minocycline Action Pathway,drug_action,DB00117
SMP0000004,Glycine and Serine Metabolism,metabolic,DB00118
SMP0000006,Tyrosine Metabolism,metabolic,DB00118
SMP0000012,Catecholamine Biosynthesis,metabolic,DB00118
SMP0000020,Arginine and Proline Metabolism,metabolic,DB00118
SMP0000044,Histidine Metabolism,metabolic,DB00118
SMP0000123,Betaine Metabolism,metabolic,DB00118
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,DB00118
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00118
SMP0000191,Histidinemia,disease,DB00118
SMP0000218,Tyrosinemia Type I,disease,DB00118
SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,DB00118
SMP0000360,Hyperprolinemia Type II,disease,DB00118
SMP0000361,Hyperprolinemia Type I,disease,DB00118
SMP0000428,Mercaptopurine Action Pathway,drug_action,DB00118
SMP0000429,Disulfiram Action Pathway,drug_action,DB00118
SMP0000465,Carnitine Synthesis,metabolic,DB00118
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,DB00118
SMP0000715,Methylhistidine Metabolism,metabolic,DB00118
SMP0002313,Sarcosine Oncometabolite Pathway,disease,DB00118
SMP0014216,Phosphatidylcholine Biosynthesis PC(14:0/14:0),metabolic,DB00118
SMP0014218,Phosphatidylcholine Biosynthesis PC(14:0/15:0),metabolic,DB00118
SMP0014220,Phosphatidylcholine Biosynthesis PC(14:0/16:1(9Z)),metabolic,DB00118
SMP0014224,"Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z))",metabolic,DB00118
SMP0014228,Phosphatidylcholine Biosynthesis PC(14:0/20:0),metabolic,DB00118
SMP0014229,Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z)),metabolic,DB00118
SMP0014230,"Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z))",metabolic,DB00118
SMP0014233,"Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z))",metabolic,DB00118
SMP0014235,"Phosphatidylcholine Biosynthesis PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z))",metabolic,DB00118
SMP0014240,"Phosphatidylcholine Biosynthesis PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,DB00118
SMP0014242,"Phosphatidylcholine Biosynthesis PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,DB00118
SMP0000013,Cysteine Metabolism,metabolic,DB00119
SMP0000040,Glycolysis,metabolic,DB00119
SMP0000045,Amino Sugar Metabolism,metabolic,DB00119
SMP0000055,Alanine Metabolism,metabolic,DB00119
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,DB00119
SMP0000242,Dimethylglycine Dehydrogenase Deficiency,disease,DB00119
SMP0000350,Pyruvate Carboxylase Deficiency,disease,DB00119
SMP0000385,Homocarnosinosis,disease,DB00119
SMP0000484,Dimethylglycine Dehydrogenase Deficiency,disease,DB00119
SMP0000485,"Hyperglycinemia, Non-Ketotic",disease,DB00119
SMP0000531,"Glycogenosis, Type VII. Tarui Disease",disease,DB00119
SMP0000534,"G(M2)-Gangliosidosis: Variant B, Tay-Sachs Disease",disease,DB00119
SMP0000559,Pyruvate Kinase Deficiency,disease,DB00119
SMP0000560,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),disease,DB00119
SMP0000573,"Glycogenosis, Type IB",disease,DB00119
SMP0000721,3-Phosphoglycerate Dehydrogenase Deficiency,disease,DB00119
SMP0000722,"Cystinosis, Ocular Nonnephropathic",disease,DB00119
SMP0002295,The Oncogenic Action of Fumarate,disease,DB00119
SMP0002358,The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria,disease,DB00119
SMP0000001,Citrullinemia Type I,disease,DB00119
SMP0000059,Urea Cycle,metabolic,DB00119
SMP0000127,Glucose-Alanine Cycle,metabolic,DB00119
SMP0000136,2-Hydroxyglutric Aciduria (D and L Form),disease,DB00119
SMP0000205,Ornithine Transcarbamylase Deficiency (OTC Deficiency),disease,DB00119
SMP0000223,Non-Ketotic Hyperglycinemia,disease,DB00119
SMP0000243,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,disease,DB00119
SMP0000244,Sarcosinemia,disease,DB00119
SMP0000313,Lactic Acidemia,disease,DB00119
SMP0000352,Primary Hyperoxaluria Type I,disease,DB00119
SMP0000357,Argininemia,disease,DB00119
SMP0000370,Tyrosinemia Type 3 (TYRO3),disease,DB00120
SMP0000206,Phenylketonuria,disease,DB00120
SMP0000008,Phenylalanine and Tyrosine Metabolism,metabolic,DB00120
SMP0000369,Tyrosinemia Type 2 (or Richner-Hanhart Syndrome),disease,DB00120
SMP0000066,Biotin Metabolism,metabolic,DB00121
SMP0000136,2-Hydroxyglutric Aciduria (D and L Form),disease,DB00121
SMP0000138,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,disease,DB00121
SMP0000198,Malonic Aciduria,disease,DB00121
SMP0000200,Methylmalonic Aciduria,disease,DB00121
SMP0000243,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,disease,DB00121
SMP0000313,Lactic Acidemia,disease,DB00121
SMP0000352,Primary Hyperoxaluria Type I,disease,DB00121
SMP0000374,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,disease,DB00121
SMP0000466,Transfer of Acetyl Groups into Mitochondria,metabolic,DB00121
SMP0000523,Isobutyryl-CoA Dehydrogenase Deficiency,disease,DB00121
SMP0000546,Congenital Lactic Acidosis,disease,DB00121
SMP0000547,Fumarase Deficiency,disease,DB00121
SMP0000548,Mitochondrial Complex II Deficiency,disease,DB00121
SMP0000549,2-Ketoglutarate Dehydrogenase Complex Deficiency,disease,DB00121
SMP0000562,"Fructose-1,6-diphosphatase Deficiency",disease,DB00121
SMP0000563,Triosephosphate Isomerase,disease,DB00121
SMP0000567,Succinic Semialdehyde Dehydrogenase Deficiency,disease,DB00121
SMP0000654,Warburg Effect,metabolic,DB00121
SMP0002291,The Oncogenic Action of 2-Hydroxyglutarate,disease,DB00121
SMP0000032,"Valine, Leucine, and Isoleucine Degradation",metabolic,DB00121
SMP0000055,Alanine Metabolism,metabolic,DB00121
SMP0000140,3-Methylglutaconic Aciduria Type III,disease,DB00121
SMP0000141,3-Methylglutaconic Aciduria Type IV,disease,DB00121
SMP0000199,Maple Syrup Urine Disease,disease,DB00121
SMP0000201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,DB00121
SMP0000236,Propionic Acidemia,disease,DB00121
SMP0000237,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I,disease,DB00121
SMP0000238,Isovaleric Aciduria,disease,DB00121
SMP0000350,Pyruvate Carboxylase Deficiency,disease,DB00121
SMP0000123,Betaine Metabolism,metabolic,DB00122
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,DB00122
SMP0002313,Sarcosine Oncometabolite Pathway,disease,DB00122
SMP0014216,Phosphatidylcholine Biosynthesis PC(14:0/14:0),metabolic,DB00122
SMP0014218,Phosphatidylcholine Biosynthesis PC(14:0/15:0),metabolic,DB00122
SMP0014220,Phosphatidylcholine Biosynthesis PC(14:0/16:1(9Z)),metabolic,DB00122
SMP0014224,"Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z))",metabolic,DB00122
SMP0014228,Phosphatidylcholine Biosynthesis PC(14:0/20:0),metabolic,DB00122
SMP0014229,Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z)),metabolic,DB00122
SMP0014230,"Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z))",metabolic,DB00122
SMP0014233,"Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z))",metabolic,DB00122
SMP0014235,"Phosphatidylcholine Biosynthesis PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z))",metabolic,DB00122
SMP0014240,"Phosphatidylcholine Biosynthesis PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,DB00122
SMP0014242,"Phosphatidylcholine Biosynthesis PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,DB00122
SMP0014245,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:0),metabolic,DB00122
SMP0014248,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:0),metabolic,DB00122
SMP0014249,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:1(9Z)),metabolic,DB00122
SMP0014255,"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:3(9Z,12Z,15Z))",metabolic,DB00122
SMP0014267,"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:2(13Z,16Z))",metabolic,DB00122
SMP0014272,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/24:0),metabolic,DB00122
SMP0014274,Phosphatidylcholine Biosynthesis PC(15:0/14:0),metabolic,DB00122
SMP0014277,Phosphatidylcholine Biosynthesis PC(15:0/16:0),metabolic,DB00122
SMP0014278,Phosphatidylcholine Biosynthesis PC(15:0/16:1(9Z)),metabolic,DB00122
SMP0014279,Phosphatidylcholine Biosynthesis PC(15:0/18:0),metabolic,DB00122
SMP0014287,Phosphatidylcholine Biosynthesis PC(15:0/20:1(11Z)),metabolic,DB00122
SMP0014290,"Phosphatidylcholine Biosynthesis PC(15:0/20:3(8Z,11Z,14Z))",metabolic,DB00122
SMP0014291,"Phosphatidylcholine Biosynthesis PC(15:0/20:4(5Z,8Z,11Z,14Z))",metabolic,DB00122
SMP0014294,Phosphatidylcholine Biosynthesis PC(15:0/22:0),metabolic,DB00122
SMP0014300,"Phosphatidylcholine Biosynthesis PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,DB00122
SMP0014303,Phosphatidylcholine Biosynthesis PC(16:0/14:0),metabolic,DB00122
SMP0000066,Biotin Metabolism,metabolic,DB00123
SMP0000719,2-Aminoadipic 2-Oxoadipic Aciduria,disease,DB00123
SMP0000037,Lysine Degradation,metabolic,DB00123
SMP0000528,Hyperlysinemia II or Saccharopinuria,disease,DB00123
SMP0000564,"Multiple Carboxylase Deficiency, Neonatal or Early Onset Form",disease,DB00123
SMP0000571,Pyridoxine Dependency with Seizures,disease,DB00123
SMP0000174,Biotinidase Deficiency,disease,DB00123
SMP0000186,Glutaric Aciduria Type I,disease,DB00123
SMP0000239,Saccharopinuria/Hyperlysinemia II,disease,DB00123
SMP0000465,Carnitine Synthesis,metabolic,DB00123
SMP0000527,"Hyperlysinemia I, Familial",disease,DB00123
SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,DB00125
SMP0000003,Argininosuccinic Aciduria,disease,DB00125
SMP0000004,Glycine and Serine Metabolism,metabolic,DB00125
SMP0000020,Arginine and Proline Metabolism,metabolic,DB00125
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00125
SMP0000360,Hyperprolinemia Type II,disease,DB00125
SMP0000361,Hyperprolinemia Type I,disease,DB00125
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,DB00125
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,DB00125
SMP0000242,Dimethylglycine Dehydrogenase Deficiency,disease,DB00125
SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB00125
SMP0000484,Dimethylglycine Dehydrogenase Deficiency,disease,DB00125
SMP0000485,"Hyperglycinemia, Non-Ketotic",disease,DB00125
SMP0000504,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",disease,DB00125
SMP0000505,Hyperornithinemia with Gyrate Atrophy (HOGA),disease,DB00125
SMP0000721,3-Phosphoglycerate Dehydrogenase Deficiency,disease,DB00125
SMP0000001,Citrullinemia Type I,disease,DB00125
SMP0000059,Urea Cycle,metabolic,DB00125
SMP0000067,Aspartate Metabolism,metabolic,DB00125
SMP0000175,Canavan Disease,disease,DB00125
SMP0000192,Hypoacetylaspartia,disease,DB00125
SMP0000205,Ornithine Transcarbamylase Deficiency (OTC Deficiency),disease,DB00125
SMP0000207,Prolidase Deficiency (PD),disease,DB00125
SMP0000208,Prolinemia Type II,disease,DB00125
SMP0000223,Non-Ketotic Hyperglycinemia,disease,DB00125
SMP0000244,Sarcosinemia,disease,DB00125
SMP0000357,Argininemia,disease,DB00125
SMP0000363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,DB00125
SMP0000506,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],disease,DB00125
SMP0063777,Nitric Oxide Signaling Pathway,signaling,DB00125
SMP0000030,Oxidation of Branched-Chain Fatty Acids,metabolic,DB00126
SMP0000170,Aromatic L-Aminoacid Decarboxylase Deficiency,disease,DB00126
SMP0002295,The Oncogenic Action of Fumarate,disease,DB00126
SMP0000006,Tyrosine Metabolism,metabolic,DB00126
SMP0000012,Catecholamine Biosynthesis,metabolic,DB00126
SMP0000218,Tyrosinemia Type I,disease,DB00126
SMP0000429,Disulfiram Action Pathway,drug_action,DB00126
SMP0000450,Phytanic Acid Peroxisomal Oxidation,metabolic,DB00126
SMP0000465,Carnitine Synthesis,metabolic,DB00126
SMP0002292,The Oncogenic Action of Succinate,disease,DB00126
SMP0000169,Alkaptonuria,disease,DB00126
SMP0000190,Hawkinsinuria,disease,DB00126
SMP0000451,Refsum Disease,disease,DB00126
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,DB00126
SMP0000497,Tyrosine Hydroxylase Deficiency,disease,DB00126
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,DB00126
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,DB00126
SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,DB00127
SMP0000129,Malate-Aspartate Shuttle,metabolic,DB00128
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,DB00128
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB00128
SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB00128
SMP0000385,Homocarnosinosis,disease,DB00128
SMP0000493,"Carnosinuria, Carnosinemia",disease,DB00128
SMP0000504,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",disease,DB00128
SMP0000505,Hyperornithinemia with Gyrate Atrophy (HOGA),disease,DB00128
SMP0000512,Xanthinuria Type I,disease,DB00128
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,DB00128
SMP0000537,Myoadenylate Deaminase Deficiency,disease,DB00128
SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,DB00128
SMP0000003,Argininosuccinic Aciduria,disease,DB00128
SMP0000006,Tyrosine Metabolism,metabolic,DB00128
SMP0000009,Ammonia Recycling,metabolic,DB00128
SMP0000020,Arginine and Proline Metabolism,metabolic,DB00128
SMP0000050,Purine Metabolism,metabolic,DB00128
SMP0000072,Glutamate Metabolism,metabolic,DB00128
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00128
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,DB00128
SMP0000218,Tyrosinemia Type I,disease,DB00128
SMP0000339,Hyperinsulinism-Hyperammonemia Syndrome,disease,DB00128
SMP0000360,Hyperprolinemia Type II,disease,DB00128
SMP0000361,Hyperprolinemia Type I,disease,DB00128
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,DB00128
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,DB00128
SMP0000428,Mercaptopurine Action Pathway,drug_action,DB00128
SMP0000429,Disulfiram Action Pathway,drug_action,DB00128
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,DB00128
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,DB00128
SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB00129
SMP0000504,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",disease,DB00129
SMP0000505,Hyperornithinemia with Gyrate Atrophy (HOGA),disease,DB00129
SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,DB00129
SMP0000003,Argininosuccinic Aciduria,disease,DB00129
SMP0000020,Arginine and Proline Metabolism,metabolic,DB00129
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00129
SMP0000360,Hyperprolinemia Type II,disease,DB00129
SMP0000361,Hyperprolinemia Type I,disease,DB00129
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,DB00129
SMP0000001,Citrullinemia Type I,disease,DB00129
SMP0000059,Urea Cycle,metabolic,DB00129
SMP0000205,Ornithine Transcarbamylase Deficiency (OTC Deficiency),disease,DB00129
SMP0000207,Prolidase Deficiency (PD),disease,DB00129
SMP0000208,Prolinemia Type II,disease,DB00129
SMP0000357,Argininemia,disease,DB00129
SMP0000363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,DB00129
SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,DB00129
SMP0000506,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],disease,DB00129
SMP0000045,Amino Sugar Metabolism,metabolic,DB00130
SMP0000126,Phenylacetate Metabolism,metabolic,DB00130
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,DB00130
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB00130
SMP0000385,Homocarnosinosis,disease,DB00130
SMP0000512,Xanthinuria Type I,disease,DB00130
SMP0000534,"G(M2)-Gangliosidosis: Variant B, Tay-Sachs Disease",disease,DB00130
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,DB00130
SMP0000537,Myoadenylate Deaminase Deficiency,disease,DB00130
SMP0002358,The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria,disease,DB00130
SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,DB00130
SMP0000003,Argininosuccinic Aciduria,disease,DB00130
SMP0000009,Ammonia Recycling,metabolic,DB00130
SMP0000046,Pyrimidine Metabolism,metabolic,DB00130
SMP0000050,Purine Metabolism,metabolic,DB00130
SMP0000072,Glutamate Metabolism,metabolic,DB00130
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,DB00130
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,DB00130
SMP0000216,Sialuria or French Type Sialuria,disease,DB00130
SMP0000217,Sialuria or French Type Sialuria,disease,DB00130
SMP0000240,Salla Disease/Infantile Sialic Acid Storage Disease,disease,DB00130
SMP0000339,Hyperinsulinism-Hyperammonemia Syndrome,disease,DB00130
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,DB00130
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,DB00130
SMP0000390,Tay-Sachs Disease,disease,DB00130
SMP0000428,Mercaptopurine Action Pathway,drug_action,DB00130
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,DB00130
SMP0002298,Glutaminolysis and Cancer,disease,DB00130
SMP0002359,The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxygluaricaciduria,disease,DB00130
SMP0000001,Citrullinemia Type I,disease,DB00130
SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,DB00131
SMP0000003,Argininosuccinic Aciduria,disease,DB00131
SMP0000004,Glycine and Serine Metabolism,metabolic,DB00131
SMP0000009,Ammonia Recycling,metabolic,DB00131
SMP0000016,Propanoate Metabolism,metabolic,DB00131
SMP0000020,Arginine and Proline Metabolism,metabolic,DB00131
SMP0000029,Selenoamino Acid Metabolism,metabolic,DB00131
SMP0000031,Pentose Phosphate Pathway,metabolic,DB00131
SMP0000044,Histidine Metabolism,metabolic,DB00131
SMP0000050,Purine Metabolism,metabolic,DB00131
SMP0000051,Fatty Acid Metabolism,metabolic,DB00131
SMP0000060,Pyruvate Metabolism,metabolic,DB00131
SMP0000072,Glutamate Metabolism,metabolic,DB00131
SMP0000073,Butyrate Metabolism,metabolic,DB00131
SMP0000076,Thiamine Metabolism,metabolic,DB00131
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,DB00131
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00131
SMP0000191,Histidinemia,disease,DB00131
SMP0000196,Leigh Syndrome,disease,DB00131
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,DB00131
SMP0000212,Pyruvate Dehydrogenase Complex Deficiency,disease,DB00131
SMP0000248,Clarithromycin Action Pathway,drug_action,DB00131
SMP0000251,Roxithromycin Action Pathway,drug_action,DB00131
SMP0000254,Gentamicin Action Pathway,drug_action,DB00131
SMP0000293,Oxytetracycline Action Pathway,drug_action,DB00131
SMP0000294,Tetracycline Action Pathway,drug_action,DB00131
SMP0000334,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),disease,DB00131
SMP0000339,Hyperinsulinism-Hyperammonemia Syndrome,disease,DB00131
SMP0000360,Hyperprolinemia Type II,disease,DB00131
SMP0000361,Hyperprolinemia Type I,disease,DB00131
SMP0000018,Alpha Linolenic Acid and Linoleic Acid Metabolism,metabolic,DB00132
SMP0000004,Glycine and Serine Metabolism,metabolic,DB00133
SMP0000009,Ammonia Recycling,metabolic,DB00133
SMP0000029,Selenoamino Acid Metabolism,metabolic,DB00133
