drugbank-id,name,parent_key
DB00368,Norepinephrine,SMP0000012
DB00668,Epinephrine,SMP0000012
DB00988,Dopamine,SMP0000012
DB01235,Levodopa,SMP0000012
DB01592,Iron,SMP0000012
DB03205,Pyrroloquinoline Quinone,SMP0000012
DB00114,Pyridoxal phosphate,SMP0000016
DB00121,Biotin,SMP0000016
DB00131,Adenosine phosphate,SMP0000016
DB00142,Glutamic acid,SMP0000016
DB00157,NADH,SMP0000016
DB00161,Valine,SMP0000016
DB00171,ATP,SMP0000016
DB03107,Beta-Alanine,SMP0000016
DB03147,Flavin adenine dinucleotide,SMP0000016
DB03688,3-Hydroxy-Propanoic Acid,SMP0000016
DB03766,Propanoic acid,SMP0000016
DB04160,Pyrophosphoric acid,SMP0000016
DB04183,Methylmalonic Acid,SMP0000016
DB04524,Malonyl-CoA,SMP0000016
DB04553,2-Oxobutanoic Acid,SMP0000016
DB00114,Pyridoxal phosphate,SMP0000020
DB00118,Ademetionine,SMP0000020
DB00125,Arginine,SMP0000020
DB00128,Aspartic acid,SMP0000020
DB00129,Ornithine,SMP0000020
DB00131,Adenosine phosphate,SMP0000020
DB00139,Succinic acid,SMP0000020
DB00142,Glutamic acid,SMP0000020
DB00145,Glycine,SMP0000020
DB00148,Creatine,SMP0000020
DB00155,Citrulline,SMP0000020
DB00157,NADH,SMP0000020
DB00171,ATP,SMP0000020
DB00172,Proline,SMP0000020
DB00360,Sapropterin,SMP0000020
DB00435,Nitric Oxide,SMP0000020
DB02577,Mesoheme,SMP0000020
DB02751,Glycocyamine,SMP0000020
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",SMP0000020
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,SMP0000020
DB03147,Flavin adenine dinucleotide,SMP0000020
DB03247,Flavin mononucleotide,SMP0000020
DB03904,Urea,SMP0000020
DB04160,Pyrophosphoric acid,SMP0000020
DB04299,Maleic Acid,SMP0000020
DB04388,4-Carboxy-4-Aminobutanal,SMP0000020
DB00114,Pyridoxal phosphate,SMP0000021
DB00151,Cysteine,SMP0000021
DB00847,Cysteamine,SMP0000021
DB01592,Iron,SMP0000021
DB01956,Taurine,SMP0000021
DB00114,Pyridoxal phosphate,SMP0000024
DB00145,Glycine,SMP0000024
DB00157,NADH,SMP0000024
DB00855,Aminolevulinic acid,SMP0000024
DB01592,Iron,SMP0000024
DB01593,Zinc,SMP0000024
DB02285,Protoporphyrin,SMP0000024
DB02577,Mesoheme,SMP0000024
DB03147,Flavin adenine dinucleotide,SMP0000024
DB03435,Uridine-5'-Diphosphate,SMP0000024
DB04461,Coproporphyrinogen III,SMP0000024
DB07780,Farnesyl diphosphate,SMP0000024
DB00114,Pyridoxal phosphate,SMP0000029
DB00131,Adenosine phosphate,SMP0000029
DB00133,Serine,SMP0000029
DB00160,Alanine,SMP0000029
DB00171,ATP,SMP0000029
DB00640,Adenosine,SMP0000029
DB02345,Selenocysteine,SMP0000029
DB04160,Pyrophosphoric acid,SMP0000029
DB04553,2-Oxobutanoic Acid,SMP0000029
DB00114,Pyridoxal phosphate,SMP0000044
DB00116,Tetrahydrofolic acid,SMP0000044
DB00117,Histidine,SMP0000044
DB00118,Ademetionine,SMP0000044
DB00131,Adenosine phosphate,SMP0000044
DB00142,Glutamic acid,SMP0000044
DB00157,NADH,SMP0000044
DB00171,ATP,SMP0000044
DB01373,Calcium,SMP0000044
DB01593,Zinc,SMP0000044
DB01971,trans-urocanic acid,SMP0000044
DB03107,Beta-Alanine,SMP0000044
DB03147,Flavin adenine dinucleotide,SMP0000044
DB04151,4-Methyl-Histidine,SMP0000044
DB04160,Pyrophosphoric acid,SMP0000044
DB00114,Pyridoxal phosphate,SMP0000058
DB00157,NADH,SMP0000058
DB00171,ATP,SMP0000058
DB01373,Calcium,SMP0000058
DB01378,Magnesium cation,SMP0000058
DB01861,Uridine diphosphate glucose,SMP0000058
DB03323,Maltose,SMP0000058
DB03435,Uridine-5'-Diphosphate,SMP0000058
DB04160,Pyrophosphoric acid,SMP0000058
DB00114,Pyridoxal phosphate,SMP0000072
DB00119,Pyruvic acid,SMP0000072
DB00121,Biotin,SMP0000072
DB00128,Aspartic acid,SMP0000072
DB00130,L-Glutamine,SMP0000072
DB00131,Adenosine phosphate,SMP0000072
DB00139,Succinic acid,SMP0000072
DB00142,Glutamic acid,SMP0000072
DB00143,Glutathione,SMP0000072
DB00145,Glycine,SMP0000072
DB00151,Cysteine,SMP0000072
DB00157,NADH,SMP0000072
DB00160,Alanine,SMP0000072
DB00171,ATP,SMP0000072
DB01378,Magnesium cation,SMP0000072
DB01593,Zinc,SMP0000072
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SMP0000072
DB01972,Guanosine-5'-Monophosphate,SMP0000072
DB02530,gamma-Aminobutyric acid,SMP0000072
DB03147,Flavin adenine dinucleotide,SMP0000072
DB03408,gamma-Glutamylcysteine,SMP0000072
DB04160,Pyrophosphoric acid,SMP0000072
DB00114,Pyridoxal phosphate,SMP0000137
DB00121,Biotin,SMP0000137
DB00139,Succinic acid,SMP0000137
DB00142,Glutamic acid,SMP0000137
DB00147,Pyridoxal,SMP0000137
DB00149,Leucine,SMP0000137
DB00157,NADH,SMP0000137
DB00161,Valine,SMP0000137
DB00167,Isoleucine,SMP0000137
DB00171,ATP,SMP0000137
DB01762,Acetoacetic Acid,SMP0000137
DB03147,Flavin adenine dinucleotide,SMP0000137
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000137
DB04074,alpha-Ketoisovalerate,SMP0000137
DB04183,Methylmalonic Acid,SMP0000137
DB00114,Pyridoxal phosphate,SMP0000139
DB00121,Biotin,SMP0000139
DB00139,Succinic acid,SMP0000139
DB00142,Glutamic acid,SMP0000139
DB00147,Pyridoxal,SMP0000139
DB00149,Leucine,SMP0000139
DB00157,NADH,SMP0000139
DB00161,Valine,SMP0000139
DB00167,Isoleucine,SMP0000139
DB00171,ATP,SMP0000139
DB01762,Acetoacetic Acid,SMP0000139
DB03147,Flavin adenine dinucleotide,SMP0000139
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000139
DB04074,alpha-Ketoisovalerate,SMP0000139
DB04183,Methylmalonic Acid,SMP0000139
DB00114,Pyridoxal phosphate,SMP0000173
DB00121,Biotin,SMP0000173
DB00139,Succinic acid,SMP0000173
DB00142,Glutamic acid,SMP0000173
DB00147,Pyridoxal,SMP0000173
DB00149,Leucine,SMP0000173
DB00157,NADH,SMP0000173
DB00161,Valine,SMP0000173
DB00167,Isoleucine,SMP0000173
DB00171,ATP,SMP0000173
DB01762,Acetoacetic Acid,SMP0000173
DB03147,Flavin adenine dinucleotide,SMP0000173
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000173
DB04074,alpha-Ketoisovalerate,SMP0000173
DB04183,Methylmalonic Acid,SMP0000173
DB00114,Pyridoxal phosphate,SMP0000177
DB00116,Tetrahydrofolic acid,SMP0000177
DB00118,Ademetionine,SMP0000177
DB00122,Choline,SMP0000177
DB00131,Adenosine phosphate,SMP0000177
DB00133,Serine,SMP0000177
DB00134,Methionine,SMP0000177
DB00145,Glycine,SMP0000177
DB00151,Cysteine,SMP0000177
DB00157,NADH,SMP0000177
DB00171,ATP,SMP0000177
DB00640,Adenosine,SMP0000177
DB01345,Potassium cation,SMP0000177
DB01378,Magnesium cation,SMP0000177
DB01593,Zinc,SMP0000177
DB01917,Putrescine,SMP0000177
DB02083,"N,N-dimethylglycine",SMP0000177
DB02238,4-(Methylsulfanyl)-2-Oxobutanoic Acid,SMP0000177
DB03147,Flavin adenine dinucleotide,SMP0000177
DB03566,Spermidine,SMP0000177
DB04160,Pyrophosphoric acid,SMP0000177
DB04193,L-Homoserine,SMP0000177
DB04553,2-Oxobutanoic Acid,SMP0000177
DB00114,Pyridoxal phosphate,SMP0000186
DB00123,L-Lysine,SMP0000186
DB00142,Glutamic acid,SMP0000186
DB00157,NADH,SMP0000186
DB03147,Flavin adenine dinucleotide,SMP0000186
DB04207,N-(5-Amino-5-Carboxypentyl)Glutamic Acid,SMP0000186
DB00114,Pyridoxal phosphate,SMP0000188
DB00118,Ademetionine,SMP0000188
DB00125,Arginine,SMP0000188
DB00128,Aspartic acid,SMP0000188
DB00129,Ornithine,SMP0000188
DB00131,Adenosine phosphate,SMP0000188
DB00139,Succinic acid,SMP0000188
DB00142,Glutamic acid,SMP0000188
DB00145,Glycine,SMP0000188
DB00148,Creatine,SMP0000188
DB00155,Citrulline,SMP0000188
DB00157,NADH,SMP0000188
DB00171,ATP,SMP0000188
DB00172,Proline,SMP0000188
DB00360,Sapropterin,SMP0000188
DB00435,Nitric Oxide,SMP0000188
DB02577,Mesoheme,SMP0000188
DB02751,Glycocyamine,SMP0000188
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",SMP0000188
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,SMP0000188
DB03147,Flavin adenine dinucleotide,SMP0000188
DB03247,Flavin mononucleotide,SMP0000188
DB03904,Urea,SMP0000188
DB04160,Pyrophosphoric acid,SMP0000188
DB04299,Maleic Acid,SMP0000188
DB04388,4-Carboxy-4-Aminobutanal,SMP0000188
DB00114,Pyridoxal phosphate,SMP0000191
DB00116,Tetrahydrofolic acid,SMP0000191
DB00117,Histidine,SMP0000191
DB00118,Ademetionine,SMP0000191
DB00131,Adenosine phosphate,SMP0000191
DB00142,Glutamic acid,SMP0000191
DB00157,NADH,SMP0000191
DB00171,ATP,SMP0000191
DB01373,Calcium,SMP0000191
DB01593,Zinc,SMP0000191
DB01971,trans-urocanic acid,SMP0000191
DB03107,Beta-Alanine,SMP0000191
DB03147,Flavin adenine dinucleotide,SMP0000191
DB04151,4-Methyl-Histidine,SMP0000191
DB04160,Pyrophosphoric acid,SMP0000191
DB00114,Pyridoxal phosphate,SMP0000218
DB00118,Ademetionine,SMP0000218
DB00126,Ascorbic acid,SMP0000218
DB00128,Aspartic acid,SMP0000218
DB00135,Tyrosine,SMP0000218
DB00142,Glutamic acid,SMP0000218
DB00157,NADH,SMP0000218
DB00360,Sapropterin,SMP0000218
DB00368,Norepinephrine,SMP0000218
DB00668,Epinephrine,SMP0000218
DB00988,Dopamine,SMP0000218
DB01235,Levodopa,SMP0000218
DB01373,Calcium,SMP0000218
DB01378,Magnesium cation,SMP0000218
DB01592,Iron,SMP0000218
DB01593,Zinc,SMP0000218
DB01702,"2-(3,4-Dihydroxyphenyl)Acetic Acid",SMP0000218
DB01762,Acetoacetic Acid,SMP0000218
DB01828,Methylamine,SMP0000218
DB02232,"1,2-Dihydroxybenzene",SMP0000218
DB03147,Flavin adenine dinucleotide,SMP0000218
DB03205,Pyrroloquinoline Quinone,SMP0000218
DB04299,Maleic Acid,SMP0000218
DB07718,3-(4-HYDROXY-PHENYL)PYRUVIC ACID,SMP0000218
DB08327,"2-(3,6-DIHYDROXYPHENYL)ACETIC ACID",SMP0000218
DB00114,Pyridoxal phosphate,SMP0000239
DB00123,L-Lysine,SMP0000239
DB00142,Glutamic acid,SMP0000239
DB00157,NADH,SMP0000239
DB03147,Flavin adenine dinucleotide,SMP0000239
DB04207,N-(5-Amino-5-Carboxypentyl)Glutamic Acid,SMP0000239
DB00114,Pyridoxal phosphate,SMP0000339
DB00119,Pyruvic acid,SMP0000339
DB00121,Biotin,SMP0000339
DB00128,Aspartic acid,SMP0000339
DB00130,L-Glutamine,SMP0000339
DB00131,Adenosine phosphate,SMP0000339
DB00139,Succinic acid,SMP0000339
DB00142,Glutamic acid,SMP0000339
DB00143,Glutathione,SMP0000339
DB00145,Glycine,SMP0000339
DB00151,Cysteine,SMP0000339
DB00157,NADH,SMP0000339
DB00160,Alanine,SMP0000339
DB00171,ATP,SMP0000339
DB01378,Magnesium cation,SMP0000339
DB01593,Zinc,SMP0000339
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SMP0000339
DB01972,Guanosine-5'-Monophosphate,SMP0000339
DB02530,gamma-Aminobutyric acid,SMP0000339
DB03147,Flavin adenine dinucleotide,SMP0000339
DB03408,gamma-Glutamylcysteine,SMP0000339
DB04160,Pyrophosphoric acid,SMP0000339
DB00114,Pyridoxal phosphate,SMP0000348
DB00133,Serine,SMP0000348
DB00171,ATP,SMP0000348
DB01373,Calcium,SMP0000348
DB01378,Magnesium cation,SMP0000348
DB01593,Zinc,SMP0000348
DB01861,Uridine diphosphate glucose,SMP0000348
DB03381,Hexadecanal,SMP0000348
DB03435,Uridine-5'-Diphosphate,SMP0000348
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",SMP0000348
DB00114,Pyridoxal phosphate,SMP0000360
DB00118,Ademetionine,SMP0000360
DB00125,Arginine,SMP0000360
DB00128,Aspartic acid,SMP0000360
DB00129,Ornithine,SMP0000360
DB00131,Adenosine phosphate,SMP0000360
DB00139,Succinic acid,SMP0000360
DB00142,Glutamic acid,SMP0000360
DB00145,Glycine,SMP0000360
DB00148,Creatine,SMP0000360
DB00155,Citrulline,SMP0000360
DB00157,NADH,SMP0000360
DB00171,ATP,SMP0000360
DB00172,Proline,SMP0000360
DB00360,Sapropterin,SMP0000360
DB00435,Nitric Oxide,SMP0000360
DB02577,Mesoheme,SMP0000360
DB02751,Glycocyamine,SMP0000360
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",SMP0000360
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,SMP0000360
DB03147,Flavin adenine dinucleotide,SMP0000360
DB03247,Flavin mononucleotide,SMP0000360
DB03904,Urea,SMP0000360
DB04160,Pyrophosphoric acid,SMP0000360
DB04299,Maleic Acid,SMP0000360
DB04388,4-Carboxy-4-Aminobutanal,SMP0000360
DB00114,Pyridoxal phosphate,SMP0000361
DB00118,Ademetionine,SMP0000361
DB00125,Arginine,SMP0000361
DB00128,Aspartic acid,SMP0000361
DB00129,Ornithine,SMP0000361
DB00131,Adenosine phosphate,SMP0000361
DB00139,Succinic acid,SMP0000361
DB00142,Glutamic acid,SMP0000361
DB00145,Glycine,SMP0000361
DB00148,Creatine,SMP0000361
DB00155,Citrulline,SMP0000361
DB00157,NADH,SMP0000361
DB00171,ATP,SMP0000361
DB00172,Proline,SMP0000361
DB00360,Sapropterin,SMP0000361
DB00435,Nitric Oxide,SMP0000361
DB02577,Mesoheme,SMP0000361
DB02751,Glycocyamine,SMP0000361
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",SMP0000361
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,SMP0000361
DB03147,Flavin adenine dinucleotide,SMP0000361
DB03247,Flavin mononucleotide,SMP0000361
DB03904,Urea,SMP0000361
DB04160,Pyrophosphoric acid,SMP0000361
DB04299,Maleic Acid,SMP0000361
DB04388,4-Carboxy-4-Aminobutanal,SMP0000361
DB00114,Pyridoxal phosphate,SMP0000370
DB00120,Phenylalanine,SMP0000370
DB00131,Adenosine phosphate,SMP0000370
DB00135,Tyrosine,SMP0000370
DB00142,Glutamic acid,SMP0000370
DB00171,ATP,SMP0000370
DB01373,Calcium,SMP0000370
DB01378,Magnesium cation,SMP0000370
DB01592,Iron,SMP0000370
DB01762,Acetoacetic Acid,SMP0000370
DB03147,Flavin adenine dinucleotide,SMP0000370
DB03884,Phenylpyruvic acid,SMP0000370
DB04160,Pyrophosphoric acid,SMP0000370
DB04299,Maleic Acid,SMP0000370
DB07718,3-(4-HYDROXY-PHENYL)PYRUVIC ACID,SMP0000370
DB08327,"2-(3,6-DIHYDROXYPHENYL)ACETIC ACID",SMP0000370
DB00114,Pyridoxal phosphate,SMP0000429
DB00118,Ademetionine,SMP0000429
DB00126,Ascorbic acid,SMP0000429
DB00128,Aspartic acid,SMP0000429
DB00131,Adenosine phosphate,SMP0000429
DB00135,Tyrosine,SMP0000429
DB00142,Glutamic acid,SMP0000429
DB00157,NADH,SMP0000429
DB00171,ATP,SMP0000429
DB00360,Sapropterin,SMP0000429
DB00368,Norepinephrine,SMP0000429
DB00668,Epinephrine,SMP0000429
DB00822,Disulfiram,SMP0000429
DB00898,Ethanol,SMP0000429
DB00988,Dopamine,SMP0000429
DB01235,Levodopa,SMP0000429
DB01373,Calcium,SMP0000429
DB01378,Magnesium cation,SMP0000429
DB01592,Iron,SMP0000429
DB01593,Zinc,SMP0000429
DB01702,"2-(3,4-Dihydroxyphenyl)Acetic Acid",SMP0000429
DB01762,Acetoacetic Acid,SMP0000429
DB01828,Methylamine,SMP0000429
DB02232,"1,2-Dihydroxybenzene",SMP0000429
DB02577,Mesoheme,SMP0000429
DB03147,Flavin adenine dinucleotide,SMP0000429
DB03166,Acetic acid,SMP0000429
DB03205,Pyrroloquinoline Quinone,SMP0000429
DB04160,Pyrophosphoric acid,SMP0000429
DB04299,Maleic Acid,SMP0000429
DB07718,3-(4-HYDROXY-PHENYL)PYRUVIC ACID,SMP0000429
DB08327,"2-(3,6-DIHYDROXYPHENYL)ACETIC ACID",SMP0000429
DB00114,Pyridoxal phosphate,SMP0000465
DB00118,Ademetionine,SMP0000465
DB00123,L-Lysine,SMP0000465
DB00126,Ascorbic acid,SMP0000465
DB00139,Succinic acid,SMP0000465
DB00145,Glycine,SMP0000465
DB00157,NADH,SMP0000465
DB00583,Levocarnitine,SMP0000465
DB01592,Iron,SMP0000465
DB00114,Pyridoxal phosphate,SMP0000033
DB00116,Tetrahydrofolic acid,SMP0000033
DB00118,Ademetionine,SMP0000033
DB00122,Choline,SMP0000033
DB00131,Adenosine phosphate,SMP0000033
DB00133,Serine,SMP0000033
DB00134,Methionine,SMP0000033
DB00145,Glycine,SMP0000033
DB00151,Cysteine,SMP0000033
DB00157,NADH,SMP0000033
DB00171,ATP,SMP0000033
DB00640,Adenosine,SMP0000033
DB01345,Potassium cation,SMP0000033
DB01378,Magnesium cation,SMP0000033
DB01593,Zinc,SMP0000033
DB01917,Putrescine,SMP0000033
DB02083,"N,N-dimethylglycine",SMP0000033
DB02238,4-(Methylsulfanyl)-2-Oxobutanoic Acid,SMP0000033
DB03147,Flavin adenine dinucleotide,SMP0000033
DB03566,Spermidine,SMP0000033
DB04160,Pyrophosphoric acid,SMP0000033
DB04193,L-Homoserine,SMP0000033
DB04553,2-Oxobutanoic Acid,SMP0000033
DB00116,Tetrahydrofolic acid,SMP0000144
DB00128,Aspartic acid,SMP0000144
DB00130,L-Glutamine,SMP0000144
DB00131,Adenosine phosphate,SMP0000144
DB00142,Glutamic acid,SMP0000144
DB00145,Glycine,SMP0000144
DB00157,NADH,SMP0000144
DB00171,ATP,SMP0000144
DB00173,Adenine,SMP0000144
DB00640,Adenosine,SMP0000144
DB01345,Potassium cation,SMP0000144
DB01373,Calcium,SMP0000144
DB01378,Magnesium cation,SMP0000144
DB01593,Zinc,SMP0000144
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SMP0000144
DB01700,AICA ribonucleotide,SMP0000144
DB01972,Guanosine-5'-Monophosphate,SMP0000144
DB02134,Xanthine,SMP0000144
DB02377,Guanine,SMP0000144
DB02527,Cyclic adenosine monophosphate,SMP0000144
DB02577,Mesoheme,SMP0000144
DB02857,Guanosine,SMP0000144
DB03101,Ribose-1-Phosphate,SMP0000144
DB03147,Flavin adenine dinucleotide,SMP0000144
DB04076,Hypoxanthine,SMP0000144
DB04160,Pyrophosphoric acid,SMP0000144
DB04299,Maleic Acid,SMP0000144
DB04335,Inosine,SMP0000144
DB04457,2'-Deoxyguanosine-5'-Monophosphate,SMP0000144
DB00116,Tetrahydrofolic acid,SMP0000168
DB00128,Aspartic acid,SMP0000168
DB00130,L-Glutamine,SMP0000168
DB00131,Adenosine phosphate,SMP0000168
DB00142,Glutamic acid,SMP0000168
DB00145,Glycine,SMP0000168
DB00157,NADH,SMP0000168
DB00171,ATP,SMP0000168
DB00173,Adenine,SMP0000168
DB00640,Adenosine,SMP0000168
DB01345,Potassium cation,SMP0000168
DB01373,Calcium,SMP0000168
DB01378,Magnesium cation,SMP0000168
DB01593,Zinc,SMP0000168
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SMP0000168
DB01700,AICA ribonucleotide,SMP0000168
DB01972,Guanosine-5'-Monophosphate,SMP0000168
DB02134,Xanthine,SMP0000168
DB02377,Guanine,SMP0000168
DB02527,Cyclic adenosine monophosphate,SMP0000168
DB02577,Mesoheme,SMP0000168
DB02857,Guanosine,SMP0000168
DB03101,Ribose-1-Phosphate,SMP0000168
DB03147,Flavin adenine dinucleotide,SMP0000168
DB04076,Hypoxanthine,SMP0000168
DB04160,Pyrophosphoric acid,SMP0000168
DB04299,Maleic Acid,SMP0000168
DB04335,Inosine,SMP0000168
DB04457,2'-Deoxyguanosine-5'-Monophosphate,SMP0000168
DB00116,Tetrahydrofolic acid,SMP0000203
DB00128,Aspartic acid,SMP0000203
DB00130,L-Glutamine,SMP0000203
DB00131,Adenosine phosphate,SMP0000203
DB00142,Glutamic acid,SMP0000203
DB00145,Glycine,SMP0000203
DB00157,NADH,SMP0000203
DB00171,ATP,SMP0000203
DB00173,Adenine,SMP0000203
DB00640,Adenosine,SMP0000203
DB01345,Potassium cation,SMP0000203
DB01373,Calcium,SMP0000203
DB01378,Magnesium cation,SMP0000203
DB01593,Zinc,SMP0000203
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SMP0000203
DB01700,AICA ribonucleotide,SMP0000203
DB01972,Guanosine-5'-Monophosphate,SMP0000203
DB02134,Xanthine,SMP0000203
DB02377,Guanine,SMP0000203
DB02527,Cyclic adenosine monophosphate,SMP0000203
DB02577,Mesoheme,SMP0000203
DB02857,Guanosine,SMP0000203
DB03101,Ribose-1-Phosphate,SMP0000203
DB03147,Flavin adenine dinucleotide,SMP0000203
DB04076,Hypoxanthine,SMP0000203
DB04160,Pyrophosphoric acid,SMP0000203
DB04299,Maleic Acid,SMP0000203
DB04335,Inosine,SMP0000203
DB04457,2'-Deoxyguanosine-5'-Monophosphate,SMP0000203
DB00114,Pyridoxal phosphate,SMP0000221
DB00116,Tetrahydrofolic acid,SMP0000221
