Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Critical care,NHS LOGISTICS,1017193275A,28.55
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Critical care,NHS LOGISTICS,1017193275A,23.83
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Critical care,NHS LOGISTICS,1017193275A,5.32
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,10.6
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,SURGICAL INSTRUMENTS: GENERAL,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,65.17
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1017193275A,1.85
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1017193275A,21.2
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1017193275A,3.13
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,SURGICAL INSTRUMENTS: DISPOSABLE,Surgery,NHS LOGISTICS,1017193275A,28.23
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1017193275A,25.73
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1017193275A,5.54
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Critical care,NHS LOGISTICS,1017193275A,3.7
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Critical care,NHS LOGISTICS,1017193275A,4.76
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Critical care,NHS LOGISTICS,1017193275A,7.75
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Critical care,NHS LOGISTICS,1017193275A,5.32
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017193275A,15.63
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1017193275A,101.8
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017193275A,9.52
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Critical care,NHS LOGISTICS,1017193275A,28.55
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Critical care,NHS LOGISTICS,1017193275A,5.32
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,10.6
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,SURGICAL INSTRUMENTS: GENERAL,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,65.17
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,ANAESTHETIC EQUIPMENT ACCESSORIES,Surgery,NHS LOGISTICS,1017193275A,5.2
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017193275A,47.58
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1017193275A,66.7
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1017193275A,28.12
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1017193275A,14.64
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1017193275A,11.38
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017193275A,9.28
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017193275A,9.52
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,25.23
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,237.33
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,346.26
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,308.83
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,12.83
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,62.08
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,3.15
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,73.2
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,455
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1017193275A,9.52
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,5.96
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,11.68
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1017193275A,1.4
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1017193275A,6.48
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017193275A,9.52
Department of Health,Salisbury NHS Foundation Trust,17-Mar-17,Agency-Nursing RGN,#N/A,TALENT HUMAN CAPITAL MANAGEMENT LTD,2001118,78015.54
Department of Health,Salisbury NHS Foundation Trust,10-Mar-17,HEALTHCARE - NHS TRUSTS,Medicine,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,7290774,25798
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,30.44
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,BAGS SACKS - OTHER,Surgery,NHS LOGISTICS,1017193275A,8.58
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1017193275A,16.51
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1017193275A,33.02
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,HEATING VENTILATION BOILERS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,11
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1017193275A,4.47
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1017193275A,139.63
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,NON DISPOSABLE BED LINEN,Critical care,NHS LOGISTICS,1017193275A,9.77
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,NON DISPOSABLE BED LINEN,Critical care,NHS LOGISTICS,1017193275A,23.92
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,NON DISPOSABLE BED LINEN,Critical care,NHS LOGISTICS,1017193275A,9.77
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,NON DISPOSABLE BED LINEN,Critical care,NHS LOGISTICS,1017193275A,23.92
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1017193275A,1.44
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1017193275A,2.78
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1017193275A,15.28
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1017193275A,15.28
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TUBES,Critical care,NHS LOGISTICS,1017193275A,6.85
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TUBES,Critical care,NHS LOGISTICS,1017193275A,6.85
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1017193275A,6.16
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Surgery,NHS LOGISTICS,1017193275A,5.53
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,STATIONERY SUNDRIES,Critical care,NHS LOGISTICS,1017193275A,6.27
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,STATIONERY SUNDRIES,Critical care,NHS LOGISTICS,1017193275A,6.27
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1017193275A,3.24
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,LAB EQUIP-ANALYSERS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,12.7
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,LAB EQUIP-ANALYSERS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,61.5
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TUBES,Medicine,NHS LOGISTICS,1017193275A,6.99
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRUGS,Surgery,NHS LOGISTICS,1017193275A,29.45
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRUGS,Surgery,NHS LOGISTICS,1017193275A,18.7
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1017193275A,1.73
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRUGS,Surgery,NHS LOGISTICS,1017193275A,18.7
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TUBES,Medicine,NHS LOGISTICS,1017193275A,6.85
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1017193275A,6.48
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,2938.8
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,1102.05
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,2204.1
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,8816.4
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,1102.05
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,1469.4
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1017193275A,0.7
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Medicine,NHS LOGISTICS,1017193275A,4.13
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1017193275A,1.85
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Medicine,NHS LOGISTICS,1017193275A,5.45
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017193275A,3.35
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017193275A,3.35
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Medicine,NHS LOGISTICS,1017193275A,4.15
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,ELECTRICAL EQUIPMENT x,Surgery,NHS LOGISTICS,1017193275A,12.27
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,3.7
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,1.17
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,3.24
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Critical care,NHS LOGISTICS,1017193275A,21.47
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Critical care,NHS LOGISTICS,1017193275A,21.6
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Critical care,NHS LOGISTICS,1017193275A,11.95
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Critical care,NHS LOGISTICS,1017193275A,17.57
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Critical care,NHS LOGISTICS,1017193275A,17.57
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Critical care,NHS LOGISTICS,1017193275A,9.73
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,HEALTHCARE - WEAR,Surgery,NHS LOGISTICS,1017193275A,31.88
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,HEALTHCARE - WEAR,Surgery,NHS LOGISTICS,1017193275A,63.9
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,HEALTHCARE - WEAR,Surgery,NHS LOGISTICS,1017193275A,522.75
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1017193275A,6.48
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1017193275A,0.7
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017193275A,3.35
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017193275A,3.35
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1017193275A,0.35
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1017193275A,3.24
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1017193275A,4.15
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,21.2
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,9.71
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,14.83
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Medicine,NHS LOGISTICS,1017193275A,11.11
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,HEALTHCARE - WEAR,Medicine,NHS LOGISTICS,1017193275A,25.93
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,35.45
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,5.92
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,108.1
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,101.63
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,7.76
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,25.68
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,87.97
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1017193275A,36.4
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE BED LINEN,Critical care,NHS LOGISTICS,1017193275A,22.44
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1017193275A,47.58
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1017193275A,53.76
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1017193275A,30.03
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1017193275A,27.4
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Critical care,NHS LOGISTICS,1017193275A,3.24
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1017193275A,4.52
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1017193275A,3.21
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017193275A,4.03
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017193275A,8.05
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017193275A,4.03
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1017193275A,8.05
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,59.78
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1017193275A,57.78
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,7.64
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,1.85
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,TUBES,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,6.85
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,3.84
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,MEDSURGCONS - OTHER,Clinical Support and Family Services,NHS LOGISTICS,1017193275A,7.88
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,M & S EQUIPELECTEQUIPINST - OTHER,Critical care,NHS LOGISTICS,1017193275A,1.36
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,ELECTRICAL EQUIPMENT x,Critical care,NHS LOGISTICS,1017193275A,6.67
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1017193275A,30.57
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Critical care,NHS LOGISTICS,1017193275A,5.53
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Critical care,NHS LOGISTICS,1017193275A,11.33
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Critical care,NHS LOGISTICS,1017193275A,19.03
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DISPOSABLE THEATRE DRAPES WIPES,Critical care,NHS LOGISTICS,1017193275A,3.24
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRUGS,Surgery,NHS LOGISTICS,1017193275A,9.82
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1017193275A,23.79
Department of Health,Salisbury NHS Foundation Trust,03-Mar-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1017193275A,49.27
