Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date,Contract value,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51517,,Accommodation Based Support LTR Framework (North Norfolk CCG),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (North Norfolk CCG),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/01/2018,31/12/2020,,31/12/2021,340392.8,,,Leeway Domestic Violence and Abuse Service,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51496,,Accommodation Based Support LTR Framework (North Norfolk),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (North Norfolk),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/12/2017,30/11/2020,,30/11/2021,752887.2,,,Empanda Care & Support CIC,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51516,,Accommodation Based Support LTR Framework (Norwich CCG),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (Norwich CCG),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/01/2018,31/12/2020,,31/12/2021,510589.2,,,Leeway Domestic Violence and Abuse Service,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51514,,Accommodation Based Support LTR Framework (Norwich Central YMCA),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (Norwich Central YMCA),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/12/2017,30/11/2020,,30/11/2021,721110.12,,,YMCA Norfolk,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51504,,Accommodation Based Support LTR Framework (Old Post Office & Riverside Maltings),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (Old Post Office & Riverside Maltings),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/12/2017,30/11/2020,,30/11/2021,300800,,,Solo Housing (East Anglia),,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51507,,Accommodation Based Support LTR Framework (Right Tracks),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (Right Tracks),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/12/2017,30/11/2020,,30/11/2021,448922.28,,,The Benjamin Foundation,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51498,,Accommodation Based Support LTR Framework (Rosary Road),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (Rosary Road),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/12/2017,30/11/2020,,30/11/2021,506672.12,,,Home Group Ltd,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51508,,Accommodation Based Support LTR Framework (Steven Newing House),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (Steven Newing House),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/12/2017,30/11/2020,,30/11/2021,380093.88,,,The Benjamin Foundation,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51509,,Accommodation Based Support LTR Framework (Walmington Court),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (Walmington Court),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/12/2017,30/11/2020,,30/11/2021,391628.36,,,The Benjamin Foundation,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51499,,Accommodation Based Support LTR Framework (Wilkinson House),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (Wilkinson House),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/12/2017,30/11/2020,,30/11/2021,481338.52,,,Home Group Ltd,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BFN51510,,Accommodation Based Support LTR Framework (Winston Court),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Accommodation Based Support LTR Framework (Winston Court),HOUSING-RELATED & FLOATING SUPPORT,,,,,01/12/2017,30/11/2020,,30/11/2021,401252.08,,,The Benjamin Foundation,,,,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,AON49881,,Accounts Payable Recovery Audit,SINGLE AWARD CONTRACT,POLICY AND RESOURCES,,,Accounts Payable Recovery Audit,"AUDITORS, INSPECTIONS & REGISTRATIONS",,,,,17/10/2016,,,17/04/2020,,,,AUDIT PARTNERSHIP LTD,,,2187145,,,,Procurement systems team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BEN42490,,Ad hoc catering for meetings,SINGLE AWARD CONTRACT,,,,Ad hoc catering for meetings,"FM-FOOD, CATERING & VENDING",,,,,23/01/2014,,,,11739.88,,,NORSE EASTERN LIMITED,7445476,,506493,,,,Procurement systems team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,APN50134,,Additional analyst to support the CS improvement work,SINGLE AWARD CONTRACT,POLICY AND RESOURCES,,,Additional analyst to support the CS improvement work,HR-INTERIM & TEMPORARY STAFF,,,,,21/11/2016,,,31/12/2017,144218.835616438,,,NUMBER 10 INTERIM LTD,7050612,,1247835,,,,Procurement systems team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,SLN49236,,Additional deficit contributions to Pension Fund,SINGLE AWARD CONTRACT,POLICY AND RESOURCES,,,Additional deficit contributions to Pension Fund,,,,,,01/09/2014,,,31/03/2018,,,,NPS PROPERTY CONSULTANTS LIMITED,2888194,,72669,,,,Procurement systems team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BPN41977,,Additional Services for 16 and 17 year olds in Supported Housing - Spot purchased,OTHER,CHILDREN'S SERVICES,,,Additional Services for 16 and 17 year olds in Supported Housing - Spot purchased,CHILDREN'S-UNREG ACCOMMODATION,Welfare services for children and young people,853113005,,,01/04/2013,31/12/2017,,31/12/2017,485.467260274,,,THE BENJAMIN FOUNDATION,3825425,1124936,80162,,Y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BPN41980,,Additional Services for 16 and 17 year olds in Supported Housing - Spot purchased,SINGLE AWARD CONTRACT,CHILDREN'S SERVICES,,,Additional Services for 16 and 17 year olds in Supported Housing - Spot purchased,CHILDREN'S-UNREG ACCOMMODATION,Welfare services for children and young people,853113005,,,01/04/2013,31/12/2017,,31/12/2017,3080.2191780822,,,YMCA NORFOLK,2067523,801606,354985,,Y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,AFN49899,,Adobe Licences - RM1054,SINGLE AWARD CONTRACT,POLICY AND RESOURCES,,,Adobe Licences - RM1054,ICT-SOFTWARE & SAAS,,,,,13/10/2016,31/12/2017,,31/12/2017,58377.6309041096,,,PHOENIX SOFTWARE LIMITED,2548628,,73240,,,,Procurement systems team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BPN41329,,Adults - Appropriate Adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - Appropriate Adults,"INFORMATION, ADVICE AND ADVOCACY",SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,"Social Community Care Supplies & Services - Adult / Advice, Advocacy and Counselling Services",321010,01/04/2013,30/09/2018,,30/09/2018,605708.727386301,,,NORFOLK COALITION OF DISABLED PEOPLE T/A EQUAL LIVES,4098341,1084108,85237,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BPN41624,,Adults - Ashcroft (residential beds),SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - Ashcroft (residential beds),ADULT CARE-NURSING & RESIDENTIAL,Social work services with accommodation,853110002,Social Community Care Supplies & Services - Adult / Nursing & Residential Care Homes,321017,01/03/2010,31/03/2018,,31/12/2017,1910006.72059956,,,JULIAN SUPPORT LIMITED,3482147,1067883,1020836,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BPN40219,,Adults - Asperger's Service Norfolk,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - Asperger's Service Norfolk,"INFORMATION, ADVICE AND ADVOCACY",SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,"Social Community Care Supplies & Services - Adult / Advice, Advocacy and Counselling Services",321010,01/05/2014,31/03/2019,,31/03/2019,368529.482876712,,,ASPERGER EAST ANGLIA,,1074699,100177,,y,Charity or Charitable Incorporated Organisation,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON41294,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,,31/10/2018,,,2896337.32,,,MANORCOURT CARE (NORFOLK) LTD,4516799,,84819,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48282,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,02/11/2015,01/11/2020,,,6813903.08,,,MEARS CARE LIMITED,4320403,,336001,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48283,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,02/11/2015,01/11/2020,,,1997047.56,,,CAREWATCH CARE SERVICES LIMITED,2949558,,179205,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48284,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,02/11/2015,01/11/2020,,,79939.96,,,MEARS CARE LIMITED,4320403,,336001,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48285,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,02/11/2015,01/11/2020,,,1560711.72,,,CAREWATCH CARE SERVICES LIMITED,2949558,,144077,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48287,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,02/11/2015,01/11/2020,,,,,,HALES GROUP LIMITED,3756814,,145876,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48289,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,02/11/2015,01/11/2020,,,,,,MEARS CARE LIMITED,4320403,,336001,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48290,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,02/11/2015,01/11/2020,,,1595220.3072,,,MEARS CARE LIMITED,4320403,,336001,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48291,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,02/11/2015,01/11/2020,,,,,,HALES GROUP LIMITED,3756814,,145876,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48292,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,16/11/2015,01/11/2020,,,3297846.04,,,HALES GROUP LIMITED,3756814,,145876,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48293,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,16/11/2015,01/11/2020,,,,,,HALES GROUP LIMITED,3756814,,145876,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48295,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,23/11/2015,01/11/2020,,,659964.12,,,WESTMINSTER HOMECARE LIMITED,3353584,,116777,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48297,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,23/11/2015,01/11/2020,,,767220.48,,,WESTMINSTER HOMECARE LIMITED,3353584,,116777,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48763,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,01/04/2016,01/11/2020,,,2743208.76,,,NESTOR PRIMECARE SERVICES LIMITED,1963820,,104517,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON48765,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,01/04/2016,01/11/2020,,,1965959.6,,,MANORCOURT CARE (NORFOLK) LTD,4516799,,84819,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BON50211,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,23/01/2017,,,,326144.04,,,THE CARE COMPANY UK LIMITED,6851701,,197447,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,29/12/2017,BQN44028,,Adults - block purchased home care for adults,SINGLE AWARD CONTRACT,ADULT SOCIAL CARE,,,Adults - block purchased home care for adults,DOMICILIARY CARE,SOCIAL WORK SERVICES WITHOUT ACCOMMODATION,853120009,Social Community Care Supplies & Services - Adult / Domiciliary Care,321014,,31/10/2018,,,166302.36,,,CAREWATCH CARE SERVICES LIMITED,2949558,,144077,,,,Procurement SRM team,procurementsccm@norfolk.gov.uk,
