Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Consumables,Procurement,NHS SUPPLY CHAIN,18202970,"121,940.53"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Consumables,Procurement,NHS SUPPLY CHAIN,17819588,"125,516.84"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Consumables,Procurement,NHS SUPPLY CHAIN,17998773,"154,455.43"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Equip Maint Contracts,Radiographers,NHS SUPPLY CHAIN,17850190,"156,147.38"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,18212872,"85,478.40"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,17826330,"87,725.95"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,17984211,"93,839.04"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Bldg/Eng Equip Maint/Rep,Service Contracts,OCD CLEANING SERVICES,18226058,"27,074.50"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Fixed assets,Balance Sheet,OLYMPUS KEYMED,18241688,"27,477.25"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Computer Software/License,Professional Practice,OPTIMUM CONTACT LTD,18074228,"36,000.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Fixed assets,Balance Sheet,PERVASIVE NETWORKS LTD,18272238,"50,003.82"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Other Public Sector,Central Other,PLYMOUTH COMMUNITY HEALTHCARE CIC,18126464,"53,916.67"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Other Public Sector,Central Other,PLYMOUTH COMMUNITY HEALTHCARE CIC,18126500,"67,388.89"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18121496,"25,491.38"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18274694,"26,485.26"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,17826374,"33,510.07"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18121497,"46,864.80"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,18212995,"54,754.56"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Ext Contr Laundry,Linen Services,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,17993503,"81,637.24"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Ext Contr Catering,Commercial Contracts,SERCO LTD,17921664,"239,915.01"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Ext Contr Domestics,Commercial Contracts,SERCO LTD,17921664,"419,015.60"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Ext Contr Oth Hotel Srv,Commercial Contracts,SERCO LTD,17921664,"354,263.56"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Accountancy services,Finance Director,SHARED BUSINESS SERVICES,STANDING ORDER SBS SLA,"33,390.08"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Fixed assets,Balance Sheet,SICK (UK) LTD,18226395,"114,708.78"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Ambulance Car Service,Patient Transport,SRCL LTD,8778365,"-94,463.26"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Ambulance Car Service,Patient Transport,SRCL LTD,18201946,"-83,310.68"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Ambulance Car Service,Patient Transport,SRCL LTD,8764833,"94,463.26"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Med & Surg Equip General,EPS/Ablations,ST JUDE MEDICAL UK LTD,18035537,"146,880.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Drugs,Pharmacy,ST JUDE MEDICAL UK LTD,17025495,"348,030.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Independent Sector,Palliative Care,ST LUKES HOSPICE PLYMOUTH,17674469,"110,233.14"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Rent,Haemodialysis Unit,UNA GROUP LTD,17919132,"25,939.56"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Computer Software/License,Performance Information,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,18129547,"40,000.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/03/2016,Consultant,Diabetic Medicine,UNIVERSITY OF PLYMOUTH,18255352,"54,469.17"
