"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business Innovation and Skills","Land Registry","HR Directorate","3","HEO","26490","33069","Property Asset Manager","0.95","Human Resources"
"Department for Business Innovation and Skills","Land Registry","HR Directorate","3","SEO","32974","48090","Senior HR Officer","22.74","Human Resources"
"Department for Business Innovation and Skills","Land Registry","HR Directorate","3","SEO","32974","48090","P&I Manager","9.00","Human Resources"
"Department for Business Innovation and Skills","Land Registry","HR Directorate","3","SEO","32974","48090","Property Asset Manager","3.00","Human Resources"
"Department for Business Innovation and Skills","Land Registry","HR Directorate","3","SEO","32974","48090","Facilities Manager","6.00","Human Resources"
"Department for Business Innovation and Skills","Land Registry","HR Directorate","3","G7","49369","64109","Senior HR Manager","7.00","Human Resources"
"Department for Business Innovation and Skills","Land Registry","HR Directorate","3","G7","49369","64109","Senior P&I Manager","1.00","Human Resources"
"Department for Business Innovation and Skills","Land Registry","HR Directorate","3","G7","49369","64109","Senior Facilities Manager","2.00","Human Resources"
"Department for Business Innovation and Skills","Land Registry","HR Directorate","3","G6","60383","72816","Senior HR Manager","3.00","Human Resources"
"Department for Business Innovation and Skills","Land Registry","HR Directorate","3","G6","60383","72816","Senior Property Asset Manager","1.00","Human Resources"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","EO","22687","26938","Personal Assistant","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","EO","22687","26938","Investigations Officer","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","EO","22687","26938","Project Support Officer","4.19","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","EO","22687","26938","Research Officer","8.06","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","EO","22687","26938","Survey and Mapping Officer","2.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","HEO","26490","33069","Executive Support","0.43","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","HEO","26490","33069","Investigations Officer","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","HEO","26490","33069","Project Support Officer","3.81","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","HEO","26490","33069","Survey and Mapping Officer","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","HEO","26490","33069","Research Officer","4.81","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","SEO","32974","48090","Survey and Mapping Manager","4.74","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","SEO","32974","48090","Senior Research Officer","1.86","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","SEO","32974","48090","Project Manager","13.81","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","SEO","32974","48090","Senior Investigation Officer","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","G7","49369","64109","Survey and Mapping Manager","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","G7","49369","64109","Senior Project Manager","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","G7","49369","64109","Lawyer","2.83","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","4","G6","60383","72816","Survey and Mapping Manager","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Operations Directorate","5","AA","16663","19723","Registration Assistant","1.49","Operational Delivery"
"Department for Business Innovation and Skills","Land Registry","Operations Directorate","5","AO","19399","22459","Registration Officer","108.49","Operational Delivery"
"Department for Business Innovation and Skills","Land Registry","Operations Directorate","5","EO","22687","26938","Operational Caseworker","1769.25","Operational Delivery"
"Department for Business Innovation and Skills","Land Registry","Operations Directorate","5","HEO","26490","33069","Operational Caseworker","968.36","Operational Delivery"
"Department for Business Innovation and Skills","Land Registry","Operations Directorate","5","SEO","32974","48090","Senior Operational Caseworker","282.66","Operational Delivery"
"Department for Business Innovation and Skills","Land Registry","Operations Directorate","5","G7","49369","64109","Senior Operational Manager","21.60","Operational Delivery"
"Department for Business Innovation and Skills","Land Registry","Operations Directorate","5","G6","60383","72816","Senior Operational Manager","8.00","Operational Delivery"
"Department for Business Innovation and Skills","Land Registry","Finance Directorate","6","AO","19399","22459","Finance Support Officer","7.40","Finance"
"Department for Business Innovation and Skills","Land Registry","Finance Directorate","6","EO","22687","26938","Finance Officer","11.56","Finance"
"Department for Business Innovation and Skills","Land Registry","Finance Directorate","6","HEO","26490","33069","Finance Manager","17.97","Finance"
"Department for Business Innovation and Skills","Land Registry","Finance Directorate","6","SEO","32974","48090","Senior Finance Manager","14.57","Finance"
"Department for Business Innovation and Skills","Land Registry","Finance Directorate","6","G7","49369","64109","Senior Finance Manager","3.00","Finance"
"Department for Business Innovation and Skills","Land Registry","Finance Directorate","6","G6","60383","72816","Assistant Head of Finance","3.00","Finance"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","AO","19399","22459","Business Development Executive","4.39","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","EO","22687","26938","Customer Service Officer","2.00","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","EO","22687","26938","Design Officer","1.50","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","EO","22687","26938","Research Officer","1.86","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","EO","22687","26938","Business Development Executive","15.15","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","EO","22687","26938","Product Development Executive","1.00","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","HEO","26490","33069","Customer Service Officer","1.83","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","HEO","26490","33069","Business Development Executive","23.88","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","HEO","26490","33069","Design Officer","1.00","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","HEO","26490","33069","Research Officer","3.00","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","HEO","26490","33069","Business Development Manager","1.86","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","SEO","32974","48090","Personal Assistant","1.00","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","SEO","32974","48090","Customer Service Manager","4.65","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","SEO","32974","48090","Business Development Manager","27.72","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","G7","49369","64109","Senior Business Development Manager","3.00","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","7","G6","60383","72816","Senior Business Development Manager","4.00","Operational Research"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","8","AO","19399","22459","Corporate Information Officer","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","8","EO","22687","26938","Personal Secretary","2.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","8","HEO","26490","33069","Corporate Information Officer","2.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","8","SEO","32974","48090","Legal Researcher","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","8","G7","49369","64109","Technical Assurance Manager","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","8","G7","49369","64109","Corporate Information Manager","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","8","G7","49369","64109","Lawyer","4.63","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","9","G7","49369","64109","Lawyer","8.66","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","10","G7","49369","64109","Lawyer","8.18","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","11","G7","49369","64109","Lawyer","8.32","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","12","G7","49369","64109","Lawyer","6.11","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","14","G7","49369","64109","Lawyer","9.18","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","15","G7","49369","64109","Lawyer","5.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","16","AO","19399","22459","Legal Support Adviser","2.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","16","EO","22687","26938","Legal Support Adviser","2.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","16","HEO","26490","33069","Legal Support Adviser","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","16","G7","49369","64109","Senior Legal Administrator","1.00","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","16","G7","49369","64109","Lawyer","4.53","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","19","G7","49369","64109","Lawyer","7.25","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","20","G7","49369","64109","Lawyer","9.38","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","21","G7","49369","64109","Lawyer","11.45","Law"
"Department for Business Innovation and Skills","Land Registry","Legal Services Group","23","G7","49369","64109","Lawyer","6.95","Law"
