"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111801","E2","15623","18815","Administrative Support","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1242123","C2","29258","36333","Analyst","1.00","Operational Research"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","B2","47942","59535","Commercial Operations","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1591920","C1","38095","44268","Project Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00049802","OF5","81310","89408","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OF2","37916","45090","Security","8.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","C2","29258","36333","Range Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF5","81310","89408","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","B2","47942","59535","Soft Facilities Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","C2","29258","36333","Project Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","Skill Zone 4","23240","24930","Project Support Officer","2.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","C2","29258","36333","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF4","67032","77617","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","B2","47942","59535","Estate Planning","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Audit and Assurance","2.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","B1","56436","72185","Project Support Officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF2","37916","45090","Knowledge Information Management Support Officer","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OF3","53164","57200","Security","9.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","C2 HTTO","29258","38546","Technical Support Officer","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF4","67032","77617","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","B2","47942","59535","Energy Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","C1","38095","44268","Administrative Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","B2","47942","59535","Project Support Officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","C2 MSF","29258","36333","Direct Military Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","OF3","53164","57200","Security","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF5","81310","89408","RM","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","C1","38095","44268","Direct Military Support","2.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Administrative Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","C1","38095","44268","Project Support Officer","32.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","Civilian Medical Practitioner","75469","77303","Gen Practice Medical","5.00","Medicine"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF4","67032","77617","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","C1","38095","44268","Consultancy","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Administrative Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","C2","29258","36333","Project Support Officer","43.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF3","53164","57200","Knowledge Information Management Support Officer","4.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Administrative Support","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF4","67032","77617","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","C1","38095","44268","Energy Management","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","C2","29258","36333","Information Technology","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","D","23427","29092","Project Support Officer","30.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF3","53164","57200","Policy Adviser","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Commercial Strategy","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF4","67032","77617","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","C2","29258","36333","Consultancy","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OF3","53164","57200","Operations Support Officer","6.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","C2","29258","36333","Occupational Psychology","2.00","Psychology"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","E1","18370","22124","Project Support Officer","12.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OF4","67032","77617","Security","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Community Service","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF5","81310","89408","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","C2","29258","36333","Soft Facilities Management","18.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1591920","C2","29258","36333","Knowledge Info Management","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","E2","15623","18815","Project Support Officer","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Decision Support","5.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","OF4","67032","77617","Not in post","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF4","67032","77617","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1162954","E1","18370","22124","Photography","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","C2","29258","36333","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","OF2","37916","45090","Project Support Officer","8.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Design & Imagery","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF4","67032","77617","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1162954","C2","29258","36333","Media and Press","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","C2","29258","36333","Direct Military Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","OF3","53164","57200","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF4","67032","77617","Knowledge Information Management Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Digital and Social Media","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF4","67032","77617","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1162954","B1","56436","72185","Decision Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","D","23427","29092","Energy Management","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OF4","67032","77617","Operations Support Officer","6.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","OF4","67032","77617","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Energy Management","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF4","67032","77617","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1162954","D","23427","29092","Safety Management","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","D","23427","29092","Soft Facilities Management","13.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","OF5","81310","89408","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF5","81310","89408","Knowledge Information Management Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Environment and Sustainability","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","OF4","67032","77617","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1162954","Skill Zone 1","15083","16482","Technical [Trades]","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","D","23427","29092","Performance Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","OR1-3","17515","28940","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111803","OF5","81310","89408","Policy Adviser","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Estate Planning","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1605824","C1","38095","44268","Project Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1162954","Skill Zone 1","15083","16482","Business Management","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","D","23427","29092","Consultancy","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OF5","81310","89408","Operations Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","OR4","30861","33182","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","B1","56436","72185","Business Manager","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR1-3","17515","28940","Security","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army","1162954","C2","29258","36333","Administrative Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","D","23427","29092","Supply Chain Management","4.00","Planning"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","OR5-6","35254","36929","Project Support Officer","4.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","C1","38095","44268","Programme Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR4","30861","33182","Security","4.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Media and Press","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1162954","C2","29258","36333","Communications Manager","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","D","23427","29092","Contract Perf Meas & Mgmnt","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","OR7-8","33223","43252","Project Support Officer","24.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","C1","38095","44268","Senior HR Manager","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR5-6","35254","36929","Security","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Safety,Health,Environment&Fire","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1162954","C2","29258","36333","Communication Training","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","D","23427","29092","Material Accounting","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00050171","Skill Zone 2","16482","18010","Storekeeping/WarehouseOps","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","C1","38095","44268","Secretariat & Private Office","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Secretarial","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1162954","C1","38095","44268","Information Technology","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","D","23427","29092","Site Estate","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OR5-6","35254","36929","Operations Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","B1","56436","72185","Project Support Officer","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","Supt MDP","59183","68956","Police","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR7-8","33223","43252","Not in post","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1162954","D","23427","29092","Transaction Processing","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","E1","18370","22124","Storekeeping/WarehouseOps","21.00","Planning"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","B2","47942","59535","Project Support Officer","15.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","C2","29258","36333","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR7-8","33223","43252","Security","6.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Storekeeping/WarehouseOps","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1162954","C2","29258","36333","Employee Representative","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","E1","18370","22124","Secretarial","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","C1","38095","44268","Project Support Officer","52.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","C2","29258","36333","Strategic Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Supply Chain Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1162954","D","23427","29092","Digital and Social Media","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","E1","18370","22124","Material Accounting","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OR7-8","33223","43252","Operations Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","C2","29258","36333","Project Support Officer","73.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","C2","29258","36333","Community Service","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111794","OR9","38600","46753","Security","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Technical [Trades]","7.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1162954","Skill Zone 1","15083","16482","Storekeeping/WarehouseOps","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","E1","18370","22124","Site Estate","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","D","23427","29092","Project Support Officer","34.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","C2","29258","36333","Direct Military Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D","23427","29092","Training Support","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1162954","Skill Zone 3","18010","22150","Storekeeping/WarehouseOps","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","E1","18370","22124","Quality Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111804","OR9","38600","46753","Operations Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","E1","18370","22124","Project Support Officer","29.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","C2","29258","36333","WOME Production","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","D TTO","23427","32743","Technical Support Officer","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1162954","E1","18370","22124","Defence Policy and Commitments","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139073","C1","38095","44268","Business Manager","1.00","Law"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","E1","18370","22124","Estate Planning","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","OF2","37916","45090","Project Support Officer","17.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","D","23427","29092","WOME Production","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Administrative Support","99.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1162954","C1","38095","44268","Information Service Provision","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139073","D","23427","29092","Executive Assistant","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","E2","15623","18815","Energy Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","OF3","53164","57200","Project Support Officer","27.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","B1","56436","72185","Legal Adviser","3.00","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","D","23427","29092","Civilian HR Expert","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Secretarial","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1162954","E1","18370","22124","Information Service Provision","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Retired Offr 2","30136","36333","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","OF4","67032","77617","Project Support Officer","6.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","B1","56436","72185","Legal Adviser","1.00","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","PSgt MDP","34693","41717","Police","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Systems Engineering","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Storekeeping/WarehouseOps","7.00","Operational Research"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Retired Offr 2","30136","36333","Direct Military Support","2.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","OF5","81310","89408","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","OF4","67032","77617","Legal Adviser","1.00","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","Skill Zone 3","18010","22150","WOME Production","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1598314","Skill Zone 1","15083","16482","Administrative Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Information Technology","6.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Retired Offr 2","30136","36333","Soft Facilities Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","OR7-8","33223","43252","Project Support Officer","23.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","D","23427","29092","Legal Support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","Locally Employed Civilian (LEC)","0","0","Locally Employed Civilians","620.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","38095","44268","Information Technology","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Transport/Movement","11.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Skill Zone 1","15083","16482","Storekeeping/WarehouseOps","15.54","Planning"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00051324","OR9","38600","46753","Project Support Officer","5.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","E1","18370","22124","Legal Support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","OF2","37916","45090","Army","2.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Knowledge Info Management","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00062452","B1","56436","72185","Operations Support Officer","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Technical [Trades]","24.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Skill Zone 2","16482","18010","Storekeeping/WarehouseOps","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139074","OF5","81310","89408","Legal Adviser","1.00","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","OF2","37916","45090","RAF","3.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","38095","44268","Community Development Work","2.00","Social Research"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00062452","B2","47942","59535","Operations Support Officer","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Commercial Analysis","2.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Skill Zone 2","16482","18010","Driving","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","OF2","37916","45090","RG","10.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","E1","18370","22124","Community Development Work","2.00","Social Research"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00062452","C1","38095","44268","Operations Support Officer","14.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Decision Support","9.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139083","B1","56436","72185","Legal Adviser","3.00","Law"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Skill Zone 2","16482","18010","Site Estate","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","OF2","37916","45090","RN","6.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Contract Perf Meas & Mgmnt","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00062452","C2","29258","36333","Operations Support Officer","27.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Engineering & Technical Support","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139083","E1","18370","22124","Legal Support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Skill Zone 2","16482","18010","Storekeeping/WarehouseOps","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","OF3","53164","57200","Army","5.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","E1","18370","22124","Soft Facilities Management","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00062452","D","23427","29092","Operations Support Officer","38.50","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Design & Imagery","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","B1","56436","72185","Legal Adviser","8.00","Law"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Skill Zone 2","16482","18010","Storekeeping/WarehouseOps","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","OF3","53164","57200","RAF","5.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","38095","44268","Service HR Service Provider","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00062452","E1","18370","22124","Operations Support Officer","55.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Knowledge Info Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","B2","47942","59535","Legal Adviser","22.00","Law"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Skill Zone 2","16482","18010","Driving","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","OF3","53164","57200","RG","6.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Civilian HR Service Provider","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00062452","E2","15623","18815","Operations Support Officer","8.50","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071928","E1","18370","22124","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","139084","C1","38095","44268","Legal Adviser","4.00","Law"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00194069","Skill Zone 2","16482","18010","Storekeeping/WarehouseOps","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1119832","OF3","53164","57200","RN","7.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Defence Policy and Commitments","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00062452","NHS Band 2","13653","16753","Medical","8.00","Medicine"
