OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,CO8223428383369,Supply of Fencing,ENVIRONMENT & HOUSING,205 - Operational Materials,,08/06/2017,,,,,"�11,840.00",,COTSWOLD DECORATIVE IRONWORKERS,,Other/Not known,,Bob Bradley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,CO6535428388341,Supply and Fit of Blinds,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�9,712.05",,COUNTRY BLINDS & AWNINGS LTD,,b) Micro,,Mandy Grace,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,10/04/2017,PO153742835CUKI0011238,MAPA Training,CHILDRENS SERVICES,70 - Best Value Training,,08/06/2017,,,,,"�5,950.00",,CRISIS PREVENTION INSTITUTE INC,,c) Small,,Annette Whipp,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,CR084442853INV/131385,Residential Care,CHILDRENS SERVICES,507 - General External Residential Placements,,08/06/2017,,,,,"�23,932.00",,CROSSREACH BALLIKINRAIN SCHOOL,,Other/Not known,,Edwige Moutault,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,CR08464283800017329,Door Entry and Access Control,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�17,345.00",,CRS COMMUNICATIONS LTD,,Other/Not known,,Mandy Grace,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/04/2017,CY132142844CP0617,Design & Build Managment/Maintenance at Leeds Urban Bike Park Project,ENVIRONMENT & HOUSING,N/A,,08/06/2017,,,,,"�20,000.00",,CYCLE PATHWAY CIC,,Other/Not known,,Paul Ackroyd,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,21/04/2017,DC027042846018,Tropical World,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�15,000.00",,DCR THEMING LIMITED,,Other/Not known,,Maria Akers,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,21/04/2017,DI01014284641528,Superfast Fibre Broadband,CITY DEVELOPMENT,213 - Telephones,,08/06/2017,,,,,"�14,097.21",,DIVA TELECOM LTD,,b) Micro,,Debbie Kirk,CPR Exempt
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,DU016842838701007593,Secure Welfare Placement,CHILDRENS SERVICES,508 - Other External Residential Placement,,08/06/2017,,,,,"�17,955.00",,DURHAM COUNTY COUNCIL,,e) Large,,Angela Depledge,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,27/04/2017,EN031642852INV-000755,Training,CHILDRENS SERVICES,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�9,950.00",,ENJOY TRAINING LIMITED T/A,,Other/Not known,,Matt Wilton,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,25/04/2017,EN32444285023264,Chemiluminescent Real- Time NOx Analyser,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�9,434.00",,ENVIRO TECHNOLOGY SERVICES PLC,,c) Small,,Paul Spandler,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/04/2017,EV01334284491552469,Legal Fees,CITY DEVELOPMENT,277 - Bought In Professional Services,,08/06/2017,,,,,"�6,375.00",,EVERSHEDS LLP,,e) Large,,Philippa Elliott,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/04/2017,EV0194428302009002115,Leeds Film Festival,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�8,500.00",,EVERYMAN MEDIA LIMITED,,Other/Not known,,Chris Fell,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/04/2017,EX083342849125,Fostering,CHILDRENS SERVICES,507 - General External Residential Placements,,08/06/2017,,,,,"�49,714.27",,EXCEPTIONAL CARE LIMITED,,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,10/04/2017,FA0679428353719,Engineering Services,CITY DEVELOPMENT,N/A,,08/06/2017,,,,,"�172,307.00",,FABRITE ENGINEERING LTD,,Other/Not known,,Phil Rigby,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,04/04/2017,TO0389428297599,"Fieldhead Carr School, Rothwell Victoria, Westminster Buildings",ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�78,936.43",,FIRE PROTECTION COMPLIANCE LTD,,c) Small,,Dave Brown,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,04/04/2017,FR0732428291059,Fostering,CHILDRENS SERVICES,507 - General External Residential Placements,,08/06/2017,,,,,"�15,500.00",,FRIENDS THERAPEUTIC COMMUNITY TRUST,,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,GE05984285345505,Pre-Cast Vault,ENVIRONMENT & HOUSING,205 - Operational Materials,,08/06/2017,,,,,"�5,075.00",,GEM PRECAST,,Other/Not known,,Chris Simpson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,GL0169428531069885,Capital Radio Promotion Campaign,CENTRAL & CORP FUNC ADMINIST (NON LCC),267 - Publication And Promotion,,08/06/2017,,,,,"�22,000.00",,GLOBAL RADIO SERVICES LTD,,e) Large,,Phil Cole,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,27/04/2017,ON1857428521551,Leeds Digital Campaign,CITIZENS AND COMMUNITIES,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�10,000.00",,GOOD THINGS FOUNDATION,,c) Small,,Richard Hart,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/04/2017,GR372742831SI/0000000211,Groundworks,ENVIRONMENT & HOUSING,N/A,,08/06/2017,,,,,"�78,497.00",,GROUNDWORK LEEDS,,d) Medium,,Bob Bradley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18/04/2017,HA37704284310223,Software for Elections,CITIZENS AND COMMUNITIES,214 - Computer Software & Equipment,,08/06/2017,,,,,"�22,258.86",,HALAROSE LIMITED,,c) Small,,Susie Benton,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,HA21134285350616,Apple Learning,CITY DEVELOPMENT,214 - Computer Software & Equipment,,08/06/2017,,,,,"�5,112.00",,HARDSOFT LTD,,Other/Not known,,Yvonne hardman,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,18/04/2017,HN001942843142644,Supply of Tables,ENVIRONMENT & HOUSING,203 - Operational Furniture And Equipment,,08/06/2017,,,,,"�9,078.86",,HND (UK) LTD,,Other/Not known,,Maria Akers,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,HO081742853I2142,Remedial conservation works carried out at Armley Mills ,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�8,550.00",,I D HOWITT LTD,,b) Micro,,John Roles,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,27/04/2017,CO08824285211,VTAS Imaging Server,CITY DEVELOPMENT,N/A,,08/06/2017,,,,,"�25,400.00",,I-COMPLY LTD,,b) Micro,,Richard Tinker,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/04/2017,ID13054284440218179,LGA Peer Review,ADULT SOCIAL CARE,259 - Consultancy Services,,08/06/2017,,,,,"�13,342.98",,IMPROVEMENT & DEVELOPMENT AGENCY,,e) Large,,Stuart Cameron-Strickland,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,19/04/2017,IN40184284419766,Supply of Equipment to Temple Newsam Caf�,ENVIRONMENT & HOUSING,N/A,,08/06/2017,,,,,"�5,200.00",,INDEPENDENT EQUIPMENT CO,,b) Micro,,Maria Akers,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,03/04/2017,JO19584282890980637,Assistive Technology,LEEDS COMMUNITY EQUIP STORE POOLED BUDGT,203 - Operational Furniture And Equipment,,08/06/2017,,,,,"�14,716.85",,JOERNS HEALTHCARE LIMITED,,d) Medium,,Katie Cunningham,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,21/04/2017,JO213242846543,Design and Branding for Leeds Park Fund,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�5,850.00",,JOURNAL LIMITED,,Other/Not known,,Emma Trickett,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,JU008342838227765,Legal Fees,CENTRAL & CORPORATE,411 - Legal Disbursements,,08/06/2017,,,,,"�9,000.00",,JUSTIN CROSSLEY,,a) Individual,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/04/2017,JU909742831INV2188,Photography,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�5,250.00",,JUSTIN SLEE PHOTOGRAPHY,,a) Individual,,Abby Dix-Mason,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/04/2017,ZZ33224283003APR-30APR,Sheltered Accommodation,JCS FOR PEOPLE WITH LEARNING DISABILITIE,569 - Sheltered Accommodation,,08/06/2017,,,,,"�19,053.80",,KINGFISHER HOUSE,,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/04/2017,KI031542831SINV1956488,Annual Programme Support & Training Fees MST-FIT,CHILDRENS SERVICES,70 - Best Value Training,,08/06/2017,,,,,"�40,575.00",,KING'S COLLEGE LONDON,,Other/Not known,,Saleem Tariq,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/04/2017,KI6395428308602801395,Interagency Adoption & ,CHILDRENS SERVICES,559 - Interagency Adoptions,,08/06/2017,,,,,"�9,000.00",,KIRKLEES COUNCIL,,e) Large,,Sarah Johal,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,KI6395428328602853657,IT Services,CENTRAL & CORPORATE,214 - Computer Software & Equipment,,08/06/2017,,,,,"�9,750.00",,KIRKLEES COUNCIL,,e) Large,,Steven Bedford,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,21/04/2017,KP0047428465501394396,Provision Of Reports & Workshop Concerning Options For Property Related External Funding Investment,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�25,000.00",,KPMG LLP FEES,,e) Large,,Phil Cole,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,KP0047428385501380980,Commission Support For A Review Of Traded Services To Schools & Academies,CHILDRENS SERVICES,259 - Consultancy Services,,08/06/2017,,,,,"�50,000.00",,KPMG LLP FEES,,e) Large,,Sue Rumbold,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,03/04/2017,LE527X42828985224,CPA Development Manager,ADULT SOCIAL CARE,561 - Payments To Voluntary Organisations,,08/06/2017,,,,,"�24,051.00",,LEEDS AND YORK PARTNERSHIP NHS FT,,Other/Not known,,David Peel,CPR Exempt
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,LE08304283824879052,Pharmacy Technician Training,ADULT SOCIAL CARE,561 - Payments To Voluntary Organisations,,08/06/2017,,,,,"�18,750.00",,LEEDS COMMUNITY HEALTHCARE NHS TRUST,,Other/Not known,,Michelle Atkinson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,04/04/2017,LE187042829INV-0012,Sponsorship for Leeds Digital Festival,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�15,000.00",,LEEDS DIGITAL FESTIVAL LTD,,Other/Not known,,Phil Cole,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,LE036142838983,"East SEMH, Benton Park, South SEMH, Hovingham Primary School, East SEMH, North SEMH",CHILDRENS SERVICES,N/A,,08/06/2017,,,,,"�90,842.86",,LEEDS LEP LTD,,c) Small,,Phil Rigby,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,LE031642832L.S.S.A SEPT16-AUG17,Affiliation to L.S.S.A,CHILDRENS SERVICES,226 - Memberships,,08/06/2017,,,,,"�14,300.00",,LEEDS SCHOOLS SPORT ASSOCIATION,,Other/Not known,,Carol Nightingale,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,LE6651428381410066751,Diversion of private stats to facilitate the strengthening of Woodhouse Tunnel under Little Woodhouse Street,CITY DEVELOPMENT,N/A,,08/06/2017,,,,,"�32,416.89",,LEEDS TEACHING HOSPITALS,,e) Large,,Richard Tinker,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,11/04/2017,LI039842836KI.0452,Land rental for repairs to Linton Bridge,CITY DEVELOPMENT,N/A,,08/06/2017,,,,,"�8,634.70",,LISTER HAIGH (KNARESBOROUGH) LIMITED,,Other/Not known,,Richard Tinker,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,LO172X42838LOR4705,Support Renewal of Netloan Software,CITIZENS AND COMMUNITIES,214 - Computer Software & Equipment,,08/06/2017,,,,,"�23,154.26",,LORENSBERGS LTD,,c) Small,,Richard Hart,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,04/04/2017,MA2472428291196,Website Support and Development,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�5,810.00",,MATT SEWARD DESIGN,,Other/Not known,,Abby Dix-Mason,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,21/04/2017,ME089742846MEA151117,MSF Highways Blocks,ENVIRONMENT & HOUSING,N/A,,08/06/2017,,,,,"�12,000.00",,MEARS LIMITED,,e) Large,,Jon Andrews,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,MI190142832M20305,Subscription to Mintel Reports,CITIZENS AND COMMUNITIES,206 - Books & Audio-Visual Materials,,08/06/2017,,,,,"�12,920.00",,MINTEL INTERNATIONAL GROUP LTD,,e) Large,,Beverley Rice,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,25/04/2017,MI2409428507221,Design Works,CITY DEVELOPMENT,N/A,,08/06/2017,,,,,"�25,000.00",,MJCE LTD,,Other/Not known,,Chris Coulson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,MO117742832CHANGING LEEDS,Changing Leeds,CENTRAL & CORPORATE,267 - Publication And Promotion,,08/06/2017,,,,,"�5,000.00",,MOJO FILMS,,Other/Not known,,Dee Reid,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,NA0829428320081,Leeds Inspired Print Design,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�8,300.00",,NATALIE MORTON,,a) Individual,,Abby Dix-Mason,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/04/2017,LA991842830301013274,Hire of Van Mount,CITY DEVELOPMENT,305 - Plant Hire - By Directorate,,08/06/2017,,,,,"�5,040.00",,NATIONWIDE PLATFORMS LIMITED,,e) Large,,Cluny Macpherson,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,NI102842853432002606,Agency Fees,CENTRAL & CORPORATE,N/A,,08/06/2017,,,,,"�13,800.00",,NIGEL FRANK INTERNATIONAL LTD,,Other/Not known,,Steven Bedford,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,GI015142832MAZUR FAMILY +3,Emergency Accommodation,CHILDRENS SERVICES,551 - Section 17,,08/06/2017,,,,,"�5,125.00",,NITE INN BED & BREAKFAST,,Other/Not known,,Julie Longworth,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,NO01314283891387772,Welfare Support Software,CITIZENS AND COMMUNITIES,214 - Computer Software & Equipment,,08/06/2017,,,,,"�13,500.00",,NORTHGATE PUBLIC SERVICES UK LIMITED,,e) Large,,Amanda Mawson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,NU382142832153/874,Interagency Adoption,CHILDRENS SERVICES,559 - Interagency Adoptions,,08/06/2017,,,,,"�28,667.00",,NUGENT ADOPTION SERVICES,,Other/Not known,,Saleem Tariq,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/04/2017,ZZ33004283003APR-30APR,Home Care,ADULT SOCIAL CARE,580 - Residential,,08/06/2017,,,,,"�6,669.82",,OAK PARK CARE HOME,,Other/Not known,,Tony Bailey,Non-influenceable
