Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,BATH ASU,19428874,"29,070.96"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,BATH ASU,19428875,"32,724.60"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,BATH ASU,19428876,"27,384.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,BATH ASU,19589231,"41,040.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,BATH ASU,19589231,"41,040.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Med & Surg Equip General,Haemodialysis Unit,BAXTER HEALTHCARE LTD,19449057,"41,340.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Medical Gases,Pharmacy Central,BOC LTD,19611626,"31,200.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Med & Surg Maint Contract,Neurosurgery,BRAINLAB LTD,19705540,"30,960.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,19397459,"32,422.50"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Accountancy services,Central Financial Acct,BROOKSON HEALTHCARE SERVICES LLP,19501412,"25,981.43"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Blood Products,Clinical Haematology,BUPA HOME HEALTHCARE LTD,19428645,"73,451.24"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,BUPA HOME HEALTHCARE LTD,19642960,"25,798.50"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Lab Equip Maint Contracts,SDU contracts,CANTEL MEDICAL (UK) LTD,19372920,"34,196.40"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Lab Equip Maint Contracts,SDU contracts,CANTEL MEDICAL (UK) LTD,19396298,"120,746.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Fixed assets,Balance Sheet,CARL ZEISS LTD,19431477,"133,572.29"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Rent,Bircham House,CCH PROPERTY CO LTD,19394445,"27,660.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Computer Maintenance,ICT Infrastructure,CDW LTD,19464171,"31,444.50"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,CELGENE LTD,19433016,"37,422.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,CELGENE LTD,19674588,"100,573.20"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Service Charge,MSCP Car Park,COLLIERS INTERNATIONAL,17603865,"53,760.56"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Lease Rents,MSCP Car Park,COLLIERS INTERNATIONAL,18801481,"289,900.75"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Service Charge,MSCP Car Park,COLLIERS INTERNATIONAL,19131695,"36,687.52"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,SrvcsRecd-FoundationTrust,Central Other,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,19690858,"104,460.36"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Staff costs,Human Resources,DEFENCE BUSINESS SERVICES,19690897,"124,121.50"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Staff costs,Human Resources,DEFENCE BUSINESS SERVICES,19690904,"124,121.50"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Staff costs,Human Resources,DEFENCE BUSINESS SERVICES,19690911,"124,121.50"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Junior doctors,Central Other,DEVON DOCTORS LTD,19394382,"129,024.09"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Junior doctors,Central Other,DEVON DOCTORS LTD,19394407,"122,314.10"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Junior doctors,Central Other,DEVON DOCTORS LTD,19621798,"122,383.25"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Junior doctors,Central Other,DEVON DOCTORS LTD,19621890,"114,870.25"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Med & Surg Equip General,Catheter Lab,EDWARDS LIFESCIENCES LTD,19368704,"-25,200.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Heart Valves,Catheter Lab,EDWARDS LIFESCIENCES LTD,19396251,"66,600.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Heart Valves,Catheter Lab,EDWARDS LIFESCIENCES LTD,19396251,"66,600.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Heart Valves,Catheter Lab,EDWARDS LIFESCIENCES LTD,19414490,"44,400.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Heart Valves,Catheter Lab,EDWARDS LIFESCIENCES LTD,19414490,"44,400.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,EVOLUTION HOMECARE SERVICES LTD,19515517,"27,079.62"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,19363356,"84,540.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,19363356,"84,540.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,GENZYME THERAPEUTICS,19363356,"84,540.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Rent,Radiology Academy Project,GOODSHELTER PROPERTY CO LTD,19396185,"56,054.70"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,HEALTHCARE AT HOME LTD,19363373,"130,130.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,HEALTHCARE AT HOME LTD,19560599,"159,731.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,HEALTHCARE AT HOME LTD,19560602,"25,200.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,HEALTHCARE AT HOME LTD,19642986,"28,800.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,HEALTHCARE AT HOME LTD,19674402,"31,070.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,HOSPIRA ASEPTIC SERVICES LTD,19397473,"25,233.37"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,HOSPIRA ASEPTIC SERVICES LTD,19515521,"33,561.35"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,HOSPIRA ASEPTIC SERVICES LTD,19642983,"25,540.49"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,HOSPIRA ASEPTIC SERVICES LTD,19674383,"33,265.40"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Contr Other External,Switchboard,INDIGO PARK SERVICES UK LTD,19090006,"25,472.45"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Contr Other External,Car Parking,INDIGO PARK SERVICES UK LTD,19090006,"61,173.47"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Contr Premises Security,Security,INDIGO PARK SERVICES UK LTD,19090006,"33,972.45"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Contr Other External,Switchboard,INDIGO PARK SERVICES UK LTD,19431755,"30,241.98"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Contr Other External,Car Parking,INDIGO PARK SERVICES UK LTD,19431755,"71,847.35"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Contr Premises Security,Security,INDIGO PARK SERVICES UK LTD,19431755,"39,246.83"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Contr Premises Security,Car Parking,INDIGO PARK SERVICES UK LTD,19500134,"44,130.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Independent Sector,MRI,INHEALTH LTD,19414490,"44,400.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Fixed assets,Balance Sheet,INSPIRATION HEALTHCARE LTD,19483239,"33,514.48"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Lab Equip Maint Contracts,SDU,JOHNSON & JOHNSON MEDICAL LTD,19464220,"29,634.34"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Med & Surg Maint Contract,Contracts,KARL STORZ ENDOSCOPY UK LTD,19501335,"68,545.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Electricity,Energy And Utilities,LASER ENERGY BUYING GROUP,19668874,"318,476.95"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Electricity,Energy And Utilities,LASER ENERGY BUYING GROUP,19668884,"196,048.28"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Contr Other External,Retail Pharmacy,LLOYDS PHARMACY LTD,19501494,"966,689.32"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Other Gen Supplies & Srv,Directorate Gen Imaging,MEDICA REPORTING LTD,19331606,"53,740.50"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Other Clinical Costs,Radiology,MEDICA REPORTING LTD,19564745,"28,461.40"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Med & Surg Equip General,EPS/Ablations,MEDTRONIC LTD,19694343,"25,050.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Rent,Modular Theatres,MODULECO LTD,19660790,"96,176.22"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Blood Products,Blood,NHS BLOOD & TRANSPLANT,19588274,"192,670.75"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,CNST contributions,Central Other,NHS LITIGATION AUTHORITY,SSC DD - NHSLA,"1,616,902.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,19372196,"142,528.89"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,19414356,"136,786.52"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,19482908,"138,463.33"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Med & Surg Maint Contract,SDU contracts,NHS SUPPLY CHAIN,19171678,"323,433.57"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Med & Surg Maint Contract,SDU contracts,NHS SUPPLY CHAIN,19331648,"53,457.41"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Consumables,Procurement,NHS SUPPLY CHAIN,19428198,"103,555.17"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Consumables,Procurement,NHS SUPPLY CHAIN,19497960,"96,718.64"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Consumables,Procurement,NHS SUPPLY CHAIN,19583733,"109,238.57"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Med & Surg Maint Contract,Imaging A&C,NHS SUPPLY CHAIN,19662466,"62,683.37"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,19397513,"85,747.22"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,19560628,"85,891.44"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,19674487,"54,424.68"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Other Public Sector,Central Other,PLYMOUTH COMMUNITY HEALTHCARE CIC,19534716,"385,020.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Other Public Sector,Central Other,PLYMOUTH COMMUNITY HEALTHCARE CIC,19690856,"107,756.40"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,19515548,"35,377.38"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,19515554,"33,883.20"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,19560658,"37,472.88"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Ext Contr Laundry,Linen Services,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,19516043,"84,571.04"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Ext Contr Catering,Commercial Contracts,SERCO LTD,19450903,"243,144.83"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Ext Contr Domestics,Commercial Contracts,SERCO LTD,19450903,"422,788.48"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Ext Contr Oth Hotel Srv,Commercial Contracts,SERCO LTD,19450903,"357,090.98"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Accountancy services,Finance Director,SHARED BUSINESS SERVICES,STANDING ORDER SBS SLA,"33,934.34"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Fixed assets,Balance Sheet,SOFTCAT LTD,19499041,"151,380.00"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,19535338,"36,358.62"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,19563892,"66,947.72"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Water,Energy And Utilities,SOUTH WEST WATER LTD,19563892,"36,916.55"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,19572514,"64,340.93"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Water,Energy And Utilities,SOUTH WEST WATER LTD,19572514,"35,860.12"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,19612736,"37,024.37"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Water,Energy And Utilities,SOUTH WEST WATER LTD,19624562,"76,971.20"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Water,Energy And Utilities,SOUTH WEST WATER LTD,19694338,"-29,520.28"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,19694339,"-66,947.72"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Water,Energy And Utilities,SOUTH WEST WATER LTD,19694339,"-36,916.55"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,19694340,"40,938.99"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Water,Energy And Utilities,SOUTH WEST WATER LTD,19694340,"25,041.98"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Water,Energy And Utilities,SOUTH WEST WATER LTD,19694341,"34,922.06"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,19694342,"-64,340.93"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Water,Energy And Utilities,SOUTH WEST WATER LTD,19694342,"-35,860.12"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Fixed assets,Balance Sheet,SPACELABS HEALTHCARE LTD,19354140,"34,004.17"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Ambulance Car Service,Patient Transport,SRCL LTD,19414641,"106,567.34"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Ambulance Car Service,Patient Transport,SRCL LTD,19414652,"119,000.82"
Department of Health,Plymouth Hospitals NHS TRUST,31/07/2016,Med & Surg Equip General,EPS/Ablations,ST JUDE MEDICAL UK LTD,19428806,"29,257.20"
