"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR1","17767","29357","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","Apprentice","13776","17712","Technical [Trades]","11.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","Fast Stream Grade Band C1","35648","44268","Business Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","B2","47942","59535","Business Management and Improvement","3.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","D","23427","29092","Diary Manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1167535","Area Officer Social Worker","47942","57245","Community Service","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Medical Offr","56436","69409","Legal","0.81","Law"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","6","38357","51084","Programme Manager","4.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR2","17767","29357","Military","9404.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","Apprentice","13776","17712","Through Life Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","Fast Stream Grade Band C1","35648","44268","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","B2","47942","59535","Business Manager","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","D","23427","29092","Diary Manager","6.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1167535","Skill Zone 3","18010","22150","Technical [Trades]","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Medical Offr","56436","69409","Medical Assessment","2.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","6","38357","51084","Team Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR3","17767","29357","Military","596.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","AeroEng(Aero/Struct/Mech)","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","Skill Zone 4","22150","24930","Estate Advice","2.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","B2","47942","59535","Not in post","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","D MSF","23427","29092","Executive Assistant","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1167535","Skill Zone 3","18010","22150","Technical [Trades]","10.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Civilian Medical Practitioner","65071","77303","Gen Practice Medical","12.85","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","6","38357","51084","Specialist Advisors","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR4","29122","31219","Military","5159.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","AeroEng(Electronics/Avionics)","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","Skill Zone 4","22150","24930","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","B2","47942","59535","Business Manager","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","D","23427","29092","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","Skill Zone 3","18010","22150","Storekeeping/WarehouseOps","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Instr Profr of Music (Eng)","45334","45334","Teaching","0.94","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","7","47947","60830","Programme Manager","4.81","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR6","32602","35426","Military","3867.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Audit and Assurance","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","Skill Zone 4","22150","24930","Technical [Trades]","85.39","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","B2","47942","59535","Not in post","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","D","23427","29092","Executive Assistant","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1167535","Assistant Head Teacher","34398","98022","Teaching","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Instr Profr of Music (Eng)","45334","45334","Training Support","3.84","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","7","47947","60830","Programme Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","D","23427","29092","Diary Manager","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR7","33702","40200","Military","2218.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Business Management","27.94","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Administrative Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","B2","47942","59535","Business Management and Improvement","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1167535","Assistant Head Teacher","34398","98022","Teaching L'ship","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","JNC Lvl 2 (Youth Worker) 2-10","21525","28461","Community Service","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","7","47947","60830","Group Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR8","33702","40200","Military","87.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Civilian HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Audit and Assurance","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","B2","47942","59535","Trainer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C(FS)","29258","44268","Private Secretary","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1167535","Aviation Offr 2","34936","36333","Transport & Movement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Area Officer Social Worker","47942","57245","Community Service","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","7","47947","60830","Programme Leader","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR9","38600","46753","Military","701.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Combat Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Business Management","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","B2","47942","59535","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C1","35648","44268","Private Secretary","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Business Management","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Associate Specialist 2008","51606","84948","Hospital Doctor/Consultant","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","7","47947","60830","Programme Manager","15.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Principal Lecturer RMAS/BRNC","47942","59535","Teaching","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Commercial Analysis","4.00","procurement"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Commercial Operations","6.00","procurement"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","Burnham Lecturer 2 (C2 Equiv) - 2606/2606001","30136","43188","Trainer","2.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C1","35648","44268","Office Manager","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Decision Support","8.00","Finance"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Fast Stream Grade Band C1","35648","44268","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","7","47947","60830","Programme Manager","4.68","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 1","37819","44268","Direct Military Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Commercial Operations","53.09","procurement"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Decision Support","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Business Manager","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C1","35648","44268","Operations Support Officer","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Legal","1.00","Law"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","Fast Stream Grade Band C1","35648","44268","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","7","47947","60830","Scientist/Analyst/Engineer","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","C1 MSF","35648","44268","Private Secretary","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 1","37819","44268","Service HR Expert","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Commercial Policy","4.00","procurement"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","EnvironmentalManagementAssessm","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Trainer","6.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","TUPENAVYNEWS01/01/2010","11685","40000","Administrative Support","6.60","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","8","56529","70663","Head of Function","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 1","37819","44268","Training Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Commercial Strategy","2.00","procurement"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Estate Planning","0.77","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Business Management and Improvement","4.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C2","29258","36333","Private Secretary","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Occupational Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","TUPE Gen Safety Mgmt","18370","22124","Safety Management","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","8","56529","70663","Programme Manager","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Business Management","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Consultancy","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Estate Surveying","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Programme and Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C2","29258","36333","Knowledge Information Management Support Officer","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Operational Analysis","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","TUPE Gen SHEF D","23427","29092","Safety,Health,Enviroment&Fire","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","8","56529","70663","Fellow/Senior Fellow/Senior Principal","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Combat Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Decision Support","16.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Estates Management","8.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Not in post","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C2","29258","36333","Private Secretary","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Policy Advisor","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","TUPE Gen SHEF C2","29258","36333","Safety,Health,Enviroment&Fire","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","9","67806","118634","Programme Manager","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Community Service","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Estate Planning","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Heritage","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Not in post","2.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C2","29258","36333","Business Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","TUPE FLAG 37 01/06/12","11685","40000","Through Life Support","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02001","9","67806","118634","Specialist Advisors","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Direct Military Support","7.50","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Estates Management","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Knowledge Info Management","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Not in post","6.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","C2","29258","36333","Operations Support Officer","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","3","18648","26235","Team Member","9.81","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","56436","72185","Business Management","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 2","30136","36333","Service HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Government Quality Assurance","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Legal","1.80","Law"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Business Manager","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E1","18370","22124","Knowledge Information Management Support Officer","7.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","56436","72185","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","4","20837","33829","Team Member","45.42","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","56436","72185","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr 3","25600","29092","Business Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Information Assurance","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Programme Management","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Accountant","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E1","18370","22124","Executive Assistant","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Business Management","10.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","5","30889","41774","Team Leader","4.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","56436","72185","Estate Planning","1.00","Property And Asset Management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Retired Offr (Prinl)","47942","59535","Business Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Information Technology","5.00","information technology"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Project Management","10.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","SHEF","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E1","18370","22124","Knowledge Information Management Support Officer","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Commercial Operations","1.00","procurement"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","5","30889","41774","Specialist Advisors","23.95","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","56436","72185","Inventory Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Senior Medical Officer","73636","83714","Defence Export Services","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Inventory Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Business Manager","5.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E1","18370","22124","Executive Assistant","6.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Decision Support","7.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","6","38357","51084","Programme Leader","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B1","56436","72185","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00155792","E1","18370","22124","Knowledge Information Management Support Officer","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Senior Medical Officer","73636","83714","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Investigative Accounting","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Safety,Health,Enviroment&Fire","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Project Manager","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Information Technology","1.00","information technology"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","6","38357","51084","Team Leader","12.59","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command","1105340","B2","47942","59535","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","MEDICAL OFFICER - 2185","56436","69409","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B1","56436","72185","Marine Engineering","2.59","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","26677","B1","56436","72185","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1671070","C1","35648","44268","Business Manager","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00005654","E1","18370","22124","Executive Assistant","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","47942","59535","Internal Communications","1.00","Communications"
