"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-018","Level E Legal (Nat)","62437","72453","Head of Unit","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-018","SCP Above Break Point (Lon)","44453","57523","Duty Prosecutor","34.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-018","SCP Above Break Point (Nat)","42305","51113","Duty Prosecutor","105.67","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-018","Senior Crown Prosecutor (Lon)","36791","44776","Duty Prosecutor","16.73","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-018","Senior Crown Prosecutor (Nat)","35376","43157","Duty Prosecutor","65.91","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Associate Prosecutor (Nat)","26881","31688","Associate Prosecutor","23.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Associate Prosecutor 2 (Nat)","31296","36339","Associate Prosecutor","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Crown Advocate (Nat)","47605","59285","Crown Advocate","21.33","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Crown Prosecutor (Nat)","27722","31688","Crown Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Legal Trainee B1 (Nat)","20277","25888","Legal Trainee","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A1 (Nat)","14033","16942","Receptionist","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A1 (Nat)","14033","16942","Administrative Assistant","3.89","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19684","Administrative Officer","23.28","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19684","Casework Assistant","70.20","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19684","Fees Clerk","2.50","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level A2 (Nat)","15949","19684","Witness Care Officer","3.27","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Administrative Manager","0.95","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Area Business Support Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Business Centre Support Officer","2.62","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Business Support Manager","3.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Case Progression Manager","8.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Casework Administration Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Caseworker","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Information Management Advisor","0.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Paralegal Officer","1.47","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Project Support Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Senior Personal Assistant","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 (Nat)","20277","25888","Witness Care Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","Area Finance Manager","0.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","Area Performance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","Communications Officer","0.51","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","District Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","HR Advisor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","25972","30616","Paralegal Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 Paralegal BM (Nat)","25972","30616","Paralegal Business Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","32228","39876","Area Communications Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","32228","39876","Equality, Diversity and Community Engagement Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","32228","39876","Senior District Business Manager","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level D Admin (Nat)","45191","58489","Business Change and Delivery Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level D Legal (Nat)","45191","58489","District Crown Prosecutor","8.97","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level E Admin (Nat)","62437","72453","Area Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level E Legal (Nat)","62437","72453","Head of Complex Casework Unit","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level E Legal (Nat)","62437","72453","Senior District Crown Prosecutor","1.86","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Paralegal Assistant (Nat)","16489","21050","Paralegal Assistant","12.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","SCP Above Break Point (Nat)","42305","51113","Senior Crown Prosecutor","46.70","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Senior Crown Advocate (Nat)","61960","67255","Senior Crown Advocate","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Senior Crown Prosecutor (Nat)","35376","43157","Senior Crown Prosecutor","37.57","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Specialist Prosecutor (Nat)","50560","63752","Specialist Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 Paralegal Officer (Nat)","20277","25888","Paralegal Officer","45.75","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor (Lon)","27847","33309","Associate Prosecutor","6.03","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor (Nat)","26881","31688","Associate Prosecutor","13.19","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor 2 (Lon)","32313","34718","Associate Prosecutor","1.95","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor 2 (Nat)","31296","36339","Associate Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Advocate (Lon)","50660","63814","Crown Advocate","13.10","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Advocate (Nat)","47605","59285","Crown Advocate","20.25","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Legal Trainee B1 (Lon)","21304","27403","Legal Trainee","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A1 (Lon)","15015","18091","Administrative Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A1 (Nat)","14033","16942","Administrative Assistant","1.05","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Lon)","17275","21090","Administrative Officer","2.41","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Lon)","17275","21090","Casework Assistant","25.50","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Lon)","17275","21090","Fees Clerk","0.86","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Lon)","17275","21090","Witness Care Officer","3.49","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","15949","19684","Administrative Assistant","1.41","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","15949","19684","Administrative Officer","5.84","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","15949","19684","Casework Assistant","26.20","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","15949","19684","Fees Clerk","1.86","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","15949","19684","Finance Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","15949","19684","Witness Care Officer","1.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","21304","27403","Case Progression Manager","3.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","21304","27403","Casework Administration Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","21304","27403","Office Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","21304","27403","Senior Personal Assistant","1.81","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Administrative Manager","2.22","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Business Support Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Case Progression Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Casework Administration Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Facilities Management Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Office Manager","2.86","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Paralegal Officer","1.32","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","20277","25888","Senior Personal Assistant","2.62","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","26905","32183","Finance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","26905","32183","HR Advisor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","26905","32183","Paralegal Business Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","26905","32183","Performance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","26905","32183","Senior Casework Manager","0.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Nat)","25972","30616","District Business Manager","1.74","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Nat)","25972","30616","Paralegal Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 Paralegal BM (Lon)","26905","32183","Paralegal Business Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 Paralegal BM (Nat)","25972","30616","Paralegal Business Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","33239","41844","Area Office Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","33239","41844","Communications Manager","1.22","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","33239","41844","Delivery Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","33239","41844","Equality, Diversity and Community Engagement Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level D Admin (Nat)","45191","58489","Business Change and Delivery Manager","1.16","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level D Legal (Lon)","48665","63752","Advocacy and Projects Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level D Legal (Lon)","48665","63752","District Crown Prosecutor","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level D Legal (Nat)","45191","58489","District Crown Prosecutor","5.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Admin (Lon)","65005","74445","Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Legal (Lon)","65005","74445","Head of Complex Casework Unit","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Legal (Lon)","65005","74445","Senior District Crown Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Legal (Nat)","62437","72453","Senior District Crown Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Legal (Nat)","62437","72453","Special Casework Lawyer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Lon)","17816","22050","Paralegal Assistant","6.15","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Nat)","16489","21050","Paralegal Assistant","8.24","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Principal Crown Advocate (Lon)","75252","82533","Principal Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","SCP Above Break Point (Lon)","44453","57523","Senior Crown Prosecutor","8.41","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","SCP Above Break Point (Nat)","42305","51113","Senior Crown Prosecutor","14.68","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Advocate (Lon)","64649","69997","Senior Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor (Lon)","36791","44776","Senior Crown Prosecutor","16.51","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor (Nat)","35376","43157","Senior Crown Prosecutor","14.12","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Officer (Lon)","21304","27403","Paralegal Officer","20.20","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Officer (Nat)","20277","25888","Paralegal Officer","20.96","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Crown Advocate (Lon)","50660","63814","Crown Advocate","76.58","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level A2 (Lon)","17275","21090","Administrative Officer","39.32","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level B1 (Lon)","21304","27403","Executive Officer","28.22","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level B2 (Lon)","26905","32183","Paralegal Business Manager","2.60","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level B2 Paralegal BM (Lon)","26905","32183","Paralegal Business Manager","2.50","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level B3 (Lon)","33239","41844","District Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level D Admin (Lon)","48665","63752","Senior Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level D Legal (Lon)","48665","63752","Legal Manager","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level D Legal (Lon)","48665","63752","Advocacy and Projects Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level D Legal (Lon)","48665","63752","Legal Development Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level D Legal (Lon)","48665","63752","District Crown Prosecutor","5.72","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level E Legal (Lon)","65005","74445","Senior Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level E Legal (Lon)","65005","74445","Senior District Crown Prosecutor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Paralegal Assistant (Lon)","17816","22050","Paralegal Assistant","15.85","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Principal Crown Advocate (Lon)","75252","82533","Principal Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","SCP Above Break Point (Lon)","44453","57523","Senior Crown Prosecutor","4.15","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Senior Crown Advocate (Lon)","64649","69997","Senior Crown Advocate","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Senior Crown Prosecutor (Lon)","36791","44776","Senior Crown Prosecutor","17.51","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Specialist Prosecutor (Lon)","54532","68518","Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-051","Level B1 Paralegal Officer (Lon)","21304","27403","Paralegal Officer","41.37","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level A2 (Lon)","17275","21090","Administrative Officer","7.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level B1 (Lon)","21304","27403","Executive Officer","10.83","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level B2 (Lon)","26905","32183","Area Estates and Facilities Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level B2 (Lon)","26905","32183","Area Performance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level B2 (Lon)","26905","32183","HR Advisor","2.40","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level B2 (Lon)","26905","32183","Press Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level B3 (Lon)","33239","41844","Senior HR Consultant","1.33","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level B3 (Lon)","33239","41844","Senior Project Manager","4.61","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level B3 (Nat)","32228","39876","Senior Project Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level B3 (Nat)","32228","39876","Senior Case Progession Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level D Admin (Lon)","48665","63752","Area Finance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level D Admin (Lon)","48665","63752","Business Change and Delivery Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level D Admin (Lon)","48665","63752","Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level D Admin (Lon)","48665","63752","Head of Area Communications","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level D Admin (Lon)","48665","63752","Policy Advisor","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-008","Level E Admin (Lon)","65005","74445","Head of Equality and Diversity Team","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-032","Crown Advocate (Lon)","50660","63814","Crown Advocate","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-C-032","Level A1 (Lon)","15015","18091","Administrative Assistant","1.00","Operational Delivery"
