Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,SERVICES FROM NHS BODIES,Surgery,NHS LOGISTICS,1018071945,35.87
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018071945,12
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018071945,2.43
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,TUBES,Surgery,NHS LOGISTICS,1018071945,6.85
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018071945,5.58
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018071945,3.77
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,SERVICES FROM NHS BODIES,Surgery,NHS LOGISTICS,1018071945,4.44
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018071945,0.7
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018071945,6.48
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018071945,37.37
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018071945,2.43
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018071945,5.69
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,M & S EQUIPELECTEQUIPINST - OTHER,Clinical Support,NHS LOGISTICS,1018071945,11.5
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,PAPER ITEMS GENERAL STATIONERY SUNDRIES,Clinical Support,NHS LOGISTICS,1018071945,33.08
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018071945,1.88
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018071945,0.35
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,SERVICES FROM NHS BODIES,Clinical Support,NHS LOGISTICS,1018071945,4.44
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018071945,1.11
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MED SURG EQUIP REP MAINT CLEANING,Clinical Support,NHS LOGISTICS,1018071945,10.97
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018071945,3.24
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018071945,15.95
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018071945,8.51
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018071945,3.91
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BABY TEXTURE MODIFIED FOODS,Clinical Support,NHS LOGISTICS,1018071945,16.66
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018071945,72.04
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018071945,103.23
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018071945,8.2
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,SURGICAL INSTRUMENTS: DISPOSABLE,Medicine,NHS LOGISTICS,1018071945,18
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018071945,12
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,SURGICAL INSTRUMENTS: GENERAL,Surgery,NHS LOGISTICS,1018071945,231.97
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018071945,1.88
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018071945,0.35
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018071945,27.11
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018071945,162.73
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018071945,55.18
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018071945,63.97
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018071945,24
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018071945,2.48
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018071945,0.39
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Medical,NHS LOGISTICS,1018071945,59.17
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Medical,NHS LOGISTICS,1018071945,3.77
Department of Health,Salisbury NHS Foundation Trust,04-Jul-17,SERVICES  -  INSURANCE SERVICES,Corporate - ETS,ZURICH MUNICIPAL,EI-11NB37-0017,23545.06
Department of Health,Salisbury NHS Foundation Trust,04-Jul-17,SERVICES  -  INSURANCE SERVICES,Corporate - ETS,ZURICH MUNICIPAL,EI-11NB37-0017,4709.01
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LAB EQUIP-LABORATORY APPARATUS,Medical,NHS LOGISTICS,1018071945,6.13
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LAB EQUIP-LABORATORY APPARATUS,Medical,NHS LOGISTICS,1018071945,9.67
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LAB EQUIP-LABORATORY APPARATUS,Medical,NHS LOGISTICS,1018071945,11.42
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,SERVICES FROM NHS BODIES,Medicine,NHS LOGISTICS,1018071945,4.44
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,SERVICES FROM NHS BODIES,Surgery,NHS LOGISTICS,1018071945,4.44
