Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,09-Jun-2017,ADDITIONS - PLANT AND MACHINERY,BALANCE SHEET,ESCHMANN HOLDINGS LTD,10871,"1,244.57"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,09-Jun-2017,ADDITIONS - PLANT AND MACHINERY,BALANCE SHEET,ESCHMANN HOLDINGS LTD,10871,"5,447.20"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,09-Jun-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,FRONTIS HOMES LTD,ARINV/000010003,"28,494.95"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,23-Jun-2017,RENT,RESIDENTIAL ACCOMMODATION,FRONTIS HOMES LTD,ARINV/000010005,"28,733.36"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,23-Jun-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,FRONTIS HOMES LTD,ARINV/000010005,"28,733.36"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,23-Jun-2017,RENT,RESIDENTIAL ACCOMMODATION,FRONTIS HOMES LTD,ARINV/000010005,"-28,733.36"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,09-Jun-2017,AGENCY NURSING,MEDICAL MANAGEMENT,HB RETINUE LTD,ANHST2242,"27,037.74"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,PHARMACY,05-Jun-2017,DRUGS,DRUGS,HEALTHCARE AT HOME LTD,OP/6275320,"25,354.08"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,PHARMACY,30-Jun-2017,DRUGS,DRUGS,HEALTHCARE AT HOME LTD,OP/6349054,"26,762.64"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,09-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00585,"15,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,09-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00585,"13,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,09-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00585,"10,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,09-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00585,"2,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,09-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00585,"-15,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,09-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00585,"2,000.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,30-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00593,"62,400.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,30-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00593,"124,120.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,30-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00593,"125,120.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,30-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00593,"-124,120.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,30-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00593,"12,480.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,30-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00595,"36,000.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,30-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00595,"24,000.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,30-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00595,"12,000.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,30-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00595,"2,400.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,30-Jun-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00595,"-36,000.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,30-Jun-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/11,"390,259.43"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,30-Jun-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/11,"468,311.32"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,30-Jun-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/11,"-468,311.32"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,30-Jun-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/11,"78,051.89"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,16-Jun-2017,BUILDING AND ENGINEERING EQUIPMENT MAINTENANCE,UTILITIES,INTERSERVE INVESTMENTS PLC,AIR0013,"133,955.28"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,16-Jun-2017,BUILDING AND ENGINEERING EQUIPMENT MAINTENANCE,UTILITIES,INTERSERVE INVESTMENTS PLC,AIR0013,"26,791.06"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,23-Jun-2017,CONTRACT : PHOTOCOPYING RENTAL AND CHARGES,PROCUREMENT SERVICES,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LTD,1130707648,"34,031.91"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,23-Jun-2017,CONTRACT : PHOTOCOPYING RENTAL AND CHARGES,PROCUREMENT SERVICES,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LTD,1130707648,"6,806.38"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,23-Jun-2017,CONTRACT : PHOTOCOPYING RENTAL AND CHARGES,PROCUREMENT SERVICES,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LTD,1130707648,"-6,806.38"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,RENT,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48425555,"26,652.13"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48427511,"66,427.35"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,RENT,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48442233,"26,652.13"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48442488,"66,427.35"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,30-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48448007,"61,162.12"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48448009,"31,875.84"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48451665,"61,162.12"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48451667,"31,875.84"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,MISCELLANEOUS EXPENDITURE,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48470316,"66,427.35"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48470398,"61,162.12"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48470400,"31,875.84"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48473104,"42,792.15"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,RENT,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48500950,"37,832.69"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,RENT,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48500956,"31,075.02"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48501159,"37,832.69"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48501163,"31,075.02"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48501180,"37,832.69"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,CONTRACT : OTHER EXTERNAL,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48501184,"31,075.02"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,RENT,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48502307,"38,086.45"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,RENT,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48502309,"31,155.61"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,RENT,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48507110,"37,312.51"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,RENT,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48507112,"30,522.43"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,RENT,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48511331,"37,312.48"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,COMMUNITY SERVICES,23-Jun-2017,RENT,ADMINISTRATION,NHS PROPERTY SERVICES LTD,48511339,"30,522.44"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,05-Jun-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018036563,-878.68
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,05-Jun-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018036563,"99,850.24"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,09-Jun-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018042116,-660.73
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,09-Jun-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018042116,"71,818.74"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,16-Jun-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018046074,-755.97
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,16-Jun-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018046074,"82,171.34"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,30-Jun-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018057415,-844.87
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,30-Jun-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018057415,"91,834.10"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,16-Jun-2017,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2017005698,"219,057.04"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,16-Jun-2017,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2017005698,"213,580.35"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,16-Jun-2017,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2017005698,"5,476.69"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,16-Jun-2017,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2017005698,"1,095.34"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,16-Jun-2017,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2017005698,"42,716.07"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,16-Jun-2017,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2017005698,"-219,057.04"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,16-Jun-2017,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2017005698,"-42,716.07"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,16-Jun-2017,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2017005698,"-1,095.34"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,RADIOLOGY,09-Jun-2017,X-RAY EQUIPMENT : PURCHASES,RADIOLOGY,SIEMENS HEALTH CARE,1051025527,"107,421.51"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,16-Jun-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900325356,"147,542.29"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,16-Jun-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900325356,"147,542.49"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,16-Jun-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900325356,"-147,542.49"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,16-Jun-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900325356,"29,508.46"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,16-Jun-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900325356,"-29,508.46"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,30-Jun-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002475,"46,069.87"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,30-Jun-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002475,"9,213.97"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,30-Jun-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002475,"-9,213.97"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OPERATIONS,16-Jun-2017,COMPUTER SOFTWARE / LICENSE  FEES,OPERATIONS,THE PHOENIX PARTNERSHIP (LEEDS) LTD,7413,"312,372.29"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OPERATIONS,16-Jun-2017,COMPUTER SOFTWARE / LICENSE  FEES,OPERATIONS,THE PHOENIX PARTNERSHIP (LEEDS) LTD,7413,"62,474.46"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OPERATIONS,16-Jun-2017,COMPUTER SOFTWARE / LICENSE  FEES,OPERATIONS,THE PHOENIX PARTNERSHIP (LEEDS) LTD,7413,"-62,474.46"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,HUMAN RESOURCES,09-Jun-2017,ADVERTISING AND STAFF RECRUITMENT,HUMAN RESOURCES,TTM HEALTHCARE,6057113,"32,986.80"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,HUMAN RESOURCES,09-Jun-2017,ADVERTISING AND STAFF RECRUITMENT,HUMAN RESOURCES,TTM HEALTHCARE,6057113,"6,597.36"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,HUMAN RESOURCES,09-Jun-2017,ADVERTISING AND STAFF RECRUITMENT,HUMAN RESOURCES,TTM HEALTHCARE,6057113,"-6,597.36"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,13-Jun-2017,COMPUTER NETWORK COSTS,INFORMATION MANAGEMENT & TECHNOLOGY,VIRGIN MEDIA PAYMENTS LTD,908168-095,30.00
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,13-Jun-2017,COMPUTER NETWORK COSTS,INFORMATION MANAGEMENT & TECHNOLOGY,VIRGIN MEDIA PAYMENTS LTD,908168-095,"36,788.06"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OPERATIONS,09-Jun-2017,TRAVEL AND SUBSISTENCE,OPERATIONS,WESTCLIFFE MEDICAL CENTRE,JW1749,"36,400.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OPERATIONS,09-Jun-2017,TRAVEL AND SUBSISTENCE,OPERATIONS,WESTCLIFFE MEDICAL CENTRE,JW1749,"7,280.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OPERATIONS,09-Jun-2017,TRAVEL AND SUBSISTENCE,OPERATIONS,WESTCLIFFE MEDICAL CENTRE,JW1749,"-7,280.00"
