OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,RH727142139R0940,Oakwood Clock,CENTRAL & CORPORATE,,,15/05/2015,,,,,"£39,948.07",,"The Rhodes Enginering Group Ltd, High Street, NULL, HECKMONDWIKE, WF16 0DN",,Other/Not known,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,RO110242137SIMI075965,Residential placements,CHILDRENS SERVICES,,,13/05/2015,,,,,"£41,854.50",,"Rosedale Childrens Services Ltd, 6th Floor Metropolitan House, 3 Darkes Lane, POTTERS BAR, EN6 1AG",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,SH1103421361846,Gym Equipment,CITY DEVELOPMENT,,,12/05/2015,,,,,"£5,300.00",,"Showoff Media Limited, C9 & C10 New Pudsey Square, Bradford Road, LEEDS, LS28 6PX",,Other/Not known,,Edwige Moutault,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,TR1625421322015/0349/3512B/1,Bridgewater Place Pedestrian Screens,CITY DEVELOPMENT,,,08/05/2015,,,,,"£33,000.00",,"TRUEFORM ENGINEERING LTD, Unit 4 Pasadena Trading Est., Pasadena Close, HAYES, UB3 3NQ",,d) Medium,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,VI0438421466890184251,Biomass Silo's,CENTRAL & CORPORATE,,,22/05/2015,,,,,"£15,738.70",,"Viessmann, Hortonwood 30, NULL, TELFORD, TF1 7UP",,Other/Not known,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,AN2234421323239,Development and Project Management,CENTRAL & CORPORATE,,,08/05/2015,,,,,"£5,362.50",,"Answer Consulting Ltd, Union Mills  9 Dewsbury Rd, NULL, LEEDS, LS11 5DD",,Other/Not known,,Angela Ward,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,AR021342125INV25447,Queensview Sprinkler System,STRATEGIC LANDLORD,,,01/05/2015,,,,,"£13,000.00",,"ARMSTRONG PRIESTLEY LTD, 77 Holbeck Lane, Holbeck, LEEDS, LS11 9UL",,d) Medium,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,AU0500421398047,ABA Support Provided in March,CHILDRENS SERVICES,,,15/05/2015,,,,,"£5,617.13",,"Autism Partnership Uk Ltd, Victoria House, Henshaw Lane, YEADON, LS19 7RZ",,c) Small,,Dawn Mawson,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,BI038442125BPP15040001,Oakwood Clock,CENTRAL & CORPORATE,,,01/05/2015,,,,,"£6,000.00",,"Birstall Premier Paving, 29 Farfield Avenue, NULL, BIRSTALL, WF17 8DT",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,BL03874212531110,LED Ropelight Platinum 50m roll,CITY DEVELOPMENT,,,01/05/2015,,,,,"£20,576.10",,"Blachere Illuminations Uk Ltd, Gladstone Place, Ladybank, FIFE, KY15 7LB",,c) Small,,Matthew Sims,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,BR04634212570992021364,Secondment,CENTRAL & CORPORATE,,,01/05/2015,,,,,"£6,376.26",,"City Of Bradford Metropolitan District, Dept Finance Rev & Benefits Service, Dept 19 Brittania House  Halll Ings, BRADFORD, BD1 1HX",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,BR252242131INV165534,Derby Litter Bins.,ENVIRONMENT & HOUSING,,,07/05/2015,,,,,"£11,960.00",,"BROXAP LTD, Rowhurst Industrial Estate, Chesterton, NEWCASTLE UNDER LYME, ST5 6BD",,e) Large,,John Woolmer,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,CA084442132IN14310165,EA - Enterprise Advisors LEP,CENTRAL & CORP FUNC ADMINIST (NON LCC),,,08/05/2015,,,,,"£7,000.00",,"Calderdale MBC, P O Box 51, NULL, HALIFAX, HX1 1TP",,Other/Not known,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,CO166042136125,Single Storey Side Extension,CHILDRENS SERVICES,,,12/05/2015,,,,,"£6,000.00",,"Coleman Constructions (Southern) Ltd, 12 Briar Close, Horndean, WATERLOOVILLE, PO8 9ED",,Other/Not known,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,CO1723421253,Youth Engagement,ENVIRONMENT & HOUSING,,,01/05/2015,,,,,"£17,940.00",,"Community Focus, 21 Talbot Rise, NULL, LEEDS, LS17 6SD",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,DA201J4215054263,Supply of ICT materials,CHILDRENS SERVICES,,,26/05/2015,,,,,"£16,489.00",,"DATACABLE LTD, Keighley Business Centre, South St, KEIGHLEY, BD21 1AG",,c) Small,,Darren Dobson,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,DE18434214643578,Supply of goods to Tropical World,ENVIRONMENT & HOUSING,,,22/05/2015,,,,,"£5,236.24",,"DELUXEBASE LTD, Unit3 Crown Works, Lairgate, BEVERLEY, HU17 8EX",,b) Micro,,David Morgan,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,DI0667421507093,"Supply, deliver & install 10 Operators",CENTRAL & CORPORATE,,,26/05/2015,,,,,"£11,742.50",,"Divisions Operable Wall Systems Ltd, Winterpick Business Park, Hurstpierpoint Road  Wineham, HENFIELD, BN5 9BJ",,Other/Not known,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,DV013242131UK45450,Security Equipment,STRATEGIC LANDLORD,,,07/05/2015,,,,,"£15,279.89",,"DVTel UK Ltd, 7 Lancaster Court, Coronation Road, HIGH WYCOMBE, HP12 3TD",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,EP1011421326517,Two days onsite implementation,CENTRAL & CORPORATE,,,08/05/2015,,,,,"£20,000.00",,"EPI-USE LIMITED, Brooke House, 10 Church Terrace, RICHMOND, TW10 6SE",,Other/Not known,,Sarah Temple,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,FI091942139SI15-0653,2015/16 Membership - FFT Education,CENTRAL & CORPORATE,,,15/05/2015,,,,,"£42,080.00",,"FFT Education Ltd, The Pavillion, 60 Eastgate, COWBRIDGE, CF71 7AB",,b) Micro,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,FO250142153597725,Legal Fees,STRATEGIC LANDLORD,,,29/05/2015,,,,,"£7,612.00",,"FORD & WARREN SOLICITORS, Westgate Point, Westgate, LEEDS, LS1 2AX",,d) Medium,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,FR0501421461146E,Silk Mill Road - External Wall,ENVIRONMENT & HOUSING,,,22/05/2015,,,,,"£8,890.00",,"Frescrete Ltd, Unit 2 Springwell Court, Holbeck Lane, LEEDS, LS12 1AL",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,FR055X42152415019,Various Furniture,LEEDS COMMUNITY EQUIP STORE POOLED BUDGT,,,28/05/2015,,,,,"£6,493.50",,"FRONTIER THERAPEUTICS LIMITED, Newbridge Road Industrial Estate, Blackwood, SOUTH WALES, NP12 2YN",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,FR0593421453817,Hire of Fridges & Freezers,CITY DEVELOPMENT,,,21/05/2015,,,,,"£20,900.45",,"Fridge Rentals, W5 - Warrington Business Park, Long Lane, WARRINGTON, WA2 8TX",,Other/Not known,,Kevin Bradbury,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,GC003842149IN-67687-1,ICT Agency Fees,CENTRAL & CORPORATE,,,25/05/2015,,,,,"£9,700.00",,"GCS Recruitment Specialists Ltd, 2 Wesley Gate  70-74 Queens Road, NULL, READING, RG1 4AP",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,GE03124214515434,Annual Mortgage Fees,CENTRAL & CORPORATE,,,21/05/2015,,,,,"£9,720.29",,"GEMINI CONSULTANTS LTD, The Gemini Building, Houghton Hall Park, DUNSTABLE, LU5 5GB",,c) Small,,Deborah Russell,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,HA183042153017316UK15,BCON MUSE 26W NW DIM L3 WHT,CITY DEVELOPMENT,,,29/05/2015,,,,,"£14,250.00",,"Havells Sylvania Uk Ltd, Avis Way, NULL, NEWHAVEN, BN9 0ED",,Other/Not known,,Sheel Douglas,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,HO116742145141062770,Generator feasibility study at Merrion House.,STRATEGIC ACCOUNTS,,,21/05/2015,,,,,"£5,400.00",,"Hoare Lea, 6th Floor Town Centre House, Merrion Centre, LEEDS, LS2 8LY",,Other/Not known,,Thomas Stenger,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,IM86434212928898,"Bus lane enforcement module",ENVIRONMENT & HOUSING,,,05/05/2015,,,,,"£8,509.75",,"Imperial Civil Enforcement Solutions, 7 Hill St, NULL, BRISTOL, BS1 5PU",,c) Small,,Dean Charlton,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,LE027642132LA1108,EA - Enterprise Advisors LEP Cont,CENTRAL & CORP FUNC ADMINIST (NON LCC),,,08/05/2015,,,,,"£10,000.00",,"Ahead Partnership Ltd, 1 Park Row, NULL, LEEDS, LS1 5AB",,c) Small,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,LE049342137LCCU201503,For provision of Credit Union,CENTRAL & CORPORATE,,,13/05/2015,,,,,"£71,750.00",,"Leeds City Credit Union, Unit F Westminster Buildings, New York Street, LEEDS, LS2 7DT",,c) Small,,,Removed
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,LE064542125YORE-946DEB,Early Help services,CHILDRENS SERVICES,,,01/05/2015,,,,,"£12,542.00",,"Leeds Children's Charity, Suite 12, 6-8 York Place, LEEDS, LS1 2DS",,Other/Not known,,Iain Dunn,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,LE2220421314358043,Sale of used vehicle - Ford Transit,STRATEGIC LANDLORD,,,07/05/2015,,,,,"£12,575.00",,"LEEDS COMMERCIAL LTD, The Roundhouse, Wellington Road, LEEDS, LS12 1DR",,d) Medium,,David Smart,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,LE294142139235504,To supply and fix secondary glazing. Site location committee room 6/7 Civic Hall.,CENTRAL & CORPORATE,,,15/05/2015,,,,,"£13,727.00",,"LEEDS GLASS, 401a York Road, NULL, LEEDS, LS9 6TD",,c) Small,,Derek Prest,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,LE672342125INV-010440,E-learning  Government Catalogue,CENTRAL & CORPORATE,,,01/05/2015,,,,,"£13,300.00",,"LEARNING POOL LIMITED, The City Factory, 100 Patrick Street, DERRY, BT48 7E",,c) Small,,David Hornsby,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,MA3532421392,Remuneration for LEP,CENTRAL & CORP FUNC ADMINIST (NON LCC),,,15/05/2015,,,,,"£30,000.00",,"R Marsh, 5 Wedgewood Grove, Roundhay, LEEDS, LS8 1EG",,a) Individual,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,ME082X4215312/15/16,Meanwood Valley Urban Farm - Gardening Works Project 2015/16,CITY DEVELOPMENT,,,29/05/2015,,,,,"£6,807.63",,"Meanwood Valley Urban Farm Ltd, Sugarwell Road, Meanwood, LEEDS, LS7 2QG",,c) Small,,Martin Oldfield,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,MO112142132FY14-15-388,Herd Farm - Repairs to High Ropes Course,CHILDRENS SERVICES,,,08/05/2015,,,,,"£16,950.00",,"Mountains To Water Ltd, Forella, Ainstable, CARLISLE, CA4 9QN",,Other/Not known,,Paul Prince,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,MO17504214611272043ITE,ICT Agency Staff,CENTRAL & CORPORATE,,,22/05/2015,,,,,"£12,000.00",,"MODIS INTERNATIONAL LTD, Unit 3010 The Pavillions, The Crescent  Solihull Park Way, BIRMINGHAM, B37 7YE",,e) Large,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,MO2008421328405,Sentinel Plus Annual Support,ENVIRONMENT & HOUSING,,,08/05/2015,,,,,"£7,559.85",,"MONITOR COMPUTER SYSTEMS LTD, Marlborough House, Westminster Place, YORK BUSINESS PARK, YO26 6RW",,c) Small,,Elizabeth Jarmin,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,NC0997421311516078,Provision of NCER CIC Core Package for 2015/2016,CENTRAL & CORPORATE,,,07/05/2015,,,,,"£18,926.05",,"NCER CIC, 3 Blakeley Court, Raby Mere, WIRRAL, CH63 0ND",,b) Micro,,Peter Storrie,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,NS022942139SV10/47824,Fixed 5 day training,CHILDRENS SERVICES,,,15/05/2015,,,,,"£7,065.00",,"NSPCC REGISTERED CHARITY, Diane Engelhardt House Unit 2, Treglown Court  Dowlais Road, CARDIFF, CF24 5LQ",,e) Large,,Vanessa Broadbent-Lucas,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,OU1758421442015001CC,CARRY OUT PARTITION WORKS at Civic Hall Committee Rooms,CENTRAL & CORPORATE,,,20/05/2015,,,,,"£14,115.00",,"In Out Solutions, 47a Highfield Avenue, NULL, LEEDS, LS12 4BZ",,Other/Not known,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,PA162142144420697,Legal Fees,ENVIRONMENT & HOUSING,,,20/05/2015,,,,,"£25,289.58",,"Paul Burns, One Derby Square, NULL, LIVERPOOL, L2 9XX",,a) Individual,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,PH039142125CEV_140411_LCC_NEW_Y,"Supply, Fit and Maintain Electric Charge Points",CENTRAL & CORPORATE,,,01/05/2015,,,,,"£10,000.00",,"Phoenix Renewables Ltd, 59 - 62r Springfield Commercial Centre, Bagley Lane   Farsley, LEEDS, LS28 5LY",,Other/Not known,,Hazel Hannan,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,PI3670421326170020,Legal Fees,CHILDRENS SERVICES,,,08/05/2015,,,,,"£12,620.12",,"PINSENT MASONS, 1 Park Row, NULL, LEEDS, LS1 5AB",,e) Large,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,PO04004212514-019,Phase 3 - World Triathlon,CITY DEVELOPMENT,,,01/05/2015,,,,,"£7,800.00",,"Podium Projects UK Ltd, Glenavon  Worksop Road, Aston, SHEFFIELD, S26 2EB",,Other/Not known,,Mark Allman,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,PU2483421444486,WEDA W50R Pool Cleaner,CITY DEVELOPMENT,,,20/05/2015,,,,,"£6,000.00",,"PUMP & POOL PRODUCTS, Unit 8  Stuart Road, Bredbury  Stockport, CHESHIRE, SK6 2SR",,b) Micro,,Michael Clayson,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,RO1593421465100021,MEALS PREPARED FOR HAIGH ROAD School,CENTRAL & CORPORATE,,,22/05/2015,,,,,"£5,274.15",,"Rothwell C Of E Primary Academy, Queensway, Rothwell, LEEDS, LS26 0NB",,Other/Not known,,Ken Dunk,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,SM92924212535789,Playground Equipment,ENVIRONMENT & HOUSING,,,01/05/2015,,,,,"£9,236.25",,"Hags-Smp Ltd, Waterfront Complex, Shipyard Ind Estate, SELBY, YO8 8AP",,d) Medium,,Edwidge Moutault,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,SO0361421259051062929,Leeds Children's Services 25 & 26 March 2015 at Headingley Experience. ,CHILDRENS SERVICES,,,01/05/2015,,,,,"£6,200.21",,"Sodexo Ltd, Po Box 457  310 Broadway, Salford, MANCHESTER, LS6 3BR",,e) Large,,Anne Little,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,SO94314212541069,1st Foor as per quote,CHILDRENS SERVICES,,,01/05/2015,,,,,"£5,847.32",,"SOLAR CONTRACTS, Kelham Street Industrial Estate, Doncaster, SOUTH YORKSHIRE, DN1 3QU",,Other/Not known,,Daren Dobson,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,ST38824214615/009,"Stop Hate line Q1 April-June 2015",ENVIRONMENT & HOUSING,,,22/05/2015,,,,,"£8,750.00",,"STOP HATE UK, P O Box 484, NULL, LEEDS, LS7 9BZ",,b) Micro,,Harvinder Saimbhi,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,SU101442129610219,Various works to the new aquarium,ENVIRONMENT & HOUSING,,,05/05/2015,,,,,"£9,282.00",,"Sustainable Sources Limited, Windy Harbour Green Lane, Heptonstall, HEDBEN BRIDGE, HX7 7PD",,Other/Not known,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,SY962342139NE1707,Enterprise House - Carry out work as per specification,CENTRAL & CORPORATE,,,15/05/2015,,,,,"£16,737.00",,"K D Systems North East Ltd, 3370 Century Way, Thorpe Park, LEEDS, LS23 6ER",,b) Micro,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,SY9638421321500,Supply of materials and labour for biomass boiler Farnley Hall,CENTRAL & CORPORATE,,,08/05/2015,,,,,"£7,948.00",,"Synergize Ltd, Unit 8 Fusion Court   Aberford Road, Garforth, LEEDS, LS25 2GH",,Other/Not known,,Derek Prest,other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,TE29914213290258381,Info4localgov Portal - Opt 5/on,CITY DEVELOPMENT,,,08/05/2015,,,,,"£47,163.04",,"IHS Global Ltd, Willoughby Road, NULL, BRACKNELL, RG12 8FB",,e) Large,,Daniel Fisher,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,TE464742132VP21158670Q00501,4th qtr call and line,CENTRAL & CORPORATE,,,08/05/2015,,,,,"£25,512.22",,"BRITISH TELECOM BT/BACS, Bt Payment Services Ltd, Bt Telephone Payment Centre, DURHAM, DH98 1BT",,e) Large,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,TR0716421497263,Carry out treeworks Kirkstall Abbey,ENVIRONMENT & HOUSING,,,25/05/2015,,,,,"£9,125.00",,"Tree Saw, Unit 2a Cross Park House  Low Green, Rawdon, LEEDS, LS19 6HB",,Other/Not known,,Edwige Moutault,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,TR9846421525804XAA280,UPVC doors,STRATEGIC LANDLORD,,,28/05/2015,,,,,"£8,536.19",,"TRAVIS PERKINS TRADING CO LTD, Sales Ledger Po Box 5227, NULL, NORTHAMPTON, NN5 7ZE",,e) Large,,Phil Rigby,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,WA1234421322015/122-001,Final Report,CENTRAL & CORP FUNC ADMINIST (NON LCC),,,08/05/2015,,,,,"£7,910.00",,"Warwick Economics & Development Ltd, Somerset House, Clarendon Place, LEAMINGTON SPA, CV32 5QN",,Other/Not known,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,WE6464421392889,Replacement BEMS installation,CENTRAL & CORPORATE,,,15/05/2015,,,,,"£17,445.70",,"WESTMINSTER CONTROLS LTD, 3 Pym Street Court, Pym Street, LEEDS, LS10 1PG",,d) Medium,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,WO0104421395933,Mellor Van Conversion,ADULT SOCIAL CARE,,,15/05/2015,,,,,"£25,280.00",,"Woodall Nicholson Ltd, Miall Street, NULL, ROCHDALE, OL11 1HY",,d) Medium,,Carl Brook,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/05/2015,YE1301421259000-26220150201,Citizen Driven Health Project,CENTRAL & CORPORATE,,,01/05/2015,,,,,"£26,601.28",,"YECCO Limited, Wenlock Business Centre, 50-52 Wharf Road, LONDON, N1 7EU",,Other/Not known,,Sarah Temple,Waiver/DDN
