PUBLICATION,EXTRACT_DATE,ORG_TYPE,ORG_CODE,ONS_CODE,SEX,AGE,NUMBER_OF_PATIENTS
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,26,113052
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,27,112837
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,28,111103
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,29,114809
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,3,90890
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,30,112503
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,31,111165
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,32,111256
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,33,107886
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,34,107120
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,35,105295
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,36,105435
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,37,106148
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,38,101113
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,39,92404
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,4,93571
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,40,89173
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,41,92353
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,42,93907
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,43,96888
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,44,100740
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,45,107337
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,46,113667
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,47,110345
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,48,112928
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,49,112968
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,5,96488
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,50,112952
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,51,113653
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,52,115190
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,53,115070
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,54,113403
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,55,111907
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,56,107906
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,57,103291
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,58,102239
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,59,98733
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,6,96573
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,60,96125
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,61,92781
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,62,87916
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,63,87640
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,64,87073
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,65,84067
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,66,85333
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,67,86155
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,68,87442
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,69,92319
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,7,95769
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,70,102713
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,71,79098
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,72,72561
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,73,73608
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,74,67794
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,75,62090
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,76,56519
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,77,57677
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,78,56995
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,79,55326
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,8,94745
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,80,52097
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,81,48889
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,82,45471
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,83,41386
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,84,37689
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,85,35774
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,86,33003
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,87,29925
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,88,25548
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,89,21850
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,9,95533
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,90,18697
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,91,16106
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,92,13147
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,93,10663
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,94,8574
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,FEMALE,95+,22149
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,0,82532
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,1,94064
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,10,96950
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,11,95308
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,12,93331
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,13,91778
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,14,88996
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,15,86698
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,16,87442
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,17,89122
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,18,92643
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,19,98556
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,2,94761
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,20,104528
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,21,104222
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,22,107024
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,23,108760
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,24,110519
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,25,115230
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,26,116183
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,27,115926
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,28,113866
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,29,116445
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,3,95796
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,30,114663
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,31,114621
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,32,115301
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,33,111718
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,34,111991
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,35,111176
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,36,110928
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,37,112295
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,38,108712
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,39,99065
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,4,98203
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,40,95730
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,41,98988
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,42,101524
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,43,102889
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,44,107049
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,45,113527
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,46,119783
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,47,116713
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,48,117975
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,49,118336
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,5,100918
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,50,118423
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,51,118917
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,52,120019
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,53,120544
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,54,117049
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,55,115437
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,56,111030
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,57,107086
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,58,103797
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,59,101255
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,6,101426
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,60,97298
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,61,93653
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,62,88067
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,63,88035
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,64,87729
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,65,83191
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,66,83704
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,67,83382
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,68,84947
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,69,88117
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,7,100864
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,70,97706
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,71,74288
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,72,67371
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,73,68658
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,74,61814
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,75,55169
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,76,49022
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,77,48952
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,78,47954
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,79,45793
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,8,99670
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,80,42110
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,81,38236
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,82,34759
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,83,30449
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,84,27174
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,85,24451
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,86,21541
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,87,18145
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,88,14926
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,89,12335
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,9,100209
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,90,9939
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,91,7920
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,92,6155
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,93,4542
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,94,3303
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y54,E40000001,MALE,95+,6944
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,0,85815
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,1,98953
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,10,102682
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,11,99835
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,12,98152
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,13,96999
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,14,94324
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,15,91300
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,16,93854
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,17,95388
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,18,98891
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,19,101170
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,2,99127
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,20,105750
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,21,105985
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,22,109765
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,23,114751
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,24,114522
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,25,115588
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,26,117299
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,27,119259
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,28,119255
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,29,121446
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,3,101624
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,30,120967
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,31,119813
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,32,120096
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,33,117262
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,34,118097
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,35,117177
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,36,117872
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,37,119451
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,38,114512
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,39,105664
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,4,104093
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,40,102637
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,41,105107
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,42,107472
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,43,110142
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,44,113634
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,45,119020
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,46,124554
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,47,121756
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,48,123880
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,49,124751
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,5,107262
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,50,123884
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,51,124492
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,52,124855
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,53,123860
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,54,120170
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,55,117961
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,56,113772
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,57,108655
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,58,106642
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,59,102817
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,6,107920
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,60,99797
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,61,96805
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,62,93585
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,63,94304
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,64,93788
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,65,91451
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,66,91398
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,67,92610
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,68,95732
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,69,99531
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,7,105937
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,70,111340
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,71,88360
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,72,81749
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,73,84452
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,74,77328
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,75,69590
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,76,60501
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,77,61383
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,78,61814
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,79,59526
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,8,105581
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,80,56356
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,81,52608
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,82,49352
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,83,44888
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,84,41946
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,85,40071
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,86,37449
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,87,33805
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,88,29660
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,89,25874
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,9,106072
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,90,21926
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,91,18843
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,92,15649
GP_PRAC_PAT_LIST,01SEP2017,Comm Region,Y55,E40000002,FEMALE,93,12734
