election_id,election_type,election_date,district_name,result_votes_total,result_url,candidate_votes,candidate_elected,party_name,party_short_name,party_resource_uri,person_id,person_first_name,person_middle_names,person_last_name,person_all_names
1,council,04/06/2009,Nuneaton and Bedworth,8994,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E,1472,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2814,Pat,,Henry,PatHenry
1,council,04/06/2009,North Warwickshire,2386,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/9A8521A0876F50C280256F460052B45F,427,0,Green,Green,http://openelectiondata.org/id/parties/64,2821,Susan,Margaret,Tucker,SusanMargaretTucker
1,council,04/06/2009,North Warwickshire,2386,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/9A8521A0876F50C280256F460052B45F,1507,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2819,Colin,Charles,Hayfield,ColinCharlesHayfield
1,council,04/06/2009,North Warwickshire,2386,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/9A8521A0876F50C280256F460052B45F,452,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2820,Paul,David,Hickling,PaulDavidHickling
1,council,04/06/2009,North Warwickshire,3104,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C931967A1C54649980256F460052B475,597,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2825,John,Wallace Talbot,Insoll,JohnWallace TalbotInsoll
1,council,04/06/2009,North Warwickshire,3104,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C931967A1C54649980256F460052B475,297,0,Green,Green,http://openelectiondata.org/id/parties/64,2822,Juliet,Annie Ellen,Carter,JulietAnnie EllenCarter
1,council,04/06/2009,North Warwickshire,3104,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C931967A1C54649980256F460052B475,132,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2823,John,William,Hartigan,JohnWilliamHartigan
1,council,04/06/2009,North Warwickshire,3104,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C931967A1C54649980256F460052B475,2078,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2824,Richard,,Hobbs,RichardHobbs
1,council,04/06/2009,North Warwickshire,1770,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/7DEFEF5B192DC37B80256F8500528B87,298,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2829,Nathan,John,Sweet,NathanJohnSweet
1,council,04/06/2009,North Warwickshire,1770,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/7DEFEF5B192DC37B80256F8500528B87,660,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2828,Martin,George,Shaw,MartinGeorgeShaw
1,council,04/06/2009,North Warwickshire,1770,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/7DEFEF5B192DC37B80256F8500528B87,573,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2826,Anne,,Forwood,AnneForwood
1,council,04/06/2009,North Warwickshire,1770,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/7DEFEF5B192DC37B80256F8500528B87,239,0,Green,Green,http://openelectiondata.org/id/parties/64,2827,Sue,,Naylor,SueNaylor
1,council,04/06/2009,North Warwickshire,2578,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/30965BFF4A0FAEA280256F460052B485,374,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2833,Richard,Manuel,Meredith,RichardManuelMeredith
1,council,04/06/2009,North Warwickshire,2578,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/30965BFF4A0FAEA280256F460052B485,535,0,Other,Other,NULL,2830,Steven,,Fowler,StevenFowler
1,council,04/06/2009,North Warwickshire,2578,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/30965BFF4A0FAEA280256F460052B485,886,1,Labour,Lab,http://openelectiondata.org/id/parties/6,2834,Ray,,Sweet,RaySweet
1,council,04/06/2009,North Warwickshire,2578,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/30965BFF4A0FAEA280256F460052B485,698,0,Conservative,Con,http://openelectiondata.org/id/parties/25,2831,Dave,,Hanratty,DaveHanratty
1,council,04/06/2009,North Warwickshire,2578,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/30965BFF4A0FAEA280256F460052B485,85,0,Green,Green,http://openelectiondata.org/id/parties/64,2832,Rebecca,Elizabeth,Knight,RebeccaElizabethKnight
1,council,04/06/2009,Nuneaton and Bedworth,2776,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/F518490E7AB4CBD780256F8500523507,583,0,BNP,BNP,http://openelectiondata.org/id/parties/38,2836,Alwyn,Mark,Deacon,AlwynMarkDeacon
1,council,04/06/2009,Nuneaton and Bedworth,2776,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/F518490E7AB4CBD780256F8500523507,578,0,Conservative,Con,http://openelectiondata.org/id/parties/25,2837,Stuart,,Hadden,StuartHadden
1,council,04/06/2009,Nuneaton and Bedworth,2776,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/F518490E7AB4CBD780256F8500523507,101,0,Green,Green,http://openelectiondata.org/id/parties/64,2838,Caz,,Ingall,CazIngall
1,council,04/06/2009,Nuneaton and Bedworth,2776,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/F518490E7AB4CBD780256F8500523507,1258,1,Labour,Lab,http://openelectiondata.org/id/parties/6,2835,Richard,,Chattaway,RichardChattaway
1,council,04/06/2009,Nuneaton and Bedworth,2776,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/F518490E7AB4CBD780256F8500523507,256,0,Other,Other,NULL,2839,David,Ford,Lane,DavidFordLane
1,council,04/06/2009,Nuneaton and Bedworth,2719,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/067FF493614DFFFC80256F85005212F6,840,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2843,Barry,,Lobbett,BarryLobbett
1,council,04/06/2009,Nuneaton and Bedworth,2719,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/067FF493614DFFFC80256F85005212F6,429,0,BNP,BNP,http://openelectiondata.org/id/parties/38,2840,Kevin,Paul,Bennett,KevinPaulBennett
1,council,04/06/2009,Nuneaton and Bedworth,2719,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/067FF493614DFFFC80256F85005212F6,414,0,Green,Green,http://openelectiondata.org/id/parties/64,2844,Clare,Louise,Wandless-Phillips,ClareLouiseWandless-Phillips
1,council,04/06/2009,Nuneaton and Bedworth,2719,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/067FF493614DFFFC80256F85005212F6,727,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2841,John,,Haynes,JohnHaynes
1,council,04/06/2009,Nuneaton and Bedworth,2719,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/067FF493614DFFFC80256F85005212F6,309,0,Other,Other,NULL,2842,John,Stephen,Lane,JohnStephenLane
1,council,04/06/2009,Nuneaton and Bedworth,2555,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C1A331A6B7F5438E80256F460052B46A,776,0,Conservative,Con,http://openelectiondata.org/id/parties/25,2846,Chris,,Hadden,ChrisHadden
1,council,04/06/2009,Nuneaton and Bedworth,2555,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C1A331A6B7F5438E80256F460052B46A,427,0,BNP,BNP,http://openelectiondata.org/id/parties/38,2847,Darren,John,Haywood,DarrenJohnHaywood
1,council,04/06/2009,Nuneaton and Bedworth,2555,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C1A331A6B7F5438E80256F460052B46A,889,1,Labour,Lab,http://openelectiondata.org/id/parties/6,2848,Frank,,McCarney,FrankMcCarney
1,council,04/06/2009,Nuneaton and Bedworth,2555,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C1A331A6B7F5438E80256F460052B46A,289,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2845,Alice,Rachel,Field,AliceRachelField
1,council,04/06/2009,Nuneaton and Bedworth,2555,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C1A331A6B7F5438E80256F460052B46A,174,0,Green,Green,http://openelectiondata.org/id/parties/64,2849,Ben,,Phillips,BenPhillips
1,council,04/06/2009,Stratford,3192,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB34ABCB5A341D4180256F460052B460,108,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2853,Matthew,Squire,Stephens,MatthewSquireStephens
1,council,04/06/2009,Stratford,3192,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB34ABCB5A341D4180256F460052B460,1653,1,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2850,Peter,,Barnes,PeterBarnes
1,council,04/06/2009,Stratford,3192,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB34ABCB5A341D4180256F460052B460,1170,0,Conservative,Con,http://openelectiondata.org/id/parties/25,2851,Mike,,Brain,MikeBrain
1,council,04/06/2009,Stratford,3192,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB34ABCB5A341D4180256F460052B460,261,0,Green,Green,http://openelectiondata.org/id/parties/64,2852,Alison,Jane,Browne,AlisonJaneBrowne
1,council,04/06/2009,Warwick,2392,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0D6C067E0F82AF4580256F850054BCE4,1424,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2854,Les,,Caborn,LesCaborn
1,council,04/06/2009,Warwick,2392,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0D6C067E0F82AF4580256F850054BCE4,347,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2855,Carolyn,Patricia,Gifford,CarolynPatriciaGifford
1,council,04/06/2009,Warwick,2392,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0D6C067E0F82AF4580256F850054BCE4,283,0,Green,Green,http://openelectiondata.org/id/parties/64,2856,Nicola,,Stevenson,NicolaStevenson
1,council,04/06/2009,Warwick,2392,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0D6C067E0F82AF4580256F850054BCE4,338,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2857,Liz,,Tomkins,LizTomkins
1,council,04/06/2009,Rugby,9078,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12,733,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2861,Ted,,Pallot,TedPallot
1,council,04/06/2009,Rugby,9078,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12,1384,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2858,Jeffrey,Graham,Coupe,JeffreyGrahamCoupe
1,council,04/06/2009,Rugby,9078,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12,1460,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2865,Helen,Barbara,Walton,HelenBarbaraWalton
1,council,04/06/2009,Rugby,9078,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12,631,0,Green,Green,http://openelectiondata.org/id/parties/64,2862,Peter,Stephen,Reynolds,PeterStephenReynolds
1,council,04/06/2009,Rugby,9078,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12,640,0,Green,Green,http://openelectiondata.org/id/parties/64,2859,Lorna,Beryl,Dunleavy,LornaBerylDunleavy
1,council,04/06/2009,Rugby,9078,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12,471,0,Other,Other,NULL,2866,Patricia,,Wyatt,PatriciaWyatt
1,council,04/06/2009,Rugby,9078,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12,1686,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2863,Carolyn,Ann,Robbins,CarolynAnnRobbins
1,council,04/06/2009,Rugby,9078,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12,1362,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2860,Margaret,Bernadette,O'Rourke,MargaretBernadetteO'Rourke
1,council,04/06/2009,Rugby,9078,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12,711,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2864,Neil,James,Sandison,NeilJamesSandison
1,council,04/06/2009,Nuneaton and Bedworth,2539,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB1E5E047EFE3A1780256F850054E802,379,0,BNP,BNP,http://openelectiondata.org/id/parties/38,2868,Deborah,Linda,Nicholas,DeborahLindaNicholas
1,council,04/06/2009,Nuneaton and Bedworth,2539,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB1E5E047EFE3A1780256F850054E802,1224,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2869,John,Francis Sims,Ross,JohnFrancis SimsRoss
1,council,04/06/2009,Nuneaton and Bedworth,2539,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB1E5E047EFE3A1780256F850054E802,659,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2870,Rod,,Scholey,RodScholey
1,council,04/06/2009,Nuneaton and Bedworth,2539,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB1E5E047EFE3A1780256F850054E802,277,0,Green,Green,http://openelectiondata.org/id/parties/64,2867,Janet,Alison,Alty,JanetAlisonAlty
1,council,04/06/2009,Rugby,9221,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/A3174ED2DDFC5E3C80256F850054F3D6,510,0,Green,Green,http://openelectiondata.org/id/parties/64,2871,Chris,,Browne,ChrisBrowne
1,council,04/06/2009,Rugby,9221,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/A3174ED2DDFC5E3C80256F850054F3D6,2156,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2878,David,Alan,Wright,DavidAlanWright
1,council,04/06/2009,Rugby,9221,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/A3174ED2DDFC5E3C80256F850054F3D6,629,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2875,Ram,,Srivastava,RamSrivastava
1,council,04/06/2009,Rugby,9221,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/A3174ED2DDFC5E3C80256F850054F3D6,546,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2872,Andy,Robert,Coles,AndyRobertColes
1,council,04/06/2009,Rugby,9221,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/A3174ED2DDFC5E3C80256F850054F3D6,1112,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2876,Jess,,Upstone,JessUpstone
1,council,04/06/2009,Rugby,9221,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/A3174ED2DDFC5E3C80256F850054F3D6,530,0,Green,Green,http://openelectiondata.org/id/parties/64,2873,Philip,Charles,Godden,PhilipCharlesGodden
1,council,04/06/2009,Rugby,9221,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/A3174ED2DDFC5E3C80256F850054F3D6,2452,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2877,John,,Vereker,JohnVereker
1,council,04/06/2009,Rugby,9221,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/A3174ED2DDFC5E3C80256F850054F3D6,1286,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2874,Gwen,,Hotten,GwenHotten
1,council,04/06/2009,North Warwickshire,2325,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/2BCB36FF5BA5143C80256F460052B48A,339,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2879,Christopher,David,Bain,ChristopherDavidBain
1,council,04/06/2009,North Warwickshire,2325,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/2BCB36FF5BA5143C80256F460052B48A,1184,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2880,Peter,John,Fowler,PeterJohnFowler
1,council,04/06/2009,North Warwickshire,2325,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/2BCB36FF5BA5143C80256F460052B48A,580,0,Other,Other,NULL,2881,Norrie,,Henderson,NorrieHenderson
1,council,04/06/2009,North Warwickshire,2325,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/2BCB36FF5BA5143C80256F460052B48A,222,0,Green,Green,http://openelectiondata.org/id/parties/64,2882,Rebecca,Susan,Oldham,RebeccaSusanOldham
1,council,04/06/2009,Warwick,3321,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB9F403DFDA3AFAF80256F460052B464,499,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2886,David,Owen,Evans,DavidOwenEvans
1,council,04/06/2009,Warwick,3321,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB9F403DFDA3AFAF80256F460052B464,333,0,Green,Green,http://openelectiondata.org/id/parties/64,2883,Gareth,John,Davies,GarethJohnDavies
1,council,04/06/2009,Warwick,3321,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB9F403DFDA3AFAF80256F460052B464,480,0,Other,Other,NULL,2887,Alan,Francis,Harvey,AlanFrancisHarvey
1,council,04/06/2009,Warwick,3321,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB9F403DFDA3AFAF80256F460052B464,1562,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2884,Michael,,Doody,MichaelDoody
1,council,04/06/2009,Warwick,3321,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/CB9F403DFDA3AFAF80256F460052B464,447,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2885,Michael,David,Ellwood,MichaelDavidEllwood
1,council,04/06/2009,Rugby,3242,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0A214AEE782FD1CD80256F460052B468,589,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2890,James,Edward,Hotten,JamesEdwardHotten
1,council,04/06/2009,Rugby,3242,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0A214AEE782FD1CD80256F460052B468,292,0,Green,Green,http://openelectiondata.org/id/parties/64,2891,George,,Houguez,GeorgeHouguez
1,council,04/06/2009,Rugby,3242,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0A214AEE782FD1CD80256F460052B468,276,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2888,Brenda,Frances,Clarke,BrendaFrancesClarke
1,council,04/06/2009,Rugby,3242,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0A214AEE782FD1CD80256F460052B468,2085,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2889,Robert,Charles,Hazelton,RobertCharlesHazelton
1,council,04/06/2009,Rugby,2973,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/BD42E168D34F181A80256F460052B47A,351,0,Green,Green,http://openelectiondata.org/id/parties/64,2893,Elanor,,Roderick,ElanorRoderick
1,council,04/06/2009,Rugby,2973,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/BD42E168D34F181A80256F460052B47A,1865,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2894,Heather,Mary,Timms,HeatherMaryTimms
1,council,04/06/2009,Rugby,2973,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/BD42E168D34F181A80256F460052B47A,385,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2895,Donald,Lloyd,Williams,DonaldLloydWilliams
1,council,04/06/2009,Rugby,2973,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/BD42E168D34F181A80256F460052B47A,372,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2892,Mark,Stephen,Gregory,MarkStephenGregory
1,council,04/06/2009,Rugby,8794,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/FE423FD92822BC6780256F8500551A96,1388,0,Conservative,Con,http://openelectiondata.org/id/parties/25,2896,David,Dick,Cranham,DavidDickCranham
1,council,04/06/2009,Rugby,8794,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/FE423FD92822BC6780256F8500551A96,435,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2903,Kathleen,Yuk King,Yu,KathleenYuk KingYu
1,council,04/06/2009,Rugby,8794,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/FE423FD92822BC6780256F8500551A96,960,0,Conservative,Con,http://openelectiondata.org/id/parties/25,2900,Edward,Herbert Joce,Palusinski,EdwardHerbert JocePalusinski
1,council,04/06/2009,Rugby,8794,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/FE423FD92822BC6780256F8500551A96,744,0,Labour,Lab,http://openelectiondata.org/id/parties/6,2897,Terry,,Deery,TerryDeery
1,council,04/06/2009,Rugby,8794,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/FE423FD92822BC6780256F8500551A96,2235,1,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2901,Jerry,,Roodhouse,JerryRoodhouse
1,council,04/06/2009,Rugby,8794,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/FE423FD92822BC6780256F8500551A96,2295,1,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2898,Richard,James,Dodd,RichardJamesDodd
1,council,04/06/2009,Rugby,8794,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/FE423FD92822BC6780256F8500551A96,323,0,Green,Green,http://openelectiondata.org/id/parties/64,2902,John,Noah Murgatroyd,Walton,JohnNoah MurgatroydWalton
1,council,04/06/2009,Rugby,8794,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/FE423FD92822BC6780256F8500551A96,414,0,Green,Green,http://openelectiondata.org/id/parties/64,2899,Jesse,,Meadows,JesseMeadows
1,council,04/06/2009,Stratford,3162,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0F5E6368E97DE19680256F850055279C,242,0,Green,Green,http://openelectiondata.org/id/parties/64,2904,Alice,Rhiannon,Eardley,AliceRhiannonEardley
1,council,04/06/2009,Stratford,3162,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0F5E6368E97DE19680256F850055279C,1202,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2905,Sue,,Roderick,SueRoderick
1,council,04/06/2009,Stratford,3162,http://www.warwickshire.gov.uk/corporate/Elect09.nsf/ResultsByParty/0F5E6368E97DE19680256F850055279C,1718,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2906,Bob,,Stevens,BobStevens
