OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,PR079842296SB150077,Hire of 12m Orbit Stage as per,CITY DEVELOPMENT,203-Operational Furniture And Equipment,,19/10/2015,,,,,"£8,400.00",,"PRESCO COMPONENTS LTD, Unit 2 Ouzledale Foundry Long Ing Lane, Barnoldswick, LANCASHIRE, BB18 6BN",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,PR1978422834661,Invoice  for install of bedroom,ENVIRONMENT & HOUSING,-,,06/10/2015,,,,,"£31,648.29",,"C 3 S PROJECTS, Canal Mills, Elland Bridge, ELLAND, HX5 0SQ",,Other/Not known,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,PU0155422963744,Renewal of webcasting contract from,CENTRAL & CORPORATE,214-Computer Software & Equipment,,19/10/2015,,,,,"£16,369.00",,"PUBLIC-I GROUP LTD, 5th Floor, Sheridan House, 112-116 Western Road, HOVE, BN3 1DD",,b) Micro,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,PU13174227911112,Order for Pudsey computers for:,CHILDRENS SERVICES,-,,02/10/2015,,,,,"£30,832.00",,"PUDSEY COMPUTERS, 7 Bradford Road, Stanningley, LEEDS, LS28 6AT",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,RE07464230719825,19825,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,30/10/2015,,,,,"£42,186.00",,"RESOURCE, 78 Armley Road, NULL, LEEDS, LS12 2EJ",,d) Medium,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,SE0438422791509-01,Leeds City Council Clearing,CHILDRENS SERVICES,265-Other Hired And Contracted Services,,02/10/2015,,,,,"£5,950.00",,"SERO CONSULTING LTD, Sheffield Technology Park, Cooper Buildings Arundel Street, SHEFFIELD, S1 2NS",,b) Micro,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,SI04854228613036,Installation of flue system at Kirkstall Leisure Centre,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,09/10/2015,,,,,"£7,312.00",,"SIGRAM FLUE SYSTEMS LTD, Unit E2 Meadowbank Business Park, Tweedale Way  Chadderton, OLDHAM, OL9 8EH",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,ST13674229315958,Fire alarm system,CENTRAL & CORPORATE,205-Operational Materials,,16/10/2015,,,,,"£5,008.93",,"STERLING SAFETY SYSTEMS LIMITED, Unit B  12a Holly Farm, Business Park, HONILEY, CV8 1NP",,Other/Not known,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,SY962342284NE1811,Works at Brudenell Primary School,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,07/10/2015,,,,,"£9,023.00",,"K D SYSTEMS NORTH EAST LTD, 3370 Century Way, Thorpe Park, LEEDS, LS15 8ZB",,b) Micro,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,TR0716422917377,Arboricultural works,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,14/10/2015,,,,,"£7,128.50",,"TREE SAW, Unit 2a Cross Park House  Low Green, Rawdon, LEEDS, LS19 6HB",,c) Small,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,TR1625422922015/0909/3512A/7,Various works,CITY DEVELOPMENT,-,,15/10/2015,,,,,"£7,898.00",,"TRUEFORM ENGINEERING LTD, Unit 4 Pasadena Trading Est., Pasadena Close, HAYES, UB3 3NQ",,d) Medium,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,VI0206422903009625,Outreach Support for Victims of Anti Social Behaviour,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,13/10/2015,,,,,"£23,750.00",,"VICTIM SUPPORT, 56 Hallam Street, NULL, LONDON, W1W 6JL",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,WA53204229819217,Electrical Testing and Inspection,CENTRAL & CORPORATE,70-Best Value Training,,21/10/2015,,,,,"£5,250.00",,"WAKEFIELD SKILL CENTRE LTD, Units 41-43, Monkton Road Industrial Estate, DENBY DALE ROAD  WAKEFIELD, WF2 7AL",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,WE068942303W0000212,DIP Qtr 2 July - Sept 15,ENVIRONMENT & HOUSING,521-Services Provided By Other Public Bodies,,26/10/2015,,,,,"£14,525.03",,"THE WEST YORKSHIRE CRC LTD, Finance Dept Cliff Hill House, Sandy Walk, WAKEFIELD, WF1 2DJ",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,WE6464423003328,Supply and install TREND Control panel,CENTRAL & CORPORATE,-,,23/10/2015,,,,,"£7,280.40",,"WESTMINSTER CONTROLS LTD, 3 Pym Street Court, Pym Street, LEEDS, LS10 1PG",,d) Medium,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/12/2015,YO859342279136/16,Hire and installation of Radio system,CITY DEVELOPMENT,203-Operational Furniture And Equipment,,02/10/2015,,,,,"£8,010.00",,"YORKSHIRE AUDIO, 537 Dewsbury Road, NULL, LEEDS, LS11 5LE",,b) Micro,,,Other
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
