Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,2390.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,200.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1591.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1188.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1747.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1405.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1218.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1287.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531987,G-C & A - Over 18's,ASCOT HOUSE RESIDENTIAL HOME,NG5 2EY,520-Community Care,26.5100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531675,G-C & A - Over 18's,ASCOT HOUSE RESIDENTS ACCOUNT,NG5 2EY,840-Fees & Charges - Adults,63.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531674,G-C & A - Over 18's,ASCOT HOUSE RESIDENTS ACCOUNT,NG5 2EY,840-Fees & Charges - Adults,24.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531673,G-C & A - Over 18's,ASCOT HOUSE RESIDENTS ACCOUNT,NG5 2EY,840-Fees & Charges - Adults,24.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,ASDA STORES,,401-Operational Equipment,12.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,F-C & F - Central,ASDA STORES 4880,,401-Operational Equipment,8.5700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,G-C & F - Over 18's,ASDA SUPERSTORE,,412-Provisions,2.7800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,G-C & F - Over 18's,ASDA SUPERSTORE 04030,,519-Adult Services,5.2400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531676,G-C & A - Over 18's,ASHA HEALTHCARE (KIRKBY IN ASHFIELD) LTD,NG10 2BU,840-Fees & Charges - Adults,45.9500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531988,G-C & A - Over 18's,ASHA HEALTHCARE KIRKBY IN ASHFIELD,NG10 2BU,520-Community Care,8761.3400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531677,G-C & A - Over 18's,ASHLEIGH HOUSE RESIDENTS FUND,NG5 2EN,840-Fees & Charges - Adults,51.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531989,G-C & A - Over 18's,ASHMERE CARE GROUP,DE5 9QT,520-Community Care,2367.5400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531990,G-C & A - Over 18's,ASHTREE HOUSE,LN13 0NG,520-Community Care,4138.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532143,G-C & A - Over 18's,ASRA HOUSING GROUP,LE2 7EA,520-Community Care,5557.3700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531678,G-C & A - Over 18's,AUTISM EAST MIDLANDS,S80 4AJ,840-Fees & Charges - Adults,81.1500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,F-C & F - Central,B & Q,,200-R & M of Buildings,23.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,B & Q,,401-Operational Equipment,475.3500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531991,G-C & A - Over 18's,B&L PREMIER CARE LTD,NG8 3EZ,520-Community Care,9378.6800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,B&M RETAIL LTD,,408-Materials General,4.7700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,G-C & F - Over 18's,B&M RETAIL LTD,,401-Operational Equipment,8.9700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531687,G-C & A - Over 18's,BEECHDALE MANOR (BONDCARE),NG8 3AJ,840-Fees & Charges - Adults,27.7200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531688,G-C & A - Over 18's,BELLE VUE HAIRDRESSING,NG3 5FS,840-Fees & Charges - Adults,57.4500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531992,G-C & A - Over 18's,BERNARD&CORDELIA OGBAKAEKO T/A LANGDALE,NG7 4BP,520-Community Care,20874.1500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531993,G-C & A - Over 18's,BKR CCH LTD,NG4 1JA,520-Community Care,17771.4600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531994,G-C & A - Over 18's,BLUE SKY CARE,NG15 0DT,520-Community Care,17680.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531691,G-C & A - Over 18's,BLUE SKY CARE LTD,DE1 1BT,840-Fees & Charges - Adults,82.3500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531690,G-C & A - Over 18's,BLUE SKY CARE LTD,DE1 1BT,840-Fees & Charges - Adults,82.3500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531692,G-C & A - Over 18's,BLUE SKY CARE LTD RE HELEN SPRIGGS FOSSEY,NG15 0DT,840-Fees & Charges - Adults,56.7500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531693,G-C & A - Over 18's,BLUE SKY CARE LTD RE RACKINDER NANDHRA,DE1 1BT,840-Fees & Charges - Adults,81.1500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531995,G-C & A - Over 18's,BONDCARE GROUP,NW4 4EF,520-Community Care,892.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,N-Development - Services,BRADRAIL,,475-Other Services,43.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BRAKE BROS LTD,,417-Contract Catering,71.5900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BRAKE BROS LTD,,417-Contract Catering,105.4100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BRAKE BROS LTD,,417-Contract Catering,51.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BRAKE BROS LTD,,417-Contract Catering,12.5800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BRAKE BROS LTD,,417-Contract Catering,105.4100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BRAKE BROS LTD,,417-Contract Catering,309.2800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532162,C-Community Services,BRITISH TELECOMMUNICATIONS PLC (ACCOUNTS,NW9 6LB,475-Other Services,813.7500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531696,G-C & A - Over 18's,BROADOAK PARK VILLAGE COMPLEX,NG17 9DS,840-Fees & Charges - Adults,82.3500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531697,G-C & A - Over 18's,BROADOAK PARK VILLAGE COMPLEX,NG17 9DS,840-Fees & Charges - Adults,75.0500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532163,E-C & A  - Schools,BROCKLEWOOD PRIMARY ACADEMY,NG8 3AL,091-Allowances (Schools),198727.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,F-C & F - Central,BROTHER UK LTD,,426-Stationery,71.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BS NOTTINGHAM,,408-Materials General,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BSS NOTTINGHAM,,408-Materials General,8.4400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532164,N-Development & Growth - Services,BT GLOBAL SERVICES,NW9 6LB,406-Traffic Safety Equipment,6855.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532165,E-C & A  - Schools,BULWELL ACADEMY,NG8 8HG,468-Transfers to Schools,78300.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,310.9600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,29.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,G-C & F - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,148.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,60.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,G-C & F - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,26.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,R-Resources,BUNZL CLEANING SUPPLIE,,401-Operational Equipment,74.0300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,G-C & F - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,93.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531996,G-C & A - Over 18's,BUPA CARE SERVICES,LS18 4UP,520-Community Care,21774.2900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,440.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,BURDENS,,408-Materials General,1954.1800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532167,N-Development & Growth - Services,C C SIGNS LTD,DE55 4DB,457-Publicity/Mrktng/Advertg,42.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531997,G-C & A - Over 18's,C H H G LTD T/AS GRETTON HOMES,CO4 9YQ,520-Community Care,10555.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532169,C-Community Services,C P BERRY GROUNDWORKS LTD,NG15 7LL,463-Other Contractor Paymnts,85.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532169,C-Community Services,C P BERRY GROUNDWORKS LTD,NG15 7LL,463-Other Contractor Paymnts,85.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532169,C-Community Services,C P BERRY GROUNDWORKS LTD,NG15 7LL,401-Operational Equipment,667.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532169,C-Community Services,C P BERRY GROUNDWORKS LTD,NG15 7LL,401-Operational Equipment,1322.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532170,E-C & A  - Schools,CALDERSTONE SCHOOL,L18 3HS,468-Transfers to Schools,300.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,F-C & F - Central,CARD FACTORY,,514-Children in Care Paymnts,2.3600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531998,G-C & A - Over 18's,CARE AT RAINBOWS END,NG12 1EE,520-Community Care,10750.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531698,G-C & A - Over 18's,CARE AT RAINBOWS END,NG12 1EE,840-Fees & Charges - Adults,40.9500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531999,G-C & A - Over 18's,CARISBROOKE HEALTHCARE LTD,NG3 5DS,520-Community Care,17497.4400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532181,F-C & A - Central,CCS ADOPTION,BS5 0TX,517-Adoption,28667.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532183,V-Central Items,CFA NOTTINGHAM CITY COUNCIL T/A PAYPOINT PLC,AL7 1EL,475-Other Services,857.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531702,G-C & A - Over 18's,CHENGUN CARE HOMES LTD,NG9 1JP,840-Fees & Charges - Adults,30.6500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532000,G-C & A - Over 18's,CLEARWATER CARE (HACKNEY LTD),IG8 8HQ,520-Community Care,42920.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,F-C & F - Central,CO-OP GROUP 010081,,412-Provisions,2.9400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,CO-OP GROUP 070323,,413-Grounds Maintenance Mats,4.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532208,C-Community Services,COLTON CARS LTD T/A TRENT CARS,NG2 4EZ,311-Contract Hire,180.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532208,C-Community Services,COLTON CARS LTD T/A TRENT CARS,NG2 4EZ,311-Contract Hire,5474.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,600.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,600.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,1800.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,500.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,2400.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,1200.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,850.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,600.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,1800.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,1200.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,600.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,2400.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,2400.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,2400.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,2400.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,1800.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,600.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,600.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,1800.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532213,F-C & A - Central,CORE ASSETS CHILDRENS SERVICES LTD,B60 4AD,514-Children in Care Paymnts,600.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,F-C & F - Central,COTTINGBURN HOUSE B&B-,,475-Other Services,90.0000000000
