"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","246","A/BAND A","44743","60484","Chief Events Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","246","A/BAND A","44743","60484","Chief Press Officer","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","246","A/BAND A","44743","60484","Press Secretary","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","246","A/BAND A","44743","60484","Speechwriter","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","246","TIS2","31150","39799","Planning and Events Officer","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","246","TIS3","36735","47639","Events Manager","2.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","246","TIS3","36735","47639","Senior press officer","3.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","302","A/BAND A","44743","60484","Chief Press Officer","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","302","A/BAND A","44743","60484","Senior communications manager","5.23","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","302","B2/BAND B2","30117","38484","Communications manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","302","C/Band","19790","24430","Executive assistant","0.90","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","302","TIS2","31150","39799","Communications support officer","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","302","TIS2","31150","39799","Press officer","2.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","302","TIS3","36735","47639","Communications manager","2.81","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","302","TIS3","36735","47639","Senior press officer","3.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","302","TIS3","36735","47639","Senior Visits Officer","0.40","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","302","TIS3","36735","47639","Speechwriter","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","326","A/BAND A","44743","60484","Head of GCN communications","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","326","A/BAND A","44743","60484","Head of GCN professional development","0.54","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","326","A/BAND A","44743","60484","Managing Consultant","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","326","TIS3","36735","47639","senior digital comms manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","A/BAND A","44743","60484","Client Director","2.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","A/BAND A","44743","60484","Deputy Head of Regional News Network","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","A/BAND A","44743","60484","Head of Monitoring","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","A/BAND A","44743","60484","Senior evaluation manager","2.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","A/BAND A","44743","60484","Senior Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","B1/BAND B1","23793","30093","Team Assistant","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","B2/BAND B2","30117","38484","Regional Researcher","4.72","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","TIS1","24064","30441","Assistant Editor","5.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","TIS1","24064","30441","Assistant Marketing Manager (Fillers)","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","TIS2","31150","39799","Assistant Editor","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","TIS2","31150","39799","Marketing Manager (Fillers)","0.83","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","TIS2","31150","39799","Press officer","9.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","TIS2","31150","39799","Unit Manager","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","TIS3","36735","47639","Media Channel Planner","2.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","TIS3","36735","47639","Senior Editor","1.00","Communications"
"Cabinet Office","Cabinet Office","Corporate Services-Government Communications","328","TIS3","36735","47639","Senior press officer","7.63","Communications"
"Cabinet Office","Cabinet Office","Deputy Prime Minister's Office","25","B1/BAND B1","23793","30093","Assistant Diary Manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Deputy Prime Minister's Office","25","B2/BAND B2","30117","38484","Diary manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Deputy Prime Minister's Office","259","A/BAND A","44743","60484","Senior Policy Advisor","3.00","Policy"
"Cabinet Office","Cabinet Office","Deputy Prime Minister's Office","259","B/Faststream","27270","36175","Policy Advisor","1.00","Policy"
"Cabinet Office","Cabinet Office","Deputy Prime Minister's Office","259","B2/BAND B2","30117","38484","Policy Advisor","2.00","Policy"
"Cabinet Office","Cabinet Office","Deputy Prime Minister's Office","318","A/BAND A","44743","60484","Private Secretary","2.00","Policy"
"Cabinet Office","Cabinet Office","Deputy Prime Minister's Office","318","B1/BAND B1","23793","30093","Executive assistant","1.00","Policy"
"Cabinet Office","Cabinet Office","Deputy Prime Minister's Office","318","B2/BAND B2","30117","38484","Assistant Private Secretary","2.00","Policy"
"Cabinet Office","Cabinet Office","Deputy Prime Minister's Office","318","B2/BAND B2","30117","38484","Office manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Deputy Prime Minister's Office","318","C/Band","19790","24430","Policy support officer","5.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","54","A/BAND A","44743","60484","Senior policy adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","54","B1/BAND B1","23793","30093","Private Secretary","1.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","54","B2/BAND B2","30117","38484","Private Secretary","2.33","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","69","A/BAND A","44743","60484","Senior policy adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","69","B/Faststream","27270","36175","Policy adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","76","A/BAND A","44743","60484","Senior policy adviser","4.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","76","B/Faststream","27270","36175","Policy adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","316","A/BAND A","44743","60484","Business manager","0.50","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","316","A/BAND A","44743","60484","Senior policy adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","316","B/Faststream","27270","36175","Policy adviser","4.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","316","B1/BAND B1","23793","30093","Office manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","316","C/Band","19790","24430","Diary manager","2.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","347","A/BAND A","44743","60484","Senior policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Economic & Domestic Affairs","347","B/Faststream","27270","36175","Policy adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","Corporate Services-Human Resources","37","A/BAND A","44743","60484","Senior Operational Manager","1.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Corporate Services-Human Resources","37","B1/BAND B1","23793","30093","Operational Manager","1.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Corporate Services-Human Resources","37","B2/BAND B2","30117","38484","Operational Manager","3.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Corporate Services-Human Resources","37","C/Band","19790","24430","Operational Manager","1.00","Operational Delivery"
"Cabinet Office","Cabinet Office","European & Global Issues","51","B1/BAND B1","23793","30093","Executive assistant","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","91","A/BAND A","44743","60484","Senior policy adviser","5.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","91","B/Faststream","27270","36175","Policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","91","B2/BAND B2","30117","38484","Policy adviser","3.80","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","91","C/Band","19790","24430","Policy support officer","2.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","121","A/BAND A","44743","60484","Policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","121","A/BAND A","44743","60484","Private Secretary","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","121","A/BAND A","44743","60484","Senior policy adviser","4.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","121","B/Faststream","27270","36175","Policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","121","B1/BAND B1","23793","30093","Diary manager","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","121","B2/BAND B2","30117","38484","Policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","121","C/Band","19790","24430","Executive assistant","2.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","121","C/Band","19790","24430","Policy support officer","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","340","A/BAND A","44743","60484","Senior policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","341","A/BAND A","44743","60484","Senior policy adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","341","B1/BAND B1","23793","30093","Policy adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","341","B2/BAND B2","30117","38484","Policy adviser","2.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","341","C/Band","19790","24430","Policy support officer","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","343","B2/BAND B2","30117","38484","Executive assistant","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","344","A/BAND A","44743","60484","Senior policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","344","B1/BAND B1","23793","30093","Executive assistant","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","344","B1/BAND B1","23793","30093","Policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","344","B2/BAND B2","30117","38484","Policy adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","344","C/Band","19790","24430","Policy support officer","1.00","Policy"
"Cabinet Office","Cabinet Office","European & Global Issues","346","A/BAND A","44743","60484","Senior policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","24","A/BAND A","44743","60484","Senior policy adviser","1.00","Planning"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","24","B1/BAND B1","23793","30093","Operations support officer","1.00","Planning"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","24","B2/BAND B2","30117","38484","Operational Manager","1.00","Planning"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","24","B2/BAND B2","30117","38484","Policy adviser","1.00","Planning"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","A/BAND A","44743","60484","Estate Manager","3.00","Property and asset management"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","A/BAND A","44743","60484","Policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","A/BAND A","44743","60484","Senior Finance manager","12.50","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","A/BAND A","44743","60484","Senior policy adviser","1.00","Planning"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","A/BAND A","44743","60484","Senior policy adviser","1.00","Property and asset management"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","A/BAND A","44743","60484","Senior procurement officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","A/BAND A","44743","60484","Senior procurement officer","2.00","Procurement"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B1/BAND B1","23793","30093","Estate Manager","1.00","Property and asset management"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B1/BAND B1","23793","30093","Estate Officer","1.00","Property and asset management"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B1/BAND B1","23793","30093","Finance officer","10.83","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B1/BAND B1","23793","30093","Finance support officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B1/BAND B1","23793","30093","Legal Support officer","0.72","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B1/BAND B1","23793","30093","Operational Manager","1.00","Property and asset management"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B1/BAND B1","23793","30093","Procurement support officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B1/BAND B1","23793","30093","Procurement support officer","1.00","Procurement"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B2/BAND B2","30117","38484","Business manager","1.00","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B2/BAND B2","30117","38484","Estate Manager/Finance","2.00","Property and asset management"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B2/BAND B2","30117","38484","Estate Officer","1.00","Property and asset management"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B2/BAND B2","30117","38484","Executive assistant","1.00","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B2/BAND B2","30117","38484","Finance officer","18.00","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B2/BAND B2","30117","38484","Operational Manager","1.00","Property and asset management"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B2/BAND B2","30117","38484","Policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B2/BAND B2","30117","38484","Procurement officer","5.00","Procurement"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","B2/BAND B2","30117","38484","Senior policy adviser","5.00","Property and asset management"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","C/Band","19790","24430","Finance support officer","8.00","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","99","C/Band","19790","24430","Operations support officer","1.00","Finance"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","228","A/BAND A","44743","60484","Programme officer manager","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","228","B1/BAND B1","23793","30093","Project support officer","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Corporate Services-Financial Management Team","228","B2/BAND B2","30117","38484","Project Manager","1.67","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Delivery Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Developer","3.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Lead Content Designer","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Transition Team Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Content Producer","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Creative Lead","2.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Delivery Manager","2.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Delivery Team Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Developer","16.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Enterprise Apps Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Head of Business Management","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Head of Creative Design","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Head of GDS & Directgov Enterprise IT","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Head of Operations","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Head of Planning and Performance","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Head of Supplier Management","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Interaction Designer","2.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","IT Security","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Lead Content Designer","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Product Analytics Lead","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Strategic Advisor to Executive Director","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Technical Analyst","5.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Technical Architect","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","User Experience Researcher","2.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Visual Designer","2.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","A/BAND A","44743","60484","Web Ops","4.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B1/BAND B1","23793","30093","Business Management Support","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B1/BAND B1","23793","30093","Business Management Support","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B1/BAND B1","23793","30093","Business Support to Management Team","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B1/BAND B1","23793","30093","Office manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B1/BAND B1","23793","30093","Service Desk Analyst","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B1/BAND B1","23793","30093","User Support Specialist","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Service Desk Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Business manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Chief Information Office (CIO) Support Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Contracts Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Dynamic Procurement Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Executive assistant","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","GDS IT Network Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Government Domain Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Junior Visual Designer","2.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Network Support","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Parliamentary Liaison Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Project support officer","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Service Desk Analyst","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","Service Desk Support","0.50","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","B2/BAND B2","30117","38484","User Support Lead","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","C/Band","19790","24430","User Support Officer","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","TIS2","31150","39799","Product Analytics Lead","0.67","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","TIS2","31150","39799","Content Designer","3.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","TIS2","31150","39799","Editor","2.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","TIS2","31150","39799","Quality Monitoring","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","TIS2","31150","39799","User Support Lead","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","TIS3","36735","47639","Senior Editor","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","TIS3","36735","47639","Content Designer","2.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","TIS3","36735","47639","Product Analytics","3.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","TIS3","36735","47639","Publishing Services","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","240","TIS3","36735","47639","Senior Customer Insight Manager","1.64","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","276","A/BAND A","44743","60484","Partnership Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","276","A/BAND A","44743","60484","Product Manager","3.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","276","B/Faststream","27270","36175","Digital Business Innovation Executive","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","276","B2/BAND B2","30117","38484","Innovation & Partnership Exec","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","276","B2/BAND B2","30117","38484","Proposition Support","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","281","A/BAND A","44743","60484","Product Manager","3.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","282","A/BAND A","44743","60484","Delivery Manager","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","282","A/BAND A","44743","60484","Head of Transformation","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","282","A/BAND A","44743","60484","Process & Product Workstream Lead","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","282","A/BAND A","44743","60484","Programme manager","3.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","282","A/BAND A","44743","60484","Proposition Manager","4.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","282","A/BAND A","44743","60484","Technical Architect","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","282","B1/BAND B1","23793","30093","Programme support officer","2.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","282","B2/BAND B2","30117","38484","Information & Guidance Workstream Lead","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","282","B2/BAND B2","30117","38484","Analyst","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","282","TIS3","36735","47639","Proposition Analyst","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","311","A/BAND A","44743","60484","Digital Strategies Co-ordinator","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","311","A/BAND A","44743","60484","Secretariat to Digital Leaders & Advisory Board","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","311","A/BAND A","44743","60484","Senior Digital Policy Advisor","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","311","B1/BAND B1","23793","30093","Digital Policy Advisor","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","311","B1/BAND B1","23793","30093","Digital Policy Advisor","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","311","B1/BAND B1","23793","30093","Digital Strategy & Engagement Officer","1.00","Other"
"Cabinet Office","Cabinet Office","Government Digital Service","311","B1/BAND B1","23793","30093","Policy Advisor","1.00","Other"
