Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/09/2017,AAS0282995,223.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/09/2017,AAS0282995,224.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668, 15/09/2017,AAS0282993,144.48,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,ASKEW REFRIGERATION SERVICES LTD,A0043524, 14/09/2017,EST0282866,133.62,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,ASKEW REFRIGERATION SERVICES LTD,A0043524, 28/09/2017,EST0283146,12504.84,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,ASPEN VALLEY KENNELS & CATTERY,A0022106, 14/09/2017,OPS0282856,603,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,ASPEN VALLEY KENNELS & CATTERY,A0022106, 21/09/2017,OPS0282960,805.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,AURORA ACCOUNTING SERVICES,A0089134, 14/09/2017,AAS0282891,1380,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,AUTOGLASS,A0045449, 14/09/2017,PCO0282792,254.66,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,4401,AXIS PED LIMITED,A0090327, 28/09/2017,HMR0283080,1867.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Hire of Plant,3502,B & W PLANT HIRE AND SALES LTD,A0090057, 07/09/2017,PCO0282644,117,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BALMERS GM LIMITED,A0000198, 21/09/2017,PCO0282927,0.56,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BALMERS GM LIMITED,A0000198, 14/09/2017,PCO0282779,8.4,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BALMERS GM LIMITED,A0000198, 21/09/2017,PCO0282927,13.2,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BALMERS GM LIMITED,A0000198, 14/09/2017,PCO0282779,15.9,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BALMERS GM LIMITED,A0000198, 14/09/2017,PCO0282779,18.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BALMERS GM LIMITED,A0000198, 21/09/2017,PCO0282927,19.6,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BALMERS GM LIMITED,A0000198, 14/09/2017,PCO0282779,19.8,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BALMERS GM LIMITED,A0000198, 14/09/2017,PCO0282779,40.46,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BALMERS GM LIMITED,A0000198, 14/09/2017,PCO0282779,43.96,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BALMERS GM LIMITED,A0000198, 21/09/2017,PCO0282927,60.69,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BALMERS GM LIMITED,A0000198, 28/09/2017,PCO0283096,27.71,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BALMERS GM LIMITED,A0000198, 28/09/2017,PCO0283096,42.7,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BARNES JB LIMITED,A0000202, 28/09/2017,PCO0283091,34.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,BARNES JB LIMITED,A0000202, 14/09/2017,OPS0282837,150.91,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Consultants Fees,4401,BARNOLDSWICK TOWN COUNCIL,A0090352, 14/09/2017,HED0282815,300,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 21/09/2017,PCO0282926,2.92,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 07/09/2017,PCO0282631,5.84,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 21/09/2017,PCO0282926,47.55,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 07/09/2017,PCO0282631,17.08,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 21/09/2017,PCO0282926,23.36,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 07/09/2017,PCO0282631,27.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510, 21/09/2017,PCO0282926,161.04,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BARROWFORD SAFE & LOCK SERV LT,A0000458, 14/09/2017,EST0282870,35,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BEARING FACTORS,A0000205, 14/09/2017,PCO0282778,18,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,BEARING FACTORS,A0000205, 14/09/2017,PCO0282778,34.95,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,BEN SHAW TRAINING LIMITED,A0055722, 07/09/2017,PCO0282648,115,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,BEN SHAW TRAINING LIMITED,A0055722, 07/09/2017,PCO0282648,440,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,BLACKBURN/DARWEN BOROUGH COUNCIL,A0000381, 07/09/2017,COR0282550,1557.19,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,BLACKBURN/DARWEN BOROUGH COUNCIL,A0000381, 07/09/2017,COR0282550,623.47,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,BLACKBURN/DARWEN BOROUGH COUNCIL,A0000381, 07/09/2017,COR0282550,784.11,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,BLACKBURN/DARWEN BOROUGH COUNCIL,A0000381, 07/09/2017,COR0282550,365.89,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BOC GASES LTD,A0000386, 21/09/2017,PCO0282928,11.15,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BOWCOM,A0045454, 14/09/2017,PCO0282771,15,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BOWCOM,A0045454, 14/09/2017,PCO0282771,35.9,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BOWCOM,A0045454, 14/09/2017,PCO0282771,85,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BOWCOM,A0045454, 14/09/2017,PCO0282771,110,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BRENT STEVENSON MEMORIALS,A0002426, 28/09/2017,PCO0283090,125,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,BRIERFIELD CELTIC FOOTBALL CLUB,A0072398, 14/09/2017,HED0282825,1500,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Seminars etc All Costs,4601,BRIERFIELD TOWN COUNCIL,A0000469, 07/09/2017,COR0282614,36,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BRIGGS & DUXBURY LTD,A0000459, 14/09/2017,PCO0282782,20,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 07/09/2017,EST0282709,0.26,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 14/09/2017,EST0282887,59.61,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 07/09/2017,EST0282707,0.26,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 21/09/2017,EST0283008,127.81,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 07/09/2017,EST0282710,0.26,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0057202, 21/09/2017,EST0283007,14.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282310,24.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282311,53.78,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 26/09/2017,AAS0283303,10.24,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282324,8.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282304,466.61,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282326,21.6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282319,74.53,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282320,76.21,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 25/09/2017,AAS0283299,74.58,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282307,10.65,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282306,19.63,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282323,14.36,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282338,205.2,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 25/09/2017,AAS0283298,48.77,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282332,8.45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282302,76.35,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282315,147.6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282313,19.17,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282301,21.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282309,73.1,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282300,17.4,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282325,28.54,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282335,46.36,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282329,50.59,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282328,76.4,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282303,177.42,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282314,60.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282331,8.15,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282312,46.1,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282316,12.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282318,262.1,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282317,42.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282321,9.49,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282305,46.31,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282334,9.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282330,13.31,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282327,28.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282337,321.98,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282336,176.62,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282322,8.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,BRITISH GAS BUSINESS,A0069538, 07/09/2017,AAS0282308,38.77,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,BRITISH TELECOMMUNICATIONS PLC,A0040001, 21/09/2017,PCO0283042,201.55,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,BROWNS ENGINEERING SERVICES,A0012980, 14/09/2017,PCO0282801,48,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,BURNLEY BOROUGH COUNCIL,A0044855, 21/09/2017,REG0282983,46,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,BUSINESS IN THE COMMUNITY,A0090834, 21/09/2017,REG0283020,13000,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Refuse Collection DLO,5005,C & C PROCESS SERVERS,A0074728, 14/09/2017,OPS0282852,42.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Costs,Refuse Collection DLO,5005,C & C PROCESS SERVERS,A0074728, 14/09/2017,OPS0282852,42.5,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM Materials,4004,CALICO HOMES,A0091059, 14/09/2017,HMR0282807,30350.86,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,4401,CALICO HOMES,A0091059, 21/09/2017,HMR0282940,5046.36,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,4401,CALICO HOMES,A0091059, 14/09/2017,HMR0282802,8142.84,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,4401,CALICO HOMES,A0091059, 21/09/2017,HMR0282937,5362.52,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,CALICO HOMES,A0091059, 14/09/2017,HMR0282807,15839.01,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Miscellaneous : Other,4707,CALICO HOMES,A0091059, 21/09/2017,HMR0282940,549.24,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Miscellaneous : Other,4707,CALICO HOMES,A0091059, 14/09/2017,HMR0282802,686.55,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Miscellaneous : Other,4707,CALICO HOMES,A0091059, 14/09/2017,HMR0282807,4713.54,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 14/09/2017,PBC0282820,228.79,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 14/09/2017,OPS0282839,251.56,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 14/09/2017,OPS0282838,547.09,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,CB EXCAVATORS LTD,A0000396, 07/09/2017,HED0282609,5476.7,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Received,PD04,CB EXCAVATORS LTD,A0000396, 14/09/2017,HED0282817,665,N,N/A,N,N/A
Pendle Borough Council,Information Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,CHESS ICT BURNLEY LIMITED,A0091033, 14/09/2017,ITS0282905,257.61,N,N/A,N,N/A
