Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018109585,2.24
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018109585,2.3
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018109585,2.41
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018109585,2.43
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018109585,2.43
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018109585,2.43
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018109585,2.43
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018109585,2.47
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018109585,2.48
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018109585,2.48
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018109585,2.48
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018109585,2.48
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018109585,2.49
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018109585,2.53
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018109585,2.53
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018109585,2.53
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018109585,2.57
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018109585,2.57
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,BEVERAGES & AMBIENT FOOD,Surgery,NHS LOGISTICS,1018109585,2.78
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018109585,2.83
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,BAGS SACKS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018109585,3
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Surgery,NHS LOGISTICS,1018109585,3.08
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Clinical Support,NHS LOGISTICS,1018109585,3.08
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,M & S EQUIPELECTEQUIPINST - OTHER,Medicine,NHS LOGISTICS,1018109585,3.08
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018109585,3.1
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018109585,3.1
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018109585,3.21
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018109585,3.26
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018109585,3.29
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018109585,3.33
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Clinical Support,NHS LOGISTICS,1018109585,3.33
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018109585,3.35
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018109585,3.43
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Clinical Support,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018109585,3.55
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018109585,3.57
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018109585,3.72
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018109585,3.72
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018109585,3.72
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018109585,3.72
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Clinical Support,NHS LOGISTICS,1018109585,3.72
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,TISSUES HAND TOWELS & TOILET PAPER,Surgery,NHS LOGISTICS,1018109585,3.72
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018109585,3.73
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018109585,3.73
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,HEALTHCARE - WEAR,Medicine,NHS LOGISTICS,1018109585,3.75
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018109585,3.75
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,HEALTHCARE - WEAR,Clinical Support,NHS LOGISTICS,1018109585,3.75
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018109585,3.77
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,OTHER MEDICAL SUPPLIES,Medical,NHS LOGISTICS,1018109585,3.77
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1018109585,3.77
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018109585,3.77
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018109585,3.77
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018109585,3.77
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018109585,3.77
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018109585,3.77
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018109585,3.77
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018109585,3.77
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018109585,3.83
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018109585,3.84
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018109585,3.84
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,BAGS SACKS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018109585,3.86
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,PATIENT APPLIANCES,Surgery,NHS LOGISTICS,1018109585,3.9
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018109585,3.91
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018109585,3.91
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018109585,3.91
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018109585,3.91
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,MEDSURGCONS - OTHER,Clinical Support,NHS LOGISTICS,1018109585,3.91
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018109585,3.91
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018109585,3.91
Department of Health,Salisbury NHS Foundation Trust,13-Sep-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018109585,3.91
