Organisation name,Organisation Code,Effective Date,Contract Reference number / ID,Open Contracting ID,Title of the Agreement,Contract type,Directorate / service responsible,Service Category label,Service category URI,Description of goods and services,Procurement classification: Council's procurement category label,Procurement classification: CPV label,Procurement classification: CPV code,Procurement classification: Proclass label,Procurement classification: Proclass code,Contract start date,End date,Review date,Last extension date,Contract value,Fixed cost / estimated cost,Irrecoverable VAT,Supplier name,Supplier registered company number,Supplier registered charity number,Other supplier ID,SME supplier,VCSE supplier,VCSE supplier type,Nominated contact point: name,Nominated contact point: email,Nominated contact point: URL
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AAN42936,,ETD Highways- Annual servicing and maintenance of pumps,,ETD,,,ETD Highways- Annual servicing and maintenance of pumps,Waste - landfill maintenance,,,,,19/03/2014,07/05/2016,,07/05/2016,50000,Estimated,,ANGLIAN PUMPING SERVICES LTD,,,1107801,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AAN43036,,Property acquisition,,ETD,,,Property acquisition,FM - management of land & property,,,,,02/04/2014,31/03/2017,,31/03/2017,30684,Estimated,,BROWN & CO,,,81199,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AAN43249,,Highways - traffic management,,ETD,,,Highways - traffic management,Highways - traffic management,,,,,29/04/2014,31/03/2018,,31/03/2018,85000,Estimated,,COMMUNITY SAFETY (GREAT YARMOUTH) LIMITED,4038349,,67629,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AAN48247,,Intervention Service support NIEAS,,CHILDREN,,,Intervention Service support NIEAS,Schools - professional,,,,,01/09/2015,01/08/2016,,01/09/2016,25000,Estimated,,QUALITY FIRST CONSULTANCY LTD,,,1930773,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AAN48373,,Annual Rent for Lawrence House,,RESOURCES,,,Annual Rent for Lawrence House,Finance - insurance,,,,,26/11/2015,01/03/2020,,31/03/2020,40000,Estimated,,BIDWELLS LLP,OC344553,,189134,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AAN48690,,NIEAS accredited training,,CHILDREN,,,NIEAS accredited training,HR - trainers & tutors,,,,,01/12/2015,01/12/2016,,01/12/2016,5000,Estimated,,LANCASHIRE COUNTY COUNCIL,,,84391,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AAN48710,,Software Licences - Terra Firma,,ETD,,,Software Licences - Terra Firma,ICT - software & SAAS,,,,,10/02/2016,17/02/2017,,17/02/2017,50000,Estimated,,PHOENIX SOFTWARE LIMITED,,,73240,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AAN4872A,,Venue Hire for Adult Education,,COMMUNITY SERVICES,,,Venue Hire for Adult Education,Room hire & associated catering,,,,,04/02/2016,31/03/2020,,31/03/2020,0,Estimated,,UNITED REFORMED CHURCH PRINCES STREET,,,85911,,Y,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ACN40045,,Fire - Private circuits for emergency services,,FIRE,,,Fire - Private circuits for emergency services,"ICT - networks, telephony & radiocomms",,,,,01/04/2012,01/04/2016,,01/04/2016,807945,Estimated,,BT GLOBAL SERVICES LIMITED,1800000,,81223,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ACN40415,,Advertising services,,GENERIC,,,Advertising services,Advertising,,,,,01/03/2011,01/03/2019,,01/03/2019,3000000,Estimated,,HAVAS PEOPLE LIMITED,,,1020859,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ACN40422,,Weather forecast & training services. ESPO 118 terms & conditions apply,,ETD,,,Weather forecast & training services. ESPO 118 terms & conditions apply,Highways - professional services,,,,,01/10/2010,30/09/2018,,30/09/2018,104869,Estimated,,METEOGROUP UK LIMITED,,,126357,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ACN44012D,,Plant hire without operator,,ETD,,,Plant hire without operator,Highways - plant & vehicle hire,,,,,01/08/2014,31/07/2017,,31/07/2018,500000,Estimated,,GROVE PLANT & TOOL HIRE LTD,,,1196766,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ACN44458,,"Purchase of vehicles, CCS RM1070 conditions apply.",,ETD,,,"Purchase of vehicles, CCS RM1070 conditions apply.",Vehicle & plant purchase,,,,,23/09/2014,01/12/2018,,01/12/2018,209054,Estimated,,ORWELL TRUCKS LIMITED,gb/02603387,,72797,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ACN44927,,Plant and Traffic Management hire,,ETD,,,Plant and Traffic Management hire,Highways - plant & vehicle hire,,,,,01/08/2014,31/07/2017,,31/07/2017,500000,Estimated,,ASHTEAD PLANT HIRE CO LIMITED,,,66265,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ACN48497,,Technology hardware - terms of Lot 1 of RM1054 apply,,ETD,,,Technology hardware - terms of Lot 1 of RM1054 apply,ICT - hardware,,,,,10/12/2015,16/11/2016,,16/11/2016,9464,Estimated,,SPECIALIST COMPUTER CENTRES PLC,gb/01428210,,74760,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ACN48691,,Highways materials,,ETD,,,Highways materials,Highways - supplies & equipment,,,,,17/03/2015,31/03/2017,,31/03/2017,513779.33,Estimated,,LONGWATER GRAVEL CO LIMITED,,,71323,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN41583,,Highways tree works & winter edging,,ETD,,,Highways tree works & winter edging,Highways - grass & vegetation cutting & tree works,,,,,01/06/2013,,,,57746,Estimated,,GREAT YARMOUTH BOROUGH COUNCIL,,,79684,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN41798,,Highways Maintenance Works,,ETD,,,Highways Maintenance Works,Highways - works,,,,,01/04/2013,31/03/2018,,31/03/2018,15000000,Estimated,,NORWICH CITY COUNCIL,,,85426,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN41822A,,Payment of recycling credits for material collected by district councils,,ETD,,,Payment of recycling credits for material collected by district councils,Waste - hazardous & clinical,,,,,01/04/2013,,,,150000,Estimated,,BRECKLAND DISTRICT COUNCIL,,,81095,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN41822B,,Payment for disposal of hazardous and clinical waste collected by the District Council,,ETD,,,Payment for disposal of hazardous and clinical waste collected by the District Council,Waste - hazardous & clinical,,,,,01/04/2013,,,,150000,Estimated,,BROADLAND DISTRICT COUNCIL,,,81165,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN41822D,,Payment for disposal of hazardous and clinical waste collected by the Borough Council,,ETD,,,Payment for disposal of hazardous and clinical waste collected by the Borough Council,Waste - hazardous & clinical,,,,,01/04/2013,,,,150000,Estimated,,KING'S LYNN & WEST NORFOLK BOROUGH COUNCIL,,,84247,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN41822E,,Payment for disposal of hazardous and clinical waste collected by district councils,,ETD,,,Payment for disposal of hazardous and clinical waste collected by district councils,Waste - hazardous & clinical,,,,,01/04/2013,,,,150000,Estimated,,NORTH NORFOLK DISTRICT COUNCIL,,,85340,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN41822F,,Payment for disposal of hazardous and clinical waste collected by district councils,,ETD,,,Payment for disposal of hazardous and clinical waste collected by district councils,Waste - hazardous & clinical,,,,,01/04/2013,,,,150000,Estimated,,NORWICH CITY COUNCIL,,,85426,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN41822G,,Payment for disposal of hazardous and clinical waste collected by district councils,,ETD,,,Payment for disposal of hazardous and clinical waste collected by district councils,Waste - hazardous & clinical,,,,,01/04/2013,,,,150000,Estimated,,SOUTH NORFOLK DISTRICT COUNCIL,,,86765,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN42955,,Annual levy,,RESOURCES,,,Annual levy,Consultants & advisers,,,,,01/03/2014,01/04/2018,,01/04/2018,2000000,Estimated,,EASTERN INSHORE FISHERIES & CONSERVATION AUTHORITY,,,556478,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN43784,,Payment of recycling credits,,ETD,,,Payment of recycling credits,Waste - recycling credits,,,,,12/06/2014,31/03/2015,,31/03/2015,513225,Estimated,,GREAT YARMOUTH BOROUGH COUNCIL,,,79684,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ADN44714,,"Delegation of NCC responsibility to dispose of 40000 tonnes of waste, Sita incinerator",,ETD,,,"Delegation of NCC responsibility to dispose of 40000 tonnes of waste, Sita incinerator",Waste - residual waste disposal,,,,,03/12/2014,31/03/2020,,31/03/2020,8000000,Estimated,,SUFFOLK COUNTY COUNCIL,,,75016,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN35025,,Pension services,,RESOURCES,,,Pension services,Finance - pension fund services,,,,,01/04/2010,31/03/2012,,31/03/2012,10928,Estimated,,NORFOLK PENSION FUND,,,85294,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN36064A,,Facilities services,,GENERIC,,,Facilities services,FM - architects,,,,,01/04/2010,31/03/2025,,31/03/2025,17779162,Estimated,,NPS PROPERTY CONSULTANTS LIMITED,gb/02888194,,72669,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN36065,,Cleaning of buildings,,GENERIC,,,Cleaning of buildings,FM - cleaning services,,,,,01/04/2012,28/02/2013,,28/02/2013,543318,Estimated,,NORSE EASTERN LIMITED,gb/07445476,,506493,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN36084C,,Printing and reprographics service ('Interprint'),,GENERIC,,,Printing and reprographics service ('Interprint'),"Communications - design, print & promotional materials",,,,,01/03/2011,28/02/2013,,28/02/2013,2500000,Estimated,,NORSE EASTERN LIMITED,gb/07445476,,506493,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN36148,,Graphic Design,,GENERIC,,,Graphic Design,"Communications - design, print & promotional materials",,,,,,,,,0,Estimated,,NPS PROPERTY CONSULTANTS LIMITED,gb/02888194,,72669,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN40164,,Facilities management at County Hall,,GENERIC,,,Facilities management at County Hall,FM - total facilities management,,,,,01/04/2012,,,,5000000,Estimated,,NORSE EASTERN LIMITED,gb/07445476,,506493,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN41248,,Oracle Fundamentals Training,,RESOURCES,,,Oracle Fundamentals Training,HR - training,,,,,01/11/2012,31/03/2017,,31/03/2017,30000,Estimated,,ORACLE CORPORATION UK LIMITED,gb/01782505,,72770,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN41334,,NPS Fees for schools building maintenance programme partnership,,CHILDREN,,,NPS Fees for schools building maintenance programme partnership,FM - management of land & property,,,,,24/02/2014,31/03/2024,,31/03/2024,4800000,Estimated,,NPS PROPERTY CONSULTANTS LIMITED,gb/02888194,,72669,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN41681,,Security for former RAF Coltishall site,,ETD,,,Security for former RAF Coltishall site,FM - security & safety,,,,,01/04/2013,,,,664613,Estimated,,NORSE EASTERN LIMITED,gb/07445476,,506493,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN41796,,Weather Station Maintenance Service,,ETD,,,Weather Station Maintenance Service,"Laboratory, testing & calibration eqpt & services",,,,,18/09/2013,30/09/2019,,30/09/2019,223328,Estimated,,VAISALA LIMITED,gb/01487125,,75934,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN42629,,NPS professional fees for schools capital works projects,,CHILDREN,,,NPS professional fees for schools capital works projects,FM - property professional services,,,,,04/03/2014,31/03/2019,,31/03/2019,9600000,Estimated,,NPS PROPERTY CONSULTANTS LIMITED,gb/02888194,,72669,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN43042,,"Non Domestic waste collection, recycling and disposal services",,GENERIC,,,"Non Domestic waste collection, recycling and disposal services",FM - waste disposal,,,,,02/04/2014,,,,339434,Estimated,,NORSE WASTE SOLUTIONS,,,174953,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN43718,,"Surveying, mapping, excavation, reporting and archiving services",,ETD,,,"Surveying, mapping, excavation, reporting and archiving services",FM - professional services,,,,,10/06/2014,31/03/2018,,31/03/2018,110000,Estimated,,NPS PROPERTY CONSULTANTS LIMITED,gb/02888194,,72669,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN44680,,"Energy efficiency project for schools' boilers, includes fitting remote readers",,CHILDREN,,,"Energy efficiency project for schools' boilers, includes fitting remote readers",FM - building maintenance,,,,,24/11/2014,31/03/2017,,31/03/2017,46677,Estimated,,NPS PROPERTY CONSULTANTS LIMITED,gb/02888194,,72669,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN44769,,Site management of NCC property,,GENERIC,,,Site management of NCC property,FM - management of land & property,,,,,01/04/2012,30/06/2025,,30/06/2025,2000000,Estimated,,NPS PROPERTY CONSULTANTS LIMITED,gb/02888194,,72669,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AEN44770,,Grounds maintenance,,GENERIC,,,Grounds maintenance,"FM - grounds, grounds equipment & tree surgery",,,,,01/03/2012,,,,2000000,Estimated,,NORSE EASTERN LIMITED,gb/07445476,,506493,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN36110A,,Vehicle accident repairs,,RESOURCES,,,Vehicle accident repairs,Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,0,Estimated,,EAST BILNEY COACHWORKS (EAST BILNEY),,,82519,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN36110B,,Vehicle accident repairs,,RESOURCES,,,Vehicle accident repairs,Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,0,Estimated,,EAST BILNEY COACHWORKS (NORWICH NORTH),,,196376,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN36110C,,Vehicle accident repairs,,RESOURCES,,,Vehicle accident repairs,Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,0,Estimated,,EAST BILNEY COACHWORKS (NORWICH-SOUTH),,,195139,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN36110D,,Vehicle accident repairs,,RESOURCES,,,Vehicle accident repairs,Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,196,Estimated,,HAMMONDS ACCIDENT REPAIR CENTRE,,,141389,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN36110E,,Vehicle accident repairs,,RESOURCES,,,Vehicle accident repairs,Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,0,Estimated,,NATIONWIDE CRASH REPAIR CENTRES LIMITED,650582,,95336,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN36111A,,Vehicle accident repairs (vehicles over 3.5 tonnes),,RESOURCES,,,Vehicle accident repairs (vehicles over 3.5 tonnes),Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,1600000,Estimated,,FULL CIRCLE ENTERPRISES LIMITED,gb/04051362,,182391,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN36111B,,Vehicle accident repairs (vehicles over 3.5 tonnes),,RESOURCES,,,Vehicle accident repairs (vehicles over 3.5 tonnes),Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,0,Estimated,,GLADWINS BODY REPAIR CENTRES,,,576468,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN36111C,,Vehicle accident repairs (vehicles over 3.5 tonnes),,RESOURCES,,,Vehicle accident repairs (vehicles over 3.5 tonnes),Vehicle & plant bodywork repairs,,,,,09/05/2014,31/05/2018,,31/05/2018,6977,Estimated,,R H BODYWORKS,,,86050,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN40094D,,Plant hire with operator,,ETD,,,Plant hire with operator,Highways - plant & vehicle hire,,,,,30/06/2010,31/07/2017,,31/07/2018,500000,Estimated,,MATTHEW WILLIAMS DIGGER HIRE LIMITED,gb/06667132,,167732,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN40114,,Hazardous Waste Collection & Disposal Services,,ETD,,,Hazardous Waste Collection & Disposal Services,Waste - recyclate disposal,,,,,01/06/2012,01/07/2016,,31/05/2022,840000,Estimated,,ENVIROCO LIMITED,gb/SC180242,,130850,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN43034,,Specialist Services support including the NDR project - Capital,,ETD,,,Specialist Services support including the NDR project - Capital,Highways - professional services,,,,,01/04/2014,01/06/2016,,01/06/2016,6860000,Estimated,,MOTT MACDONALD LIMITED,gb/01243967,,71980,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN43038,,Specialist Services support including NDR project - Revenue,,ETD,,,Specialist Services support including NDR project - Revenue,Highways - professional services,,,,,01/04/2014,01/06/2016,,01/06/2016,650000,Estimated,,MOTT MACDONALD LIMITED,gb/01243967,,71980,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN44753,,Oracle E-Business Suite Enterprise Proposal Support,,RESOURCES,,,Oracle E-Business Suite Enterprise Proposal Support,ICT - managed services,,,,,01/11/2014,01/11/2017,,01/12/2019,2000000,Estimated,,VELOCITY TECHNOLOGY SOLUTIONS UK LTD,,,1393880,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN45597,,Provisions - fresh - terms of ESPO contract 83 apply,,COMMUNITY SERVICES,,,Provisions - fresh - terms of ESPO contract 83 apply,"FM - food, catering & vending services & supplies",,,,,11/03/2015,31/08/2017,,31/08/2017,1746,Estimated,,BRAKES (BRAKE BROS LTD),,,66763,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN48278,,Biomass fuel pellets,,COMMUNITY SERVICES,,,Biomass fuel pellets,Vehicle & plant fuel,,,,,19/10/2015,30/11/2017,,30/11/2017,50000,Estimated,,FOREST FUELS LIMITED,,,1949852,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN48325,,"Bread, pastries & baked goods for Museum cafes",,GENERIC,,,"Bread, pastries & baked goods for Museum cafes","FM - food, catering & vending services & supplies",,,,,01/04/2015,01/04/2019,,01/04/2019,25000,Estimated,,DELICE DE FRANCE PLC,,,403028,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN48405,,Vehicle lease & fleet management - terms of CCS Framework RM3710 apply,,GENERIC,,,Vehicle lease & fleet management - terms of CCS Framework RM3710 apply,Vehicle & plant leasing,,,,,29/09/2015,15/05/2018,,15/05/2018,6859,Estimated,,LOOKERS LEASING LTD,,,1947894,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN48406,,Supply of Vehicles and Plant via the TPPL Framework,,GENERIC,,,Supply of Vehicles and Plant via the TPPL Framework,Vehicle & plant purchase,,,,,11/11/2015,01/04/2017,,01/04/2017,0,Estimated,,BOUGHTON ENGINEERING LTD,,,1965837,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN48407,,ICT Equipment - terms of CCS RM1050 apply,,RESOURCES,,,ICT Equipment - terms of CCS RM1050 apply,ICT - hardware,,,,,23/11/2015,26/04/2017,,26/04/2017,50000,Estimated,,CAE TECHNOLOGY SERVICES LTD,,,181341,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN48498,,"Fuel cards and associated services, terms of RM1027 apply",,GENERIC,,,"Fuel cards and associated services, terms of RM1027 apply",Vehicle & plant fuel,,,,,10/12/2015,30/04/2017,,13/05/2018,3000000,Estimated,,ALLSTAR BUSINESS SOLUTIONS LIMITED,,,712707,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN48678,,Total Building Supplies Solution,,ETD,,,Total Building Supplies Solution,Highways - supplies & equipment,,,,,17/03/2015,31/03/2019,,31/03/2019,52429,Estimated,,WOLSELEY UK LIMITED,636445,,76320,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,AFN48678A,,Total Building Supplies Solution,,ETD,,,Total Building Supplies Solution,Highways - supplies & equipment,,,,,17/03/2015,31/03/2018,,31/03/2019,28168,Estimated,,JEWSON LIMITED,348407,,84049,,,,Procurement Sourcing Team,,
Norfolk County Council,http://opendatacommunities.org/doc/county-council/norfolk,16/03/2016,ALN40013A,,Fire - Installation and repair of fire hydrants,,FIRE,,,Fire - Installation and repair of fire hydrants,Emergency svces - fire hydrants,,,,,01/04/2012,31/03/2020,,31/03/2020,14490,Estimated,,NORTHUMBRIAN WATER LIMITED,2366703,,72585,,,,Procurement Sourcing Team,,
