PUBLICATION,EXTRACT_DATE,ORG_TYPE,ORG_CODE,ONS_CODE,SEX,AGE,NUMBER_OF_PATIENTS
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,55,111453
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,56,107102
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,57,103142
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,58,101072
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,59,99026
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,6,96406
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,60,95502
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,61,91851
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,62,87903
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,63,87813
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,64,86627
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,65,84026
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,66,85321
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,67,86928
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,68,88050
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,69,94080
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,7,95675
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,70,101583
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,71,75881
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,72,73517
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,73,72710
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,74,67329
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,75,61331
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,76,56473
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,77,58025
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,78,56994
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,79,55440
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,8,94560
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,80,51824
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,81,48549
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,82,45053
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,83,41165
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,84,37610
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,85,35897
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,86,32874
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,87,29858
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,88,25318
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,89,21643
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,9,95363
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,90,18804
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,91,16026
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,92,13011
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,93,10654
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,94,8456
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,FEMALE,95+,21962
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,0,83620
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,1,93979
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,10,96256
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,11,94783
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,12,92774
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,13,91517
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,14,88166
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,15,86758
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,16,87597
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,17,89640
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,18,93620
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,19,99272
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,2,94666
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,20,105212
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,21,104153
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,22,107091
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,23,109546
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,24,111017
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,25,115382
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,26,116290
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,27,114909
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,28,113914
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,29,116315
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,3,96140
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,30,113594
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,31,115111
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,32,114575
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,33,111054
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,34,111610
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,35,110790
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,36,110894
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,37,111849
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,38,107090
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,39,98127
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,4,98655
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,40,95637
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,41,99292
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,42,102212
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,43,102810
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,44,108261
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,45,114216
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,46,120031
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,47,116110
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,48,118498
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,49,118091
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,5,100617
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,50,119200
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,51,118790
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,52,120815
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,53,119373
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,54,116867
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,55,115138
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,56,110388
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,57,105881
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,58,103412
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,59,101255
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,6,101448
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,60,96847
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,61,92684
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,62,88040
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,63,88472
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,64,87133
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,65,83243
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,66,83681
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,67,83640
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,68,86034
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,69,89219
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,7,100478
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,70,96707
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,71,71250
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,72,68429
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,73,67735
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,74,61288
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,75,54125
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,76,48835
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,77,49500
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,78,47853
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,79,45722
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,8,99649
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,80,41655
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,81,37988
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,82,34462
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,83,30189
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,84,27087
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,85,24349
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,86,21427
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,87,17891
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,88,14790
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,89,12189
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,9,100184
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,90,9925
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,91,7830
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,92,6046
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,93,4511
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,94,3216
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y54,E40000001,MALE,95+,6843
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,0,86576
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,1,98955
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,10,101816
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,11,99248
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,12,97637
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,13,96693
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,14,93073
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,15,91531
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,16,94126
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,17,95773
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,18,99434
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,19,101470
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,2,98947
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,20,105755
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,21,105629
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,22,109198
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,23,115401
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,24,114556
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,25,115809
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,26,117492
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,27,118805
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,28,118906
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,29,120904
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,3,101853
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,30,120592
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,31,119582
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,32,119722
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,33,116572
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,34,117656
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,35,116910
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,36,117944
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,37,118464
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,38,112980
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,39,104294
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,4,104488
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,40,102758
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,41,105426
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,42,107995
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,43,109859
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,44,114624
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,45,119726
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,46,124817
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,47,121330
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,48,124649
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,49,123955
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,5,107384
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,50,124378
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,51,124656
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,52,124631
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,53,123052
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,54,119666
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,55,117593
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,56,113012
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,57,107779
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,58,105672
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,59,103073
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,6,107505
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,60,99270
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,61,96342
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,62,93349
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,63,94886
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,64,93169
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,65,91283
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,66,91421
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,67,93563
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,68,96334
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,69,101349
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,7,105620
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,70,110372
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,71,84597
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,72,83095
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,73,83692
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,74,76844
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,75,67823
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,76,60310
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,77,61973
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,78,61579
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,79,59272
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,8,105577
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,80,56154
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,81,52600
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,82,48892
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,83,44838
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,84,41974
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,85,40102
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,86,37272
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,87,33585
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,88,29543
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,89,25471
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,9,106001
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,90,21959
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,91,18685
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,92,15551
GP_PRAC_PAT_LIST,01JUL2017,Comm Region,Y55,E40000002,FEMALE,93,12800
