Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,276.3000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,182.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160127,P-Card,N-Development & Growth - Services,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,60.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160127,P-Card,N-Development & Growth - Services,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,289.8200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,123.2300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,585.4100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,8.2100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,123.2200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,F-C & A - Central,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,24.3400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,C-Commercial and Operations,PAYPAL  GOTHICSTAMP,,408-Materials General,16.6100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,C-Commercial and Operations,PAYPAL  SNRIAC,,408-Materials General,5.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,C-Commercial and Operations,PREMIER INN 44536570,,475-Other Services,49.9400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,P-Royal Centre,STARBUCKS,,458-Hospitality,4.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,C-Commercial and Operations,SUPPLIES TEAM LTD,,426-Stationery,138.9600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,C-Commercial and Operations,SURVEYMONKEYCOM/HELP,,401-Operational Equipment,78.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,C-Commercial and Operations,UPT - EMT NOTTINGHAM R,,408-Materials General,7.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,G-C & A - Over 18's,WHITE POST-FARNSFIELD,,519-Adult Services,5.5500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160128,P-Card,G-C & A - Over 18's,WHITE POST-FARNSFIELD,,519-Adult Services,3.4500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,R-Resources,AMAZON EU,,475-Other Services,24.7400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,AMAZON EU,,408-Materials General,4.7100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,AMAZON EU,,408-Materials General,65.9400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,AMAZON EU,,514-Children in Care Paymnts,14.1800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,AMAZON EU,,408-Materials General,75.4300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,AMAZON UK MARKETPLACE,,457-Publicity/Mrktng/Advertg,35.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,AMAZON UK MARKETPLACE,,410-Books,8.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,AMAZON UK MARKETPLACE,,475-Other Services,13.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,AMAZON UK MARKETPLACE,,475-Other Services,81.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,P-Royal Centre,AMAZON UK MARKETPLACE,,401-Operational Equipment,74.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,ARCO LTD,,401-Operational Equipment,64.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,ARGOS LTD,,401-Operational Equipment,9.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,ARGOS LTD,,426-Stationery,24.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,ARGOS LTD,,401-Operational Equipment,18.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,ASDA HOME SHOPPING,,475-Other Services,44.0600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,ASDA SUPERSTORE,,412-Provisions,1.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,ASDA SUPERSTORE,,412-Provisions,1.7800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,ASDA SUPERSTORE 04030,,519-Adult Services,12.4500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,ASDA SUPERSTORE 04030,,519-Adult Services,1.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,BRAKE BROS LTD,,417-Contract Catering,181.2500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,156.5300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,323.2700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,170.1500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,-88.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,88.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,70.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,-11.7800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,103.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,11.7800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,221.7600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,CABLE GUYS LTD,,401-Operational Equipment,180.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,R-Resources,CHILD POVERTY,,451-Subscriptions,71.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,CITY FINANCE DEPAR,,515-Paymts to Foster Parents,40.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,COSTA COFFEE,,987-Short Term Creditors-Control,4.1000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,DI TRADING LTD,,408-Materials General,33.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,DI TRADING LTD,,408-Materials General,6.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,DSA,,121-Training Course Fees,55.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,DSA,,121-Training Course Fees,115.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,S-East Midlands Council,EASTMIDLANDSTRAINS,,330-Staff Travel,183.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,S-East Midlands Council,EASTMIDLANDSTRAINS,,330-Staff Travel,66.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,S-East Midlands Council,EASTMIDLANDSTRAINS,,330-Staff Travel,44.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,EASTMIDLANDSTRAINS,,330-Staff Travel,48.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,P-Royal Centre,FACEBOOK S38B782592,,457-Publicity/Mrktng/Advertg,536.2200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,FIGURE 53,,401-Operational Equipment,145.5400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,FLIPSIDE BREWERY LIMIT,,417-Contract Catering,218.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,FLYBE2674 2674068681298,,408-Materials General,70.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,IKEA,,519-Adult Services,135.0500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,IZ  NOTTINGHAM SUSPEND,,401-Operational Equipment,54.3400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,KFC,,412-Provisions,7.9700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,N-Development & Growth - Services,LAND REGISTRY,,475-Other Services,3.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,LES MILLS FITNESS,,475-Other Services,318.3600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,LIDL UK,,408-Materials General,8.9700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,LIDL UK,,412-Provisions,34.9100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,MALTHURST PETROLEU,,519-Adult Services,20.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,MCDONALDS,,412-Provisions,31.3200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,MYMEMORYLTD,,REDACTED OTHER SPEND,84.7500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,NANDOS NOTTINGHAM SHOW,,519-Adult Services,32.0500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,NOTT CC WOODFIELD,,420-Protective Clothing/Unif,55.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,NOTT CC WOODFIELD,,420-Protective Clothing/Unif,197.8500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,NOTT CC WOODFIELD,,420-Protective Clothing/Unif,-2.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,N-Development & Growth - Services,NOTTINGHAM CITY COUNCI,,525-Transport Operators,10.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,N-Development & Growth - Services,NOTTINGHAM CITY COUNCI,,525-Transport Operators,10.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,NOTTINGHAM ICE CTR,,519-Adult Services,39.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,OFFICE DEPOT,,426-Stationery,6.1700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,N-Development & Growth - Services,OFFICE DEPOT,,425-Printing,424.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,OFFICE DEPOT,,121-Training Course Fees,19.7600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,OWEN TAYLOR & SONS,,417-Contract Catering,104.2600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,P & J HOTEL,,475-Other Services,80.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,P & J HOTEL,,475-Other Services,80.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,PAYPAL  ELWIRECRAFT,,420-Protective Clothing/Unif,10.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,PAYPAL  HOMEBASELIM,,408-Materials General,25.9400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,PAYPAL  INCLUSIVESO,,410-Books,42.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,PAYPAL  JANDSLTD,,401-Operational Equipment,45.2800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,PLUSNET PLC 0845 14002,,436-Telephones,41.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,PLUSNET PLC 0845 14002,,436-Telephones,41.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,PLUSNET PLC 0845 14002,,436-Telephones,32.3900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,POST OFFICE COUNTER,,435-Postal Services,10.7400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,A-Chief Exec,POSTOFFICE SELFSERVICE,,435-Postal Services,11.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,POUNDLAND LTD 1726,,475-Other Services,7.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,POUNDWORLD RETAIL,,401-Operational Equipment,6.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,N-Development & Growth - Services,PUBLIC SECTOR CONNECT,,121-Training Course Fees,60.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,REDACTED PERSONAL DATA,,987-Short Term Creditors-Control,14.2300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,REDACTED PERSONAL DATA,,987-Short Term Creditors-Control,10.2400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,REDACTED PERSONAL DATA,,987-Short Term Creditors-Control,17.5600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,ROYAL BK OF SCOTLAND,,974-Short Term Creditors,250.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,S COLLINS & CO LTD,,404-Cleaning & Domestic Supp,23.2300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,SAINSBURYS 2100,,417-Contract Catering,25.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,SAINSBURYS LOC 4268,,408-Materials General,15.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,SAINSBURYS SACAT 0813,,987-Short Term Creditors-Control,2.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,SHERWIN ARMS,,519-Adult Services,10.7800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,SHERWIN ARMS,,519-Adult Services,21.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,SPACE KRAFT LTD,,519-Adult Services,620.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,SPORTMAX,,408-Materials General,250.9000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,SPORTSDIRECT 195,,475-Other Services,2.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,SUPPLIES TEAM LTD,,426-Stationery,198.7600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,SUTTON AUTO FACTOR,,408-Materials General,14.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,R-Resources,SYM SECURE SITE SSL,,437-IT Equipment,8595.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,TALBOT DESIGNS LIMITED,,408-Materials General,439.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,TESCO DIRECT,,475-Other Services,14.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,TESCO STORE 2960,,412-Provisions,13.1500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,V-Central Items,TESCO STORES (5378),,987-Short Term Creditors-Control,26.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,TESCO STORES 5378,,401-Operational Equipment,15.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,TESCO STORES 5628,,412-Provisions,11.2400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,TESCO STORES 5628,,412-Provisions,7.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,C-Commercial and Operations,TESCO STORES 6430,,417-Contract Catering,4.0500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,TESCO STORES 6439,,412-Provisions,3.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,TESCO STORES 6439,,412-Provisions,30.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,THE MCPS-PRS ALLIANCE,,475-Other Services,93.9700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,THE MCPS-PRS ALLIANCE,,475-Other Services,56.3600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,THE RANGE,,519-Adult Services,16.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,G-C & A - Over 18's,THE RANGE,,519-Adult Services,7.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160129,P-Card,F-C & A - Central,TOOLSTATION LTD,,200-R & M of Buildings,1.7000000000
