Property Address,RATEPAYER,RV,LIABILITY_START
"Garage & Store, R/0 7 Upper Stubbins, Sandy Dyke Lane, Triangle",,1275,26-05-2015
"Suite 5 Gf Unit 8 Unauth Add, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 7BZ",Setbray Properties Ltd,18500,01-07-2015
"Unit 2, Salford Industrial Estate, Salford, Todmorden           OL14 7LF",City Estates North West Ltd,2950,10-06-2015
"213 Rochdale Road, Greetland, Halifax, HX4 8JE",,3050,01-08-2015
"5,7 & 9 Water Street, Todmorden, OL14 5AB",,9000,18-07-2015
"Units 3 4/4A 8 12/13, Bridgefield Mills, Elland Bridge, Elland               HX5 0SG",Project Colt,17750,16-12-2014
"Unit 7 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,710,01-03-2015
"Unit 35, Mill House Works, Mill House Lane, Triangle            HX6 3LN",Units To Let [Northern] Ltd,2375,16-12-2014
"Unit 8, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,1625,01-01-2015
"R/O 63 Bradford Road, Brighouse, HD6 1RS",,4350,08-07-2015
"79 Catherine Street, Elland, HX5 0JB",,2300,30-04-2015
"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE",,5500,01-08-2015
"A T Recovery, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,9000,01-11-2014
"Fairlea Auto Salvage, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,11250,01-11-2014
"Highline Auto, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,5100,01-11-2014
"Suite 6, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",Valley Hall Developments Ltd,830,01-08-2015
"Market Stall 94-95a, Market Hall, Borough Market, Halifax             HX1 1DZ",Calderdale Mbc Markets Manager,7200,01-11-2014
"Ogden Hall, 24 Causeway Foot, Halifax, HX2 8YB",Ogden Otters Ltd,15500,01-07-2014
"8 Bull Green, Halifax, HX1 5AB",,22000,10-06-2015
"King Street, Todmorden, OL14 6LX",,2650,28-03-2015
"The Winterburn, 1 Winterburn Hill, Warley, Halifax              HX2 7SQ",,14500,05-08-2015
"2 Martin House, Martin Street, Brighouse, HD6 1DA",Project 1 Architectural Designs Ltd,1550,11-08-2015
"Off 1-2 Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,15750,20-04-2015
"Off 5, Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Standguide Ltd,5500,20-04-2015
"Off 3, Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Standguide Ltd,4700,20-04-2015
"Off 4, Pt 2ND Flr Bond Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,2550,20-04-2015
"27a Union Street, Halifax, HX1 1PR",,9200,31-07-2015
"Off 3 2ND Flr Grove Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,10000,31-12-2014
"Off 1-2 2ND Flr W Grove Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Simply Paving Ltd,16750,31-12-2014
"Unit 2H Greenhill Ind Est, Mytholmroyd, Hebden Bridge, HX7 5QF",Litemania.Co.Uk Limited,4250,01-06-2014
"Unit 2A Greenhill Ind Est, Mytholmroyd, Hebden Bridge, HX7 5QF",Urban Cottage Industries Ltd,34000,01-06-2014
"17A Wakefield Road, Hipperholme, Halifax, HX3 8AA",Sw Property Management Ltd,5100,15-06-2015
"Stephenson House, Burlees Lane, Wadsworth, Hebden Bridge        HX7 8PR",,2800,01-08-2015
"Shoulder Of Mutton Inn, 1 Carr House Lane, Shelf, Halifax             HX3 7RB",Just Food & Drink Ltd,28000,17-07-2015
"114-116 Gibbet Street, Halifax, HX1 5BZ",,5400,22-07-2015
"Todmorden Moor Wind Farm, Flower Scarr Road, Todmorden, OL14 7JD",Todmorden Moor Wind Farm Ltd,392000,10-09-2014
"Unit 10A The Nurseries, Halifax Road, Brighouse, HD6 2QD",Estay Ltd,9200,01-04-2010
"Unit 6 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Bodyshape Brighouse Ltd,3200,01-04-2010
"Units 4&5 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,3350,01-08-2012
"Unit 10B The Nurseries, Halifax Road, Brighouse, HD6 2QD",Acre Mill Pine,3600,01-04-2010
"Unit 9 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Things To Brew,4550,01-04-2010
"Unit 11 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Frank Harrison Brighouse Limited,5200,01-04-2010
"Cafe At The Nurseries, Halifax Road, Brighouse, HD6 2QD",W T Groome Ltd,9300,01-04-2010
"Unit 1A The Nurseries, Halifax Road, Brighouse, HD6 2QD",T I Controls,860,01-03-2011
"The Nurseries, Halifax Road, Brighouse, HD6 2QD",Brighouse Nurseries Ltd,37500,01-10-2011
"Greyhound Inn, 132 Crowtrees Lane, Brighouse, HD6 3NH",Admiral Taverns Ltd,9000,12-05-2015
"Unit 7 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Cyclemaid,4050,01-04-2014
"Unit 8 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,3200,07-03-2015
"Unit 2 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,2400,01-04-2014
"Former Coal Drops, Station Road, Sowerby Bridge, HX6 3AB",Cb Stone Sales Ltd,6200,15-10-2014
"Level 1 Warehouse, Cromwell House, Elland Road, Brighouse            HD6 2RG",Vertical Transportation Projects Ltd,7200,07-07-2015
"Unit 1 The Nurseries, Halifax Road, Brighouse, HD6 2QD",,2075,01-04-2014
"British Ceramic Tile, George Street, Brighouse, HD6 1PU",Auto Furniture [ Csp ] Ltd,57500,28-03-2015
"759 Burnley Road, Todmorden, OL14 8LF",,1800,24-06-2015
"Unit 9 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",S D H Holdings,1775,01-05-2015
"Salvation, Barum Top, Halifax, HX1 1NL",,113000,13-08-2015
"Stanley Works, Lucy Street, Halifax, HX3 6AL",Blackshaw Holdings Ltd,18000,22-06-2015
"Unit 12 - 14 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Hebden Bridge Community Association,8300,01-06-2015
"Unit 11 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,1475,01-06-2015
"Unit 10 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Ayup Digital Ltd,1875,01-06-2015
"65 Commercial Street, Brighouse, HD6 1AF",Tosca Ltd,13000,01-04-2015
"Union Cross Hotel, 12 Old Market, Halifax, HX1 1TN",,14000,08-10-2014
"Unit 4A, Lrp Business Park, Halifax Road, Hipperholme          HX3 8ER",,9400,01-07-2015
"Unit 1C, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",Calder Brook Estates Ltd,18500,08-06-2015
"Adj Lockwoods Carpets, Halifax Road, Elland, HX5 0SH",,2650,23-06-2015
"The Maltings, Halifax Road, Elland, HX5 0SH",,52000,23-06-2015
"Stump Cross, Halifax, HX3 7AA",,7900,14-07-2015
"Unit G5, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",E.S Maintenance Services Ltd,3400,01-05-2015
"Unit G6a, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",I J M Construction Ltd,3600,01-07-2015
"Unit 13 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",,1375,06-12-2014
"Unit 4 Pellon Retail Park, Pellon Lane, Halifax, HX1 5HQ",Sue Ryder Care,43000,28-02-2015
"Unit 1, Owler Ings Road, Brighouse, HD6 1EJ",Riding Floors Ltd,15500,01-12-2014
"200 Queens Road, Halifax, HX1 4NE",,5400,09-10-2014
"46 Bradford Road, Brighouse, HD6 1RY",Star Cast Productions Ltd,4250,27-06-2015
"Unit 3 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",,620,01-01-2013
"Unit 10, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Maramar Holdings Ltd,3150,13-06-2015
"73 Hopwood Lane, Halifax, HX1 4DG",,2800,10-06-2015
"Croftmyl, West Parade, Halifax, HX1 2EQ",Circuit Electrical Testing Ltd,14750,31-07-2015
"12 Bull Close Lane, Halifax, HX1 2EF",,18250,01-09-2015
"Unit 5 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",Blackshaw Holdings Ltd,8600,24-07-2015
"33A Stainland Road, Greetland, Halifax, HX4 8AD",,6500,05-01-2015
"Unit 2/4a, Bull Fold Garage, Owler Ings Road, Brighouse           HD6 1EJ",,12250,18-08-2015
"71 Catherine Street, Elland, HX5 0JB",,5400,10-11-2014
"Bankfoot House, Bankfoot, Hebden Bridge, HX7 6BS",,2600,05-08-2015
"Unit 10,, Hillas Industrial Estate, Walker Lane, Sowerby Bridge           HX6",,5100,01-05-2015
"Unit 14,, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",,3200,01-04-2015
"10 Woolshops, Halifax, HX1 1RU",Coal Pension Properties Ltd,54000,21-06-2015
"1ST Flr Unit 3 Hough Mills, Bradford Road, Halifax, HX3 7BN",Unique Carpets & Rugs Ltd,4250,01-02-2015
"Gf Unit 1 Hough Mills, Bradford Road, Halifax, HX3 7BN",,6200,01-02-2015
"Gf Unit 2 Hough Mills, Bradford Road, Halifax, HX3 7BN",,9800,01-02-2015
"8 Carlton Place, Halifax, HX1 2SB",,40000,23-05-2014
"163 King Cross Road, Halifax, HX1 3LN",Davidson Tiles Ltd,23750,01-09-2015
"Office Suite D205, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,1650,03-06-2015
"Unit 2 Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",Eltro Direct Uk Ltd,2050,01-04-2015
"Wellington Inn, Southgate, Elland, HX5 0DQ",D & V Bars And Inns Ltd,11000,12-08-2015
"Office Suite D218, Dean Clough Office Park, Halifax, HX3 5AX",Tri-Coastal Design Uk Ltd,3550,12-08-2015
"Northern Timber Merchants, Gooder Lane, Brighouse, HD6 1HF",Oiltech Europe Ltd,110000,10-08-2015
"Unit 2 Turkey Lodge, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",,12250,01-07-2015
"2 Franklin Street, Halifax, HX1 4LH",,3100,01-04-2015
"1ST Floor, 20/26 Commercial Street, Halifax, HX1 1TA",Due West Ltd,14500,26-08-2015
"Jubilee Mill, West Parade, Halifax, HX1 2TA",Alliz Play Gym Ltd,14250,28-08-2015
"Sun Inn, 94 New Hey Road, Brighouse, HD6 3PZ",,7500,07-08-2015
"Unit 2, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,7900,28-08-2015
"Bay 2, Shay Lane Works, Shay Lane, Halifax              HX3 6SF",Shay Lane Warehousing Ltd,23250,29-07-2015
"10 Albion Street, Halifax, HX1 1DU",,20750,25-03-2015
"Units  5 & 6, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 8BZ",Setbray Properties Ltd,16000,01-07-2015
"Units 3 & 4, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 7BZ",James Shepherd Hebden Bridge Ltd,31250,01-07-2015
"12 Square, Halifax, HX1 1RJ",Candelwick Ltd,16250,01-09-2015
"16-18 Union Street, Halifax, HX1 1PR",,14500,01-08-2015
"Pear Tree Inn, Station Road, Norwood Green, Halifax             HX3 8QD",D & V Bars And Inns Ltd,11750,25-08-2015
"19 Clare Road, Halifax, HX1 2HX",,7500,01-09-2015
"12 The Old Arcade, Halifax, HX1 1TJ",Mind (The National Association For Mental Health),19000,01-09-2015
"Unit B, 52 Huddersfield Road, Elland, HX5 9AH",,3700,01-04-2015
"Unit A, 52 Huddersfield Road, Elland, HX5 9AH",Million Hairs Ltd,5900,15-04-2015
"Office 17 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Resourceful In.Uk Ltd,1375,01-08-2015
"Office 22 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,2700,15-06-2015
"Office 24 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,5200,04-08-2015
"Office 26 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Bda Surveying Ltd,2200,18-05-2015
"Office 29 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Elysium Marketing Solutions Ltd,1900,01-08-2015
"Office 41 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,1425,01-08-2015
"Unit Hm 1.02, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",The Profile Bureau Limited,520,01-01-2015
"Unit 8 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",Arcadia Fabrication Limited,1750,29-07-2015
"Office 3.6 & 3.9, 1ST Floor, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Monthly Media Limited,2450,01-02-2014
"Unit 13 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,1475,16-04-2015
"Unit 10 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,1975,01-09-2014
"Unit 1 & 1A, Victoria Road, Halifax, HX1 5PT",,32000,02-04-2014
"Unit 1.08, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,430,19-06-2015
"Unit 2 Park Road Mills, Park Road, Halifax, HX5 9HX",Benjamin Whiteley & Sons Ltd,32250,19-08-2015
"5 Union Cross Yard, Halifax, HX1 1PR",The Beer Emporium Halifax Ltd,8400,04-04-2015
"Unit 9A Woodman Works, South Lane, Elland, HX5 0PA",Ksh (Halifax) Ltd,7700,01-07-2015
"Unit 14C, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",Wattlid Ltd,10250,01-09-2015
"Units 12A & 12B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,2950,01-06-2015
"Riverside Works, Hollins Mill Lane, Sowerby Bridge, HX6 2RF",Lewis Bradley Holdings Ltd,4600,24-02-2015
"Unit 4, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",,1875,01-02-2015
"113 Haley Hill, Halifax, HX3 6EE",,1700,01-07-2015
"Office 34 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Himmat Ltd,5400,11-05-2015
"Off 6 2ND Flr W Grove Mill, The E W Innovtion Ctr, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,1375,01-08-2015
"Office 1, 11 Owler Ings Road, Brighouse, HD6 1EJ",Precedo Health Care Ltd,900,01-08-2015
"Office 3, 11 Owler Ings Road, Brighouse, HD6 1EJ",Precedo Health Care Ltd,2125,01-08-2015
"Office 2, 11 Owler Ings Road, Brighouse, HD6 1EJ",Precedo Health Care Ltd,700,01-08-2015
"Office 22, 11 Owler Ings Road, Brighouse, HD6 1EJ",,2000,01-09-2015
"Office 9, 11 Owler Ings Road, Brighouse, HD6 1EJ",Rackmaster Storage Systems Ltd,2125,01-09-2015
"King Cross Garage, Burnley Road, Halifax, HX2 7JG",,5900,01-08-2015
"Storeroom 20 Market Hall, Brook Street, Todmorden, OL14 5AJ",,190,12-09-2015
"Stall 15 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1250,12-09-2015
"23 Wharf Street, Sowerby Bridge, HX6 2LA",,7900,10-08-2015
"37 Borough Market, Halifax, HX1 1DY",,3550,24-08-2015
"Unit 1, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",,1925,01-05-2013
"Holdsworth Road, Holmfield, Halifax, HX3 6SN",,19500,22-08-2015
"Unit 1C Prince Of Wales Mill, Princess Street, Brighouse, HD6 1LH",Revolution Porsche Specialists Ltd,5700,01-04-2015
"Unit 8, Wellington Business Park, Quebec Street, Elland              HX5 9AS",Faulkner Moulds Ltd,3900,01-07-2015
"Unit 24 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",,1675,01-06-2015
"Unit 37, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",,1350,28-04-2015
"7 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",,1775,12-09-2015
"125 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",Eve And Ellis Ltd,2425,01-07-2015
"Suite 9 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",,870,06-06-2015
"260 Halifax Road, Brighouse, HD6 2QG",,3700,01-06-2015
"62 School Lane, Illingworth, Halifax, HX2 9QW",,4700,03-08-2015
"First Floor, Surefix Motoring Centre, Portland Place, Halifax              HX1 2QN",,5300,06-03-2013
"Suite 7 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",,870,01-04-2015
"15 Rawson Street, Halifax, HX1 1NH",O & C Management Services Ltd,12500,20-07-2015
"Witt House, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH",Pexa Ltd,53000,01-08-2015
"Unit 10, Thrum Hall Business Park, Albert Road, Halifax              HX2 0DB",Walkers Commercial Truck & Van Ltd,8700,03-07-2015
"Unit 2 Woodman Works, South Lane, Elland, HX5 0PA",,2425,05-01-2015
"Adj Chilli Lounge, Huddersfield Road, Halifax, HX3 0NS",,2175,01-04-2014
"Unit 2, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA",John Walton (Machine Tools) Ltd,5900,01-02-2015
"Unit 10c, Calderdale Business Park, Club Lane, Halifax             HX2 8AX",Arjo.Med.Aktiebolag Ltd,960,26-02-2015
"Part Unit 24, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",,1500,05-01-2015
"Unit E First Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",,1300,01-01-2015
"Unit 16B First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,960,01-06-2015
"22 West Park Street, Brighouse, HD6 1DU",,27500,01-08-2015
"Units 1 & 2 Woodvale Mills, Woodvale Road, Brighouse, HD6 4AB",Peak Communications Ltd,58500,01-08-2015
"Unit 3 Springwood Bu'ss Park, Brookwoods Industrial Park, Burrwood Way, Holywell Green       HX4 9BH",Edwards Excavations Ltd,18500,17-08-2015
"168 King Cross Road, Halifax, HX1 3LN",,3000,06-08-2015
"27 Town Hall Street, Sowerby Bridge, HX6 2EA",,5200,24-08-2015
"7/8/9/10 Town Hall Buildings, Elland, HX5 0EU",Indigo (Yorkshire) Limited,20750,13-04-2015
"Unit 11, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",Horizon Auto Spares Ltd,6100,01-09-2015
"Unit 10, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA",Horizon Auto Spares Ltd,5500,01-09-2015
"The Moorings, Canal Wharf, Sowerby Bridge, HX6 2AG",Green King Pub Partners Ltd,60000,21-09-2015
"Unit 5, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,1800,01-04-2015
"Civic Hall, Rochdale Road, Greetland, Halifax             HX4 8AH",J J K Bathrooms Ltd,21250,11-04-2015
"Duke William Inn, Wade House Road, Shelf, Halifax             HX3 7PF",Prosperity Inns Ltd,20000,10-09-2015
"1 The Long Mill, Bowes Yard, Stainland Road, Greetland            HX4 8AD",B W Sipp Trustees Limited,8300,19-09-2015
"56 Oxford Lane, Siddal, Halifax, HX3 9BJ",,1400,31-03-2015
"58 Rochdale Road, Greetland, Halifax, HX4 8AX",,1950,01-03-2015
"Unit 2, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",Hornsey Enterprises Ltd,7700,09-07-2015
"Unit 10, Calderdale Business Park, Club Lane, Ovenden             HX2 8AX",Bizspace Ltd,7700,01-09-2015
"Suite 4 3RD Floor, Fountain Chambers, 22 Fountain Street, Halifax              HX1 1LW",A T C Properties Ltd,4700,18-07-2015
"Unit 16B Calder Workshops, Gibbet Street, Halifax, HX1 4JQ",H N S Global Trade Ltd,1100,18-02-2015
"Unit 1.04/1.05, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,890,10-08-2014
"276 Gibbet Street, Halifax, HX1 4LT",,2600,14-08-2015
"Victoria Road, Halifax, HX1 5PT",,63000,29-08-2015
"Unit 4D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",,9100,07-09-2015
"Office 3 First Floor, Linden Works, Linden Road, Hebden Bridge        HX7 7DP",,1225,01-06-2015
"Unit B3, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",,1725,01-04-2015
"42 Meadow Lane, Wheatley, Halifax, HX3 5JR",,4000,01-04-2015
"37/39 Broad Street, Halifax, HX1 1YA",Thai Halifax Limited,8300,08-05-2015
"Unit 15 Middle Floor, Quality Works, Rochdale Road, Todmorden           OL14 7NA",,2900,01-04-2015
"228/230 Queens Road, Halifax, HX1 4NE",,8600,01-06-2014
"Front Land Old Watson Bakery, Adelaide Street, Halifax, HX1 4LY",,5900,01-05-2015
"Rear Land Old Watson Bakery, Adelaide Street, Halifax, HX1 4LY",,7100,01-05-2015
"Unit Hm 1.04, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",West Yorkshire Gas Solutions Limited,1125,01-01-2015
"Unit Hm 21, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",West Yorkshire Gas Solutions Limited,2050,01-01-2015
"Unit 1 Queens Road Works, Queens Road, Halifax, HX1 3XY",,4250,01-06-2015
"The Last Drop, 22/26 Bull Green, Halifax, HX1 5AB",Enterprise Inns Plc,27000,27-09-2015
"Unit 6 Linden Works, Linden Road, Hebden Bridge, HX7 7DP",,2900,01-07-2015
"Sun Inn, 154 Wakefield Road, Lightcliffe, Halifax             HX3 8TH",Titan Pub Solutions Ltd,58500,21-09-2015
"Wallace Street, Halifax, HX1 3TZ",,15500,01-04-2015
"1ST Floor, 18 Clare Road, Halifax, HX1 2JP",Southdale Executive Pension Scheme,7800,14-08-2015
"Whitehall Hotel, Leeds Road, Hipperholme, Halifax             HX3 8NA",,15000,09-09-2015
"25 Bradford Road, Brighouse, HD6 1RW",,14500,29-08-2015
"Part Grd & 1ST Flr, 7 Victoria Road, Elland, HX5 0AB",,3600,14-10-2014
"Part Grd & Basement Flrs, 7 Victoria Road, Elland, HX5 0AB",,10000,14-10-2014
"Unit 2 Providence Works, Queens Road, Halifax, HX1 3NS",Evolve Brand Management Ltd,13000,01-09-2015
"47/49 Crown Street, Halifax, HX1 1JB",,10000,07-05-2015
"Ash Tree Barn, Wainstalls Road, Wainstalls, Halifax              HX2 7TE",,1200,01-08-2014
"Unit 16 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Hebden Bridge Community Association,1125,04-09-2015
"Elland Lane, Elland, HX5 9DU",,7300,24-09-2015
"872 Burnley Road, Todmorden, OL14 8PJ",,1750,24-09-2015
"18a Bridge Gate, Hebden Bridge, HX7 8EX",,15000,11-09-2015
"Lindores, Burnley Road, Todmorden, OL14 5EX",,5200,01-09-2013
"3,4&5 The Old Pattern Works, Palace House Road, Hebden Bridge, HX7 6JS",,2550,21-02-2014
"Adult Education Centre, Church Lane, Brighouse, HD6 1AT",The Wakefield Diocesan Board Of Education,16750,05-09-2015
"Bradford Road, Brighouse, HD6 4DH",Bramall Properties Ltd,117000,11-09-2015
"Rastrick Fire Station, Clough Lane, Rastrick, Brighouse            HD6 3QH",West Yorkshire Fire & Civil Defence Authority,54000,17-06-2015
"Stonelake Of Halifax, Wakefield Road, Copley, Halifax              HX3 0UA",Stonelake Of Halifax Ltd,38000,17-08-2015
"Unit 10 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,2550,01-06-2015
"Unit 1B Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Craggs Country Business Park Llp,7400,01-05-2015
"Unit 8A Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Vocation Brewery Ltd,11000,01-02-2015
"Unit 8B Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Holmes Tec Ltd,6000,01-04-2015
"Priestwell School House, Broadstone Street, Todmorden, OL14 8AL",,1750,01-04-2015
"Office Suite E140, Dean Clough Mills, Halifax, HX3 5AX",B & C Electrical Ltd,1600,01-08-2015
"Office Suite E136, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,2600,01-08-2015
"Basement Offices, Riverside Mills, Saddleworth Road, Elland               HX5 0RY",Five Talents Ltd,4200,03-08-2015
"Unit 6, Riverside Mills, Saddleworth Road, Elland               HX5 0RY",Seadrift Offshore Ltd,14250,01-08-2015
