ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,31/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,31/08/2017,700.00 ,FEES / COMMISSION,V001163143
ROCHDALE BOROUGH COUNCIL,03/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,03/08/2017,1050.00 ,FEES / COMMISSION,V001155274
ROCHDALE BOROUGH COUNCIL,10/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,10/08/2017,1050.00 ,FEES / COMMISSION,V001158638
ROCHDALE BOROUGH COUNCIL,10/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,10/08/2017,1050.00 ,FEES / COMMISSION,V001158639
ROCHDALE BOROUGH COUNCIL,31/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,31/08/2017,1050.00 ,FEES / COMMISSION,V001163140
ROCHDALE BOROUGH COUNCIL,31/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,31/08/2017,1050.00 ,FEES / COMMISSION,V001163152
ROCHDALE BOROUGH COUNCIL,17/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,17/08/2017,1400.00 ,FEES / COMMISSION,V001158921
ROCHDALE BOROUGH COUNCIL,31/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,31/08/2017,1400.00 ,FEES / COMMISSION,V001163141
ROCHDALE BOROUGH COUNCIL,10/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,10/08/2017,1750.00 ,FEES / COMMISSION,V001158640
ROCHDALE BOROUGH COUNCIL,17/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,17/08/2017,1750.00 ,FEES / COMMISSION,V001158923
ROCHDALE BOROUGH COUNCIL,31/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,31/08/2017,1750.00 ,FEES / COMMISSION,V001163142
ROCHDALE BOROUGH COUNCIL,03/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,03/08/2017,2100.00 ,FEES / COMMISSION,V001155272
ROCHDALE BOROUGH COUNCIL,03/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,03/08/2017,2100.00 ,FEES / COMMISSION,V001155273
ROCHDALE BOROUGH COUNCIL,10/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,10/08/2017,2100.00 ,FEES / COMMISSION,V001158641
ROCHDALE BOROUGH COUNCIL,10/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,10/08/2017,2450.00 ,FEES / COMMISSION,V001158619
ROCHDALE BOROUGH COUNCIL,17/08/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,17/08/2017,2450.00 ,FEES / COMMISSION,V001158924
ROCHDALE BOROUGH COUNCIL,02/08/2017,PHYSICAL DIS & OLDER PEOPLE,ADAPT BUILDING SERVICES LTD,02/08/2017,4713.50 ,MINOR BUILDING WORKS,V001155284
ROCHDALE BOROUGH COUNCIL,02/08/2017,PHYSICAL DIS & OLDER PEOPLE,ADAPT BUILDING SERVICES LTD,02/08/2017,4713.50 ,MINOR BUILDING WORKS,V001155284
ROCHDALE BOROUGH COUNCIL,17/08/2017,PHYSICAL DIS & OLDER PEOPLE,ADASS,17/08/2017,1748.00 ,SUBSCRIPTIONS,V001158062
ROCHDALE BOROUGH COUNCIL,04/08/2017,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,04/08/2017,726.05 ,ACTIVITIES,V001149362
ROCHDALE BOROUGH COUNCIL,23/08/2017,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,23/08/2017,2250.00 ,ADOPTION PAYMENTS,V001161583
ROCHDALE BOROUGH COUNCIL,17/08/2017,ECONOMY DIRECTORATE,ADT FIRE & SECURITY PLC,17/08/2017,1817.44 ,EQUIPMENT - GENERAL,V001155340
ROCHDALE BOROUGH COUNCIL,14/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,AEBI SCHMIDT UK LIMITED,14/08/2017,-557.61 ,VEHICLE MAINTENANCE,V001148797
ROCHDALE BOROUGH COUNCIL,14/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,AEBI SCHMIDT UK LIMITED,14/08/2017,557.61 ,VEHICLE MAINTENANCE,V001148798
ROCHDALE BOROUGH COUNCIL,14/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,AEBI SCHMIDT UK LIMITED,14/08/2017,696.80 ,VEHICLE MAINTENANCE,V001140342
ROCHDALE BOROUGH COUNCIL,10/08/2017,CHILDREN’S SOCIAL CARE,AFTER ADOPTION,10/08/2017,1995.00 ,ACTIVITIES,V001149367
ROCHDALE BOROUGH COUNCIL,22/08/2017,CHILDREN’S SOCIAL CARE,AFTER ADOPTION,22/08/2017,2000.00 ,ACTIVITIES,V001159010
ROCHDALE BOROUGH COUNCIL,08/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,08/08/2017,3946.07 ,AGILISYS CONTRACT,V001148289
ROCHDALE BOROUGH COUNCIL,25/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,25/08/2017,3946.07 ,AGILISYS CONTRACT,V001157399
ROCHDALE BOROUGH COUNCIL,08/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,08/08/2017,97723.80 ,AGILISYS CONTRACT,V001148290
ROCHDALE BOROUGH COUNCIL,25/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,25/08/2017,97723.80 ,AGILISYS CONTRACT,V001157400
ROCHDALE BOROUGH COUNCIL,04/08/2017,LEARNING DIS & MENTAL HEALTH,AKARI CARE,04/08/2017,2121.20 ,NURSING LONG TERM,V001156296
ROCHDALE BOROUGH COUNCIL,18/08/2017,LEARNING DIS & MENTAL HEALTH,AKARI CARE,18/08/2017,2121.20 ,NURSING LONG TERM,V001160742
ROCHDALE BOROUGH COUNCIL,31/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,ALAN HAMER PHOTOGRAPHER,31/08/2017,500.00 ,ACTIVITIES,V001161370
ROCHDALE BOROUGH COUNCIL,16/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,ALIGNED ASSETS LIMITED,16/08/2017,1424.05 ,SOFTWARE,V001157874
ROCHDALE BOROUGH COUNCIL,16/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,ALIGNED ASSETS LIMITED,16/08/2017,2849.05 ,SOFTWARE,V001157874
ROCHDALE BOROUGH COUNCIL,16/08/2017,NEIGHBOURHOODS AND ENVIRONMENT,ALIGNED ASSETS LIMITED,16/08/2017,3324.05 ,SOFTWARE,V001157874
ROCHDALE BOROUGH COUNCIL,03/08/2017,EARLY HELP AND SCHOOLS,ALISTAIR BROMHEAD LTD,03/08/2017,995.00 ,TRAINING-QUALIFICATION,V001142232
ROCHDALE BOROUGH COUNCIL,23/08/2017,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE,23/08/2017,11294.62 ,HOME CARE - ADULT SERVICES,V001161645
ROCHDALE BOROUGH COUNCIL,10/08/2017,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE,10/08/2017,11552.38 ,HOME CARE - ADULT SERVICES,V001158559
ROCHDALE BOROUGH COUNCIL,29/08/2017,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE,29/08/2017,11568.89 ,HOME CARE - ADULT SERVICES,V001163378
ROCHDALE BOROUGH COUNCIL,02/08/2017,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE,02/08/2017,11688.56 ,HOME CARE - ADULT SERVICES,V001155381
ROCHDALE BOROUGH COUNCIL,17/08/2017,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE,17/08/2017,12011.18 ,HOME CARE - ADULT SERVICES,V001161050
ROCHDALE BOROUGH COUNCIL,18/08/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,18/08/2017,991.20 ,NURSING LONG TERM,V001160402
ROCHDALE BOROUGH COUNCIL,18/08/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,18/08/2017,991.20 ,NURSING LONG TERM,V001160403
ROCHDALE BOROUGH COUNCIL,18/08/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,18/08/2017,991.20 ,NURSING LONG TERM,V001160465
ROCHDALE BOROUGH COUNCIL,18/08/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,18/08/2017,991.20 ,NURSING LONG TERM,V001160466
ROCHDALE BOROUGH COUNCIL,18/08/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,18/08/2017,991.20 ,NURSING LONG TERM,V001160490
ROCHDALE BOROUGH COUNCIL,18/08/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,18/08/2017,991.20 ,NURSING LONG TERM,V001160491
ROCHDALE BOROUGH COUNCIL,18/08/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,18/08/2017,2520.00 ,RESIDENTIAL LONG TERM,V001160589
ROCHDALE BOROUGH COUNCIL,18/08/2017,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,18/08/2017,2520.00 ,RESIDENTIAL LONG TERM,V001160590
ROCHDALE BOROUGH COUNCIL,25/08/2017,EARLY HELP AND SCHOOLS,ALTERNATIVE CONSTRUCTION EDUCATION,25/08/2017,2905.50 ,ACTIVITIES,V001163245
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,584.76 ,PERSONAL BUDGETS - MANAGED,V001161938
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,590.14 ,INDIVIDUAL SERVICE FUND,V001161920
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,604.80 ,INDIVIDUAL SERVICE FUND,V001162089
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,630.00 ,INDIVIDUAL SERVICE FUND,V001162140
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,637.92 ,PERSONAL BUDGETS - MANAGED,V001162088
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,823.98 ,PERSONAL BUDGETS - MANAGED,V001162072
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,877.52 ,INDIVIDUAL SERVICE FUND,V001162048
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,918.00 ,INDIVIDUAL SERVICE FUND,V001161921
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,918.00 ,INDIVIDUAL SERVICE FUND,V001161922
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,918.00 ,INDIVIDUAL SERVICE FUND,V001161923
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,1228.76 ,INDIVIDUAL SERVICE FUND,V001162233
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,1309.76 ,INDIVIDUAL SERVICE FUND,V001161948
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,1498.52 ,INDIVIDUAL SERVICE FUND,V001162037
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,1620.00 ,INDIVIDUAL SERVICE FUND,V001162502
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,1633.52 ,INDIVIDUAL SERVICE FUND,V001162039
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,1764.00 ,INDIVIDUAL SERVICE FUND,V001162141
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2524.76 ,INDIVIDUAL SERVICE FUND,V001162314
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2870.14 ,PERSONAL BUDGETS - MANAGED,V001161935
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2913.56 ,INDIVIDUAL SERVICE FUND,V001162553
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2928.24 ,INDIVIDUAL SERVICE FUND,V001162142
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2928.24 ,INDIVIDUAL SERVICE FUND,V001162143
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2928.24 ,INDIVIDUAL SERVICE FUND,V001162144
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2928.24 ,INDIVIDUAL SERVICE FUND,V001162145
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2928.24 ,INDIVIDUAL SERVICE FUND,V001162146
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2928.24 ,INDIVIDUAL SERVICE FUND,V001162147
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2928.24 ,INDIVIDUAL SERVICE FUND,V001162148
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2928.24 ,INDIVIDUAL SERVICE FUND,V001162149
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2930.00 ,INDIVIDUAL SERVICE FUND,V001162575
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,2967.52 ,INDIVIDUAL SERVICE FUND,V001161933
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3073.12 ,INDIVIDUAL SERVICE FUND,V001161969
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3146.00 ,INDIVIDUAL SERVICE FUND,V001162101
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3267.32 ,INDIVIDUAL SERVICE FUND,V001161927
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3267.32 ,INDIVIDUAL SERVICE FUND,V001161928
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3335.00 ,INDIVIDUAL SERVICE FUND,V001162433
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3345.52 ,INDIVIDUAL SERVICE FUND,V001161768
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3550.84 ,INDIVIDUAL SERVICE FUND,V001161929
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3550.84 ,INDIVIDUAL SERVICE FUND,V001161930
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3588.52 ,INDIVIDUAL SERVICE FUND,V001161932
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3602.00 ,INDIVIDUAL SERVICE FUND,V001161941
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3660.88 ,INDIVIDUAL SERVICE FUND,V001161830
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,3713.00 ,INDIVIDUAL SERVICE FUND,V001161954
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4023.52 ,INDIVIDUAL SERVICE FUND,V001161940
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4077.32 ,INDIVIDUAL SERVICE FUND,V001161926
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4092.48 ,INDIVIDUAL SERVICE FUND,V001162150
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4118.00 ,INDIVIDUAL SERVICE FUND,V001161749
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4128.28 ,INDIVIDUAL SERVICE FUND,V001162493
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4199.00 ,INDIVIDUAL SERVICE FUND,V001162425
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4320.52 ,INDIVIDUAL SERVICE FUND,V001161943
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4347.52 ,INDIVIDUAL SERVICE FUND,V001161956
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4347.52 ,INDIVIDUAL SERVICE FUND,V001161957
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4388.00 ,INDIVIDUAL SERVICE FUND,V001161945
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4767.00 ,INDIVIDUAL SERVICE FUND,V001162087
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4901.00 ,INDIVIDUAL SERVICE FUND,V001161955
ROCHDALE BOROUGH COUNCIL,25/08/2017,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,25/08/2017,4914.32 ,INDIVIDUAL SERVICE FUND,V001161931
