Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,13/06/2011,1106-00029,1500,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,13/06/2011,1106-00030,2890,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,15/06/2011,1106-00031,3600,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,15/06/2011,1106-00032,3750,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,15/06/2011,1106-00033,3600,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,15/06/2011,1106-00034,3600,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,15/06/2011,1106-00035,3600,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,16/06/2011,1106-00036,2134,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,17/06/2011,1106-00037,2890,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,17/06/2011,1106-00038,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,17/06/2011,1106-00039,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,17/06/2011,1106-00040,4857.23,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,17/06/2011,1106-00041,2890,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,17/06/2011,1106-00042,2890,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,17/06/2011,1106-00043,4400,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,27/06/2011,1106-00044,15000,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,27/06/2011,1106-00045,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,27/06/2011,1106-00046,2890,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,27/06/2011,1106-00047,1500,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,27/06/2011,1106-00048,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Employees,Agency Staff,8,03/06/2011,1106-00049,583,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Employees,Agency Staff,8,03/06/2011,1106-00050,630,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Employees,Agency Staff,8,09/06/2011,1106-00051,840,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Employees,Agency Staff,8,23/06/2011,1106-00052,1050,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Employees,Agency Staff,8,23/06/2011,1106-00053,785,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Employees,Agency Staff,8,23/06/2011,1106-00054,1050,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Employees,Agency Staff,8,29/06/2011,1106-00055,987,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,03/06/2011,1106-00056,1528.7,R,Access Locksmiths (Leeds) Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Housing Services,Premises,H.R.A. - Special Maintenance,106,30/06/2011,1106-00057,467.5,R,Access Locksmiths (Leeds) Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Housing Services,Premises,H.R.A. - Special Maintenance,106,30/06/2011,1106-00058,467.5,R,Access Locksmiths (Leeds) Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Housing Services,Premises,H.R.A. - Special Maintenance,106,30/06/2011,1106-00059,467.5,R,Access Locksmiths (Leeds) Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Property And Maintenance,Premises,General Maintenance,104,21/06/2011,1106-00060,480,R,Access Maintenance Solutions Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Security Services(Non Infrastructure),262,01/06/2011,1106-00061,1136.52,R,Acclaimed Security Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Security Services(Non Infrastructure),262,01/06/2011,1106-00062,1136.52,R,Acclaimed Security Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Security Services(Non Infrastructure),262,02/06/2011,1106-00063,1097.16,R,Acclaimed Security Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Security Services(Non Infrastructure),262,27/06/2011,1106-00064,2312.4,R,Acclaimed Security Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Insurance,Supplies and Services,Insurance Claims,248,02/06/2011,1106-00065,1000,R,Accountant General Of The Senior Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Insurance,Supplies and Services,Insurance Claims,248,09/06/2011,1106-00066,1100,R,Accountant General Of The Senior Court
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Operational Materials,205,02/06/2011,1106-00067,3361.8,R,Ace Engineers (Morley) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Operational Materials,205,10/06/2011,1106-00068,555.75,R,Ace Engineers (Morley) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Capital,Construction,3,27/06/2011,1106-00069,661,C,Ace Engineers (Morley) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Supplies and Services,Other Hired And Contracted Services,265,09/06/2011,1106-00070,550,R,Ache Community & Young Peoples Centre
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,08/06/2011,1106-00071,1185.08,R,Ackworth House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Early Years Service,Third Party Payments,Services Rendered By Other Organisations,511,03/06/2011,1106-00072,691.8,R,Acre Wood Childrens Nursery
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Insurance,Supplies and Services,Insurance Claims,248,02/06/2011,1106-00073,868.68,R,Acromas Insurance Company Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Other Hired And Contracted Services,265,24/06/2011,1106-00074,1050,R,Acsca
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Insurance,Supplies and Services,Other Hired And Contracted Services,265,02/06/2011,1106-00075,452.4,R,Acumension
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Supplies and Services,Bought In Professional Services,277,23/06/2011,1106-00076,500,R,Ada Inc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Support Services,Legal Disbursements,411,02/06/2011,1106-00077,450,R,Adam Fullwood
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Planning & Sustainable Development,Supplies and Services,Operational Furniture & Equipment,203,24/05/2011,1106-00078,570.38,R,Addis Housewares Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Early Years Service,Third Party Payments,Services Rendered By Voluntary Sector,505,03/06/2011,1106-00079,501.98,R,Adel Pre School
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Premises,Rents,141,08/06/2011,1106-00080,500,R,Adel War Memorial Association
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Operational Furniture And Equipment,203,08/06/2011,1106-00081,1692,R,Admiral Signs Visual Imaging Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Adult Services,Third Party Payments,Payments To Voluntary Organisations,561,09/06/2011,1106-00082,18656.25,R,Ads
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Adult Services,Third Party Payments,Payments To Voluntary Organisations,561,17/06/2011,1106-00083,18656.31,R,Ads
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities General Fund,Supplies and Services,Other Hired And Contracted Services,265,03/06/2011,1106-00084,462.42,R,Adt Fire And Security
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Learn/Dis,Supplies and Services,Operational Furniture And Equipment,203,03/06/2011,1106-00085,1275.84,R,Adt Fire And Security
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Premises,Premises Security Services,162,03/06/2011,1106-00086,1144.22,R,Adt Fire And Security
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Active Accounts,Premises,Premises Security Services,162,10/06/2011,1106-00087,745.21,R,Adt Fire And Security
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East,East - North East,Housing Services,Supplies and Services,Miscellaneous Expenditure,208,20/06/2011,1106-00088,874.07,R,Adt Fire And Security
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities General Fund,Supplies and Services,Other Hired And Contracted Services,265,28/06/2011,1106-00089,1308.52,R,Adt Fire And Security
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Support Services,Legal Disbursements,411,30/06/2011,1106-00090,1260,R,Advanced Child Care Assessments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children - Commissioning And Social Work,Support Services,Legal Disbursements,411,30/06/2011,1106-00091,780,R,Advanced Child Care Assessments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,08/06/2011,1106-00092,17510.52,R,Advitam Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,07/06/2011,1106-00093,456.64,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,09/06/2011,1106-00094,1185.88,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,09/06/2011,1106-00095,1375.8,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,09/06/2011,1106-00096,777.84,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,09/06/2011,1106-00097,946.62,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,09/06/2011,1106-00098,1720.05,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,10/06/2011,1106-00099,941.92,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,14/06/2011,1106-00100,804.48,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,14/06/2011,1106-00101,1005.6,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,14/06/2011,1106-00102,648.95,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,14/06/2011,1106-00103,672.8,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,14/06/2011,1106-00104,2333,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,14/06/2011,1106-00105,38368.98,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,14/06/2011,1106-00106,81751.3,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,14/06/2011,1106-00107,82734.35,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,14/06/2011,1106-00108,55588.48,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,16/06/2011,1106-00109,1133.5,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,16/06/2011,1106-00110,3042.48,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,16/06/2011,1106-00111,1106.16,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,16/06/2011,1106-00112,2229.08,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,16/06/2011,1106-00113,3848.08,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,16/06/2011,1106-00114,3848.08,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,16/06/2011,1106-00115,3848.08,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,16/06/2011,1106-00116,3848.08,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,16/06/2011,1106-00117,26239.11,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,16/06/2011,1106-00118,39453.18,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,16/06/2011,1106-00119,65188.8,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,17/06/2011,1106-00120,655.92,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,22/06/2011,1106-00121,689.62,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,22/06/2011,1106-00122,-689.62,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,24/06/2011,1106-00123,6193.32,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,24/06/2011,1106-00124,6193.32,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,27/06/2011,1106-00125,1544.8,R,Affinity Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,02/06/2011,1106-00126,526.68,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,14/06/2011,1106-00127,3507.84,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,16/06/2011,1106-00128,544.32,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,16/06/2011,1106-00129,2103.85,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,16/06/2011,1106-00130,833,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,16/06/2011,1106-00131,23819.61,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Jcs For People With Learning Disabilitie,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,16/06/2011,1106-00132,12409.02,R,Affinity Trust North Divisional Office
