OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,ZZ29394285801MAY-28MAY,Residential Care,Adults and Health,571 - Residential Care Dementia,,03/05/2017,,,,,"�6,961.04",,"KNOWLES COURT NURSING HOME, Outwood Lane  Horsforth, LEEDS, LS18 4UP",,,b) Micro,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,KO255542881HO29563995,Lift Engineering Works,Environment & Housing,265 - Other Hired And Contracted Services,,26/05/2017,,,,,"�15,355.80",,"KONE PLC, Station Place, CHERTSEY SURREY, KT16 9HW",,,e) Large,Mandy Grace,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,LE6969428666079234 12591,Secondment and Teaching Partnership,City Development,265 - Other Hired And Contracted Services,,11/05/2017,,,,,"�38,864.02",,"LEEDS BECKETT UNIVERSITY, Queen Square House  Woodhouse Lane, LEEDS, LS2 8NU",,,Other/Not known,Phil Cole,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,LE0361428581006,"Bramley Infants, Benton Park, Hovingham Primary School and Bramley Infants",Childrens and Families,N/A,,03/05/2017,,,,,"�607,730.48",,"Leeds LEP Ltd, Twyford, READING, RG10 9JU",,,c) Small,Phil Rigby,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,LU881542866INVLW22,Legal Fees,City Development,411 - Legal Disbursements,,11/05/2017,,,,,"�6,333.16",,"Luke Wilcox, 180 Fleet Street, LONDON, EC4A 2HG",,,Other/Not Known,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,CA2495428666701/00010UD,Home Care,Adults and Health,568 - Home Care,,11/05/2017,,,,,"�129,511.45",,"Mears Homecare Ltd, Colchester Business Park, COLCHESTER, CO4 9QB",,,e) Large,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,MI687642865HO501367,Cavity and WallI Insulation Upgrades,Resources and Housing,N/A,,10/05/2017,,,,,"�7,344.00",,"Miller Pattison Limited, Thorncliffe Park Chapeltown, SHEFFIELD, S35 2PH",,,e) Large,Paul Rounding,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,MI2409428607156,LGT Roofing Scheme,City Development,N/A,,05/05/2017,,,,,"�9,000.00",,"MJCE LTD, Worsley, MANCHESTER, M28 3BN",,,Other/Not known,Chris Coulson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,CO330X42858233390,Bacil Radio,Environment & Housing,203 - Operational Furniture And Equipment,,03/05/2017,,,,,"�27,456.00",,"MRS COMMUNICATIONS LTD, Viaduct Road, GWAELOD-Y-GARTH CARDIFF, CF15 9JN",,,c) Small,Jason Singh,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,NC024842865INVSECS1003048,Penetration Testing,Resources and Housing,N/A,,10/05/2017,,,,,"�35,750.00",,"NCC Group Security Services Limited, Oxford Road, MANCHESTER, M1 7EF",,,e) Large,Steven Bedford,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,NC09974286761567540,NCER Subscription,Resources and Housing,226 - Memberships,,12/05/2017,,,,,"�22,008.96",,"NCER CIC, Raby Mere, WIRRAL, CH63 0ND",,,b) Micro,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,NH0348428677015600712,CCG Innovations Funding,Childrens and Families,265 - Other Hired And Contracted Services,,12/05/2017,,,,,"�94,500.00",,"NHS LEEDS SOUTH AND EAST CCG, Phoenix House Topcliffe Lane, WAKEFIELD, WF3 1WE",,,Other/Not known,Sue Rumbold,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,NO453542859SI/03240379,Weed Control,Environment & Housing,205 - Operational Materials,,04/05/2017,,,,,"�14,168.70",,"NOMIX ENVIROMENTAL, Weyhill Road, ANDOVER, SP10 3NT",,,e) Large,Bob Bradley,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,NO406842867210001707,Foster Care Transport,Childrens and Families,509 - Independent Fostering Agencies,,12/05/2017,,,,,"�13,599.40",,"NORTH YORKSHIRE COUNTY COUNCIL, Northallerton, NORTH YORKSHIRE, DL7 8AL",,,e) Large,Philip Mulhearn,Non-influenceable
