ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,07/06/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,07/06/2017,975.00 ,NEW CONSTRUCTION,V001126666
ROCHDALE BOROUGH COUNCIL,07/06/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,07/06/2017,1925.64 ,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V001126667
ROCHDALE BOROUGH COUNCIL,05/06/2017,CHILDREN’S SOCIAL CARE,CARE TODAY CHILDRENS SERVICES,05/06/2017,12000.00 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001126673
ROCHDALE BOROUGH COUNCIL,02/06/2017,CHILDREN’S SOCIAL CARE,CARITAS CARE LTD,02/06/2017,2142.86 ,FOSTER PARENTS BASIC ALLOWANCE,V001126674
ROCHDALE BOROUGH COUNCIL,08/06/2017,CHILDREN’S SOCIAL CARE,CCS ADOPTION,08/06/2017,3583.00 ,ADOPTION PAYMENTS,V001127873
ROCHDALE BOROUGH COUNCIL,02/06/2017,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,02/06/2017,412408.24 ,PFI SCHEMES RPIX,V001127905
ROCHDALE BOROUGH COUNCIL,02/06/2017,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,02/06/2017,329072.39 ,PFI SCHEMES RPIX,V001127906
ROCHDALE BOROUGH COUNCIL,08/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE,08/06/2017,714.00 ,MOBILE PHONE,V001127986
ROCHDALE BOROUGH COUNCIL,06/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,JRB ENTERPRISE LTD,06/06/2017,776.00 ,EQUIPMENT - GENERAL,V001127997
ROCHDALE BOROUGH COUNCIL,08/06/2017,PROPERTY AND HIGHWAYS,AMARI PLASTICS PLC,08/06/2017,813.45 ,TRANSACTIONS-EXPENDITURE,V001128014
ROCHDALE BOROUGH COUNCIL,14/06/2017,LEARNING DIS & MENTAL HEALTH,OXFORD COMPUTER CONSULTANTS LIMITED,14/06/2017,4900.00 ,IT MAINTENANCE,V001128167
ROCHDALE BOROUGH COUNCIL,14/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,OXFORD COMPUTER CONSULTANTS LIMITED,14/06/2017,3000.00 ,SOFTWARE,V001128168
ROCHDALE BOROUGH COUNCIL,08/06/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,08/06/2017,2184.24 ,LEGAL SERVICES EXTERNAL,V001128214
ROCHDALE BOROUGH COUNCIL,08/06/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,08/06/2017,58992.60 ,LEGAL SERVICES EXTERNAL,V001128235
ROCHDALE BOROUGH COUNCIL,02/06/2017,CHILDREN’S SOCIAL CARE,DEPAUL UK,02/06/2017,25508.57 ,YOUNG PEOPLES RENTS,V001128242
ROCHDALE BOROUGH COUNCIL,02/06/2017,CHILDREN’S SOCIAL CARE,DEPAUL UK,02/06/2017,24685.71 ,YOUNG PEOPLES RENTS,V001128243
ROCHDALE BOROUGH COUNCIL,07/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,DELMATIC LIGHTING MANAGEMENT,07/06/2017,1336.20 ,PROPERTY - WORKS ELEMENT,V001128309
ROCHDALE BOROUGH COUNCIL,14/06/2017,EARLY HELP AND SCHOOLS,TRANSPORT FOR GREATER MANCHESTER,14/06/2017,39073.65 ,STUDENT TRAVEL,V001128373
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE & DIST CITIZENS ADVICE BUREAU,01/06/2017,28333.33 ,CITIZENS ADVICE BUREAU,V001128374
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,SKYLIGHT CIRCUS ARTS,01/06/2017,1702.75 ,ACTIVITIES,V001128375
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,SKYLIGHT CIRCUS ARTS,01/06/2017,1143.17 ,ACTIVITIES,V001128376
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,LINK4LIFE (CHARITY),01/06/2017,4797.50 ,ACTIVITIES,V001128378
ROCHDALE BOROUGH COUNCIL,01/06/2017,PUBLIC HEALTH,LINK4LIFE (CHARITY),01/06/2017,225708.00 ,LINK 4 LIFE CONTRACT,V001128380
ROCHDALE BOROUGH COUNCIL,01/06/2017,PUBLIC HEALTH,PENNINE CARE NHS,01/06/2017,150000.00 ,CONTRACTED SERVICES,V001128381
ROCHDALE BOROUGH COUNCIL,01/06/2017,PUBLIC HEALTH,PENNINE CARE NHS,01/06/2017,89842.00 ,PH PENNINE CARE CONTRACT,V001128382
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE FOODBANK,01/06/2017,750.00 ,SUPPLIES AND SERVICES PROVISION,V001128385
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE BOROUGHWIDE HOUSING,01/06/2017,50651.67 ,CONTRACTS,V001128386
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,LINK4LIFE (CHARITY),01/06/2017,9351.91 ,ACTIVITIES,V001128387
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,RAINBOW TRUST CHILDRENS CHARITY,01/06/2017,1250.00 ,ACTIVITIES,V001128388
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,ENLIGHTENING,01/06/2017,2695.91 ,ACTIVITIES,V001128389
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,BARNARDOS,01/06/2017,10335.17 ,ACTIVITIES,V001128390
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,01/06/2017,3320.83 ,ACTIVITIES,V001128391
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,RAINBOW SCENT,01/06/2017,2250.00 ,ACTIVITIES,V001128392
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,TRUE SERENITY LTD,01/06/2017,752.00 ,ACTIVITIES,V001128393
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,RAINBOW SCENT,01/06/2017,2831.96 ,ACTIVITIES,V001128395
ROCHDALE BOROUGH COUNCIL,01/06/2017,PUBLIC HEALTH,LINK4LIFE (TRADING),01/06/2017,6383.00 ,LINK 4 LIFE CONTRACT,V001128396
ROCHDALE BOROUGH COUNCIL,01/06/2017,PUBLIC HEALTH,VIRGIN CARE SERVICES LIMITED,01/06/2017,262878.00 ,VIRGIN CARE,V001128397
ROCHDALE BOROUGH COUNCIL,08/06/2017,PROPERTY AND HIGHWAYS,POSSABILITIES CIC TRADING,08/06/2017,3300.00 ,MINOR BUILDING WORKS,V001128660
ROCHDALE BOROUGH COUNCIL,08/06/2017,PROPERTY AND HIGHWAYS,POSSABILITIES CIC TRADING,08/06/2017,5000.00 ,MINOR BUILDING WORKS,V001128664
ROCHDALE BOROUGH COUNCIL,08/06/2017,PROPERTY AND HIGHWAYS,POSSABILITIES CIC TRADING,08/06/2017,3000.00 ,MINOR BUILDING WORKS,V001128665
ROCHDALE BOROUGH COUNCIL,08/06/2017,PROPERTY AND HIGHWAYS,POSSABILITIES CIC TRADING,08/06/2017,2000.00 ,MINOR BUILDING WORKS,V001128666
ROCHDALE BOROUGH COUNCIL,08/06/2017,PROPERTY AND HIGHWAYS,POSSABILITIES CIC TRADING,08/06/2017,8079.04 ,MINOR BUILDING WORKS,V001128667
ROCHDALE BOROUGH COUNCIL,20/06/2017,PROPERTY AND HIGHWAYS,CANAL & RIVER TRUST,20/06/2017,14075.23 ,MAINTENANCE,V001129506
ROCHDALE BOROUGH COUNCIL,15/06/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,15/06/2017,15960.07 ,MEALS,V001129586
ROCHDALE BOROUGH COUNCIL,16/06/2017,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,16/06/2017,1908.67 ,MISC CHARGES,V001129587
ROCHDALE BOROUGH COUNCIL,09/06/2017,PROPERTY AND HIGHWAYS,PRIME ROOFING ROCHDALE LIMITED,09/06/2017,1020.00 ,TRANSACTIONS-EXPENDITURE,V001129600
ROCHDALE BOROUGH COUNCIL,09/06/2017,PROPERTY AND HIGHWAYS,PRIME ROOFING ROCHDALE LIMITED,09/06/2017,2900.00 ,TRANSACTIONS-EXPENDITURE,V001129600
ROCHDALE BOROUGH COUNCIL,01/06/2017,ECONOMY DIRECTORATE,ABC INDUSTRIAL DOORS LTD,01/06/2017,695.00 ,ELECTRICAL,V001129601
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,BGS LTD,01/06/2017,1178.45 ,MINOR BUILDING WORKS,V001129608
ROCHDALE BOROUGH COUNCIL,13/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,13/06/2017,7317.53 ,TRANSACTIONS-EXPENDITURE,V001129615
ROCHDALE BOROUGH COUNCIL,13/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/06/2017,2638.72 ,SOFTWARE,V001129617
ROCHDALE BOROUGH COUNCIL,13/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/06/2017,10299.41 ,SOFTWARE,V001129617
ROCHDALE BOROUGH COUNCIL,13/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/06/2017,10719.80 ,SOFTWARE,V001129617
ROCHDALE BOROUGH COUNCIL,13/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/06/2017,2547.79 ,SOFTWARE,V001129618
ROCHDALE BOROUGH COUNCIL,13/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/06/2017,2632.69 ,SOFTWARE,V001129618
ROCHDALE BOROUGH COUNCIL,13/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/06/2017,4270.70 ,SOFTWARE,V001129618
ROCHDALE BOROUGH COUNCIL,13/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/06/2017,5245.17 ,SOFTWARE,V001129618
ROCHDALE BOROUGH COUNCIL,13/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/06/2017,8535.49 ,SOFTWARE,V001129618
ROCHDALE BOROUGH COUNCIL,13/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,LIQUIDLOGIC LTD,13/06/2017,10181.81 ,SOFTWARE,V001129618
ROCHDALE BOROUGH COUNCIL,02/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,XN LEISURE SYSTEMS LTD,02/06/2017,4371.52 ,SOFTWARE,V001129674
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,01/06/2017,780.00 ,ENVIRONMENTAL WORKS LANDSCAPE,V001129699
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,01/06/2017,1496.00 ,ENVIRONMENTAL WORKS LANDSCAPE,V001129700
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,01/06/2017,1058.75 ,ENVIRONMENTAL WORKS LANDSCAPE,V001129701
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,JENKINSON OFFICE SUPPLIES,01/06/2017,1617.76 ,OFFICE EXPENSES,V001129703
ROCHDALE BOROUGH COUNCIL,01/06/2017,EARLY HELP AND SCHOOLS,PSYCHOLOGY PEOPLE,01/06/2017,1425.00 ,BASIC SALARIES,V001129716
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,TERBERG MATEC UK LIMITED,01/06/2017,1907.28 ,VEHICLE MAINTENANCE,V001129725
ROCHDALE BOROUGH COUNCIL,02/06/2017,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,02/06/2017,11197.33 ,OTHER LA`S - SEN PROVISION,V001129789
ROCHDALE BOROUGH COUNCIL,13/06/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,13/06/2017,21334.20 ,OTHER EST - SEN PROVISION,V001129793
ROCHDALE BOROUGH COUNCIL,13/06/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,13/06/2017,4166.70 ,SEN COSTS MET BY SCHOOLS,V001129793
ROCHDALE BOROUGH COUNCIL,13/06/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,13/06/2017,18516.75 ,OTHER EST - SEN PROVISION,V001129794
ROCHDALE BOROUGH COUNCIL,02/06/2017,EARLY HELP AND SCHOOLS,EMMA GORDON TUTORING,02/06/2017,770.00 ,OTHER EST - SEN PROVISION,V001129795
ROCHDALE BOROUGH COUNCIL,14/06/2017,EARLY HELP AND SCHOOLS,ST JOSEPHS CATHOLIC PRIMARY SCHOOL,14/06/2017,1708.33 ,OTHER EST - SEN PROVISION,V001129797
ROCHDALE BOROUGH COUNCIL,14/06/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,14/06/2017,5936.70 ,OTHER EST - SEN PROVISION,V001129798
ROCHDALE BOROUGH COUNCIL,19/06/2017,EARLY HELP AND SCHOOLS,NORTH CHADDERTON SCHOOL,19/06/2017,2758.00 ,OTHER EST - SEN PROVISION,V001129799
ROCHDALE BOROUGH COUNCIL,06/06/2017,CHILDREN’S SOCIAL CARE,BLACKBURN WITH DARWEN BC,06/06/2017,36400.00 ,OTHER LOCAL AUTHORITIES,V001129802
ROCHDALE BOROUGH COUNCIL,01/06/2017,PROPERTY AND HIGHWAYS,ABC INDUSTRIAL DOORS LTD,01/06/2017,790.50 ,TRANSACTIONS-EXPENDITURE,V001129827
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,BLACKBERRY UK LIMITED,01/06/2017,11900.00 ,SOFTWARE,V001129845
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,FISCHER EDUCATION PROJECT LTD,01/06/2017,16670.00 ,SOFTWARE,V001129846
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,01/06/2017,1950.00 ,AGENCY STAFF,V001129847
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,EVERYTHING EVERYWHERE LIMITED,01/06/2017,2585.84 ,TRANSACTIONS-EXPENDITURE,V001129854
ROCHDALE BOROUGH COUNCIL,02/06/2017,EARLY HELP AND SCHOOLS,FAMILY ACTION,02/06/2017,15319.35 ,OTHER LA`S - SEN PROVISION,V001130295
ROCHDALE BOROUGH COUNCIL,02/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,KASHMIR YOUTH PROJECT,02/06/2017,600.00 ,ACTIVITIES,V001130300
ROCHDALE BOROUGH COUNCIL,02/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,TLC GARDEN SERVICES,02/06/2017,975.00 ,ENVIRONMENTAL WORKS LANDSCAPE,V001130346
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE HOUSING INITIATIVE,01/06/2017,1183.92 ,CAPITAL SALARIES,V001130367
ROCHDALE BOROUGH COUNCIL,09/06/2017,ECONOMY DIRECTORATE,J C MILLS & SON LIMITED,09/06/2017,895.50 ,CENTRAL HEATING,V001130395
ROCHDALE BOROUGH COUNCIL,23/06/2017,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,23/06/2017,8066.25 ,CONSULTANT FEES,V001130396
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,01/06/2017,760.00 ,EQUIPMENT - GENERAL,V001130409
ROCHDALE BOROUGH COUNCIL,05/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,05/06/2017,-831.34 ,COMMUNICATION AND COMPUTING - GENERAL,V001130414
ROCHDALE BOROUGH COUNCIL,02/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,02/06/2017,1875.00 ,AGENCY STAFF,V001130428
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LIMITED,09/06/2017,612.06 ,RESIDENTIAL LONG TERM,V001130650
ROCHDALE BOROUGH COUNCIL,01/06/2017,PUBLIC HEALTH,LLOYDS PHARMACY LTD,01/06/2017,750.51 ,PH LCS PAYMENTS,V001130664
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LIMITED,09/06/2017,-566.62 ,RESIDENTIAL LONG TERM,V001131106
ROCHDALE BOROUGH COUNCIL,09/06/2017,ECONOMY DIRECTORATE,GTM ELECTRICAL SERVICES LIMITED,09/06/2017,532.00 ,ELECTRICAL,V001131684
ROCHDALE BOROUGH COUNCIL,09/06/2017,ECONOMY DIRECTORATE,GTM ELECTRICAL SERVICES LIMITED,09/06/2017,552.00 ,ELECTRICAL,V001131687
ROCHDALE BOROUGH COUNCIL,02/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS TRUST,02/06/2017,-1217.34 ,CHILDRENS POST MORTEMS,V001131699
ROCHDALE BOROUGH COUNCIL,02/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,FORENSICS LTD,02/06/2017,2462.50 ,TOXICOLOGY PAYMENTS,V001131729
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,THE COOPERATIVE FUNERALCARE,01/06/2017,693.00 ,UNDERTAKERS COSTS,V001131784
ROCHDALE BOROUGH COUNCIL,01/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,THE COOPERATIVE FUNERALCARE,01/06/2017,1287.00 ,UNDERTAKERS COSTS,V001131785
ROCHDALE BOROUGH COUNCIL,02/06/2017,EARLY HELP AND SCHOOLS,TES  GLOBAL  LIMITED,02/06/2017,1093.75 ,ADVERTISING,V001131788
ROCHDALE BOROUGH COUNCIL,09/06/2017,EARLY HELP AND SCHOOLS,A A ARNOLD LIMITED,09/06/2017,600.00 ,MINOR BUILDING WORKS,V001131789
ROCHDALE BOROUGH COUNCIL,02/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,DENNIS EAGLE LTD,02/06/2017,931.93 ,VEHICLE MAINTENANCE,V001131794
ROCHDALE BOROUGH COUNCIL,12/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,CSB SUPPLIES,12/06/2017,1445.00 ,"CLOTHES, UNIFORM AND LAUNDRY",V001131798
ROCHDALE BOROUGH COUNCIL,12/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,CSB SUPPLIES,12/06/2017,895.90 ,"CLOTHES, UNIFORM AND LAUNDRY",V001131799
ROCHDALE BOROUGH COUNCIL,12/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,CSB SUPPLIES,12/06/2017,1271.60 ,"CLOTHES, UNIFORM AND LAUNDRY",V001131802
ROCHDALE BOROUGH COUNCIL,09/06/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,09/06/2017,5370.00 ,ACTIVITIES,V001131811
ROCHDALE BOROUGH COUNCIL,19/06/2017,PROPERTY AND HIGHWAYS,SWARCO TRAFFIC LTD,19/06/2017,4991.36 ,REPAIRS & ALTS OF BUILDINGS,V001131816
ROCHDALE BOROUGH COUNCIL,09/06/2017,RESOURCES,EBONIUM LIMITED TA BISLEY DIRECT,09/06/2017,1377.36 ,EQUIPMENT - GENERAL,V001131817
ROCHDALE BOROUGH COUNCIL,16/06/2017,PROPERTY AND HIGHWAYS,DDH FABRICATIONS LTD,16/06/2017,704.00 ,TRANSACTIONS-EXPENDITURE,V001131822
ROCHDALE BOROUGH COUNCIL,19/06/2017,PROPERTY AND HIGHWAYS,NORDEN AGRICULTURAL CONTRACTORS,19/06/2017,2100.00 ,MINOR BUILDING WORKS,V001131829
ROCHDALE BOROUGH COUNCIL,09/06/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,09/06/2017,720.00 ,ACTIVITIES,V001131835
ROCHDALE BOROUGH COUNCIL,09/06/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,09/06/2017,825.00 ,ACTIVITIES,V001131844
ROCHDALE BOROUGH COUNCIL,01/06/2017,RESOURCES,P AND MM EMPLOYEE BENEFITS,01/06/2017,741.67 ,TRANSACTIONS-EXPENDITURE,V001131848
ROCHDALE BOROUGH COUNCIL,02/06/2017,NEIGHBOURHOODS AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,02/06/2017,950.50 ,EQUIPMENT - GENERAL,V001131856
