OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,6724,City wide weed control,ENVIRONMENT & HOUSING,111 - Grounds Maintenance Work,,26/11/2014,,,,,"£41,000.00",0,"DOBSON UK LLP, Dobson Uk Llp, Old Hagg Farm  Saxilby Road, Doddington, LINCOLN, LN6 4RY",,Other/Not known,,Mike Kinnaird,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,93970420,Council Tax Off-Site Processing,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,24/11/2014,,,,,"£6,829.57",0,"CAPITA BUSINESS SERVICES LTD, Capita Business Services Ltd, 71 Victoria Street, Westminister, LONDON, SW1H 0XA",,e) Large,,Amanda Mawson,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,SI41201,Electrician Training,CENTRAL & CORPORATE,70 - Best Value Training,,20/11/2014,,,,,"£5,970.00",0,"LEEDS COLLEGE OF BUILDING, Leeds College Of Building, North Street, , LEEDS, LS2 7QT",,e) Large,,Melanie Oakley,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,5202,Estimated bus lane enforcement PCNs,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,28/11/2014,,,,,"£7,687.35",0,"PATROL (PARKING), Patrol (Parking), 2nd Floor Springfield House, Water Lane, WILMSLOW, SK9 5BG",,c) Small,,Andrew Mason,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,WFCN213,Foster Care,CHILDRENS SERVICES,509 - Independent Fostering Agencies,,14/11/2014,,,,,"£6,800.00",0,"WELCOME FOSTER CARE, Welcome Foster Care, 241 Manningham Lane, , BRADFORD, BD8 7ER",,b) Micro,,ANGELA HOWARTH,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,9,Ground Works and Building,ENVIRONMENT & HOUSING,342 - Repair & Maintenance of  Plant,,04/11/2014,,,,,"£9,993.00",0,"SHERWOOD PROPERTY BUILDING SERVICES LTD, Sherwood Property Building Services Ltd, 8 Meadowcourt, Amos Road, SHEFFIELD, S9 1BX",,Other/Not known,,Matthew Birkett,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,274,Heritage Construction Training Course,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,28/11/2014,,,,,"£5,500.00",0,"HERITAGE CRAFT ALLIANCE LTD, Heritage Craft Alliance Ltd, Hca Training Centre, Thorp Perrow Estate, BEDALE, DL8 2PR",,Other/Not known,,Michelle Anderson,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,102632,Hire of fencing barrier - Leeds Park Bonfires 2014,ENVIRONMENT & HOUSING,315 - Hire Of Movable Plant & Machinery,,27/11/2014,,,,,"£16,174.00",0,"EIB GROUP, Eib Group, Unit 3  Brow Mills Ind Estate, Brighouse Road  Hipperholme, HALIFAX, HX3 8EF",,b) Micro,,John Proctor,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,IN-60704-1,ICT Contractors,CENTRAL & CORPORATE, ,,06/11/2014,,,,,"£8,000.00",0,"GCS RECRUITMENT SPECIALISTS LTD, Gcs Recruitment Specialists Ltd, 2 Wesley Gate  70-74 Queens Road, , READING, RG1 4AP",,Other/Not known,,Steve Bedford,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,GEN26582,ICT Contractors,STRATEGIC ACCOUNTS, ,,06/11/2014,,,,,"£8,100.00",0,"TRIAD RESOURCING, Triad Resourcing, 37 Sunningdale House, Caldecotte Business Park, MILTON KEYNES, MK7 8LE",,d) Medium,,Steve Bedford,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,157891,Installation of a curved stair lift,ENVIRONMENT & HOUSING, ,,18/11/2014,,,,,"£5,135.00",0,"DOLPHIN MOBILITY LTD, Dolphin Mobility Ltd, 37 Chertsey Road, , CHOBHAM, GU24 8PD",,b) Micro,,Coral Wealthall,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,GEN853A,Leeds City Region partnership fee,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,28/11/2014,,,,,"£6,000.00",0,"GENECON LTD, Genecon Ltd, Josephs Well, Hanover Walk, LEEDS, LS3 1AB",,b) Micro,,Chris Bolam,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,SIN001010,Leeds Observatory Development,CENTRAL & CORPORATE,526 - Public Health Commissioned Services,,13/11/2014,,,,,"£8,000.00",0,"GEOWISE LIMITED, Geowise Limited, Holyrood Park House, 106 Holyrood Road, EDINBURGH, EH8 8AS",,c) Small,,Lynne Hellewell,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,242124,Legal Fees,CHILDRENS SERVICES,411 - Legal Disbursements,,06/11/2014,,,,,"£5,234.98",0,"DUNCAN MAXWELL STEWART, Duncan Maxwell Stewart, Parklane Plowden, 19 Westgate, LEEDS, LS1 2RD",,Other/Not known,,Kevin Moran,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,JJH/MW1/09.4253,Legal Fees,CENTRAL & CORPORATE,411 - Legal Disbursements,,07/11/2014,,,,,"£9,972.50",0,"FORBES SOLICITORS, Forbes Solicitors, Rutherford House, 4 Wellington Street (St Johns), BLACKBURN, BB1 8DD",,d) Medium,,Kevin Moran,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,592A,Legal Fees,CHILDRENS SERVICES,411 - Legal Disbursements,,21/11/2014,,,,,"£5,005.24",0,"JANE PINDER, Jane Pinder, 10 Peddars Lane, Stanbridge, LEIGHTON BUZZARD, LU7 9JD",,Other/Not known,,Kevin Moran,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,133569,Legal Fees,CITY DEVELOPMENT,411 - Legal Disbursements,,07/11/2014,,,,,"£36,550.00",0,"NATHALIE LIEVEN, Nathalie Lieven, Landmark Chambers, 180 Fleet Street, LONDON, EC4A 2HG",,Other/Not known,,Kevin Moran,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,245959,Legal Fees,CHILDRENS SERVICES,411 - Legal Disbursements,,17/11/2014,,,,,"£8,069.20",0,"PHIL BOOTH, Phil Booth, 19 Westgate, , LEEDS, LS1 2RD",,a) Individual,,Kevin Moran,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,243122,Legal Fees,CHILDRENS SERVICES,411 - Legal Disbursements,,21/11/2014,,,,,"£6,401.47",0,"J SEMPLE, J Semple, 19 Westgate, , LEEDS, LS1 2RD",,a) Individual,,Kevin Moran,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,DW/KLE/MAL22-1/003,Legal Fees - Property buy back,ENVIRONMENT & HOUSING, ,,18/11/2014,,,,,"£88,500.00",0,"LEWIS FRANCIS BLACKBURN BRAY SOLICITORS, Lewis Francis Blackburn Bray Solicitors, 14-16 Paradise Square, , SHEFFIELD, S1 2DE",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,EM/JDT/CLA0003347/1,Legal Fees - Property buy back,ENVIRONMENT & HOUSING, ,,17/11/2014,,,,,"£87,000.00",0,"EMSLEYS SOLICITORS, Emsleys Solicitors, 35b Main Street, Garforth, LEEDS, LS25 1DS",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,277847,Legal Services,INSURANCE,265 - Other Hired And Contracted Services,,28/11/2014,,,,,"£65,357.18",0,"BROWNE JACOBSON, Browne Jacobson, Mowbray House, Castle Meadow Road, NOTTINGHAM, NG2 1BJ",,e) Large,,Matthew Southwell,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,62972,Lift Maintenance and Repair,CENTRAL & CORPORATE,102 - Plant and Machinery,,06/11/2014,,,,,"£9,015.00",0,"CALIBRATION & CONSULTANCY SERVICES, Calibration & Consultancy Services, Unit 1  Hurstwood Court, Meadowcroft Way, LEIGH, WN7 3XZ",,c) Small,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,45278,Lincoln Green Shopping Centre ,ENVIRONMENT & HOUSING, ,,27/11/2014,,,,,"£26,053.84",0,"HBS STEEL DOORS & FABRICATION LTD, Hbs Steel Doors & Fabrication Ltd, Unit 2 Leopold Street,, Lamberhead Ind Estate  Pemberton, WIGAN, WN5 8EG",,Other/Not known,,Anne Benson,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,2014/0842/3406/6,New York Road Strengthening,CITY DEVELOPMENT, ,,14/11/2014,,,,,"£24,260.95",0,"NORTH MIDLAND CONSTRUCTION PLC, North Midland Construction Plc, Nunn Close  County Estate, Huthwaite    Sutton-In-Ashfield, NOTTS, NG17 2HW",,e) Large,,Wynne Floyd / Anne Sweeting,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,COMM. CARE 001230,Nursing Care Dementia,ADULT SOCIAL CARE,574 - Nursing Care Dementia,,19/11/2014,,,,,"£12,928.32",0,"THE GLEN NURSING HOME, The Glen Nursing Home, West Lane, Baildon, BRADFORD, BD17 5DX",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,COMM. CARE 001230,Nursing Home,ADULT SOCIAL CARE,570 - Nursing Home,,19/11/2014,,,,,"£7,255.52",0,"TRU LIMITED, Tru Limited, Margaret House, 342 Haydock Lane  Haydock, ST HELENS MERSEYSIDE, WA11 9UY",,e) Large,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,24873973,Pharmacy Technician Training,ADULT SOCIAL CARE,561 - Payments To Voluntary Organisations,,19/11/2014,,,,,"£30,544.42",0,"LEEDS COMMUNITY HEALTHCARE NHS TRUST, Leeds Community Healthcare Nhs Trust, Ry6 Receivables C639 Shared Bus Services, Phoenix House Topcliffe Lane, WAKEFIELD, WF3 1WE",,Other/Not known,,Michelle Atkinson,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,86201,Printing and Publication,MARKETING,267 - Publication And Promotion,,19/11/2014,,,,,"£10,644.88",0,"PLATINUM PRINT LTD, Platinum Print Ltd, Park House Hookstone Park, , HARROGATE N YORKSHIRE, HG2 7DB",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,04092-5870,Professional fees for 3D image,CITY DEVELOPMENT, ,,17/11/2014,,,,,"£6,587.50",0,"IBI TAYLOR YOUNG LIMITED, Ibi Taylor Young Limited, Chadsworth House, Wilmslow Road, HANDFORTH, SK9 3HP",,Other/Not known,,Chris Bolam,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,SINV1314977,Professional services,CITY DEVELOPMENT,277 - Bought In Professional Services,,17/11/2014,,,,,"£5,000.00",0,"ENGLISH LACROSSE ASSOCIATION, English Lacrosse Association, Wenlock Way Offices, Wenlock Way, West Gortonmanchester, MANCHESTER, M12 5DH",,Other/Not known,,Laura Fitzgerald,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,208441,Professional services,CHILDRENS SERVICES,277 - Bought In Professional Services,,07/11/2014,,,,,"£6,240.00",0,"PERMANENT FUTURES LTD, Permanent Futures Ltd, 4 Feast Field, Horsforth, LEEDS, LS18 4TJ",,c) Small,,Carole Nightingale,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,558,Rebuilding damaged external stone,CITY DEVELOPMENT, ,,28/11/2014,,,,,"£9,600.00",0,"HAMMOND & SON LTD, Hammond & Son Ltd, Bremner House, Bremner Street, OTLEY, LS21 1JD",,b) Micro,,Terence Rhodes,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,96925,Recruitment costs,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,20/11/2014,,,,,"£5,580.90",0,"KEY PEOPLE, Key People, Bibby Factors Yorkshire Ltd 1st Floor, Woodland Hs Woodland Pk Bradford Rd, CHAIN BAR  CLECKHEATON, BD19 6BW",,Other/Not known,,Kathryn Tarrant,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,1,Recruitment costs,CENTRAL & CORP FUNC ADMINIST (NON LCC),265 - Other Hired And Contracted Services,,07/11/2014,,,,,"£60,000.00",0,"R MARSH, R Marsh, 5 Wedgewood Grove, Roundhay, LEEDS, LS8 1EG",,Other/Not known,,Lynn Cooper,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,R009318,Removal costs,ADULT SOCIAL CARE,205 - Operational Materials,,20/11/2014,,,,,"£5,879.81",0,"M J MCCARTHY LTD, M J Mccarthy Ltd, The Storage Centre, Meanwood Road, LEEDS, LS7 2AH",,b) Micro,,Katie Cunningham,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,COMM. CARE 001230,Residential Care Home,ADULT SOCIAL CARE,580 - Residential,,19/11/2014,,,,,"£6,361.84",0,"ANCHOR TRUST, Anchor Trust, Tealbeck House Administrator, Tealbeck Approach    Otley, LEEDS, LS21 1RJ",,e) Large,,Tony Bailey,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,COMM. CARE 001230,Residential Care Home,JCS FOR PEOPLE WITH LEARNING DISABILITIE,580 - Residential,,19/11/2014,,,,,"£6,649.20",0,"ROBINA CARE (THE DENES), Robina Care (The Denes), 25 Circus Mews, Carriage Court, BATH, HA1 2PW",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,COMM. CARE 001230,Residential Care Home,ADULT SOCIAL CARE,580 - Residential,,19/11/2014,,,,,"£6,482.36",0,"MOORVILLE RESIDENTIAL, Moorville Residential, 24 Ryegate Road, , SHEFFIELD, S10 5FA",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,COMM. CARE 001230,Residential Care Home,ADULT SOCIAL CARE,571 - Residential Care Dementia,,19/11/2014,,,,,"£6,758.40",0,"ASHVILLE CARE HOME, Ashville Care Home, Sandmoor Garth, Idle  Bradford, WEST YORKSHIRE, BD10 8PW",,b) Micro,,Tony Bailey,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,C362/493,Road repair and Maintenance,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,20/11/2014,,,,,"£28,890.48",0,"SCIENTIFIC ROADS, Scientific Roads, 2 Nook Green, Tingley, WAKEFIELD, WF3 1ER",,b) Micro,,Bob Bradley,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,1674,Roofing repairs and Maintenance,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,19/11/2014,,,,,"£24,255.00",0,"MARCHER ROOFING LTD, Marcher Roofing Ltd, 54 Brudenell Road, , LEEDS, LS6 1BD",,b) Micro,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,Y.15,Roofing repairs and Maintenance,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,19/11/2014,,,,,"£8,210.25",0,"JENNINGS ROOFING LTD, Jennings Roofing Ltd, Unit 4 Emmanuel Trading Estate, Springwell Road, LEEDS, LS12 1AT",,d) Medium,,Mandy Grace,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,91308817500,Salary  and travel recharges,CENTRAL & CORP FUNC ADMINIST (NON LCC),265 - Other Hired And Contracted Services,,26/11/2014,,,,,"£33,718.56",0,"WAKEFIELD COUNCIL, Wakefield Council, Payments & Control  County Hall, Bond Street, WAKEFIELD, WF1 9AJ",,c) Small,,Lynn Cooper,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,HM/2014/0106/Q703/1,Scanner Survey - Testing,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,26/11/2014,,,,,"£21,315.83",0,"W D M  LIMITED, W D M  Limited, North View, Staplehill, BRISTOL, BS16 4NX",,d) Medium,,Wynne Floyd / Anne Sweeting,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,13/7350   //2014,Security and Alarms,ENVIRONMENT & HOUSING,104 - General Maintenance,,12/11/2014,,,,,"£7,124.10",0,"MAYFAIR SECURITY, Mayfair Security, Adelaide House, Vivars Way  Selby, NORTH YORKSHIRE, YO8 8BE",,d) Medium,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,19560,Service and annual repairs of fitness equipment,CITY DEVELOPMENT,203 - Operational Furniture And Equipment,,06/11/2014,,,,,"£5,116.24",0,"AMAZON LEISURE UK LTD, Amazon Leisure Uk Ltd, The Fitness Centre, Hargham Road, SHROPHAM, NR17 1DS",,Other/Not known,,Caroline Semple,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,JSH/GK/STONEY,Solicitors Fees,ENVIRONMENT & HOUSING, ,,07/11/2014,,,,,"£80,000.00",0,"HAMILTONS SOLICITORS, Hamiltons Solicitors, 20 Park Place, , LEEDS, LS1 2SJ",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,7433,Specialised Mattress,LEEDS COMMUNITY EQUIP STORE POOLED BUDGT,203 - Operational Furniture And Equipment,,21/11/2014,,,,,"£5,030.00",0,"1ST CALL MOBILITY LTD, 1St Call Mobility Ltd, Baros House, Elizabeth Way, HARLOW ESSEX, CM19 5AR",,c) Small,,Gillian Eastwood,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,411116,Specialised Mattress & Cushion,LEEDS COMMUNITY EQUIP STORE POOLED BUDGT,203 - Operational Furniture And Equipment,,26/11/2014,,,,,"£22,157.60",0,"FRONTIER THERAPEUTICS LIMITED, Frontier Therapeutics Limited, Newbridge Road Industrial Estate, Blackwood, SOUTH WALES, NP12 2YN",,c) Small,,Katie Cunningham,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,14593,Specialist Bulbs,ENVIRONMENT & HOUSING,205 - Operational Materials,,27/11/2014,,,,,"£11,945.70",0,"LUBBE & SONS (BULBS) LTD, Lubbe & Sons (Bulbs) Ltd, C/O Duncan & Toplis Enterprise Way, Pinchbeck, SPALDING  LINCS, PE11 3YR",,b) Micro,,Paul Ackroyd,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,552,Supply and application of Bridge Guar,CITY DEVELOPMENT, ,,05/11/2014,,,,,"£8,168.75",0,"CONTAINER TRAK LTD, Container Trak Ltd, Lloyds Tsb Commercial Finance, Po Box 10484, HARLOW, CM20 9GY",,Other/Not known,,Richard Tinker,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,20079482,Technical Professionals Advisor,CENTRAL & CORPORATE,226 - Memberships,,26/11/2014,,,,,"£31,800.00",0,"GARTNER GROUP UK LTD, Gartner Group Uk Ltd, Tamesis   The Glanty, Egham, SURREY, TW20 9AW",,e) Large,,David Maidment,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,INV245,To carry out tree works,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,20/11/2014,,,,,"£7,540.00",0,"CRAIG JOHNSON, Craig Johnson, Grange Lodge, Holtby Lane, HOLTBY, YO19 5XQ",,Other/Not known,,John Stevens,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,8493,To carry out tree works,ENVIRONMENT & HOUSING,256 - Subsistence,,14/11/2014,,,,,"£5,145.00",0,"TREEWORLD LIMITED, Treeworld Limited, Pool Bank Farm, Pool Bank New Road, POOL IN WHARFEDALE, LS21 1EU",,Other/Not known,,John Stevens,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,800057796,University Fees,CHILDRENS SERVICES,565 - Education Fees/Bursary,,24/11/2014,,,,,"£16,500.00",0,"UNIVERSITY OF LEEDS, University Of Leeds, School Of Education, The University Of Leeds, LEEDS, LS2 9JT",,Other/Not known,,ROBERT MURRAY,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,3/S0672967,University Fees,CHILDRENS SERVICES,565 - Education Fees/Bursary,,06/11/2014,,,,,"£11,800.00",0,"THE UNIVERSITY OF SALFORD, The University Of Salford, Finance Department, Farady House  The Crescent, SALFORD, M5 4WT",,Other/Not known,,ROBERT MURRAY,Other
