Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463802,C-Community Services,A & S FABRICATIONS (NOTTM) LTD,NG2 3AH,200-R & M of Buildings,490.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463802,C-Community Services,A & S FABRICATIONS (NOTTM) LTD,NG2 3AH,200-R & M of Buildings,480.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463803,C-Community Services,A E FAULKS LTD,LE14 3AH,463-Other Contractor Paymnts,1419.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463804,G-C & A - Over 18's,ACTION ON HEARING LOSS,WS4 2BY,403-Aids & Adaptations,787.2200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463806,N-Development & Growth - Services,AFRO CARIBBEAN & ASIAN FORUM,NG3 4NB,450-Grants,1000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463807,N-Development & Growth - Services,AFRO CARIBBEAN & ASIAN FORUM,NG3 4NB,450-Grants,1000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463805,N-Development & Growth - Services,AFRO CARIBBEAN & ASIAN FORUM,NG3 4NB,450-Grants,500.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463808,N-Development & Growth - Services,AFRO CARIBBEAN & ASIAN FORUM,NG3 4NB,450-Grants,500.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463809,G-C & A - Over 18's,AGINCARE,DT4 8EQ,520-Community Care,360.8100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463809,G-C & A - Over 18's,AGINCARE,DT4 8EQ,520-Community Care,519.2200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463809,G-C & A - Over 18's,AGINCARE,DT4 8EQ,520-Community Care,94.9100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112913,F-C & A - Central,ALLIED HEALTHCARE (UK) LTD,ST15 0TL,475-Other Services,27.9000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112913,F-C & A - Central,ALLIED HEALTHCARE (UK) LTD,ST15 0TL,475-Other Services,237.1500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112913,F-C & A - Central,ALLIED HEALTHCARE (UK) LTD,ST15 0TL,475-Other Services,223.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112913,F-C & A - Central,ALLIED HEALTHCARE (UK) LTD,ST15 0TL,475-Other Services,1116.1000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112913,F-C & A - Central,ALLIED HEALTHCARE (UK) LTD,ST15 0TL,475-Other Services,383.6800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463812,N-Development & Growth - Services,APPINSTITUTE LTD,NG1 1PY,475-Other Services,207.0800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463813,F-C & A - Central,ARGOS BUSINESS SOLUTIONS LTD,MK9 2NW,401-Operational Equipment,28.0700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463814,G-C & A - Over 18's,ARK HOME HEALTHCARE LTD,SE1 2ES,520-Community Care,23969.4600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463815,G-C & A - Over 18's,ARNOLD DAIRIES,NG6 8NE,412-Provisions,123.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463815,C-Community Services,ARNOLD DAIRIES,NG6 8NE,408-Materials General,15.3500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463815,G-C & A - Over 18's,ARNOLD DAIRIES,NG6 8NE,412-Provisions,110.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463815,G-C & A - Over 18's,ARNOLD DAIRIES,NG6 8NE,412-Provisions,125.4400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463817,N-Development & Growth - Services,ATKINS LTD T/A FAITHFUL & GOULD,B1 1TF,080-Agency Staff,22485.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463817,N-Development & Growth - Services,ATKINS LTD T/A FAITHFUL & GOULD,B1 1TF,080-Agency Staff,8043.7500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463817,N-Development & Growth - Services,ATKINS LTD T/A FAITHFUL & GOULD,B1 1TF,080-Agency Staff,8043.7500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463819,C-Community Services,AVF MARKETING,DL7 8HT,455-Consultants Fees,747.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463820,N-Development & Growth - Services,B & H PLASTICS LTD,NG7 3FR,401-Operational Equipment,624.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,CHAPS,V-Central Items,BARCLAYCARD COMMERCIAL,,987-Short Term Creditors-Control,831.3900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463821,V-Central Items,BARNARDOS,IG6 1QG,976-System Control Account,1.9300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463823,E-C & A  - Schools,BLUECOAT ACADEMIES TRUST,NG8 5GY,499-Transfer to/fm Funds,272000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463825,V-Central Items,BOB SHERWIN LTD,NG11 8AD,475-Other Services,4138.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463826,N-Development & Growth - Services,BODITRAX TECHNOLOGIES LTD,NG1 4HT,450-Grants,4391.4100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463827,P-Royal Centre,BOOTLEG BEATLES,TW9 2JX,464-Show Services,4785.1400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463828,N-Development & Growth - Services,BRIGHT IDEAS NOTTINGHAM LTD,NG3 4NB,450-Grants,1300.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463829,N-Development & Growth - Services,BROOK TAVERNER & CO LTD,BD21 5BU,420-Protective Clothing/Unif,50.5600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463830,F-C & A - Central,BULWELL HALL HEALTHY LIVING CENTRE,NG6 8BL,475-Other Services,90.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463831,F-C & A - Central,BULWELL UNITED REFORM CHURCH,NG6 9GJ,475-Other Services,440.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463832,C-Community Services,C P BERRY GROUNDWORKS LTD,NG15 7LL,401-Operational Equipment,1566.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463832,C-Community Services,C P BERRY GROUNDWORKS LTD,NG15 7LL,463-Other Contractor Paymnts,1898.5700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463832,C-Community Services,C P BERRY GROUNDWORKS LTD,NG15 7LL,463-Other Contractor Paymnts,651.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463832,C-Community Services,C P BERRY GROUNDWORKS LTD,NG15 7LL,463-Other Contractor Paymnts,500.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112915,F-C & A - Central,CARERS TRUST EAST MIDLANDS,NG5 1AP,475-Other Services,96.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112915,F-C & A - Central,CARERS TRUST EAST MIDLANDS,NG5 1AP,475-Other Services,105.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112915,F-C & A - Central,CARERS TRUST EAST MIDLANDS,NG5 1AP,475-Other Services,192.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112915,F-C & A - Central,CARERS TRUST EAST MIDLANDS,NG5 1AP,475-Other Services,240.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112915,F-C & A - Central,CARERS TRUST EAST MIDLANDS,NG5 1AP,475-Other Services,128.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112915,F-C & A - Central,CARERS TRUST EAST MIDLANDS,NG5 1AP,475-Other Services,96.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,112915,F-C & A - Central,CARERS TRUST EAST MIDLANDS,NG5 1AP,475-Other Services,96.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463833,V-Central Items,CFA NOTTINGHAM CITY COUNCIL T/A PAYPOINT PLC,AL7 1EL,475-Other Services,666.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463834,V-Central Items,CHARITIES AID FOUNDATION,ME19 4TA,976-System Control Account,1375.2400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463837,P-Royal Centre,CMP ENTERTAINMENT,L3 4AS,464-Show Services,2422.4400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463839,F-C & A - Central,COUNTRYWIDE GROUNDS MAINTENANCE LTD,SK8 6QL,260-Grounds Maint-Contract,45.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463840,A-Chief Exec,CREATIVE FLAVOURS CATERING LTD,NG7 7JT,450-Grants,98.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,CHAPS,V-Central Items,DEUTSCHE STERLING LIQUIDITY FUND,,981-Short Term Investments,9400000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463844,N-Development & Growth - Services,DGW,NG12 2FS,420-Protective Clothing/Unif,450.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463845,Z-Capital,DOLPHIN MOBILITY EAST MIDLANDS LTD,LN6 3RU,9NB-Bldg Wrk-Contract Pymnts,2160.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463845,Z-Capital,DOLPHIN MOBILITY EAST MIDLANDS LTD,LN6 3RU,9NP-Grants Paid,4300.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463846,R-Resources,DX NETWORK SERVICES LTD,SL0 9JQ,456-Specialists Fees,750.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463847,N-Development & Growth - Services,EDF ENERGY 1 LTD,PL3 5XQ,210-Electricity,220.9300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463848,C-Community Services,EDMUNDSON ELECTRICAL LTD,NG2 4DG,408-Materials General,42.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463848,C-Community Services,EDMUNDSON ELECTRICAL LTD,NG2 4DG,408-Materials General,62.6800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463849,R-Resources,ELIESHA TRAINING LTD,NE4 7YB,121-Training Course Fees,540.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463850,A-Chief Exec,ELIZABETH DAPHNE BARRETT & PARTNERS,NG20 8DG,456-Specialists Fees,70.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,339.3600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,39.7700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,51.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,39.7700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,41.4200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,112.4900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,46.9700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,95.7400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,122.7900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,57.5400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,297.9200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,39.2900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,38.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,49.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,28.7900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,19.7900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,60.4900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,48.6100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,48.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,40.9300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,72.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,71.9400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,329.2800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,192.8200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,28.8500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,65.2500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,39.5500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,19.7900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,65.2500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,23.7500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,18.4900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,58.5300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,50.1900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,80.5900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,21.7500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,62.3500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,48.9700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463851,C-Community Services,ENTERPRISE RENT A CAR UK LTD,NG9 8AB,311-Contract Hire,172.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463852,N-Development & Growth - Services,EON UK PLC,NG1 6HD,210-Electricity,33.7100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463852,V-Central Items,EON UK PLC,NG1 6HD,REDACTED OTHER SPEND,6474.6300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463852,N-Development & Growth - Services,EON UK PLC,NG1 6HD,210-Electricity,11.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150102,463852,N-Development & Growth - Services,EON UK PLC,NG1 6HD,210-Electricity,20.4800000000
