"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Attorney General's Office","Government Legal Department","Commercial Law Group","49","SEO","36250","43000","Operational Manager","2.00","Operational Delivery"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","EO","25150","30000","Legal Officer","4.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","G6","61200","75200","Senior Legal Adviser","5.38","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","G7","48400","61000","Legal Adviser","11.70","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","HEO","29550","35000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT","51","EO","25150","30000","Legal Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT","51","G6","61200","75200","Senior Legal Adviser","6.60","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT","51","G7","48400","61000","Legal Adviser","5.60","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team C - DH","52","EO","25150","30000","Legal Officer","0.92","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team C - DH","52","G6","61200","75200","Senior Legal Adviser","7.80","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team C - DH","52","G7","48400","61000","Legal Adviser","6.61","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team D - HO, DCLG","53","AO","21850","23800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team D - HO, DCLG","53","G6","61200","75200","Senior Legal Adviser","2.80","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team D - HO, DCLG","53","G7","48400","61000","Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team E - DEFRA, DFE","54","AO","21850","23800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team E - DEFRA, DFE","54","G6","61200","75200","Senior Legal Adviser","6.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team E - DEFRA, DFE","54","G7","48400","61000","Legal Adviser","8.27","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team F - MOJ","55","G6","61200","75200","Senior Legal Adviser","10.63","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team F - MOJ","55","G7","48400","61000","Legal Adviser","4.90","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team G - DWP","56","EO","25150","30000","Legal Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team G - DWP","56","G6","61200","75200","Senior Legal Adviser","10.61","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team G - DWP","56","G7","48400","61000","Legal Adviser","18.01","Law"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Business Support","126","AO","21850","23800","Operational Support Officer","14.00","Operational Delivery"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Business Support","126","EO","25150","30000","Operational Officer","15.00","Operational Delivery"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Business Support","126","G6","61200","75200","Operational Team Manager","3.61","Operational Delivery"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Business Support","126","G7","48400","61000","Operational Team Manager","3.00","Operational Delivery"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Business Support","126","HEO","29550","35000","Operational Manager","27.00","Operational Delivery"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Business Support","126","SEO","36250","43000","Operational Manager","2.00","Operational Delivery"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Change","128","EO","25150","30000","PMO Team","1.00","Programme and Project Management (PPM)"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Change","128","G6","61200","75200","Project Manager","3.00","Programme and Project Management (PPM)"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Change","128","G7","48400","61000","Business Case and Benefits","5.97","Programme and Project Management (PPM)"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Change","128","HEO","29550","35000","Business Analyst","13.80","Programme and Project Management (PPM)"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Change","128","HEO","29550","35000","Project Delivery Team","1.00","Programme and Project Management (PPM)"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Change","128","SEO","36250","43000","Business Analyst","4.00","Programme and Project Management (PPM)"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Finance","125","AO","21850","23800","Finance Support Officer","9.00","Finance"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Finance","125","EO","25150","30000","Finance Officer","8.60","Finance"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Finance","125","G6","61200","75200","Finance Team Manager","2.00","Finance"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Finance","125","G7","48400","61000","Finance Team Manager","2.00","Finance"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Finance","125","HEO","29550","35000","Finance Manager","7.00","Finance"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Finance","125","SEO","36250","43000","Finance Manager","7.00","Finance"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Finance & Operations","124","EO","25150","30000","Operational Officer","1.00","Operational Delivery"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Human Resources","129","AO","21850","23800","HR Support Officer","8.00","Human Resources"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Human Resources","129","EO","25150","30000","HR Officer","10.60","Human Resources"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Human Resources","129","G6","61200","75200","HR Team Manager","1.00","Human Resources"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Human Resources","129","G7","48400","61000","HR Business Partner","5.00","Human Resources"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Human Resources","129","HEO","29550","35000","HR Manager","5.00","Human Resources"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - Human Resources","129","SEO","36250","43000","HR Manager","2.00","Human Resources"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - People and Change","127","AO","21850","23800","Communications Support Officer","1.00","Communications"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - People and Change","127","EO","25150","30000","Communications Officer","2.00","Communications"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - People and Change","127","G6","61200","75200","Communications Team Manager","3.20","Communications"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - People and Change","127","G7","48400","61000","Communications Team Manager","1.00","Communications"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - People and Change","127","HEO","29550","35000","Communications Manager","2.81","Communications"
"Attorney General's Office","Government Legal Department","Corporate Resources Group - People and Change","127","SEO","36250","43000","Communications Manager","1.00","Communications"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government","96","AO","21850","23800","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government","96","EO","25150","30000","Legal Officer","0.80","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government","96","G7","48400","61000","Legal Adviser","3.00","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government","96","HEO","29550","35000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - European Programmes and Local Growth","97","G6","61200","75200","Senior Legal Adviser","2.83","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - European Programmes and Local Growth","97","G7","48400","61000","Legal Adviser","4.40","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - European Programmes and Local Growth","97","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - Housing, Building & Land","98","G6","61200","75200","Senior Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - Housing, Building & Land","98","G7","48400","61000","Legal Adviser","5.48","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - Local Government & Fire","99","AO","21850","23800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - Local Government & Fire","99","G6","61200","75200","Senior Legal Adviser","2.83","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - Local Government & Fire","99","G7","48400","61000","Legal Adviser","3.00","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - Local Government & Fire","99","LO","42000","42000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - Planning Casework (including the Planning Inspectorate(PINS))","101","G6","61200","75200","Senior Legal Adviser","3.80","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - Planning Casework (including the Planning Inspectorate(PINS))","101","G7","48400","61000","Legal Adviser","9.39","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - Planning Reform","100","G6","61200","75200","Senior Legal Adviser","3.49","Law"
"Attorney General's Office","Government Legal Department","Department for Communities and Local Government  - Planning Reform","100","G7","48400","61000","Legal Adviser","6.00","Law"
"Attorney General's Office","Government Legal Department","Department for Culture, Media and Sport - Culture, Sports and Gambling Team","44","EO","25150","30000","Legal Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Culture, Media and Sport - Culture, Sports and Gambling Team","44","G6","61200","75200","Senior Legal Adviser","4.20","Law"
"Attorney General's Office","Government Legal Department","Department for Culture, Media and Sport - Culture, Sports and Gambling Team","44","G7","48400","61000","Legal Adviser","2.60","Law"
"Attorney General's Office","Government Legal Department","Department for Culture, Media and Sport - Culture, Sports and Gambling Team","44","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Culture, Media and Sport - Digital Economy and Telecoms","43","G6","61200","75200","Senior Legal Adviser","3.80","Law"
"Attorney General's Office","Government Legal Department","Department for Culture, Media and Sport - Digital Economy and Telecoms","43","G7","48400","61000","Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Department for Culture, Media and Sport - Media and Data Protection Legal Team","45","G6","61200","75200","Senior Legal Adviser","2.80","Law"
"Attorney General's Office","Government Legal Department","Department for Culture, Media and Sport - Media and Data Protection Legal Team","45","G7","48400","61000","Legal Adviser","4.40","Law"
"Attorney General's Office","Government Legal Department","Department for Culture, Media and Sport,  Health and Safety Executive and Department for International Development","42","AO","21850","23800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Academies & Free Schools","64","EO","25150","30000","Legal Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Academies & Free Schools","64","G6","61200","75200","Senior Legal Adviser","3.40","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Academies & Free Schools","64","G7","48400","61000","Legal Adviser","8.01","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Academies & Free Schools","64","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Children's Law","67","G6","61200","75200","Senior Legal Adviser","3.80","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Children's Law","67","G7","48400","61000","Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Schools & Pupils","65","G6","61200","75200","Senior Legal Adviser","3.80","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Schools & Pupils","65","G7","48400","61000","Legal Adviser","2.55","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Teaching & Independent Schools","68","EO","25150","30000","Legal Officer","0.41","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Teaching & Independent Schools","68","G6","61200","75200","Senior Legal Adviser","3.00","Law"
"Attorney General's Office","Government Legal Department","Department for Education - Teaching & Independent Schools","68","G7","48400","61000","Legal Adviser","3.00","Law"
"Attorney General's Office","Government Legal Department","Department for Education, Government Equalities Office & Statutory Instruments Hub","63","EO","25150","30000","Legal Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs","117","EO","25150","30000","Legal Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Agricultural Law (AL)","120","AO","21850","23800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Agricultural Law (AL)","120","G6","61200","75200","Senior Legal Adviser","2.63","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Agricultural Law (AL)","120","G7","48400","61000","Legal Adviser","5.96","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Agricultural Law (AL)","120","LO","42000","42000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Animal Health, Welfare & Food (AHWF)","119","AO","21850","23800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Animal Health, Welfare & Food (AHWF)","119","G6","61200","75200","Senior Legal Adviser","3.50","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Animal Health, Welfare & Food (AHWF)","119","G7","48400","61000","Legal Adviser","2.60","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Biodiversity, Marine and Wildlife (BMW)","118","AO","21850","23800","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Biodiversity, Marine and Wildlife (BMW)","118","G6","61200","75200","Senior Legal Adviser","6.01","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Biodiversity, Marine and Wildlife (BMW)","118","G7","48400","61000","Legal Adviser","2.01","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Countryside and Waste (CW)","122","G6","61200","75200","Senior Legal Adviser","4.00","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Countryside and Waste (CW)","122","G7","48400","61000","Legal Adviser","1.60","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Countryside and Waste (CW)","122","HEO","29550","35000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - International, EU & Knowledge Management (IEK)","123","AO","21850","23800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - International, EU & Knowledge Management (IEK)","123","G6","61200","75200","Senior Legal Adviser","4.80","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - International, EU & Knowledge Management (IEK)","123","G7","48400","61000","Legal Adviser","3.00","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Water Team (WT)","121","G6","61200","75200","Senior Legal Adviser","3.37","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Water Team (WT)","121","G7","48400","61000","Legal Adviser","4.49","Law"
"Attorney General's Office","Government Legal Department","Department for Environment, Food & Rural Affairs   - Water Team (WT)","121","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Exiting the European Union Legal Advisers","35","EO","25150","30000","Legal Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Exiting the European Union Legal Advisers","35","G7","48400","61000","Legal Adviser","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Exiting the European Union Legal Advisers - EU Business","37","AO","21850","23800","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Department for Exiting the European Union Legal Advisers - EU Business","37","EO","25150","30000","Legal Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Department for Exiting the European Union Legal Advisers - EU Business","37","G6","61200","75200","Senior Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Department for Exiting the European Union Legal Advisers - EU Business","37","G7","48400","61000","Legal Adviser","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Exiting the European Union Legal Advisers - Legislation","36","G6","61200","75200","Senior Legal Adviser","8.65","Law"
"Attorney General's Office","Government Legal Department","Department for Exiting the European Union Legal Advisers - Legislation","36","G7","48400","61000","Legal Adviser","3.82","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Aviation & Competition","91","G6","61200","75200","Senior Legal Adviser","6.63","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Aviation & Competition","91","G7","48400","61000","Legal Adviser","3.30","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Business Delivery Services Team","83","AO","21850","23800","Legal Support Officer","3.00","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Business Delivery Services Team","83","EO","25150","30000","Legal Officer","3.00","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Business Delivery Services Team","83","G7","48400","61000","Legal Adviser","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Drivers & Roads Policy  - Motoring Agencies and Accident Investigation","93","G6","61200","75200","Senior Legal Adviser","8.16","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Drivers & Roads Policy  - Motoring Agencies and Accident Investigation","93","G7","48400","61000","Legal Adviser","9.32","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Highways & Freight","90","G6","61200","75200","Senior Legal Adviser","4.00","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Highways & Freight","90","SEO","36250","43000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Marine, Environment & Planning","92","G6","61200","75200","Senior Legal Adviser","5.81","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Marine, Environment & Planning","92","G7","48400","61000","Legal Adviser","3.00","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Marine, Environment & Planning","92","LO","42000","42000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Marine, Environment & Planning","92","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Rail and London","86","G6","61200","75200","Senior Legal Adviser","5.46","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Rail and London","86","G7","48400","61000","Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Rail Commercial Contracts & Procurement","87","G6","61200","75200","Senior Legal Adviser","7.62","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Rail Commercial Contracts & Procurement","87","G7","48400","61000","Legal Adviser","6.20","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Rail Projects","85","G6","61200","75200","Senior Legal Adviser","3.92","Law"
"Attorney General's Office","Government Legal Department","Department for Transport - Rail Projects","85","G7","48400","61000","Legal Adviser","1.70","Law"
"Attorney General's Office","Government Legal Department","Department for Transport (Deputy General Counsel)","83","EO","25150","30000","Legal Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions - EU, Equalities, Social Justice and Employment Benefits","78","G6","61200","75200","Senior Legal Adviser","4.00","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions - EU, Equalities, Social Justice and Employment Benefits","78","G7","48400","61000","Legal Adviser","6.40","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions - Pensions and Child Maintenance","79","G6","61200","75200","Senior Legal Adviser","6.60","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions - Pensions and Child Maintenance","79","G7","48400","61000","Legal Adviser","8.58","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions - Pensions and Child Maintenance","79","LO","42000","42000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions - Universal Credit and Housing Support","82","G6","61200","75200","Senior Legal Adviser","4.11","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions - Universal Credit and Housing Support","82","G7","48400","61000","Legal Adviser","7.34","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions - Working Age Benefits","80","G6","61200","75200","Senior Legal Adviser","6.34","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions - Working Age Benefits","80","G7","48400","61000","Legal Adviser","4.80","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions - Working Age Benefits","80","LO","42000","42000","Legal Manager","0.80","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions- Benefit Procedures and Disability Benefits","81","G6","61200","75200","Senior Legal Adviser","4.38","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions- Benefit Procedures and Disability Benefits","81","G7","48400","61000","Legal Adviser","9.46","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions Legal Services","77","EO","25150","30000","Legal Officer","4.00","Law"
"Attorney General's Office","Government Legal Department","Department for Work and Pensions Legal Services","77","SEO","36250","43000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Department of Health","57","EO","25150","30000","Legal Officer","3.50","Law"
"Attorney General's Office","Government Legal Department","Department of Health","57","HEO","29550","35000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Department of Health  - NHS (Organisation and Secondary Care)","59","G6","61200","75200","Senior Legal Adviser","4.80","Law"
"Attorney General's Office","Government Legal Department","Department of Health  - NHS (Organisation and Secondary Care)","59","G7","48400","61000","Legal Adviser","3.60","Law"
"Attorney General's Office","Government Legal Department","Department of Health  - NHS (Organisation and Secondary Care)","59","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Department of Health  - Primary Care, Public Health and Local Government","61","G6","61200","75200","Senior Legal Adviser","5.92","Law"
"Attorney General's Office","Government Legal Department","Department of Health  - Primary Care, Public Health and Local Government","61","G7","48400","61000","Legal Adviser","4.60","Law"
"Attorney General's Office","Government Legal Department","Department of Health - MHRA, Nutrition and EU","58","G6","61200","75200","Senior Legal Adviser","4.19","Law"
"Attorney General's Office","Government Legal Department","Department of Health - MHRA, Nutrition and EU","58","G7","48400","61000","Legal Adviser","4.80","Law"
"Attorney General's Office","Government Legal Department","Department of Health - NHS Pensions, Professional Regulation and Mental Health Capacity","60","G6","61200","75200","Senior Legal Adviser","3.31","Law"
"Attorney General's Office","Government Legal Department","Department of Health - NHS Pensions, Professional Regulation and Mental Health Capacity","60","G7","48400","61000","Legal Adviser","2.36","Law"
"Attorney General's Office","Government Legal Department","Department of Health - Social Care, Care Quality Commission and Ethics","62","G6","61200","75200","Senior Legal Adviser","4.60","Law"
"Attorney General's Office","Government Legal Department","Department of Health - Social Care, Care Quality Commission and Ethics","62","G7","48400","61000","Legal Adviser","4.40","Law"
"Attorney General's Office","Government Legal Department","Employment Group","110","AO","21850","23800","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Employment Group","110","EO","25150","30000","Legal Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Employment Group","110","G6","61200","75200","Senior Legal Adviser","0.61","Law"
"Attorney General's Office","Government Legal Department","Employment Group","110","HEO","29550","35000","Legal Manager","0.60","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E1 - Employment","112","EO","25150","30000","Legal Officer","4.89","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E1 - Employment","112","G6","61200","75200","Senior Legal Adviser","5.81","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E1 - Employment","112","G7","48400","61000","Legal Adviser","6.90","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E1 - Employment","112","LO","42000","42000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E1 - Employment","112","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E2 - Employment","113","EO","25150","30000","Legal Officer","5.00","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E2 - Employment","113","G6","61200","75200","Senior Legal Adviser","5.43","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E2 - Employment","113","G7","48400","61000","Legal Adviser","12.43","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E2 - Employment","113","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E2 - Employment","113","SEO","36250","43000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E3 - Central Advisory Team - Employment","114","EO","25150","30000","Legal Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E3 - Central Advisory Team - Employment","114","G6","61200","75200","Senior Legal Adviser","8.36","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E3 - Central Advisory Team - Employment","114","G7","48400","61000","Legal Adviser","8.10","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E3 - Central Advisory Team - Employment","114","LT","28000","32000","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E4 - Employment","115","AO","21850","23800","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Employment Group Team E4 - Employment","115","EO","25150","30000","Legal Officer","3.00","Law"
