Property Address,RATEPAYER,RV,LIABILITY_START
"88 Rochdale Road, Ripponden, Sowerby Bridge, HX6 4LF",,1375,20-04-2015
"364 Bradford Road, Brighouse, HD6 4DH",Z A Service Station Ltd,8200,27-04-2015
"Atm At, 364 Bradford Road, Brighouse, HD6 4DH",Clydesdale Bank Plc,3750,27-04-2015
"Units 9-10 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",Sdh Project Services Ltd,8400,01-05-2015
"Units 5-6, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",Wyke Plastics Ltd,10750,01-02-2015
"Gf U1-2, Ff U1-3, 2 Fl U1, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",Blackhall Engineering Ltd,21500,01-02-2015
"Units 4, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",Performance Porsche Ltd,18250,01-02-2015
"260 Halifax Road, Brighouse, HD6 2QG",,3700,01-06-2015
"Ground Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",Jnp Northern Llp,33250,01-01-2015
"Unit 7 Woodman Works, South Lane, Elland, HX5 0PA",C P Holland & Sons Ltd,7800,01-01-2015
"36 Lister Lane, Halifax, HX1 5AX",,8200,31-05-2015
"Unit 4, Hipperholme Business Park, Halifax Road, Halifax              HX3 8ER",Auckland Property Developments Ltd,9700,19-01-2015
"23A Bull Close Lane, Halifax, HX1 2EF",,3750,18-04-2015
"The Engineering Workshop, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE",Andy Thornton Ltd,11250,01-06-2015
"Office Suite D107, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,1325,31-03-2015
"Office Suite D109, Dean Clough Mills, Halifax, HX3 5AX",,1850,31-03-2015
"24 Rochdale Road, Todmorden, OL14 7LD",Central Deli Continental Shop Ltd,5600,10-05-2015
"Unit 5, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",,4750,21-07-2014
"Pt Gd Pt 1ST Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",,6800,01-05-2015
"6 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",,2950,22-06-2015
"Jubilee Childrens Centre, Lightowler Road, Halifax, HX1 5NB",Halifax Opportunities Trust,80500,01-07-2014
"Cross Keys Inn, 649 Rochdale Road, Todmorden, OL14 6SX",Mark Routledge Electrical Services Ltd,6600,10-06-2015
"Victoria Mill, Stainland Road, Greetland, Halifax              HX4 8AD",Andy Thornton Ltd,39250,20-03-2015
"12D Holdsworth Road, Holmfield, Halifax, HX3 6SN",Kino & Co,1725,01-06-2015
"12C/E Holdsworth Road, Holmfield, Halifax, HX3 6SN",Kino & Co,3650,01-06-2015
"Unit 3 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",,4800,20-04-2015
"Unit 4 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",,6800,20-04-2015
"Unit 2 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,5200,20-04-2015
"Unit 1 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,13500,20-04-2015
"Pt Grd 4TH & 5TH Flrs F Mill, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,302500,20-04-2015
"34 Towngate, Heptonstall, Hebden Bridge, HX7 7NB",,3500,14-02-2015
"7 Halifax Road, Todmorden, OL14 5AG",,7700,08-04-2015
"Brookfoot Mills, Elland Road, Brighouse, HD6 2RW",Avocet Hardware (Uk) Limited,342500,24-10-2012
"Unit 3 Holmfield Works, Shay Lane, Halifax, HX3 6RR",R H & Son Construction Ltd,12750,05-06-2015
"Unit 9 White Rose Mill, Holdsworth Road, Halifax, HX3 6SN",Kino & Co,2500,01-12-2014
"15 Water Street, Todmorden, OL14 5AB",,5600,01-03-2015
"Unit 8, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",Westfield Properties,6100,23-06-2015
"Unit 3A, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EL",Marrtree Investments Limited,3150,01-04-2015
"Unit 2D, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",,1575,28-09-2012
"Unit 2A, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",,3500,17-09-2012
"Company House, Spring Hall Lane, Halifax, HX1 4UA",My Foods Ltd,19750,15-05-2014
"Unit 1A, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Maramar Holdings Ltd,5700,13-06-2015
"Unit 1, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",Maramar Holdings Ltd,10500,13-06-2015
"Central Unit 2, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE",B W Sipp Trustees Limited,13750,01-07-2015
"276 Thornhill Road, Brighouse, HD6 3HL",,6000,08-06-2015
"Office 3 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Blackshaw Holdings Ltd,1825,20-06-2015
"Office 4 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Blackshaw Holdings Ltd,2375,20-06-2015
"Unit 4D Armytage Road, Brighouse, HD6 1QF",Alliance Valves & Piping Supplies Manufacturing Ltd,24500,08-06-2015
"Unit 5 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",Machine Tool Technology Group Ltd,12250,01-03-2015
"Unit 2, Naylors Yard, Walnut Street, Halifax             HX1 5JB",,7000,01-04-2015
"Empty Greenbank Storage, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",,3800,24-12-2014
"Queen Victoria Inn, 10/12 Victoria Place, Bradford Road, Northowram           HX3 7HY",Blackshaw Holdings Ltd,9400,30-06-2015
"White Lee Estates Office, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",Industrials Uk Ltd Partnership,2075,06-06-2015
"Suite 4 3RD Floor, Fountain Chambers, 22 Fountain Street, Halifax              HX1 1LW",Woodspeen Training Ltd,4700,22-06-2015
"Rookes Mill Old Shed, Station Road, Norwood Green, Halifax              HX3 8QD",Bower Green Warehousing Ltd.,44000,01-11-2014
"Rookes Mill New Shed, Station Road, Norwood Green, Halifax              HX3 8QD",Bower Green Warehousing Ltd.,108000,01-11-2014
"Brooklyn Buildings, Valley Road, Hebden Bridge, HX7 7BZ",Northlight Art Studios Ltd,18000,06-03-2015
"Upper Barn, Park Fold, Park Lane, Mytholmroyd          HX7 8BL",,2150,18-05-2015
"Unit 1A, Charles Street, Elland, HX5 0NF",,3600,30-10-2014
"Unit 2, 32 Charles Street, Elland, HX5 0NF",,1900,30-10-2014
"Unit 1B, 32 Charles Street, Elland, HX5 0NF",,2450,30-10-2014
"Cherry Tr & Heather Bk Cott, Mawson Place, Barkisland, Halifax              HX4 0BL",,2900,01-04-2010
"Units 1C 1D & 2A, Walsden Industrial Estate, Rochdale Road, Todmorden           OL14 6UD",Kavia Moulded Products Ltd,21750,21-06-2010
"Unit 5, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",,1375,01-07-2015
"Unit 3, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",,3650,01-05-2015
"Unit 6, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",Kloog Properties Ltd,4250,01-06-2015
"Office Suite E209, Dean Clough Mills, Halifax, HX3 5AX",Craven Slater & Associates Ltd,3000,01-05-2015
"Office Suite E207, Dean Clough Mills, Halifax, HX3 5AX",Ground Strategies Ltd,7200,01-05-2015
"Unit 6A Craggs Counrty B/Prk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Cragg Vale Consultancy Ltd,5900,01-04-2015
"Unit 9 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Locality (Uk),950,01-01-2014
"42 Illingworth Road, Illingworth, Halifax, HX2 9EN",,2800,01-07-2015
"90 Parkinson Lane, Halifax, HX1 3QH",,1875,02-12-2011
"Units 2,3 & 9, 32 Huddersfield Road, Brighouse, HD6 1HA",,13250,27-06-2015
"Part Unit 10, Washer Lane Works, Washer Lane, Halifax             HX2 7DX",,1925,01-11-2014
"Croftmyl, Gf Office A3, West Parade, Halifax              HX1 2EQ",East Street Arts,3250,01-06-2015
"The Crown Hotel, 6 Lightcliffe Road, Brighouse, HD6 2DR",,28500,16-06-2015
"32/34 Commercial Street, Brighouse, HD6 1AQ",Sportswift Ltd,24750,18-03-2015
"Pt Gf & 1ST & 2ND Flrs, Bowling Dyke Mill, Dean Clough Industrial Park, Halifax              HX3 5AX",Royal & Sun Alliance,280000,05-09-2014
"Unit G14 Lock View, Lowfields Business Park, Elland, HX5 9HD",Mrc Pension Trust Ltd,60500,24-06-2015
"Dusty Miller Hotel, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5LH",,24250,29-06-2015
"D Y L Motor Group, Queens Road, Halifax, HX1 3XY",Eclipse Property (HX1) Limited,79000,13-05-2015
"Mile Cross Works, Mile Cross Road, Halifax, HX1 4HN",Eclipse Property (HX1) Limited,43750,13-05-2015
"D Y L Motor Group, Queens Road, Halifax, HX1 3XY",Eclipse Property (HX1) Limited,76500,13-05-2015
"Brooke House, 7 Brooke Green, Hipperholme, Halifax             HX3 8ES",Accurating Ltd,2250,02-06-2015
"Unit C7, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",,3250,01-04-2015
"Sherwood Road, Brighouse, HD6 1QG",Ladies Only Travel Ltd,14250,01-06-2015
"10 Market Street, Halifax, HX1 1RN",,32000,01-06-2015
"Unit 11 Bridgefield Mills, Bridgefield Works, Elland Bridge, Elland               HX5 0SG",Compass Bridge Ltd,1850,01-04-2015
"57 Bethel Street, Brighouse, HD6 1JR",,6600,01-05-2015
"Yew Tree Inn, 20 Northowram Green, Northowram, Halifax             HX3 7JE",,13750,24-06-2015
"Unit 2C, Dean Hey Country Bus Park, Cragg Road, Mytholmroyd          HX7 5RU",Thornber Chicks Ltd,10000,15-06-2015
"Unit 2D, Dean Hey Country Bus Park, Cragg Road, Mytholmroyd          HX7 5RU",Thornber Chicks Ltd,16500,15-06-2015
"1ST & 2ND Flrs Unit 1, New Oxford House, Albert Street, Hebden Bridge        HX7 8AH",Welcome Independent Living Ltd,24500,01-04-2015
"St Aidans Arts, Bacup Road, Todmorden, OL14 7PJ",Industrial Supplies Todmorden Ltd,3350,01-11-2014
"Unit 2 Culver Works, Hopwood Lane, Halifax, HX1 5EZ",,6500,10-07-2015
"Office Suite E136/E140, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,4200,01-06-2015
"Office Suite E 107, Dean Clough Mills, Halifax, HX3 5AX",Priestley & Taffs Ltd,8100,01-06-2015
"""Unofficial Address"", 2 Stansfield Road, Todmorden, OL14 5DL",,3200,09-05-2015
"2/4 The Cross, Westgate, Elland, HX5 0BB",,20000,14-07-2015
"Unit 4A Bridge Road Works, Bridge Road, Brighouse, HD6 1EP",Brighouse Sheds Ltd,3950,08-05-2015
"Unit 4 Bridge Road Works, Bridge Road, Brighouse, HD6 1EP",Brighouse Sheds Ltd,1475,08-05-2015
"Unit A Bank Top Works, Bank Top, Southowram, Halifax              HX3 9NJ",J.I Electronics Ltd,4600,01-04-2014
"Unit B Bank Top Works, Bank Top, Southowram, Halifax              HX3 9NJ",Calder Temperature Controls Ltd,5200,01-04-2014
"Valley Road New Garage, Valley Road, Hebden Bridge, HX7 7BZ",James Shepherd Hebden Bridge Ltd,17750,30-06-2015
"Crescent Mill, Foundry Street, Todmorden, OL14 7LR",,5100,01-06-2015
"9 Commercial Street, Brighouse, HD6 1AF",,11250,24-06-2015
"3 Savile Park Street, Halifax, HX1 3DY",,4550,01-02-2015
"Unit 10A Washer Lane Works, Washer Lane, Halifax, HX2 7DX",,1925,01-11-2014
"Unit 8 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,1275,05-07-2015
"Unit 18 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Millstone Grit Productions Ltd,1675,05-07-2015
"Office 8, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",,2050,04-07-2015
"Unit 9 Church View Offices, Elland Road, Ripponden, HX6 4DB",,3500,04-07-2015
"Unit 17 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Koji Digital Ltd,3000,26-06-2015
"Unit 5 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Netscan Ltd,1350,29-06-2015
"Unit 4 Ground Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,2000,01-07-2015
"Unit 31 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Zamira Fashions Ltd,3150,01-07-2015
"Unit 16 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,1125,01-06-2015
"Croftmyl, Gf Office A5, West Parade, Halifax              HX1 2EQ",East Street Arts,3600,01-06-2015
"Croftmyl, Gf Office A8, West Parade, Halifax              HX1 2EQ",East Street Arts,3900,01-06-2015
"1st & 2nd Floors, 24/26 Silver Street, Halifax, HX1 1HS",Cbh Solutions Ltd,10250,15-04-2015
"Unit 1F Beehive Mills, Hebble End, Hebden Bridge, HX7 6JH",,520,01-07-2015
"27/29 New Hey Road, Brighouse, HD6 3LP",,6300,18-07-2015
"Ground Floor, 18 Clare Road, Halifax, HX1 2JP",Southdale Homes Ltd,7400,16-05-2015
"9 Square, Halifax, HX1 1RJ",Yorkshire Children's Charity,25750,03-07-2015
"Mill Royd Street, Brighouse, HD6 1EY",Tourer World (2015) Limited,41250,06-07-2015
"Swales Moor Yard, Swales Moor Road, Halifax, HX3 6UF",Blackshaw Holdings Ltd,18000,04-07-2015
"42 Bradford Road, Brighouse, HD6 1RY",Blakes Social Club Ltd,9300,06-07-2015
"Showroom, Valley Road, Hebden Bridge, HX7 7BZ",Overgate Hospice,15750,06-07-2015
"782 Rochdale Road, Todmorden, OL14 7UA",,1775,01-02-2015
"224 Queens Road, Halifax, HX1 4NE",,3800,03-06-2015
"19a Crown Street, Hebden Bridge, HX7 8EH",Trading As Amelia Ltd,8600,07-07-2015
"341 Skircoat Green Road, Halifax, HX3 0LX",Skircoat Green Dental Practice Ltd,6700,13-07-2015
"Rim Nom Thai Restaurant, Butler's Wharf, New Road, Hebden Bridge        HX7 8AF",,27250,06-07-2015
"5 Leeds Road, Hipperholme, Halifax, HX3 8ND",,7000,26-06-2015
"Unit B3 Ground Floor, Clifton House, Bradford Road, Bailiff Bridge",Toprank Sport Ltd,8400,01-11-2014
"Unit G1 Tenterfields Bsn Pk, Burnley Road, Luddendenfoot, Halifax              HX2 6EQ",,4600,01-07-2015
"3 Waterhouse Street, Halifax, HX1 1XX",Ranbrook Ltd,29250,01-07-2015
"Unit 1 Queens Road Works, Queens Road, Halifax, HX1 3XY",,4250,22-03-2015
"20 West Park Street, Brighouse, HD6 1DU",Combat Cosmetics Ltd,3300,14-06-2015
"Queens Road Works, Queens Road, Halifax, HX1 3XY",,4900,09-07-2011
"18 West Park Street, Brighouse, HD6 1DU",Dermace Training & Supplies Ltd,6400,14-06-2015
"Unit 2C, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",,3500,28-09-2012
"Unit 2E, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",Leisure 7 Ltd,2075,28-09-2012
"1 Church Lane, Brighouse, HD6 1AT",,3450,10-08-2014
"Windmill Tavern, Park Square, Hough, Northowram           HX3 7BZ",,11250,20-07-2015
"5/6 Park Road, Halifax, HX1 2TS",,35000,06-06-2015
"Station Road, Sowerby Bridge, HX6 3AB",,21750,16-07-2015
"Ground Floor, West Yorkshire Fire Station, Hollins Mill Lane, Sowerby Bridge       HX6 2QG",,2200,05-05-2015
"Unit 7, Clifby Works, Sandbeds Road, Halifax              HX2 0QQ",,5400,01-02-2014
"Yard 1 & 2 Rosemount Estate, Huddersfield Road, Elland, HX5 9DW",Provision System Build Ltd,9900,08-09-2014
"Suite 1 Gf Unauth Add, Unit 8 Pennine Ind Park, Valley Road, Hebden Bridge        HX7 7BZ",Brigantia Ltd,14250,01-05-2015
"101B Hopwood Lane, Halifax, HX1 4HB",,1600,01-02-2015
"""Unofficial"" Front Office, 3A Wards End, Halifax, HX1 1DD",,1275,01-05-2015
"Raglan Street, Halifax, HX1 5QZ",,6900,15-06-2015
"St Catherines, Catholic High School, Holdsworth Road, Holmfield            HX2 9TH",The Forge Entertainment Company Ltd,138000,05-06-2015
"Unit 3, Woodman Works, South Lane, Elland               HX5 0PA",High Spec Metal Spinning Ltd,7400,01-05-2015
"Electronic Delivery Locker, Sainsbury's, Mill Lane, Brighouse            HD6 1PQ",Bybox Holdings Ltd,1750,05-03-2013
"Car Proud, Gaukroger Lane, Halifax, HX1 2DF",,5200,01-07-2015
"The Outback, Pt Jubilee Childrens Centre, Lightowler Road, Halifax              HX1 5NB",Halifax Opportunities Trust,2100,01-04-2012
"327a Queens Road, Halifax, HX1 4PY",Duftons Plumbing & Heating Supplies Ltd,5700,25-06-2015
"Unit 18, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",Confined Space Services Ltd,7900,26-05-2015
"Canal Mills, Elland Bridge, Elland, HX5 0SQ",Happy Valley Series Ltd,24500,29-06-2015
"Suite 3, 1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",,2800,01-08-2015
"1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",Setbray Properties Ltd,2375,01-08-2015
"Moyles Town House, New Road, Hebden Bridge, HX7 8AD",Sunnyoffice Ltd,8200,02-07-2015
"Bulls Head Hotel, Town Hall Street, Sowerby Bridge, HX6 2EA",Adw Investments Ltd,8100,25-07-2015
"The Flying Dutchman, 10 Boothtown Road, Halifax, HX3 6HG",,13750,06-07-2015
"107 Haley Hill, Halifax, HX3 6EE",,1925,01-06-2015
"The Cobbett Centre, Village Street, Norwood Green, Halifax              HX3 8QG",Sunbridge Road Investments Ltd,16000,16-07-2015
"The Cobbett Centre, Village Street, Norwood Green, Halifax              HX3 8QG",Sunbridge Road Investments Ltd,1150,16-07-2015
"Office Suite D226, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,2500,01-07-2015
"Office Suite D131 / D133, Dean Clough Mills, Halifax, HX3 5AX",Diehl Metering Limited,10000,01-07-2015
"3RD Floor, 39/47 Commercial Street, Halifax, HX1 1BE",,23000,01-06-2015
"232 King Cross Road, Halifax, HX1 3JP",,5500,20-07-2015
"The Village Garden Hut, 1 Caldene Avenue, Mytholmroyd, Hebden Bridge        HX7 5AF",,2650,30-06-2015
"38 Bull Green, Halifax, HX1 5AB",,8900,01-05-2015
"Unit 11, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",,2175,01-03-2015
"Market Stall 101-103, Market Hall, Borough Market, Halifax             HX1 1DZ",Calderdale Mbc Markets Manager,3850,05-10-2014
"Bbw Business Centre 2ND Flr, 12 Wade House Road, Shelf, Halifax              HX3 7PB",Yorkshire Tutoring Limited,1550,27-07-2015
"Design & Display, Lowfields Way, Lowfields Business Park, Elland               HX5 9DE",Design & Display Ltd & Promec Cutting Tools,317500,01-03-2015
"Warehouse 3, Lowfields Way, Lowfields Business Park, Elland               HX5 9DE",A Field Transport Ltd,151000,01-03-2015
"Spring Hall Athletics Track, Huddersfield Road, Halifax, HX3 0AQ",Halifax Harriers Athletic Club,1825,20-03-2015
"Unit C The Shed, Eastfield Mills, Belmont Street, Halifax              HX3 6AT",,2550,01-01-2014
"Unit B The Shed, Eastfield Mills, Belmont Street, Halifax              HX3 6AT",,2550,01-01-2014
"The Old Foundry (Retech), Mill Lane, Boothtown, Halifax              HX3 6TR",Retech Recycling Ltd,22750,01-06-2015
"Reflecting Roadstuds Ltd, Mill Lane, Boothtown, Halifax              HX3 6TR",Reflecting Roadstuds Ltd,18500,01-06-2015
"2 King Street, Halifax, HX1 1SR",Hird & Partners L L P,49000,14-05-2015
"163 Parkinson Lane, Halifax, HX1 3RA",,4050,29-03-2015
"Unit 11 Caldene Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QJ",Martin Knowles Electrical Ltd,1350,01-12-2014
"20 Silver Street, Halifax, HX1 1HS",,9200,24-07-2015
"Royds Farm S/C Accom, 4 Towngate, Heptonstall, Hebden Bridge        HX7 7LW",,1500,15-10-2013
"8 Victoria Road, Elland, HX5 0PU",,5300,01-08-2015
"4 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",,2950,05-09-2013
"13 St James Road, Halifax, HX1 1YS",,8200,29-06-2015
"142 Queens Road, Halifax, HX1 3XY",,4450,27-07-2015
"Ground Floor, 11 Ryburn Buildings, West Street, Sowerby Bridge       HX6 3AH",,2550,19-07-2015
"Crown Buildings, 99 Halifax Road, Ripponden, HX6 4DA",,3050,14-05-2014
"12B Holdsworth Road (Back), Holmfield, Halifax, HX3 6SN",Kino & Co,3750,06-06-2015
"Unit 8 Brighouse Trade Park, Armytage Road, Brighouse, HD6 1QZ",Merlin Property Management 2006 Ltd,35000,07-08-2015
"Unit 10, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",Ace Pans Ltd,13000,22-07-2015
"20 Lord Street, Halifax, HX1 5AE",,2550,28-06-2015
"Junction Inn, 1 Ogden Lane, Brighouse, HD6 3HF",Stanford Leisure Ltd,6400,21-07-2015
"3/5/7 Wellington Arcade, Briggate, Brighouse, HD6 1DN",Tosca North East Ltd,26000,14-07-2015
