Body Name,Service Label,Service Code,Expenditure CIPFA Group Label,Expenditure CIPFA Sub Group Label,Expenditure CIPFA Sub Group Code,Date,Transaction Number,Net Amount,Supplier Name,Supplier ID,"Grants to Voluntary, Community and Social Enterprise Sector?"
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 10/07/2014,EST0253804,£83.49,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 17/07/2014,PCO0253995,£139.01,BARROWFORD SAFE & LOCK & BB LOCKSMITHS,A0000510,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 31/07/2014,HED0254305,£30.00,CORT ENGINEERING LTD,A0000570,No
Pendle Borough Council,Engineering & Special Projects,HED,Capital costs,Capital : Payments,CD14, 17/07/2014,HED0254080,£708.00,CIVILS & LINTELS,A0000617,No
Pendle Borough Council,Planning & Building Control,PBC,Supplies and services,Other Expenses,4705, 03/07/2014,PBC0253614,£180.00,MARTIN COLLINS JOINERY & GLAZING,A0000623,No
Pendle Borough Council,Planning & Building Control,PBC,Supplies and services,Other Expenses,4705, 03/07/2014,PBC0253616,£58.00,MARTIN COLLINS JOINERY & GLAZING,A0000623,No
Pendle Borough Council,Planning & Building Control,PBC,Supplies and services,Other Expenses,4705, 10/07/2014,PBC0253840,£101.00,MARTIN COLLINS JOINERY & GLAZING,A0000623,No
Pendle Borough Council,Planning & Building Control,PBC,Supplies and services,Other Expenses,4705, 17/07/2014,PBC0254070,£68.00,MARTIN COLLINS JOINERY & GLAZING,A0000623,No
Pendle Borough Council,Democratic & Legal Services,DAL,Transport related expense,Hire of Transport,3501, 03/07/2014,DAL0253598,£17.00,CAVALIER TAXIS,A0000638,No
Pendle Borough Council,Democratic & Legal Services,DAL,Transport related expense,Hire of Transport,3501, 03/07/2014,DAL0253604,£12.00,CAVALIER TAXIS,A0000638,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 10/07/2014,EST0253817,"£2,363.59",J DRIVER LTD,A0000884,No
Pendle Borough Council,Property Services,EST,Capital costs,Capital : Payments,CD14, 10/07/2014,EST0253816,"£1,575.59",J DRIVER LTD,A0000884,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 17/07/2014,DAL0254061,£35.00,THE INFORMATION COMMISSIONER,A0000894,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Computer Charges,4509, 24/07/2014,COR0254205,£500.00,THE INFORMATION COMMISSIONER,A0000894,No
Pendle Borough Council,Economic Development & Tourism,REG,Capital costs,Capital : Payments,CD14, 31/07/2014,REG0253299,£105.66,ENGINEERING & FOUNDRY SUPPLIES,A0001002,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 10/07/2014,PCO0253741,£100.00,FREIGHT TRANSPORT ASSOCIATION,A0001124,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 03/07/2014,OPS0253593,£73.50,FREIGHT TRANSPORT ASSOCIATION,A0001124,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 10/07/2014,PCO0253740,£33.50,FREIGHT TRANSPORT ASSOCIATION,A0001124,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,EFM : Other Equipment,4003, 03/07/2014,PCO0253479,£559.00,GIBSONS GARDEN MACHINERY LTD,A0001201,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,Protective Clothing,4201, 17/07/2014,PCO0254050,£162.51,GIBSONS GARDEN MACHINERY LTD,A0001201,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 17/07/2014,PCO0254028,£87.86,GIBSONS GARDEN MACHINERY LTD,A0001201,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 17/07/2014,PCO0253985,£215.37,GIBSONS GARDEN MACHINERY LTD,A0001201,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 17/07/2014,PCO0254042,£219.99,GIBSONS GARDEN MACHINERY LTD,A0001201,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 17/07/2014,HED0253963,£181.50,GREEN BROTHERS SIGNS LIMITED,A0001202,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,EFM Materials,4004, 03/07/2014,OPS0253605,£31.52,JEWSON LIMITED,A0001323,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,EFM Materials,4004, 31/07/2014,OPS0254352,£55.68,JEWSON LIMITED,A0001323,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,EFM Materials,4004, 31/07/2014,OPS0254350,£23.64,JEWSON LIMITED,A0001323,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : R & M : Day To Day,2001, 03/07/2014,PCO0253465,£25.00,J HARGREAVES,A0001359,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,EFM Materials,4004, 10/07/2014,ENV0253842,£66.94,KILLGERM CHEMICALS LTD,A0001624,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,EFM Materials,4004, 31/07/2014,ENV0254426,£199.30,KILLGERM CHEMICALS LTD,A0001624,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 03/07/2014,PCO0253480,£8.50,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,PCO0253737,£17.20,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,PCO0253738,£33.25,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 17/07/2014,HED0254090,£90.51,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254242,£90.15,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 31/07/2014,HED0254306,£74.31,LANLEE SUPPLIES LIMITED,A0001672,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 03/07/2014,PCO0253481,£530.36,LBS WORLDWIDE LIMITED,A0001673,No
Pendle Borough Council,Economic Development & Tourism,REG,Capital costs,Capital : Payments,CD14, 31/07/2014,REG0253298,£15.12,LBS WORLDWIDE LIMITED,A0001673,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and Services,Expenditure : Materials,2, 10/07/2014,PCO0253723,£4.27,LBS WORLDWIDE LIMITED,A0001673,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 17/07/2014,PCO0254003,£142.26,DICK LEIGH,A0001675,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 17/07/2014,HMR0254068,"£3,498.00",LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Housing Regeneration Services,HMR,Capital costs,Ren Grant : 1996 Act,CH22, 17/07/2014,HMR0254067,"£2,877.00",LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Democratic & Legal Services,DAL,Premises related expense,Rents,2301, 10/07/2014,DAL0253767,"£1,394.26",LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Search Fees,4404, 17/07/2014,DAL0254039,"£1,383.00",LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 31/07/2014,HED0254432,£496.70,LANCASHIRE COUNTY COUNCIL,A0001690,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 03/07/2014,HED0253502,£150.00,R & K LATHAM & SON,A0001718,No
Pendle Borough Council,Directorate,MAN,Supplies and services,Members Conference Expenses,4605, 03/07/2014,MAN4004267,-£495.00,LOCAL GOVERNMENT ASSOCIATION,A0001752,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 17/07/2014,EST0254038,£5.30,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 10/07/2014,EST0253823,£61.00,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 10/07/2014,EST0253819,£678.38,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 17/07/2014,EST0254040,£281.87,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 24/07/2014,EST0254221,£13.58,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 31/07/2014,EST0254384,£122.67,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 10/07/2014,EST0253913,£19.39,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 17/07/2014,EST0254037,£281.74,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 17/07/2014,EST0254036,£240.60,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 10/07/2014,EST0253820,£204.50,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 10/07/2014,EST0253821,£163.58,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 17/07/2014,EST0254041,£15.03,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 24/07/2014,EST0254223,£23.39,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 24/07/2014,EST0254222,£39.00,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 31/07/2014,EST0254386,£322.30,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 03/07/2014,EST0253627,£109.76,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 10/07/2014,EST0253818,£373.21,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 03/07/2014,EST0253626,£87.27,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 31/07/2014,EST0254385,£65.75,UNITED UTILITIES,A0001986,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 03/07/2014,HED0253644,£285.59,F NUTTER & SONS,A0002037,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 17/07/2014,HED0254095,£606.60,F NUTTER & SONS,A0002037,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 03/07/2014,EST0253625,£524.37,F NUTTER & SONS,A0002037,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 24/07/2014,EST0254178,"£1,104.15",F NUTTER & SONS,A0002037,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 10/07/2014,PCO0253724,£9.61,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 10/07/2014,PCO0253726,£62.37,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 10/07/2014,PCO0253727,£2.28,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 17/07/2014,PCO0253992,£60.18,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 31/07/2014,DAL0254423,£169.00,OUTLINE PRINT SERVICE LTD,A0002065,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 17/07/2014,OPS0254006,£13.50,POWER PIPES (PENDLE) LIMITED,A0002089,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Vehicle Licences,3205, 17/07/2014,OPS0254046,£225.00,POST OFFICE LTD,A0002094,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Vehicle Licences,3205, 17/07/2014,OPS0254047,£225.00,POST OFFICE LTD,A0002094,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Subscriptions & Donations,4706, 17/07/2014,AAS0254055,"£1,500.00",PENDLE TWINNING COMMITTEE,A0002113,No
Pendle Borough Council,Revenues Services,TRE,Supplies and services,Consultants Fees,4401, 24/07/2014,TRE0254175,£375.00,HER MAJESTY`S COURTS SERVICE - PENNINE,A0002117,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 10/07/2014,DAL0253792,"£1,345.72",ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 17/07/2014,DAL0253978,"£1,166.21",ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 31/07/2014,DAL0254417,"£1,149.63",ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 31/07/2014,HED0254431,£428.18,RADIODETECTION LIMITED,A0002302,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 10/07/2014,OPS0253829,£43.40,ROSSENDALE PET CREMATORIUM,A0002345,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Annual Hire Charge,3601, 10/07/2014,OPS0253830,"£2,100.00",STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 10/07/2014,OPS0253832,£330.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 10/07/2014,OPS0253831,£330.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 17/07/2014,OPS0254005,£220.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 31/07/2014,OPS0254346,£440.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 31/07/2014,OPS0254345,£330.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Veterinary Fees,4405, 03/07/2014,OPS0253576,£37.50,STANLEY HOUSE VETERINARY GROUP,A0002423,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Veterinary Fees,4405, 03/07/2014,OPS0253575,£70.23,STANLEY HOUSE VETERINARY GROUP,A0002423,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 24/07/2014,DAL4004296,-£29.40,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 31/07/2014,DAL0254487,£11.99,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 24/07/2014,DAL0254277,£35.30,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 17/07/2014,DAL0254064,£6.99,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Revenues Services,TRE,Supplies and services,Security Services,4407, 31/07/2014,TRE0254388,£627.76,G4S CASH SOLUTIONS (UK) LIMITED,A0002616,No
Pendle Borough Council,Financial Services,AAS,Support Services,Bank Charges,7201, 17/07/2014,AAS0254054,£263.90,G4S CASH SOLUTIONS (UK) LIMITED,A0002616,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 03/07/2014,HED0253501,£42.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 03/07/2014,HED0253643,£276.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Bldgs : R & M : Day To Day,2001, 10/07/2014,HED0253908,£164.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254250,£86.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254251,£148.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and Services,Expenditure : Materials,2, 17/07/2014,PCO0253993,£120.50,TURFLAND,A0002638,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,Other Expenses,4705, 03/07/2014,ENV0253630,£69.20,JOHNSONS TEXICARE LTD,A0002665,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 03/07/2014,PCO0253496,£76.00,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,PCO0253735,£25.23,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,PCO0253728,£7.60,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,PCO0253744,£25.00,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 24/07/2014,HED0254267,£138.86,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 31/07/2014,OPS0254364,£79.16,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 31/07/2014,OPS0254349,£18.05,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 03/07/2014,OPS0253570,£487.52,DRIVER HIRE,A0003556,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Mobile Phones,4508, 31/07/2014,AAS0254404,£789.39,ORANGE PCS LTD,A0004680,No
Pendle Borough Council,Financial Services,AAS,Capital Financing Costs,Lease Costs : Buildings,8201, 24/07/2014,AAS0254165,£283.82,CAPITAL BANK LEASING LIMITED,A0005643,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Diesel Oil,3202, 03/07/2014,OPS0253607,"£2,154.35",TOWNSON BROS,A0005683,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 10/07/2014,EST0253911,£82.99,FAST GLASS LIMITED,A0005903,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 24/07/2014,EST0254180,£140.00,FAST GLASS LIMITED,A0005903,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Window Cleaning,2604, 10/07/2014,PCO0253747,£145.00,MASTERCLEAN 96 LIMITED,A0006178,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 10/07/2014,EST0253812,£30.00,MASTERCLEAN 96 LIMITED,A0006178,No
Pendle Borough Council,Financial Services,AAS,,Contribution To NNDR Pool,311, 21/07/2014,AAS0254288,"£1,343,882.00",DEPT FOR COMMUNITIES & LOCAL GOVERNMENT,A0009280,No
Pendle Borough Council,Property Services,EST,Indirect employee expense,Staff Refreshments,1261, 24/07/2014,EST0254185,£433.33,VENDA VALET (MACHINES) LTD,A0009649,No
Pendle Borough Council,Property Services,EST,Indirect employee expense,Staff Refreshments,1261, 10/07/2014,EST0253828,£433.33,VENDA VALET (MACHINES) LTD,A0009649,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Other Expenses,4705, 10/07/2014,COR0253851,"£16,500.00",POLICE & CRIME COMMISSIONER FOR LANCASHIRE,A0009816,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 17/07/2014,HED0254088,£54.60,RAILSIDE TRADING CO.,A0010378,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Mayoral Expenses,4614, 03/07/2014,DAL0253590,£40.00,PETER WHITE,A0010909,No
Pendle Borough Council,Revenues Services,TRE,Supplies and services,EFM : Photocopiers,4001, 17/07/2014,TRE0253996,£2.73,AZZURRI COMMUNICATIONS LIMITED,A0012512,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Subscriptions & Donations,4706, 10/07/2014,AAS0253904,£800.00,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Mayoral Expenses,4614, 31/07/2014,DAL0254403,£639.54,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Mayoral Expenses,4614, 31/07/2014,DAL0254405,"£1,470.33",PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Human Resources,PER,Supplies and services,Seminars etc All Costs,4601, 24/07/2014,PER0254171,£50.00,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,PCO0253733,£364.00,BROWNS ENGINEERING SERVICES,A0012980,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,PCO0253731,£48.00,BROWNS ENGINEERING SERVICES,A0012980,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 10/07/2014,PCO0253732,£101.00,BROWNS ENGINEERING SERVICES,A0012980,No
Pendle Borough Council,Property Services,EST,Capital costs,Capital : Payments,CD14, 24/07/2014,EST0254177,"£1,338.00",LANDSCAPE ENGINEERING LTD,A0013135,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Bldgs : R & M : Abnormal,2002, 24/07/2014,HED0254253,"£4,145.00",LANDSCAPE ENGINEERING LTD,A0013135,No
Pendle Borough Council,Engineering & Special Projects,HED,Capital costs,Capital : Payments,CD14, 24/07/2014,HED0254152,"£4,879.24",LANDSCAPE ENGINEERING LTD,A0013135,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 03/07/2014,EST0253589,£35.00,E A FOULDS LIMITED,A0013455,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Bldgs : R & M : Day To Day,2001, 03/07/2014,HED0253645,£311.03,WM SMITH & SONS (BARNARD CASTLE),A0013824,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,EFM : Other Equipment,4003, 17/07/2014,DAL0254063,£511.00,PREMIER PAPER GROUP LIMITED,A0014685,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 03/07/2014,EST0253583,£215.00,D J HAWORTH,A0014782,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 03/07/2014,OPS0253602,"£1,341.90",ORCHARD RECYCLING SERVICE,A0015803,No
