Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Contr Other External,Car Parking,INDIGO PARK SERVICES UK LTD,20480352,"170,606.32"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Drugs,Pharmacy,INSIGHT HEALTH LTD,20664088,"30,843.54"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,X-Ray Equip Maint/Repair,PACS / CRIS,INSIGNIA MEDICAL SYSTEMS LTD,20482024,"76,781.40"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Fixed assets,Balance Sheet,INTERSERVE CONSTRUCTION LTD,20743976,"67,118.24"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Fixed assets,Balance Sheet,KIER CONSTRUCTION WESTERN & WALES,20618087,"105,188.70"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Electricity,Energy And Utilities,LASER ENERGY BUYING GROUP,20495755,"119,865.20"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Gas,Energy And Utilities,LASER ENERGY BUYING GROUP,20495751,"297,297.34"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Other Gen Supplies & Srv,Directorate Gen Imaging,MEDICA REPORTING LTD,20301695,"49,175.50"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Other Gen Supplies & Srv,Directorate Gen Imaging,MEDICA REPORTING LTD,20634587,"56,109.90"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Med & Surg Equip General,EPS/Ablations,MEDTRONIC LTD,20618106,"25,050.00"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Fixed assets,Balance Sheet,MODULECO LTD,20462770,"63,376.56"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Fixed assets,Balance Sheet,MODULECO LTD,20462774,"95,064.84"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Fixed assets,Balance Sheet,N G JOHNSON (NORTHERN) LTD,20462698,"100,537.92"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Blood Products,Blood,NHS BLOOD & TRANSPLANT,20678833,"-25,330.64"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Blood Products,Blood,NHS BLOOD & TRANSPLANT,20678777,"192,670.75"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,CNST contributions,Central Other,NHS LITIGATION AUTHORITY,SSC DD - NHSLA,"1,616,902.00"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,20618420,"115,445.01"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,20724499,"134,245.56"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,20699023,"139,812.25"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,20699031,"140,964.83"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,20537832,"145,229.26"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,20496421,"179,752.67"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,20618532,"186,854.57"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Staff costs,Human Resources,NHS PROFESSIONALS LTD,20537842,"236,562.38"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Fixed assets,Balance Sheet,NHS SUPPLY CHAIN,20580600,"84,353.86"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Consumables,Procurement,NHS SUPPLY CHAIN,20537212,"97,958.56"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Consumables,Procurement,NHS SUPPLY CHAIN,20502306,"113,999.14"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Consumables,Procurement,NHS SUPPLY CHAIN,20632748,"115,620.75"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Consumables,Procurement,NHS SUPPLY CHAIN,20754421,"122,867.24"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Consumables,Procurement,NHS SUPPLY CHAIN,20448220,"126,436.42"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,20592254,"85,493.09"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Drugs,Pharmacy,NOVARTIS PHARMACEUTICALS UK LTD,20452840,"86,224.52"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Fixed assets,Balance Sheet,PHILIPS HEALTHCARE,20621033,"96,171.25"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Drugs,Pharmacy,ROCHE PRODUCTS LTD,20547730,"27,090.06"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Ext Contr Laundry,Linen Services,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,20567705,"82,889.13"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Ext Contr Catering,Commercial Contracts,SERCO LTD,20516503,"243,144.40"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Ext Contr Oth Hotel Srv,Commercial Contracts,SERCO LTD,20516503,"357,090.98"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Ext Contr Domestics,Commercial Contracts,SERCO LTD,20516503,"422,788.48"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Accountancy services,Finance Director,SHARED BUSINESS SERVICES,STANDING ORDER SBS SLA,"34,101.00"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Laboratory External Tests,Derriford Combined Lab,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,20618756,"25,582.75"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Childcare,Human Resources,SODEXO,SSC DD/PLYMOUTH HOSPITALS,"35,397.39"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Sewerage,Energy And Utilities,SOUTH WEST WATER LTD,20448638,"40,483.32"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Contr Refuse & Clin Waste,Derriford Waste Management,SRCL LTD,20520135,"33,824.50"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Ambulance Car Service,Patient Transport,SRCL LTD,20538379,"87,315.18"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Fixed assets,Balance Sheet,SSE CONTRACTING LTD,20699273,"44,208.60"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Med & Surg Equip General,EPS/Ablations,ST JUDE MEDICAL UK LTD,20538471,"31,860.00"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Med & Surg Equip General,EPS/Ablations,ST JUDE MEDICAL UK LTD,20460918,"37,851.53"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Med & Surg Equip General,EPS/Ablations,ST JUDE MEDICAL UK LTD,20538333,"97,470.00"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Audit Fees: Internal,Internal Audit,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,20273070,"65,024.22"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Rent,Haemodialysis Unit,UNA GROUP LTD,20568169,"25,939.56"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Consultant,MS Risk Sharing,UNIVERSITY OF PLYMOUTH,20498824,"32,043.31"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Consultant,Neurology,UNIVERSITY OF PLYMOUTH,20498830,"33,155.22"
Department of Health,Plymouth Hospitals NHS TRUST,10/31/2016,Contr Other External,Hepatology Cl Trials,UNIVERSITY OF PLYMOUTH ENTERPRISE LTD,20640723,"40,000.00"
