ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,16/01/2018,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,16/01/2018,"£8,268.80",MAINTENANCE,V001203387
ROCHDALE BOROUGH COUNCIL,05/01/2018,EARLY HELP AND SCHOOLS,DSG RETAIL LIMITED,05/01/2018,£916.64,EQUIPMENT - GENERAL,V001203396
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,"£1,865.42",ELECTRICITY,V001203731
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,"£1,097.39",ELECTRICITY,V001203733
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,"£1,082.26",ELECTRICITY,V001203734
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,"£1,138.22",ELECTRICITY,V001203735
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,£997.06,ELECTRICITY,V001203736
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,"£1,084.57",ELECTRICITY,V001203737
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,£963.79,ELECTRICITY,V001203738
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,"£1,340.48",ELECTRICITY,V001203739
ROCHDALE BOROUGH COUNCIL,09/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,CORPS,09/01/2018,"£1,174.88",SECURITY,V001203777
ROCHDALE BOROUGH COUNCIL,09/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,CORPS,09/01/2018,£603.18,SECURITY,V001203786
ROCHDALE BOROUGH COUNCIL,09/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,CORPS,09/01/2018,£765.77,SECURITY,V001203801
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,"-£1,378.69",ELECTRICITY,V001203824
ROCHDALE BOROUGH COUNCIL,04/01/2018,PHYSICAL DIS & OLDER PEOPLE,THE PENNINE ACUTE HOSPITALS NHS TRUST,04/01/2018,"£3,309.44",AGENCY STAFF,V001204759
ROCHDALE BOROUGH COUNCIL,18/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,18/01/2018,"£1,378.69",ELECTRICITY,V001204783
ROCHDALE BOROUGH COUNCIL,18/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,18/01/2018,"£1,378.69",ELECTRICITY,V001204784
ROCHDALE BOROUGH COUNCIL,18/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,18/01/2018,"£1,457.54",ELECTRICITY,V001204785
ROCHDALE BOROUGH COUNCIL,18/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,18/01/2018,"£1,503.99",ELECTRICITY,V001204786
ROCHDALE BOROUGH COUNCIL,18/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,18/01/2018,"£1,484.36",ELECTRICITY,V001204787
ROCHDALE BOROUGH COUNCIL,18/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,18/01/2018,"£1,475.28",ELECTRICITY,V001204788
ROCHDALE BOROUGH COUNCIL,18/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,18/01/2018,"£1,446.08",ELECTRICITY,V001204789
ROCHDALE BOROUGH COUNCIL,18/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,18/01/2018,"£1,497.82",ELECTRICITY,V001204790
ROCHDALE BOROUGH COUNCIL,18/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,18/01/2018,"£1,386.85",ELECTRICITY,V001204791
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,"£1,480.08",ELECTRICITY,V001204792
ROCHDALE BOROUGH COUNCIL,18/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,18/01/2018,"£1,521.73",ELECTRICITY,V001204793
ROCHDALE BOROUGH COUNCIL,08/01/2018,PROPERTY AND HIGHWAYS,DDH FABRICATIONS LTD,08/01/2018,"£1,700.00",TRANSACTIONS-EXPENDITURE,V001204808
ROCHDALE BOROUGH COUNCIL,11/01/2018,ECONOMY DIRECTORATE,EDF ENERGY 1 LIMITED,11/01/2018,"£5,217.26",ELECTRICITY,V001204814
ROCHDALE BOROUGH COUNCIL,19/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,MANCHESTER CITY COUNCIL,19/01/2018,"£4,000.00",AGMA,V001204944
ROCHDALE BOROUGH COUNCIL,12/01/2018,RESOURCES,TUSKERDIRECT LIMITED,12/01/2018,"£11,326.94",TRANSACTIONS-EXPENDITURE,V001204950
ROCHDALE BOROUGH COUNCIL,12/01/2018,RESOURCES,TUSKERDIRECT LIMITED,12/01/2018,"£2,364.46",TRANSACTIONS-EXPENDITURE,V001204950
ROCHDALE BOROUGH COUNCIL,05/01/2018,PUBLIC HEALTH,MANCHESTER CITY COUNCIL,05/01/2018,"£3,852.82",PROFESSIONAL FEES,V001204979
ROCHDALE BOROUGH COUNCIL,08/01/2018,ECONOMY DIRECTORATE,IMSERV EUROPE LTD,08/01/2018,"£1,344.88",MINOR BUILDING WORKS,V001205001
ROCHDALE BOROUGH COUNCIL,08/01/2018,ECONOMY DIRECTORATE,IMSERV EUROPE LTD,08/01/2018,£968.44,MINOR BUILDING WORKS,V001205005
ROCHDALE BOROUGH COUNCIL,08/01/2018,RESOURCES,ROSSENDALES,08/01/2018,£886.31,INPUT VAT -  ADJUSTMENTS,V001205048
ROCHDALE BOROUGH COUNCIL,15/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,OTIS LTD,15/01/2018,"£1,726.49",PROPERTY - WORKS ELEMENT,V001205054
ROCHDALE BOROUGH COUNCIL,18/01/2018,PHYSICAL DIS & OLDER PEOPLE,MANCHESTER WORKING LIMITED,18/01/2018,"£7,148.70",MAINTENANCE STAIRLIFTS,V001205061
ROCHDALE BOROUGH COUNCIL,04/01/2018,LEARNING DIS & MENTAL HEALTH,OXFORD COMPUTER CONSULTANTS LIMITED,04/01/2018,"£13,620.00",SOFTWARE,V001205076
ROCHDALE BOROUGH COUNCIL,04/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,OXFORD COMPUTER CONSULTANTS LIMITED,04/01/2018,"£3,066.00",SOFTWARE,V001205077
ROCHDALE BOROUGH COUNCIL,12/01/2018,EARLY HELP AND SCHOOLS,HALTON BOROUGH COUNCIL,12/01/2018,£600.00,TRAINING-QUALIFICATION,V001205086
ROCHDALE BOROUGH COUNCIL,12/01/2018,CHILDREN’S SOCIAL CARE,COVENTRY CITY COUNCIL,12/01/2018,"£18,000.00",ADOPTION PAYMENTS,V001205102
ROCHDALE BOROUGH COUNCIL,05/01/2018,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,05/01/2018,£952.50,SATS EXPENDITURE,V001205104
ROCHDALE BOROUGH COUNCIL,12/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,PHS GROUP PLC,12/01/2018,"£2,595.00",EQUIPMENT - GENERAL,V001205162
ROCHDALE BOROUGH COUNCIL,26/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,POWERMASTER SERVICE LTD,26/01/2018,"£1,000.00",PROPERTY - WORKS ELEMENT,V001205245
ROCHDALE BOROUGH COUNCIL,04/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,T I S LIMITED,04/01/2018,"£2,355.60",PURCHASE OF ICT HARDWARE,V001205246
ROCHDALE BOROUGH COUNCIL,04/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,SOFTCAT LTD,04/01/2018,"£1,512.98",EQUIPMENT - GENERAL,V001205262
ROCHDALE BOROUGH COUNCIL,12/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,F NEEDHAM,12/01/2018,£511.30,MAINTENANCE,V001205341
ROCHDALE BOROUGH COUNCIL,26/01/2018,ECONOMY DIRECTORATE,NATHANIEL LICHFIELD & PARTNERS,26/01/2018,"£2,410.01",CONSULTANT FEES,V001205412
ROCHDALE BOROUGH COUNCIL,12/01/2018,EARLY HELP AND SCHOOLS,POSITIVE STEPS,12/01/2018,"£37,100.00",EXTERNALLY MANAGED FUNDS,V001205509
ROCHDALE BOROUGH COUNCIL,04/01/2018,EARLY HELP AND SCHOOLS,SKYLIGHT CIRCUS ARTS,04/01/2018,£962.49,ACTIVITIES,V001205546
ROCHDALE BOROUGH COUNCIL,04/01/2018,EARLY HELP AND SCHOOLS,LINK4LIFE CHARITY,04/01/2018,"£6,124.56",ACTIVITIES,V001205574
ROCHDALE BOROUGH COUNCIL,04/01/2018,EARLY HELP AND SCHOOLS,BARNARDOS,04/01/2018,"£10,513.74",ACTIVITIES,V001205575
ROCHDALE BOROUGH COUNCIL,04/01/2018,EARLY HELP AND SCHOOLS,RAINBOW SCENT,04/01/2018,"£1,512.39",ACTIVITIES,V001205576
ROCHDALE BOROUGH COUNCIL,04/01/2018,PROPERTY AND HIGHWAYS,F S MOULT AND SON,04/01/2018,"£2,400.00",TRANSACTIONS-EXPENDITURE,V001205637
ROCHDALE BOROUGH COUNCIL,04/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,04/01/2018,"£1,620.00",AGENCY STAFF,V001205641
ROCHDALE BOROUGH COUNCIL,04/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,BIBLIOTHECA,04/01/2018,"£3,500.41",SOFTWARE,V001205642
ROCHDALE BOROUGH COUNCIL,08/01/2018,ECONOMY DIRECTORATE,TLC GARDEN SERVICES,08/01/2018,£985.00,"CLOTHES, UNIFORM AND LAUNDRY",V001205650
ROCHDALE BOROUGH COUNCIL,12/01/2018,EARLY HELP AND SCHOOLS,BEECH HOUSE SCHOOL LTD,12/01/2018,"£4,137.00",OTHER LA`S - SEN PROVISION,V001205673
ROCHDALE BOROUGH COUNCIL,05/01/2018,EARLY HELP AND SCHOOLS,BEECH HOUSE SCHOOL LTD,05/01/2018,"£1,402.80",OTHER LA`S - SEN PROVISION,V001205676
ROCHDALE BOROUGH COUNCIL,04/01/2018,CHILDREN’S SOCIAL CARE,CARITAS CARE LTD,04/01/2018,£750.00,ADOPTION PAYMENTS,V001205685
ROCHDALE BOROUGH COUNCIL,08/01/2018,ECONOMY DIRECTORATE,THE HERITAGE ANGEL LTD,08/01/2018,"£4,812.50",CONSULTANTS FEES,V001205708
ROCHDALE BOROUGH COUNCIL,19/01/2018,PHYSICAL DIS & OLDER PEOPLE,PENDLE RESIDENTIAL CARE,19/01/2018,"£1,794.70",RESIDENTIAL LONG TERM,V001206331
ROCHDALE BOROUGH COUNCIL,19/01/2018,LEARNING DIS & MENTAL HEALTH,PENDLE RESIDENTIAL CARE,19/01/2018,"-£2,098.70",RESIDENTIAL LONG TERM,V001206337
ROCHDALE BOROUGH COUNCIL,19/01/2018,LEARNING DIS & MENTAL HEALTH,PENDLE RESIDENTIAL CARE,19/01/2018,"-£2,098.70",RESIDENTIAL LONG TERM,V001206338
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,578.72",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,EARLY HELP AND SCHOOLS,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,387.80",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,RESOURCES,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,380.40",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,281.24",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,128.80",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,087.65",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,087.36",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,020.22",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,018.54",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,PHYSICAL DIS & OLDER PEOPLE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,018.54",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,018.54",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,018.54",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,018.54",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,EARLY HELP AND SCHOOLS,REED SPECIALIST RECRUITMENT LTD,05/01/2018,"£1,018.54",AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,CHILDREN’S SOCIAL CARE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,£897.92,AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,LEARNING DIS & MENTAL HEALTH,REED SPECIALIST RECRUITMENT LTD,05/01/2018,£853.37,AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,NEIGHBOURHOODS AND ENVIRONMENT,REED SPECIALIST RECRUITMENT LTD,05/01/2018,£842.63,AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,PROPERTY AND HIGHWAYS,REED SPECIALIST RECRUITMENT LTD,05/01/2018,£829.92,AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,PROPERTY AND HIGHWAYS,REED SPECIALIST RECRUITMENT LTD,05/01/2018,£791.99,AGENCY STAFF,V001206971
ROCHDALE BOROUGH COUNCIL,05/01/2018,ECONOMY DIRECTORATE,REED SPECIALIST RECRUITMENT LTD,05/01/2018,£784.12,AGENCY STAFF,V001206971
