OrganisationName,Organisation Code,Effective Date,Ward,Ward Code,Election Year,Candidate,Party,Party Code,Votes,Elected,Electorate,Ballot Papers Issued,Turnout,Vacant Seats
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Ellis,http://statistics.data.gov.uk/id/statistical-geography/E05005412,2015,Scarlet Ann Breckon,Conservative Party,http://openelectiondata.org/id/parties/25,1543,Yes,4072,2668,66.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Ellis,http://statistics.data.gov.uk/id/statistical-geography/E05005412,2015,Graham Paul Huss,Conservative Party,http://openelectiondata.org/id/parties/25,1372,Yes,4072,2668,66.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Enderby & St Johns,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2015,Cheryl Michaela Cashmore,Conservative Party,http://openelectiondata.org/id/parties/25,1148,Yes,3631,2354,65.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Enderby & St Johns,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2015,Tracy Lynne Green,Labour Party [The],http://openelectiondata.org/id/parties/6,634,No,3631,2354,65.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Enderby & St Johns,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2015,June Lunt,UK Independence Party (UKIP),,530,No,3631,2354,65.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Enderby & St Johns,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2015,Mark Lunt,UK Independence Party (UKIP),,486,No,3631,2354,65.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Enderby & St Johns,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2015,Helen Louise Richardson,Conservative Party,http://openelectiondata.org/id/parties/25,825,Yes,3631,2354,65.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Enderby & St Johns,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2015,Philip Andrew Smalley,Labour Party [The],http://openelectiondata.org/id/parties/6,461,No,3631,2354,65.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Fairestone,http://statistics.data.gov.uk/id/statistical-geography/E05005414,2015,John Robert Bird,Labour Party [The],http://openelectiondata.org/id/parties/6,806,No,3813,2520,66.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Fairestone,http://statistics.data.gov.uk/id/statistical-geography/E05005414,2015,Lee Martin Breckon,Conservative Party,http://openelectiondata.org/id/parties/25,1548,Yes,3813,2520,66.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Fairestone,http://statistics.data.gov.uk/id/statistical-geography/E05005414,2015,Roy John Denney,Conservative Party,http://openelectiondata.org/id/parties/25,1326,Yes,3813,2520,66.00%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Narborough & Littlethorpe,http://statistics.data.gov.uk/id/statistical-geography/E05005418,2015,Anthea Myrna Ambrose,Labour Party [The],http://openelectiondata.org/id/parties/6,822,No,3813,2520,66%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Narborough & Littlethorpe,http://statistics.data.gov.uk/id/statistical-geography/E05005418,2015,Barry Garner,Conservative Party,http://openelectiondata.org/id/parties/25,1484,Yes,3813,2520,66%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Narborough & Littlethorpe,http://statistics.data.gov.uk/id/statistical-geography/E05005418,2015,Trevor Matthews,Conservative Party,http://openelectiondata.org/id/parties/25,1415,Yes,3813,2520,66%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Normanton,http://statistics.data.gov.uk/id/statistical-geography/E05005419,2015,Stephen John Crane,Labour Party [The],http://openelectiondata.org/id/parties/6,426,No,2012,1463,73%,1
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Normanton,http://statistics.data.gov.uk/id/statistical-geography/E05005419,2015,Margaret Ann Wright,Conservative Party,http://openelectiondata.org/id/parties/25,1014,Yes,2012,1463,73%,1
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,North Whetstone,http://statistics.data.gov.uk/id/statistical-geography/E05005420,2015,Michael Robert Bounds,Labour Party [The],http://openelectiondata.org/id/parties/6,759,No,3851,2517,65%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,North Whetstone,http://statistics.data.gov.uk/id/statistical-geography/E05005420,2015,Sharon Wendy Coe,Conservative Party,http://openelectiondata.org/id/parties/25,1492,Yes,3851,2517,65%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,North Whetstone,http://statistics.data.gov.uk/id/statistical-geography/E05005420,2015,Mark Ernest Jackson,Conservative Party,http://openelectiondata.org/id/parties/25,1249,Yes,3851,2517,65%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,North Whetstone,http://statistics.data.gov.uk/id/statistical-geography/E05005420,2015,Paul Lesley James Kennedy,Labour Party [The],http://openelectiondata.org/id/parties/6,425,No,3851,2517,65%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Pastures,http://statistics.data.gov.uk/id/statistical-geography/E05005421,2015,Frederick Guy Hector Jackson,Conservative Party,http://openelectiondata.org/id/parties/25,1664,Yes,3813,2746,72%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Pastures,http://statistics.data.gov.uk/id/statistical-geography/E05005421,2015,Ann Margaret Gloria Malthouse,Labour Party [The],http://openelectiondata.org/id/parties/6,804,No,3813,2746,72%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Pastures,http://statistics.data.gov.uk/id/statistical-geography/E05005421,2015,Terence John Richardson,Conservative Party,http://openelectiondata.org/id/parties/25,1429,Yes,3813,2746,72%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Saxondale,http://statistics.data.gov.uk/id/statistical-geography/E05005423,2015,Muhammad Irfan Aslam,Labour Party [The],http://openelectiondata.org/id/parties/6,428,No,5663,3744,66%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Saxondale,http://statistics.data.gov.uk/id/statistical-geography/E05005423,2015,John Raymond Baron,Conservative Party,http://openelectiondata.org/id/parties/25,1289,No,5663,3744,66%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Saxondale,http://statistics.data.gov.uk/id/statistical-geography/E05005423,2015,Janet Forey,Conservative Party,http://openelectiondata.org/id/parties/25,1014,No,5663,3744,66%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Saxondale,http://statistics.data.gov.uk/id/statistical-geography/E05005423,2015,Anthony Roger Garner,UK Independence Party (UKIP),,912,No,5663,3744,66%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Saxondale,http://statistics.data.gov.uk/id/statistical-geography/E05005423,2015,Dinesh Joshi,Labour Party [The],http://openelectiondata.org/id/parties/6,408,No,5663,3744,66%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Saxondale,http://statistics.data.gov.uk/id/statistical-geography/E05005423,2015,Christine Ann Merrill,Liberal Democrats,http://openelectiondata.org/id/parties/26,1297,Yes,6068,4335,71%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Saxondale,http://statistics.data.gov.uk/id/statistical-geography/E05005423,2015,Alan Maxwell Methven,Labour Party [The],http://openelectiondata.org/id/parties/6,579,No,6068,4335,71%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Saxondale,http://statistics.data.gov.uk/id/statistical-geography/E05005423,2015,Beverley Jane Welsh,Liberal Democrats,http://openelectiondata.org/id/parties/26,1335,Yes,6068,4335,71%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Saxondale,http://statistics.data.gov.uk/id/statistical-geography/E05005423,2015,Geoffrey Lee Welsh,Liberal Democrats,http://openelectiondata.org/id/parties/26,1532,Yes,6068,4335,71%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Stanton & Flamville,http://statistics.data.gov.uk/id/statistical-geography/E05005424,2015,Iain MacFarlane Hewson,Conservative Party,http://openelectiondata.org/id/parties/25,2628,Yes,6068,4335,71%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Stanton & Flamville,http://statistics.data.gov.uk/id/statistical-geography/E05005424,2015,Sheila Scott,Conservative Party,http://openelectiondata.org/id/parties/25,2734,Yes,6068,4335,71%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Stanton & Flamville,http://statistics.data.gov.uk/id/statistical-geography/E05005424,2015,Mary Jill Tyler,Labour Party [The],http://openelectiondata.org/id/parties/6,1226,No,6068,4335,71%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Stanton & Flamville,http://statistics.data.gov.uk/id/statistical-geography/E05005424,2015,Deanne Woods,Conservative Party,http://openelectiondata.org/id/parties/25,1855,Yes,6068,4335,71%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Winstanley,http://statistics.data.gov.uk/id/statistical-geography/E05005425,2015,Alexander James Dewinter,Labour Party [The],http://openelectiondata.org/id/parties/6,1264,Yes,5289,3188,60%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Winstanley,http://statistics.data.gov.uk/id/statistical-geography/E05005425,2015,Chetan Parmar,Labour Party [The],http://openelectiondata.org/id/parties/6,914,No,5289,3188,60%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Winstanley,http://statistics.data.gov.uk/id/statistical-geography/E05005425,2015,Gary Sanders,Labour Party [The],http://openelectiondata.org/id/parties/6,1318,Yes,5289,3188,60%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Winstanley,http://statistics.data.gov.uk/id/statistical-geography/E05005425,2015,Benjamin David Taylor,Conservative Party,http://openelectiondata.org/id/parties/25,1784,Yes,5289,3188,60%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Forest,http://statistics.data.gov.uk/id/statistical-geography/EE05005415,2015,David Roger Clements,Conservative Party,http://openelectiondata.org/id/parties/25,Uncontested,Yes,N/A,N/A,N/A,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Forest,http://statistics.data.gov.uk/id/statistical-geography/EE05005415,2015,Stuart James Coar,Conservative Party,http://openelectiondata.org/id/parties/25,Uncontested,Yes,N/A,N/A,N/A,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Forest,http://statistics.data.gov.uk/id/statistical-geography/EE05005415,2015,Lindsey Patricia Dracup,Conservative Party,http://openelectiondata.org/id/parties/25,Uncontested,Yes,N/A,N/A,N/A,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,08/11/2014,Millfield,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2015,William Arthur Wright,Labour Party [The],http://openelectiondata.org/id/parties/6,Uncontested,Yes,N/A,N/A,N/A,1
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Muxloe,http://statistics.data.gov.uk/id/statistical-geography/E05005417,2015,Chris Frost,Conservative Party,http://openelectiondata.org/id/parties/25,Uncontested,Yes,N/A,N/A,N/A,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Muxloe,http://statistics.data.gov.uk/id/statistical-geography/E05005417,2015,Anthony Victor Greenwood,Conservative Party,http://openelectiondata.org/id/parties/25,Uncontested,Yes,N/A,N/A,N/A,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,08/11/2014,Ravenhurst & Fosse,http://statistics.data.gov.uk/id/statistical-geography/E05005422,2015,Shabbir Aslam,Labour Party [The],http://openelectiondata.org/id/parties/6,Uncontested,Yes,N/A,N/A,N/A,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Ravenhurst & Fosse,http://statistics.data.gov.uk/id/statistical-geography/E05005422,2015,Samantha Jane Maxwell,Labour Party [The],http://openelectiondata.org/id/parties/6,Uncontested,Yes,N/A,N/A,N/A,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,07/11/2014,Ravenhurst & Fosse,http://statistics.data.gov.uk/id/statistical-geography/E05005422,2015,Phillex Lovester Moitt,Labour Party [The],http://openelectiondata.org/id/parties/6,Uncontested,Yes,N/A,N/A,N/A,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,06/11/2014,Pastures,http://statistics.data.gov.uk/id/statistical-geography/E05005421,2012,Ann Margaret Gloria Malthouse,Labour Party [The],http://openelectiondata.org/id/parties/6,281,No,3863,726,18.79%,1
Blaby,http://opendatacommunities.org/id/district-council/blaby,06/11/2014,Pastures,http://statistics.data.gov.uk/id/statistical-geography/E05005421,2012,Michael Laurie Potter,Conservative Party,http://openelectiondata.org/id/parties/25,441,Yes,3863,726,18.79%,1
Blaby,http://opendatacommunities.org/id/district-council/blaby,06/11/2014,Ravenhurst & Fosse,http://statistics.data.gov.uk/id/statistical-geography/E05005422,2012,Michael Laurie Potter,Conservative Party,http://openelectiondata.org/id/parties/25,501,No,5539,1586,28.63%,1
Blaby,http://opendatacommunities.org/id/district-council/blaby,06/11/2014,Ravenhurst & Fosse,http://statistics.data.gov.uk/id/statistical-geography/E05005422,2012,Samantha Jane Maxwell,Labour Party [The],http://openelectiondata.org/id/parties/6,1083,Yes,5539,1586,28.63%,1
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Blaby South,http://statistics.data.gov.uk/id/statistical-geography/E05005411,2011,Anthony Robert Moseley,Liberal Democrats,http://openelectiondata.org/id/parties/26,756,Yes,3695,1650,44.65%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Blaby South,http://statistics.data.gov.uk/id/statistical-geography/E05005410,2011,Bernta Layne,Labour Party [The],http://openelectiondata.org/id/parties/6,208,No,3695,1650,44.65%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Blaby South,http://statistics.data.gov.uk/id/statistical-geography/E05005413,2011,Inga Patricia Windley,Labour Party [The],http://openelectiondata.org/id/parties/6,251,No,3695,1650,44.65%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Blaby South,http://statistics.data.gov.uk/id/statistical-geography/E05005409,2011,Lorna Kathryn Gutteridge,Independent,,369,No,3695,1650,44.65%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Blaby South,http://statistics.data.gov.uk/id/statistical-geography/E05005408,2011,Marian Gail Broomhead,Conservative Party,http://openelectiondata.org/id/parties/25,558,Yes,3695,1650,44.65%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Blaby South,http://statistics.data.gov.uk/id/statistical-geography/E05005412,2011,Michael Antony Munn,Liberal Democrats,http://openelectiondata.org/id/parties/26,555,No,3695,1650,44.65%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Cosby with South Whetstone,http://statistics.data.gov.uk/id/statistical-geography/E05005411,2011,Alan Christopher Tanner,Conservative Party,http://openelectiondata.org/id/parties/25,953,Yes,3671,1685,45.90%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Cosby with South Whetstone,http://statistics.data.gov.uk/id/statistical-geography/E05005410,2011,Gary Niel Jacques,Labour Party [The],http://openelectiondata.org/id/parties/6,394,No,3671,1685,45.90%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Cosby with South Whetstone,http://statistics.data.gov.uk/id/statistical-geography/E05005414,2011,Janet Forey,Conservative Party,http://openelectiondata.org/id/parties/25,988,Yes,3671,1685,45.90%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Cosby with South Whetstone,http://statistics.data.gov.uk/id/statistical-geography/E05005409,2011,Michael George Howkins,Labour Party [The],http://openelectiondata.org/id/parties/6,575,No,3671,1685,45.90%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Countesthorpe,http://statistics.data.gov.uk/id/statistical-geography/E05005410,2011,Andrew John King Edmondson,Liberal Democrats,http://openelectiondata.org/id/parties/26,589,No,5400,2393,44.31%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Countesthorpe,http://statistics.data.gov.uk/id/statistical-geography/E05005411,2011,Carole Edmondson,Liberal Democrats,http://openelectiondata.org/id/parties/26,611,No,5400,2393,44.31%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Countesthorpe,http://statistics.data.gov.uk/id/statistical-geography/E05005414,2011,Charles Edward Geach Thomas,Liberal Democrats,http://openelectiondata.org/id/parties/26,708,No,5400,2393,44.31%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Countesthorpe,http://statistics.data.gov.uk/id/statistical-geography/E05005413,2011,David Jennings,Conservative Party,http://openelectiondata.org/id/parties/25,1891,Yes,5400,2393,44.31%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Countesthorpe,http://statistics.data.gov.uk/id/statistical-geography/E05005412,2011,David John Findlay,Conservative Party,http://openelectiondata.org/id/parties/25,1134,Yes,5400,2393,44.31%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Countesthorpe,http://statistics.data.gov.uk/id/statistical-geography/E05005415,2011,Joan Lloyd Weatherstone,Conservative Party,http://openelectiondata.org/id/parties/25,1127,Yes,5400,2393,44.31%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Croft Hill,http://statistics.data.gov.uk/id/statistical-geography/E05005411,2011,David Louis Free,Conservative Party,http://openelectiondata.org/id/parties/25,545,Yes,1735,772,44.50%,1
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Croft Hill,http://statistics.data.gov.uk/id/statistical-geography/E05005411,2011,Paul Pearce,Labour Party [The],http://openelectiondata.org/id/parties/6,219,No,1735,772,44.50%,1
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Ellis,http://statistics.data.gov.uk/id/statistical-geography/E05005412,2011,John Peachey,Liberal Democrats,http://openelectiondata.org/id/parties/26,794,No,3999,1744,43.61%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Ellis,http://statistics.data.gov.uk/id/statistical-geography/E05005412,2011,John Springthorpe,Liberal Democrats,http://openelectiondata.org/id/parties/26,884,Yes,3999,1744,43.61%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Ellis,http://statistics.data.gov.uk/id/statistical-geography/E05005412,2011,Lee Martin breckon,Conservative Party,http://openelectiondata.org/id/parties/25,826,Yes,3999,1744,43.61%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Ellis,http://statistics.data.gov.uk/id/statistical-geography/E05005412,2011,Mary Doreen Kapadia,Conservative Party,http://openelectiondata.org/id/parties/25,592,No,3999,1744,43.61%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Enderby & St Johns,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2011,David Ronald Michael Widdowson,Labour Party [The],http://openelectiondata.org/id/parties/6,382,No,3573,1335,37.36%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Enderby & St Johns,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2011,Jacqueline Anne Dickinson,Conservative Party,http://openelectiondata.org/id/parties/25,782,Yes,3573,1335,37.36%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Enderby & St Johns,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2011,Jill Blackwell,Conservative Party,http://openelectiondata.org/id/parties/25,780,Yes,3573,1335,37.36%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Enderby & St Johns,http://statistics.data.gov.uk/id/statistical-geography/E05005416,2011,Sharleen Thurman,Labour Party [The],http://openelectiondata.org/id/parties/6,410,No,3573,1335,37.36%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Fairestone,http://statistics.data.gov.uk/id/statistical-geography/E05005414,2011,Barbara Mary Parkins,Conservative Party,http://openelectiondata.org/id/parties/25,757,Yes,3803,1558,40.97%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Fairestone,http://statistics.data.gov.uk/id/statistical-geography/E05005414,2011,Christine Lilian Tordoff,Liberal Democrats,http://openelectiondata.org/id/parties/26,477,No,3803,1558,40.97%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Fairestone,http://statistics.data.gov.uk/id/statistical-geography/E05005414,2011,John Overton Hudson,Conservative Party,http://openelectiondata.org/id/parties/25,851,Yes,3803,1558,40.97%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Fairestone,http://statistics.data.gov.uk/id/statistical-geography/E05005414,2011,Patrick Arthur Gamble,Liberal Democrats,http://openelectiondata.org/id/parties/26,559,No,3803,1558,40.97%,2
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Forest,http://statistics.data.gov.uk/id/statistical-geography/EE05005415,2011,David Roger Clements,Conservative Party,http://openelectiondata.org/id/parties/25,1135,Yes,5544,2135,38.51%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Forest,http://statistics.data.gov.uk/id/statistical-geography/EE05005415,2011,Edith Grace Fox,Labour Party [The],http://openelectiondata.org/id/parties/6,693,No,5544,2135,38.51%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Forest,http://statistics.data.gov.uk/id/statistical-geography/EE05005415,2011,John Anthony Dolby,Conservative Party,http://openelectiondata.org/id/parties/25,1117,Yes,5544,2135,38.51%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Forest,http://statistics.data.gov.uk/id/statistical-geography/EE05005415,2011,Julia Mary Cotterill,Labour Party [The],http://openelectiondata.org/id/parties/6,579,No,5544,2135,38.51%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Forest,http://statistics.data.gov.uk/id/statistical-geography/EE05005415,2011,Malcolm Francis Fox,Labour Party [The],http://openelectiondata.org/id/parties/6,683,No,5544,2135,38.51%,3
Blaby,http://opendatacommunities.org/id/district-council/blaby,05/11/2014,Forest,http://statistics.data.gov.uk/id/statistical-geography/EE05005415,2011,Paul Michael Preston,British National Party,http://openelectiondata.org/id/parties/38,218,No,5544,2135,38.51%,3
