ExtractDate,ItemCount,ReturnCode,FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Hygiene,Structural,ConfidenceInManagement,SchemeType,NewRatingPending,Location
29/03/2017,1261,Success,268752,05920/0024/0/000,Alternative Tuck Shop,Restaurant/Cafe/Canteen,1,OX1 3SB,5,fhrs_5_en-GB,08/02/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"24 Holywell Street Oxford Oxfordshire OX1 3SB
UK
(51.755137, -1.252624)"
29/03/2017,1261,Success,739537,15/00025/COM,Amelia Earl Private Catering,Other catering premises,7841,,5,fhrs_5_en-GB,06/09/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,
29/03/2017,1261,Success,862629,16/00055/COM,Amigo Shop (West Wing),Retailers - other,4613,OX3 9DU,4,fhrs_4_en-GB,05/10/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,10,FHRS,False,"University Of Oxford West Wing John Radcliffe Hospital Headley Way OX3 9DU
UK
(51.763879, -1.219818)"
29/03/2017,1261,Success,269161,08980/2020/3/001,AMT,Takeaway/sandwich shop,7844,,3,fhrs_3_en-GB,15/06/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,10,10,FHRS,False,"Oxford Railway Station Park End Street Oxford
UK
(51.75289, -1.268151)"
29/03/2017,1261,Success,268490,02870/2011/2/000,AMT,Mobile caterer,7846,OX1 3EY,5,fhrs_5_en-GB,22/12/2014,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"Street Trader - Church Of St Michae Cornmarket Street Oxford OX1 3EY
UK
(51.753501, -1.25833)"
29/03/2017,1261,Success,269345,11040/0030/0/000,Angel And Greyhound,Pub/bar/nightclub,7843,OX4 1AB,5,fhrs_5_en-GB,15/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,0,FHRS,False,"30 St Clement's Street Oxford Oxfordshire OX4 1AB
UK
(51.75033, -1.243114)"
29/03/2017,1261,Success,268937,07110/0055/3/005,Angels,Pub/bar/nightclub,7843,OX1 2HS,3,fhrs_3_en-GB,30/08/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,5,10,FHRS,False,"Unit 3 Dartington House 55 Little Clarendon Street OX1 2HS
UK
(51.758565, -1.261493)"
29/03/2017,1261,Success,269224,10/00001/COM,Angrid Thai Canteen,Restaurant/Cafe/Canteen,1,OX1 2BJ,4,fhrs_4_en-GB,26/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,5,5,FHRS,False,"Unit D Threeways House George Street OX1 2BJ
UK
(51.753851, -1.261062)"
29/03/2017,1261,Success,269328,11/00030/COM,Annabels Cakes,Other catering premises,7841,,5,fhrs_5_en-GB,17/06/2011,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,
29/03/2017,1261,Success,759565,15/00048/COM,Anne Marie's Cakes,Other catering premises,7841,,5,fhrs_5_en-GB,24/04/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,
29/03/2017,1261,Success,362213,12/00021/COM,Ann's Munchies,Other catering premises,7841,,5,fhrs_5_en-GB,28/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,
29/03/2017,1261,Success,269482,13070/2000/2/000,Aramark UK Ltd,Hospitals/Childcare/Caring Premises,5,OX3 7DD,5,fhrs_5_en-GB,13/11/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,"Nuffield Orthopaedic Centre Windmill Road Headington OX3 7DD
UK
(51.754962, -1.207861)"
29/03/2017,1261,Success,949738,17/00028/COM,Arbequina,Restaurant/Cafe/Canteen,1,OX4 1JB,5,fhrs_5_en-GB,23/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,5,FHRS,False,"74 Cowley Road Oxford Oxfordshire OX4 1JB
UK
(51.748732, -1.240751)"
29/03/2017,1261,Success,269392,11590/0034/0/000,Arden Lodge,Hotel/bed & breakfast/guest house,7842,OX2 8DX,5,fhrs_5_en-GB,09/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,5,FHRS,False,"34 Sunderland Avenue Oxford Oxfordshire OX2 8DX
UK
(51.78858, -1.273283)"
29/03/2017,1261,Success,938228,16/00157/COM,Artisan Cafe,Restaurant/Cafe/Canteen,1,OX1 1BT,4,fhrs_4_en-GB,14/12/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,10,5,FHRS,False,"98 St Aldate's Oxford Oxfordshire OX1 1BT
UK
(51.750771, -1.257303)"
29/03/2017,1261,Success,759564,15/00047/COM,Asda Living,Restaurant/Cafe/Canteen,1,OX4 3JP,5,fhrs_5_en-GB,29/04/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,0,FHRS,False,"Unit 4 Templars Shopping Park Between Towns Road OX4 3JP
UK
(51.733819, -1.218019)"
29/03/2017,1261,Success,268407,00940/3436/3/000,Ashmolean Dining Room And Cafe,Restaurant/Cafe/Canteen,1,OX1 2PG,5,fhrs_5_en-GB,10/06/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"34-36 Beaumont Street Oxford Oxfordshire OX1 2PG
UK
(51.755155, -1.2612)"
29/03/2017,1261,Success,268961,07220/0148/A/000,Asian Mama The Chinese Restaurant,Restaurant/Cafe/Canteen,1,OX3 9ED,4,fhrs_4_en-GB,21/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,10,5,FHRS,False,"148A London Road Headington Oxford OX3 9ED
UK
(51.760437, -1.209286)"
29/03/2017,1261,Success,268615,04690/0005/0/000,Ask,Restaurant/Cafe/Canteen,1,OX1 2AT,5,fhrs_5_en-GB,22/08/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"5 George Street Oxford Oxfordshire OX1 2AT
UK
(51.753634, -1.259414)"
29/03/2017,1261,Success,269178,09/00054/COM,At Thai,Restaurant/Cafe/Canteen,1,OX1 4DF,5,fhrs_5_en-GB,15/06/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"129 High Street Oxford Oxfordshire OX1 4DF
UK
(51.752086, -1.256238)"
29/03/2017,1261,Success,268543,03030/0255/1/00F,Athena Guest House,Hotel/bed & breakfast/guest house,7842,OX4 1XQ,3,fhrs_3_en-GB,23/09/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,10,10,FHRS,False,"255 Cowley Road Oxford Oxfordshire OX4 1XQ
UK
(51.744962, -1.229255)"
29/03/2017,1261,Success,701759,14/00084/COM,Atif Superstore,Retailers - other,4613,OX4 1UH,4,fhrs_4_en-GB,22/10/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,10,FHRS,False,"256 Cowley Road Oxford Oxfordshire OX4 1UH
UK
(51.746044, -1.232496)"
29/03/2017,1261,Success,932831,16/00153/COM,Atik,Pub/bar/nightclub,7843,OX1 1JD,4,fhrs_4_en-GB,26/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,10,FHRS,False,"Cantay House 36 - 39 Park End Street Oxford OX1 1JD
UK
(51.752641, -1.265877)"
29/03/2017,1261,Success,737365,15/00012/COM,Atomic Burger,Restaurant/Cafe/Canteen,1,OX4 1JE,4,fhrs_4_en-GB,26/07/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,5,5,FHRS,False,"92 Cowley Road Oxford Oxfordshire OX4 1JE
UK
(51.748325, -1.239077)"
29/03/2017,1261,Success,269064,08/00143/COM,Atomic Pizza,Restaurant/Cafe/Canteen,1,OX4 1XG,5,fhrs_5_en-GB,11/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,5,FHRS,False,"247 Cowley Road Oxford Oxfordshire OX4 1XG
UK
(51.745718, -1.230778)"
29/03/2017,1261,Success,889453,16/00074/COM,Aziz The Chequers,Restaurant/Cafe/Canteen,1,OX3 8JN,3,fhrs_3_en-GB,05/05/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,10,10,FHRS,False,"The Chequers 17A Beaumont Road Oxford OX3 8JN
UK
(51.759473, -1.196944)"
29/03/2017,1261,Success,269410,12030/0010/3/000,B & M Bargains,Retailers - other,4613,OX4 3UZ,5,fhrs_5_en-GB,25/11/2014,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,0,FHRS,False,"10 The Square Oxford Oxfordshire OX4 3UZ
UK
(51.731724, -1.216564)"
29/03/2017,1261,Success,816794,15/00133/COM,B & S Flavor,Other catering premises,7841,,4,fhrs_4_en-GB,04/03/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,5,5,FHRS,False,
29/03/2017,1261,Success,941751,17/00004/COM,Bainton Road Nursery,Hospitals/Childcare/Caring Premises,5,OX2 7AF,5,fhrs_5_en-GB,12/01/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"Bainton Road Oxford Oxfordshire OX2 7AF
UK
(51.771042, -1.269709)"
29/03/2017,1261,Success,268828,06100/0315/2/000,Balkan Lodge Hotel,Hotel/bed & breakfast/guest house,7842,OX4 4AG,1,fhrs_1_en-GB,14/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,20,FHRS,False,"315 Iffley Road Oxford Oxfordshire OX4 4AG
UK
(51.738712, -1.234604)"
29/03/2017,1261,Success,268457,01600/2005/2/000,Balliol College,School/college/university,7845,OX1 3BJ,5,fhrs_5_en-GB,18/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,0,5,FHRS,False,"Broad Street Oxford Oxfordshire OX1 3BJ
UK
(51.755303, -1.257446)"
29/03/2017,1261,Success,268460,01600/2014/2/000,Balliol College - JCR Pantry,Restaurant/Cafe/Canteen,1,OX1 3BJ,5,fhrs_5_en-GB,02/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,0,FHRS,False,"Balliol College Broad Street Oxford OX1 3BJ
UK
(51.755303, -1.257446)"
29/03/2017,1261,Success,268843,06380/0000/2/000,Balliol College Sports Ground,Other catering premises,7841,,5,fhrs_5_en-GB,24/02/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,
29/03/2017,1261,Success,269218,09800/2001/2/000,Balliol Day Nursery,Hospitals/Childcare/Caring Premises,5,OX2 6UE,5,fhrs_5_en-GB,25/02/2015,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,0,FHRS,False,"Balliol College Rawlinson Road Oxford OX2 6UE
UK
(51.76887, -1.264527)"
29/03/2017,1261,Success,701766,14/00095/COM,Taste Tibet,Mobile caterer,7846,,4,fhrs_4_en-GB,26/09/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,,,,FHRS,False,
29/03/2017,1261,Success,268511,03030/0088/0/000,Baltic Food,Takeaway/sandwich shop,7844,OX4 1JB,4,fhrs_4_en-GB,19/11/2014,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,5,10,FHRS,False,"88 Cowley Road Oxford Oxfordshire OX4 1JB
UK
(51.748732, -1.240751)"
29/03/2017,1261,Success,548822,13/00022/COM,Bamboo,Restaurant/Cafe/Canteen,1,OX1 1HU,5,fhrs_5_en-GB,16/01/2017,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"17 Park End Street Oxford Oxfordshire OX1 1HU
UK
(51.75252, -1.26811)"
29/03/2017,1261,Success,841948,16/00004/COM,Banana Tree,Restaurant/Cafe/Canteen,1,OX1 2BQ,5,fhrs_5_en-GB,06/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,0,0,5,FHRS,False,"63 George Street Oxford Oxfordshire OX1 2BQ
UK
(51.753323, -1.26291)"
29/03/2017,1261,Success,268811,06070/0042/A/000,Bangkok House,Restaurant/Cafe/Canteen,1,OX1 2EP,2,fhrs_2_en-GB,23/08/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,15,10,10,FHRS,False,"42A Hythe Bridge Street Oxford Oxfordshire OX1 2EP
UK
(51.753434, -1.266212)"
29/03/2017,1261,Success,932824,16/00143/COM,Banh Mi Pho You,Other catering premises,7841,,4,fhrs_4_en-GB,10/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,10,FHRS,False,
29/03/2017,1261,Success,862635,16/00061/COM,Bannisters,Restaurant/Cafe/Canteen,1,OX4 1SJ,4,fhrs_4_en-GB,26/10/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,10,5,FHRS,False,"245 Iffley Road Oxford Oxfordshire OX4 1SJ
UK
(51.740944, -1.236507)"
29/03/2017,1261,Success,268536,03030/0234/0/000,Bar Aroma,Pub/bar/nightclub,7843,OX4 1UH,3,fhrs_3_en-GB,20/04/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,10,10,10,FHRS,False,"234 Cowley Road Oxford Oxfordshire OX4 1UH
UK
(51.746043, -1.232495)"
29/03/2017,1261,Success,848731,16/00030/COM,Bar Meze,Restaurant/Cafe/Canteen,1,OX3 9ED,2,fhrs_2_en-GB,04/11/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,15,10,10,FHRS,False,"146 London Road Headington Oxford OX3 9ED
UK
(51.760437, -1.209286)"
29/03/2017,1261,Success,848720,16/00017/COM,Barefoot Oxford Ltd,Restaurant/Cafe/Canteen,1,OX2 6EA,4,fhrs_4_en-GB,04/02/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,10,FHRS,False,"74A Walton Street Oxford Oxfordshire OX2 6EA
UK
(51.761412, -1.268111)"
29/03/2017,1261,Success,268797,06/00228/COM,Barnardo's - Viking House,Hospitals/Childcare/Caring Premises,5,OX3 9DD,5,fhrs_5_en-GB,21/01/2016,269,Oxford City,http://www.oxford.gov.uk,foodsafety@oxford.gov.uk,5,5,5,FHRS,False,"45 - 47 Saxon Way Oxford Oxfordshire OX3 9DD
UK
(51.767691, -1.220999)"
