Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,360.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,295.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5305.1100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,287.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5261.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5530.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5473.9200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5413.7200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,259.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,254.2500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,218.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,208.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,179.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,153.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,18.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,18052.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5381.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5100.7400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,414.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,REDACTED OTHER SPEND,20348.9700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5048.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,4715.9400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,4705.9200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,4641.8600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,20974.3300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,4641.1100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,21166.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,4543.3900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,4387.6900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,4175.8100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,29784.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,30258.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,30893.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,3582.2300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,3563.5800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,282345.7900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,298892.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,3548.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,473318.2100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,3464.6900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,3422.9000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,419.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,3400.7200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,3339.5100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,3189.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,1505.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,725710.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,762956.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,1232.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,934.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,891.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,1196281.4900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,873.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5373.6800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,761.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,733.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,551.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,11893.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,11725.3200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,11441.8300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,11376.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,11039.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,10554.3600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,9337.4400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,9139.8300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,9018.4400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,8598.9200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,8423.7300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,8207.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,7890.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,7881.5500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,7834.3000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,7538.3600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,7466.6200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,7382.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,7124.3200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,7086.0400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,6686.4400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,6641.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,6447.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,6368.7100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,6291.1700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5953.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5856.4300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5606.7300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,5531.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150122,CHAPS,V-Central Items,REDACTED PERSONAL DATA,,978-Short Term Creditors-Govt Dept,13147.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150127,CHAPS,V-Central Items,NOTTINGHAM AND NOTTINGHAMSHIRE REFUGEE FORUM,,450-Grants,30000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150128,CHAPS,V-Central Items,TAY VALLEY LIGHTING,,,498524.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150130,CHAPS,V-Central Items,WORCESTERSHIRE CC,,99B-Short Term Borrowing,5000000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150130,CHAPS,V-Central Items,WORCESTERSHIRE CC,,720-Interest,5868.4900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,471438,N-Development & Growth - Services,2BM LTD,NG9 6DZ,200-R & M of Buildings,1193.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,471352,G-C & A - Over 18's,ABBEYFIELD UK,NG5 3FS,520-Community Care,1338.2400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,ALDI,NG5 6BJ,408-Materials General,94.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,F-C & A - Central,ALDI,NG5 6BJ,412-Provisions,44.2200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,ALDI,NG5 6BJ,408-Materials General,29.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,ALDI,NG5 6BJ,408-Materials General,139.3900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,ALDI,NG5 6BJ,408-Materials General,3.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,8.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,9.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,C-Community Services,"AMAZON SVCS EUROPE,SAR",L2338,401-Operational Equipment,51.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,7.4900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,P-Royal Centre,"AMAZON SVCS EUROPE,SAR",L2338,426-Stationery,14.9400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,12.7200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,5.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,2.1300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,11.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,20.3000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,12.3600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,8.4800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,2.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,51.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,6.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,19.7900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,F-C & A - Central,"AMAZON SVCS EUROPE,SAR",L2338,150-Other Indirect Expenses,9.9300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,"AMAZON SVCS EUROPE,SAR",L2338,408-Materials General,33.9600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,F-C & A - Central,AMAZON UK MARKETPLACE,L2338,427-General office supplies,79.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,C-Community Services,AMAZON UK MARKETPLACE,L2338,426-Stationery,12.0400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,AMAZON UK MARKETPLACE,L2338,408-Materials General,47.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,G-C & A - Over 18's,AMAZON UK MARKETPLACE,L2338,475-Other Services,23.4500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,AMAZON UK RETAIL,L2338,408-Materials General,8.9500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,AMAZON UK RETAIL,L2338,408-Materials General,11.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,AMAZON UK RETAIL,L2338,408-Materials General,23.9600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,AMAZON UK RETAIL,L2338,408-Materials General,22.0800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,C-Community Services,AMAZON UK RETAIL,L2338,401-Operational Equipment,47.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,C-Community Services,AMAZON UK RETAIL,L2338,401-Operational Equipment,47.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,C-Community Services,AMAZON UK RETAIL,L2338,401-Operational Equipment,39.9000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,C-Community Services,AMAZON UK RETAIL,L2338,401-Operational Equipment,47.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,C-Community Services,AMAZON UK RETAIL,L2338,401-Operational Equipment,47.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,C-Community Services,AMAZON UK RETAIL,L2338,401-Operational Equipment,47.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,C-Community Services,AMAZON UK RETAIL,L2338,401-Operational Equipment,47.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,G-C & A - Over 18's,AMAZON UK RETAIL,L2338,475-Other Services,26.7900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,AMAZON UK RETAIL,L2338,408-Materials General,9.7500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,F-C & A - Central,AMAZON UK RETAIL,L2338,427-General office supplies,9.2500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,AMAZON UK RETAIL,L2338,408-Materials General,17.9700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,P-Card,E-C & A  - Schools,AMAZON UK RETAIL,L2338,408-Materials General,8.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150202,471353,G-C & A - Over 18's,ANNESLEY OLDERCARE LTD,NG6 8BL,520-Community Care,30014.8100000000
