OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,CO228642600109228,Traffic Data Collection,CITY DEVELOPMENT,,,18/08/2016,,,,,"£12,222.00",,"C A TRAFFIC LIMITED, Griffin Lane, NULL, AYLESBURY, HP19 8BP",,c) Small,,Richard Tinker,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,CA259242601267,Residential Care,CHILDRENS SERVICES,,,19/08/2016,,,,,"£17,957.99",,"CARE IN MIND RESIDENTIAL, 2 Hilliards Court, Chester Business Park, CHESTER, CH4 9PX",,Other/Not known,,Iain Dunn,Non-influenceable 
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,CA569642601E18/07/2016,Home Care,ADULT SOCIAL CARE,,,19/08/2016,,,,,"£79,972.71",,"CAREMARK (LEEDS), Northwest Business Park, 1 Servia Hill, LEEDS, LS6 2QH",,b) Micro,,Tony Bailey / Julia Holden,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,CE0115425842324782,Agency staffing for the Vine,CHILDRENS SERVICES,,,02/08/2016,,,,,"£58,818.00",,"CELSIAN GROUP LIMITED, 800 The Boulevard, Capability Green, LUTON, LU1 3BA",,d) Medium,,Barbara Newton,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,YO927A426019101955851,HS2 East Partnership,CITY DEVELOPMENT,,,19/08/2016,,,,,"£13,975.00",,"CITY OF YORK COUNCIL, Cust & Business Support Services, West Offices  Station Rise, YORK, YO1 6GA",,e) Large,,Toby Meekings,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,CI605342612CFL000548,Carry out slew and lowering of ducts,CITY DEVELOPMENT,,,30/08/2016,,,,,"£27,615.15",,"CITYFIBRE LTD, 15 Bedford Street, NULL, LONDON, WC2E 9HE",,Other/Not known,,Richard Tinker,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,CO0036426134609,Armley Moor Health Centre - Rent,CITY DEVELOPMENT,,,31/08/2016,,,,,"£17,162.98",,"COMMUNITY VENTURES COMPANY (NO.1) LTD, 4340 Park Approach, Thorpe Park, LEEDS, LS15 8GB",,b) Micro,,Benjamin Middleton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,CO165442586105613,Home Care,ADULT SOCIAL CARE,,,04/08/2016,,,,,"£43,316.67",,"COMPLETE CARE AGENCY, 1 Airport West, First Floor Lancaster Way, LEEDS, LS19 7ZA",,b) Micro,,Tony Bailey / Julia Holden,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,EN025542583IN275044,Door Entry Systems,ENVIRONMENT & HOUSING,,,01/08/2016,,,,,"£27,988.60",,"ENTROTEC LTD, Access House 5 Ashwood Court, Oakbank, LIVINGSTON, EH53 0TL",,c) Small,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,EU515742593SC1026-01A-2016,Maintenance of Moveable Floors and Booms,CIVIC ENTERPRISE LEEDS,,,11/08/2016,,,,,"£6,740.00",,"EURO POOLS SERVICE LTD, Euro House 423 Hillington Road, Hillington Park, GLASGOW, G52 4BL",,c) Small,,Andrew McCulloch,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,EU523442607ES16-931,Hire of Big Screen,CITY DEVELOPMENT,,,25/08/2016,,,,,"£8,500.00",,"EURO SCREENS LIMITED, Unit 11 Longridge Trading Estate, NULL, KNUTSFORD, WA16 8PR",,Other/Not known,,Neil McDonald / Paul Footitt,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,FU004642587120339,Replacement of Boiler Control Panel,CITY DEVELOPMENT,,,05/08/2016,,,,,"£5,554.90",,"FULTON BOILER WORKS (GREAT BRITAIN), 5 Fernhurst Road, NULL, BRISTOL, BS5 7FG",,Other/Not known,,Emma Meades,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,GC003842593110598,ICT Agency Staff,CENTRAL & CORPORATE,,,11/08/2016,,,,,"£9,200.00",,"GCS RECRUITMENT SPECIALISTS LTD, 2 Wesley Gate  70-74 Queens Road, NULL, READING, RG1 4AP",,c) Small,,Steven Bedford,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,GL222642600P5,Emergency Accommodation,ADULT SOCIAL CARE,,,18/08/2016,,,,,"£6,120.00",,"GLENGARTH HOTEL, 162 Woodsley Road, NULL, LEEDS, LS2 9LZ",,b) Micro,,Tony Bailey / Julia Holden,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,GL016942591709480,Radio Advertising - Visit Leeds,CITY DEVELOPMENT,,,09/08/2016,,,,,"£9,797.24",,"GLOBAL RADIO SERVICES LTD, Po Box 2020, NULL, READING, RG31 7FG",,e) Large,,Jennifer Young,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,GR372742591S7794,Removal of Fencing,ENVIRONMENT & HOUSING,,,09/08/2016,,,,,"£5,725.00",,"GROUNDWORK LEEDS, Environmental & Business Services, Merlyn-Rees Avenue, MORLEY  LEEDS, LS27 9SL",,d) Medium,,Bob Bradley / Victoria Nunns,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,SM929242587045294,Playgorund Equipment,ENVIRONMENT & HOUSING,,,05/08/2016,,,,,"£8,226.00",,"HAGS-SMP LTD, Waterfront Complex, Shipyard Ind Estate, SELBY, YO8 8AP",,d) Medium,,Bob Bradley / Victoria Nunns,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,HI052442612LETENCO/5AC,Leaving Care Rents,CHILDRENS SERVICES,,,30/08/2016,,,,,"£12,000.00",,"HINTON & DOWNES LTD, 399 High Road, NULL, HARROW WEALD, HA3 6EL",,Other/Not known,,Iain Dunn,Non-influenceable 
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,HU1610426081000233934,Contribution for DSPH Network,PUBLIC HEALTH,,,26/08/2016,,,,,"£13,000.00",,"HULL CITY COUNCIL, Finance Treasury Building, Guildhall Road, HULL, HU1 2AB",,Other/Not known,,Lynne Hellewell,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,JA036042594LCC077,Home Care,ADULT SOCIAL CARE,,,12/08/2016,,,,,"£9,212.16",,"JAYS HOMECARE LTD, Hsbc Invoice Finance (Uk) Ltd, Farncombe Road, WORTHING, BN11 2BW",,c) Small,,Tony Bailey / Julia Holden,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,JO281842592103,"LGA Organisational Development
Travel Expenses",ADULT SOCIAL CARE,,,10/08/2016,,,,,"£6,953.40",,"JOHN ATKINSON, 16 Elsee Road, NULL, RUGBY, CV21 3BA",,Other/Not known,,Manraj Khela,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,JO213242586449,Exhibition Materials,CITY DEVELOPMENT,,,04/08/2016,,,,,"£9,195.00",,"JOURNAL LIMITED,  Unit 12 Aire Street Workshops, 31- 34 Aire Street, LEEDS, LS1 4HT",,Other/Not known,,Yvonne hardman,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,SY962342585NE1949,Solid & Glazed Screens Rothwell at Library,ENVIRONMENT & HOUSING,,,03/08/2016,,,,,"£10,912.00",,"K D SYSTEMS NORTH EAST LTD, 3370 Century Way, Thorpe Park, LEEDS, LS15 8ZB",,b) Micro,,Phil Rigby,Non-Contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,KE123542613169247,Legal Fees,CENTRAL & CORPORATE,,,31/08/2016,,,,,"£9,463.00",,"KERRY BRETHERON, Tanfield Chambers  2-5 Warwick Court, NULL, LONDON, WC1 5DJ",,Other/Not known,,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,LE6969426006077597 12591,Salaries for Growth Service Secondees,CITY DEVELOPMENT,,,18/08/2016,,,,,"£6,389.95",,"LEEDS BECKETT UNIVERSITY, Cashiers Office  Room 202, Queen Square House  Woodhouse Lane, LEEDS, LS2 8NU",,Other/Not known,,Phil Cole,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,LE02774260070006924,Retail Pre-employment Training - John Lewis,CHILDRENS SERVICES,,,18/08/2016,,,,,"£8,350.00",,"LEEDS CITY COLLEGE, College House, Park Lane, LEEDS, LS3 1AA",,e) Large,,Iain Dunn,Non-Contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,LE240742587260516,MABS project,STRATEGIC LANDLORD,,,05/08/2016,,,,,"£90,000.00",,"LEEDS CITY CREDIT UNION LTD, 2nd Floor Westminster Buildings, 31 New York Street, LEEDS, LS2 7DT",,c) Small,,Mandy Sawyer,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,LE08304258524877658,Pharmacy Technician Training,ADULT SOCIAL CARE,,,03/08/2016,,,,,"£18,750.00",,"LEEDS COMMUNITY HEALTHCARE NHS TRUST, Ry6 Receivables C639 Shared Bus Services, Phoenix House Topcliffe Lane, WAKEFIELD, WF3 1WE",,Other/Not known,,Michelle Atkinson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,WO0356425875100550,Trade Union Salaries,CHILDRENS SERVICES,,,05/08/2016,,,,,"£10,661.84",,"LEODIS ACADEMIES TRUST, Rein Road, Tingley, WAKEFIELD, WF3 1JQ",,d) Medium,,Julia Shemilt,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,MA3332425943207526,Visit Leeds participation in Marketing Manchester,CITY DEVELOPMENT,,,12/08/2016,,,,,"£15,000.00",,"MARKETING MANCHESTER, Lee House, 90 Great Bridgewater Street, MANCHESTER, M1 5JW",,d) Medium,,Claire Heap,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,MA578442586134057,Clyde Court and Grange and Wortley Heights and Towers Fire Equipment,ENVIRONMENT & HOUSING,,,04/08/2016,,,,,"£23,944.00",,"MAYFAIR FIRE AND SECURITY, Adelaide House, Vivars Way  Selby, NORTH YORKSHIRE, YO8 8BE",,d) Medium,,Adam Crampton,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,NH0350425917014700821,Leeds Care Record,BETTER CARE FUND,,,09/08/2016,,,,,"£227,311.30",,"NHS LEEDS NORTH CCG, 02v Receivables L509 Shared Business Ser, Phoenix House Topcliffe Lan, WAKEFIELD, WF3 1WE",,e) Large,,Stephen Hayes,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,NI974942606272037,Legal Fees,ENVIRONMENT & HOUSING,,,24/08/2016,,,,,"£7,000.00",,"NICOLA TWINE, Parklane Plowden, 19 Westgate, LEEDS, LS1 2RD",,Other/Not known,,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,NO0465425970000014339,ATM Installation,CITY DEVELOPMENT,,,15/08/2016,,,,,"£6,966.60",,"NOTE MACHINE UK LTD, Russel House Elvicta Business Park, Crickhowell, POWYS, NP8 1DF",,e) Large,,Chris Ashby,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,OL022242600OGLI975,Translation and Interpretation Services,CITIZENS AND COMMUNITIES,,,18/08/2016,,,,,"£11,794.68",,"OLIVER GRANGE SERVICES LTD, 70 Plover Road  Heritage Exchange, Lindley, HUDDERSFIELD, HD3 3HR",,b) Micro,,Angela Rymer,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,PE1086425837417,Pest Control,ENVIRONMENT & HOUSING,,,01/08/2016,,,,,"£5,038.00",,"PC PEST CONTROL LTD, Unit 2 Eagle Point, Telford Way, WAKEFIELD, WF2 0XW",,b) Micro,,Stacey Rockcliffe,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,SI061742608258107,Legal Fees,CENTRAL & CORPORATE,,,26/08/2016,,,,,"£20,369.61",,"SIMON WILKINSON, Parklane Plowden, 19 Westgate, LEEDS, LS1 2RD",,a) Individual,,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,FI968142607004592,Venue for EU Referendum Count,CITIZENS AND COMMUNITIES,,,25/08/2016,,,,,"£16,935.00",,"SMG (UK) LTD, First Direct Arena, Arena Way, LEEDS, LS2 8BY",,e) Large,,Philippa Elliott,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,SO0234426055263,Furniture,ADULT SOCIAL CARE,,,23/08/2016,,,,,"£11,546.88",,"SOLK FURNITURE HEALTHCARE LTD, Brandon Street, Armley Road, LEEDS, LS12 2ED",,b) Micro,,Jane Charlton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,ST012542600J3121603,Streamline Charges,CENTRAL & CORPORATE,,,18/08/2016,,,,,"£16,900.28",,"STREAMLINE CHARGES, Gateshead Card Centre, Victory House, Fifth Avenue, GATESHEAD, NE8 1HJ",,c) Small,,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,SU101442604610259,Tropical World Redevelopment,ENVIRONMENT & HOUSING,,,22/08/2016,,,,,"£8,986.00",,"SUSTAINABLE SOURCES LIMITED, Windy Harbour Green Lane, Heptonstall, HEDBEN BRIDGE, HX7 7PD",,Other/Not known,,Liz Bradley / Shaun Gregory / David Morgan,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,SU509342585170172,Skelton Bridge Project,CITY DEVELOPMENT,,,03/08/2016,,,,,"£14,939.00",,"SUSTRANS LTD, 2 Cathedral Square, College Green, BRISTOL, BS1 5DD",,e) Large,,Chris Coulson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,TR087942587OP/I003459,Low Emission Conversions,CITY DEVELOPMENT,,,05/08/2016,,,,,"£153,000.00",,"TRANSDEV BLAZEFIELD LTD, Prospect Park  Broughton Way, NULL, HARROGATE, HG2 7NY",,Other/Not known,,Richard Tinker,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,GE983542601GEN31923,ICT Agency Staff,CENTRAL & CORPORATE,,,19/08/2016,,,,,"£7,200.00",,"TRIAD RESOURCING, 37 Sunningdale House, Caldecotte Business Park, MILTON KEYNES, MK7 8LF",,d) Medium,,Steven Bedford,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,VI0206425903010728,Outreach Support,ENVIRONMENT & HOUSING,,,08/08/2016,,,,,"£23,750.00",,"VICTIM SUPPORT, 56 Hallam Street, NULL, LONDON, W1W 6JL",,e) Large,,Harvinder Saimbhi,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,TN297242587IN18US16006837,Postal Charges,CIVIC ENTERPRISE LEEDS,,,05/08/2016,,,,,"£27,625.71",,"WHISTL UK LIMITED, Meridian House, Fieldhouse Lane, MARLOW, SL7 1TB",,e) Large,,Philippa Elliott,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,30/09/2016,YO052342591SI-124,Kirkgate Market Refurbishment,CITY DEVELOPMENT,,,09/08/2016,,,,,"£30,643.00",,"YOU & ME MEDIA LTD, Delph End, Delph House, Pudsey, LEEDS, LS28 8LJ",,Other/Not known,,Balbinder Mann,Non-Contract
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
