OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,DE133116/69,Supply of Furniture,CITY DEVELOPMENT,,,04/05/2016,,,,,"£9,660.00",,"DESIGN SHACK INTERIORS, Cottage Pasture Lane, Lowdham Road   Gunthorpe, NOTTINGHAM, NG14 7EQ",,Unknown,,Anthony Wiles,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,DO49569900166A,Fostering Allowance,CHILDRENS SERVICES,,,05/05/2016,,,,,"£25,662.00",,"DONCASTER MBC, Financial & Corpoirate Services, Po Box 443, DONCASTER, DN1 1GG",,e) Large,,Iain Dunn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,EI119590121499,Playground Equipment,ENVIRONMENT & HOUSING,,,13/05/2016,,,,,"£23,518.02",,"EIBE PLAY LTD, Eibe House Home Farm A3 By Pass Road, Hurtmore Nr Godalming, SURREY, GU8 6AD",,Unknown,,Melanie Flesher ,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,FA058X16101980,Crematoria Works,ENVIRONMENT & HOUSING,,,24/05/2016,,,,,"£27,962.72",,"FACULTATIEVE TECHNOLOGIES LTD, Moor Road, NULL, LEEDS, LS10 2DD",,d) Medium,,Andrew McCulloch,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,FR053490195572,Brownfield Land Programme Equipment,CITY DEVELOPMENT,,,06/05/2016,,,,,"£5,500.00",,"FREETHS LLP, Cumberland Court, 80 Mount Street, NOTTINGHAM, NG1 6HH",,d) Medium,,Debbie Kirk,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,FR05011292E,Roofing Works at Brecon Rise,ENVIRONMENT & HOUSING,,,26/05/2016,,,,,"£7,980.00",,"FRESCRETE LTD, Unit 2 Springwell Court, Holbeck Lane, LEEDS, LS12 1AL",,Other/Not known,,Mandy Grace,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,FR05931007894,Fridge Rental,CITY DEVELOPMENT,,,13/05/2016,,,,,"£6,072.68",,"FRIDGE RENTALS, W5 - Warrington Business Park, Long Lane, WARRINGTON, WA2 8TX",,Other/Not known,,Chris Ashby,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,GC0038109297,ICT Agency Fees,CENTRAL & CORPORATE,,,23/05/2016,,,,,"£15,200.00",,"GCS RECRUITMENT SPECIALISTS LTD, 2 Wesley Gate  70-74 Queens Road, NULL, READING, RG1 4AP",,c) Small,,Steven Bedford,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,GE031215745,Management of Mortgage Porfolio,CENTRAL & CORPORATE,,,03/05/2016,,,,,"£7,584.94",,"GEMINI CONSULTANTS LTD, The Gemini Building, Houghton Hall Park, DUNSTABLE, LU5 5GB",,c) Small,,Simon Bentley,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,IL22225320,Care Path System,PUBLIC HEALTH,,,05/05/2016,,,,,"£12,994.08",,"ILLY SYSTEMS LTD, 11 Hoxton Square, NULL, LONDON, N1 6NU",,c) Small,,Jonathan Sharp,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,OU17582016004CC,Maintenance Works at Civic Hall,ENVIRONMENT & HOUSING,,,25/05/2016,,,,,"£12,700.00",,"IN OUT SOLUTIONS, 47a Highfield Avenue, NULL, LEEDS, LS12 4BZ",,Other/Not known,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,IN0657LCC001,Leaving Care Support,CHILDRENS SERVICES,,,06/05/2016,,,,,"£5,714.29",,"INSPIRE SUPPORTED ACCOMMODATION LTD, Jenson House  Shaftesbury Street, NULL, WEST BROMWICH, B70 9QD",,Unknown,,Iain Dunn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,IN075414-25-15-1-1097/8,Basic Need Project,CHILDRENS SERVICES,,,13/05/2016,,,,,"£376,687.80",,"INTERSERVE CONSTRUCTION LTD, 1 Thunderhead Ridge, Glasshoughton, CASTLEFORD, WF10 4UA",,e) Large,,Iain Dunn,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,JO2132409,"Print, design and installation and brochures for ""Our Cousin Florence"" exhibition ",CITY DEVELOPMENT,,,05/05/2016,,,,,"£5,898.00",,"JOURNAL LIMITED,  Unit 12 Aire Street Workshops, 31- 34 Aire Street, LEEDS, LS1 4HT",,Other/Not known,,Edwige Moutault,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,EN0633111772,Keep Britain Tidy Partnership Agreement,ENVIRONMENT & HOUSING,,,06/05/2016,,,,,"£10,000.00",,"KEEP BRITAIN TIDY, Elizabeth House, The Pier, WIGAN, WN3 4EX",,d) Medium,,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,KI63958602009553,Speed Camera Maintenance,CITY DEVELOPMENT,,,17/05/2016,,,,,"£78,630.21",,"KIRKLEES COUNCIL, Lic Finance Business Support Unit, P O Box A4  Civic Centre One, HUDDERSFIELD, HD1 2NF",,e) Large,,Edwige Moutault,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,LE527X982109,Staff Secondment,ADULT SOCIAL CARE,,,20/05/2016,,,,,"£7,525.10",,"LEEDS AND YORK PARTNERSHIP NHS FT, Rgd Receivables 4429 Shared B'Ness Serv, Phoenix House Topcliffe Lane, WAKEFIELD, WF3 1WE",,Other/Not known,,Sarah Jane Armitage,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,LE69696076293 16244,Consultancy Services,CITY DEVELOPMENT,,,25/05/2016,,,,,"£5,000.00",,"LEEDS BECKETT UNIVERSITY, Cashiers Office  Room 202, Queen Square House  Woodhouse Lane, LEEDS, LS2 8NU",,Other/Not known,,Chris Ashby,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,LE66511410042762,Mortuary Service,ENVIRONMENT & HOUSING,,,11/05/2016,,,,,"£53,415.25",,"LEEDS TEACHING HOSPITALS NHS TRUST, Credit Income, St James'S University Hospital, BECKETT STREET    LEEDS, LS9 7TF",,e) Large,,Christopher Simpson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,LO024140147459,LGA Membership,STRATEGIC ACCOUNTS,,,06/05/2016,,,,,"£97,047.24",,"LOCAL GOVERNMENT ASSOCIATION, Local Government House, Smith Square, LONDON, SW1P 3HZ",,c) Small,,Mary Hasnip,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,MA5784132290,Security Systems Repair and Maintenance,ENVIRONMENT & HOUSING,,,06/05/2016,,,,,"£43,494.96",,"MAYFAIR FIRE AND SECURITY, Adelaide House, Vivars Way  Selby, NORTH YORKSHIRE, YO8 8BE",,d) Medium,,Derek Prest,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,MA5784132292,Security Systems Repair and Maintenance,ENVIRONMENT & HOUSING,,,06/05/2016,,,,,"£43,494.96",,"MAYFAIR FIRE AND SECURITY, Adelaide House, Vivars Way  Selby, NORTH YORKSHIRE, YO8 8BE",,d) Medium,,Derek Prest,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,NO4535SI/02938068,Weed Killer and CDA Lance,ENVIRONMENT & HOUSING,,,26/05/2016,,,,,"£6,034.00",,"NOMIX ENVIROMENTAL, The Grain Silos, Weyhill Road, ANDOVER, SP10 3NT",,e) Large,,Bob Bradley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,OS3695160269,Visible Learning Conference ,CHILDRENS SERVICES,,,04/05/2016,,,,,"£8,750.00",,"OSIRIS EDUCATIONAL WOODHALL SPA LTD, Raithby Hall, Raithby, SPILSBY, PE23 4DS",,d) Medium,,Andrew Eastwood,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,OT9255BID0012,Business Improvement District Partnership Agreement ,STRATEGIC ACCOUNTS,,,27/05/2016,,,,,"£24,732.44",,"OTLEY BID LIMITED, Lencett House  45 Boroughgate, NULL, OTLEY, LS21 3HE",,Unknown,,Mary Hasnip,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,PE0690214086,Social Care Workers,CHILDRENS SERVICES,,,04/05/2016,,,,,"£6,240.00",,"PERMANENT FUTURES LTD, 4 Feast Field, Horsforth, LEEDS, LS18 4TJ",,c) Small,,Andrew Eastwood,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,RO16651108,Road Safety Analysis Subscription,CITY DEVELOPMENT,,,13/05/2016,,,,,"£6,672.50",,"ROAD SAFETY ANALYSIS, The Clock House  Bury Court Farm, Shotteswell, BANBURY, OX17 1JA",,b) Micro,,Richard Tinker,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,RO97160000021325,Venue Hire,CHILDRENS SERVICES,,,05/05/2016,,,,,"£11,228.00",,"ROYAL ARMOURIES (INTERNATIONAL) PLC, Armouries Drive, NULL, LEEDS, LS10 1LT",,d) Medium,,Andrew Eastwood,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,FA03640023882,Bin Yard Frames,ENVIRONMENT & HOUSING,,,27/05/2016,,,,,"£9,358.52",,"S AND O FABRICATIONS, Unit 12 Brookfoot Business Park, Elland Road, BRIGHOUSE, HD6 2SD",,c) Small,,Edwige Moutault,Off-Contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,SA235761,Leaving Care Support,CHILDRENS SERVICES,,,06/05/2016,,,,,"£5,571.30",,"SAFE HAVEN, 5 Grange Road, NULL, HARTLEPOOL, TS26 8JE",,Other/Not known,,Philip Mulhearn,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,BL0301424,Coaching Training,CENTRAL & CORPORATE,,,20/05/2016,,,,,"£7,500.00",,"SARAH READINGS LTD, 22 Wayside Avenue, NULL, HARROGATE, HG2 8NL",,Other/Not known,,Emma Browes,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,SC122381908,Supply of Sandstone,ENVIRONMENT & HOUSING,,,27/05/2016,,,,,"£6,336.00",,"SCOTT PLANT HIRE (YORKSHIRE) LTD, Kent Road, Pudsey, WEST YORKSHIRE, LS28 9DR",,c) Small,,Paul Ackroyd,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,SH1204206943,Secondment - Resettlement Consortium,CHILDRENS SERVICES,,,13/05/2016,,,,,"£15,792.42",,"SHEFFIELD CITY COUNCIL (RESOURCES), Resources, Town Hall, SHEFFIELD, S1 2HH",,Other/Not known,,Andy Peaden,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,SA6829SI/279205,Web Booster Training,CENTRAL & CORPORATE,,,20/05/2016,,,,,"£6,361.20",,"SHL GROUP LTD, The Pavilion, 1 Atwell Place Thames Ditton, SURREY, KT7 0NE",,e) Large,,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,ST388216/006,Hate Crime Reduction,ENVIRONMENT & HOUSING,,,17/05/2016,,,,,"£8,750.00",,"STOP HATE UK, Suite D6, Josephs Well, Westgate, LEEDS, LS3 1AB",,b) Micro,,Harvinder Saimbhi,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,ST0125J1852311,Payment Processing,CENTRAL & CORPORATE,,,18/05/2016,,,,,"£17,580.31",,"STREAMLINE CHARGES, Gateshead Card Centre, Victory House, Fifth Avenue, GATESHEAD, NE8 1HJ",,c) Small,,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,ST0125J2105975,Payment Processing,CENTRAL & CORPORATE,,,18/05/2016,,,,,"£17,580.31",,"STREAMLINE CHARGES, Gateshead Card Centre, Victory House, Fifth Avenue, GATESHEAD, NE8 1HJ",,c) Small,,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,ST0125J2105998,Payment Processing,CENTRAL & CORPORATE,,,18/05/2016,,,,,"£17,580.31",,"STREAMLINE CHARGES, Gateshead Card Centre, Victory House, Fifth Avenue, GATESHEAD, NE8 1HJ",,c) Small,,Philippa Elliott,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,SW0015INVA017195,Prepayment Setup ,STRATEGIC LANDLORD,,,12/05/2016,,,,,"£7,000.00",,"SWITCH2 ENERGY LIMITED, Ground Floor West  The Waterfront, Salts Mill Road, SHIPLEY, BD17 7EZ",,d) Medium,,Adam Crampton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,CO1313B8748,Crematoria Works,ENVIRONMENT & HOUSING,,,20/05/2016,,,,,"£20,000.00",,"THE COLUMBARIA COMPANY, 59 New Cleveland Street,, NULL, HULL, HU8 7HB",,Other/Not known,,Christopher Simpson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,IN0664LS16002,Operating Costs for Shopmobility Service,ADULT SOCIAL CARE,,,25/05/2016,,,,,"£16,000.00",,"THE INCLUSION ZONE, C/O Scarborough Shopmobility, 5 Somerset Terrace, SCARBOROUGH, YO11 2LL",,Unknown,,Sinead Cregan,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,GE9835GEN31357,ICT Agency Fees,CENTRAL & CORPORATE,,,19/05/2016,,,,,"£8,550.00",,"TRIAD RESOURCING, 37 Sunningdale House, Caldecotte Business Park, MILTON KEYNES, MK7 8LF",,d) Medium,,Karen Brocklesby,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,LE090390221781,Contribution to Leeds Institute of Data Analytics (LIDA) partnership,CENTRAL & CORPORATE,,,13/05/2016,,,,,"£142,000.00",,"UNIVERSITY OF LEEDS, Finance Office Ec Stoner Building, Room 11.23, LEEDS, LS2 9JT",,Other/Not known,,Simon Foy,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,LE090390222738,Academic Health Partnership,ADULT SOCIAL CARE,,,27/05/2016,,,,,"£142,000.00",,"UNIVERSITY OF LEEDS, Finance Office Ec Stoner Building, Room 11.23, LEEDS, LS2 9JT",,Other/Not known,,Lisa Gibson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,VI02063010403,Support for Victims of Anti-Social Behaviour,ENVIRONMENT & HOUSING,,,20/05/2016,,,,,"£23,750.00",,"VICTIM SUPPORT, 56 Hallam Street, NULL, LONDON, W1W 6JL",,e) Large,,Sharon Coates,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,WA218991309834335,Leeds City Region Contribution,ENVIRONMENT & HOUSING,,,25/05/2016,,,,,"£18,637.94",,"WAKEFIELD COUNCIL, Payments And Controls  County Hall, Bond Street, WAKEFIELD, WF1 9AJ",,Other/Not known,,Polly Cook,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,WA042315688,Works to Wetherby Leisure Centre reception.,CITY DEVELOPMENT,,,20/05/2016,,,,,"£19,144.03",,"WALTER WEST BUILDERS LTD, Bank Street, Highgate, DEWSBURY, WF12 7DH",,c) Small,,Paul Thompson,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,WH04812198,Masonry Works,CITY DEVELOPMENT,,,16/05/2016,,,,,"£8,225.00",,"WHITAKER BROTHERS STONE MASON, Mayroyd Lane, Off Station Road, HEBDEN BRIDGE, HX7 8NS",,Unknown,,Simon Brereton,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,WO1305SIN010275,Headteacher Training,CENTRAL & CORPORATE,,,19/05/2016,,,,,"£7,950.00",,"WORKLIFE SUPPORT, 40a Drayton Park, NULL, LONDON, N5 1EW",,b) Micro,,Annette Bradley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,22/07/2016,WY37531474,Contribution to West Yorkshire Community Accounting Service,STRATEGIC LANDLORD,,,13/05/2016,,,,,"£9,982.00",,"WYCAS, Stringer House, 34 Lupton Street, HUNSLET  LEEDS, LS10 2QW",,Other/Not known,,Ian Montgomery,Waiver
