Body Name,Service Label,Service Code,Expenditure CIPFA Group Label,Expenditure CIPFA Sub Group Label,Expenditure CIPFA Sub Group Code,Date,Transaction Number,Net Amount,Supplier Name,Supplier ID,"Grants to Voluntary, Community and Social Enterprise Sector?"
Pendle Borough Council,Housing Regeneration Services,HMR,Premises related expense,Premises Cleaning,2601, 18/09/2014,HMR0255587,£149.01,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 18/09/2014,PCO0255542,£25.50,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 18/09/2014,PCO0255523,£20.14,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 25/09/2014,PCO0255717,£38.60,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Cleaning Materials,2605, 25/09/2014,PCO0255718,£67.29,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 25/09/2014,PCO0255719,£12.25,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 25/09/2014,PCO0255735,£9.79,OPTION HYGIENE LIMITED,A0002063,No
Pendle Borough Council,Financial Services,AAS,Capital costs,Capital : Payments,CD14, 08/09/2014,AAS0255571,"£3,882.07",OLD LAUND BOOTH PARISH COUNCIL,A0002067,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 18/09/2014,PCO0255510,£8.10,POWER PIPES (PENDLE) LIMITED,A0002089,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 18/09/2014,PCO0255526,£76.92,POWER PIPES (PENDLE) LIMITED,A0002089,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Repairs : General,3105, 18/09/2014,OPS0255621,£147.89,POWER PIPES (PENDLE) LIMITED,A0002089,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Printing & Stationery,4301, 25/09/2014,COR0255844,"£1,214.00",PRINTOFF GRAPHIC ARTS LTD,A0002115,No
Pendle Borough Council,Revenues Services,TRE,Supplies and services,Consultants Fees,4401, 18/09/2014,TRE0255694,£300.00,HER MAJESTY`S COURTS SERVICE - PENNINE,A0002117,No
Pendle Borough Council,Revenues Services,TRE,Supplies and services,Consultants Fees,4401, 18/09/2014,TRE0255693,£525.00,HER MAJESTY`S COURTS SERVICE - PENNINE,A0002117,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 04/09/2014,PCO0255099,£360.00,PARKDALE PLAY & LEISURE LTD,A0002145,No
Pendle Borough Council,Planning & Building Control,PBC,Capital costs,Capital : Payments,CD14, 18/09/2014,PBC0255556,"£50,123.85",HERITAGE TRUST FOR THE NORTH WEST,A0002183,No
Pendle Borough Council,Parks & Recreation Services,PCO,Agency staff,Emp : Basic Wages,1001, 04/09/2014,PCO0255151,"£1,369.18",PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Parks & Recreation Services,PCO,Agency staff,Emp : Basic Wages,1001, 18/09/2014,PCO0255541,"£1,274.50",PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Parks & Recreation Services,PCO,Agency staff,Emp : Basic Wages,1001, 18/09/2014,PCO0255543,"£1,441.06",PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Parks & Recreation Services,PCO,Agency staff,Emp : Basic Wages,1001, 25/09/2014,PCO0255740,"£1,784.54",PENDLE PERSONNEL LTD,A0002198,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Postages,4501, 04/09/2014,DAL0255309,£413.68,ROYAL MAIL GROUP LIMITED,A0002281,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 11/09/2014,OPS0255479,£105.40,ROSSENDALE PET CREMATORIUM,A0002345,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 11/09/2014,OPS0255471,£576.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Tprt : Annual Hire Charge,3601, 11/09/2014,OPS0255474,"£2,100.00",STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 11/09/2014,OPS0255473,£440.00,STANLEY BROTHERS (TIPPERS) LTD,A0002422,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 18/09/2014,PCO0255525,£208.33,BRENT STEVENSON MEMORIALS,A0002426,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 18/09/2014,DAL4004371,-£4.45,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 18/09/2014,DAL0255702,£35.52,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 18/09/2014,DAL0255705,£19.99,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 18/09/2014,DAL0255704,£106.50,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,Printing & Stationery,4301, 25/09/2014,DAL0255828,£45.50,CITRUS OFFICE SOLUTIONS,A0002441,No
Pendle Borough Council,Financial Services,AAS,Support Services,Bank Charges,7201, 11/09/2014,AAS0255519,£216.70,G4S CASH SOLUTIONS (UK) LIMITED,A0002616,No
Pendle Borough Council,Property Services,EST,Premises related expense,Bldgs : R & M : Day To Day,2001, 11/09/2014,EST0255406,£94.00,T & F STEEL DESIGNS LTD,A0002627,No
Pendle Borough Council,Environmental Health Services,ENV,Supplies and services,Other Expenses,4705, 04/09/2014,ENV0255344,£89.50,JOHNSONS TEXICARE LTD,A0002665,No
Pendle Borough Council,Parks & Recreation Services,PCO,Supplies and services,EFM Materials,4004, 18/09/2014,PCO0255553,£91.40,TRAVIS PERKINS TRADING CO LTD,A0002709,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Printing & Stationery,4301, 18/09/2014,COR0255643,£147.00,TRISTAR PRINTERS LTD,A0002731,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 04/09/2014,EST0255283,£10.85,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 04/09/2014,HED0255323,£32.77,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 11/09/2014,EST0255411,£76.96,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 04/09/2014,EST0255281,£8.27,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 04/09/2014,EST0255284,£25.46,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Property Services,EST,Premises related expense,Water & Sewerage,2501, 25/09/2014,EST0255773,£23.54,YORKSHIRE WATER,A0002808,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 11/09/2014,OPS0255459,£642.43,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 18/09/2014,OPS0255657,£455.63,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 25/09/2014,OPS0255810,£378.17,DRIVER HIRE,A0003556,No
Pendle Borough Council,Operational Services,OPS,Agency staff,Emp : Agency Wages,1004, 04/09/2014,OPS0255331,£455.63,DRIVER HIRE,A0003556,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,Mobile Phones,4508, 18/09/2014,AAS0255680,£781.54,ORANGE PCS LTD,A0004680,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 04/09/2014,PCO0255102,£618.88,WICKSTEED LEISURE LTD,A0004748,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 04/09/2014,PCO0255100,£87.50,WICKSTEED LEISURE LTD,A0004748,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Diesel Oil,3202, 18/09/2014,PCO0255522,"£2,142.26",TOWNSON BROS,A0005683,No
Pendle Borough Council,Operational Services,OPS,Transport related expense,Diesel Oil,3202, 18/09/2014,OPS0255616,"£2,634.75",TOWNSON BROS,A0005683,No
Pendle Borough Council,Property Services,EST,Supplies and Services,Expenditure : Materials,2, 04/09/2014,EST0255279,£264.50,FAST GLASS LIMITED,A0005903,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Window Cleaning,2604, 18/09/2014,PCO0255540,£145.00,MASTERCLEAN 96 LIMITED,A0006178,No
Pendle Borough Council,Financial Services,AAS,,Contribution To NNDR Pool,311, 22/09/2014,AAS0255852,"£1,343,883.00",DEPT FOR COMMUNITIES & LOCAL GOVERNMENT,A0009280,No
Pendle Borough Council,Property Services,EST,Indirect employee expense,Staff Refreshments,1261, 04/09/2014,EST0255286,£433.33,VENDA VALET (MACHINES) LTD,A0009649,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 04/09/2014,HED0255273,£211.30,RAILSIDE TRADING CO.,A0010378,No
Pendle Borough Council,Financial Services,AAS,Supplies and services,EFM : Photocopiers,4001, 18/09/2014,AAS4004370,-£2.42,AZZURRI COMMUNICATIONS LIMITED,A0012512,No
Pendle Borough Council,Revenues Services,TRE,Supplies and services,EFM : Photocopiers,4001, 18/09/2014,TRE0255639,£33.75,AZZURRI COMMUNICATIONS LIMITED,A0012512,No
Pendle Borough Council,Chief Executives Policy Unit,COR,Supplies and services,Consultants Fees,4401, 04/09/2014,COR0255352,£119.03,AZZURRI COMMUNICATIONS LIMITED,A0012512,No
Pendle Borough Council,Revenues Services,TRE,Supplies and services,EFM : Photocopiers,4001, 11/09/2014,TRE0255424,£2.41,AZZURRI COMMUNICATIONS LIMITED,A0012512,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,Other Expenses,4705, 18/09/2014,REG0255682,£75.00,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 18/09/2014,REG0255686,£17.50,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 18/09/2014,REG0255687,£23.33,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Economic Development & Tourism,REG,Supplies and services,EFM Materials,4004, 25/09/2014,REG0255825,£532.00,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Human Resources,PER,Supplies and services,Seminars etc All Costs,4601, 25/09/2014,PER0255806,£220.00,PENDLE LEISURE LTD,A0012961,No
Pendle Borough Council,Parks & Recreation Services,PCO,Premises related expense,Bldgs : Vandalism Repairs,2005, 18/09/2014,PCO0255536,£169.00,BROWNS ENGINEERING SERVICES,A0012980,No
Pendle Borough Council,Democratic & Legal Services,DAL,Supplies and services,EFM : Other Equipment,4003, 18/09/2014,DAL0255703,£511.00,PREMIER PAPER GROUP LIMITED,A0014685,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 04/09/2014,OPS0255307,"£1,238.70",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 11/09/2014,OPS0255469,"£1,554.60",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 18/09/2014,OPS0255617,"£1,316.70",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Sub-Contractors,4007, 25/09/2014,OPS0255796,"£1,247.40",ORCHARD RECYCLING SERVICE,A0015803,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 04/09/2014,PCO0255134,£40.00,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Lubricants,3203, 04/09/2014,PCO0255135,£15.00,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 25/09/2014,PCO0255729,£335.43,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983,No
Pendle Borough Council,Parks & Recreation Services,PCO,Transport related expense,Tprt : Repairs : General,3105, 25/09/2014,PCO0255728,£4.83,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983,No
Pendle Borough Council,Operational Services,OPS,Supplies and services,Other Expenses,4705, 11/09/2014,OPS0255461,"£1,013.25",ASPEN VALLEY KENNELS & CATTERY,A0022106,No
Pendle Borough Council,Engineering & Special Projects,HED,Premises related expense,Grounds : R & M : Day to Day : Routine,2101, 04/09/2014,HED0255321,£11.38,E.ON,A0023073,No
