Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,BRAKE BROS LTD,,417-Contract Catering,232.2900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,251.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,820.5500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,120.4100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,987.7600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,408-Materials General,442.8500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,269.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,25.1800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,198.3100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,V-Central Items,BURDENS,,REDACTED OTHER SPEND,199.6200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,"CCS MEDIA LTD,",,437-IT Equipment,53.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,COMPLETE CARE,,475-Other Services,22.6700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,V-Central Items,CONTRACT INTERIOR SYST,,REDACTED OTHER SPEND,141.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,CURRYS SUPERSTORE,,464-Show Services,269.9600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,CHAPS,V-Central Items,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT,,926-HRA Pooling Payment,533335.0600000001
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,DESIGNER FABRIC STORE,,401-Operational Equipment,263.6700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,DSA,,121-Training Course Fees,70.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,DSA THEORY TEST,,301-Other Transport Costs,24.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,E SIDE OBSERV 11556628,,410-Books,17.8600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,EAST RIDING HORTICULTU,,513-Other Agency & Cont-Neig,810.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,FACEBOOK HVVAE8A4S2,,457-Publicity/Mrktng/Advertg,46.6600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,P-Royal Centre,FACEBOOK KHF6S7E592,,457-Publicity/Mrktng/Advertg,274.6600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,P-Royal Centre,FACEBOOK LHF6S7E592,,457-Publicity/Mrktng/Advertg,49.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,HOMEBASE LTD 088,,401-Operational Equipment,4.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,HYDRODEC UK,,413-Grounds Maintenance Mats,692.8200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,HYDRODEC UK,,413-Grounds Maintenance Mats,692.8200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ICELAND,,412-Provisions,2.6700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,CHAPS,N-Development - Services,INSPIRED SPACES,,504-NET payments,218803.1300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,JURYS INN,,464-Show Services,1922.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,KONICA MINOLTA BUSINES,,425-Printing,448.8700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,KONICA MINOLTA BUSINES,,425-Printing,244.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,CHAPS,W-East Midlands Shared Service,LEICESTERSHIRE COUNTY COUNCIL,,001-Other staff groups,902982.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,MAKRO SELF SERVICE NOT,,417-Contract Catering,28.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,MCDONALDS,,412-Provisions,11.7600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,NATIONAL EXPRESS LIMIT,,475-Other Services,13.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,NATIONAL TRUST,,408-Materials General,10.0500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,CHAPS,R-Resources,NORTHGATE PUBLIC SERVICES,,463-Other Contractor Paymnts,1490090.8600000001
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,NOTEMACHINE,,974-Short Term Creditors,150.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,R-Resources,NYCOMM LTD,,103-Staff Health Expenses,236.6800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,OFFICE DEPOT,,426-Stationery,306.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,R-Resources,OFFICE DEPOT,,426-Stationery,-24.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,OFFICE DEPOT,,426-Stationery,91.9400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,OFFICE DEPOT,,426-Stationery,36.5900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,OFFICE DEPOT,,426-Stationery,27.8900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,OFFICE DEPOT,,426-Stationery,87.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,OFFICE DEPOT,,401-Operational Equipment,11.0400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ONCALL MEDICAL SUPPLIE,,401-Operational Equipment,90.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ONCALL MEDICAL SUPPLIE,,401-Operational Equipment,750.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,PETER SMYTHE TEST,,475-Other Services,85.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,P-Royal Centre,PHEONIXHSC.CO.UK,,121-Training Course Fees,1080.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,PLUSNET PLC 0845 14002,,436-Telephones,30.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,PO OAKDALE ROAD 1709,,974-Short Term Creditors,400.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,PO OAKDALE ROAD 1709,,974-Short Term Creditors,400.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,PO THE MEADOWS 0577,,974-Short Term Creditors,400.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,R-Resources,POSTOFFICE SELFSERVICE,,435-Postal Services,8.5500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,RAVENSDEN PLC,,408-Materials General,285.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,ROBERT M SANSOM PLANT,,408-Materials General,114.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,ROYAL BK OF SCOTLAND,,974-Short Term Creditors,500.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,ROYAL BK OF SCOTLAND,,974-Short Term Creditors,300.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,SAINSBURYS 0813,,514-Children in Care Paymnts,53.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,SAINSBURYS 0816,,417-Contract Catering,6.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,SAINSBURYS 2100,,475-Other Services,7.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,SAINSBURYS LOC4808,,412-Provisions,5.6900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,SAINSBURYS PFS0148,,300-Fuel/Oil/Tyres/Spares,12.3600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,SAINSBURYS SACAT 0813,,417-Contract Catering,9.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,SCREWFIX,,401-Operational Equipment,128.9000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,SHEPHERDS,,519-Adult Services,7.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,SHEPHERDS,,519-Adult Services,8.5800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,SPORTSDIRECT 195,,427-General office supplies,19.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,TESCO STORE 2960,,475-Other Services,2.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,V-Central Items,TESCO STORES 5957,,475-Other Services,200.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,TESCO STORES 6439,,412-Provisions,3.1400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,THE STATIONERY,,426-Stationery,19.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,P-Royal Centre,THEATRICAL TRADING LTD,,121-Training Course Fees,96.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,TOOLSTATION LTD,,200-R & M of Buildings,8.6300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,CHAPS,V-Central Items,TRAMLINK NOTTINGHAM UNITARY CHARGE,,504-NET payments,1102004.1699999999
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,TSB  SHERWOOD,,974-Short Term Creditors,500.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,UPT - NOTTINGHAMCITY C,,401-Operational Equipment,1.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,VIATEC UK LTD,,408-Materials General,765.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,WAITROSE 591,,417-Contract Catering,19.3900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,WBMTROPYMASTER,,450-Grants,45.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,WICKES,,420-Protective Clothing/Unif,39.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,WILKO RETAIL LIMIT,,404-Cleaning & Domestic Supp,9.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,WILKO RETAIL LIMIT,,401-Operational Equipment,5.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,WP-THIS NAMED COMP,,475-Other Services,190.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,WWW.ALUMINIUM-SCAFFOLD,,200-R & M of Buildings,279.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,WWW.ALUMINIUM-SCAFFOLD,,200-R & M of Buildings,1000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,WWW.BIRMINGHAM.GOV.UK,,515-Paymts to Foster Parents,12.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,WWW.CARPHONEWAREHO,,436-Telephones,39.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,WWW.NCTX.CO.UK,,330-Staff Travel,30.0000000000
