Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,SURGICAL SERVICES,ACCESS,15-Sep-2017,CONSULTANT,ACCESS,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,293515,"72,266.61"
AIREDALE NHS FOUNDATION TRUST,SURGICAL SERVICES,ACCESS,15-Sep-2017,CONSULTANT,ACCESS,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,294443,"72,266.61"
AIREDALE NHS FOUNDATION TRUST,SURGICAL SERVICES,ACCESS,15-Sep-2017,CONSULTANT,ACCESS,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,295883,"72,266.61"
AIREDALE NHS FOUNDATION TRUST,SURGICAL SERVICES,ACCESS,15-Sep-2017,CONSULTANT,ACCESS,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,297181,"72,266.61"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,HUMAN RESOURCES,22-Sep-2017,EXTERNAL CONSULTANCY FEES,HUMAN RESOURCES,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,298192,"27,156.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,DIAGNOSTIC SERVICES,22-Sep-2017,NON HEALTHCARE SERVICES FROM FOUNDATION TRUSTS,PROVIDER PROVIDER,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,298192,"27,156.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,HUMAN RESOURCES,22-Sep-2017,EXTERNAL CONSULTANCY FEES,HUMAN RESOURCES,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,298192,"-27,156.00"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,05-Sep-2017,NATIONAL QC AND ACCREDITATION FEES,ESTATES,DEPARTMENT OF ENERGY AND CLIMATE CHANGE,CRCFP4479927,"71,999.20"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,22-Sep-2017,GAS,UTILITIES,GAZPROM ENERGY,5354712,"29,715.92"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,22-Sep-2017,GAS,UTILITIES,GAZPROM ENERGY,5354712,"5,943.18"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,22-Sep-2017,GAS,UTILITIES,GAZPROM ENERGY,5428890,"32,187.18"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,22-Sep-2017,GAS,UTILITIES,GAZPROM ENERGY,5428890,"6,437.44"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,PHARMACY,08-Sep-2017,DRUGS,DRUGS,HEALTHCARE AT HOME LTD,OP/6500555,"25,354.08"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,PHARMACY,08-Sep-2017,DRUGS,DRUGS,HEALTHCARE AT HOME LTD,OP/6500675,"26,762.64"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,15-Sep-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00626,"12,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,15-Sep-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00626,"24,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,15-Sep-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00626,"36,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,15-Sep-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00626,"-36,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,15-Sep-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00626,"2,400.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,05-Sep-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00634,"10,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,05-Sep-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00634,"15,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,05-Sep-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00634,"25,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,05-Sep-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00634,"-25,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,05-Sep-2017,OTHER GENERAL SUPPLIES AND SERVICES,TELEMEDICINE,IMMEDICARE LLP,IMM00634,"2,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,05-Sep-2017,COMPUTER SOFTWARE / LICENSE  FEES,TELEMEDICINE,IMMEDICARE LLP,IMM00638,"12,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,05-Sep-2017,COMPUTER SOFTWARE / LICENSE  FEES,TELEMEDICINE,IMMEDICARE LLP,IMM00638,"24,000.00"
AIREDALE NHS FOUNDATION TRUST,TELEMEDICINE,TELEMEDICINE,05-Sep-2017,COMPUTER SOFTWARE / LICENSE  FEES,TELEMEDICINE,IMMEDICARE LLP,IMM00638,"2,400.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,22-Sep-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/14,"366,154.47"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,22-Sep-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/14,"73,230.89"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Sep-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,JOHNSON CONTROLS LTD,26130069178,"73,169.85"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Sep-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,JOHNSON CONTROLS LTD,26130069178,"14,633.97"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Sep-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,JOHNSON CONTROLS LTD,26130069178,"-14,633.97"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Sep-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,JOHNSON CONTROLS LTD,26130069178,"-14,633.97"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Sep-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,JOHNSON CONTROLS LTD,26130069178,"14,633.97"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,05-Sep-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018101552,-704.55
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,05-Sep-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018101552,"84,885.66"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,08-Sep-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018105112,"-1,367.95"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Sep-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018105112,"148,690.62"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,15-Sep-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018111632,-841.79
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,15-Sep-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018111632,"91,499.49"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,22-Sep-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018113090,-918.06
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,22-Sep-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018113090,"99,789.49"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,29-Sep-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018119264,-733.84
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,29-Sep-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018119264,"79,765.34"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,"2,879.22"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,"19,935.65"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,124.16
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,857.28
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,"1,290.36"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,"3,333.39"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,"3,457.55"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,"5,984.60"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,"-3,457.55"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,575.84
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,"3,987.13"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,258.07
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,"1,196.92"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,171.46
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,24.83
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,-575.84
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,-258.07
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,666.68
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,15-Sep-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,184,-171.46
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,PHARMACY,08-Sep-2017,DRUGS,DRUGS,ROCHE PRODUCTS LTD,1321965132,"31,262.24"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,RADIOLOGY,15-Sep-2017,X-RAY EQUIPMENT : PURCHASES,RADIOLOGY,SIEMENS HEALTH CARE,1051029441,"97,699.90"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,22-Sep-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900344432,"147,382.90"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,22-Sep-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900344432,"29,476.58"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,22-Sep-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900344432,"-29,476.58"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,08-Sep-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002551,"39,306.09"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,08-Sep-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002551,"7,861.22"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,08-Sep-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002551,"-7,861.22"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,15-Sep-2017,AGENCY SCIENTIFIC THERAPEUTIC AND TECHNICAL,MEDICAL MANAGEMENT,YORDALES HEALTH LTD,1012,"41,662.50"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,08-Sep-2017,AGENCY SCIENTIFIC THERAPEUTIC AND TECHNICAL,MEDICAL MANAGEMENT,YORDALES HEALTH LTD,1012,"8,332.50"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,15-Sep-2017,AGENCY SCIENTIFIC THERAPEUTIC AND TECHNICAL,MEDICAL MANAGEMENT,YORDALES HEALTH LTD,1012,"8,332.50"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,08-Sep-2017,AGENCY SCIENTIFIC THERAPEUTIC AND TECHNICAL,MEDICAL MANAGEMENT,YORDALES HEALTH LTD,1012,"-8,332.50"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,15-Sep-2017,AGENCY SCIENTIFIC THERAPEUTIC AND TECHNICAL,MEDICAL MANAGEMENT,YORDALES HEALTH LTD,1012,"-8,332.50"
