Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,81,,supply Nhh Electricity,,Finance & Commercial,,,supply Nhh Electricity,,,,,,42461,42825,42614,0,53000,,N/A,British Gas via OGC,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,97,,Supply of Electricity HH,,Finance & Commercial,,,Supply of Electricity HH,,,,,,42278,42643,42614,0,116000,,N/A,EDF,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,98,,Supply of gas,,Finance & Commercial,,,Supply of gas,,,,,,42278,42643,42614,0,45000,,N/A,Corona,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,115,,Banking contract,,Finance & Commercial,,,Banking contract,,,,,,41730,42825,42643,0,90000,,N/A,Nat West,,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,116,,Water Hygiene,,Human Resources ICT/CSC & Shared Support Services,,,Water Hygiene,,,,,,42125,43220,42792,0,19000,,N/A,Eaton Environmental Ltd.,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,118,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,Human Resources ICT/CSC & Shared Support Services,,,"Fire alarm, Emergency lighting & portable fire fighting Equipment maintenance",,,,,,41730,43555,43496,1,80000,,N/A,Lightside Ltd,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,119,,Lift maintenance,,Human Resources ICT/CSC & Shared Support Services,,,Lift maintenance,,,,,,41730,43555,43496,1,24000,,N/A,Chiltern lifts,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,121,,Bill payment system,,Finance & Commercial,,,Bill payment system,,,,,,42491,43220,43070,1,37000,,N/A,Allpay.net,,,,,,,,paul.simmons@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,122,,Pest Control Services,,Environment,,,Pest Control Services,,,,,,41944,43404,42675,0,98000,,N/A,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,123,,Dog Warden Service,,Environment,,,Dog Warden Service,,,,,,41944,43404,42675,0,230000,,N/A,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,124,,Collection of Dog Waste,,Environment,,,Collection of Dog Waste,,,,,,41944,43893,42675,2,156000,,N/A,SDK Environmental Ltd,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,126,,ICT and CSC Managed Services,,Human Resources ICT/CSC & Shared Support Services,,,ICT and CSC Managed Services,,,,,,42036,43831,43466,4,6906000,,N/A,Capita,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,127,,Web Control and Blackspider,,Human Resources ICT/CSC & Shared Support Services,,,Web Control and Blackspider,,,,,,42095,42825,42583,0,45000,,N/A,Websense (Via Civica),,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,131,,Intranet,,Human Resources ICT/CSC & Shared Support Services,,,Intranet,,,,,,39539,42674,42614,0,35000,,N/A,Sorce,,,,,,,,mark.lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,135,,Stationery & office consumables,,Finance & Commercial,,,Stationery & office consumables,,,,,,41456,42580,42580,0,30000,,N/A,Lyreco,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,150,,Telephone call charges & line rental,,Finance & Commercial,,,Telephone call charges & line rental,,,,,,42278,42643,42643,0,35000,,N/A,British Telecom,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,154,,Cash Receipting System,,Human Resources ICT/CSC & Shared Support Services,,,Cash Receipting System,,,,,,40597,42789,43020,0,35000,,N/A,Civica,,,,,,,,mark.lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,208,,Payroll Contract,,Human Resources ICT/CSC & Shared Support Services,,,Payroll Contract,,,,,,41000,42643,42643,1,101000,,N/A,Aylesbury Vale District Council,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,211,,Development Management & Lead Consultant & Design Services (Master Plan),,Major Projects & Estates,,,Development Management & Lead Consultant & Design Services (Master Plan),,,,,,40665,42728,42728,0,214000,,N/A,Mace Real Estate ( Mace Limited),,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,212,,Handy Cross Leisure Centre: Initial Design & Costing: lead Consultant & Design Services,,Major Projects & Estates,,,Handy Cross Leisure Centre: Initial Design & Costing: lead Consultant & Design Services,,,,,,40970,42644,42644,0,973000,,N/A,Mace Limited,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,218,,eFinancials,,Finance & Commercial,,,eFinancials,,,,,,40876,42825,42737,0,87000,,N/A,Advanced Business Solutions,,,,,,,,brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,222,,Lone Worker security devices,,Environment,,,Lone Worker security devices,,,,,,41485,42581,42581,2,5000,,N/A,Reliance,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,226,,Contract B Grounds and Play maintenance,,Community,,,Contract B Grounds and Play maintenance,,,,,,41275,43100,42825,0,4500000,,N/A,Quadron,,,,,,,,andy.sherwood@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,228,,ANPR for car parks,,Environment,,,ANPR for car parks,,,,,,41331,43157,43009,2,335000,,N/A,APT Control Ltd - Veri-Park,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,231,,"Outsourced print room - supply of creative design, print management and reprographics services",,Democratic Legal & Policy,,,"Outsourced print room - supply of creative design, print management and reprographics services",,,,,,41298,42758,42643,1,400000,,N/A,Greens,,,,,,,,catherine.spalton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,232,,Waste collection/ refuse collection,,Environment,,,Waste collection/ refuse collection,,,,,,41337,43892,43161,14,49000000,,N/A,Serco,,,,,,,,caroline.hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,235,,"E forms for licensing, revenues and Benifits",,Human Resources ICT/CSC & Shared Support Services,,,"E forms for licensing, revenues and Benifits",,,,,,41183,42643,42599,0,20000,,N/A,Victoria Form,,,,,,,,mark.lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,258,,Leisure centre operators - management of existing and new sports centres (income),,Community,,,Leisure centre operators - management of existing and new sports centres ( income),,,,,,41821,47299,43647,0,15000000,,N/A,People for places  (PfP),,,,,,,,richard.eaton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,259,,Council tax billing,,Finance & Commercial,,,Council tax billing,,,,,,41365,42825,42736,1,93000,,N/A,Smith & Ouzman,,,,,,,,jennie.rahman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,264,,External audit,,Finance & Commercial,,,External audit,,,,,,41153,42978,42828,0,640000,,N/A,Ernst & Young,,,,,,,,brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,266,,UPT terminals ANPR Veripark machines,,Environment,,,UPT terminals ANPR Veripark machines,,,,,,41386,42521,42460,0,10000,,N/A,Wild Yeast Ltd - Xenco,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,267,,On line Veripark registration webpayments,,Environment,,,On line Veripark registration webpayments,,,,,,41361,42825,42794,0,12000,,N/A,SIX card Solutions,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,268,,Lincoln Park Business Centre- Management Contract,,Major Projects & Estates,,,Lincoln Park Business Centre- Management Contract,,,,,,41365,43190,42825,0,30000,,N/A,Duncan Bailey- Kennedy,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,270,,Revenues enforcement agents,,Finance & Commercial,,,Revenues enforcement agents,,,,,,42064,42794,42705,2,0,,N/A,"Bristow & sutor; Chandlers, Newlyns",,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,272,,Occupational Health and Employee Assistance Programme,,Human Resources ICT/CSC & Shared Support Services,,,Occupational Health and Employee Assistance Programme,,,,,,41518,42978,42583,1,54000,,N/A,People Asset Management (PAM),,,,,,,,jo.whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,273,,Multi funtion Devices ( printer/Copier/scanners),,Finance & Commercial,,,Multi funtion Devices ( printer/Copier/scanners),,,,,,41516,43343,42917,0,170000,,N/A,Annodata Ltd,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,275,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,,,,41487,42582,42492,0,20000,,N/A,JNP Engineering LLP,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,276,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,,,,41487,42582,42492,0,20000,,N/A,Roughton,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,277,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,,,,41487,42582,42492,0,20000,,N/A,Hannah Reed (Peter Brett Associates),,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,288,,Document storage and related services,,Democratic Legal & Policy,,,Document storage and related services,,,,,,41640,43100,42856,0,28000,,N/A,Iron Mountain (UK) Ltd.,,,,,,,,jennifer.griffin@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,289,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,,,,41944,43404,43039,0,400000,,N/A,Advance Tree Services Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,290,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,,,,41944,43404,43039,0,400000,,N/A,Glendale Countryside Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,291,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,,,,41944,43404,43039,0,400000,,N/A,Gristwood & Toms Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,292,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,,,,41944,43404,43039,0,400000,,N/A,High Elms Tree Surgery ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,293,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,,,,41944,43404,43039,0,400000,,N/A,J W Salmon - Aboricultural Ltd,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,294,,Arboricultural Services,,Planning & Sustainability,,,Arboricultural Services,,,,,,41944,43404,43039,0,400000,,N/A,R Watts & Sons,,,,,,,,alastair.cunningham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,295,,Least cost routing of call on main switchboard number,,Finance & Commercial,,,Least cost routing of call on main switchboard number,,,,,,42319,42684,42613,0,9000,,N/A,Adept Telecom,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,296,,Procurement card provision,,Finance & Commercial,,,Procurement card provision,,,,,,41974,43434,42853,0,0,,N/A,Royal bank of Scotland,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,307,,Gutter Cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Gutter Cleaning,,,,,,42309,43403,43252,0,50000,,N/A,Murrell Estates Ltd.,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,308,,HVAC Planned Preventative Maintenance,,Human Resources ICT/CSC & Shared Support Services,,,HVAC Planned Preventative Maintenance,,,,,,41730,43555,43344,0,200000,,N/A,Tencer Ltd.,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,323,,Wallgate Service in Public Toilets,,Human Resources ICT/CSC & Shared Support Services,,,Wallgate Service in Public Toilets,,,,,,42461,42825,42794,0,6300,,N/A,WALLGATE LTD.,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,324,,BMS Servicing and Monitoring (Council Offices),,Human Resources ICT/CSC & Shared Support Services,,,BMS Servicing and Monitoring (Council Offices),,,,,,42095,43921,42794,0,35000,,N/A,ESG Ltd,,,,,,,,marcus.allen@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,333,,cash collection contract,,Finance & Commercial,,,cash collection contract,,,,,,42005,43465,43189,0,120000,,N/A,Contract Security Services,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,334,,Internal Audit Services,,Finance & Commercial,,,Internal Audit Services,,,,,,42095,43189,43007,2,90000,,N/A,Moore Stephens LLP,,,,,,,,michael.howard@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,335,,Provision of Rent Accounting Services,,Environment,,,Provision of Rent Accounting Services,,,,,,42186,42947,42825,0,44000,,N/A,Buckinghamshire Housing Association,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,337,,estate management - Rayners Lane mobile home site,,Environment,,,estate management - Rayners Lane mobile home site,,,,,,41122,42582,42551,0,27000,,na,Thompson Wilson Lettings,,,,,,,,keith.coldham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,339,,Consultancy Agreement,,Democratic Legal & Policy,,,Consultancy Agreement,,,,,,42156,42521,42489,0,35000,,N/A,Navig8 Consultancy Ltd,,,,,,,,julie.openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,340,,Consultancy Agreement,,Democratic Legal & Policy,,,Consultancy Agreement,,,,,,42264,42629,42583,0,35000,,N/A,Maislarry Ltd,,,,,,,,julie.openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,342,,Air quality Equipment Maintenance,,Environment,,,Air quality Equipment Maintenance,,,,,,42370,42735,42704,0,6000,,N/A,ESU1,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,344,,Equifax credit reference,,Environment,,,Equifax credit reference,,,,,,42202,42964,42826,0,4000,,N/A,Equifax Services,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,346,,Booker  depot management contract,,Major Projects & Estates,,,Booker  depot management contract,,,,,,41395,43220,42767,0,37500,,N/A,Duncan Baily Kennedy,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,348,,CMS ( Website and Intranet),,Democratic Legal & Policy,,,CMS ( Website and Intranet),,,,,,42248,42979,42614,0,99000,,N/A,Zengetenti,,,,,,,,vivienne.meldrum@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,349,,Commercial advice on economic sites,,Planning & Sustainability,,,Commercial advice on economic sites,,,,,,42219,42541,42521,0,17000,,N/A,Boyer Planning,,,,,,,,chris.schmidt-reid@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,351,,Installation of Festive Lights,,Human Resources ICT/CSC & Shared Support Services,,,Installation of Festive Lights,,,,,,42248,43496,43131,0,163000,,N/A,Lamps & Tube Illuminations Ltd.,,,,,,,,stuart.ross@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,352,,"Replacement server, including 3 years support and maintenance",,Human Resources ICT/CSC & Shared Support Services,,,"Replacement server, including 3 years support and maintenance",,,,,,42284,43379,43070,0,57000,,N/A,Q Associates,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,353,,Supply and Install Street Nameplates,,Human Resources ICT/CSC & Shared Support Services,,,Supply and Install Street Nameplates,,,,,,42278,43374,43191,0,15000,,N/A,Signways Ltd,,,,,,,,stuart.ross@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Aug 2016,354,,Landscape Design Services,,Community,,,Landscape Design Services,,,,,,42248,43343,43131,0,18000,,N/A,Applied landscape Design,,,,,,,,elaine.jewell@wycombe.gov.uk,
