OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,BR122542338230,LLGA Gym Sessions,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,30/11/2015,,,,,"£5,200.00",,"BRAMLEY BATHS & COMMUNITY LIMITED, Broad Lane, Bramley, LEEDS, LS13 3DF",,e) Large,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,BR29524233178443,Installation of new flue,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,23/11/2015,,,,,"£5,212.00",,"A1 BRIDGE FLUE SYSTEMS, Boughton Industrial Estate, New Ollerton, NEWARK  NOTTS, NG22 9ZD",,Other/Not known,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,CA2938423146003168753,Benefit Changes,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,06/11/2015,,,,,"£76,160.00",,"CAPITA BUSINESS SERVICES LTD, Po Box 212, Faverdale Industrial Estate, DARLINGTON, DL1 9HN",,e) Large,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,CA77204232863152,Planned maintenance and servicing.,CENTRAL & CORPORATE,102-Plant and Machinery,,20/11/2015,,,,,"£9,602.00",,"CALIBRATION & CONSULTANCY SERVICES, Unit 1  Hurstwood Court, Meadowcroft Way, LEIGH, WN7 3XZ",,c) Small,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,CE00584233371616,To carry out Tier 1 groundwater audit at five sites.,ENVIRONMENT & HOUSING,205-Operational Materials,,25/11/2015,,,,,"£6,325.00",,"CEMETERY DEVELOPMENT SERVICES LTD, Capability House, Building 31 Wrest Park  Silsoe, BEDFORD, MK45 4HR",,Other/Not known,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,CO161342314POD DESIGN,Vinyls pod design,CITY DEVELOPMENT,267-Publication And Promotion,,06/11/2015,,,,,"£7,000.00",,"COLOURS MAY VARY, Unit 1a Munro House, Duke Street, LEEDS, LS9 8AG",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,DI00574233515/298,Research and insight,CENTRAL & CORPORATE,526-Public Health Commissioned Services,,27/11/2015,,,,,"£8,529.00",,"DIVA CREATIVE LTD, Workstation, 15 Paternoster Row, SHEFFIELD, S1 2BX",,e) Large,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,FL011442313SV12601,SUPPLY AND FITTING OF EXHIBITION PLACES,CITY DEVELOPMENT,101-Maintenance Of Buildings,,05/11/2015,,,,,"£9,000.00",,"THE FLOORSTORE, 91 Roseville Road, NULL, LEEDS, LS8 5DR",,Other/Not known,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,FO155X4232815135,Portakabin hire,STRATEGIC LANDLORD,293-Grants To Voluntary Organisations,,20/11/2015,,,,,"£5,850.00",,"FOREMANS RELOCATABLE BUILDING SYSTEMS, Catfoss Lane, Brandesburton, DRIFFIELD  EAST YORKSHIRE, YO25 8ES",,d) Medium,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,FO62974231812856,Late night street entertainment,CITY DEVELOPMENT,264-Commissioned Services,,10/11/2015,,,,,"£5,685.00",,"FOOLS PARADISE LTD, 18 Gandy Street, NULL, EXETER, EX4 3LS",,b) Micro,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,FR0138423261219,Light Night 2015 - Supply of power,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,18/11/2015,,,,,"£7,765.00",,"FTS EVENT POWER LTD, 17 Henconner Avenue, Chapel Allerton, LEEDS, LS7 3NW",,b) Micro,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,GC003842325104782,ICT Agency Fees,CENTRAL & CORPORATE,,,17/11/2015,,,,,"£6,000.00",,"GCS RECRUITMENT SPECIALISTS LTD, 2 Wesley Gate  70-74 Queens Road, NULL, READING, RG1 4AP",,c) Small,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,GE983542327GEN29860,ICT Agency Fees,CENTRAL & CORPORATE,8-Agency Staff,,19/11/2015,,,,,"£8,550.00",,"TRIAD RESOURCING, 37 Sunningdale House, Caldecotte Business Park, MILTON KEYNES, MK7 8LF",,d) Medium,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,HA9371423263031,Performance at Leeds Town Hall,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,18/11/2015,,,,,"£20,500.00",,"HALLE CONCERTS SOCIETY, The Bridgewater Hall, NULL, MANCHESTER, M1 5HA",,d) Medium,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,IN0308423139381,Stage & site branding + safety sign,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,05/11/2015,,,,,"£8,830.00",,"INDEPENDENT DESIGN & DISPLAY, Chapel Works, Stocks Street, LEEDS, LS7 2AU",,b) Micro,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,JA036042326LCC067,Homecare,ADULT SOCIAL CARE,568-Home Care,,18/11/2015,,,,,"£13,899.59",,"JAYS HOMECARE LTD, Hsbc Invoice Finance (Uk) Ltd, Farncombe Road, WORTHING, BN11 2BW",,c) Small,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,JO22754233168257,Suspended ceiling works,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,23/11/2015,,,,,"£7,734.60",,"JOHN ATKINSON INTERIORS LTD, Deanfield Mills, Asquith Avenue, MORLEY LEEDS, LS27 9QT",,c) Small,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,KI6395423348601676660,Road casualty reduction,CITY DEVELOPMENT,12-*** No Description ***,,26/11/2015,,,,,"£56,071.53",,"KIRKLEES COUNCIL, Lic Finance Business Support Unit, P O Box A4  Civic Centre One, HUDDERSFIELD, HD1 2NF",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LA069042324151020015,Conservation work for the British Art Installation,CITY DEVELOPMENT,277-Bought In Professional Services,,16/11/2015,,,,,"£5,053.00",,"LAURA J DAVIES, 2 Cliffe Villas, NULL, TODMORDEN, OL14 6NA",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LC0663423211939,Light Night Whale Song project,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,13/11/2015,,,,,"£6,908.03",,"LCI PRODUCTIONS LIMITED, 55 Merthyr Terrace, NULL, LONDON, SW13 8DL",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LE060642327359,Design and production of Women Work,CITY DEVELOPMENT,277-Bought In Professional Services,,19/11/2015,,,,,"£6,656.04",,"LEE GOATER, 7 Hall Royd, NULL, SHIPLEY, BD18 3ED",,a) Individual,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LE08304232424876395,Pharmacy Technician Training,ADULT SOCIAL CARE,561-Payments To Voluntary Organisations,,16/11/2015,,,,,"£18,750.00",,"LEEDS COMMUNITY HEALTHCARE NHS TRUST, Ry6 Receivables C639 Shared Bus Services, Phoenix House Topcliffe Lane, WAKEFIELD, WF3 1WE",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LE123942328ARTFORMS 2015-16,LMEP Funding for Youth,CHILDRENS SERVICES,511-Services Rendered By Other Organisations,,20/11/2015,,,,,"£16,400.00",,"LEEDS YOUTH OPERA, 19 Cookridge Street, NULL, LEEDS, LS2 3AG",,b) Micro,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LU713542328AV8341,Light Night 2015 - city square,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,20/11/2015,,,,,"£5,714.40",,"LUMEN ARTS, Unit 79 Barkston House, Croyden Street, LEEDS, LS11 9RT",,b) Micro,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,NO030842311I2358515,Installation of cameras for bus lane,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,03/11/2015,,,,,"£9,066.84",,"NORBAIN SD LTD, Credit Office  Votec House, Hambridge Lane, NEWBURY, RG14 5TN",,e) Large,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,NO098042335K0001021,ADSPH Network Contribution,CENTRAL & CORPORATE,227-Non-Recurring Grants,,27/11/2015,,,,,"£5,000.00",,"NORTH LINCOLNSHIRE COUNCIL, Pitwood House, Ashby Road, SCUNTHORPE, DN16 1AB",,Other/Not known,,,Non Contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,PA403B4231457506,Various steel fences,ENVIRONMENT & HOUSING,205-Operational Materials,,06/11/2015,,,,,"£16,772.80",,"PARAMOUNT STEEL FENCE, Florida Close, Hot Lane Industrial Estate, BURSLEM  STOKE ON TRENT, ST6 2DJ",,d) Medium,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,PE069042321212086,Temporary Accomodation,CHILDRENS SERVICES,277-Bought In Professional Services,,13/11/2015,,,,,"£6,840.00",,"PERMANENT FUTURES LTD, 4 Feast Field, Horsforth, LEEDS, LS18 4TJ",,b) Micro,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,RE064X42318RNW902,Service Level Agreement Q2,CITY DEVELOPMENT,277-Bought In Professional Services,,10/11/2015,,,,,"£18,750.00",,"RENEWAL LEEDS LTD, 34 Regent Street, NULL, LEEDS, LS2 7QN",,d) Medium,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,RE223142338RNW906,Mediation training,CHILDRENS SERVICES,70-Best Value Training,,30/11/2015,,,,,"£7,170.00",,"RENEW LEEDS LTD, 34 Regent Street, NULL, LEEDS, LS2 7QN",,d) Medium,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,RI082542328235848,FIRESEAL BOXES,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,20/11/2015,,,,,"£12,110.00",,"RITHERDON & CO LIMITED, Lorne Street, NULL, DARWEN LANCASHIRE, BB3 1QW",,c) Small,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,SO0361423259051075688,Teachers welcome event,CHILDRENS SERVICES,265-Other Hired And Contracted Services,,17/11/2015,,,,,"£5,914.17",,"SODEXO LTD, Po Box 457  310 Broadway, Salford, MANCHESTER, M50 2XW",,e) Large,,,Off Contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,ST0434423253926,Installation of multiplay unit,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,17/11/2015,,,,,"£8,270.00",,"STREETSCAPE (PRODUCTS & SERVICES) LTD, Raleigh Works Unit 2 Vivars Way, Canal Road, SELBY, YO8 8BE",,b) Micro,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,ST38824232115/040,Stop Hate line & advocacy ,ENVIRONMENT & HOUSING,290-Grant Related Expenditure,,13/11/2015,,,,,"£8,750.00",,"STOP HATE UK, Stockdale House, 8 Victoria Road, LEEDS, LS6 1PF",,b) Micro,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,SY962342321NE1838,Acoustic movable wall,STRATEGIC ACCOUNTS,,,13/11/2015,,,,,"£10,913.00",,"K D SYSTEMS NORTH EAST LTD, 3370 Century Way, Thorpe Park, LEEDS, LS15 8ZB",,b) Micro,,,Off Contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,TN297242312IN18US15011195,Postage,CENTRAL & CORPORATE,212-Postages,,04/11/2015,,,,,"£6,273.21",,"WHISTL NORTH LIMITED, 1 Globeside Business Park, Fieldhouse Lane, MARLOW, SL7 1HY",,e) Large,,,Off Contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,VI0206423343009917,Outreach support for victims of hate crimes,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,26/11/2015,,,,,"£23,750.00",,"VICTIM SUPPORT, 56 Hallam Street, NULL, LONDON, W1W 6JL",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WA04234233115547,To erect stud partitions to art room,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,23/11/2015,,,,,"£13,921.90",,"WALTER WEST BUILDERS LTD, Bank Street, Highgate, DEWSBURY, WF12 7DH",,c) Small,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WA53204232719142,7 days Electrical Inspection and testing,CENTRAL & CORPORATE,70-Best Value Training,,19/11/2015,,,,,"£5,250.00",,"WAKEFIELD SKILL CENTRE LTD, Units 41-43, Monkton Road Industrial Estate, DENBY DALE ROAD  WAKEFIELD, WF2 7AL",,c) Small,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WA79674231191309517858,Secondment,CENTRAL & CORP FUNC ADMINIST (NON LCC),265-Other Hired And Contracted Services,,03/11/2015,,,,,"£14,054.59",,"WAKEFIELD COUNCIL, Income Team Wakefield One, Po Box 700  Burton Street, WAKEFIELD, WF1 2EB",,c) Small,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WE03644232014249,Temporary buildings,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,12/11/2015,,,,,"£8,220.00",,"WERNICK BUILDINGS LTD, Molineux House, Russell Gardens, WICKFORD, SS11 8BL",,e) Large,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WE068942327W0000223,Community payback work,STRATEGIC LANDLORD,293-Grants To Voluntary Organisations,,19/11/2015,,,,,"£31,964.50",,"THE WEST YORKSHIRE CRC LTD, Finance Dept Cliff Hill House, Sandy Walk, WAKEFIELD, WF1 2DJ",,b) Micro,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WH044942324LCA3107001FAC,Trade union fees,CHILDRENS SERVICES,265-Other Hired And Contracted Services,,16/11/2015,,,,,"£33,205.15",,"WHITE ROSE ACADEMIES TRUST, College House, Park Lane, LEEDS, LS3 1AA",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WO130542334SIN009527,Headspace programme sevice,CENTRAL & CORPORATE,85-Occupational Health,,26/11/2015,,,,,"£7,950.00",,"WORKLIFE SUPPORT, 40a Drayton Park, NULL, LONDON, N5 1EW",,c) Small,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,ZE168542338SEP011,LGC Leeds girls can marketing,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,30/11/2015,,,,,"£6,000.00",,"ZEAL MEDIA LTD, Tower Works, Globe Road, LEEDS, LS11 5QG",,Other/Not known,,,Non-contract
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
