Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,PHARMACY,13-Jan-2017,DRUGS,DRUGS,HEALTHCARE AT HOME LTD,OP/5924391,"30,284.04"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Jan-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/6,"59,843.86"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Jan-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/6,"11,968.77"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,20-Jan-2017,BUILDING AND ENGINEERING EQUIPMENT MAINTENANCE,ESTATES,INTERSERVE INVESTMENTS PLC,AIR0010,"130,401.01"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,20-Jan-2017,BUILDING AND ENGINEERING EQUIPMENT MAINTENANCE,ESTATES,INTERSERVE INVESTMENTS PLC,AIR0010,"26,080.20"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Jan-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,JENNINGS OF PUDSEY,6929,"54,000.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Jan-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,JENNINGS OF PUDSEY,6929,"10,800.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,06-Jan-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1017187962,-838.45
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,06-Jan-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1017187962,"118,091.22"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,06-Jan-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1017189419,-416.27
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,06-Jan-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1017189419,"45,246.89"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,13-Jan-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1017192104,-463.86
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Jan-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1017192104,"50,419.73"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,18-Jan-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1017198437,-793.12
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,18-Jan-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1017198437,"79,311.81"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,27-Jan-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1017202859,-761.09
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,27-Jan-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1017202859,"82,726.86"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,"1,707.69"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,"18,443.10"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,922.72
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,"4,588.70"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,"1,116.22"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,"3,319.00"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,"3,688.62"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,341.54
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,184.54
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,917.74
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,223.24
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,663.80
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,-341.54
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,-184.54
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,20-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,149,-223.24
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,"2,182.05"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,"16,140.30"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,"5,074.20"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,194.94
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,"1,346.29"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,"3,623.60"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,436.41
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,"3,228.06"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,38.99
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,"1,014.84"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,269.26
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,724.72
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,-436.41
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,-38.99
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,27-Jan-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,154,-269.26
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,RADIOLOGY,20-Jan-2017,X-RAY EQUIPMENT : PURCHASES,RADIOLOGY,SIEMENS HEALTH CARE,1051019112,"86,186.66"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,RADIOLOGY,27-Jan-2017,X-RAY EQUIPMENT : PURCHASES,RADIOLOGY,SIEMENS HEALTH CARE,1051019438,"103,758.86"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,18-Jan-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900297092,"147,542.29"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,18-Jan-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900297092,"29,508.46"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,18-Jan-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900297092,"-29,508.46"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,10-Jan-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH (UK) LTD,40002250,"38,313.79"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,10-Jan-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH (UK) LTD,40002250,"7,662.76"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,10-Jan-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH (UK) LTD,40002250,"-7,662.76"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OFFICE OF THE CHIEF EXECUTIVE,13-Jan-2017,BOOKS  JOURNALS AND SUBSCRIPTIONS,OFFICE OF THE CHIEF EXECUTIVE,YORKSHIRE & HUMBER PARTNERS ACADEMIC HEALTH SCIENCE NETWORK LTD,248,"95,000.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OFFICE OF THE CHIEF EXECUTIVE,13-Jan-2017,BOOKS  JOURNALS AND SUBSCRIPTIONS,OFFICE OF THE CHIEF EXECUTIVE,YORKSHIRE & HUMBER PARTNERS ACADEMIC HEALTH SCIENCE NETWORK LTD,248,"19,000.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OFFICE OF THE CHIEF EXECUTIVE,13-Jan-2017,BOOKS  JOURNALS AND SUBSCRIPTIONS,OFFICE OF THE CHIEF EXECUTIVE,YORKSHIRE & HUMBER PARTNERS ACADEMIC HEALTH SCIENCE NETWORK LTD,248,"-19,000.00"
