OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,BR205542804343943,Legal Fees,INSURANCE,265 - Other Hired And Contracted Services,,10/03/2017,,,,,"�25,596.88",,"BROWNE JACOBSON, Mowbray House, Castle Meadow Road, NOTTINGHAM, NG2 1BJ",,e) Large,,Matthew Southwell,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,BS02944280494695780/2000,Membership,CITIZENS AND COMMUNITIES,206 - Books & Audio-Visual Materials,,10/03/2017,,,,,"�19,337.00",,"BSI STANDARDS LIMITED, Bsi Accounts Receivable Po Box 3000, Kitemark Court Davy Avenue, MILTON KEYNES, MK1 9EL",,e) Large,,Beverley Rice,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,BU059842825CPH084809,Residential Care,ADULT SOCIAL CARE,574 - Nursing Care Dementia,,31/03/2017,,,,,"�11,040.00",,"BUPA CARE HOMES, ",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,ZZ76844280206MAR-02APR,Residential Care,ADULT SOCIAL CARE,570 - Nursing Home,,08/03/2017,,,,,"�22,925.17",,"BURLEY HALL NURSING HOME, Banking & Treasury	Bridge House, Outwood Lane  Horsforth, LEEDS, LS18 4UP",,c) Small,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,BU310X42817SIN052680,Membership,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,23/03/2017,,,,,"�14,500.00",,"BUSINESS IN THE COMMUNITY, 137 Shepherdess Walk, NULL, LONDON, N1 7RQ",,e) Large,,Simon Brereton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CA274642822WHI006924,Residential Care,CHILDRENS SERVICES,566 - SEN Placements,,28/03/2017,,,,,"�109,333.34",,"CAMBIAN WHINFELL SCHOOL LTD, ",,Other/Not known,,Barbara Newton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CA2938428116003491194,Benefit Changes,CITIZENS AND COMMUNITIES,265 - Other Hired And Contracted Services,,17/03/2017,,,,,"�27,662.40",,"CAPITA BUSINESS SERVICES LTD, Po Box 212  Faverdale Industrial Estate, NULL, DARLINGTON, DL1 9HN",,e) Large,,Amanda Mawson,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CA667242803SHOP16/0042,Sale of cards,CITIZENS AND COMMUNITIES,265 - Other Hired And Contracted Services,,09/03/2017,,,,,"�6,285.61",,"CARDS FOR GOOD CAUSES LTD, 1 Edison Gate, West Portway, ANDOVER HAMPSHIRE, SP10 3SE",,c) Small,,Katrina Pickering,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CA26874281607/03/17009,Sponsorship,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,22/03/2017,,,,,"�5,000.00",,"CATCH UNLIMITED CIC, 7 Saw Mill Yard, Holbeck, LEEDS, LS11 5WH",,Other/Not known,,Phil Cole,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CH157642800304592,2017 CSN Subscription,CHILDRENS SERVICES,226 - Memberships,,06/03/2017,,,,,"�6,645.00",,"CHILDRENS SERVICES NETWORK, 251 Pentonville Road, NULL, LONDON, N1 9NG",,c) Small,,Saleem Tariq,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CH088542803349/16,Assessment Package,CHILDRENS SERVICES,550 - Placement Support,,09/03/2017,,,,,"�5,000.00",,"CHRYSALIS ASSOCIATES LTD, 48 Wostenholm Road, NULL, SHEFFIELD, S7 1LL",,b) Micro,,Sarah Johal,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,BR04634282274991633281,Consultancy Work,CHILDRENS ADMINISTERED ACCOUNTS (NON LCC,277 - Bought In Professional Services,,28/03/2017,,,,,"�10,915.95",,"CITY OF BRADFORD METROPOLITAN DISTRICT, Dept Finance Rev & Benefits Service, Dept 19 Brittania House  Halll Ings, BRADFORD, BD1 1HX",,Other/Not known,,Julie Longworth,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LO10804281817/034,Orchestra Fee,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,24/03/2017,,,,,"�19,200.00",,"CITY OF LONDON SINFONIA LTD, ",,Other/Not known,,Matthew Sims,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CL00364279731410,Lighting,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,03/03/2017,,,,,"�11,183.90",,"CLICK NETHERFIELD LIMITED, The Glassworks 6b Grange Road, Houstoun Industrial Estate, LIVINGSTON, EH54 5DE",,d) Medium,,John Roles,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CO2009428225100061,Secondment,CHILDRENS SERVICES,265 - Other Hired And Contracted Services,,28/03/2017,,,,,"�8,165.76",,"COCKBURN SCHOOL, Parkside  Gipsy Lane, Beeston, LEEDS, LS11 5TT",,Other/Not known,,Carol Nightingale,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CO48714280472729SV,Maintenence Parts and Labour for Kitchen Equipment,CITY DEVELOPMENT,203 - Operational Furniture And Equipment,,10/03/2017,,,,,"�6,415.95",,"COLLINGHAM CATERING SERVICES LTD, Unit 16 Sandbeck Park Sanbeck Lane, NULL, WETHERBY, LS22 7TW",,c) Small,,Karen Downes,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CO163342796RRY021479,New Year Campaign - Airtime,CITY DEVELOPMENT,211 - Advertising,,02/03/2017,,,,,"�5,892.65",,"COMMUNICORP UK LTD, Laser House  Waterfront Quay, Salford Quays, MANCHESTER, M50 3XW",,Other/Not known,,Ian Waller,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CC103942802ASC DIRECT PAYMENT,Community Care,ADULT SOCIAL CARE,942 - Income From Service Users,,08/03/2017,,,,,"�1,372,517.06",,"COMMUNITY CARE PAYMENTS, ., ., ., .",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CO0036428164855,Rent,CITY DEVELOPMENT,141 - Rents,,22/03/2017,,,,,"�24,276.21",,"COMMUNITY VENTURES COMPANY (NO.1) LTD, 4340 Park Approach, Thorpe Park, LEEDS, LS15 8GB",,b) Micro,,Benjamin Middleton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CO2212427976566,Residential Care,CHILDRENS SERVICES,507 - General External Residential Placements,,03/03/2017,,,,,"�18,285.60",,"COMPASS CHILDRENS HOMES LIMITED, ",,Other/Not known,,Clare Lynam,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CO165442822106488,Home Care,ADULT SOCIAL CARE,568 - Home Care,,28/03/2017,,,,,"�21,065.63",,"COMPLETE CARE AGENCY, 1 Airport West, First Floor Lancaster Way, LEEDS, LS19 7ZA",,b) Micro,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CO135842810IN00001218,Sponsorship,CITY DEVELOPMENT,267 - Publication And Promotion,,16/03/2017,,,,,"�5,000.00",,"CONFERENCE AND HOSPITALITY SHOW LTD, Blake House, 18 Blake Street, YORK, YO1 8QH",,Other/Not known,,Jennifer Young,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,ZZ33164280206MAR-02APR,Residential Care,JCS FOR PEOPLE WITH LEARNING DISABILITIE,569 - Sheltered Accommodation,,08/03/2017,,,,,"�30,419.21",,"CORNMILL HOUSE, ",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CR083142809I0070317,Consultancy,CITY DEVELOPMENT,NUL - ,,15/03/2017,,,,,"�6,250.00",,"CRISPAIR, ",,Other/Not known,,Richard Tinker,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,DU024942810553,"Seasons Exhibition Production.
",CITY DEVELOPMENT,215 - Printing,,16/03/2017,,,,,"�6,389.00",,"DESIGNED BY DUO LTD, Studio 2, 30-38 Dock Street, LEEDS, LS10 1JF",,Other/Not known,,Yvonne hardman,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,DO146442809110906,110906,CIVIC ENTERPRISE LEEDS,205 - Operational Materials,,15/03/2017,,,,,"�5,768.30",,"DOCUMENT MANAGEMENT SOLUTIONS LTD, Mulberry House, Chelmsford Road, HIGH ONGAR  ESSEX, CM5 9NL",,c) Small,,Diane Smith,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,DU016842804701004319,Residential Care,CHILDRENS SERVICES,508 - Other External Residential Placement,,10/03/2017,,,,,"�26,505.00",,"DURHAM COUNTY COUNCIL, Revenues & Benefits, Po Box 238, STANLEY, DH8 1FP",,e) Large,,Clare Lynam,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,EA88634280710596,Street Artwork,CITY DEVELOPMENT,NUL - ,,13/03/2017,,,,,"�8,124.00",,"EAST STREET ARTS, Patrick Studios, St Marys Lane, LEEDS, LS9 7EH",,b) Micro,,Franklin Riley,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,ED094542802949,Demographic Review,CITY DEVELOPMENT,259 - Consultancy Services,,08/03/2017,,,,,"�5,350.00",,"EDGE ANALYTICS LTD, Leeds Innovations Centre, 103 Clarendon Road, LEEDS, LS2 9DF",,b) Micro,,Martin Elliot,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,EL118642804080217/1,Consultancy,CENTRAL & CORPORATE,214 - Computer Software & Equipment,,10/03/2017,,,,,"�12,000.00",,"ELLFIN RESEARCH & CONSULTING LTD, ",,Other/Not known,,Steven Bedford,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,EL131X42802EF01326,Christmas Trees,ENVIRONMENT & HOUSING,205 - Operational Materials,,08/03/2017,,,,,"�8,845.00",,"ELVEDEN FARMS LIMITED, London Road, Elveden, THETFORD, IP24 3TQ",,Other/Not known,,Glen Gorner,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,EN062542796EBPRO1031,Britannica Online Subscription,CITIZENS AND COMMUNITIES,206 - Books & Audio-Visual Materials,,02/03/2017,,,,,"�8,339.00",,"ENCYCLOPEDIA BRITANNICA (UK) LTD, 2nd Floor   Unity Wharf, 13 Mill Street, LONDON, SE1 2BH",,c) Small,,Beverley Rice,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,ER70724280930085352,Lighting,CITY DEVELOPMENT,203 - Operational Furniture And Equipment,,15/03/2017,,,,,"�5,761.08",,"ERCO LIGHTING LIMITED, 38 Dover Street, NULL, LONDON, W1S 4NL",,c) Small,,Yvonne hardman,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,EV01334281491570256,Legal Fees,CITY DEVELOPMENT,8 - Agency Staff,,20/03/2017,,,,,"�12,000.00",,"EVERSHEDS LLP, Bridgwater Place, Water Lane, LEEDS, LS11 5DR",,e) Large,,Martin Elliot,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,BA1092428258213,Lift Maintenance,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,31/03/2017,,,,,"�40,400.00",,"F. BAMFORD (ENGINEERING) LTD, Ajax Works, Whitehill, STOCKPORT, SK4 1NT",,c) Small,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,FR071742797DI230093,Restoration Of Paintings,CIVIC ENTERPRISE LEEDS,203 - Operational Furniture And Equipment,,03/03/2017,,,,,"�5,405.00",,"FRANCIS W DOWNING LTD, ",,Other/Not known,,Les Reed,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,FR06844280790226790,Legal Fees,CITY DEVELOPMENT,411 - Legal Disbursements,,13/03/2017,,,,,"�5,559.50",,"FREETHS LLP, Cumberland Court, 80 Mount Street, NOTTINGHAM, NG1 6HH",,Other/Not known,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,FR0732427971043,Residential Care,CHILDRENS SERVICES,507 - General External Residential Placements,,03/03/2017,,,,,"�29,500.00",,"FRIENDS THERAPEUTIC COMMUNITY TRUST, ",,Other/Not known,,Philip Mulhearn,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,SP02524282517-294-MR,Playground Equipment,ENVIRONMENT & HOUSING,203 - Operational Furniture And Equipment,,31/03/2017,,,,,"�5,798.00",,"G B SPORT & LEISURE UK LTD, Unit 23 Lynx Crescent, Winterstroke Road, WESTON-SUPER-MARE, BS24 9DJ",,b) Micro,,Charles Wright,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,GC003842804116210,Agency Staff,CENTRAL & CORPORATE,NUL - ,,10/03/2017,,,,,"�8,000.00",,"GCS RECRUITMENT SPECIALISTS, 2 Wesley Gate  70-74 Queens Road, NULL, READING, RG1 4AP",,c) Small,,Steven Bedford,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,GI5120428085354/DC4030,Demolition,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,14/03/2017,,,,,"�5,928.00",,"GILL DEMOLITIONS LTD, Progress Works, Hall Lane   Bradford, WEST YORKSHIRE, BD4 7DT",,d) Medium,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,GL0169427971062959,LCC Bodyline Campaign - Radio Advertising,CITY DEVELOPMENT,211 - Advertising,,03/03/2017,,,,,"�5,712.51",,"GLOBAL RADIO SERVICES LTD, Po Box 2020, NULL, READING, RG31 7FG",,e) Large,,Steven Baker,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,GV0035428165022988,Legal Fees,CITY DEVELOPMENT,NUL - ,,22/03/2017,,,,,"�7,304.55",,"GVA GRIMLEY LTD, 3 Brindley Place, NULL, BIRMINGHAM, B1 2JB",,e) Large,,Chris Gomersall,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,HE1566428080000003477,Furniture ,CHILDRENS SERVICES,NUL - ,,14/03/2017,,,,,"�6,100.00",,"HEADOFFICE 3, Cartelli House, Arthur Street  Stanningley, LEEDS, LS28 6JY",,c) Small,,Andrea Richardson,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,HI037442800HBRL56,To supply and fix timber to form,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,06/03/2017,,,,,"�9,896.00",,"HISTORIC BUILDING RESTORATION LTD, 10 Ravens Walk, NULL, DONCASTER, DN12 3QD",,c) Small,,Melanie Oakley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,HO012542818OP/I564493,Dishwasher,CHILDRENS SERVICES,NUL - ,,24/03/2017,,,,,"�9,177.00",,"HOBART UK, Southgate Way, Orton Southgate, PETERBOROUGH, PE2 6GN",,b) Micro,,Steve Hoggart,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,HO13434279717004,17004,ENVIRONMENT & HOUSING,NUL - ,,03/03/2017,,,,,"�939,239.17",,"HORTICULTURAL BUILDING SYSTEMS DESIGN, ",,Other/Not known,,Phil Rigby,A5VR-HB0TX7
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,HO12614281124,Work Undertaken for WY Regional adopt,CHILDRENS SERVICES,277 - Bought In Professional Services,,17/03/2017,,,,,"�5,100.00",,"HOWARD LOVELADY ASSOCIATES LIMITED, 7 Trentholme Drive, NULL, YORK, YO24 1EL",,a) Individual,,Saleem Tariq,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,IB33644280200002132,Subscription,CITIZENS AND COMMUNITIES,265 - Other Hired And Contracted Services,,08/03/2017,,,,,"�15,175.00",,"IBISWORLD LTD, ",,Other/Not known,,Richard Hart,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,IL2222428255480,Software licences,PUBLIC HEALTH,214 - Computer Software & Equipment,,31/03/2017,,,,,"�7,650.42",,"ILLY SYSTEMS LTD, 11 Hoxton Square, NULL, LONDON, N1 6NU",,c) Small,,Julie Staton,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,IN0308427979749,Skate pavillion,CITY DEVELOPMENT,267 - Publication And Promotion,,03/03/2017,,,,,"�9,980.00",,"INDEPENDENT DESIGN & DISPLAY, Chapel Works, Stocks Street, LEEDS, LS7 2AU",,b) Micro,,Craig Shackleton,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,KE099042818SINVS013044,Property Maintenance,STRATEGIC LANDLORD,100 - *** No Description ***,,24/03/2017,,,,,"�7,630.97",,"KEEPMOAT PROPERTY SERVICES LTD, The Waterfront, Lakeside Boulevard, DONCASTER, DN4 5PL",,e) Large,,Gareth Mellor,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,KE097642825CSCT000377-002,Retention payment ,CENTRAL & CORPORATE,NUL - ,,31/03/2017,,,,,"�14,540.25",,"KEEPMOAT REGNERATION LTD, The Waterfront, Lakeside Boulevard, DONCASTER, DN4 5PL",,e) Large,,Neil Barrett,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,ZZ33224280206MAR-02APR,Residential Care,JCS FOR PEOPLE WITH LEARNING DISABILITIE,569 - Sheltered Accommodation,,08/03/2017,,,,,"�130,480.92",,"KINGFISHER HOUSE, ",,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LE02774280870007615,Conversion of leased areas,CHILDRENS SERVICES,NUL - ,,14/03/2017,,,,,"�43,481.00",,"LEEDS CITY COLLEGE, University Centre, Park Lane, LEEDS, LS3 1AA",,e) Large,,Vivienne Buckland,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LE08304281624875277,CAMHS Training Project,CHILDRENS SERVICES,523 - Services Provided By PCTs,,22/03/2017,,,,,"�33,484.92",,"LEEDS COMMUNITY HEALTHCARE NHS TRUST, Ry6 Receivables C639 Shared Bus Services, Phoenix House Topcliffe Lane, WAKEFIELD, WF3 1WE",,Other/Not known,,Steve Walker,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LE036142808972,Hovingham Primary School,CHILDRENS SERVICES,NUL - ,,14/03/2017,,,,,"�218,145.60",,"LEEDS LEP LTD, Interserve House, Ruscombe Park, Twyford, READING, BERKSHIRE, RG10 9JU",,c) Small,,Adele Berry,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LE20724281442439,Design and Print,CITY DEVELOPMENT,NUL - ,,20/03/2017,,,,,"�6,540.00",,"LEEDS PRINTING COMPANY LTD, ",,Other/Not known,,Lee Arnell,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LE6651428021410063616,Security Services,STRATEGIC ACCOUNTS,201 - Office Furniture & Equipment,,08/03/2017,,,,,"�26,740.00",,"LEEDS TEACHING HOSPITALS, Credit Income, St James'S University Hospital, BECKETT STREET    LEEDS, LS9 7TF",,e) Large,,Mandy Grace,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LI1277427962867,Annual Link Maker License,CHILDRENS SERVICES,266 - Licences,,02/03/2017,,,,,"�13,720.00",,"LINK MAKER SYSTEM, St Nicholas House, 34 High Street, BRISTOL, BS1 2AW",,b) Micro,,Sarah Johal,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,MA380X427979561,Work Completed at Abbey House Museum,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,03/03/2017,,,,,"�9,344.00",,"MACHENAIR LTD, Machenair House Wakefield Road, Ossett, WAKEFIELD, WF5 9LB",,c) Small,,Mandy Grace,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,MA439942825996597,Legal Fees,CENTRAL & CORPORATE,733 - Depreciation To Fixed Assets,,31/03/2017,,,,,"�6,348.75",,"MAGDALEN M. CASE, 24a - 28 St John Street, NULL, MANCHESTER, M3 4DJ",,Other/Not known,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,MA20954280890002514,Development work,CENTRAL & CORPORATE,30 - Gratuities,,14/03/2017,,,,,"�6,000.00",,"MANDANT SOLUTIONS LTD, Unit 2   Ro24 Greenway, Harlow Business Park, HARLOW, CM19 5QB",,b) Micro,,Steven Bedford,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CA2495428036701/00008UE,Home Care,ADULT SOCIAL CARE,568 - Home Care,,09/03/2017,,,,,"�140,023.64",,"MEARS HOMECARE LTD, Crown House  Stephenson Road, NULL, COLCHESTER, CO4 9QR",,e) Large,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,CA2495428036701/00008UE,Home Care,ADULT SOCIAL CARE,568 - Home Care,,09/03/2017,,,,,"�140,023.64",,"MEARS HOMECARE LTD, Crown House  Stephenson Road, NULL, COLCHESTER, CO4 9QR",,e) Large,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/05/2017,LA991842803301013007,Van Hire,CITY DEVELOPMENT,305 - Plant Hire - By Directorate,,09/03/2017,,,,,"�7,340.00",,"NATIONWIDE PLATFORMS LIMITED, 15 Midland Court, Central Park, LUTTERWORTH, LE17 4PN",,e) Large,,Paul Footitt,Non-influenceable
