OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,CH411242362MF10005,Musicians for performance,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,24/12/2015,,,,,"£7,000.00",,"CHESTER MUSIC LTD, 14-15 Berners Street, NULL, LONDON, W1T 3LJ",,Other/Not,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,CO1175423550050000112,Annual support,CENTRAL & CORPORATE,80-Recruitment Advertising,,17/12/2015,,,,,"£20,000.00",,"SERVELEC CORELOGIC LTD, Suncourt House, 18 - 26 Essex Road, LONDON, N1 8LN",,d) Medium,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,CO156542369116,Management of Needle Exchange Scheme,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,31/12/2015,,,,,"£17,750.00",,"CPWY - SERVICES, Brooklands Court, Tunstall Road, LEEDS, LS11 5HL",,Other/Not known,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,CO396742345019798,Carpet fitting,CITY DEVELOPMENT,,,07/12/2015,,,,,"£17,923.25",,"COUNTY CARPETS, 421 Selby Road, Whitkirk, LEEDS, LS15 7AX",,Other/Not known,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,CU0132423540000682917,Various tools and supplies,ENVIRONMENT & HOUSING,203-Operational Furniture And Equipment,,16/12/2015,,,,,"£21,708.04",,"P F CUSACK (TOOLS SUPPLIES) LTD, 1 Dundee Way, Brimsdown, ENFIELD, EN3 7SX",,d) Medium,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,EA09414235526506,Supply and fit of modular ramp,ENVIRONMENT & HOUSING,,,17/12/2015,,,,,"£10,154.62",,"EASIBATHE LIMITED, Independence House Federation Way, Lancaster Road Dunston, TYNE & WEAR, NE11 9JR",,b) Micro,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,EL0992423561137-1,Feasibility study for Leeds City,CITY DEVELOPMENT,,,18/12/2015,,,,,"£5,361.47",,"ELEMENT ENERGY LTD, ",,Other/Not,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,EN0245423422015-96,To provide entertainment at German market,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,04/12/2015,,,,,"£12,250.00",,"ENTWORKS LRD, Unit 2a Alexandra Mills, Fountain Street     Morley, LEEDS, LS27 0QH",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,EN073X423626594,"Ping Activator, Ping play on activator",CITY DEVELOPMENT,265-Other Hired And Contracted Services,,24/12/2015,,,,,"£6,240.00",,"ENGLISH TABLE TENNIS ASSOCIATION LTD, Norfolk House, Saxon Gate West, MILTON KEYNES, MK9 2DL",,Other/Not,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,ER7196423591,Independent Examination,CITY DEVELOPMENT,259-Consultancy Services,,21/12/2015,,,,,"£6,444.75",,"ERIMAX LTD, ",,Other/Not,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,EU520342352MEERS 14/11/15,Medical Provision,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,14/12/2015,,,,,"£8,065.00",,"EUROFIRE UK, 340 Meadowhead, NULL, SHEFFIELD, S8 7UJ",,d) Medium,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,EV0194423622009001503,Venue hire - Leeds film festival#,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,24/12/2015,,,,,"£8,000.00",,"EVERYMAN MEDIA LIMITED, 2 Downshire Hill, Studio 4, Hampstead, LONDON, NW3 1NR",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,FA556H4234517225,Fireworks,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,07/12/2015,,,,,"£34,000.00",,"FANTASTIC FIREWORKS LTD, Yarwood Health Lane, NULL, ROSTHERNE, WA14 3SD",,c) Small,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,GC003842362105792,Contract Renewal for agency staff,CENTRAL & CORPORATE,,,24/12/2015,,,,,"£14,000.00",,"GCS RECRUITMENT SPECIALISTS LTD, 2 Wesley Gate  70-74 Queens Road, NULL, READING, RG1 4AP",,c) Small,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,GR372742353S7736,Hemingways Phase 2,ENVIRONMENT & HOUSING,,,15/12/2015,,,,,"£68,510.00",,"GROUNDWORK LEEDS, Environmental & Business Services, Merlyn-Rees Avenue, MORLEY  LEEDS, LS27 9SL",,d) Medium,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,HO289242359002950,Housemark Subscription,STRATEGIC LANDLORD,226-Memberships,,21/12/2015,,,,,"£18,153.45",,"HOUSEMARK LTD, 8 Riley Court   Milburn Hill Road, University Of Warwick Science Park, COVENTRY, CV4 7HP",,c) Small,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,IM75234234956146,Town Hall Banner,CITY DEVELOPMENT,211-Advertising,,11/12/2015,,,,,"£13,643.00",,"IMAGECO LTD, Britannia House  Beza Road, Hunslet, LEEDS, LS10 2BR",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,IM867342362EV013163,Payment for the Prague Symphony,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,24/12/2015,,,,,"£27,200.00",,"IMG ARTISTS (UK) LTD, The Light Box 111 Power Road, NULL, LONDON, W4 5PY",,d) Medium,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,IN07544234514-25-15-1-1097/3,Basic Needs Project,CHILDRENS SERVICES,,,07/12/2015,,,,,"£356,483.63",,"INTERSERVE CONSTRUCTION LTD, 1 Thunderhead Ridge, Glasshoughton, CASTLEFORD, WF10 4UA",,e) Large,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,JO796542356WQ8262,Legal Services.  Publication,CENTRAL & CORPORATE,206-Books & Audio-Visual Materials,,18/12/2015,,,,,"£5,949.96",,"JORDAN PUBLISHING LTD, 21 St Thomas Street, NULL, BRISTOL, BS1 6JS",,d) Medium,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,KE0859423691141AEI480,Gully grating and Frame plus additional items,CITY DEVELOPMENT,205-Operational Materials,,31/12/2015,,,,,"£11,531.34",,"KEYLINE BUILDERS MERCHANTS LTD, Po Box 807, Kirkintilloch, GLASGOW, G66 1XL",,e) Large,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LA0242423683437,Hire of 300 x panels of trackway,ENVIRONMENT & HOUSING,265-Other Hired And Contracted Services,,30/12/2015,,,,,"£7,200.00",,"P N LAUNDER, Wicklands Farm Castley Lane, Castley, OTLEY WEST YORKSHIRE, LS21 2QA",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LE150142361LCALG11,Contribution towards Leeds Care,ADULT SOCIAL CARE,240-Research Costs,,23/12/2015,,,,,"£6,000.00",,"LEEDS CARE ASSOCIATION, 42a Main Street, Garforth, LEEDS, LS25 1AA",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LE5376423427468,Community Based Respite Service Leeds,ADULT SOCIAL CARE,568-Home Care,,04/12/2015,,,,,"£62,157.35",,"LEEDS JEWISH WELFARE BOARD, 311 Stonegate Road, NULL, LEEDS, LS17 6AZ",,d) Medium,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LE696942340F00918464 33033061,Tuition fees for Year,CITY DEVELOPMENT,70-Best Value Training,,02/12/2015,,,,,"£32,939.89",,"LEEDS BECKETT UNIVERSITY, Cashiers Office  Room 202, Queen Square House  Woodhouse Lane, LEEDS, LS2 8NU",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,LU713542354AV8356,Rental for Leeds film festival,CITY DEVELOPMENT,203-Operational Furniture And Equipment,,16/12/2015,,,,,"£5,889.13",,"LUMEN ARTS, Unit 79 Barkston House, Croyden Street, LEEDS, LS11 9RT",,b) Micro,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,MA200742342LCC439,Get Comfortable (DVA campaign),ENVIRONMENT & HOUSING,215-Printing,,04/12/2015,,,,,"£11,909.44",,"MAGPIE CREATIVE COMMUNICATIONS LTD, 1-5 Springfield Mount, NULL, LEEDS, LS2 9NG",,b) Micro,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,MA2583423698500458277,Core Cities Contributions,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,31/12/2015,,,,,"£53,821.00",,"MANCHESTER CITY COUNCIL, Finance Serv Divi Corp Shared Serv Ctr, Manchester Cc Wenlock Way, MANCHESTER, M12 5DH",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,MA7448423592816,Hire of orchestra,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,21/12/2015,,,,,"£9,157.00",,"MANCHESTER CAMERATA LIMITED, Rncm 124 Oxford Road, NULL, MANCHESTER, M13 9RD",,b) Micro,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,ON188942347LT01,Delivery of Project - Prevent programme,ENVIRONMENT & HOUSING,544-Contributions To Partnerships,,09/12/2015,,,,,"£10,768.00",,"ONE FORMATION, ",,Other/Not,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,OU1758423492015004CC,Civic Hall Works - Partitioning and Suspended Ceiling,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,11/12/2015,,,,,"£11,000.00",,"IN OUT SOLUTIONS, 47a Highfield Avenue, NULL, LEEDS, LS12 4BZ",,Other/Not,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,PA01074234825/2015,Production of the 2015/16 pantomime,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,10/12/2015,,,,,"£20,000.00",,"PAUL HOLMAN ASSOCIATES, Morrit House, 58 Station Approach South Ruislip, MIDDLESEX, HA4 6SA",,b) Micro,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,PA403B4236958021,Metal fencing,ENVIRONMENT & HOUSING,205-Operational Materials,,31/12/2015,,,,,"£9,374.30",,"PARAMOUNT STEEL FENCE, Florida Close, Hot Lane Industrial Estate, BURSLEM  STOKE ON TRENT, ST6 2DJ",,d) Medium,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,PE26284234215/1646,To provide lighting desgin,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,04/12/2015,,,,,"£5,750.00",,"PETE DEACON PRODUCTIONS LTD, 12 Green Lane, Yeadon, LEEDS, LS19 6AW",,b) Micro,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,PH004542340INV16468/15,Primary School Membership,CHILDRENS SERVICES,226-Memberships,,02/12/2015,,,,,"£7,539.80",,"ASSOCIATION FOR PHYSICAL EDUCATION, Room 117 Bredon Worcester University, Henwick Grove, WORCESTER, WR2 6AJ",,Other/Not,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,PR316442353INV10423L,To provide PA and sound crew f,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,15/12/2015,,,,,"£5,580.00",,"3D PRODUCTIONS LTD, Unit 8 Lotherton Way, Garforth, LEEDS  WEST YORKSHIRE, LS25 2JY",,b) Micro,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,PR40794235635927,Leeds film festival - Town Hall Sound System,CITY DEVELOPMENT,203-Operational Furniture And Equipment,,18/12/2015,,,,,"£6,286.30",,"PRO AUDIO SYSTEMS LTD, Blynk House, Young Street, BRADFORD, BD8 9RE",,c) Small,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,RI082542340235985,Fireseal boxes,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,02/12/2015,,,,,"£47,713.40",,"RITHERDON & CO LIMITED, Lorne Street, NULL, DARWEN LANCASHIRE, BB3 1QW",,c) Small,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,RO10554236225/16,Training,CHILDRENS SERVICES,277-Bought In Professional Services,,24/12/2015,,,,,"£5,125.00",,"ROSIE HILL PARENTING CONSULTANT, Manor Farm Cottage, NULL, NOKE, OX3 9TT",,Other/Not,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,SE1683423561045A,Paint,ENVIRONMENT & HOUSING,234-Recycling & Reuse Charges,,18/12/2015,,,,,"£8,408.00",,"SEAGULLS RE-USE LTD, Units 3-4 Aire Place Mills, Kirkstall Road, LEEDS, LS3 1JL",,c) Small,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,SH041542355167400,Secondment costs,CHILDRENS SERVICES,265-Other Hired And Contracted Services,,17/12/2015,,,,,"£7,573.24",,"SHEFFIELD CITY COUNCIL, Resources Po Box 1283, NULL, SHEFFIELD, S1 1UJ",,Other/Not known,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,SI0366423411402513,Medical cover for 2015 Rugby World cup,CITY DEVELOPMENT,277-Bought In Professional Services,,03/12/2015,,,,,"£8,939.13",,"SITE RESCUE, The Training Centre, New Princess Street, LEEDS, LS11 9BA",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,SI13914235514502,CCTV operatives,CHILDRENS SERVICES,252-CCTV,,17/12/2015,,,,,"£15,237.16",,"4 SITE SECURITY SERVICES LTD, Bank House, Parkfield Street, LEEDS, LS11 5PH",,c) Small,,,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,SM929242359040332,Playground equipment,ENVIRONMENT & HOUSING,205-Operational Materials,,21/12/2015,,,,,"£9,336.49",,"HAGS-SMP LTD, Waterfront Complex, Shipyard Ind Estate, SELBY, YO8 8AP",,d) Medium,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,SU033X423394016,Fibre Connections for Modular Buildings,CHILDRENS SERVICES,,,01/12/2015,,,,,"£6,572.76",,"FUSION NETWORK SOLUTIONS LTD, Unit 15 The Sidings, Station Road  Guiseley, LEEDS, LS20 8BX",,Other/Not,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,TH03554234037516,EAL Assessment Packs ,CHILDRENS SERVICES,215-Printing,,02/12/2015,,,,,"£9,714.00",,"THREEFOLD CREATIVE LTD, 33 Manor Row, NULL, BRADFORD, BD1 4PS",,b) Micro,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,TO0389423567287,Fire Stopping Work,CENTRAL & CORPORATE,265-Other Hired And Contracted Services,,18/12/2015,,,,,"£16,000.00",,"FIRE PROTECTION COMPLIANCE LTD, Grange Yard, Grange Lane, WINSFORD, CW7 2BP",,c) Small,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,VI0303423568107-38769,Fee for Social Work Conference,CHILDRENS SERVICES,70-Best Value Training,,18/12/2015,,,,,"£5,897.08",,"VILLAGE LEEDS, 186 Otley Road, Headingley, LEEDS, LS16 5PR",,b) Micro,,,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,VU055642369712867,Leeds film festival - Venue Hire,CITY DEVELOPMENT,265-Other Hired And Contracted Services,,31/12/2015,,,,,"£9,350.00",,"VUE ENTERTAINMENT LTD, 10 Chiswick Park, 566 Chiswick High Road, LONDON, W4 5XS",,e) Large,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WA08074235691309626231,Additional Apprenticeship,CENTRAL & CORP FUNC ADMINIST (NON LCC),265-Other Hired And Contracted Services,,18/12/2015,,,,,"£9,185.50",,"WAKEFIELD COUNCIL, County Hall, Bond Street, WAKEFIELD, WF1 9AJ",,Other/Not,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WE665942360SI01-30393,Green Deal Communities,ENVIRONMENT & HOUSING,,,22/12/2015,,,,,"£896,875.00",,"WEST YORKSHIRE COMBINED AUTHORITY, Wellington House, 40/50 Wellington Street, LEEDS, LS1 2DE",,Other/Not,,,Waiver/DDN
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WO0344423552012466,Supply and delivery of christmas trees,ENVIRONMENT & HOUSING,205-Operational Materials,,17/12/2015,,,,,"£9,895.00",,"WOOD FARM CHRISTMAS TREES, 172 Stratford Road, Shirley, SOLIHULL, B90 3BQ",,Other/Not known,,,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,16/02/2016,WO0356423625100477,Trade union duties,CHILDRENS SERVICES,265-Other Hired And Contracted Services,,24/12/2015,,,,,"£5,283.45",,"WOODKIRK ACADEMY, Rein Road, Tingley, WAKEFIELD, WF3 1JQ",,d) Medium,,,Non-contract
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
